id	decision	category	quote_text	source_or_origin	source_file	line_start	line_end	summary	notes
LANF-021	keep-first-pass	中文成语	无中生有	传统成语	003.给林洋港先生上一课.txt	67	67	本书在相关章节使用或引录“无中生有”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-022	keep-first-pass	古典成句	小大由之	《论语》相关成句	003.给林洋港先生上一课.txt	67	67	本书在相关章节使用或引录“小大由之”，保留其可独立检索的古典成句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-023	keep-first-pass	中文成语	公报私仇	传统成语	003.给林洋港先生上一课.txt	71	71	本书在相关章节使用或引录“公报私仇”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-024	keep-first-pass	中文成语	一念之间	传统成语	003.给林洋港先生上一课.txt	71	71	本书在相关章节使用或引录“一念之间”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-025	keep-first-pass	古典名句	法令滋彰，盗贼多有。	《老子》	003.给林洋港先生上一课.txt	83	83	本书在相关章节使用或引录“法令滋彰，盗贼多有。”，保留其可独立检索的古典名句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-026	keep-first-pass	中文俗语	上任三把火	中文俗语	003.给林洋港先生上一课.txt	83	83	本书在相关章节使用或引录“上任三把火”，保留其可独立检索的中文俗语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-027	keep-first-pass	中文熟语	小鼻子小眼	中文熟语	003.给林洋港先生上一课.txt	83	83	本书在相关章节使用或引录“小鼻子小眼”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-028	keep-first-pass	中文成语	大惊小怪	传统成语	004.论石田公二事件.txt	25	25	本书在相关章节使用或引录“大惊小怪”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-029	keep-first-pass	中文成语	莫名其妙	传统成语	004.论石田公二事件.txt	25	25	本书在相关章节使用或引录“莫名其妙”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-030	keep-first-pass	中文成语	闻所未闻	传统成语	004.论石田公二事件.txt	25	25	本书在相关章节使用或引录“闻所未闻”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-031	keep-first-pass	中文成语	倒果为因	传统成语	004.论石田公二事件.txt	29	29	本书在相关章节使用或引录“倒果为因”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-032	keep-first-pass	中文成语	习以为常	传统成语	004.论石田公二事件.txt	79	79	本书在相关章节使用或引录“习以为常”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-033	keep-first-pass	古典诗句	本来无事只畏扰，扰者才吏非庸人。	宋人语	006.吕玉介是公正的吗？.txt	3	3	本书在相关章节使用或引录“本来无事只畏扰，扰者才吏非庸人。”，保留其可独立检索的古典诗句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-034	keep-first-pass	中文熟语	不识大礼	中文熟语	006.吕玉介是公正的吗？.txt	3	3	本书在相关章节使用或引录“不识大礼”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-035	keep-first-pass	中文熟语	不务大体	中文熟语	006.吕玉介是公正的吗？.txt	3	3	本书在相关章节使用或引录“不务大体”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-036	keep-first-pass	古典法政成句	刀笔吏不可做公卿	汉人语	006.吕玉介是公正的吗？.txt	3	3	本书在相关章节使用或引录“刀笔吏不可做公卿”，保留其可独立检索的古典法政成句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-037	keep-first-pass	中文成语	庸人自扰	传统成语	006.吕玉介是公正的吗？.txt	3	3	本书在相关章节使用或引录“庸人自扰”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-038	keep-first-pass	中文成语	不识大体	传统成语	006.吕玉介是公正的吗？.txt	9	9	本书在相关章节使用或引录“不识大体”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-039	keep-first-pass	史传名句	极知禹无害，然文深，不可以居大府。	《史记》	006.吕玉介是公正的吗？.txt	9	9	本书在相关章节使用或引录“极知禹无害，然文深，不可以居大府。”，保留其可独立检索的史传名句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-040	keep-first-pass	古典法理成句	不教其民而听其狱，杀不辜也！	《荀子·宥坐》	007.不大赦的相对条件.txt	47	47	本书在相关章节使用或引录“不教其民而听其狱，杀不辜也！”，保留其可独立检索的古典法理成句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-041	keep-first-pass	古典法理成句	上失之，下杀之，其可乎？	《荀子·宥坐》	007.不大赦的相对条件.txt	47	47	本书在相关章节使用或引录“上失之，下杀之，其可乎？”，保留其可独立检索的古典法理成句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-042	keep-first-pass	古典法理成句	狱犴不治，不可刑也！	《荀子·宥坐》	007.不大赦的相对条件.txt	47	47	本书在相关章节使用或引录“狱犴不治，不可刑也！”，保留其可独立检索的古典法理成句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-043	keep-first-pass	古典法理成句	罪不在民故也！	《荀子·宥坐》	007.不大赦的相对条件.txt	47	47	本书在相关章节使用或引录“罪不在民故也！”，保留其可独立检索的古典法理成句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-044	keep-first-pass	中文成语	爱莫能助	传统成语	008.不准结婚准离婚.txt	15	15	本书在相关章节使用或引录“爱莫能助”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-045	keep-first-pass	中文熟语	说话算话	中文熟语	008.不准结婚准离婚.txt	15	15	本书在相关章节使用或引录“说话算话”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-046	keep-first-pass	中文成语	出尔反尔	传统成语	008.不准结婚准离婚.txt	21	21	本书在相关章节使用或引录“出尔反尔”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-047	keep-first-pass	中文熟语	好事成空	中文熟语	008.不准结婚准离婚.txt	23	23	本书在相关章节使用或引录“好事成空”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-048	keep-first-pass	中文成语	据理力争	传统成语	008.不准结婚准离婚.txt	23	23	本书在相关章节使用或引录“据理力争”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-049	keep-first-pass	中文熟语	杠上开花	中文熟语	008.不准结婚准离婚.txt	99	99	本书在相关章节使用或引录“杠上开花”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-050	keep-first-pass	中文成语	始作俑者	传统成语	008.不准结婚准离婚.txt	99	99	本书在相关章节使用或引录“始作俑者”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-051	keep-first-pass	中文成语	哭笑不得	传统成语	008.不准结婚准离婚.txt	215	215	本书在相关章节使用或引录“哭笑不得”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-052	keep-first-pass	中文成语	不胜枚举	传统成语	009.张温鹰的怪例.txt	5	5	本书在相关章节使用或引录“不胜枚举”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-053	keep-first-pass	古典法制成句	藏匿不报，罪及三族	秦汉相关法制语	009.张温鹰的怪例.txt	5	5	本书在相关章节使用或引录“藏匿不报，罪及三族”，保留其可独立检索的古典法制成句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-054	keep-first-pass	古典诗句	好将轻侠藏亡命	传统诗文用语	009.张温鹰的怪例.txt	5	5	本书在相关章节使用或引录“好将轻侠藏亡命”，保留其可独立检索的古典诗句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-055	keep-first-pass	中文成语	望门投止	张俭故事相关成语	009.张温鹰的怪例.txt	5	5	本书在相关章节使用或引录“望门投止”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-056	keep-first-pass	孟子名句	夫舜恶得而禁之？夫有所受之也！	《孟子》	009.张温鹰的怪例.txt	21	21	本书在相关章节使用或引录“夫舜恶得而禁之？夫有所受之也！”，保留其可独立检索的孟子名句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-057	keep-first-pass	孟子名句	窃负而逃，遵海滨而处，终身欣然，乐而忘天下。	《孟子》	009.张温鹰的怪例.txt	21	21	本书在相关章节使用或引录“窃负而逃，遵海滨而处，终身欣然，乐而忘天下。”，保留其可独立检索的孟子名句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-058	keep-first-pass	孟子名句	舜视弃天下，犹弃敝屣也！	《孟子》	009.张温鹰的怪例.txt	21	21	本书在相关章节使用或引录“舜视弃天下，犹弃敝屣也！”，保留其可独立检索的孟子名句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-059	keep-first-pass	孟子名句	执之而已矣！	《孟子》	009.张温鹰的怪例.txt	21	21	本书在相关章节使用或引录“执之而已矣！”，保留其可独立检索的孟子名句性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-060	keep-first-pass	中文熟语	天不怕地不怕	中文熟语	009.张温鹰的怪例.txt	49	49	本书在相关章节使用或引录“天不怕地不怕”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
LANF-061	keep-first-pass	中文成语	满城风雨	传统成语	010.他们为什么有去无回？.txt	9	9	本书在相关章节使用或引录“满城风雨”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖弄法集》为法律个案、司法攻防、机关函件与现代党政人物议题密集文本；现代党政口号、政策判断、司法诉求、机关法条、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、法理格言、文学引文和少量李敖式题句。
