id	source_file	line_start	line_end	quote_text	source_found	political_hits	summary	notes
LAKYHX011	003.9月21日神州文化之旅第三天.txt	201	201	勿我两忘，人书俱老	yes		李敖在法源寺题词，把人与书相互不忘、共同老成的意味写成联语。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX012	004.9月22日神州文化之旅第四天.txt	513	513	你我同在一群中，感情一直都相通。你有快乐我分享，我有忧愁你与共。彼此情谊砌金石，日月明照此寸中。	yes		李敖在同学会中与旧同学合唱童子军歌曲，歌词表达同伴情谊相通。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX013	005.9月23日神州文化之旅第五天.txt	31	31	室中更无人，唯有乳下孙。有孙母未去，出入无完裙	yes		李敖引用杜甫《石壕吏》描写困苦家庭，以古诗呈现民生艰难。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX014	005.9月23日神州文化之旅第五天.txt	67	67	北大老，师大穷，只有清华可通融	yes		李敖引用北京学校间流传的俗谚，带出清华、北大、师大的民间印象。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX015	005.9月23日神州文化之旅第五天.txt	71	71	鸣鼓而攻之	yes		李敖借《论语》成语说要公开批评可议之处，语气带调侃而不收其具体时政议论。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX016	005.9月23日神州文化之旅第五天.txt	75	75	丘有幸，苟有过，人必知之	yes		李敖引用孔子自省之语，说明有过失时旁人自然会知道。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX017	005.9月23日神州文化之旅第五天.txt	83	83	想象力比知识重要	yes		李敖引用爱因斯坦名言，强调想象力对知识与创造的意义。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX018	005.9月23日神州文化之旅第五天.txt	157	157	不做刀笔吏，愿做守藏吏	yes		李敖在清华题词，借“刀笔吏”“守藏吏”表达自己愿守书藏、重文化的自况。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX019	006.9月24日李敖做客凤凰网（聊天节选）.txt	83	83	人书俱老	yes		李敖解释自己常写“人书俱老”，意思是人随书一起老成。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX020	006.9月24日李敖做客凤凰网（聊天节选）.txt	153	153	所有幸福的家庭都是一样的，不幸的家庭各有各的不幸	yes		李敖引用托尔斯泰小说开头名句，谈家庭经验与人生差异。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX021	006.9月24日李敖做客凤凰网（聊天节选）.txt	153	153	他不重，他是我兄弟	yes		李敖引用“他不重，他是我兄弟”说明亲人之间承担责任时不以重量计。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX022	006.9月24日李敖做客凤凰网（聊天节选）.txt	185	185	行万里路，读万卷书	yes		李敖引用董其昌语，说明传统把游历和读书并举。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX023	006.9月24日李敖做客凤凰网（聊天节选）.txt	185	185	读万卷书，行零里路	yes		李敖把“行万里路，读万卷书”反转为自况，强调读书对他的意义。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX024	006.9月24日李敖做客凤凰网（聊天节选）.txt	223	223	少小离家老大回，乡音无改鬓毛衰；儿童相见不相识，笑问客从何处来？	yes		学生以贺知章诗赠李敖，李敖说这首诗很合乎自己当日回乡处境。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX025	006.9月24日李敖做客凤凰网（聊天节选）.txt	259	259	千山将尽，万法唱空。百年即至，唯我四中	yes		李敖为北京四中题词，把个人百年感和学校记忆凝成短句。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX026	008.9月26日神州文化之旅第八天.txt	41	41	春风又绿江南岸	yes		李敖引用王安石诗句讲文字锤炼，指出“绿”字由形容词转为动词的妙处。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX027	008.9月26日神州文化之旅第八天.txt	45	45	待月西厢下，迎风户半开，隔墙花影动，疑是玉人来	yes		李敖引用《西厢记》句子说明含蓄写法，把等待与想象写得有韵致。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX028	008.9月26日神州文化之旅第八天.txt	69	69	尊前作剧莫相笑，我死诸君思此狂	yes		李敖引用陆游诗句自况其狂放；书中注明原诗末字作“生”，此处保留李敖引用异文。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX029	008.9月26日神州文化之旅第八天.txt	79	79	英雄割据今已矣，文采风流今尚存	yes		李敖借杜甫诗意说明人物功业会过去，文章风采仍能留存；此处保留书中异文。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX030	009.9月27日神州文化之旅第九天.txt	31	31	见校欣喜，闻过则悲，悲欣交集，惟我缉规	yes		李敖为四中校内刊物题词，用“见校”“闻过”写出重返母校的复杂情感。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX031	010.9月28日李敖登陆香港.txt	53	53	先天下之忧而忧，后天下之乐而乐	yes		李敖引用范仲淹名句，谈知识分子先忧后乐的传统人格理想。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX032	011.9月29日李敖神州文化之旅第十一天.txt	101	101	客人和鱼一样，三天就发臭了	yes		李敖引用西方谚语自嘲作客时间不宜过长，带出行程将近尾声的幽默。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX033	011.9月29日李敖神州文化之旅第十一天.txt	191	191	圣人我做不到，可是圣人做我不过如此	yes		李敖转述王阳明式自信名句，强调人可以用自己的位置反观圣贤。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX034	011.9月29日李敖神州文化之旅第十一天.txt	191	191	孔子我做不到，可是孔子做我也不过如此	yes		李敖仿照王阳明语式改写为孔子，用以表现自负而诙谐的自我定位。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX035	011.9月29日李敖神州文化之旅第十一天.txt	243	243	吾少也贱，故多能鄙事	yes		李敖引用孔子自述少时贫贱而多能，说明经验与能力常来自早年处境。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
LAKYHX036	011.9月29日李敖神州文化之旅第十一天.txt	329	329	我见青山多妩媚，料青山见我应如是	yes		李敖引用辛弃疾词句，把观景与自我观照合在一起。	首轮保守收入：本书为神州文化之旅行程与演讲实录，现代政见、两岸论断、党派口号、国族/宪政判断、政治人物语录和媒体串场不收；只取李敖本人引用或题写，且句子本体可独立成立的古典诗文、题词、成语俗谚、歌谣、文学格言和非政治人生格言。
