source_file	line	text
008.简介两种.txt	19	《上下古今谈》——在这本书里，李敖文章如滚水，烫了许多人。他从何秀煌到何秀子，从关云长到莎士比亚，上下古今无所不谈，谈得你既心花怒放，又咬牙切齿。
008.简介两种.txt	31	自传——李敖是剽悍的黑豹，没死就要留皮。他没有《烈女传》所谓的豹隐，也没有《易经》所说的豹变，只有他自己的豹史。从皮相看，他是顽童，是英雄，是善霸，是文化基督山，是社会罗宾汉，是侠骨柔情的大作家兼大坐牢家；但皮相深处，却有他传奇式的神秘与历程。好奇吗？请看他的自传！
008.简介两种.txt	33	小说——罗素和桑塔耶那都是哲学家，但都做了文学家的事，写小说。梁启超说“学问成家数”，意思是说本领大的人，可以在他身上数出好几种家来。这么多年来你以思想家历史家看李敖，你错了，其实成家数来，他更是文学家。奇情与思想，是文学家的必要条件，具有这种条件的，李敖是唯一的，别人都是假货。
008.简介两种.txt	47	人物——一般写人物，不是乱捧就是乱骂，非杨即墨，又偏又党，言过其实。李敖则不如此，李敖写人物，先挖掘出大量人所不知的黑资料，然后加以论定，不管盖不盖棺。表面上看，也许丑化了这个人物，其实李敖只是根据证据，据笔直书而已。李敖说他根本无须丑化谁，就如同你无须丑化猪八戒，猪八戒自彰其丑已足，何须丑化？
010.《黄旗梦碎》序.txt	23	fashion按：书中没有注明此序写作时间，这似乎与李敖一贯风格不符，但有李敖亲笔签名。此书出版于1999年1月1日。李敖于此书出版的同年八月，获新党提名参选2000年台湾“总统”候选人。
012.《文茜半生缘》序.txt	5	这本书是陈文茜的自传，从祖宗三代写起，由于陈文茜从小就由住在台中的外祖母一手带大，所以她跟外家独亲，外祖父何集璧是了不起的知识分子，他到大陆念大学，并加入共产党，不但是统派，且是光复初期的“回归祖国”派，二二八后，左派的“二七部队”垮了，这书中写道：
012.《文茜半生缘》序.txt	7	“……二七部队持续10日后解散，谢雪红等人展开逃亡行动。何集璧眼见祖国梦碎，沉寂了好一阵子。国民政府持续九个月的绥靖行动中，他幸运的成为‘二二八受难群’的漏网之鱼，直到治警事件辩护律师杨基先出马角逐第一任台中市长，何集璧担任他的竞选总干事，当时是采取绝对多数制，第二轮投票前，国民党找他们谈判，何集璧被迫加入国民党。陈文茜说，这个纪录让她的外祖父终生引以为耻。”
012.《文茜半生缘》序.txt	11	“陈文茜说，她长大后才听闻外祖父的故事，觉得他像极了浪漫文人，在醉月楼里畅论天下事，缺乏结党营私的‘政治能力’，每天高谈阔论，扮演各路线之争的和事老，陈文茜调侃她心目中‘神秘的外公’，‘这样子搞革命，能搞出什么名堂呢？’”
012.《文茜半生缘》序.txt	15	至于她的叔公何集淮，先到香港再逃到大陆去之后，过了一段很是艰辛的日子，音讯全无。根据《和平日报》记者周梦江（二二八之后亦逃回大陆）的回忆，1950年，他在上海遇见何集淮，何已经改名为何建人，当时担任上海某公司的工会主席，文化大革命时被迫害至死。“直到1987年，‘二二八’四十周年纪念，中国派出大批人士到美国参加各种纪念会、学术讨论会，游学美国的陈文茜才有机会碰到古瑞云，在撰写《谢雪红评传》一书作者陈芳明（后来担任过民进党文宣部主任）家中，才听闻叔公悲惨的命运。”
012.《文茜半生缘》序.txt	17	“古瑞云告诉陈文茜，他们被台湾当局通缉，逃到中国大陆，初期甚至被当成国民党的特务而遭排挤，何集淮不改玩笑本性，没烟抽的日子里，他笑嘻嘻的搜集烟屁股，打开凑足丝，就着纸卷起来再抽，丝毫不以为意。”
012.《文茜半生缘》序.txt	19	“反右运动时，谢雪红即被打成‘分离主义者’，何集淮等人被开除共产党籍，劳改至死都没恢复党籍，何集淮曾经两次被宣布死亡，曾经昏死过去又醒来时，察觉自己身边都是没气的人，吓得手脚发软，还是从太平间爬出来。最苦的时候，何集淮和古瑞云不止一次相互约定，谁先走，晚走的人一定要把对方的骨灰带回他们日夜思念的台中。何集淮还讲，他一辈子不敢告诉他的家人自己的出身背景，希望有朝一日能告诉他的孩子，‘我是台湾人’。”“叙述往事的过程中，古瑞云老泪纵横，完全不能自己。当陈文茜坐在钢琴前，弹奏起《雨夜花》，古瑞云再也克制不住的嚎啕大哭。古瑞云巡回美国，离开前又到了旧金山，陈文茜送他上飞机，看着古瑞云手上拿着中国民航的机票，陈文茜难过极了，他根本不愿意再搭上这个班机，他根本不想再回到那个令他痛苦一生的‘祖国’，但是却没办法。”“古瑞云的女儿后来嫁给移民美国的华裔留学生，住在关岛，女儿为古瑞云申请到关岛住了几年，一直到符合‘大陆人士来台定居办法’，才以‘大陆人士’身份返回台湾，目前定居于东势，每个月领取贫户津贴。当年意气风发、优秀出众的大学生，就被幻梦中的‘祖国’给摧毁了。”
012.《文茜半生缘》序.txt	21	“陈文茜的舅舅找到叔公何集淮在大陆的孩子，为了照顾他们，还到大陆投资设厂，经营塑胶加工的卫浴设备，何集淮的儿子何平就在舅舅厂里担任经理。他的女儿们个个美貌清秀，却因为是‘黑五类’，直到三十多岁，才在陈文茜舅舅的协助下念大学。”太悲惨了，这回陈文茜无法像调侃她心目中“神秘的外公”一样调侃叔公了，但语气纵不调侃，语句应该还是一样：“这样子搞革命，能搞出什么名堂呢？”
012.《文茜半生缘》序.txt	27	陈文茜曾笑称自己是“堕落的、假的左派”，比起外公和叔公那一代来，问题不在左不左，而在谁是真正“勇敢的台湾人”。政治运动的残酷是，总是要你在人生的起码需求和政治理想摊牌。你要做好的父亲，还是一个运动者？两者兼顾是这么不可企求。革命运动不牺牲，几乎是不可能达到目标的，北爱尔兰的革命运动者，可以为争取一个“政治犯”之名，和撒切尔力争到绝食而亡，脱水而死时，皮肤和毯子撕都撕不开。
012.《文茜半生缘》序.txt	29	“台独运动者，其实是没有办法做这样的牺牲的，尽管他们已经付出相当大的代价。”
012.《文茜半生缘》序.txt	31	“‘到底要牺牲多少’的摊牌，一次又一次考验台独团体的承载能量。陈文茜冷酷的直指，‘懦弱是台湾人追求革命的大障碍，懦弱存在于民间，也存在于领袖。’”从二十岁以来，高薪的律师楼、全国性的媒体，都没有让她对投入反对运动的理想有过怀疑和犹豫，薪水不是问题，但她非常清楚知道自己付出能力的极限，她不会牺牲生命完成运动，所以，她也不会提出自己达不到的路线与目标。
012.《文茜半生缘》序.txt	33	“偏偏现在许多主张急进路线的人，连一个学校教职都不愿意放弃，如台大祭出撒手，要求党职、教职必须择一而栖，陈文茜相信，他们那一代的运动者，会毫不犹豫的选党职，如她可以放弃一个月数十万的EMI（科艺百代唱片）总经理职务，回到民进党出任一个月六万元的党职。但是批判他们是妥协派的人，不会有人选择党职，他们的理由是喜好或适合学术远胜过政治，然而，这个理由三十年前，海外台独运动都用过了，建国党没有专职党工，都是教授。”“然而，也因为她和民进党深厚的关系，她始终不认为伤害她的这些人能代表民进党，当她拼命为民进党奋斗的时候，这些批评她的人、让她失望的人，都正在民进党之外争取自己的功名利禄。”
012.《文茜半生缘》序.txt	35	陈文茜清楚知道：上一代真的左派才是真正“勇敢的台湾人”，她自己承其余绪，虽勇敢不足，但轻财好义，比起今天一点都不肯牺牲的政治投机分子勇敢多了。书中又提到“车臣事件”：“1994年的‘车臣事件’，在台湾是一个统独的标志符号──战争，统派的人以此印证台湾不能随便宣布独立，否则下场和车臣一样；独派的人认为，车臣和台湾不同，因为车臣是俄国的一部分，台湾不是中国的一部分。”
012.《文茜半生缘》序.txt	37	其实，“车臣事件”无关统独，而关勇怯，车臣人民要独立，就像何集璧、何集淮加入共产党一样，冒了生命危险就去做了，但今天的台独分子他敢吗？正如陈文茜说的：“懦弱是台湾人追求革命的最大障碍，懦弱存在于民间，也存在于领袖。”
012.《文茜半生缘》序.txt	41	“陈文茜带着调侃和感慨笑称，就像马基维利讲的，政治的本质是冲突、是权谋，所以政治使人厌恶，‘政治简直是一面照妖镜，它照出每个人生命中属于魔鬼的那一面，而且会把这一面扭曲的性格无限放大。’在政治圈中，多数政治人物展现的是魔鬼的性情，偶尔才会有天使的化身，取得的权力愈多，代表魔鬼的那一面会愈强。陈文茜认为，每个人都有属于魔鬼的面向，包括她自己，差别只在于是否能诚实面对自己属于魔鬼的那一面，是否能意识到扭曲的那一面？”
012.《文茜半生缘》序.txt	43	“在政坛打滚数年，陈文茜自认没有为个人利益和任何人起冲突，总是对事不对人的提出看法，得罪她的人没有受到报复，没得罪她的人反而常要遭受她的批评，‘要做一个敢讲真话的人，就得把权力的本质看得透彻。’包括她对民进党转型的坚持，乃至1998年她对民进党处理拜耳案的批判，都得不到民进党内的多数谅解，陈文茜还是照讲不误。不把权力界域视为修行道场，民进党根本待不下去。”
012.《文茜半生缘》序.txt	47	“在思考到底是回报社、进电视台、还是投入文化工作的时候，老朋友邱义仁找上门来，他告诉陈文茜，施明德要找她进入中央党部担任文宣部主任，陈文茜的第一个念头是，‘做了这个工作，会不会变成一个党棍？’邱义仁笑了，他说，‘你这种人想变成党棍也难。’”
012.《文茜半生缘》序.txt	51	“方素敏顺利当选，陈文茜的‘政治童稚’却破碎了，她发觉自己没有办法接受‘政治’是这么现实、污浊的事，她没有办法再思考，她陷入绝对的茫然，她淡出政治，开了一间她称为‘台湾最早的KTV’的店：跳蚤窝，成天就泡在店里，做菜洗碗打杂，做什么都好，就是不谈、不想、不理政治。”
012.《文茜半生缘》序.txt	55	“她反复思考民进党的问题，一再询问，为什么这群很有理念的民进党人，面对自己的初选可以扭曲至此？难道任何人在权力的过程中，必然撕裂吗？一手是道德，一手却是自己不能相信和接受的黑暗。”
012.《文茜半生缘》序.txt	57	“几番深究之后，她认为，民进党内部文化已经近似丛林战争，不照这套游戏规则，必然败下阵来。陈文茜实在不愿认输，她可以暂时妥协以争胜，但是，未来呢？她要不断的退缩和妥协而丧失自我吗？失去自己，能赢得什么呢？一席立委是赢吗？”
012.《文茜半生缘》序.txt	59	“‘为了权力，我要变得这么没有尊严吗？我非得和这些人同流合污吗？还是我这么怯懦，而不敢和恶的游戏规则说不吗？’陈文茜冷静、明白的想清楚之后，决定退选，把自己从这个魔鬼游戏中救赎出来，她要证明向恶的规则说‘不’，其实是让自己最坦然、最快乐的方法。”
012.《文茜半生缘》序.txt	63	不管是昨日的她或今日的她，陈文茜的对政治的基调其实只是消极的“不”字而已。一个插曲正好侧写这一基调，那就是美国轰动一时的阉夫案：
012.《文茜半生缘》序.txt	65	阉夫案的女主角是一个平常家庭主妇萝瑞娜巴比特（Lorena Bobbit），经常受到丈夫性暴力侵犯，直到她再也无法容忍，终于把先生的阴茎给剪了，还开了二十几分钟的车子，把“那话儿”丢到维吉尼亚花园，华盛顿特区的警方派出22位员警，沿街找寻失落的器官，火速送到医院，完成修补工作，依照院方说法，功能无虞，最后萝瑞娜被判无罪。
012.《文茜半生缘》序.txt	67	“这个故事，陈文茜有几点观察，第一，它让男性生殖器官上了大报的头版；第二，彻底展现男性命运共同体的危机感；第三，这样的故事实在需要天时地利人和的搭配，过程中任何一点疏失，都会使结局大为不同，比如万一‘那话儿’是丢在大马路，被过往车辆压扁了、万一发生在大冷天，给冻坏了，陈文茜用各种极富想象力的衍伸，重新界定男、女关系的可能。”维吉尼亚花园因为这个事件，成了女性主义的观光胜地，事件开庭时，两造都各有支持者拥护，萝瑞娜成了颇受欢迎的演讲者，巴比先生后来还拍了一部片子Bobbit and Cut，小赚了点。
012.《文茜半生缘》序.txt	69	“这个故事，陈文茜只要说给女性听，大家都听得眉飞色舞，讲给男性听，听者一定神色怪异，画家谢里法听过之后，事后就告诉朋友，‘陈文茜在搞什么？什么叫剪刀俱乐部？这女人怎么这么恐怖？’这段时期，陈文茜迷死这个故事，有人结婚，她一定送一朵红玫瑰和一把剪刀，代表二十世纪末的爱情。”“陈文茜自陈，这属于她个人特殊的‘性幻想’。”
012.《文茜半生缘》序.txt	71	“阉夫”的性幻想，其实与李昂的“杀夫”性幻想如出一刀，她们其实都与明朝末年的“阉党”无异，这是真正有趣的不谋而割。陈文茜的结论是：
012.《文茜半生缘》序.txt	73	“对亚洲女性而言，性是压抑的，女人的身体应该被密封住的，喜爱张爱玲的陈文茜，一直认为，直到现在台湾女性主义者还没有超过张爱玲的思考，女性在性方面，最大的权力不是拥有，而是拒绝，当她说‘不’的时候，才是得到自由的一刻。”
012.《文茜半生缘》序.txt	75	对比之下，可以看出，陈文茜在政治上说“不”，其实还无异是“亚洲女性”在女权上说“不”的延伸，并没有积极作为。但在政治上，陈文茜却不甘雌伏，她要自由，也等待时机：台湾这些年，政治人物泰半历经政海浮沉，却都害怕经历这种起起伏伏，恨不能用各种手段和职务，以勉强延续中断的政治休止符，陈文茜不要，不要重蹈这些权力人物的覆辙，她只想把自己从权力游戏中释放出来。她背过这么多首诗，在离开民进党、离开政坛前，她只想着徐志摩的《再别剑桥》：我挥一挥衣袖，不带走一片云彩，她更想说的是，“把权力留给你，把自由还给我。”
012.《文茜半生缘》序.txt	77	她要做的是充沛自己的生命价值，“装个义肢，再回来时，或许别人发现我又换了个服装形式。”她不只会学宋美龄说，“我将再起。”她还要说，“我将跑回来！”闪亮的眼眸诉说着她的心事，“我在等待时机。”这几个月我有两次与陈文茜单独吃饭长谈，一次吃料理、一次吃台菜，对她的心路历程，感悟尤多。在政治上，陈文茜“一路走来，始终如一”的，是她一路进步的修正主义。看看这些变化：
012.《文茜半生缘》序.txt	79	建国党和民进党内很多政治领袖的口号或热血向往，陈文茜一点都不陌生，“母亲你的名字叫台湾”、“大声说出台湾的名”，这些政治主张，陈文茜自陈，“我背了三十年！”她很清楚的记得，1983年，她为方素敏助选时，坚定的喊出党外后援会的共同主张，“民主、自决、救台湾。”
012.《文茜半生缘》序.txt	81	然而，十五、六年后，大家都在喊这个口号，方便到像是麦当劳的快餐，她又不肯再喊了，她想的是，“下一步，台湾，该怎么办？能怎么办？”从小，她喊不出“万岁”的口号，美丽岛事件发生时，她倒是可能自然的高喊“自决”，许多因为她对族群宽厚的怀抱，而疼爱喜欢她的国民党大老们，大概想都想不到，她曾经是这么坚持本土观点和立场的。
012.《文茜半生缘》序.txt	83	年轻时代，急进、煽情的陈文茜，在海外的磨练中，渐渐调和转变了，即使到现在，她一直相信，如果她担任建国党的文宣，一定可以主导选举议题走向，“因为急进的口号，是最容易吸引人的。”不论如何，时间过去，是再也追不回来了。
012.《文茜半生缘》序.txt	87	“我曾经有一度很努力的，想为民进党转型尽一分心，我用过力，但是不成功，我没有办法，因为我的权力不够，如果我是陈水扁，大概就做得到，但我不是。我承认，拜耳案的时候，我对民进党很失望，但是民进党对我，就像男人，他让你失望，只有说拜拜，算了！你还能怎么办？5 年前，我想要民进党转型，成为能获得民众信赖的人，现在不一样，国内的问题慢慢来吧，BMW 的时代来了，民进党还要坐花轿，你能怎么办？让他（民进党）自己摸索吧！民进党迈向执政之途是慢了些，可以更快，但这是政治现实，不能不接受。我心已决，民进党就伤不到我，像是初恋，过去了，或许会痛，痛过也就过了。”
012.《文茜半生缘》序.txt	89	虽然如此、虽然高处不胜寒，陈文茜却更上层楼，“我在等待时机”。她先知式的高瞻远瞩锁定在跟共产党的关系上，她的目标是：
012.《文茜半生缘》序.txt	91	“要尽量寻求社会的和解，使中国对台湾的威胁降到最低。”
012.《文茜半生缘》序.txt	93	“我感情的终极目标，始终是台湾，是这片土地，而不是民进党。对我而言，打败国民党不再有成就感，我最大的成就感就是在国际政治里打败共产党！”
012.《文茜半生缘》序.txt	97	“我不是对政治挫折或对环境觉得沮丧，我只是想做一个更伟大的实验。”
012.《文茜半生缘》序.txt	99	其实，她的外公与叔公，岂不都是“想做一个更伟大的实验”的先行者吗？那么“勇敢的台湾人”，与虎谋皮都不可得，“非常清楚知道自己付出能力的极限”的陈文茜，凭口舌之利，能与共产党谋皮吗？
012.《文茜半生缘》序.txt	101	陈文茜追忆她年轻时几个重要的偶像，她最崇拜的一位是拉丁美洲诗人兼革命家格瓦拉（Che Guevara，泛拉丁美洲革命斗士），满脸大胡子，嘴里总是叼根雪茄，古巴革命成功后，出任文化部长，但他大剌剌的拋下一句话，“我是搞革命的，可不是当官的。”就跑到玻利维亚，继续搞革命打游击，后来被农民出卖，手被剁了下来。
012.《文茜半生缘》序.txt	103	美帝派出特遣队，杀了格瓦拉，剁下他的手，和蒋帮派出回回军，杀了共产党西路军军长董振堂、孙玉清，剁下他们的头，别无不同，那就是革命家们必付“想做一个更伟大的实验”的代价，这种代价，生保令名死求全尸的台独英雄英雌们是绝对不敢付出来的，所以，一切偶像只是偶像而已，并不会玩真的。即使真的玩成功，又怎样？彭明敏回台湾，24年阔别后与我吃饭，我很礼貌的带了一件小礼物送他，那是一个小镜框，中有马萨利克（Masaryk）的一张照片。彭明敏很谦虚，他说：“你李先生太博学了，你考倒我了，这位是谁啊？”我说：“他是捷克的国父马萨利克。他是名教授，当年带着学生领导独立运动，流亡海外，1918年他成功了，并且当了总统，1937年87岁时死去。他为捷克打下独立的基础，可是他无法解决与强邻的关系，最后捷克被强邻所灭。他的故事告诉人们，第一流的知识分子搞独立是一回事，可是，纵使成功了，也与强邻问题解决不了，也是空忙一场。……”彭明敏若有所思的收下我的小礼物，聪明的他，当然知道此礼来头大，比彭明敏聪明好几倍的陈文茜当然更知道，我觉得，自最聪明的陈文茜以下，他们对共产党“想做一个更伟大的实验”其实都是聪明过了头了。反倒不如陈文茜外公叔公来得那样务实。外公叔公的不幸是他们生不逢时的时间错误，不是理想与勇气的错误。他们毁了自己，但并没毁了台湾。如今，多少人自恃聪明，要毁台湾呢。进步的修正主义者陈文茜显然愚不及此，但她以“打败共产党”做为“最大的成就”，基本心态就是不健全的，这种心态，能“使中国对台湾的威胁降到最低”吗？我可不信。为陈文茜计，她在四十之年，半生缘式的政治活动，似乎宜予约束。
012.《文茜半生缘》序.txt	105	陈文茜自己也有所觉悟：陈文茜的“姑娘庙民众文化工作室”，沿用到1998年，当她黯然从立委选举丛林中退出，还是回到“姑娘庙”里寻求安宁。这几乎成为陈文茜疗伤的方式，不论是她的政治梦、社运梦，每一次梦的幻灭，她都回到文化的“本行”，重新出发。
012.《文茜半生缘》序.txt	107	陈文茜佩服张爱玲，张爱玲所以成为张爱玲，岂不都在一生坚守文化的“本行”吗？以陈文茜的慧黠与慧根，她从事文化活动，其实比政治活动更永恒、更有成就、更值得、更不辜负自己。陈文茜说：“比方说，我可以想象死亡，在网站上发展一个软件程序，李敖在回忆录里，公布的是他24岁的裸照，我可以为他公布他不敢示众的64岁他的裸照，还可以再给他看看84岁时他的裸照又是怎么一回事。我也可以拿自己的照片，用这个软件推算，自己20岁是否是青春玉女，60岁是个什么样子，80岁又是什么德性，决定自己还要不要活到80岁。”
012.《文茜半生缘》序.txt	111	陈文茜在调侃李敖之余，实在该认真的想想80岁的自己，八十之年，她目前正好过了一半，活了84岁的富兰克林是正好在过了一半时（42岁）转向的、“重新出发”的，最后他变成大陆的伟人，而非小岛的娇客。这书中有一段故事，吸引了我：
012.《文茜半生缘》序.txt	113	“1989年到1992年，这段时间，陈文茜肾脏病相当严重，人在海外，举目无亲，病到连站起来的力气都无，一句话一口气讲不完，医生一问她：‘你家人在哪？’陈文茜就掉泪，艰苦的时候，张俊宏和许信良一起来看她，张还和她开玩笑说：‘你可千万不能死啊，你是台湾的国宝！’让陈文茜笑翻了，她说这群‘前辈’，就是看到朋友重病，脑袋里想的都还是政治，她没病死，没成为台湾的国宝，倒成了他们的‘活宝’，民进党财务困窘时候的‘摇钱树’。”看了这则故事，我夷然奇怪：“不是说李敖是国宝的吗？怎么变成陈文茜了？”继而一想，谁要做“台湾的国宝”呢？世界这么大，做台湾的国宝，对我们不都太小了吗？回想这一对宝，书中也道出渊源：
012.《文茜半生缘》序.txt	115	“批判力道最强的统派李敖，还是影响她最大的人之一；60、70年代李敖主编的《文星》杂志，是她的政治启蒙，因为这层渊源，直到她出任民进党的文宣部主任，她还是不在乎党内异样的眼光，毫无保留的欣赏李敖。原因无他，陈文茜的信仰中，民主和自由的价值，超过绝对狭隘的台独，她是当然的台独论者，但却是容忍异见、认知现实的台独论者。”我想，总有一天，进步的修正主义者陈文茜，会再一次得到“政治启蒙”，觉醒从“现实”上看，“台独论者”是没有成功的可能性的，有朝一日，她会在文化“本行”上有世界性的声誉，而成为中国国宝。陈文茜曾经困惑：
012.《文茜半生缘》序.txt	119	其实，都不必，不论“尼姑”或“坏女孩”，都是40岁以前陈文茜的老路，未来40年，陈文茜有世界性、永恒性的大道之行。在大道之中，像毕加索一样，说不定还做一阵共产党风光风光呢。英文谚语说“打不倒它就加入它”，这对陈文茜只是第一步，一旦她变成共产党，相信精通颠覆的她，第二步就会“加入它就打倒它”，真要“打败共产党”了。外公有知、叔公有知，必将涕泪于天上、人间或地下，如此下半生缘，岂不快哉！陈匪文茜啊，别“挑眉毛”了，低眉相向，请三思之！
014.复瓿书成空自苦，击辕歌罢遣谁听.txt	7	陈复好学深思，不致故步自封，必然有进步。如不早死，必然自悔少作。韦编三绝自可知命黄绢初裁方好著书，盼他知命之年能有成熟作品。与昨日自己战，而今日之作只是一代大学生史料而已。自史料观之又何讥乎？陆放翁诗：“覆瓿书成空自苦，击辕歌罢遣谁听”，正斯人斯书之谓也！呜呼陈复其听我言？
015.序凉如水.txt	7	虽然碧落黄泉如彼，有女人不甘雌伏，仍愿就狭窄无趣之事，发为写作，以求自知。理查戴维斯（Richard Harding Davis）有言：佳作之秘，在旧事新说、新事旧说（The secret of good writing is to say an old thing a new way or to say a new thing an old way.），本书作者吕宜霖勉之。
016.《调查局黑牢345天》序.txt	7	世杰老兄是我牢中难友。我晚他坐牢、早他出狱，论起此道年资，迟到早退的我，实在不能跟他相比。他坐牢二十年，不但在“量”上多过我，并且在“质”上更是绝后空前。他先关在调查局黑牢三百四十五天，饱受折磨、凌虐与刑求。他回忆说：“二十年时间是漫长而惨苦的，其中尤以开头的三百四十五天更属惨绝人寰。若说往后的十九年是度日如年，则在调查局黑牢里的每‘一日’，实在比那十九年中的任何‘一年’，都是过的更漫长、更痛楚、更残酷、更加令人震怖战栗的地狱生活！”正因为这三百四十五天的开场白是如此之黑，所以，它的内情，更令我们欲知全貌。
