id	source_file	line_start	line_end	category	quote_text	source_or_origin	summary	notes
LAGMDYJ-015	006.国民党与变造照片.txt	21	21	古代轶事语	得计矣。	刘成禺《世载堂杂忆》	李敖引用李莲英轶事中的得计之语。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-016	006.国民党与变造照片.txt	21	21	古代轶事语	民间随意伪造，此风不可长	刘成禺《世载堂杂忆》	李敖引用宫廷轶事中反制伪造照片的劝禁语。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-017	006.国民党与变造照片.txt	23	23	古典典故	羊车行幸六宫	羊车望幸典故	李敖用羊车行幸六宫典故形容姬妾分处、轮流宠幸的场面。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-018	007.国民党与钞票.txt	11	11	市井成句	目下一言为定，早晚市价不同	通货膨胀时期店招	李敖引用店招，写物价朝夕不同的市井现实。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-019	007.国民党与钞票.txt	61	61	成语	不胜枚举	中文成语	李敖引用不胜枚举，表示同类例子极多。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-020	007.国民党与钞票.txt	65	65	成语化短语	勇于代人受过	中文成句	李敖摘出勇于代人受过，用来概括替别人承担过错的说法。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-021	009.国民党与国泰诈财.txt	21	21	俗语	天下没有白吃的午餐	中文俗语	李敖引用俗语，说明利益与代价相连。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。 只收俗语本体，不收同段国家安全、民主自由等政治论述。
LAGMDYJ-022	009.国民党与国泰诈财.txt	27	27	传统伦理语	孝亲、养亲、显亲	中国孝道观念	李敖摘出传统孝道中的孝亲、养亲、显亲三层说法。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-023	011.国民党细姨史.txt	91	91	文言评语	十步芳草，洵可嘉许	监察纠举书语	李敖摘出十步芳草的文言评语，表示人才随处可见、值得嘉许。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-024	011.国民党细姨史.txt	103	103	俗语	一朝权在手，便把令来行	中文俗语	李敖引用俗语，写一旦得权便发号施令的心态。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-025	011.国民党细姨史.txt	143	143	典故成语	鸿案相庄	梁鸿孟光举案齐眉相关典故	李敖摘出鸿案相庄，用来形容夫妻相敬。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-026	011.国民党细姨史.txt	143	143	文言赞语	坤德济以贞恒	筹募学术基金缘起	李敖引用文言赞语，写以贞恒之德相辅。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-027	013.国民党怎样杀人老婆？.txt	65	65	俗语	千算万算，不如天算	中文俗语	李敖引用俗话，表达机关算尽仍不如天命因果。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。 只收俗语本体，不收同篇现代政治杀戮与毛词语境。
LAGMDYJ-028	014.国民党与营妓.txt	519	519	机智口语	我只有‘爱钱’，没有爱人。	军中乐园对话	李敖引用妓女答语，以爱钱/爱人构成机智反讽。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-029	014.国民党与营妓.txt	525	525	俗语	有钱的王八大三辈！	中文俗语	李敖引用俗语，写有钱者即使身份低贱也被抬高。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-030	014.国民党与营妓.txt	527	527	军中俗语	当兵三年，老母猪看做貂蝉	中文俗语	李敖引用军中俗语，形容长期单调生活造成的审美饥渴。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。 只收俗语本体，不收同段军中乐园制度语境。
LAGMDYJ-031	014.国民党与营妓.txt	541	541	俗语	火烧眉毛，只顾眼下	中文俗语	李敖引用俗语，形容急切时只顾眼前。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-032	014.国民党与营妓.txt	545	545	论语谐拟	泛爱众而肏人	《论语》“泛爱众”谐拟	李敖以《论语》成句作粗俗谐拟，形容不分对象一概购买。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-033	014.国民党与营妓.txt	551	551	对联	怜惜枕边红粉 记取故国佳人	马祖军中乐园联语	李敖记录军中乐园联语，上下句以枕边红粉对故国佳人。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。 只收联语本体，不收军政制度与前线宣传语境。
LAGMDYJ-034	014.国民党与营妓.txt	553	553	对联	把握欢乐高潮 莫惹终身遗憾	马祖军中乐园联语	李敖记录军中乐园联语，以欢乐高潮对终身遗憾。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。 只收联语本体，不收军政制度与前线宣传语境。
LAGMDYJ-035	014.国民党与营妓.txt	585	585	古典文句	暮春三月，江南草长，莺花乱飞	丘迟《与陈伯之书》相关名句	李敖引用暮春江南文句，写外岛景物的莺花意象。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-036	014.国民党与营妓.txt	587	587	俗语	只此一家，别无分号	中文俗语	李敖引用俗语，表示某处独一无二。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-037	014.国民党与营妓.txt	595	595	俗语	有钱八字开，无钱莫进来	中文俗语	李敖引用俗语，写有钱才进得门的势利规矩。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-038	014.国民党与营妓.txt	597	597	成语化短语	蝗虫过境	中文成句	李敖引用蝗虫过境，比喻人群蜂拥而至。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-039	014.国民党与营妓.txt	607	607	俗语	戏子无义，婊子无情	中文俗语	李敖引用俗语，概括旧社会对戏子、妓女的刻板说法。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-040	014.国民党与营妓.txt	607	607	谐拟成句	一妻当关，万夫莫敌	一夫当关万夫莫开谐拟	李敖用谐拟句写妓女应付众多客人的架势。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-041	014.国民党与营妓.txt	623	623	红楼梦化用	满纸荒唐言，心中泪一把	《红楼梦》开篇诗化用	李敖化用《红楼梦》开篇诗句，写回忆中荒唐与辛酸并存。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-042	014.国民党与营妓.txt	639	639	标语联语	唯本色英雄，方能至此；是可怜儿女，何必苛求。	军中乐园标语	李敖引用标语联语，记录劝勉式的风月场文字。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-043	015.国民党与“私窑子”.txt	7	7	比喻句	好像圆锹，人可休息，工作器具不能休息。	军中笑谈	李敖引用比喻句，把人和工具作荒诞对照。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-044	016.国民党“军中乐园”及其他.txt	21	21	古诗题名	孔雀东南飞	汉乐府《孔雀东南飞》	李敖引用古诗题名作为笑话的前半。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-045	016.国民党“军中乐园”及其他.txt	21	21	古诗笑话	孔雀为何东南飞，而不西北飞	《孔雀东南飞》笑话	李敖引用以古诗题目设问的笑话。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-046	016.国民党“军中乐园”及其他.txt	21	21	史传文句	亮躬耕陇亩，好为《梁父吟》。身长八尺，每自比于管仲、乐毅，时人莫之许也。	《三国志·诸葛亮传》	李敖引用《三国志》文句，指出诸葛亮自比管仲、乐毅的原文。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-047	016.国民党“军中乐园”及其他.txt	21	21	古诗题名	西北有高楼	《古诗十九首》	李敖引用古诗题名作为笑话的回答。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
LAGMDYJ-048	016.国民党“军中乐园”及其他.txt	21	21	笑话语	诸葛亮乃音乐家	支那通读书笑话	李敖引用把管仲、乐毅误读成管乐的笑话结论。	首轮保守收入：《国民党研究》以现代党史、党国宣传、军政制度、反攻复国、选举、司法整肃、老兵与军中乐园等政治材料为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、选举、统独、民主自由人权、国家民族、司法整肃和政治攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、笑话、联语、民俗文献、文学典故、外文格言和非政治生活格言。
