id	book	source_file	line_start	line_end	quote_text	category	source_or_origin	found_in_source	political_hits	notes
LATD-011	李敖通电集	068.2000年10月2日.txt	5	5	应无所住而生其心	佛经名句	《金刚经》	yes		首轮保守收入：本书大量夹杂法律争讼、公文、时事批判、现代政治人物语录、民族政治论述和读者来信；现代政党人物语录、选举/两岸/外交判断、治理口号、法律条文、公文声明、新闻报道长段和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、宗教文句和少量非政治李敖警语。
LATD-012	李敖通电集	068.2000年10月2日.txt	7	7	末法时期，邪师说法如恒河沙	佛教警语	释迦佛祖警语	yes		首轮保守收入：本书大量夹杂法律争讼、公文、时事批判、现代政治人物语录、民族政治论述和读者来信；现代政党人物语录、选举/两岸/外交判断、治理口号、法律条文、公文声明、新闻报道长段和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、宗教文句和少量非政治李敖警语。
LATD-013	李敖通电集	068.2000年10月2日.txt	7	7	狮子身中虫，还食狮身肉	佛教警语	释迦佛祖警语	yes		首轮保守收入：本书大量夹杂法律争讼、公文、时事批判、现代政治人物语录、民族政治论述和读者来信；现代政党人物语录、选举/两岸/外交判断、治理口号、法律条文、公文声明、新闻报道长段和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、宗教文句和少量非政治李敖警语。
LATD-014	李敖通电集	068.2000年10月2日.txt	7	7	众生皆具佛性皆可成佛	佛教名句	佛教常语	yes		首轮保守收入：本书大量夹杂法律争讼、公文、时事批判、现代政治人物语录、民族政治论述和读者来信；现代政党人物语录、选举/两岸/外交判断、治理口号、法律条文、公文声明、新闻报道长段和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、宗教文句和少量非政治李敖警语。 校对补入：原文以“佛言”引出，句子本体为佛教文句。
LATD-015	李敖通电集	068.2000年10月2日.txt	9	9	天下没有白吃的午餐	传统俗语	中国俗语	yes		首轮保守收入：本书大量夹杂法律争讼、公文、时事批判、现代政治人物语录、民族政治论述和读者来信；现代政党人物语录、选举/两岸/外交判断、治理口号、法律条文、公文声明、新闻报道长段和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、宗教文句和少量非政治李敖警语。
LATD-016	李敖通电集	068.2000年10月2日.txt	9	9	因果历历不爽	佛教俗语	佛教因果说	yes		首轮保守收入：本书大量夹杂法律争讼、公文、时事批判、现代政治人物语录、民族政治论述和读者来信；现代政党人物语录、选举/两岸/外交判断、治理口号、法律条文、公文声明、新闻报道长段和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、宗教文句和少量非政治李敖警语。 校对补入：宗教语境中的因果俗语，句子本体非政治。
LATD-017	李敖通电集	069.2000年10月3日.txt	9	9	怪力乱神	儒家成语	《论语》相关成语	yes		首轮保守收入：本书大量夹杂法律争讼、公文、时事批判、现代政治人物语录、民族政治论述和读者来信；现代政党人物语录、选举/两岸/外交判断、治理口号、法律条文、公文声明、新闻报道长段和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、宗教文句和少量非政治李敖警语。
LATD-018	李敖通电集	078.2000年10月16日.txt	21	21	申冤在我，我必报应	圣经文句	《圣经》	yes		首轮保守收入：本书大量夹杂法律争讼、公文、时事批判、现代政治人物语录、民族政治论述和读者来信；现代政党人物语录、选举/两岸/外交判断、治理口号、法律条文、公文声明、新闻报道长段和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、宗教文句和少量非政治李敖警语。
LATD-019	李敖通电集	078.2000年10月16日.txt	25	25	久在樊笼里，复得返自然	陶渊明诗句	陶渊明《归园田居》	yes		首轮保守收入：本书大量夹杂法律争讼、公文、时事批判、现代政治人物语录、民族政治论述和读者来信；现代政党人物语录、选举/两岸/外交判断、治理口号、法律条文、公文声明、新闻报道长段和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、宗教文句和少量非政治李敖警语。
LATD-020	李敖通电集	086.2000年10月26日.txt	51	51	本来无事只畏扰，扰者才吏非庸人	宋诗句	宋人诗句	yes		首轮保守收入：本书大量夹杂法律争讼、公文、时事批判、现代政治人物语录、民族政治论述和读者来信；现代政党人物语录、选举/两岸/外交判断、治理口号、法律条文、公文声明、新闻报道长段和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、宗教文句和少量非政治李敖警语。
LATD-021	李敖通电集	087.2000年10月27日.txt	27	27	欲加之罪、何患无辞	传统成语	《左传》成语	yes		首轮保守收入：本书大量夹杂法律争讼、公文、时事批判、现代政治人物语录、民族政治论述和读者来信；现代政党人物语录、选举/两岸/外交判断、治理口号、法律条文、公文声明、新闻报道长段和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、宗教文句和少量非政治李敖警语。
LATD-022	李敖通电集	088.2000年10月30日.txt	29	29	如大旱之望云霓	古典成语	《孟子》典故成语	yes		首轮保守收入：本书大量夹杂法律争讼、公文、时事批判、现代政治人物语录、民族政治论述和读者来信；现代政党人物语录、选举/两岸/外交判断、治理口号、法律条文、公文声明、新闻报道长段和直接政论断语不收；只取句子本体可独立成立的古典诗文、成语俗谚、宗教文句和少量非政治李敖警语。
