action	target	source_file	line_range	quote_or_candidate	reason
keep	LADHL-029	005.答陈依玫.txt	5-5	It is you, Sir, who replace Franklin?	问杰斐逊是否取代富兰克林。
keep	LADHL-030	005.答陈依玫.txt	5-5	No， sir, I succeed him；no one can replace him.	以继任不等于取代表示对前人的推重。
keep	LADHL-031	005.答陈依玫.txt	5-5	横眉冷对千夫指	以横眉姿态写不随众的训练。
keep	LADHL-032	005.答陈依玫.txt	5-5	虽千万人，吾往矣	作为特立独行的实习。
keep	LADHL-033	005.答陈依玫.txt	7-9	梵志翻着袜，人皆道是错。\n\n乍可剌你眼，不可隐我脚。	以翻袜刺眼写不愿掩藏自我。
keep	LADHL-034	005.答陈依玫.txt	11-11	不可隐我脚	以不隐藏自我作独立人格比喻。
keep	LADHL-035	005.答陈依玫.txt	11-11	出乎其类、拔乎其萃	形容才学超出同侪。
keep	LADHL-036	005.答陈依玫.txt	15-15	江水皆东我独西	以逆流独行写隐居心境。
keep	LADHL-037	005.答陈依玫.txt	15-15	独与天地精神往来	表示精神上独立高远。
keep	LADHL-038	005.答陈依玫.txt	15-15	公不出山，奈苍生何	以出山语写蓄势待发的承担。
keep	LADHL-039	005.答陈依玫.txt	17-19	欲求灵药换凡骨，\n\n先挽天河洗俗情。	以换凡骨、洗俗情写自我更新。
keep	LADHL-040	005.答陈依玫.txt	41-41	读书破万卷，下笔如有神	以读书量与写作灵感相连。
keep	LADHL-041	005.答陈依玫.txt	41-41	半部《论语》治天下	以半部论语概括传统读书典故。
keep	LADHL-042	005.答陈依玫.txt	45-45	牛溲、马勃、败鼓之皮，俱收并蓄，待用无遗	表示材料无论微贱皆可备用。
keep	LADHL-043	005.答陈依玫.txt	45-45	开卷有益，岂徒然也	说明开卷总有所得。
keep	LADHL-044	005.答陈依玫.txt	47-47	舍我其谁	表示强烈担当。
keep	LADHL-045	005.答陈依玫.txt	47-47	仁以为己任	表示把仁道作为自身使命。
keep	LADHL-046	005.答陈依玫.txt	47-47	不仅仅是为了面包	强调人生不只为物质需求。
keep	LADHL-047	005.答陈依玫.txt	67-67	朝闻道，夕死可矣！	以闻道可死形容求道紧迫。
keep	LADHL-048	005.答陈依玫.txt	67-67	上得山多终遇虎	比喻冒险多终会遇险。
keep	LADHL-049	005.答陈依玫.txt	67-67	不是猛龙不过江	比喻没有本事者不敢闯荡。
keep	LADHL-050	005.答陈依玫.txt	67-67	民不畏失败，奈何以失败惧之？	以不怕失败回应失败威胁。
keep	LADHL-051	005.答陈依玫.txt	69-69	I never dared be radical when young/ For fear it would make me conservative when old.	以年轻与年老的立场变化作反讽。
keep	LADHL-052	007.我的皮肉生涯.txt	53-53	是何异于刺人而杀之，曰：‘非我也，兵也！’（不是我杀你，是武器杀你！）	以杀人与兵器责任比喻推责。
keep	LADHL-053	007.我的皮肉生涯.txt	53-53	挞人者，挺也。而受挞者不怨挺；杀人者，刃也。而受杀者不怨刃。	以棍刃比喻责任不在器物。
keep	LADHL-054	008.党外人士不够小.txt	41-41	以不教教之，是谓教也	以不教之教说明反向教化。
keep	LADHL-055	011.李敖答问之二.txt	17-21	理来情无存	以理至则情退概括论事态度。
keep	LADHL-056	011.李敖答问之二.txt	25-25	当仁不让于师	表示面对仁义之事不必让师。
keep	LADHL-057	011.李敖答问之二.txt	25-25	爱真理过于爱朋友	表示真理高于私谊。
keep	LADHL-058	011.李敖答问之二.txt	25-25	某也幸，苟有过，人必知之。	以别人知过为幸运。
keep	LADHL-059	013.“却笑英雄‘有’好手，一江春水走曹瞒”.txt	1-1	却笑英雄‘有’好手，一江春水走曹瞒	以戏拟诗句写英雄好手。
keep	LADHL-060	013.“却笑英雄‘有’好手，一江春水走曹瞒”.txt	199-199	老眼平生空四海	以老眼空四海形容不轻许人。
keep	LADHL-061	014.台湾最有力量的个人.txt	29-29	所有的英雄最后都令人厌恶。	以反英雄格言解构英雄崇拜。
keep	LADHL-062	014.台湾最有力量的个人.txt	29-29	吟诗作赋北窗里，万言不值一杯水。	以诗赋万言不值一杯水贬抑空言。
keep	LADHL-063	014.台湾最有力量的个人.txt	71-71	You cannot beat something with nothing.	表示不能用空无去打败已有之物。
keep	LADHL-064	016.五十而不知天命.txt	61-65	天命之谓性	以天命与性相连作文字游戏。
keep	LADHL-065	016.五十而不知天命.txt	65-65	或现作淫女，引诸好色者。先以欲（慾）钩牵，后令入佛智。	以欲钩牵入佛智说明方便法门。
keep	LADHL-066	016.五十而不知天命.txt	65-65	先以欲钩牵，后令入佛智，斯乃非欲之欲，以欲止欲，如以楔出楔，将声止声。	说明以欲止欲的方便法门。
keep	LADHL-067	016.五十而不知天命.txt	65-65	夫子之文章可得而闻也，夫子之言性与天道不可得而闻也。	说明孔子文章可闻而性与天道少谈。
keep	LADHL-068	016.五十而不知天命.txt	75-79	五十而知天命	以五十知天命引出反向自题。
keep	LADHL-069	016.五十而不知天命.txt	83-83	五十不成丧	列举五十岁礼制名目。
keep	LADHL-070	016.五十而不知天命.txt	83-83	五十不致毁	列举五十岁礼制名目。
keep	LADHL-071	016.五十而不知天命.txt	83-83	五十杖于家	列举五十岁礼制名目。
keep	LADHL-072	016.五十而不知天命.txt	83-83	五十养于乡	列举五十岁礼制名目。
keep	LADHL-073	016.五十而不知天命.txt	83-83	五十不从力政	列举五十岁礼制名目。
keep	LADHL-074	016.五十而不知天命.txt	85-85	五十非帛不暖	以五十岁穿帛取暖作调侃。
keep	LADHL-075	016.五十而不知天命.txt	95-95	我当避此人出一头地！	以避出一头地称赞后进才华。
keep	LADHL-076	016.五十而不知天命.txt	95-95	吾可以搁笔矣	以搁笔表示后生文章足称惊人。
keep	LADHL-077	016.五十而不知天命.txt	95-95	前不见古人，后不见来者	借前后无人写孤绝处境。
keep	LADHL-078	016.五十而不知天命.txt	107-107	流水无情草自春	以流水与春草写自我调侃。
keep	LADHL-079	016.五十而不知天命.txt	109-109	闲爱孤云静爱僧	借小杜闲情作问答戏拟。
keep	LADHL-080	016.五十而不知天命.txt	113-113	夜泊秦淮近酒家	借小杜诗句引出戏答。
keep	LADHL-081	016.五十而不知天命.txt	117-117	玉人何处教吹萧	借小杜诗句引出戏答。
keep	LADHL-082	016.五十而不知天命.txt	121-121	卧看牵牛织女星	借小杜诗句引出戏答。
keep	LADHL-083	016.五十而不知天命.txt	127-127	人生八十才开始	把八十岁视为新开始。
keep	LADHL-084	016.五十而不知天命.txt	565-565	当我做英国首相时，就应该建立这种文法。	以身份与气派回应文法批评。
keep	LADHL-085	016.五十而不知天命.txt	605-605	当你道德非常好时，你可能犯了严重的错误！	提醒过度自信于道德也可能出错。
keep	LADHL-086	016.五十而不知天命.txt	607-607	嬉笑怒骂是严肃的升华	把嬉笑怒骂解释为严肃表达的升华。
keep	LADHL-087	018.光靠龟儿子是不够的.txt	129-129	举世誉之而不加劝，举世非之而不加沮。	表示不随毁誉而动。
keep	LADHL-088	018.光靠龟儿子是不够的.txt	129-129	富贵不能淫、贫贱不能移、威武不能屈	以大丈夫三不能概括人格境界。
keep	LADHL-089	018.光靠龟儿子是不够的.txt	129-129	时髦不能动	在三不能之外增补不为时髦所动。
keep	LADHL-090	019.《花花公子》访问李敖.txt	105-105	诚于中而形于外	以内心真诚外显说明人格气象。
keep	LADHL-091	019.《花花公子》访问李敖.txt	111-117	知世如梦无所求，\n\n无所求心普空寂。\n\n还似梦中随梦境，\n\n成就河沙梦功德。	以梦境与功德意象写特立独行的心境。
keep	LADHL-092	004.吐他一口痰.txt	75-75	菩提达摩东来，只要寻一个不受人惑的人。	以不受迷惑概括独立判断。
keep	LADHL-093	004.吐他一口痰.txt	123-123	如果过滤后空无一物，那这篇文章就纯粹是情绪语言，言之无物了	以过滤情绪后是否有物判断文章价值。
keep	LADHL-094	004.吐他一口痰.txt	125-125	如果一个错的意见，用很理性的方式表达，它还是错的。	强调表达方式不能改变意见对错。
keep	LADHL-095	004.吐他一口痰.txt	245-245	己所不欲，勿施于人。	以孔子恕道说明待人原则。
keep	LADHL-096	004.吐他一口痰.txt	245-245	把你喜欢的给别人。	以更积极的给予原则对照恕道。
keep	LADHL-097	004.吐他一口痰.txt	273-273	我不需要镀，因为我本身就是金。	以金与镀金比喻自信。
keep	LADHL-098	004.吐他一口痰.txt	277-277	多多益善，不管多少我都能带。	以韩信带兵典故说明才具。
keep	LADHL-099	004.吐他一口痰.txt	277-277	你是带将的，不是带兵的。	以带将与带兵区分统御层次。
keep	LADHL-100	004.吐他一口痰.txt	475-475	不要教你的祖母如何吸蛋。	以俗谚回应外行教内行。
keep	LADHL-101	004.吐他一口痰.txt	503-503	前言戏之耳	表示前言只是戏言。
keep	LADHL-102	006.论国民党的美感.txt	25-25	我的特质，就是唱反调。	以唱反调概括个人特质。
keep	LADHL-103	006.论国民党的美感.txt	29-29	唱反调就是我的正业，我若不唱反调，反倒是失职。	以职业感说明批评姿态。
keep	LADHL-104	006.论国民党的美感.txt	33-33	真理从唱反调而来，真理的发扬光大，又有赖于第二个、第三个乃至第N个唱反调的人，前仆后继，薪尽火传。	把反向发声视为真理扩展的动力。
keep	LADHL-105	006.论国民党的美感.txt	53-53	人们的不幸都在于要跟着蠢人涂抹自然的本来面目	以涂抹自然本貌批评审美误导。
keep	LADHL-106	010.李敖答问之一.txt	13-13	交友以自大其身；求士以求此身之不朽。	区分交友与求士的意义。
keep	LADHL-107	012.李敖答问之三.txt	19-19	无始劫来，所造诸罪。若轻若重，无大无小。了不可得，是名忏悔。	以偈语说明语音押韵材料。
keep	LADHL-108	013.“却笑英雄‘有’好手，一江春水走曹瞒”.txt	107-107	读中国书，要会读。不会读，对你就有害；会读，这里面会找到一些好东西。	强调读古书需有方法。
keep	LADHL-109	013.“却笑英雄‘有’好手，一江春水走曹瞒”.txt	129-129	除非我们对历史背景有深刻了解，我们才能论断一部古书的正确价值。	强调以历史背景判断古书价值。
keep	LADHL-110	013.“却笑英雄‘有’好手，一江春水走曹瞒”.txt	129-129	你一定要先给它“定位”“定性”才行	以定位定性说明读古书的前提。
keep	LADHL-111	014.台湾最有力量的个人.txt	21-21	知美之为美	以知道美为美说明审美标准。
keep	LADHL-112	014.台湾最有力量的个人.txt	71-71	劣币驱逐良币	以劣币良币比喻文化市场。
keep	LADHL-113	016.五十而不知天命.txt	97-97	前无古人，后无来者。	形容前后无人可接续。
keep	LADHL-114	016.五十而不知天命.txt	139-139	不知有汉，无论魏晋	以桃源文句写隔世感。
keep	LADHL-115	016.五十而不知天命.txt	579-579	爱之欲其生，恶之欲其死	说明爱憎过度的判断偏差。
keep	LADHL-116	016.五十而不知天命.txt	579-579	每一个人存在，都应有他不可侮的条件在。	强调每个人存在自有不可轻侮之处。
keep	LADHL-117	019.《花花公子》访问李敖.txt	47-47	杀身成仁，舍身取义	以成仁取义概括人格气概。
keep	LADHL-118	019.《花花公子》访问李敖.txt	49-49	“道”是一时一地的，“殉”是千秋万世的。	区分一时之道与长久之殉。
keep	LADHL-119	019.《花花公子》访问李敖.txt	101-103	用大丈夫的气象，去面对吧！	以大丈夫气象作为做人座右铭。
keep	LADHL-120	019.《花花公子》访问李敖.txt	105-105	大丈夫不但是智之大者，也是仁之大者、勇之大者。	以智仁勇三者定义大丈夫。
keep	LADHL-121	019.《花花公子》访问李敖.txt	131-131	读古书，除非你能读得很活，能够驾驭它们，否则的话，充其量只是个老学究，什么都没有。	强调读古书要能活用和驾驭。
keep	LADHL-122	019.《花花公子》访问李敖.txt	291-291	人活着不要只为了面包，还要做一些理想的事情。	以面包与理想说明人生追求。
exclude	modern-public-interview	009.选举问题总解答.txt	3-135	选务、支持对象、团体策略等问答	现实公共议题语境过重，未收
exclude	modern-public-interview	015.给他来个“Seven Down”！.txt	1-109	党派人物和反攻叙述	现实公共议题语境过重，未收
exclude	modern-public-interview	017.只有作战而死，怎能求情而死.txt	1-121	群众行动与冲突策略问答	现实公共议题语境过重，未收
exclude	legal-copyright-interview	020.书店升天，作者扫地.txt	3-107	版权、契约、诉讼、报刊消息问答	法律材料与新闻语境过重，未收
exclude	modern-public-quote	002.对是非绝对是不让步的.txt	131-131	治好民主的所有毛病是更多民主一点。	现代公共制度语录，未收
exclude	modern-public-quote	001.才华盖世侠骨柔情的思想家.txt	145-147	彭玉麟、甘地牺牲相关语录	公共行动与牺牲语境过重，未收
exclude	modern-public-quote	018.光靠龟儿子是不够的.txt	133-133	制衡、支持对象等问答	现实公共议题语境过重，未收
exclude	modern-public-quote	019.《花花公子》访问李敖.txt	191-239	党派、两岸、街头行动与制度问答	现实公共议题语境过重，未收
