id	book	chapter	source_file	line_start	line_end	quote_text	category	source_or_origin	summary	notes	quote_found_at_declared_range	source_excerpt
LAHSY-011	胡适研究	播种者胡适	001.播种者胡适.txt	123	123	名满天下，谤亦随之	传统成语	传统成语	李敖用成语说明胡适毁誉交加的处境。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　显然的，以胡适今天所处的地位来看，他还不是一个过时的人。过时的人社会早把他遗弃，至少不再重视他。可是从报章上、谈天上、“名满天下，谤亦随之”的流言上，我们知道他还是一个毁誉交加的新闻人物，可笑的是乱骂胡适之的人和乱捧他的人一样，统统抓不到痒处！一个稍有现代化头脑的人，一看就知道胡适思想只不过是一个“开放社会”（open society）所应具有的最基本的必要条件。说他叛道离经则可，说他洪水猛兽则未必。甚至在某几点上，我们还嫌他太保守、太旧式，想不到这些平淡无奇的起码言论居然还不为人所容，这真是中国社会的大悲哀！
LAHSY-012	胡适研究	播种者胡适	001.播种者胡适.txt	179	179	吾国文艺犹在古典主义、理想主义时代，今后当趋向写实主义	文学论句	陈独秀《文学革命论》	李敖追溯文学革命源流时引用陈独秀的文学判断。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　拿文学革命来说，我承认胡适的贡献。这一点，深信一切赞成文学革命的人都像这样。但是我不能把文学革命完全归之于胡适一个人。在他的《建设的文学革命论》以前一年多，陈独秀就在《新青年》上发表了《文学革命论》一文。此文在胡适也是称赞不已的。当然，此文前一月，《新青年》曾刊出他的《文学改良刍议》。不过《文学改良刍议》乃陈独秀在复信中叫他写的。而他与陈写信提出“八不”，亦系见了陈说“吾国文艺犹在古典主义、理想主义时代，今后当趋向写实主义”云云而然。所以文学革命的倡始者仍是陈独秀。
LAHSY-013	胡适研究	播种者胡适	001.播种者胡适.txt	239	239	学问上只有靠积极贡献成功的，断无靠骂打成功的。	治学格言	《超越传统派西化派俄化派而前进》引语	李敖引此句讨论学术贡献与批评的关系，本轮只取治学层面的句子。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　《超越传统派西化派俄化派而前进》一文，又把对胡适态度分成反与拥二者。它以为反对与拥护都不必要，尤其是反对，“学问上只有靠积极贡献成功的，断无靠骂打成功的。”诚然，但它又把批评看成骂打去了。而且也过分轻视批评、过分轻视思想斗争。其错误看《思想方法论》（帕米尔书店）可知。那么《超越传统派西化派俄化派而前进》一文，还有写的必要吗？它的作者在政治上主张要有反对党，在思想上又为什么不可以有反对派呢？今日胡适及其所领导的西化派、科学派，“在政治上不是统治阶级，而在教育上、学术上可谓统治阶级。”“如是便造成有形的或无形的压力，曰非胡先生之道不为道，非胡先生之学不为学，非胡先生之方法不为方法。”在这种情形下为什么不可以有反对派？难道人不可以要求思想自由吗？
LAHSY-014	胡适研究	播种者胡适	001.播种者胡适.txt	437	437	我播下了龙的种子，我却收获了跳蚤。	外国文学名句	海涅语	李敖引海涅名句讽刺播种与收获之间的反差。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　因此，李敖先生的《播种者胡适》所想像的“播种”，恰如德国诗人海涅的话：“我播下了龙的种子，我却收获了跳蚤。”（1月12日）（《文星》第52期，1962年2月1日台北出版）
LAHSY-015	胡适研究	播种者胡适	001.播种者胡适.txt	459	459	大胆的假设、小心的求证	治学格言	胡适治学方法	李敖谈胡适科学方法时收入的常用格言。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　第三、胡先生提倡科学，过去几年又主持国家长期发展科学委员会，便以为胡先生所说的“赛先生”就是纯粹的科学。更因为有人喊出“科学无国界”的口号，便对胡先生所提倡的科学也加以曲解。其实，我们都很清楚胡先生所提倡的是科学的精神或是科学的方法，也就是说用“大胆的假设、小心的求证”来接近真理。这种主张非但可以打破中国传统非科学的观念，更可使共产主义的思想立足。所以共匪不计一切代价要清算胡适之的思想。有人因为胡先生直到今天还在讲演杜威哲学而感到失望。其实，我们没能做到的事情，就有继续去做的价值，又何必言其新旧。
LAHSY-016	胡适研究	为《播种者胡适》翻旧账	002.为《播种者胡适》翻旧账.txt	205	211	也想不相思，\n可免相思苦。\n几次细思量，\n情愿相思苦！	爱情小诗	胡适小诗	胡适把爱情箴言化入生查子词调，表达宁愿承受相思之苦。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　也想不相思，\n\n　　可免相思苦。\n\n　　几次细思量，\n\n　　情愿相思苦！（32）
LAHSY-017	胡适研究	为《播种者胡适》翻旧账	002.为《播种者胡适》翻旧账.txt	539	539	看戏是享受，为什么一定要用眼泪陪悲剧呢？	文学批评句	郑学稼论旧戏语	李敖转述并批评郑学稼的戏剧观，本轮仅取其文学理论句。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　（六）郑学稼先生说：“胡适还指摘旧戏缺乏悲剧观念”，但“看戏是享受，为什么一定要用眼泪陪悲剧呢？”这就是骂我“文学理论修养不够”的人讲的话！他不懂什么是“悲剧”，不懂“眼泪”和“享受”的关系，更别提什么“文学理论”了！
LAHSY-018	胡适研究	为《播种者胡适》翻旧账	002.为《播种者胡适》翻旧账.txt	641	641	不摹仿古人，语语须有个我在	文学论句	文学革命八不相关语	李敖说明白话文和新文学的个性原则时摘出的文学论句。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　叁、由文学革命而后才有新思想，即一个思想的新方向——个人主义，以攻击传统，完全不合乎事实。“每个运动都以《新青年》为源头”。文学革命是这样，前已详加指明了。但在文学革命以前，《新青年》便介绍和强调起个人主义来。它于民国4年9月创刊时，第一篇是陈独秀的《敬告青年》，内面就有关于个人主义的项目，例如《自主的而非奴隶的》之标题。其后各期刊有李亦民的《人生唯一之目的》、陈独秀《一九一六年》、易白沙的《我》、刘叔雅的《美国人之自由精神》等，皆关于个人主义的论文。到民国5年11月，《新青年》刊载了陈独秀的《宪法与孔教》，以后刊载了陈独秀的《孔子之道与现代生活》和《再论孔教问题》、吴虞的《家族制度为专制主义之根据论》、陈独秀的《旧思想与国体问题》等，皆在于攻击传统。所以事实上，是先有个人主义的思想方向，随即攻击传统，而后才有文学革命。很明白，文学革命的“八不”亦由个人主义来。例如“不用典”和“不摹仿古人，语语须有个我在”，非个人主义而何？没有强调个人主义、没有攻击传统，是不会发生主张白话文和反对文言文的文学革命的。所以要有新思想才有新文学；也就是先有文学的内容，而后才有它的形式。《播种者胡适》以为文学革命先于新思想的个人主义和攻击传统的事实而发生，即由文学革命引起新思想的个人主义而后攻击传统，这显然是“连历史起码的绝对年代都搞不清，转而做倒果为因的论断，未免太不应该”。
LAHSY-019	胡适研究	三人连环传	003.三人连环传.txt	5	5	一生学问之得力，皆在此年	治学自述	梁启超《三十自述》	梁启超回忆一生学问关键年份，李敖用于梁胡关系脉络。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　梁启超比胡适大18岁，胡适诞生那年（1891），正值任公开始从康有为学于广州万木草堂。据任公《三十自述》，他“一生学问之得力，皆在此年”。任公结婚也在这一年。戊戌政变时任公25岁，胡适却还是一个7岁的小孩子。
LAHSY-020	胡适研究	三人连环传	003.三人连环传.txt	29	29	时有征引浚发，深造盖迈先辈	学术评语	梁启超评胡适、章太炎治墨语	梁启超称许胡适、章太炎对墨学的征引发明与深入研究。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　民国十年任公《墨经校释》稿本草成，他在自序中曾盛赞胡适、章太炎二人对墨经的功劳，说他们“时有征引浚发，深造盖迈先辈”。他请胡适写篇序，胡适在序中说道：
LAHSY-021	胡适研究	三人连环传	003.三人连环传.txt	41	41	不废江河万古流	唐诗名句	杜甫《戏为六绝句》	梁启超评胡适著作价值时借用杜甫诗句。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　我所批评的，不敢说都对。假令都对，然而原书的价值并不因此而减损，因为这书自有他的立脚点，他的立脚点很站得住，这书处处表现出著作人的个性，他那敏锐的观察力、致密的组织力、大胆的创造力，都是“不废江河万古流”的。
LAHSY-022	胡适研究	三人连环传	003.三人连环传.txt	51	53	胡蝶儿，晚春时，又是一般闲暇；\n梧桐树，三更雨，不知多少秋声。	诗词联语	梁启超集前人词句赠胡适联	梁启超从前人词中集句成联赠胡适，李敖收入梁胡交往。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　胡蝶儿，晚春时，又是一般闲暇；\n\n　　梧桐树，三更雨，不知多少秋声。
LAHSY-023	胡适研究	三人连环传	003.三人连环传.txt	81	81	我的也该烧了！	古典小说名句	《石头记》宝玉语	徐志摩读梁启超文章时借《石头记》宝玉读诗语自谦。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　读任公先生新民说及德育鉴，合十稽首，喜惧愧怒，一时交集。《石头记》宝玉读宝钗之螃蟹咏而曰：“我的也该烧了！”今我读先生文亦曰：“弟子的也该烧了！”
LAHSY-024	胡适研究	三人连环传	003.三人连环传.txt	91	91	万不容以他人之苦痛，易自己之快乐	人生箴言	梁启超劝徐志摩书	梁启超劝徐志摩不可用他人的痛苦交换自己的快乐。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　万不容以他人之苦痛，易自己之快乐，弟之此举其于弟将来之快乐能得与否，殆茫如捕风，然先已予多数人以无量之苦痛。
LAHSY-025	胡适研究	三人连环传	003.三人连环传.txt	95	95	天下岂有圆满之宇宙？当知吾侪以不求圆满为生活态度，斯可以领略生活之妙味矣。	人生箴言	梁启超劝徐志摩书	梁启超劝徐志摩以不求圆满为生活态度。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　呜呼！志摩，天下岂有圆满之宇宙？当知吾侪以不求圆满为生活态度，斯可以领略生活之妙味矣。……若沉迷于不可必得之梦境，挫折数次，生意尽矣。郁悒佗傺以死，死为无名，死犹可也，最可畏者，不死不生而堕落至不复能自拔。呜呼！志摩，可无惧耶！可无惧耶！
LAHSY-026	胡适研究	三人连环传	003.三人连环传.txt	103	103	我将于茫茫人海中访我唯一灵魂之伴侣，得之，我幸；不得，我命，如此而已。	爱情名句	徐志摩语	徐志摩回应梁启超时表达寻找灵魂伴侣的名句。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　我将于茫茫人海中访我唯一灵魂之伴侣，得之，我幸；不得，我命，如此而已。
LAHSY-027	胡适研究	三人连环传	003.三人连环传.txt	117	119	临流可奈清癯，第四桥边，呼棹过环碧；\n此意平生飞动，海棠影下，吹笛到天明。	诗词联语	梁启超集前人词句赠徐志摩联	梁启超集词句成联赠徐志摩，用以写其性格与故事。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　临流可奈清癯，第四桥边，呼棹过环碧；\n\n　　此意平生飞动，海棠影下，吹笛到天明。
LAHSY-028	胡适研究	三人连环传	003.三人连环传.txt	151	151	提倡有心，创造无力	文学评语	李敖评胡适新文学语	李敖概括胡适在新文学创作上的位置，句子本体为文学评价。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　在中国新文学运动史上，胡适扮演的是一个“提倡有心，创造无力”的角色，除了于1920年发表一本《尝试集》外，他始终自承是“新文艺创作的逃兵”，而替他压住阵脚的，志摩可算是一员大将，尤其在新诗方面，志摩在早期文坛上，曾以他优美的才华建树了许多奠基的成就。志摩之所以有那么大的功绩，当然是受了胡适相当的影响，他写《爱的灵感》一诗，开首就有“奉适之”的话，说：“下面这些诗行好歹是他撩拨出来的，正如这十年来大多数的诗行好歹是他撩拨出来的。”可见胡适对志摩的创作，的确有过许多启迪的功劳。
LAHSY-029	胡适研究	三人连环传	003.三人连环传.txt	173	173	他不白来了一世，我们有了他做朋友，也可以安慰自己说不曾白来了一世	悼友文句	胡适悼徐志摩语	胡适追悼徐志摩时写下的深情悼友句。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　……志摩是走了，但他投的影子会永远留在我们的心里，他放的光亮也会永远留在人间，他不白来了一世，我们有了他做朋友，也可以安慰自己说不曾白来了一世，我们忘不了他和我们在那交会时互放的光亮！
LAHSY-030	胡适研究	三人连环传	003.三人连环传.txt	177	191	依旧是月明时，\n依旧是空山夜；\n我踏月独自归来，\n这凄寂如何能解？\n翠微山上的一阵松涛，\n惊破了空山的寂静；\n山风吹乱了窗上的松痕，\n吹不散我心头的人影！	胡适诗	胡适《依旧月明时》	李敖录胡适悼徐志摩诗，写月夜归来与心头人影。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　依旧是月明时，\n\n　　依旧是空山夜；\n\n　　我踏月独自归来，\n\n　　这凄寂如何能解？\n\n　　翠微山上的一阵松涛，\n\n　　惊破了空山的寂静；\n\n　　山风吹乱了窗上的松痕，\n\n　　吹不散我心头的人影！
LAHSY-031	胡适研究	三人连环传	003.三人连环传.txt	201	223	三年不见他，\n就自信能把他忘了。\n今天又看见他，\n这久冷的心又发狂了。\n我终夜不成眠，\n萦想着他的愁，病，衰老。\n刚闭上了一双倦眼，\n又只见他庄严曼妙。\n我欢喜醒来，\n眼里还噙着两滴欢喜的泪，\n我忍不住笑出声来，\n“你总是这样教人牵记！”	胡适诗	胡适《三年不见他》	李敖在后记中附录胡适未发表旧诗，写久别后重新被牵动的情感。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　三年不见他，\n\n　　就自信能把他忘了。\n\n　　今天又看见他，\n\n　　这久冷的心又发狂了。\n\n　　我终夜不成眠，\n\n　　萦想着他的愁，病，衰老。\n\n　　刚闭上了一双倦眼，\n\n　　又只见他庄严曼妙。\n\n　　我欢喜醒来，\n\n　　眼里还噙着两滴欢喜的泪，\n\n　　我忍不住笑出声来，\n\n　　“你总是这样教人牵记！”
LAHSY-032	胡适研究	胡适先生走进了地狱	004.胡适先生走进了地狱.txt	9	9	我不入地狱，谁入地狱？	佛教名句	地藏菩萨相关俗语	李敖寓言式写法中借地藏菩萨语，句子本体为宗教名句。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　文殊菩萨说：“我太聪明了。不干这傻事！”普贤菩萨说：“我太老了，不愿意走动。”观音菩萨说：“我大慈大悲，不忍进冤狱平反。”弥勒菩萨说：“我太胖了，我只想做做官。”最后，地藏菩萨只好说：“我不入地狱，谁入地狱？”
LAHSY-033	胡适研究	胡适先生走进了地狱	004.胡适先生走进了地狱.txt	45	45	文章忌刻薄	文章格言	刘星评语	文章末尾列出刘星语，提醒文章不可流于刻薄。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　文章忌刻薄（刘星）
LAHSY-034	胡适研究	关于《胡适文存》	006.关于《胡适文存》.txt	19	19	不降志，不辱身	古典成语	《论语》相关成语	胡适谈有所不为时引古典成语说明人格自重。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　“有所不为”一句话含有两层意义，两层都是积极的。第一、“有所不为”，是尊重自己的人格，“不降志，不辱身”，不肯把人格拖下罪恶里去。这种狂狷的精神是一切人格修养的基础。第二、“有所不为”是一种牺牲的精神，为要做人而钱有所不取，为要做人而官有所不做，为要做人而兽性的欲望有所不得不制裁，为要做人而饭碗有所不得不摔破：这都是一种牺牲的精神。
LAHSY-035	胡适研究	关于《胡适文存》	006.关于《胡适文存》.txt	19	19	有所不为	人格格言	胡适论人格修养语	胡适以此说明人格自重与牺牲精神，是同段论述的核心短语。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。 校对补入：与同段“不降志，不辱身”互为说明，非政治语录。	yes	　　“有所不为”一句话含有两层意义，两层都是积极的。第一、“有所不为”，是尊重自己的人格，“不降志，不辱身”，不肯把人格拖下罪恶里去。这种狂狷的精神是一切人格修养的基础。第二、“有所不为”是一种牺牲的精神，为要做人而钱有所不取，为要做人而官有所不做，为要做人而兽性的欲望有所不得不制裁，为要做人而饭碗有所不得不摔破：这都是一种牺牲的精神。
LAHSY-036	胡适研究	关于《胡适文存》	006.关于《胡适文存》.txt	47	49	诸松傲秋霜，未始有衰意。\n举世随风靡，独汝益苍萃。	胡适诗	胡适《秋》	李敖录胡适旧作《秋》中的诗句，以松树写独立苍翠。	校对轮保守收入：本书夹杂大量苏俄、党派、国家治理、时事论战和现代人物评议，本轮只取句子本体可独立成立的诗文、治学格言、文学论句、传记方法、古典成语、宗教文句和爱情诗句。	yes	　　诸松傲秋霜，未始有衰意。\n\n　　举世随风靡，独汝益苍萃。
