file	line	context
003.有关香港的几段鲜事.txt	29	其实，中美、中英新约，虽有拟议定于1943年元旦在重庆、华盛顿及伦敦三地同时公布，当时中国政府因收回九龙问题与英国政府屡经交涉而不得结果，曾予英国驻华公使一印象，若九龙问题不解决，则谈判可能破裂。兹由一富有权威的中国国民党党报提早发表元旦签约消息，不啻使政府失去所谓“讨价还价的力量”，此亦为引起当局震怒的重要原因。当时驻英大使顾维钧奉召返国，参预其事，曾于所...
004.中共何妨回归.txt	5	看了上面的报导，我要首先指出一个严重错误，就是所谓周恩来、董必武等中共代表参与“五五宪草”的制定，纯是学人（熊玠）与武人（蒋纬国）的无知乱道。因为“五五宪草”的制定，从1933年1月下旬组织宪草会开始，到1936年5月5日宪草宣布为止，这三年期间，正是国民党“剿匪”方酣之日。在这种杀声震天的局面下，又何来“匪”方代表参与制定“五五宪草”？说周恩来、董必武参加...
007.中国大局不可感情用事.txt	5	自从这次天安门事件以来，从台湾到海外、到大陆，眼之所见、耳之所闻，几乎每个人都感情澎湃、气愤填膺。台湾这边，集这种反应之大成。项目众多，一应俱全。以吟诗论，“诗人提兴国魂发出怒吼”，一方面由旧诗人带头，“进行赋诗大赛”；一方面由新诗人摇尾，由余光中等以“妈妈，我饿了”的肉麻，大展虚情。诗人以外，教棍也是绝不后人的。洋和尚罗光登报“发起奉献弥撒圣祭”、花和尚星...
007.中国大局不可感情用事.txt	9	在台湾以外，在海外、在大陆，一波波感性的画面与声音也此起彼落，其中固不乏高等华人的低等假戏，但是打开柴玲他们的录音，也会为之动听，虽然那样子大量感性的措词，我认为并不应该是主调。
007.中国大局不可感情用事.txt	21	让我们不要跟着新闻发展去感情用事，感情用事无补于中国大局。德国文豪歌德在德国困境之时，研究中国以脱身事外而收其心，如今我们该把中国放开一下，去研究研究德国吧！
008.学生干政的限度.txt	13	胡适这篇文章，本是他在上海光华大学的演说词，原登在1928年5月5日上海《民国日报》。如今六十年下来，除了“同时受戮”的共产党，变成“同时戮人”的共产党以外，所有的史例、情节与公式，说它历史重演，并不为过。如今六十年后，在天安门“同时戮人”的大场面血迹犹新的当儿，重读这篇文章，自然更令人有鲜活的印证。
008.学生干政的限度.txt	15	这次天安门事件，本质上是一种学生干政、一种学运。搞学生干政、搞学运，中共本是此道高手。毛泽东常常夸称：中共得天下，依靠的是“三大法宝”，就是中共党组织、武装部队和统一战线。后来的统战部长李维汉且发表“统一战线是中国人民争取胜利的一个法宝”一文，以志其盛。所谓统一战线，其活动包括左翼学运、左翼文艺及对其他“同路人”的认同。其中左翼学运方面，曾使国民党吃尽苦头。...
008.学生干政的限度.txt	19	总括来说，学生干政，本已不祥。但忘其所以，干得章法大乱，徒知空言叫价，而不知其限度，则更属无谓招祸之道。中国古话说：“暴得大名，不祥。”学运领袖们“暴得大名”如此，真不祥矣！
011.有感于江泽民之言.txt	3	法新社香港二十二日电：香港左翼的《大公报》二十二日报导，中共总书记江泽民说，北京将以“实事求是的办法”来处理遭整肃的前中共总书记赵紫阳。《大公报》指出，日前，江泽民在会晤美国耶鲁大学退休教授赵浩生时说，北京方面将“对赵同志完全以实事求是的办法来处理，功不会抹杀，过也要弄清楚。”江泽民在谈话中，一直称赵紫阳为“同志”，他并说：“‘十三届四中全会’时间太短，没有...
011.有感于江泽民之言.txt	7	“实事求是”是《汉书》河间献王传里的话。写传主刘德这个人“修学好古，实事求是”。照古代人的批注是：“务得事实，每求真是。”照现代人的说法是：从事实出发，求得正确的结论。
012.中国没裤子穿的问题.txt	11	我们读唐朝诗人杜甫的《石壕吏》，当拉夫的酷吏，在陕西拉壮丁的时候，石壕村的老妇人来开门，就说“室中更无人，惟有乳下孙。有孙母未去，出入无完裙”的话（另一种版本是“孙母未便出，见吏无完裙”）。可见一千两百年前的中国，就延续了那种“褐衣不完”的苦况了。记得李焕曾告诉我，他在西北行军时，见到西北农民硬是全家穿一条裤子，裤子挂在门口，谁出门谁穿。……由这些古今事例可...
013.中国没裤子穿的片段.txt	5	《世说新语》（德行第一）有这样一段：“范宣年八岁，后园挑菜，误伤指，大啼。人问：‘痛邪？’答曰：‘非为痛，身体发肤，不敢毁伤，是以啼耳！’宣洁行廉约，韩豫章遗绢百匹，不受。减五十匹，复不受。如是减半，遂至一匹，既终不受。韩后与范同载，就车中裂二丈与范，云：‘人宁可使妇无裈邪？’范笑而受之。”——这位品行廉洁的范宣，任凭豫章太守韩伯康的送礼，他都不肯收受，最后...
013.中国没裤子穿的片段.txt	7	姜国仁、张生力《四髯合传》有这样一段：“解放后，谢觉哉在西安同中国青年社记者谈话时，谈到他在长征途中的一些见闻。他说：‘长征时，我看见老百姓家用稻草做的被子。有的用稻草编成，比较软，这大概是较讲究的。有一句俗话：“出门把门带，防牛吃铺盖。”牛为什么吃铺盖？因为铺盖是用稻草编成的，又没有布袋子。这些情形，不是亲眼看到，真是难于相信。’他又说：‘我举几个你们永远...
014.毛泽东与台湾独立.txt	7	早在辛亥革命之前，中国人就有一种联邦制的思想，从保皇党的言论到革命党的言论中，都不难看到。大家的意见所以这样殊途同归，无非鉴于中国地方太大，宜以各省为单位，成立联邦，方好治理。这种思想流风所及，到辛亥革命时，有的省分就公然以联邦政体为条件，山东省甚至宣布“本省有练兵保卫之自由”，其气派可想！这种思想，到一九二〇年时，更形走红，所谓联省自治运动是也。这年七月间...
015.毛泽东与湖南独立.txt	25	毛泽东写道：“自有中国。就有湖南。湖南在古为蛮地。在周为楚国。在汉为长沙国。唐为节度史地。宋为荆湖南道。至元建为行省。明清仍之。迄今不变。莽莽四千年。人类总是进化的。而湖南进化的地方在那里。春秋时。荆楚崛兴。几欲和中原大国挈长较短。其时则上无中央政府。诸国并立。各得遂其发展。虽迷于竞争侵略。用事者野心英雄的君臣而无与于小百姓。然声光赫濯。得发展一部分之特性。...
015.毛泽东与湖南独立.txt	27	毛泽东又写道：“中国维新。湖南最早。丁酉戊戌之秋。湖南人生气勃发。新学术之研究。新教育之建设。谭嗣同熊希齢辈领袖其间。全国无出湖南之右。乃未久而熊逐谭杀。亡清政府以其官力施于湖南。新锐顿挫。事业旋亡。这又是湖南受中国之累。不能遂其自然发展的结果。”“湖南有黄克强。中国乃有实行的革命家。甲辰一役。萍醴丧亡。黄克强出遁。马福益骈首。清廷以其暴力。戮辱湘人。湖南不...
015.毛泽东与湖南独立.txt	35	在毛泽东发表这篇文章后第二天，响应他湖南独立论调的，也颇不乏人。九月二十七日长沙《大公报》上登出张文亮写的《天经地义的“湖南国”》，文中就提到：“‘联合而成一巩固的有势力的大的中国’，这种主张。那我就不敢恭维。因为我所以不反对建设‘湖南国’。就是我认定他是实现吾们最高理想。‘大同世界’的一种手段！我认定要求最高理想的实现。必定要由若干个巩固的有基础的小的组织...
015.毛泽东与湖南独立.txt	45	毛泽东这段话，看似超乎“湘人治湘”之上，其实并没有。因为他声明“不愿被外省人来治”，其狭窄心态，已情见乎词。不过他说出“并且不愿被本省的少数特殊人来统治”的话，倒比七十年后的台独分子高明。七十年后的台独分子，认为凡是台湾人都比外省人好呢！君不见，他们甘愿给民进党大员——“本省的少数特殊人”——来“统治”自己，其实这些大员，又与国民党大员有何不同呢？
015.毛泽东与湖南独立.txt	47	到了一九二〇年十月三日，毛泽东再发表《“全自治”与“半自治’”》之文，他指出：“我们主张‘湖南国’的人。并不是一定要从字面上将湖南省的‘省’字改成一个‘国’字。只是要得到一种‘全自治’而不以仅仅得到‘半自治’为满足。‘国’的要素为土地。人民。主权。主权尤为要素中的主要素。湖南人没有自己处理自己的事的完全主权。而常被侵夺于益我则少损我则多的中央或邻省。湖南人不...
016.三分的弹性.txt	5	汉高祖刘邦是平民出身的革命家，得到天下后，他向劝他搞书本的陆贾大骂说：“乃公（你老子）居马上而得之，安事诗书！”陆贾答得妙说：“居马上得之，宁可以马上治之乎？”并告诉刘邦，如果秦始皇得到天下后搞书本、行仁政，哪轮得到你刘邦做皇上？——刘邦是反应快的人，他面有“惭色”的接受了陆贾的意见，知道“马上得天下”和“马上治天下”有不同的层次。搞革命打天下，他是专家，但...
017.你是毛泽东.txt	3	“北京四大不要脸”之一郭沫若歌颂斯大林，说斯大林是“亲爱的钢，永恒的太阳”。毛泽东自己要“东方红”，太阳吝于予人，所以虽然也歌颂斯大林，却不及郭沫若。早在郭沫若歌颂前十年（1939年12月20日），毛泽东就发表“斯大林是中国人民的朋友”，歌颂“只有斯大林指示的方向，只有斯大林的援助，才能解脱人类的灾难”。“因此要拥护斯大林、敬爱斯大林”（《毛泽东选集》第二卷...
017.你是毛泽东.txt	5	虽然毛泽东歌颂斯大林，斯大林却一派老大哥架子，不但不反歌一下，还挖苦毛泽东是土包子，说毛泽东是“人造奶油”式的共产主义者。意谓人造奶油自非真奶油，毛这种共产主义者，乍看起来像，实际上却满不是那么一回事！
017.你是毛泽东.txt	11	在理想上，共产主义不失为奶油。这种奶油，在中国思想史中本来就有的，《礼记·礼运》中说：“货恶其弃于地也，不必藏于己，力恶其不出于身也，不必为己”。前者即“各取所需”，后者即“各尽所能”。各尽所能、各取所需，就是共产主义的真髓。不过，中国传统的共产主义是粗浅的，并不细腻，止于口号层次，但口号就足以伟大动人。在思想上，共产主义的目的，是世界大同，是“各尽所能，各...
017.你是毛泽东.txt	19	真奶油斯大林如此，人造奶油毛泽东更是帝王式，一朝权在手，搞女人、斗同志、砸烂党和公检法、文化大革命，样样全来，与暴君无异，比明太祖还明太祖、比洪秀全还洪秀全，谁还管奶油真假啊！明太祖、洪秀全不会以共产主义为号召，他们用的是当时打动人心的口号；毛泽东顺应时代潮流，用的是摩登口号共产主义，但他在本质上，却是“应帝王”、不折不扣的“应帝王”，甚至比帝王还帝王，“秦...
017.你是毛泽东.txt	33	他表达了他的“最后见解”。他指出，“俄国（十月革命）以来，轻率的把民主制和资产阶级统治一同推翻，以独裁代替了民主，民主的基本内容被推翻了，所谓“无产阶级民主”“大众民主”，“只是一些无实际内容的空洞名词，一种门面语而已”。这种现象，他认为是很“不幸”的。他说：“无产政党若因反对资产阶级及资本主义，遂并民主主义而亦反对之，即令各国所谓（无产阶级革命）出现了，而...
017.你是毛泽东.txt	43	但是，陈独秀为什么付了这么大的代价才觉悟？追根究底，还不是由于五四以后的知识分子并不真的认识什么是真民主？所以也不清楚什么是中国真的方向？，这种混乱不止陈独秀，其他人也屡见不鲜，笑话成堆。例如鲁迅，在当时，他的思想竟是反对“自由平等之念，社会民主之思”的，他不但反自由民主，并且连代议制度都反，这是什么头脑？又如毛泽东，他在中共建党筹组湖南小组的前夜（1920...
017.你是毛泽东.txt	51	一个多世纪来，中国优秀知识分子为祖国带路，试验过君主立宪、试验过开明专制、试验过保皇、试验过革命、试验过勤王复辟、试验过再造共和、试验过新华春梦、试验过金陵春梦、试验过北京红楼梦。什么都试验过，只忘了试验一件事，就是真正的美帝式民主、那种把人当人——至少把自己人、自己同胞当人的民主。例如在“基本人权”（fundamental human rights）的保障...
018.共产党的“权贵子弟”.txt	9	李讷是我眼看着长大的。她考入大学之后，只有星期六回家。学校在郊区，一旦有活动，天黑才能离校。一个女孩子独自走夜路总是不太安全。我便瞒了毛泽东派车去接。汽车停在校外僻静之处，然后我进校找她，出校后再悄悄坐车回家。我认为这样做学校里的同学们不会知道，不会造成什么不良影响。
019.读《毛岸英给表舅的一封信》.txt	17	关于抚恤烈士家属问题，据悉你的信已收到了。事情已经转组织部办理。但你要有精神准备，一下子很快是办不了的。干部少事情多，湖南又才解放，恐怕会拖一下。请你记住我父亲某次对亲戚说的话：“生活问题要整个解决，不可个别解决。”这里所指的生活问题，主要是指经济困难问题，而所谓整个解决是指工业革命、土地改革、统一的烈士家属抚恤办法等，意思是说应与广大的贫苦大众一样地来统一...
019.读《毛岸英给表舅的一封信》.txt	31	上面这封信，是1949年写的，也就是毛岸英战死在朝鲜战场前不久写的。毛岸英是毛泽东的长子，他小时候，曾同母亲杨开慧一起坐牢，母亲被国民党枪决后，流浪街头，后来被送往苏联学习。1946年返国，毛泽东安排他到农村上“劳动大学”，后来朝鲜战争发生，派赴前线，终于殉职。
020.“依然骨肉，几家能够？”.txt	3	清朝顾贞观写《金缕曲》词给流放东北的吴兆骞，中有名句是：“数天涯，依然骨肉，几家能够？”意思是说，天涯海角之内，骨肉之亲，能够住在一起的，又有几家呢？人世的乱离既不可避免，只好“留取心魂相守，但愿得河清人寿”，等你回来。
020.“依然骨肉，几家能够？”.txt	5	吴兆骞以科场事为人所陷，二十八岁起被流放，顾贞观作词时，吴兆骞已在关外十八年。又过了五年，才遇赦而回。此公生死于明清之际，时代是由乱转治，犹未免于骨肉生离；至于生死于清民之际，在民国革命反革命之中，骨肉死别的事例，那就连吴兆骞的处遇都不可得了。
020.“依然骨肉，几家能够？”.txt	11	杨开慧在1930年被国民党湖南省主席何键枪毙。据毛泽东的老同学萧瑜在《毛泽东与我讨饭吃》一书中回忆：“1927年，我在南京听说湖南省政府要逮捕开慧，因她是共产党毛泽东之妻，我曾为她奔走、写信、打电报至有关方面，请求开恩，但这些努力都徒劳无功。1936年……熊光祖跑来看我。我们见了面以后，很伤感的谈到我们的学校、杨老师的家庭、以及开慧被枪毙等事。为开慧的悲惨下...
020.“依然骨肉，几家能够？”.txt	17	毛泽东的大弟毛泽民，化名周彬，在新疆给盛世才做民政厅长。盛世才后来自己不干共产党了，下毛泽民于狱。在倒向国民党时，国民党派王德溥查案，盛世才秘不交出，显然预留余地，以为反复无常的筹码。后来王德溥坚持由他亲审，毛泽民遂难逃一死，在1943年9月，被盛世才枪决。据王德溥《政海游踪》一书中回忆，当时他“就前楼五开间大厅上，布置成极为庄严神圣的大法庭：全庭一色雪白，...
021.牺牲哪一代？.txt	9	不赞成共产主义的丁文江，都有集体牺牲的狂热如此，信仰共产主义的人们，自然更不消说。共产主义者提出一个伟大的口号，就是“牺牲这一代以为下一代”。在这种信仰下，一切苦难、一切灾祸、一切“一家哭”“一路哭”、一切“千万人头落地”，对他们说来，都不算什么。他们要“牺牲享受，享受牺牲”；牺牲同志，同志牺牲；牺牲自己，自己牺牲，什么也不为，为的只是下一代，下一代的远景、...
022.长使《长征》泪满襟.txt	11	他引申说：“长征是一篇史诗。这不仅是因为淳朴的战士及其指挥员们所体现的英雄主义精神，还因为长征实际上成了中国革命的熔炉。它锻造了在毛泽东的领导下打垮蒋介石、夺取全中国的整整一代的人和他们兄弟般的革命情谊。”可是，曾几何时，“这种兄弟情谊在毛晚年发生的疯狂动乱中消失了，给这部英雄的史诗抹上了一层悲剧的色彩。”
022.长使《长征》泪满襟.txt	17	索尔兹伯里说，从1934年“长征”踏上征途，到1949年中共建立了中华人民共和国“这段时间里，中国政治舞台上充满了英雄主义、人间悲剧、阴谋诡计、血腥残杀、背信弃义、低级趣味、军事天才、政治诈骗、道德追求、精神向往和个人仇恨。纷繁杂陈，不一而足，即使是大文豪莎士比亚也写不出这样浩瀚的故事。而令人神往的是，故事还没有完，恐怕永远也完不了。”这种意在言外的论定，正...
024.强者的喘息.txt	5	中国哲学有“欲取先予”说法，《老子》说：“将欲取之，必固与之。”《史记·管晏列传》说：“故曰知予之为取，政之宝也。”这种理论，乍看是权术，其实是更高杆的政治哲学。这种政治哲学奠基在深通人我阴晴圆缺的睿智，张弛随意、收放自如、审时度势、能忍能狠。“假道灭虢”的敌我情况是“我强敌弱”——晋国其实比虞国强，但为了打击主要敌人虢国，不惜联合次要敌人虞国共同行事，甚至...
026.中国问题的真解决.txt	11	孙中山“中国问题的真解决”构想，在八年以后就有了眉目，“中华民国”居然成立了。但是，接着下来十四年，直到孙中山之死，他犹以“革命尚未成功”为叹。在他死前五年，他就指出“现在的中华民国，只是一块假招牌”。（1920年5月16日在上海国民党本部考绩训词）在他死前四年，他就指出“十年来名虽民国，实为官僚国。……仅有民国之名，而无民国之实”（1921年11月在梧州对...
026.中国问题的真解决.txt	25	几十年来，中国人一直在试验。试验过君主立宪、试验过开明专制、试验过保皇、试验过革命、试验过勤王复辟、试验过再造共和、试验过新华春梦、试验过金陵春梦，但是，都失败了。失败的原因固多，根本一点，是任何试验的基础，都无法落实在基本的贫穷之上。中国的贫穷，自古已然。从扬雄《逐贫赋》到韩愈《送穷文》，早已文献足征。远不必说，以“中华民国”亡国前十多年为例，全中国的现金...
026.中国问题的真解决.txt	31	中国大陆每天生出五万人口，每年生出一个荷兰，接近全部台湾人口。每年新生的人口，就要消耗掉20%的新增国民收入。现在中国知识分子有两千万，仅占总人口的2%。全国文盲、半文盲有三亿，还以每年几百万的数目在增加，不但人口素质严重低落，生活担子也越来越沉，在这种情况下，中国的当务之急不是别的，而是救死与救贫。中国苦贫久矣！《世说新语》记“妇无裈”（太太没裤子穿）的话...
027.为钱其琛谈话进一解.txt	9	一、朝学生开枪之事，美国自己，早优为之。试看1970年美国历史上“肯特大学枪杀事件”，便知端详。1970年4月30日尼克松下令进军柬埔寨之后，激起了肯特大学学生们的满腔怒火。5月4日上午，当学生不顾禁止集会的命令、敲响校钟、数千名学生立即从四面八方奔向操场、参加抗议集会的时候，美国政府出动了坦克、出动第一〇七装甲骑兵团、第一四五步兵团、出动了大批国民警卫队和...
027.为钱其琛谈话进一解.txt	17	不过，对挨枪的人说来，五十步和百步，由于程度上的差距，受害的深浅与广狭，也有不一样的地方。比较之下，美国在基本人权（fundamental human rights）的保障上，正常情况下，要比中国高明得太多太多。在法律方面，美国独立两百多年来，在“基本人权”上的立法保障，可谓精益求精，宪法以外，宪法修正案中，有一半以上都是进一步保障“基本人权”的。虽然197...
030.是亦人权.txt	3	国民党“中央通讯社”4月27日发出电讯稿，标题是“朱启桢将生存权曲解为大陆首要人权”，内文是：“中共驻美国大使朱启桢在一项演讲中，把生存权解释为大陆首要的人权，并据此宣称，中共已经解决了大陆最大的人权问题。朱启桢于24日在华盛顿附近的麦迪逊大学发表演讲。新华社引述他说：‘在中国，最基本的人权首先是生存权。’他接着宣称，由于中共养活了十一亿人，也就等于解决了最...
031.猫王歌曲打入大陆市场.txt	1	猫王歌曲打入大陆市场
031.猫王歌曲打入大陆市场.txt	3	中央社芝加哥二十六日专电说：在台湾海峡两岸都被称为“猫王”的歌星埃尔维斯·普雷斯利的歌曲，终于在中国大陆打开了市场。
031.猫王歌曲打入大陆市场.txt	5	据威斯康辛州《会社论坛报》说，猫王歌曲的录音带最近开始在中国大陆出售，这是三十六年来的第一次，一卷名为“埃尔维斯精选集”的卡带录有十四首歌曲，包括出名的“牢狱摇滚”、“伤心旅馆”、“猎狗”和“温柔的爱我”等。
031.猫王歌曲打入大陆市场.txt	9	据报导，北京的“官员”和检查人员仔细的听过每一首歌，以确定其中没有颠覆的讯息。
031.猫王歌曲打入大陆市场.txt	13	会社论坛报说：“中国大陆的歌迷为什么这么久才接受埃尔维斯？因为在五〇年代和六〇年代，中国大陆似乎有强烈的反西方倾向，而在一九六六年到一九七六年的文革时期，艾维斯的唱片被正式查禁。”
031.猫王歌曲打入大陆市场.txt	15	“猫王”埃尔维斯·普雷斯利（Elvis Presleyl）虽然已去世十四年，但怀念他的歌迷影迷仍然很多。毕竟，他是摇滚乐坛一颗谁也比不了的“单干户”。
031.猫王歌曲打入大陆市场.txt	17	“猫王”生于一九三五年，如活到现在，五十六岁。他出身贫寒，成名前只是一个默默无闻的卡车司机。后来，他自己掏钱灌录了一张唱片，浑厚的歌声和独特的风格马上风靡了人。一九五六年正式推出的第一张唱片《伤心旅馆》大受欢迎，成为金唱片。自此雄踞歌坛二十年而不衰。
031.猫王歌曲打入大陆市场.txt	19	埃尔维斯的电影生涯虽不如歌唱生涯那么辉煌，但从“处男”作一九五六年《铁血柔情》开始，陆续主演了电影二十七部，最后遗作是现场表演纪录片一九七〇年的《热门世界》。
031.猫王歌曲打入大陆市场.txt	21	如今“猫王”渐杳，但他的歌声，却隔代遗传，传到中国大陆，人弃我取、人亡我存，当年查禁的时间一概不算，“猫王”魂兮归中国矣！
032.江泽民的谈话之外.txt	7	我承认在国宴席上，江泽民应有外交词令以示友好。但是，做为一个有历史观点的人，我认为中苏友好之时，我们不要忘了苏联根本是帝国主义的国家，它对中国的友好，历来是短暂的、可疑的。远的不必说，抗战时勾结日本、出卖中国；胜利前后雅尔塔密约、中苏友好条约，导致外蒙独立、东北被拆洗，到后来的对中华人民共和国种种毁约背信。……真是说不胜说。
032.江泽民的谈话之外.txt	9	在江泽民对苏联做外交词令的同时，我们必须有以叙旧，以为平衡。
034.有感于费孝通先生之言.txt	7	大陆现有八个小党派，他们都在自己的党章中规定，服从“以共产党领导为核心”的“四项基本原则”，中共形容这些党派不是在野党，更不是反对党，而是所谓“无政党”。中国民主同盟是以中高级知识分子成员为主的“无政党”，现有盟员十万余人，是中国八个小党派中成员最多的一个。
035.为西藏问题求真相.txt	19	这是不错的。从19世纪俄国英国势力入侵西藏起，西藏一直在跟着帝国主义搞“藏独”，真的目的就在此，手段上非暴力是不得已的。对达赖喇嘛，只有这样定位，才一针见血。其他都是遁词而已。
035.为西藏问题求真相.txt	33	所谓最落伍、最黑暗、最迷信的神权统治，基本上，是西藏的农奴制度。农奴在西藏政府、寺院和贵族三大庄主手中，三大庄主占有西藏全部土地，以1959年的统计是：政府是在二百八十七个俗家贵族控制之下；寺院是在三百三十三个喇嘛主持之下；贵族是在二百多个贵族家庭包光之下。全西藏有喇嘛十一万，要靠别人供养，这是黑暗的世界！
035.为西藏问题求真相.txt	35	事实上，达赖喇嘛是最落伍、最黑暗、最迷信神权政教统治的代表，所谓“西藏人民的历史与文化遗产”，其实正是这种丑恶统治的护符。说“解放西藏”、为西藏争取自由吗？首先该做的，乃是该打破这种最落伍、最黑暗、最迷信的神权政教统治，才是当务之急。但是，从7世纪的吐番政权开始，到20世纪的达赖政权为止，西藏人民，完全笼罩在奴隶制与精神奴隶制的统治之下，又何来自由与解放？
036.西藏为中国不可分割的一部分.txt	17	出版业与教育事业息息相关，洛桑平措指出，西藏解放前有阅读能力的只是官家贵族及寺庙高级喇嘛，百分之九十五以上的西藏人与文字无缘。他说，四十年西藏教育可以分成四个阶段：创办民族教育阶段、走向正规化阶段、规范化阶段及目前的调整、改革阶段。现在西藏有四所大学、六十八所中学（包括职业学校）、一千二百多所小学，今年全区在校生有十八万多人。自治区在全国二十一个省市自治区还...
037.潘毓刚教授妙笔写活佛.txt	3	潘毓刚教授是热爱祖国的伟大学人，几十年来，他为祖国做了许许多多了不得的贡献。今年5月23日，正值西藏和平解放四十周年之日，我想到他寄我信中所谈会晤西藏人物的一些故事，特写此文。
037.潘毓刚教授妙笔写活佛.txt	13	可是，好景不长，1959年4月1日，达赖搞西藏独立未遂，越岭出亡印度，但班禅却稳定不变。他勇于为西藏讲话。1962年5月，他在北京呈交国务院转中央一份《关于西藏总的情况和具体情况以及西藏为主的藏族各地区的甘苦和今后希望要求的报告》（简称《七万言书》《七万言上书》），并对周恩来说：“如果你们共产党这样搞下去，不仅藏族人民要造反，我班禅也要造反！”1964年10...
