id	source_file	line_start	line_end	category	quote_text	source_or_origin	summary	notes
LAJJSZMM-014	013.秘刊《蒋介石国大现形记》经过.txt	9	9	文言成句	张大义而垂青史	李敖成句	李敖用此称保存史料、伸张义理而留诸青史。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 校对补入，只收文言成句本体；不收国大、反蒋史料和政治评价语境。
LAJJSZMM-015	013.秘刊《蒋介石国大现形记》经过.txt	9	9	古人诗句	长城但自坏，千古痛稠结，肉食无远谋，野史有直笔。	安如山诗	李敖引安如山诗，借长城自坏、野史直笔写史家寄意。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收古诗本体；不收国大、反蒋史料和政治评价语境。
LAJJSZMM-016	019.蒋介石毁损古物.txt	3	3	诗经句	出其东门，有女如云。虽则如云，匪我思存。缟衣綦巾，聊乐我员。	《诗经·郑风·出其东门》	李敖引《诗经》前六句，说明东门意象与朴素女子之思。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收《诗经》文本本体；不收台北东门古物毁损和现代政治人物语境。
LAJJSZMM-017	019.蒋介石毁损古物.txt	5	5	成语	美轮美奂	中文成语	李敖借成语反写城楼整修后外观华丽而失去原貌。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收成语本体；不收东门城楼整修与政治人物语境。
LAJJSZMM-018	024.谁是支持西藏独立的元凶？.txt	3	3	旧笑话挽联	渺渺三魂，活佛竟成死鬼；迢迢万里，东来不见西归。	《破涕录》笑话挽联	李敖转引《破涕录》里讽刺活佛东来不西归的挽联。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收旧笑话挽联本体；不收现代西藏、达赖、美国与独立议题语境。
LAJJSZMM-019	032.中央研究院近代史研究所所长怎样曲笔回护蒋介石.txt	3	3	史料批评成语	断烂朝报	中文成语	李敖用成语讽刺学报像残缺腐烂的官样记录。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收成语本体；不收近代史研究所、伪政权与学术政治批评语境。
LAJJSZMM-020	032.中央研究院近代史研究所所长怎样曲笔回护蒋介石.txt	5	5	俗语	矮子里面挑大个	中文俗语	李敖用俗语说明同类书都差，只能从低水平中挑相对较好的。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收俗语本体；不收中国现代史教材和国共斗争史语境。
LAJJSZMM-021	034.蒋夫人断袖记.txt	143	143	自序散文句	回忆三十年来，始而寄迹海上，继而留学国外，长离膝下，十有余年。	蒋经国《我在苏联的生活》自序	李敖转引蒋经国自序，写长期离母、寄迹海上与留学国外。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收亲情自序散文句；不收蒋家政治、留苏公开信和反蒋语境。
LAJJSZMM-022	034.蒋夫人断袖记.txt	143	143	亲情散文句	且因邮电不通，音讯久疏，母不知儿生死，因抑郁以成疾；儿亦未能亲侍汤药，以娱慈母之心。	蒋经国《我在苏联的生活》自序	李敖转引蒋经国自序中写母子音讯隔绝、未能侍病的亲情句。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收亲情散文句；不收蒋家政治和公开信清算语境。
LAJJSZMM-023	034.蒋夫人断袖记.txt	143	143	哀悼散文句	用以纪念吾母，并志无涯之哀悼	蒋经国《我在苏联的生活》自序	李敖转引蒋经国说明著书纪念亡母、寄托哀悼的话。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收哀悼散文句；不收蒋家政治和反蒋语境。
LAJJSZMM-024	034.蒋夫人断袖记.txt	277	277	俗语成句	这不是比狗彘都不如吗？	中文俗语	李敖转引张明镐叙述中责人忘母负约的俗语化成句。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收亲属责问中的俗语成句；不收蒋家政治投机和留苏语境。
LAJJSZMM-025	037.为宋美龄事质问《自由时报》.txt	21	21	孟子古文句	说大人，则藐之	《孟子·尽心下》	李敖引孟子句自况面对显贵时不仰视、不趋附。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收孟子古文句本体；不收报纸辩驳、法条和媒体争议语境。
LAJJSZMM-026	038.为宋美龄事再质问《自由时报》.txt	11	11	俗语化成句	明着说好话，暗中下毒手	李敖成句	李敖用成句概括表面道歉、暗里攻击的做法。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 只收俗语化成句；不收省籍争议、台湾政治、报纸辩驳和法庭语境。
LAJJSZMM-027	039.宋美龄出洋相.txt	39	39	古典典故	哭秦庭	申包胥哭秦庭典故	李敖用哭秦庭典故比喻赴外求援。	保守收入：《蒋介石的真面目》以反蒋史料、军政文告、国共战争、外蒙西藏、宋美龄、新闻辩驳和政治攻防为主体；现代党派、政权、领袖、军政、战争、革命、国家民族、外交、统独、法条、媒体争议、暗杀、鞭尸与意识形态语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、禅语、俗语、成语、挽联、典故和非政治成句。 校对补入，只收典故本体；不收宋美龄、美国和外交求援政治语境。
