id	book	chapter	source_file	line_start	line_end	quote_text	category	source_or_origin	summary	notes	quote_found_at_declared_range	source_excerpt
LAHSYW-017	胡适与我	给胡适的两首寿诗	001.给胡适的两首寿诗.txt	141	143	书房南面拥百城，“无智”“无为”又“无能”，高鸣何须求“灵乌”？忍看老友渐凋零！	寿诗	李敖《白话打油诗三十首》	李敖七十寿诗第十八首，写书房、老友与自嘲式典故。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　书房南面拥百城，“无智”“无为”又“无能”，\n\n　　高鸣何须求“灵乌”？忍看老友渐凋零！
LAHSYW-018	胡适与我	给胡适的两首寿诗	001.给胡适的两首寿诗.txt	159	161	爱乌兴来做诗篇，呢喃献媚心不甘，浮云遮眼何足畏？不可救药是乐观。	寿诗	李敖《白话打油诗三十首》	李敖七十寿诗第二十一首，写乐观气质。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　爱乌兴来做诗篇，呢喃献媚心不甘，\n\n　　浮云遮眼何足畏？不可救药是乐观。
LAHSYW-019	胡适与我	给胡适的两首寿诗	001.给胡适的两首寿诗.txt	165	167	挪威文豪有名言：“现在好像翻了船”。世乱浮海遭飘荡，生还可遂不偶然。	寿诗	李敖《白话打油诗三十首》	李敖七十寿诗第二十二首，借挪威文豪名言写漂泊与生还。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　挪威文豪有名言：“现在好像翻了船”。\n\n　　世乱浮海遭飘荡，生还可遂不偶然。
LAHSYW-020	胡适与我	给胡适的两首寿诗	001.给胡适的两首寿诗.txt	195	197	笑口常开不发怒，认真每做周郎顾，洋烟一包大量抽，埋头狂校水经注。	寿诗	李敖《白话打油诗三十首》	李敖七十寿诗第二十七首，以生活细节写胡适风神。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　笑口常开不发怒，认真每做周郎顾，\n\n　　洋烟一包大量抽，埋头狂校水经注。
LAHSYW-021	胡适与我	给胡适的两首寿诗	001.给胡适的两首寿诗.txt	201	203	烟尘弥漫千重雾，辛苦或失“楼前树”，达者无为无不为，且为后世铺长路。	寿诗	李敖《白话打油诗三十首》	李敖七十寿诗第二十八首，写达者在困境中为后世铺路。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　烟尘弥漫千重雾，辛苦或失“楼前树”，\n\n　　达者无为无不为，且为后世铺长路。
LAHSYW-022	胡适与我	胡适之不怕老婆考	003.胡适之不怕老婆考.txt	41	41	所谓“三从”就是：太太下令要“服从”，太太上街买东西或是看朋友打麻将要“随从”，太太发错了脾气冤枉了先生要“盲从”。	幽默语	胡适谈惧内	胡适把传统三从改写成怕太太的诙谐说法。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　胡适博士笑着说，所谓“三从”就是：太太下令要“服从”，太太上街买东西或是看朋友打麻将要“随从”，太太发错了脾气冤枉了先生要“盲从”。四德是：太太买贵重的东西要舍德（得），太太发脾气要忍德（得）……他一面笑一面停了一会说，还有两德他已记不清楚，如果想要知道，最好去问董显光和霍宝树。他幽默地说，他们都有着会长的资格哩！
LAHSYW-023	胡适与我	胡适和三个人	005.胡适和三个人.txt	73	73	若吾则昆山之圃，到处如是璆琳琅玕，并不患人拾去数块也！	学问譬喻	章太炎信	章太炎以昆山玉圃比喻自家学问丰厚，不怕别人拾取。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　来书举王论“嚼弓筋”一条，引人之说，不叙来历，此乃近人通病。王原书中袭吾《新方言》说者，亦复不少，更不必以剿袭胡适之说为讥也！但胡于语言文字向来粗疏，此条乃适确当为王所袭，如鲁失宝玉大弓耳！若吾则昆山之圃，到处如是璆琳琅玕，并不患人拾去数块也！此复，即问近好。
LAHSYW-024	胡适与我	胡适和三个人	005.胡适和三个人.txt	95	95	若必取难解者而强解之，纵人或信我，而自心转不自信也。	治学格言	章太炎信	章太炎论解读难文不可勉强附会。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　览《新闻报》，见弟有《墨学谈》一篇，乃知近亦从事此学。所论无间无厚一义，最为精审，非半勿著一条，与惠氏言取舍不同，义亦未经人道。端为无序而不可分，此盖如近人所谓原子分子，佛家所谓极微。以数理析之，未有不可分者，故惠有万世不竭之义。以物质验之，实有不可分者，故墨有不动之旨。此乃墨氏实验之学有胜于惠，因得如此说尔。名家大体，儒墨皆有之，墨之经，荀之正名，是也。儒墨皆自有宗旨，其立论自有所为，而非泛以辩论求胜：若名家则徒求胜而已。此其根本不同之处。弟能将此发挥光大，则九流分科之指自见矣。吾于墨书略有解诂，而不敢多道者，盖以辞旨渊奥，非一人所能尽解；若必取难解者而强解之，纵人或信我，而自心转不自信也。至适之以争彼为争佊，徒成辞费，此未知说诸子之法与说经有异（说文诐字本训辩论。假令训诂说经，则云辩争诐也，自可成义。然墨经非尔雅之流专明训诂者比。此以为说，乃成騃语尔），盖所失非独武断而已。
LAHSYW-025	胡适与我	胡适和三个人	005.胡适和三个人.txt	119	119	经多陈事实；诸子多明义理	治学格言	章太炎信	章太炎概括治经与治诸子的基本差异。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　前因论《墨辩》事，言治经与治诸子不同法，昨弟出示适来之书，谓校勘训诂，为说经说诸子通则，并举王俞两先生为例。按校勘训诂，以治经治诸子，特最初门径然也。经多陈事实；诸子多明义理（此就大略言之，经中《周易》亦明义理，诸子中《管》《荀》亦陈事实，然诸子专言事实，不及义理者绝少）。治此二部书者，自校勘训诂而后，即不得不各有所主。此其术有不得同者。故贾马不能理诸子，而郭象张湛不能治经。若王俞两先生，则暂为初步而已耳。
LAHSYW-026	胡适与我	胡适和三个人	005.胡适和三个人.txt	123	123	训诂之术，略有三途：一曰直训，二曰语根，三曰界说。	治学格言	章太炎信	章太炎概括训诂方法的三种路径。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　更申论之：假令去其重赘，但云“辩，争也”，此文亦只可见于经训，而不容见于《墨辩》。所以者何？以《墨辩》下义，多为界说，而未有为直训者也。训诂之术，略有三途：一曰直训，二曰语根，三曰界说。如《说文》云，“元，始也”，此直训也，与翻译殆无异。又云，“天，颠也”，此语根也，明天之得语由颠而来（凡《说文》用声训者，率多此类）。又云，“吏，治人者也”，此界说也，于吏字之义，外延内容，期于无增减而后已。
LAHSYW-027	胡适与我	胡适和三个人	005.胡适和三个人.txt	143	143	校勘已审，然后本子可读：本子可读，然后训诂可明：训诂明，然后义理可定。	治学格言	胡适论治古书	胡适说明校勘、训诂、义理之间的次第。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　至于治古书之法，无论治经治子，要皆当以校勘训诂之法为初步。校勘已审，然后本子可读：本子可读，然后训诂可明：训诂明，然后义理可定。但做校勘训诂的功夫，而不求义理学说之贯通，此太炎先生所以讥王俞诸先生“暂为初步而已”。然义理不根据于校勘训诂，亦正宋明治经之儒所以见讥于清代经师。两者之失正同。而严格言之，则欲求训诂之愜意，必先有一点义理上的了解，否则一字或训数义，将何所择耶？（例如小取篇“也者，同也”，“也者，异也”，二语，诸家皆不知“也者”之“也”当读“他”。王闿运虽校为他，而亦不能言其理也。）故凡“暂为初步而已”者，其人必皆略具第二步的程度，然后可为初步而有成。今之谈墨学者，大抵皆菲薄初步而不为。以是言之，王俞诸先生之暂为初步，其谨慎真不可及了！
LAHSYW-028	胡适与我	胡适和三个人	005.胡适和三个人.txt	175	175	其余的只是结集、只是语录、只是稿本，但不是著作。	书话格言	胡适评章太炎	胡适区分结构完整的著作与一般结集、语录、稿本。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　章炳麟是清代学术史的压阵大将，但他又是一个文学家。他的《国故论衡》《检论》，都是古文学的上等作品。这五十年中著书的人没有一个像他那样精心结构的，不但这五十年，其实我们可以说这两千年中，只有七八部精心结构，可以称做“著作”的书——如《文心雕龙》《史通》《文史通义》等——其余的只是结集、只是语录、只是稿本，但不是著作。章炳麟的《国故论衡》要算是七八部之中的一部了，他的古文学功夫很深，他又是很富于思想与组织力的，故他的著作在内容与形式两方面，都能“成一家言”。
LAHSYW-029	胡适与我	胡适和三个人	005.胡适和三个人.txt	179	179	古文学须有学问与论理做底子	文学格言	胡适评章太炎	胡适从章太炎成败中抽出的文学判断。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　章炳麟在文学上的成绩与失败，都给我们一个教训。他的成绩使我们知道古文学须有学问与论理做底子，他的失败使我们知道中国文学的改革须向前进，不可回头去：他的失败使我们知道文学“数极而迁，虽才士弗能以为美”，使我们知道那“取千年朽蠹之余，反之正则”的盛业，是永永不可能的了！
LAHSYW-030	胡适与我	胡适和三个人	005.胡适和三个人.txt	209	209	研究一种学问应该参考的书是多至不可计的。	读书格言	顾颉刚回忆陈伯弢	顾颉刚回忆陈伯弢讲学时得到的读书启发。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　哲学系中讲中国哲学史一课的，第一年是陈伯弢先生（汉章）。他是一个极博洽的学者，供给我们无数材料，使得我们的眼光日益开拓，知道研究一种学问应该参考的书是多至不可计的。他从伏羲讲起：讲了一年，只到得商朝的“洪范”。我虽是早受了《孔子改制考》的暗示，知道这些材料大都是靠不住的，但到底爱敬他的渊博，不忍有所非议。
LAHSYW-031	胡适与我	胡适和三个人	005.胡适和三个人.txt	223	223	中国文言同拉丁文一样，所以我们不能不改用白话……虽现在白话的组织不完全，可是我们绝不可错了这个趋势。	语文格言	蔡元培语	蔡元培说明文言与白话趋势的语文判断。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。 校对补入：语文/文学范围，不属政治语录。	yes	　　中国文言同拉丁文一样，所以我们不能不改用白话……虽现在白话的组织不完全，可是我们绝不可错了这个趋势。
LAHSYW-032	胡适与我	胡适和三个人	005.胡适和三个人.txt	227	227	我敢断定白话派一定占优胜……将来应用文一定全用白话：但美术文或者有一部分仍用文言。	语文格言	蔡元培语	蔡元培对应用文与美术文中白话、文言位置的判断。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。 校对补入：语文/文学范围，不属政治语录。	yes	　　我敢断定白话派一定占优胜……将来应用文一定全用白话：但美术文或者有一部分仍用文言。
LAHSYW-033	胡适与我	胡适和三个人	005.胡适和三个人.txt	235	235	水浒、红楼作者，均博极群书之人，总之非读破万卷，不能为古文，亦并不能为白话。	文学格言	林纾语，蔡元培转引	蔡元培答林纾时转引林纾论读书与古文、白话的关系。	校对轮保守收入：本书大量涉及胡适遗著、论战、党派、宪政、战时外交和现代政治人物；本轮继续排除明显政论、现代政治争辩、政治人物攻防、法律案材料、碎片化场景笑话和过度具体的人物评语，只保留可独立成立的寿诗、古典文句、治学方法、书话格言、语文格言、幽默语和非政治出版/编选格言。	yes	　　公谓：“水浒、红楼作者，均博极群书之人，总之非读破万卷，不能为古文，亦并不能为白话。”诚然，诚然。北京大学教员中，喜作白话文者，为胡适之、钱玄同、周启孟诸君。公何以证知为非博极群书，非能作古文，而仅以白话文藏拙者？胡君家世汉学，其旧作古文，虽不多见，然即其所作中国哲学史大纲言之，其了解古书之眼光，不让清代乾嘉学者。钱君所作之文字学讲义、学术交通论，皆古雅之古文。周君所译之域外小说，则文笔之古奥，非浅学者所能解。然则公何宽于水浒、红楼之作者，而苛于同时之胡、钱、周诸君耶？
