file	line	quoteText	markers	political	previous	context	next
001.从《中央日报》捧杀人犯说起.txt	13	猜谜		political-context		不过值得注意的，还不在法官乱用“自由心证”，而在法官的证据认定和逻辑知识。这个案子，初审法官判刘堂坤死刑，用的完完全全是“猜谜”的方法，而不是严格的证据。换句话说，这么一件人命关天的大案子，用“想象的情况”来“猜”出刘堂坤是凶手，这种“执法”，是我们绝不敢领教的。我们认为这是一切冤狱和人权侵犯的祸源。	
001.从《中央日报》捧杀人犯说起.txt	13	想象的情况		political-context		不过值得注意的，还不在法官乱用“自由心证”，而在法官的证据认定和逻辑知识。这个案子，初审法官判刘堂坤死刑，用的完完全全是“猜谜”的方法，而不是严格的证据。换句话说，这么一件人命关天的大案子，用“想象的情况”来“猜”出刘堂坤是凶手，这种“执法”，是我们绝不敢领教的。我们认为这是一切冤狱和人权侵犯的祸源。	
001.从《中央日报》捧杀人犯说起.txt	13	猜		political-context		不过值得注意的，还不在法官乱用“自由心证”，而在法官的证据认定和逻辑知识。这个案子，初审法官判刘堂坤死刑，用的完完全全是“猜谜”的方法，而不是严格的证据。换句话说，这么一件人命关天的大案子，用“想象的情况”来“猜”出刘堂坤是凶手，这种“执法”，是我们绝不敢领教的。我们认为这是一切冤狱和人权侵犯的祸源。	
001.从《中央日报》捧杀人犯说起.txt	13	执法		political-context		不过值得注意的，还不在法官乱用“自由心证”，而在法官的证据认定和逻辑知识。这个案子，初审法官判刘堂坤死刑，用的完完全全是“猜谜”的方法，而不是严格的证据。换句话说，这么一件人命关天的大案子，用“想象的情况”来“猜”出刘堂坤是凶手，这种“执法”，是我们绝不敢领教的。我们认为这是一切冤狱和人权侵犯的祸源。	
001.从《中央日报》捧杀人犯说起.txt	15	猜谜示范				犯罪之认定全凭客观的证据，这本是近代证据法则的公理，不容任何什么训练班讲习班出身的法官乱来曲解的。不根据证据而根据荒谬的类推方法来判案，这种流弊，是最危险的。即以这次命案为例，刘堂坤在初审中被判死刑，洋洋万言的判决书完全是一篇“猜谜示范”的范文，并不是咬得紧紧的有力证据书。用这样“想象的情况”来判人死刑，它的毛病，在二审判决中立刻就暴露了！二审判决推翻初审判决，并不是不把刘堂坤判死刑，二审判决照样把这个可怜的医生判了死刑。所不同的是，二...	
001.从《中央日报》捧杀人犯说起.txt	15	想象的情况				犯罪之认定全凭客观的证据，这本是近代证据法则的公理，不容任何什么训练班讲习班出身的法官乱来曲解的。不根据证据而根据荒谬的类推方法来判案，这种流弊，是最危险的。即以这次命案为例，刘堂坤在初审中被判死刑，洋洋万言的判决书完全是一篇“猜谜示范”的范文，并不是咬得紧紧的有力证据书。用这样“想象的情况”来判人死刑，它的毛病，在二审判决中立刻就暴露了！二审判决推翻初审判决，并不是不把刘堂坤判死刑，二审判决照样把这个可怜的医生判了死刑。所不同的是，二...	
001.从《中央日报》捧杀人犯说起.txt	15	想象的情况				犯罪之认定全凭客观的证据，这本是近代证据法则的公理，不容任何什么训练班讲习班出身的法官乱来曲解的。不根据证据而根据荒谬的类推方法来判案，这种流弊，是最危险的。即以这次命案为例，刘堂坤在初审中被判死刑，洋洋万言的判决书完全是一篇“猜谜示范”的范文，并不是咬得紧紧的有力证据书。用这样“想象的情况”来判人死刑，它的毛病，在二审判决中立刻就暴露了！二审判决推翻初审判决，并不是不把刘堂坤判死刑，二审判决照样把这个可怜的医生判了死刑。所不同的是，二...	
001.从《中央日报》捧杀人犯说起.txt	15	猜谜				犯罪之认定全凭客观的证据，这本是近代证据法则的公理，不容任何什么训练班讲习班出身的法官乱来曲解的。不根据证据而根据荒谬的类推方法来判案，这种流弊，是最危险的。即以这次命案为例，刘堂坤在初审中被判死刑，洋洋万言的判决书完全是一篇“猜谜示范”的范文，并不是咬得紧紧的有力证据书。用这样“想象的情况”来判人死刑，它的毛病，在二审判决中立刻就暴露了！二审判决推翻初审判决，并不是不把刘堂坤判死刑，二审判决照样把这个可怜的医生判了死刑。所不同的是，二...	
001.从《中央日报》捧杀人犯说起.txt	19	杀人				但是，事实上，刘堂坤再恶性重大、再神通广大，他“杀人”的情况，在实行过程中只有一种，绝不可能有两种。而我们“高明光大”的法官，却居然能构想出两种出来！这不是大笑话吗？	
001.从《中央日报》捧杀人犯说起.txt	19	高明光大				但是，事实上，刘堂坤再恶性重大、再神通广大，他“杀人”的情况，在实行过程中只有一种，绝不可能有两种。而我们“高明光大”的法官，却居然能构想出两种出来！这不是大笑话吗？	
001.从《中央日报》捧杀人犯说起.txt	21	杀人				为什么会一次“杀人”，却出现“罗生门”式的两种情况来了呢？究其原因，就是毛病出在判案不根据“证据”而根据“想象”，法官不东奔西走的找证据，却去天南地北的想情节，这种做法，写武侠小说可以，判别人死刑却万万不能。因为根据的是“想象”，所以甲有甲的想法，乙有乙的构思，丙又有丙的细节描绘，如此“想象的情况”，不但二审可以打初审的耳刮子，三审照样可以打二审的耳刮子，并且如果有个十审八审，照样可以被各审想象力丰富的法官，想象出十种八种不同的情节，打...	
001.从《中央日报》捧杀人犯说起.txt	21	罗生门				为什么会一次“杀人”，却出现“罗生门”式的两种情况来了呢？究其原因，就是毛病出在判案不根据“证据”而根据“想象”，法官不东奔西走的找证据，却去天南地北的想情节，这种做法，写武侠小说可以，判别人死刑却万万不能。因为根据的是“想象”，所以甲有甲的想法，乙有乙的构思，丙又有丙的细节描绘，如此“想象的情况”，不但二审可以打初审的耳刮子，三审照样可以打二审的耳刮子，并且如果有个十审八审，照样可以被各审想象力丰富的法官，想象出十种八种不同的情节，打...	
001.从《中央日报》捧杀人犯说起.txt	21	证据				为什么会一次“杀人”，却出现“罗生门”式的两种情况来了呢？究其原因，就是毛病出在判案不根据“证据”而根据“想象”，法官不东奔西走的找证据，却去天南地北的想情节，这种做法，写武侠小说可以，判别人死刑却万万不能。因为根据的是“想象”，所以甲有甲的想法，乙有乙的构思，丙又有丙的细节描绘，如此“想象的情况”，不但二审可以打初审的耳刮子，三审照样可以打二审的耳刮子，并且如果有个十审八审，照样可以被各审想象力丰富的法官，想象出十种八种不同的情节，打...	
001.从《中央日报》捧杀人犯说起.txt	21	想象				为什么会一次“杀人”，却出现“罗生门”式的两种情况来了呢？究其原因，就是毛病出在判案不根据“证据”而根据“想象”，法官不东奔西走的找证据，却去天南地北的想情节，这种做法，写武侠小说可以，判别人死刑却万万不能。因为根据的是“想象”，所以甲有甲的想法，乙有乙的构思，丙又有丙的细节描绘，如此“想象的情况”，不但二审可以打初审的耳刮子，三审照样可以打二审的耳刮子，并且如果有个十审八审，照样可以被各审想象力丰富的法官，想象出十种八种不同的情节，打...	
001.从《中央日报》捧杀人犯说起.txt	21	想象				为什么会一次“杀人”，却出现“罗生门”式的两种情况来了呢？究其原因，就是毛病出在判案不根据“证据”而根据“想象”，法官不东奔西走的找证据，却去天南地北的想情节，这种做法，写武侠小说可以，判别人死刑却万万不能。因为根据的是“想象”，所以甲有甲的想法，乙有乙的构思，丙又有丙的细节描绘，如此“想象的情况”，不但二审可以打初审的耳刮子，三审照样可以打二审的耳刮子，并且如果有个十审八审，照样可以被各审想象力丰富的法官，想象出十种八种不同的情节，打...	
001.从《中央日报》捧杀人犯说起.txt	21	想象的情况				为什么会一次“杀人”，却出现“罗生门”式的两种情况来了呢？究其原因，就是毛病出在判案不根据“证据”而根据“想象”，法官不东奔西走的找证据，却去天南地北的想情节，这种做法，写武侠小说可以，判别人死刑却万万不能。因为根据的是“想象”，所以甲有甲的想法，乙有乙的构思，丙又有丙的细节描绘，如此“想象的情况”，不但二审可以打初审的耳刮子，三审照样可以打二审的耳刮子，并且如果有个十审八审，照样可以被各审想象力丰富的法官，想象出十种八种不同的情节，打...	
001.从《中央日报》捧杀人犯说起.txt	21	万死难逃				为什么会一次“杀人”，却出现“罗生门”式的两种情况来了呢？究其原因，就是毛病出在判案不根据“证据”而根据“想象”，法官不东奔西走的找证据，却去天南地北的想情节，这种做法，写武侠小说可以，判别人死刑却万万不能。因为根据的是“想象”，所以甲有甲的想法，乙有乙的构思，丙又有丙的细节描绘，如此“想象的情况”，不但二审可以打初审的耳刮子，三审照样可以打二审的耳刮子，并且如果有个十审八审，照样可以被各审想象力丰富的法官，想象出十种八种不同的情节，打...	
001.从《中央日报》捧杀人犯说起.txt	23	诛				我这篇文章的意思，绝不说刘堂坤是凶手或不是凶手，我只是指出，不管刘堂坤是不是凶手，判他的罪，没有证据是不行的，不像样的证据也是不行的。我们要“诛”刘堂坤，不能“以意诛之”或“心诛”，我们要根据铁证才能“诛”他。不管诛不诛，我提议刘堂坤下辈子最好去当法官，而法官们下辈子最好去写武侠，如此各适其位，则天下太平，必当不远矣！	
001.从《中央日报》捧杀人犯说起.txt	23	以意诛之				我这篇文章的意思，绝不说刘堂坤是凶手或不是凶手，我只是指出，不管刘堂坤是不是凶手，判他的罪，没有证据是不行的，不像样的证据也是不行的。我们要“诛”刘堂坤，不能“以意诛之”或“心诛”，我们要根据铁证才能“诛”他。不管诛不诛，我提议刘堂坤下辈子最好去当法官，而法官们下辈子最好去写武侠，如此各适其位，则天下太平，必当不远矣！	
001.从《中央日报》捧杀人犯说起.txt	23	心诛				我这篇文章的意思，绝不说刘堂坤是凶手或不是凶手，我只是指出，不管刘堂坤是不是凶手，判他的罪，没有证据是不行的，不像样的证据也是不行的。我们要“诛”刘堂坤，不能“以意诛之”或“心诛”，我们要根据铁证才能“诛”他。不管诛不诛，我提议刘堂坤下辈子最好去当法官，而法官们下辈子最好去写武侠，如此各适其位，则天下太平，必当不远矣！	
001.从《中央日报》捧杀人犯说起.txt	23	诛				我这篇文章的意思，绝不说刘堂坤是凶手或不是凶手，我只是指出，不管刘堂坤是不是凶手，判他的罪，没有证据是不行的，不像样的证据也是不行的。我们要“诛”刘堂坤，不能“以意诛之”或“心诛”，我们要根据铁证才能“诛”他。不管诛不诛，我提议刘堂坤下辈子最好去当法官，而法官们下辈子最好去写武侠，如此各适其位，则天下太平，必当不远矣！	
002.只许我中央，不许你中央.txt	3	大有为政府		political-context		1946年9月24日，“大有为政府”制造出一种“标准法”一共九条，第1条说：“本法所称标准，系依标准制定程序，所制定全国共同遵守之国家标准。”第3条说：“经济部设中央标准局，掌理全国各种标准事宜。”第5条说：“凡适合标准之产品及方法，呈经中央标准局审查合格后，加正字标记，以资识别。”这是积极方面的法律；“大有为政府”又制造出一种“商标法”，第37条说：“相同或近似于正字标记”的“商标图样”，“不得申请注册”。这是消极方面的法律。于是，就...	
002.只许我中央，不许你中央.txt	3	标准法		political-context		1946年9月24日，“大有为政府”制造出一种“标准法”一共九条，第1条说：“本法所称标准，系依标准制定程序，所制定全国共同遵守之国家标准。”第3条说：“经济部设中央标准局，掌理全国各种标准事宜。”第5条说：“凡适合标准之产品及方法，呈经中央标准局审查合格后，加正字标记，以资识别。”这是积极方面的法律；“大有为政府”又制造出一种“商标法”，第37条说：“相同或近似于正字标记”的“商标图样”，“不得申请注册”。这是消极方面的法律。于是，就...	
002.只许我中央，不许你中央.txt	3	本法所称标准，系依标准制定程序，所制定全国共同遵守之国家标准。		political-context		1946年9月24日，“大有为政府”制造出一种“标准法”一共九条，第1条说：“本法所称标准，系依标准制定程序，所制定全国共同遵守之国家标准。”第3条说：“经济部设中央标准局，掌理全国各种标准事宜。”第5条说：“凡适合标准之产品及方法，呈经中央标准局审查合格后，加正字标记，以资识别。”这是积极方面的法律；“大有为政府”又制造出一种“商标法”，第37条说：“相同或近似于正字标记”的“商标图样”，“不得申请注册”。这是消极方面的法律。于是，就...	
002.只许我中央，不许你中央.txt	3	经济部设中央标准局，掌理全国各种标准事宜。		political-context		1946年9月24日，“大有为政府”制造出一种“标准法”一共九条，第1条说：“本法所称标准，系依标准制定程序，所制定全国共同遵守之国家标准。”第3条说：“经济部设中央标准局，掌理全国各种标准事宜。”第5条说：“凡适合标准之产品及方法，呈经中央标准局审查合格后，加正字标记，以资识别。”这是积极方面的法律；“大有为政府”又制造出一种“商标法”，第37条说：“相同或近似于正字标记”的“商标图样”，“不得申请注册”。这是消极方面的法律。于是，就...	
002.只许我中央，不许你中央.txt	3	凡适合标准之产品及方法，呈经中央标准局审查合格后，加正字标记，以资识别。		political-context		1946年9月24日，“大有为政府”制造出一种“标准法”一共九条，第1条说：“本法所称标准，系依标准制定程序，所制定全国共同遵守之国家标准。”第3条说：“经济部设中央标准局，掌理全国各种标准事宜。”第5条说：“凡适合标准之产品及方法，呈经中央标准局审查合格后，加正字标记，以资识别。”这是积极方面的法律；“大有为政府”又制造出一种“商标法”，第37条说：“相同或近似于正字标记”的“商标图样”，“不得申请注册”。这是消极方面的法律。于是，就...	
002.只许我中央，不许你中央.txt	3	大有为政府		political-context		1946年9月24日，“大有为政府”制造出一种“标准法”一共九条，第1条说：“本法所称标准，系依标准制定程序，所制定全国共同遵守之国家标准。”第3条说：“经济部设中央标准局，掌理全国各种标准事宜。”第5条说：“凡适合标准之产品及方法，呈经中央标准局审查合格后，加正字标记，以资识别。”这是积极方面的法律；“大有为政府”又制造出一种“商标法”，第37条说：“相同或近似于正字标记”的“商标图样”，“不得申请注册”。这是消极方面的法律。于是，就...	
002.只许我中央，不许你中央.txt	3	商标法		political-context		1946年9月24日，“大有为政府”制造出一种“标准法”一共九条，第1条说：“本法所称标准，系依标准制定程序，所制定全国共同遵守之国家标准。”第3条说：“经济部设中央标准局，掌理全国各种标准事宜。”第5条说：“凡适合标准之产品及方法，呈经中央标准局审查合格后，加正字标记，以资识别。”这是积极方面的法律；“大有为政府”又制造出一种“商标法”，第37条说：“相同或近似于正字标记”的“商标图样”，“不得申请注册”。这是消极方面的法律。于是，就...	
002.只许我中央，不许你中央.txt	3	相同或近似于正字标记		political-context		1946年9月24日，“大有为政府”制造出一种“标准法”一共九条，第1条说：“本法所称标准，系依标准制定程序，所制定全国共同遵守之国家标准。”第3条说：“经济部设中央标准局，掌理全国各种标准事宜。”第5条说：“凡适合标准之产品及方法，呈经中央标准局审查合格后，加正字标记，以资识别。”这是积极方面的法律；“大有为政府”又制造出一种“商标法”，第37条说：“相同或近似于正字标记”的“商标图样”，“不得申请注册”。这是消极方面的法律。于是，就...	
002.只许我中央，不许你中央.txt	3	商标图样		political-context		1946年9月24日，“大有为政府”制造出一种“标准法”一共九条，第1条说：“本法所称标准，系依标准制定程序，所制定全国共同遵守之国家标准。”第3条说：“经济部设中央标准局，掌理全国各种标准事宜。”第5条说：“凡适合标准之产品及方法，呈经中央标准局审查合格后，加正字标记，以资识别。”这是积极方面的法律；“大有为政府”又制造出一种“商标法”，第37条说：“相同或近似于正字标记”的“商标图样”，“不得申请注册”。这是消极方面的法律。于是，就...	
002.只许我中央，不许你中央.txt	3	不得申请注册		political-context		1946年9月24日，“大有为政府”制造出一种“标准法”一共九条，第1条说：“本法所称标准，系依标准制定程序，所制定全国共同遵守之国家标准。”第3条说：“经济部设中央标准局，掌理全国各种标准事宜。”第5条说：“凡适合标准之产品及方法，呈经中央标准局审查合格后，加正字标记，以资识别。”这是积极方面的法律；“大有为政府”又制造出一种“商标法”，第37条说：“相同或近似于正字标记”的“商标图样”，“不得申请注册”。这是消极方面的法律。于是，就...	
002.只许我中央，不许你中央.txt	3	围标		political-context		1946年9月24日，“大有为政府”制造出一种“标准法”一共九条，第1条说：“本法所称标准，系依标准制定程序，所制定全国共同遵守之国家标准。”第3条说：“经济部设中央标准局，掌理全国各种标准事宜。”第5条说：“凡适合标准之产品及方法，呈经中央标准局审查合格后，加正字标记，以资识别。”这是积极方面的法律；“大有为政府”又制造出一种“商标法”，第37条说：“相同或近似于正字标记”的“商标图样”，“不得申请注册”。这是消极方面的法律。于是，就...	
002.只许我中央，不许你中央.txt	5	中央党部		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	5	中央通讯社		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	5	中央银行		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	5	中央信托局		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	5	中央文物供应社		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	5	只许我中央，不许你中央		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	5	中央妇产医院		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	5	中泱妇产医院		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	5	中央开放医院		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	5	中山纪念医院		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	5	中央		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	5	政标		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	5	政		political-context		正字标记的主人是中央标准局，可见中央级比正字级高级，一变成中央标准，自然就大显赫特显赫，“中央党部”也、《中央日报》也、“中央通讯社”也、“中央银行”也、“中央信托局”也、“中央文物供应社”也……中央先就抢先一步，神气活现起来。神气活现之余，首先就推出“只许我中央，不许你中央”的霸道作风：台北中山北路的一家“中央妇产医院”，被勒令改名，该医院无法，只好改名叫“中泱妇产医院”；仁爱路这边的“中央开放医院”，也被勒令改名，该医院是财阀办的，...	
002.只许我中央，不许你中央.txt	7	政		political-context		有了“政”字标记的大权在握者，他们自然要发号施令，“制定全国共同遵守之国家标准”，当然这也是“制定全国共同遵守之‘一家标准’”的冠冕表达法，想想看，要由政府衙门来盖正字戳子的，要由“中央标准局”来验明正身的，这样子的产品，又怎样能和“中央”不配合呢？	
002.只许我中央，不许你中央.txt	7	制定全国共同遵守之国家标准		political-context		有了“政”字标记的大权在握者，他们自然要发号施令，“制定全国共同遵守之国家标准”，当然这也是“制定全国共同遵守之‘一家标准’”的冠冕表达法，想想看，要由政府衙门来盖正字戳子的，要由“中央标准局”来验明正身的，这样子的产品，又怎样能和“中央”不配合呢？	
002.只许我中央，不许你中央.txt	7	制定全国共同遵守之‘一家标准’		political-context		有了“政”字标记的大权在握者，他们自然要发号施令，“制定全国共同遵守之国家标准”，当然这也是“制定全国共同遵守之‘一家标准’”的冠冕表达法，想想看，要由政府衙门来盖正字戳子的，要由“中央标准局”来验明正身的，这样子的产品，又怎样能和“中央”不配合呢？	
002.只许我中央，不许你中央.txt	7	中央标准局		political-context		有了“政”字标记的大权在握者，他们自然要发号施令，“制定全国共同遵守之国家标准”，当然这也是“制定全国共同遵守之‘一家标准’”的冠冕表达法，想想看，要由政府衙门来盖正字戳子的，要由“中央标准局”来验明正身的，这样子的产品，又怎样能和“中央”不配合呢？	
