score	file	line	text	reasons	context
12	003.第二部——1961（黄花岗50年后）.txt	875	这副对联的书法，比郑孝胥的差远了，讲书法，革命党赶不上保皇党。	known-pattern,literary-context,punctuated,political-context	“这副对联的书法，比郑孝胥的差远了，讲书法，革命党赶不上保皇党。”
12	004.第三部——1963（黄花岗52年后）.txt	95	我认识一个士官，姓屠，不是老士官而是小士官，他十二岁时候，在家乡没饭吃，就混到军队里做小小兵，因为聪明伶俐，认识了不少字，又混进了国防部总政治部的文职单位，三十出头后，实在忍不住了，想退伍，买通军医想办法，军医暗中帮他动手术，切掉左手两个指头，以车祸伤残报告上去，才得以退伍，多么凄惨啊。我每次看到他那红红的掌上断痕，就很难过。古代的诗人写人民为了逃避兵役，偷偷弄断胳臂自残；现代人进步了，只要切下手指就行了。	known-pattern,literary-context,punctuated,political-context	“我认识一个士官，姓屠，不是老士官而是小士官，他十二岁时候，在家乡没饭吃，就混到军队里做小小兵，因为聪明伶俐，认识了不少字，又混进了国防部总政治部的文职单位，三十出头后，实在忍不住了，想退伍，买通军医想办法，军医暗中帮他动手术，切掉左手两个指头，以车祸伤残报告上去，才得以退伍，多么凄惨啊。我每次看到他那红红的掌上断痕，就很难过。古代的诗人写人民为了逃避兵役，偷偷弄断胳臂自残；现代人进步了，只要切下手指就行了。”
12	004.第三部——1963（黄花岗52年后）.txt	705	第四连的屁股这么多，你筒不完。	known-pattern,literary-context,punctuated,political-context	男色问题也有所闻，“筒屁股”（鸡奸）一词且成日常用语。下山打靶，第六连偷走我们的机枪靶，我越河索回，他们一个排长老羞成怒，破口大骂：“筒你们第四连的屁股！”我的排附是老士官，挺身和他理论，我笑着说：“第四连的屁股这么多，你筒不完。”大家大笑。军中有好男色的军官士官，阿兵哥就大倒其霉。第五连一个军官最好此道：理论是“三扁不如一圆，肏屁股等于过年”。“扁”者指女人生殖器、“圆」”者指男人屁眼也。有一次他向我抱怨：“以前步兵排两个传令兵，现在只有一个了。”我打趣他说：“屁股不够用了。”
12	004.第三部——1963（黄花岗52年后）.txt	705	以前步兵排两个传令兵，现在只有一个了。	known-pattern,literary-context,punctuated,political-context	男色问题也有所闻，“筒屁股”（鸡奸）一词且成日常用语。下山打靶，第六连偷走我们的机枪靶，我越河索回，他们一个排长老羞成怒，破口大骂：“筒你们第四连的屁股！”我的排附是老士官，挺身和他理论，我笑着说：“第四连的屁股这么多，你筒不完。”大家大笑。军中有好男色的军官士官，阿兵哥就大倒其霉。第五连一个军官最好此道：理论是“三扁不如一圆，肏屁股等于过年”。“扁”者指女人生殖器、“圆」”者指男人屁眼也。有一次他向我抱怨：“以前步兵排两个传令兵，现在只有一个了。”我打趣他说：“屁股不够用了。”
12	006.第五部——2002（黄花岗91年后）.txt	21	五年后，闽人当思我。	known-pattern,literary-context,punctuated,political-context	首先给人的印象是，这真是一座神秘的坟！它四边以巨石为垒，中间又以巨石凸堆成半个圆球，砌成主坟，看来结实无比，不像个坟，倒像个碉堡。坟前有一矮碑，上刻“陈公退素之墓”六个大字，书法隶中带颜，亦少俗气。报上说这块墓地风水上属于“蛇穴”，蛇头是当地陈姓家族祖先合葬的地方，陈仪之墓则位于蛇腹的部位。风水师强调，人站立时以双腿最有力，躺下时则是呼吸系统最旺盛，而蛇以腹爬行，虽不若蛇头综观全局，但其气息却是绵延流长、有利子孙。又说墓地刚好占住“财位”，加上刻意避开蛇头肃杀的霸气，应属“调珠宝”的格局，有利子孙“坐拥财富”。这些风水鬼话，林光烈完全不信。林光烈从陈仪墓上，遥望观音山主峰、遥望公墓的天坛顶式纳骨塔，别有所思。陈仪一生清廉，他在台湾做“总督”时，他的日本贵族出身的太太，每天要提菜篮亲去市场买菜。他们膝下无儿女，只过继了哥哥的一个女儿。妻女后来都留在大陆，穷困不堪。他的日本太太甚至要出售陈仪的上将军装，以换温饱，后为中共当局得知，酌予救济。以这样空前绝后的遭遇，还说有利子孙“坐拥财富”，妖妄之言，真是滑稽。在坟旁边，林光烈遥想墓中人当年的叱咤风云、遥想他的正气霸气、遥想他的敢做敢当、遥想他的舍生取义、遥想他的视死如归……觉得他真...
12	006.第五部——2002（黄花岗91年后）.txt	323	孤臣是被皇上疏远的臣、孽子是姨太太生的儿子。本来‘孤臣孽子’不是什么好字眼，后来发生词变，变成正经八百的字眼了。其实蒋介石的天下没有‘孤臣孽子’可言，他传下来的都是佞幸。没有资格称为‘孤臣孽子’。	known-pattern,literary-context,punctuated,political-context	“孤臣是被皇上疏远的臣、孽子是姨太太生的儿子。本来‘孤臣孽子’不是什么好字眼，后来发生词变，变成正经八百的字眼了。其实蒋介石的天下没有‘孤臣孽子’可言，他传下来的都是佞幸。没有资格称为‘孤臣孽子’。”
12	007.第六部——2011（黄花岗百年后）.txt	57	牌位，牌位象征的是什么？让我告诉你，牌位就是中国古文字中的‘且’字，就是鸡巴造型。古人生殖器崇拜，就崇拜起鸡巴来了。慎终追远，就崇拜起祖宗的鸡巴来了。并且，为了鸡巴的需要，就出现‘且’字在旁的‘祖’字、祖宗的‘祖’字，就是崇拜老祖宗的鸡巴。所以呀，每个‘且’字，就是每个翘起来的鸡巴，翘起来干什么，射精呀，传宗接代呀！	known-pattern,literary-context,punctuated,political-context	“牌位，牌位象征的是什么？让我告诉你，牌位就是中国古文字中的‘且’字，就是鸡巴造型。古人生殖器崇拜，就崇拜起鸡巴来了。慎终追远，就崇拜起祖宗的鸡巴来了。并且，为了鸡巴的需要，就出现‘且’字在旁的‘祖’字、祖宗的‘祖’字，就是崇拜老祖宗的鸡巴。所以呀，每个‘且’字，就是每个翘起来的鸡巴，翘起来干什么，射精呀，传宗接代呀！”
12	007.第六部——2011（黄花岗百年后）.txt	317	台湾这边吹牛，说他们延续了中国文化。延续的，就是这种村妇的中国文化。老子庄子孔子孟子要气死了。	known-pattern,literary-context,punctuated,political-context	“台湾这边吹牛，说他们延续了中国文化。延续的，就是这种村妇的中国文化。老子庄子孔子孟子要气死了。”
11	002.第一部——1949（黄花岗38年后）.txt	47	缔造民国七十二烈士纪功坊	known-pattern,literary-context,chinese-compact,political-context	大官人兴趣来了。那是一行从右到左的十二字小篆，写得回肠荡气、功力超凡。写它的“章炳麟”，不是别人，就是“中华民国”四字招牌的定型者章太炎。章太炎为革命而坐牢、而亡命、而逐出师门，最后，“中华民国”成立了，但是，袁大总统的鹰犬爪牙软禁他、孙大总统的徒子徒孙通缉他，敌友江湖，正反显出的，是一片嘶喊与寥落。1920年，当他写下“缔造民国七十二烈士纪功坊”的时候，他已隐然在目、憬然在心，知道他定型的民国已经命途多舛。革命、革命，革命似乎被巧取了、豪夺了、偷走了。“中华民国”只是一片魂幡。章太炎曾写对联痛斥那偷走革命的国民党和不够资格成为首都的南京，对联是：
11	002.第一部——1949（黄花岗38年后）.txt	47	中华民国	known-pattern,literary-context,chinese-compact,political-context	大官人兴趣来了。那是一行从右到左的十二字小篆，写得回肠荡气、功力超凡。写它的“章炳麟”，不是别人，就是“中华民国”四字招牌的定型者章太炎。章太炎为革命而坐牢、而亡命、而逐出师门，最后，“中华民国”成立了，但是，袁大总统的鹰犬爪牙软禁他、孙大总统的徒子徒孙通缉他，敌友江湖，正反显出的，是一片嘶喊与寥落。1920年，当他写下“缔造民国七十二烈士纪功坊”的时候，他已隐然在目、憬然在心，知道他定型的民国已经命途多舛。革命、革命，革命似乎被巧取了、豪夺了、偷走了。“中华民国”只是一片魂幡。章太炎曾写对联痛斥那偷走革命的国民党和不够资格成为首都的南京，对联是：
11	002.第一部——1949（黄花岗38年后）.txt	47	中华民国	known-pattern,literary-context,chinese-compact,political-context	大官人兴趣来了。那是一行从右到左的十二字小篆，写得回肠荡气、功力超凡。写它的“章炳麟”，不是别人，就是“中华民国”四字招牌的定型者章太炎。章太炎为革命而坐牢、而亡命、而逐出师门，最后，“中华民国”成立了，但是，袁大总统的鹰犬爪牙软禁他、孙大总统的徒子徒孙通缉他，敌友江湖，正反显出的，是一片嘶喊与寥落。1920年，当他写下“缔造民国七十二烈士纪功坊”的时候，他已隐然在目、憬然在心，知道他定型的民国已经命途多舛。革命、革命，革命似乎被巧取了、豪夺了、偷走了。“中华民国”只是一片魂幡。章太炎曾写对联痛斥那偷走革命的国民党和不够资格成为首都的南京，对联是：
11	002.第一部——1949（黄花岗38年后）.txt	47	中华民国	known-pattern,literary-context,chinese-compact,political-context	大官人兴趣来了。那是一行从右到左的十二字小篆，写得回肠荡气、功力超凡。写它的“章炳麟”，不是别人，就是“中华民国”四字招牌的定型者章太炎。章太炎为革命而坐牢、而亡命、而逐出师门，最后，“中华民国”成立了，但是，袁大总统的鹰犬爪牙软禁他、孙大总统的徒子徒孙通缉他，敌友江湖，正反显出的，是一片嘶喊与寥落。1920年，当他写下“缔造民国七十二烈士纪功坊”的时候，他已隐然在目、憬然在心，知道他定型的民国已经命途多舛。革命、革命，革命似乎被巧取了、豪夺了、偷走了。“中华民国”只是一片魂幡。章太炎曾写对联痛斥那偷走革命的国民党和不够资格成为首都的南京，对联是：
11	004.第三部——1963（黄花岗52年后）.txt	705	筒你们第四连的屁股！	known-pattern,literary-context,chinese-compact,political-context	男色问题也有所闻，“筒屁股”（鸡奸）一词且成日常用语。下山打靶，第六连偷走我们的机枪靶，我越河索回，他们一个排长老羞成怒，破口大骂：“筒你们第四连的屁股！”我的排附是老士官，挺身和他理论，我笑着说：“第四连的屁股这么多，你筒不完。”大家大笑。军中有好男色的军官士官，阿兵哥就大倒其霉。第五连一个军官最好此道：理论是“三扁不如一圆，肏屁股等于过年”。“扁”者指女人生殖器、“圆」”者指男人屁眼也。有一次他向我抱怨：“以前步兵排两个传令兵，现在只有一个了。”我打趣他说：“屁股不够用了。”
11	006.第五部——2002（黄花岗91年后）.txt	21	陈公退素之墓	known-pattern,literary-context,chinese-compact,political-context	首先给人的印象是，这真是一座神秘的坟！它四边以巨石为垒，中间又以巨石凸堆成半个圆球，砌成主坟，看来结实无比，不像个坟，倒像个碉堡。坟前有一矮碑，上刻“陈公退素之墓”六个大字，书法隶中带颜，亦少俗气。报上说这块墓地风水上属于“蛇穴”，蛇头是当地陈姓家族祖先合葬的地方，陈仪之墓则位于蛇腹的部位。风水师强调，人站立时以双腿最有力，躺下时则是呼吸系统最旺盛，而蛇以腹爬行，虽不若蛇头综观全局，但其气息却是绵延流长、有利子孙。又说墓地刚好占住“财位”，加上刻意避开蛇头肃杀的霸气，应属“调珠宝”的格局，有利子孙“坐拥财富”。这些风水鬼话，林光烈完全不信。林光烈从陈仪墓上，遥望观音山主峰、遥望公墓的天坛顶式纳骨塔，别有所思。陈仪一生清廉，他在台湾做“总督”时，他的日本贵族出身的太太，每天要提菜篮亲去市场买菜。他们膝下无儿女，只过继了哥哥的一个女儿。妻女后来都留在大陆，穷困不堪。他的日本太太甚至要出售陈仪的上将军装，以换温饱，后为中共当局得知，酌予救济。以这样空前绝后的遭遇，还说有利子孙“坐拥财富”，妖妄之言，真是滑稽。在坟旁边，林光烈遥想墓中人当年的叱咤风云、遥想他的正气霸气、遥想他的敢做敢当、遥想他的舍生取义、遥想他的视死如归……觉得他真...
11	006.第五部——2002（黄花岗91年后）.txt	21	其犹龙乎？	known-pattern,literary-context,chinese-compact,political-context	首先给人的印象是，这真是一座神秘的坟！它四边以巨石为垒，中间又以巨石凸堆成半个圆球，砌成主坟，看来结实无比，不像个坟，倒像个碉堡。坟前有一矮碑，上刻“陈公退素之墓”六个大字，书法隶中带颜，亦少俗气。报上说这块墓地风水上属于“蛇穴”，蛇头是当地陈姓家族祖先合葬的地方，陈仪之墓则位于蛇腹的部位。风水师强调，人站立时以双腿最有力，躺下时则是呼吸系统最旺盛，而蛇以腹爬行，虽不若蛇头综观全局，但其气息却是绵延流长、有利子孙。又说墓地刚好占住“财位”，加上刻意避开蛇头肃杀的霸气，应属“调珠宝”的格局，有利子孙“坐拥财富”。这些风水鬼话，林光烈完全不信。林光烈从陈仪墓上，遥望观音山主峰、遥望公墓的天坛顶式纳骨塔，别有所思。陈仪一生清廉，他在台湾做“总督”时，他的日本贵族出身的太太，每天要提菜篮亲去市场买菜。他们膝下无儿女，只过继了哥哥的一个女儿。妻女后来都留在大陆，穷困不堪。他的日本太太甚至要出售陈仪的上将军装，以换温饱，后为中共当局得知，酌予救济。以这样空前绝后的遭遇，还说有利子孙“坐拥财富”，妖妄之言，真是滑稽。在坟旁边，林光烈遥想墓中人当年的叱咤风云、遥想他的正气霸气、遥想他的敢做敢当、遥想他的舍生取义、遥想他的视死如归……觉得他真...
11	006.第五部——2002（黄花岗91年后）.txt	21	坐拥财富	known-pattern,literary-context,chinese-compact,political-context	首先给人的印象是，这真是一座神秘的坟！它四边以巨石为垒，中间又以巨石凸堆成半个圆球，砌成主坟，看来结实无比，不像个坟，倒像个碉堡。坟前有一矮碑，上刻“陈公退素之墓”六个大字，书法隶中带颜，亦少俗气。报上说这块墓地风水上属于“蛇穴”，蛇头是当地陈姓家族祖先合葬的地方，陈仪之墓则位于蛇腹的部位。风水师强调，人站立时以双腿最有力，躺下时则是呼吸系统最旺盛，而蛇以腹爬行，虽不若蛇头综观全局，但其气息却是绵延流长、有利子孙。又说墓地刚好占住“财位”，加上刻意避开蛇头肃杀的霸气，应属“调珠宝”的格局，有利子孙“坐拥财富”。这些风水鬼话，林光烈完全不信。林光烈从陈仪墓上，遥望观音山主峰、遥望公墓的天坛顶式纳骨塔，别有所思。陈仪一生清廉，他在台湾做“总督”时，他的日本贵族出身的太太，每天要提菜篮亲去市场买菜。他们膝下无儿女，只过继了哥哥的一个女儿。妻女后来都留在大陆，穷困不堪。他的日本太太甚至要出售陈仪的上将军装，以换温饱，后为中共当局得知，酌予救济。以这样空前绝后的遭遇，还说有利子孙“坐拥财富”，妖妄之言，真是滑稽。在坟旁边，林光烈遥想墓中人当年的叱咤风云、遥想他的正气霸气、遥想他的敢做敢当、遥想他的舍生取义、遥想他的视死如归……觉得他真...
11	006.第五部——2002（黄花岗91年后）.txt	21	坐拥财富	known-pattern,literary-context,chinese-compact,political-context	首先给人的印象是，这真是一座神秘的坟！它四边以巨石为垒，中间又以巨石凸堆成半个圆球，砌成主坟，看来结实无比，不像个坟，倒像个碉堡。坟前有一矮碑，上刻“陈公退素之墓”六个大字，书法隶中带颜，亦少俗气。报上说这块墓地风水上属于“蛇穴”，蛇头是当地陈姓家族祖先合葬的地方，陈仪之墓则位于蛇腹的部位。风水师强调，人站立时以双腿最有力，躺下时则是呼吸系统最旺盛，而蛇以腹爬行，虽不若蛇头综观全局，但其气息却是绵延流长、有利子孙。又说墓地刚好占住“财位”，加上刻意避开蛇头肃杀的霸气，应属“调珠宝”的格局，有利子孙“坐拥财富”。这些风水鬼话，林光烈完全不信。林光烈从陈仪墓上，遥望观音山主峰、遥望公墓的天坛顶式纳骨塔，别有所思。陈仪一生清廉，他在台湾做“总督”时，他的日本贵族出身的太太，每天要提菜篮亲去市场买菜。他们膝下无儿女，只过继了哥哥的一个女儿。妻女后来都留在大陆，穷困不堪。他的日本太太甚至要出售陈仪的上将军装，以换温饱，后为中共当局得知，酌予救济。以这样空前绝后的遭遇，还说有利子孙“坐拥财富”，妖妄之言，真是滑稽。在坟旁边，林光烈遥想墓中人当年的叱咤风云、遥想他的正气霸气、遥想他的敢做敢当、遥想他的舍生取义、遥想他的视死如归……觉得他真...
10	002.第一部——1949（黄花岗38年后）.txt	47	章炳麟	known-pattern,literary-context,political-context	大官人兴趣来了。那是一行从右到左的十二字小篆，写得回肠荡气、功力超凡。写它的“章炳麟”，不是别人，就是“中华民国”四字招牌的定型者章太炎。章太炎为革命而坐牢、而亡命、而逐出师门，最后，“中华民国”成立了，但是，袁大总统的鹰犬爪牙软禁他、孙大总统的徒子徒孙通缉他，敌友江湖，正反显出的，是一片嘶喊与寥落。1920年，当他写下“缔造民国七十二烈士纪功坊”的时候，他已隐然在目、憬然在心，知道他定型的民国已经命途多舛。革命、革命，革命似乎被巧取了、豪夺了、偷走了。“中华民国”只是一片魂幡。章太炎曾写对联痛斥那偷走革命的国民党和不够资格成为首都的南京，对联是：
10	004.第三部——1963（黄花岗52年后）.txt	705	扁	known-pattern,literary-context,political-context	男色问题也有所闻，“筒屁股”（鸡奸）一词且成日常用语。下山打靶，第六连偷走我们的机枪靶，我越河索回，他们一个排长老羞成怒，破口大骂：“筒你们第四连的屁股！”我的排附是老士官，挺身和他理论，我笑着说：“第四连的屁股这么多，你筒不完。”大家大笑。军中有好男色的军官士官，阿兵哥就大倒其霉。第五连一个军官最好此道：理论是“三扁不如一圆，肏屁股等于过年”。“扁”者指女人生殖器、“圆」”者指男人屁眼也。有一次他向我抱怨：“以前步兵排两个传令兵，现在只有一个了。”我打趣他说：“屁股不够用了。”
10	004.第三部——1963（黄花岗52年后）.txt	705	屁股不够用了。	known-pattern,literary-context,political-context	男色问题也有所闻，“筒屁股”（鸡奸）一词且成日常用语。下山打靶，第六连偷走我们的机枪靶，我越河索回，他们一个排长老羞成怒，破口大骂：“筒你们第四连的屁股！”我的排附是老士官，挺身和他理论，我笑着说：“第四连的屁股这么多，你筒不完。”大家大笑。军中有好男色的军官士官，阿兵哥就大倒其霉。第五连一个军官最好此道：理论是“三扁不如一圆，肏屁股等于过年”。“扁”者指女人生殖器、“圆」”者指男人屁眼也。有一次他向我抱怨：“以前步兵排两个传令兵，现在只有一个了。”我打趣他说：“屁股不够用了。”
10	004.第三部——1963（黄花岗52年后）.txt	705	筒屁股	known-pattern,literary-context,political-context	男色问题也有所闻，“筒屁股”（鸡奸）一词且成日常用语。下山打靶，第六连偷走我们的机枪靶，我越河索回，他们一个排长老羞成怒，破口大骂：“筒你们第四连的屁股！”我的排附是老士官，挺身和他理论，我笑着说：“第四连的屁股这么多，你筒不完。”大家大笑。军中有好男色的军官士官，阿兵哥就大倒其霉。第五连一个军官最好此道：理论是“三扁不如一圆，肏屁股等于过年”。“扁”者指女人生殖器、“圆」”者指男人屁眼也。有一次他向我抱怨：“以前步兵排两个传令兵，现在只有一个了。”我打趣他说：“屁股不够用了。”
10	004.第三部——1963（黄花岗52年后）.txt	705	圆」	known-pattern,literary-context,political-context	男色问题也有所闻，“筒屁股”（鸡奸）一词且成日常用语。下山打靶，第六连偷走我们的机枪靶，我越河索回，他们一个排长老羞成怒，破口大骂：“筒你们第四连的屁股！”我的排附是老士官，挺身和他理论，我笑着说：“第四连的屁股这么多，你筒不完。”大家大笑。军中有好男色的军官士官，阿兵哥就大倒其霉。第五连一个军官最好此道：理论是“三扁不如一圆，肏屁股等于过年”。“扁”者指女人生殖器、“圆」”者指男人屁眼也。有一次他向我抱怨：“以前步兵排两个传令兵，现在只有一个了。”我打趣他说：“屁股不够用了。”
10	006.第五部——2002（黄花岗91年后）.txt	21	财位	known-pattern,literary-context,political-context	首先给人的印象是，这真是一座神秘的坟！它四边以巨石为垒，中间又以巨石凸堆成半个圆球，砌成主坟，看来结实无比，不像个坟，倒像个碉堡。坟前有一矮碑，上刻“陈公退素之墓”六个大字，书法隶中带颜，亦少俗气。报上说这块墓地风水上属于“蛇穴”，蛇头是当地陈姓家族祖先合葬的地方，陈仪之墓则位于蛇腹的部位。风水师强调，人站立时以双腿最有力，躺下时则是呼吸系统最旺盛，而蛇以腹爬行，虽不若蛇头综观全局，但其气息却是绵延流长、有利子孙。又说墓地刚好占住“财位”，加上刻意避开蛇头肃杀的霸气，应属“调珠宝”的格局，有利子孙“坐拥财富”。这些风水鬼话，林光烈完全不信。林光烈从陈仪墓上，遥望观音山主峰、遥望公墓的天坛顶式纳骨塔，别有所思。陈仪一生清廉，他在台湾做“总督”时，他的日本贵族出身的太太，每天要提菜篮亲去市场买菜。他们膝下无儿女，只过继了哥哥的一个女儿。妻女后来都留在大陆，穷困不堪。他的日本太太甚至要出售陈仪的上将军装，以换温饱，后为中共当局得知，酌予救济。以这样空前绝后的遭遇，还说有利子孙“坐拥财富”，妖妄之言，真是滑稽。在坟旁边，林光烈遥想墓中人当年的叱咤风云、遥想他的正气霸气、遥想他的敢做敢当、遥想他的舍生取义、遥想他的视死如归……觉得他真...
