id	source_file	line_start	line_end	present	political_hits	quote_text
LAJJCS-051	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	3	3	yes		含辛茹苦
LAJJCS-052	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	3	3	yes		青出于蓝
LAJJCS-053	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	27	27	yes		人生五味，全都尝过，复有何求？
LAJJCS-054	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	27	27	yes		荣华富贵于我如浮云
LAJJCS-055	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	43	43	yes		受人之托忠人之事
LAJJCS-056	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	45	45	yes		如数家珍
LAJJCS-057	018.许以祺苏州访施利聆纪实.txt	9	9	yes		今非昔比
LAJJCS-058	018.许以祺苏州访施利聆纪实.txt	9	9	yes		始终如一
LAJJCS-059	018.许以祺苏州访施利聆纪实.txt	9	9	yes		先礼后兵
LAJJCS-060	019.蒋家、孙家，何处是儿家？.txt	3	3	yes		何处是儿家？
LAJJCS-061	019.蒋家、孙家，何处是儿家？.txt	37	37	yes		大道之行也，天下为公，选贤与能，讲信修睦。故人不独亲其亲、不独子其子，使老有所终，壮有所用，幼有所长，矜寡孤独废疾者皆有所养，男有分，女有归。货恶其弃于地也，不必藏于己；力恶其不出于身也，不必为己。是故谋闭而不兴，盗窃乱贼而不作，故外户而不闭，是谓大同。
LAJJCS-062	019.蒋家、孙家，何处是儿家？.txt	47	47	yes		瞒天过海
LAJJCS-063	019.蒋家、孙家，何处是儿家？.txt	51	51	yes		乱七八糟
LAJJCS-064	020.论将军“私藏军火”.txt	13	13	yes		居无何，条侯子为父买工官尚方，甲楣五百被可以葬者。取庸苦之，不予钱。庸知其盗买县官器，怒而上变告子，事连汙条侯。书既闻上，上下吏。吏簿责条侯，条侯不对。景帝骂之曰：‘吾不用也！’召诣廷尉。廷尉责曰：‘君侯欲反邪？’亚夫曰：‘臣所买器，乃葬器也，何谓反邪？’吏曰：‘君侯纵不反地上，即欲反地下耳！’吏侵之益急。初，吏捕条侯，条侯欲自杀，夫人止之，以故不得死，遂入廷尉。因不食五日，呕血而死。国除。
LAJJCS-065	020.论将军“私藏军火”.txt	15	15	yes		兔死狗烹
LAJJCS-066	021.蒋孝文之死的失压意义.txt	3	3	yes		上（汉武帝）尝辇至郎署，见一老，髭须皓白，衣服不完。上曰：‘公何时为郎？何其老矣！’对曰：‘臣姓颜名驷，江都人也，文帝时为郎。’上曰：‘何不遇也？’驷曰：‘文帝好文，臣好武；景帝好老，臣又少；陛下好少，臣又老。是以三世不遇。’上感其言，拜为会稽都尉。
LAJJCS-067	021.蒋孝文之死的失压意义.txt	5	5	yes		三世不遇
LAJJCS-068	021.蒋孝文之死的失压意义.txt	7	7	yes		适逢其会
LAJJCS-069	021.蒋孝文之死的失压意义.txt	7	7	yes		与子偕老
LAJJCS-070	021.蒋孝文之死的失压意义.txt	9	9	yes		差可比拟
LAJJCS-071	021.蒋孝文之死的失压意义.txt	9	9	yes		适可而止
LAJJCS-072	021.蒋孝文之死的失压意义.txt	11	11	yes		此天之亡我，非战之罪也！
LAJJCS-073	021.蒋孝文之死的失压意义.txt	11	11	yes		花花太岁
LAJJCS-074	021.蒋孝文之死的失压意义.txt	11	11	yes		久压公等，但恨不见替人！
LAJJCS-075	021.蒋孝文之死的失压意义.txt	13	13	yes		砥柱中流
LAJJCS-076	022.蒋孝文死后二周年志庆.txt	7	7	yes		灰飞烟灭
LAJJCS-077	022.蒋孝文死后二周年志庆.txt	9	9	yes		去‘泰’，著‘皇’，采上古‘帝’位号，号曰‘皇帝’。他如议。……朕闻太古有号毋谥，中古有号，死而以行为谥。如此，则子议父、臣议君也，甚无谓，朕弗取焉。自今已来，除谥法。朕为始皇帝。后世以计数，二世、三世、至于万世，传之无穷。
LAJJCS-078	022.蒋孝文死后二周年志庆.txt	9	9	yes		昔者五帝地方千里，其外侯服夷服诸侯或朝或否，天子不能制。今陛下兴义兵、诛残贼、平定天下、海内为郡县、法令由一统，自上古以来未尝有、五帝所不及。臣等谨与博士议曰：‘古有天皇、有地皇、有泰皇、泰皇最贵。’臣等昧死上尊号，王为‘泰皇’、命为‘制’、令为‘诏’、天子自称曰‘朕’。
LAJJCS-079	022.蒋孝文死后二周年志庆.txt	11	11	yes		后世以计数，二世、三世、至于万世，传之无穷
LAJJCS-080	022.蒋孝文死后二周年志庆.txt	13	13	yes		史例斑斑
LAJJCS-081	022.蒋孝文死后二周年志庆.txt	13	13	yes		应运而生
LAJJCS-082	022.蒋孝文死后二周年志庆.txt	29	29	yes		后之览者，亦将有感于斯‘文’
LAJJCS-083	022.蒋孝文死后二周年志庆.txt	29	29	yes		九五之位
LAJJCS-084	022.蒋孝文死后二周年志庆.txt	29	29	yes		七上八下
LAJJCS-085	025.蒋孝武之死的失传意义.txt	19	19	yes		司马昭之心，路人皆知
LAJJCS-086	026.蒋孝武死后的妖妄佛事.txt	3	3	yes		不伦不类
LAJJCS-087	026.蒋孝武死后的妖妄佛事.txt	3	3	yes		莫名其妙
LAJJCS-088	026.蒋孝武死后的妖妄佛事.txt	3	3	yes		邪魔歪道
LAJJCS-089	026.蒋孝武死后的妖妄佛事.txt	9	9	yes		法力无边
LAJJCS-090	026.蒋孝武死后的妖妄佛事.txt	35	35	yes		三千弱水取一瓢
LAJJCS-091	027.给章孝慈上一课.txt	7	7	yes		美人如玉剑如虹
LAJJCS-092	027.给章孝慈上一课.txt	7	7	yes		奇货可居
LAJJCS-093	027.给章孝慈上一课.txt	7	7	yes		顺水人情
LAJJCS-094	027.给章孝慈上一课.txt	9	9	yes		脱颖而出
LAJJCS-095	027.给章孝慈上一课.txt	11	11	yes		鼻青眼肿
LAJJCS-096	027.给章孝慈上一课.txt	11	11	yes		光宗耀祖
LAJJCS-097	027.给章孝慈上一课.txt	11	11	yes		身败名裂
LAJJCS-098	027.给章孝慈上一课.txt	11	11	yes		终老学术，才是上智
LAJJCS-099	028.私生子与政治.txt	3	3	yes		事属寻常，本不足异
LAJJCS-100	028.私生子与政治.txt	5	5	yes		出人头地
LAJJCS-101	028.私生子与政治.txt	5	5	yes		一视同仁
LAJJCS-102	028.私生子与政治.txt	19	19	yes		妇人之仁
LAJJCS-103	028.私生子与政治.txt	19	19	yes		君子爱人以德
LAJJCS-104	029.蒋家杂碎.txt	15	15	yes		睁眼谎话
LAJJCS-105	029.蒋家杂碎.txt	17	17	yes		自欺而欺天下人
