id	source_file	line_start	line_end	present	political_hits	quote_text
LAJJGYJ-048	018.吴国桢口中的蒋氏父子（江南）.txt	175	175	yes		兵败如山倒
LAJJGYJ-049	018.吴国桢口中的蒋氏父子（江南）.txt	315	315	yes		水宽山远烟霞回，天澹云闲今古同。
LAJJGYJ-050	018.吴国桢口中的蒋氏父子（江南）.txt	367	367	yes		哀鸿遍野
LAJJGYJ-051	018.吴国桢口中的蒋氏父子（江南）.txt	367	367	yes		情急生智
LAJJGYJ-052	018.吴国桢口中的蒋氏父子（江南）.txt	419	419	yes		我最大的成功，就是，凡是我手下的人，都比我能干。
LAJJGYJ-053	018.吴国桢口中的蒋氏父子（江南）.txt	419	419	yes		知人善用
LAJJGYJ-054	018.吴国桢口中的蒋氏父子（江南）.txt	431	431	yes		一语中的
LAJJGYJ-055	018.吴国桢口中的蒋氏父子（江南）.txt	445	445	yes		上下交征利而国危矣
LAJJGYJ-056	019.蒋氏父子家庭生活（江南）.txt	29	29	yes		平步登天的终南捷径
LAJJGYJ-057	019.蒋氏父子家庭生活（江南）.txt	177	177	yes		大胆假设，小心求证
LAJJGYJ-058	019.蒋氏父子家庭生活（江南）.txt	185	185	yes		冷落异常，触景伤怀
LAJJGYJ-059	020.顾正秋、蒋经国、任显群的“三角习题”（先锋时代）.txt	15	15	yes		不羁之才
LAJJGYJ-060	020.顾正秋、蒋经国、任显群的“三角习题”（先锋时代）.txt	47	47	yes		绕梁三日
LAJJGYJ-061	020.顾正秋、蒋经国、任显群的“三角习题”（先锋时代）.txt	47	47	yes		响遏行云
LAJJGYJ-062	020.顾正秋、蒋经国、任显群的“三角习题”（先锋时代）.txt	47	47	yes		祖师爷赏饭吃
LAJJGYJ-063	020.顾正秋、蒋经国、任显群的“三角习题”（先锋时代）.txt	59	59	yes		叹为观止
LAJJGYJ-064	020.顾正秋、蒋经国、任显群的“三角习题”（先锋时代）.txt	81	81	yes		虽然在放逐的岁月中，甚至微小的方式上，都足以使任何一个人的精神为之破裂，我可以骄傲的说，虽然考验常常是来得那样强烈，但即是夜间的睡枕，也不是我心碎的见证人。
LAJJGYJ-065	022.蒋经国澄清了些什么？（高墉）.txt	11	11	yes		当仁不让
