file	line	quoteText	markers	political	previous	context	next
001.《你不知道的二二八》序（一）李敖.txt	13	暴力行动		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	打		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	毒打		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	殴打		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	痛殴		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	死		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	杀		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	打杀		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	日本军刀砍杀		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	据闻		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	传闻		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	不少本省人斥之为捏造		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	技术犯规		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	13	让资料说话		political-context		第三条错路是“台湾精英们”对二二八的导向。“台湾精英们”包括“台独”分子、民进党、学者教授以及受难者家属等等。这些人的心情是悲怆的，悲怆得令人同情，但是因悲怆就觉得自己有权利背离真相，则对历史而言，其不公道，却跟国民党共产党相同。不幸的是，他们却陷入这一情境而不能自拔，相激相荡之下，二二八碑文中竟看不到一丝一毫外省人伤亡的痕迹，这公道吗？再以李登辉指示《二二八事件研究报告》为例，在该报告附件中，明明“大溪档案”第49页有“张镇呈蒋主席3月5日报告”，明载到3月5日止，“外省人之被袭击而伤亡者，总数在八百人以上”，但在该报告正文中，却为何视而不见，全给抹杀...	
001.《你不知道的二二八》序（一）李敖.txt	15	紧追不舍		political-context		一、外省人误杀一个本省人。——2月27日取缔私烟时，查缉员傅学通因群众“紧追不舍”，“为求摆脱，乃开枪警告，不幸却误射当时在自宅楼下观看热闹的市民陈文溪（年约二十岁，次日死亡）。”（这是该报告原文）	
001.《你不知道的二二八》序（一）李敖.txt	15	为求摆脱，乃开枪警告，不幸却误射当时在自宅楼下观看热闹的市民陈文溪（年约二十岁，次日死亡）。		political-context		一、外省人误杀一个本省人。——2月27日取缔私烟时，查缉员傅学通因群众“紧追不舍”，“为求摆脱，乃开枪警告，不幸却误射当时在自宅楼下观看热闹的市民陈文溪（年约二十岁，次日死亡）。”（这是该报告原文）	
001.《你不知道的二二八》序（一）李敖.txt	23	人口学推估无法获致死亡的人数的结论，而统计数字之所以如此悬殊，主要来自官方统计之不被采信与民间之渲染。	poem	political-context		如今事涉本省人杀外省人，就轻描淡写或按下不表；事涉外省人杀本省人，就夸大其词或愈加愈多，这不但与真相不合、与历史不合，也不是公义、和平之道，更不是消弭族群对立之道。该报告就外省人杀本省人，特别加工加油加酱，该报告说：“人口学推估无法获致死亡的人数的结论，而统计数字之所以如此悬殊，主要来自官方统计之不被采信与民间之渲染。”可见已明知“人口学”的不可靠。既明知不可靠，却在附录中，以十四页篇幅，刊出《二二八事件死亡人数的人口学推计》，说“我们认为二二八事件的死亡人数，也许是在一万八千至二万八千人之间”。立刻喧腾中外，这是什么意思呢？何况，统计学上误差达百分之一...	
001.《你不知道的二二八》序（一）李敖.txt	23	人口学	poem	political-context		如今事涉本省人杀外省人，就轻描淡写或按下不表；事涉外省人杀本省人，就夸大其词或愈加愈多，这不但与真相不合、与历史不合，也不是公义、和平之道，更不是消弭族群对立之道。该报告就外省人杀本省人，特别加工加油加酱，该报告说：“人口学推估无法获致死亡的人数的结论，而统计数字之所以如此悬殊，主要来自官方统计之不被采信与民间之渲染。”可见已明知“人口学”的不可靠。既明知不可靠，却在附录中，以十四页篇幅，刊出《二二八事件死亡人数的人口学推计》，说“我们认为二二八事件的死亡人数，也许是在一万八千至二万八千人之间”。立刻喧腾中外，这是什么意思呢？何况，统计学上误差达百分之一...	
001.《你不知道的二二八》序（一）李敖.txt	23	二二八事件死亡人数的人口学推计	poem	political-context		如今事涉本省人杀外省人，就轻描淡写或按下不表；事涉外省人杀本省人，就夸大其词或愈加愈多，这不但与真相不合、与历史不合，也不是公义、和平之道，更不是消弭族群对立之道。该报告就外省人杀本省人，特别加工加油加酱，该报告说：“人口学推估无法获致死亡的人数的结论，而统计数字之所以如此悬殊，主要来自官方统计之不被采信与民间之渲染。”可见已明知“人口学”的不可靠。既明知不可靠，却在附录中，以十四页篇幅，刊出《二二八事件死亡人数的人口学推计》，说“我们认为二二八事件的死亡人数，也许是在一万八千至二万八千人之间”。立刻喧腾中外，这是什么意思呢？何况，统计学上误差达百分之一...	
001.《你不知道的二二八》序（一）李敖.txt	23	我们认为二二八事件的死亡人数，也许是在一万八千至二万八千人之间	poem	political-context		如今事涉本省人杀外省人，就轻描淡写或按下不表；事涉外省人杀本省人，就夸大其词或愈加愈多，这不但与真相不合、与历史不合，也不是公义、和平之道，更不是消弭族群对立之道。该报告就外省人杀本省人，特别加工加油加酱，该报告说：“人口学推估无法获致死亡的人数的结论，而统计数字之所以如此悬殊，主要来自官方统计之不被采信与民间之渲染。”可见已明知“人口学”的不可靠。既明知不可靠，却在附录中，以十四页篇幅，刊出《二二八事件死亡人数的人口学推计》，说“我们认为二二八事件的死亡人数，也许是在一万八千至二万八千人之间”。立刻喧腾中外，这是什么意思呢？何况，统计学上误差达百分之一...	
001.《你不知道的二二八》序（一）李敖.txt	25	数以万计		political-context		关于二二八死亡人数，本来就是众说纷纭的。从杨亮功的死亡一百九十人到史明的十几万人所在多有。但是，既然查无实据，碑文硬说“数以万计”岂不自寻苦恼？岂不徒增仇恨？没死那么多人硬说死那么多，何苦来啊？	
001.《你不知道的二二八》序（一）李敖.txt	27	二二八事件文献辑录		political-context		台湾省文献委员会《二二八事件文献辑录》收有访问二十一师参谋长江崇林的谈话：	
001.《你不知道的二二八》序（一）李敖.txt	29	二万人被杀		political-context		国军二十一师共辖二旅五团及直属五营，官兵计有二万多人，坊间却不着边际说从基隆杀到屏东，血流成河，杀了二万人（每人杀一人），请问是什么人？在什么时间？用什么方式？所做的调查统计证据何在？……那时，台湾共分为八县九市，除澎湖外，如依“二万人被杀”的传闻来除以十六，每一县市平均要死一二千人，请问可能吗？且说，谁能在任何一县市列出一二千位死亡者的姓名来？	
