id	decision	source_file	line_start	line_end	quote_text	category	reason
LAQWBW-054	keep	031.章太炎先生晚年在苏州讲学始末（任启圣）.txt	11	11	一代大儒尊绛帐；千秋大业比青田	挽联	文中转录挽章太炎联，保留完整联语。
LAQWBW-055	keep	031.章太炎先生晚年在苏州讲学始末（任启圣）.txt	11	11	赐尔来何迟也	挽联	文中转录朱浩挽章太炎联上联，保留。
LAQWBW-056	keep	031.章太炎先生晚年在苏州讲学始末（任启圣）.txt	11	11	禹吾无闲然矣	挽联	文中转录朱浩挽章太炎联下联，保留。
LAQWBW-057	keep	031.章太炎先生晚年在苏州讲学始末（任启圣）.txt	11	11	尔来何迟也	礼记文句	挽联中化用古典文句，保留。
LAQWBW-058	keep	031.章太炎先生晚年在苏州讲学始末（任启圣）.txt	11	11	旁若无人	传统成语	文中形容朱浩恃才傲物，保留成语。
LAQWBW-059	keep	033.从一贯道“起飞”谈起（轩辕辙）.txt	31	31	青出于蓝而胜于蓝	荀子成语	文中用来形容后来者更甚，保留成语。
LAQWBW-060	keep	033.从一贯道“起飞”谈起（轩辕辙）.txt	49	49	上有所好，下必甚然。	孟子成句	文中解释上行下效，保留古典成句。
LAQWBW-061	keep	033.从一贯道“起飞”谈起（轩辕辙）.txt	49	49	怪、力、乱、神	论语成句	文中拆写论语成句，保留。
LAQWBW-062	keep	034.嫖客、雏妓、大陆妹（陆啸钊）.txt	11	11	变本加厉	传统成语	文中形容色情行业复燃加重，保留成语。
LAQWBW-063	keep	034.嫖客、雏妓、大陆妹（陆啸钊）.txt	35	35	冰冻三尺，非一日之寒	传统俗谚	文中形容问题积久而成，保留俗谚。
LAQWBW-064	keep	034.嫖客、雏妓、大陆妹（陆啸钊）.txt	35	35	司空见惯	传统成语	文中形容习以为常，保留成语。
LAQWBW-065	keep	034.嫖客、雏妓、大陆妹（陆啸钊）.txt	35	35	纸上谈兵	史传成语	文中形容空谈对策，保留成语。
LAQWBW-066	keep	035.天下安排，匹夫有份（何永佶）.txt	9	9	天下兴亡，匹夫有责	明清之际名言	文中谈宪法时提及此格言，保留传统名言本身。
LAQWBW-067	keep	035.天下安排，匹夫有份（何永佶）.txt	9	9	一盘散沙	传统成语	文中形容缺乏组织的人群，保留成语。
LAQWBW-068	keep	036.我死，你也别想活！（吕佳真）.txt	5	5	小巫见大巫	传统成语	文中以苏秦故事作比较，保留成语。
LAQWBW-069	keep	037.论命运（周宪文）.txt	45	45	人生如打牌，而不如下棋	冯友兰哲学譬喻	文中转述冯友兰论命运的譬喻，保留非政治哲学语。
LAQWBW-070	keep	037.论命运（周宪文）.txt	53	53	知之为知之，不知为不知。	论语名句	作者用以说明科学精神，保留古典名句。
LAQWBW-071	keep	037.论命运（周宪文）.txt	53	53	强不知为知之	论语化用	作者批评命运论时化用，保留。
LAQWBW-072	keep	037.论命运（周宪文）.txt	53	53	乐天知命故不忧	易传名句	文中明指《易·系辞》语，保留古典名句。
LAQWBW-073	keep	037.论命运（周宪文）.txt	55	55	不足为训	传统成语	文中评价“乐天知命”解释，保留成语。
LAQWBW-074	keep	038.孔子可谈而不可谈（李长之）.txt	7	7	口是心非	传统成语	文中形容借大道理遮恶者，保留成语。
LAQWBW-075	keep	038.孔子可谈而不可谈（李长之）.txt	7	7	人情之常	传统成语	文中说明常情反应，保留成语。
LAQWBW-076	keep	038.孔子可谈而不可谈（李长之）.txt	7	7	佛头着粪	传统成语	文中以此说明污损不损本体，保留成语。
LAQWBW-077	keep	038.孔子可谈而不可谈（李长之）.txt	9	9	如虎添翼	传统成语	文中形容恶势力增强，保留成语。
LAQWBW-078	keep	038.孔子可谈而不可谈（李长之）.txt	9	9	洁身自好	传统成语	文中形容消极抵抗者，保留成语。
LAQWBW-079	keep	038.孔子可谈而不可谈（李长之）.txt	13	13	死灰复燃	传统成语	文中形容旧恶势力复起，保留成语。
LAQWBW-080	keep	039.高山族族源考略（施联朱）.txt	27	27	越人习水便（使）舟，而不知射	淮南子引文	作者考高山族族源时引古籍，保留古籍引文。
LAQWBW-081	keep	039.高山族族源考略（施联朱）.txt	27	27	水行而山处。以船为车，以楫为马。往若飘风，去则难从，锐兵任死，越之常性也	越绝书引文	作者引《越绝书》说明越人水行习性，保留古籍引文。
LAQWBW-082	keep	039.高山族族源考略（施联朱）.txt	27	27	乘桴浮于海	论语名句	作者说明桴义时引《论语》句，保留。
LAQWBW-083	keep	040.嘉义市立委选战剖析（张福淙）.txt	3	3	口诛笔伐	传统成语	文中形容文宣攻击，保留成语本身。
LAQWBW-084	keep	044.军统大特务马汉三之死（文强）.txt	9	9	投鼠忌器	汉书成语	文中形容有所顾忌，保留成语。
LAQWBW-085	keep	044.军统大特务马汉三之死（文强）.txt	9	9	杀身之祸	传统成语	文中多处出现，首轮收此处为代表。
LAQWBW-086	keep	044.军统大特务马汉三之死（文强）.txt	9	9	明哲保身	诗经成语	文中用于自省未提醒他人，保留成语。
LAQWBW-087	keep	044.军统大特务马汉三之死（文强）.txt	17	17	用人不疑、疑人不用	传统用人格言	戴笠谈用人时引用，保留格言本身。
LAQWBW-088	keep	044.军统大特务马汉三之死（文强）.txt	17	17	以夷制夷	传统策略成语	文中说明策略，保留成语。
LAQWBW-089	keep	044.军统大特务马汉三之死（文强）.txt	17	17	以毒攻毒	传统成语	文中说明策略，保留成语。
LAQWBW-090	keep	044.军统大特务马汉三之死（文强）.txt	21	21	伴君如伴虎	传统俗谚	作者感叹权力近身危险，保留俗谚。
LAQWBW-091	keep	044.军统大特务马汉三之死（文强）.txt	21	21	先斩后奏	传统成语	戴笠语境中出现，保留成语本身。
LAQWBW-092	keep	047.丑陋的中国人（大风）.txt	7	7	一个人一条龙，三条龙一只猪	现代俗语	作者引柏杨俗喻，属文化评论语，不作为政治语录。
LAQWBW-093	keep	047.丑陋的中国人（大风）.txt	7	7	一针见血	传统成语	文中评价柏杨比喻切中要害，保留成语。
LAQWBW-094	keep	050.白崇禧传——蒋介石第三次引退前后（程思远）.txt	109	109	急流勇退	传统成语	李宗仁信函中使用，保留成语本身。
LAQWBW-095	keep	051.白崇禧传——蒋介石下野（程思远）.txt	119	119	卷土重来	传统成语	文中写蒋介石谋求恢复势力，保留成语。
LAQWBW-096	keep	053.寻找女人（劫余）.txt	17	17	始作俑者，其无后乎	孟子名句	文中用孟子语嘲讽社会现象，保留古典名句。
LAQWBW-097	keep	056“严父慈母”的新估价（李霁野）.txt	19	19	此地无银三百两	民间俗语	作者以俗语讽刺掩饰，保留。
LAQWBW-098	keep	056“严父慈母”的新估价（李霁野）.txt	21	21	潜移默化	传统成语	文中谈家庭教育影响，保留成语。
LAQWBW-099	keep	057.漫谈食睡哲学，希腊悲剧，包公案，性别及其他（李霁野）.txt	57	57	天有不测风云，人有旦夕祸福	传统俗谚	作者谈意外风险时引用，保留俗谚。
LAQWBW-100	keep	058.学问与事功（居浩然）.txt	13	13	直指本心	佛教成语	作者说明宋儒吸收佛教语汇，保留术语。
LAQWBW-101	keep	058.学问与事功（居浩然）.txt	13	13	明心见性	佛教成语	作者说明宋儒吸收佛教语汇，保留术语。
LAQWBW-102	keep	058.学问与事功（居浩然）.txt	13	13	一旦豁然贯通，则表里精粗无不到，全体大用无不明	朱子名句	作者谈宋儒格物境界时引用，保留理学名句。
LAQWBW-103	keep	058.学问与事功（居浩然）.txt	15	15	诚意，正心、修身、齐家、治国、平天下	大学名句	作者解释《大学》条目，保留古典名句。
LAQWBW-104	keep	058.学问与事功（居浩然）.txt	15	15	致知在格物	大学名句	作者讨论格物致知，保留古典名句。
LAQWBW-105	keep	058.学问与事功（居浩然）.txt	15	15	惟先格王正厥事	尚书引文	作者释“格”字时引《书经》，保留古籍引文。
LAQWBW-106	keep	058.学问与事功（居浩然）.txt	15	15	格其非心	尚书引文	作者释“格”字时引用，保留。
LAQWBW-107	keep	058.学问与事功（居浩然）.txt	15	15	有耻且格	论语名句	作者释“格”字时引《论语》，保留。
LAQWBW-108	keep	058.学问与事功（居浩然）.txt	15	15	物犹事也	朱子训诂	作者解释“物”字时引朱熹语，保留。
LAQWBW-109	keep	058.学问与事功（居浩然）.txt	15	15	不诚无物	中庸成句	作者说明“物”义时引用，保留。
LAQWBW-110	keep	058.学问与事功（居浩然）.txt	15	15	格者正也、物者事也	经学训释	作者将格物训释成格者正也、物者事也，保留格言式解释。
LAQWBW-111	keep	058.学问与事功（居浩然）.txt	23	23	天不遗一老	古典成句	作者谈孔子身后评价时引用，保留。
LAQWBW-112	keep	058.学问与事功（居浩然）.txt	25	25	内圣外王	儒家成语	作者论中国读书人的最高理想，保留。
LAQWBW-113	keep	058.学问与事功（居浩然）.txt	25	25	借尸还魂	传统成语	作者批评新儒家复兴宋学时使用，保留成语。
LAQWBW-114	keep	058.学问与事功（居浩然）.txt	27	27	礼失而求诸野	汉书成句	作者谈海外中国学时引用，保留。
LAQWBW-115	keep	059.科学与民主（居浩然）.txt	5	5	不知所云	传统成语	作者批评文章不成科学论述，保留成语。
LAQWBW-116	keep	059.科学与民主（居浩然）.txt	7	7	古已有之	传统成语	作者批评借古为据的说法，保留成语。
LAQWBW-117	keep	059.科学与民主（居浩然）.txt	13	13	抱残守缺	传统成语	作者谈承认落后与迎头赶上，保留成语。
LAQWBW-118	keep	059.科学与民主（居浩然）.txt	15	15	赴汤蹈火	传统成语	作者谈英国女皇危险访问时使用，保留成语。
LAQWBW-119	keep	065.我的回忆——被捕、谅解和团结（张国焘）.txt	5	5	逼上梁山	水浒成语	陈独秀谈处境时使用，保留成语本身。
LAQWBW-120	keep	065.我的回忆——被捕、谅解和团结（张国焘）.txt	5	5	一不做二不休	传统俗语	陈独秀谈应对处境时使用，保留俗语本身。
LAQWBW-121	keep	065.我的回忆——被捕、谅解和团结（张国焘）.txt	5	5	烟消云散	传统成语	文中形容争执因意外而消解，保留成语。
LAQWBW-122	keep	070.火烧岛十载风霜（李世杰）.txt	263	263	番客，番客，没一千，也八百！	闽南俗语	作者解释闽南华侨称谓时引俗语，保留。
LAQWBW-123	keep	070.火烧岛十载风霜（李世杰）.txt	267	267	盗亦有道	庄子成语	作者谈海盗规矩时使用，保留成语。
LAQWBW-124	keep	072.火烧岛十载风霜三（李世杰）.txt	111	111	鸣鼓而攻之	论语典故	作者形容众人声讨，保留古典典故。
LAQWBW-125	keep	072.火烧岛十载风霜三（李世杰）.txt	211	211	顾左右而言他	孟子典故	作者形容回避问题，保留典故成语。
LAQWBW-126	keep	076.太平洋战争发生后（龚德柏）.txt	145	145	水到渠成	传统俗语	作者谈法案废除条件成熟，保留俗语。
LAQWBW-127	keep	077.地下分肥记（屠申虹）.txt	37	37	一针见血	传统成语	作者评价王作荣说法切中弊端，保留成语。
LAQWBW-128	keep	081.雷震日记介绍及选注（胡虚一）.txt	57	57	行百里者半九十	战国策格言	雷震日记中引用古典格言，保留。
LAQWBW-129	keep	082.我的牢狱之灾（胡虚一）.txt	59	59	知之为知之，不知为不知	论语名句	胡虚一讯问记录中借《论语》说明证词边界，保留古典名句。
LAQWBW-130	keep	082.我的牢狱之灾（胡虚一）.txt	89	89	天生丽质，倾国倾城	古典美人语	胡虚一举杨贵妃例时用，保留古典形容语。
LAQWBW-131	keep	082.我的牢狱之灾（胡虚一）.txt	89	89	明镜高悬	传统成语	胡虚一要求法官分辨清楚时使用，保留成语。
LAQWBW-132	keep	082.我的牢狱之灾（胡虚一）.txt	149	149	雪中送炭	传统成语	胡虚一评歌女帮助穆万森时使用，保留成语。
LAQWBW-133	keep	082.我的牢狱之灾（胡虚一）.txt	149	149	合则留，不合则去	处世格言	胡虚一谈同居关系时使用，保留格言本身。
