source_file	line	text
001.写在居浩然《十论》的前面.txt	71	停办既不可能，拖延下去更不简单，借用淡江中学两间教室，怎能办专科学校？现在有人说张建邦接办，真是睁开眼睛说瞎话，张建邦当时远在美国，怎么能接办？他有信给我想回国奔丧，玖姐反而晓以学业为重，一切有舅舅担当，你安心读书就是克尽孝道。只此一点，已可见玖姐对张家真是呕心沥血，绞尽脑汁，脑汁既尽，继之以死！
001.写在居浩然《十论》的前面.txt	73	现在台湾有的是淡江英专一、二、三届的毕业生，他们都知道谁将这块空招牌从借来的两间教室搬到淡水火车站对面山坡上辉煌的新校舍。我从1951年2月到1956年9月交卸校长职务止，五年又七个月，每天工作十二小时，每星期七天，无所谓寒假暑假春假年假，天天都在学校里找得到我。我这样夙夜匪懈，完全是为了玖姐，因此虽然张家一直传说舅舅霸占校产，我从不替自己辩护。就是玖姐为了她那不孝不悌的姜姓媳妇，宁可得罪居家，姐弟失和，我也仍然以求仁得仁的心情泰然处之。1964年我来澳洲前曾笑对玖姐说：“我绝不做杜聪明。”玖姐也笑着说：“我知道你不会做杜聪明！”
001.写在居浩然《十论》的前面.txt	79	二、建邦结婚后，居瀛玖拿了一串大的珍珠送给大媳妇，但是他们不满足，建邦向妈妈还要另外一串。他妈妈说“另外一串是小的，留着给建国结婚时用”，居瀛玖为此事很困扰。建国结婚后没有马上给建国小媳妇，而在居瀛玖遗书中说她的东西都给建国夫妇，那时候在遗物中发现另外一串小珍珠。
001.写在居浩然《十论》的前面.txt	87	六、瀛玖姐本来是和建邦夫妇住在仁爱路，她出国考察回来以后，据说仁爱路的房子不能住了（据说房子顶掉），她只好住到丽水街一幢房子的四楼，那时小媳妇尚未结婚，未来的婆媳住在一起，建国则住在台中，在那边做事。
001.写在居浩然《十论》的前面.txt	93	九、瀛玖姐给建国的遗书上说她没有办法，斗不过人家，只有自尽。
001.写在居浩然《十论》的前面.txt	95	居太太把居瀛玖自杀的事，只写了这么九点，当然也只是简述。事实上，可补充的真相还有很多。居太太自己就补充了一件，她附了一封朋友的信，说：“信中的事实，给了玖姐弃世的勇气，所以在开董事会的前夕，乃走上了绝路。”朋友的信中说，1969年2月2日居瀛玖为小儿子张建国主婚，请了司法院长谢冠生证婚，张建邦那边“曾向谢氏加以阻挠，幸未得逞”。居瀛玖为了面子好看，请了学校各部门主管，可是张建邦那边却来搅局，为了防止各部门主管去会宾楼吃喜酒，特在“金华街沈文利之住所，由沈出名宴请各部门之主管，计所知参加者有邓静华、芮宝公、王久烈、钮抚铭、曹文超、高长明、陈树人、戚长诚、章锡绶已故、宋希尚等，唐启焜未参加，罗万斯参加与否已记不清，其他尚有多人，已不复记忆。以上各人，有的派太太参加喜宴，如戚某夫妇，则均参加沈宴”，以使居瀛玖难堪。“董事长之自缢，校各方传说，在将开董事会之前日，董事长在林添福办公室内（与建邦办公室仅一墙之隔），并有邓静华戚长诚参加，林等皆说你董事长已做了很久，可以让别人来做做了，详细情形，不得而知，故于开会之前夕，而董事长走上了绝路。”
001.写在居浩然《十论》的前面.txt	97	张建国结婚日子是1969年2月2日，居瀛玖在饱受“张建邦夫妇既不到场亦不送礼”的羞辱后，刚过了一个多月，3月13日，就再饱受张建邦办公室隔壁的围剿，这一围剿，当然是张建邦指使的又一次羞辱。“谦卑温顺、沉默寡言”的居瀛玖，在连番被自己儿子的羞辱下，她终于认清了一切、终于不想再活了。她写下三封遗书，一封给张惊声的外甥林添福，拜托他照顾张建国；一封给张建国，叮嘱他要奋发上进；最后一封给张建邦，说学校的担子现在交给你了。
001.写在居浩然《十论》的前面.txt	99	居瀛玖辛苦一生，最后只有十万元财产，她留给了小儿子，她把这十万元，很细心的放在给张建国的遗书旁边，并说只有这点财产留给你，言下不胜悲凉。最后，她上吊死了，她死在淡江董事长的任上。从这一点上看，居瀛玖不愧是个殉道者——她愿用一死来维护她生死以之的事业，她不要接受被“逼宫”的屈辱，她用一死，成全了一切。
001.写在居浩然《十论》的前面.txt	111	我在《千秋评论》第三十六期《叛国·亡国·洗》里发表《乱世居家泪》，收入王小痴《读李敖文章书后》。王小痴说：
001.写在居浩然《十论》的前面.txt	113	在张惊声和居瀛玖夫妇名下，尚有一个户籍上的“儿子”——张建国。他在血液上，既不是张惊声的儿子，也不是居瀛玖的儿子；自然更不是张建邦的手足。说起来，可是居家最伤痛的“纪念品”。据说是居正另一女儿（是瀛初？还是瀛棣？我没问子弋，所以不知道）所生的。总之，居觉老这个女儿和女婿，在抗战结束时期，被当司法院院长的自己的父亲、岳父，大义灭亲，判处了死刑——因为，抗战末期，居正亲自颁布了惩治匪谍叛乱条例，不久就发生了自己女儿和女婿是匪谍叛乱犯的案件。这就给居正这位司法院长以严重的考验了。结果，居正是亲自批示了自己女儿和女婿判处死刑，而且很迅速的被执行了（据说：是为恐家属环请、亲友关说、自己游移，致使威法不行，所以痛下决心）。而这个女儿身后遗有一个襁褓中的婴儿，就交给居瀛玖去带养，变成张惊声和居瀛玖的“次子”、张建邦的“弟弟”——张建国。
001.写在居浩然《十论》的前面.txt	115	我在《读王小痴文章书后》里说：
001.写在居浩然《十论》的前面.txt	117	小痴说居正做司法院长的时候，曾经“大义灭亲”，判了自己共产党女儿和女婿的死刑，这一内幕，才是我真正要小痴写的。居正在1931年12月出任司法院副院长，次年1月代理院长，3月正式任院长，前后在职十六年半，他是1947年7月去职的，惩治叛乱条例是1949年6月公布的，那时他已不在司法院院长任上，小痴记忆容有错误。虽然当时惩治叛乱条例尚未出笼，但是要杀共产党，还愁没法律吗？所以这不是问题。
001.写在居浩然《十论》的前面.txt	119	居正共有子女十人。元配夏夫人生男居伯强、女居叔康、居季复；继配钟夫人生男居浩然、居伯齐、女居瀛初、居瀛玖、居叔乐（瀛棣）、居载春（叔和）、居叔宁。这些子女中，到台湾的只有居浩然、居瀛玖、居叔宁（还有侄儿居伯均），其他居伯强早在1942年死于西安；居伯齐在比利时鲁汶大学。没到台湾的只是居叔康、居季复、居瀛初、居载春。这四位千金中，居瀛初随婿在美国，自不在被枪毙之列，但居浩然“先君行述”中只说“长姐叔康、二姐季复、六姐叔乐沦陷大陆”，语气上并没先先君而死，所以说被枪毙云云，是可疑的。居叔康的丈夫是朱干青，曾任最高法院书记官长、司法院会计长；居季复的丈夫是“王某”；居叔乐的丈夫是祁乐陶，曾任中央银行专员。似乎只有“王某”最可疑，也许他是共产党，但我很怀疑居正会如此“大义灭亲”。
001.写在居浩然《十论》的前面.txt	121	我又在“附记”里提到我与李子弋通电话，李子弋说好像是居正的女儿与女婿只是因共产党坐牢，至少女儿并没被枪毙，女婿可能就是“王某”。当时有人劝居正援之以手，但居正不肯关说。“王某”的太太是居季复，居季复是夏夫人生的，不是居浩然亲母钟夫人生的，居浩然也许对这位同父异母的姐姐的身世不甚清楚，但他对他同父同母的姐姐，理应清楚。于是我细查钟夫人的遗作——《我的回忆》（《传记文学》第十七卷第3-5期），在居浩然的脚注中，果然发现这一段：
001.写在居浩然《十论》的前面.txt	123	瀛棣毕业于南京金陵女子文理学院中国文学系，毕业后去延安。在延安与原籍山西之祁式潜结婚，改名朱慎，参加新四军苏北支队（支队长陈毅，副支队长张云逸）抗日游击活动。抗战胜利后在上海邮政储汇局工作。大陆变色后情形不详。生子女四，次子交玖姐抚育成人，改名张建国。
001.写在居浩然《十论》的前面.txt	125	这段话语焉不详，似有所隐讳。不过居浩然所说的姐夫“祁式潜”，当然就是我在“读王小痴文章书后”中所提的“祁乐陶”。祁乐陶后来既然是“中央银行专员”，居赢棣后来既然“胜利后在上海邮政储汇局工作”，可见都是做过共产党以后的事。并且做过共产党尚有此种职位，自是国民党看居正的面子。他们夫妇在做共产党期间或被国民党逮捕期间。才有“次子交玖姐抚育成人，改名张建国”的事。
001.写在居浩然《十论》的前面.txt	127	钟夫人《我的回忆》中提到她的女儿居瀛棣，有这样一段：
001.写在居浩然《十论》的前面.txt	131	“苏北游击支队”是中共新四军部队，钟夫人已明白承认她的女儿是共产党，并且有功于抗战。她又说：
001.写在居浩然《十论》的前面.txt	137	在国共两党的斗争中，最令我注意的是这种斗争，不但在一家之外，并且在一家之内，在一家之内形成国共的对立、形成亲人的分野、形成你顽固我前进的你东我西，从宋美龄对宋庆龄、从陈布雷对陈琏、从居正对居瀛棣……我们可以看到太多太多的例子。这种对立的尖锐、惨烈与普遍，求诸中外的历史，可谓世罕其匹；求诸古今的伦变，可说前所未有，但在乱世的中国里，却“数天涯，依然骨肉，几家能够？”生为一国之人，却如隔世之鬼，走笔至此，真要怪国民党始作俑者了。
001.写在居浩然《十论》的前面.txt	141	我在文星文化论战时，居浩然最初写文章攻击我，1964年11月14日，吴申叔邀宴于第一大饭店喜临门，我和居浩然都在座，大家聊得很开心。自此时有文酒之会，交往渐多。居浩然因为人最率真，跟他做朋友也就十分有趣，他表面上总是嘻嘻哈哈没大没小的，内心深处，却有志不得酬的索寞。居浩然的困境，是他身居国民党大员之子，却要众醉独醒，试图打破那个黄圈圈（明武宗戏李凤姐，说他身在北京城大圈圈里的小圈圈、小圈圈里的黄圈圈，这种圈圈症，实在是国民党意识形态的重要特色）。居浩然不明白这种正义之声是不被国民党允许的。我手上有一封1972年8月28日居浩然写给白崇禧公子的信，其中说：
001.写在居浩然《十论》的前面.txt	155	我引这位望六之年的居浩然教授的这些小孩吵架的天真话，目的就在证明：居浩然身为居正之子，在国民党生殖器关系集团中，充满了骄傲、自负与不服气，他这种八面威风与八斗高才，不是小鼻子小眼的国民党容得下的，所以，他最后以当令少爷之尊，被出局了事。他老死他乡，临死似乎还没觉醒及此，国民党少爷们的不可救药，就于此可见了！
001.写在居浩然《十论》的前面.txt	157	居浩然老死他乡前，我们在一起吃饭，他感慨地对我说：“台湾的学阀们不让我活，我只好‘乘桴浮于海’了，你的朋友、我的朋友，我们一个个都走了，留下了你一个人去做‘姜维’吧！”饭后居浩然去了澳大利亚，我们从此没再见过面。最初几年，还常通信，也打笔仗，后来文星被封，音信也就断绝。
001.写在居浩然《十论》的前面.txt	159	居浩然死后，他的女儿居蜜有信给我，说在遗物中发现了一首《天涯怀李敖》的诗，“大概是写于1972年美国加州旅行期间”，那时我正在狱中。原诗是：
001.写在居浩然《十论》的前面.txt	173	浮云遮白日
001.写在居浩然《十论》的前面.txt	179	两三年前，我为居浩然写过几篇文章，居太太在澳大利亚看到，写信给我说：“甚为欣慰，感谢万分！你替浩然一次次的申冤，他在九泉之下一定感激你这位朋友。”她同时有信给王小痴，说李敖先生“替浩然出了一口气，非常感谢”！今年我和萧孟能夫人朱婉坚合作文星复业，我想到绝版多年的居浩然著作，决定尽量把它们出版，以使居浩然一生的心血不要湮没不彰。我这一提议，先后得到王小痴和居太太的支持，于是我就开始整理了。这本《十论》就是这一出版计划的第一册。
001.写在居浩然《十论》的前面.txt	181	我的一位朋友，现在加拿大定居的李士振，最会从一个奇怪的角度来“观察李敖”。他常常向人说：“你们别以为李敖是个‘新家伙’，从他身上，你可以看到比我们还多的‘旧道德’！”
001.写在居浩然《十论》的前面.txt	185	我曾帮助死友王尚义印行他的遗著，这件事，曾被李士振列为李敖的“旧道德”表现之一。我认为为死去的朋友做点事，乃是古今中外所共有的人类情谊，并不是我们中国人独有的道德传统。硬把这种情谊说成中国固有的“专利品”，并不适当，显然是爱国情热所致。但我承认，在乱世中国，为死友做这种赔钱生意的人，恐怕已经不多，从这一角度看，我为居浩然印行他的遗集，也算是难能可贵之举，说它是中国的“旧道德”，也就笑而受之吧！
002.介绍《汪政权的开场与收场》.txt	5	汪政权随着抗战胜利而结束，这时候，蒋介石下令炸毁了汪精卫的坟，这个政权的一切，就好像“‘发’棺论定”了。政权中的要角们，自杀的自杀、枪毙的枪毙、逃亡的逃亡、坐牢的坐牢……就在他们岌岌不可终日的时候，有趣的是，胜利者蒋政权居然也风水轮流转，变成了失败者，逃离了中国大陆。在一阵子尘埃落定之后，汪政权中的一个有心人金雄白，居然在流浪飘零之中，以“朱子家”笔名，从1957年起，到1971年止，十五年间，陆陆续续完成了一部大书——《汪政权的开场与收场》，把“积非早已成是”的历史，做了一番详尽的回忆。这部书因为写得很动人，颇能轰动中外，当然台湾是轰动不起来的，因为蒋政权不让它进口。金雄白在书一开始，就有这样的表白：
002.介绍《汪政权的开场与收场》.txt	7	在成王败寇的原则下，一般人对之盖棺论定：“汪政权的创建，是丑恶的活剧，其性质是被敌人驱策的傀儡。”但是仍然也有人发生了疑问，像汪氏这样的人，真会为了利禄或者为了意气，甘心于出卖国家民族，以自毁其半生光荣的历史吗？这一群被指为国家的叛逆者们，当时做了些什么？与想了些什么？……
002.介绍《汪政权的开场与收场》.txt	9	又说：
002.介绍《汪政权的开场与收场》.txt	11	我自信应该有资格写这一段沉痛的回忆，因为在这一个政权中，在党，我是中委；在政，我的官阶是特任，而最重要的一点，我又参加了汪政权台柱周佛海的最机密部分。而在政权没落以后，我又能躬与其盛，被籍没了所有的财产，以汉奸罪判处了十年徒刑。唯一可以引为安慰与认为侥幸的，是法院庄严的判决书中，竟然确认我有“协助抗战，有利人民”的事实和证据，“法外施仁”，竟邀末减，以徒刑两年半的一纸判决书，代替了一枚胜利勋章。因此，让我能终始其役，目睹了这一幕不平凡悲剧中许多重要角色，当初怎样忍泪登台，最后又怎样从容赴死。从锣鼓登场，直至曲终人杳。
002.介绍《汪政权的开场与收场》.txt	13	从这种表白里，我们可以看出金雄白写这部书，是别有一番幽愁暗恨的，他显然在所有汪政权“余孽”的沉默中，不服这口气，争是非、张公道、酬死友、吐平生，而要把话说个明白的。在这一精神上，这个作者，倒真不愧是一个收尸型的义士人物。这部书在人情冷暖上面，写得尤其鲜活，是它最成功的地方，读后可以警世醒世，值得特别介绍。
003.《恶法录及其他》新版前言.txt	3	我在1954年以同等学力参加大专联招，误入台大法律专修科。法律专修科在报名简章中明列台大各科系之一，我不明就里，在圈选的一大堆科系中，也顺便填了它，不料放榜之日，吾名在焉。入校以后，才知道全班有的是成绩足以分发到法律系却被误分到此班的（如陆啸钊等人），有的是因入学成绩少考了三到五分而被名列此班的，并且知道我们这班是第二届，头一年还有一班第一届（苏秋镇那班），两届一共有一百五十人，当时考大学是四校院联招，四校院是国立台湾大学、台湾省立师范学院（师范大学前身）、台湾省立农学院（中兴大学前身）、台湾省立工学院（成功大学前身），我们这一百五十人考试成绩都在后面三个学院学生之上，却不能如他们那样念四年、戴方帽子，当然群情愤激，认为无异上当。
003.《恶法录及其他》新版前言.txt	5	法律专修科的主任是台大法律系主任梅仲协，他在1953年7月9日《新生报》上发表《台湾大学增设法律专修科的经过》，明说此科之设在“储训法官人才”，“司法前途，实利赖焉。”又说本科的增设，则专着重于司法官的训练，故修业期限，虽缩短为三年，但课程的配备，反较法律学系为繁重。例如诉讼实务、强制执行法、破产法、土地法等，在法律学系可以不开，而在本科则均为必修课目，而且关于民刑法及民刑诉讼法的学分，都酌量予以增加。所以名为三年制的专修科，其实就应用学科而言，不但不亚于法律学系，而反有过之。”可见法律专修科的学生负担不轻。在这种负担下，再加上不能戴方帽子，自然念得很怄气。班上同学谢世闻以“陋闻”为笔名，在1955年6月15日香港《自由人》上投稿《谈台大的法律专科》，就指出“该科设立原由司法行政部提议……经费由司法行政部拨给”、“司法行政部也管起大学来了”、“适见自乱体制，破坏教育之行政系统耳”。以上种种，经同学一再反映，再加上教我们“刑法总则”的林彬本是司法行政部部长、教我们“中国司法组织”的徐世贤（李元簇的丈人）又是司法行政部次长，他们也从善如流，赞成改制，于是，法律专修科决定改为法律系司法组，原有的法律系改为法学组，一百五十位同学闻讯欢喜，一两年的怄气，顿时一扫而空。
003.《恶法录及其他》新版前言.txt	15	我主持《文星》，逼陆啸钊写《恶法录》，那时他正在国民党党营企业台湾裕丰纱厂做高干，他在1963年4月5日写信给我，有这样两段：
003.《恶法录及其他》新版前言.txt	19	可见陆啸钊写《恶法录》，本来就有连载性的计划的。他对国民党的恶法有着全套的批判作业，这一作业，由他首义发难于先，并且及身而绝于后，成为《文星》重要功德的一环，是至今犹为人称道的。
003.《恶法录及其他》新版前言.txt	21	陆啸钊的姑姑是陆寒波，陆寒波是国民党财经头子徐柏园的夫人，陆啸钊得身为“内侄”方便，本来可以长保富贵，但他却被我煽动，下海进《文星》，且继我为主编，这种勇于赴义、取舍之间富贵靠边站的精神，实在值得大笔一提。据1966年2月15日张群上蒋介石的秘密呈文，有这样四段：
004.介绍《紫禁城的黄昏》.txt	27	显然的，由于庄士敦前后十三年的欧化东渐，溥仪的境界与眼界，的确因而大开。1922年，当31岁的胡适进宫见过16岁的溥仪后，他写下《有感》一诗，其中是：
004.介绍《紫禁城的黄昏》.txt	37	的确，百尺宫墙和千年礼教，都在庄士敦的触媒下开了心锁。溥仪3岁即位、6岁亡国，在亡国以后几十年间，由于风云际会，也由于阴错阳差，他以末代皇帝之尊，却又备历人间无可如何之遇，其间陆离光怪，极具醒世之资。庄士敦看在眼里，垂老归国，在1934年出版《紫禁城的黄昏》，其中记录自有极大的价值。他这本书前面，有溥仪1931年写的一篇序，其中说：
004.介绍《紫禁城的黄昏》.txt	41	溥仪这些肯定他师傅的话，说的都是很平实的。庄士敦这本“目击身经之实录”，的确是“知之最详”“多他人所不及知”的作品，的确是一部极难得的时代记录。从这些记录中，可以看到许许多多剖面，令我们从惊叹中认识中国。
004.介绍《紫禁城的黄昏》.txt	45	他坐上骡车，开往神武门，沿途所经的道路，满布毫无纪律的军队。但梁鼎芬绝不骇怕，不肯躲在家里以保安全，置死生于度外，直驱入宫，尽其责任。当他到达神武门前，发现他平日所坐的轿子如常放在地上等候着他，但那几个轿夫请他最好还是不要进宫里，因为军队在屋顶上和民国的军队开火，枪弹横飞，很是危险呢。梁鼎芬跑下骡车，坐上轿子，叫轿夫抬他进去。轿夫无可奈何，勉强从命，抬着他进宫，他们心里总是有点骇怕，认为前途危险，抬轿和坐轿的人生命就危在目前了。走不多远，忽然有一颗子弹击中围墙，砖头四射，刚好他们打从这儿经过，砖瓦击中师傅所坐的轿子。轿夫大惊，求梁师傅准许将轿子抬到一个安全的地方。避一避流弹，等战火停下了才进去。梁鼎芬高声答道：“我的责任要紧，我的责任要紧。”轿夫听了大受感动，勇气骤增，把他一直抬到里面。
004.介绍《紫禁城的黄昏》.txt	51	我对他说不日就要亲往侯府回拜，他听说后，很诚恳地求我不可如此，因为他所住的小屋没有客厅。接着他又说：“您别以为我穿戴的冠服是我的东西，其实不是。为了我要陛见，才向人家借用的。”他一边说，一边站起来掀开他的长袍给我看，里面穿的是破旧的衣服。他这样做是出于至诚，无非是想阻止我不要去回拜罢了，因为他辞出后，对我的仆人暗中说，请他们帮忙，劝我不要去回拜。他还说，借来的冠服今天就要送还给人家哩！
004.介绍《紫禁城的黄昏》.txt	53	过了不久，我派人送一件小礼物给他，附以那一天为他所拍好几张相片；来人回来对我说，侯府果然是一所破旧不堪的简陋小屋，当他进门的时候，看见朱侯衣衫褴褛坐在一张破凳上。不消说，在这样的地方接待我，他必然会觉得大为“丢脸”的，因此我只好不去回拜了。但他又来看我一次，谢我所送的礼物。我对朱侯的一般印象，觉得他仍不失为一个君子人，他借祖宗的余荫实在无愧“延恩”二字之封了。
004.介绍《紫禁城的黄昏》.txt	59	古今中外亡国之君很多，但是亡国以后几十年间，饱更忧患，忽而御苑称孤、忽而出宫道寡、忽而以王被尊、忽而因夷就攘，最后满洲为帝、赤塔成囚、东京受审、抚顺观天，垂老又以一介平民，重回故宫，重游他当年做皇帝的所在，为难友做义务导游……这几十年的荣枯对比与浮沉奇遇，不但是古今中外帝王所绝无，也是人类有史以来平民所仅有。溥仪这一生太动人了。他是一个死掉的皇帝，却是一部活的现代史，在这部现代史中，庄士敦云龙契合于先、奋笔疾书于后，为时代留下他所目击身经的一段，“雄文高行，为中国儒者所不及。”斯人也而有斯书也，岂不怪哉！
004.介绍《紫禁城的黄昏》.txt	61	《紫禁城的黄昏》中译本，是秦仲和先生译的，就全书“戏肉”，夹叙夹译，精彩非凡。虽然议论之中，不无党见；然查证引据，颇具功夫，令人佩服。如今二十年后台湾重版，我特就原译的一些失误，稍作订正。如庄士敦名字Reginald误为Reginold；“傅泾波”误为“傅清坡” ，我都代为改过来了。所引胡适给王正廷信，我也根据原信改过来了。
005.推荐《海国男儿》.txt	3	赫克脱·马洛（Hector Malot）是法国作家，生于1830年，死于1907年。他年轻时学法律，后来弃法律就文学，遂成大家。他在文学史中，地位不高；但在外国，却被另眼看待。1893年1月18日，对法国文学的态度一向不太好的英国《泰晤士报》（The Times）这样说：“赫克脱·马洛是一个例外，他在英国比在本国获得更多的桂冠。”他在中国处遇，也正如此。他的名作《苦儿努力记》（Sans Famille有章衣萍等译本，儿童版；又有徐蔚南译本，世界版，名《孤零少年》）；《苦女奋斗记》（Adventures of Perrine有赵余勋译本，少年版）、《海国男儿》（Romoin Kolbpis有适夷译本，建文版）等，都在中国风行。我1947年在北京念小学时，就是这些书的读者，其中最喜欢的，就是《海国男儿》。
005.推荐《海国男儿》.txt	5	1949年我来台湾，在台中一家租书店再见这本书，后来弄到钱去“买下”，却不知去向；十多年后，1966年8月31日，我在台北牯岭街书摊又见到它，乃立刻买下，保存到今天。马洛的著作，情节感人，画中有照，I. H. B. S.在《苦儿努力记》序中曾一再称道之（Nowhere else are more clearly shown the directness of narrative，the simplicity of style, the clearness of sight of a writer who is rather an observer than a poet, and whose pictures “ are rather photographs than paintings”.）。这本《海国男儿》尤其如此。马洛自谓在这本书中：
005.推荐《海国男儿》.txt	7	为了使我留下永远恶感的一个过去的回忆，我努力的要使跟我同样烦恼的人得到欢乐；我要使他们发生读书的兴趣，要使他们的兴趣不受到挫折而受到磨炼。我要刺激他们的兴趣，诉诸他们的心情，引动他们、把握他们，要他们到书本中去找求喜悦、找求安慰。
006.介绍《满宫残照记》.txt	5	这本《满宫残照记》，是一位有心人秦翰才先生的著作。秦翰才先生在满洲国覆灭之日进入长春、进入满洲国宫廷，得见溥仪的收藏与家信，再经实地调查、人物访问、记录征取等工作，终于完成了这本最权威的书。尤其他是满廷方圮、文物犹新的情况下写出来的打铁趁热之作，更具有把握时机的特色，所以书中所收所记的一切，就显得更为难能可贵。乍看起来，这书为了文献足征，颇多刻板的史料，其实正在这些史料中，我们得以发现大量有趣的文字。如溥仪的三妹——三格格韫颖，又名莉莉、琍琍，在写给皇上哥哥的家书里，就有这样君臣与亲情之间的流露：
006.介绍《满宫残照记》.txt	33	第七八号手谕，亦奉到。哎呀！皇上说话太肉麻了！什么小孩别撤（撒）刁了！太频……也不〔知〕谁是小孩！（大同二年——1933——十月二十二日）
006.介绍《满宫残照记》.txt	37	又如溥仪的大弟——溥杰，讨了日本老婆嵯峨浩子，在写给皇上哥哥的家书中，也有这样君臣与亲情之间的妙事：
