id	decision	category	quote_text	source_or_origin	source_file	line_start	line_end	summary	notes
LASFH-011	keep-proofread	中文成语	行尸走肉	传统成语	001.为司法黑暗发榜.txt	47	47	本书在相关章节使用或引录“行尸走肉”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-012	keep-proofread	中文成语	逍遥法外	传统成语	001.为司法黑暗发榜.txt	49	49	本书在相关章节使用或引录“逍遥法外”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-013	keep-proofread	中文成语	孤傲高蹈	传统成语	001.为司法黑暗发榜.txt	57	57	本书在相关章节使用或引录“孤傲高蹈”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-014	keep-proofread	中文成语	趋炎附势	传统成语	001.为司法黑暗发榜.txt	57	57	本书在相关章节使用或引录“趋炎附势”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-015	keep-proofread	古典成句	说大人，则藐之	《孟子》成句	001.为司法黑暗发榜.txt	57	57	本书在相关章节使用或引录“说大人，则藐之”，保留其可独立检索的古典成句性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-016	keep-proofread	文学化成句	戏公卿、弄王侯	传统文人自许语	001.为司法黑暗发榜.txt	57	57	本书在相关章节使用或引录“戏公卿、弄王侯”，保留其可独立检索的文学化成句性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-017	keep-proofread	中文熟语	杠上开花	中文熟语	001.为司法黑暗发榜.txt	59	59	本书在相关章节使用或引录“杠上开花”，保留其可独立检索的中文熟语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-018	keep-proofread	中文成语	耐人寻味	传统成语	001.为司法黑暗发榜.txt	59	59	本书在相关章节使用或引录“耐人寻味”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-019	keep-proofread	古典成句	服善之勇	传统文言成句	001.为司法黑暗发榜.txt	65	65	本书在相关章节使用或引录“服善之勇”，保留其可独立检索的古典成句性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-020	keep-proofread	中文成语	曲法阿世	传统成语	001.为司法黑暗发榜.txt	73	73	本书在相关章节使用或引录“曲法阿世”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-021	keep-proofread	古典诗句	杀人如草不闻声	杜甫诗句化用	001.为司法黑暗发榜.txt	73	73	本书在相关章节使用或引录“杀人如草不闻声”，保留其可独立检索的古典诗句性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-022	keep-proofread	中文成语	遗臭万年	传统成语	001.为司法黑暗发榜.txt	75	75	本书在相关章节使用或引录“遗臭万年”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-023	keep-proofread	中文成语	光明正大	传统成语	001.为司法黑暗发榜.txt	83	83	本书在相关章节使用或引录“光明正大”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-024	keep-proofread	中文成语	瞒天过海	传统成语	001.为司法黑暗发榜.txt	83	83	本书在相关章节使用或引录“瞒天过海”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-025	keep-proofread	历史典故	莫须有	岳飞冤狱相关典故	001.为司法黑暗发榜.txt	83	83	本书在相关章节使用或引录“莫须有”，保留其可独立检索的历史典故性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-026	keep-proofread	中文成语	上下其手	传统成语	001.为司法黑暗发榜.txt	83	83	本书在相关章节使用或引录“上下其手”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-027	keep-proofread	中文俗语	欲加之罪，何患无辞	传统俗谚	001.为司法黑暗发榜.txt	83	83	本书在相关章节使用或引录“欲加之罪，何患无辞”，保留其可独立检索的中文俗语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-028	keep-proofread	中文成语	孤陋寡闻	传统成语	001.为司法黑暗发榜.txt	89	89	本书在相关章节使用或引录“孤陋寡闻”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-029	keep-proofread	中文熟语	黄鱼两吃	中文熟语	001.为司法黑暗发榜.txt	93	93	本书在相关章节使用或引录“黄鱼两吃”，保留其可独立检索的中文熟语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-030	keep-proofread	中文成语	李代桃僵	传统成语	001.为司法黑暗发榜.txt	93	93	本书在相关章节使用或引录“李代桃僵”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-031	keep-proofread	历史典故	指鹿为马	秦赵高典故	001.为司法黑暗发榜.txt	95	95	本书在相关章节使用或引录“指鹿为马”，保留其可独立检索的历史典故性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-032	keep-proofread	中文成语	摇身一变	传统成语	002.钟曜唐——这样的法官配做院长吗？.txt	3	3	本书在相关章节使用或引录“摇身一变”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-033	keep-proofread	法律格言	案重初供	传统证据格言	002.钟曜唐——这样的法官配做院长吗？.txt	15	15	本书在相关章节使用或引录“案重初供”，保留其可独立检索的法律格言性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-034	keep-proofread	中文俗语	换汤不换药	中文熟语	003.为翁媳命案抱不平.txt	15	15	本书在相关章节使用或引录“换汤不换药”，保留其可独立检索的中文俗语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-035	keep-proofread	中文成语	和盘托出	传统成语	003.为翁媳命案抱不平.txt	37	37	本书在相关章节使用或引录“和盘托出”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-036	keep-proofread	中文成语	避重就轻	传统成语	003.为翁媳命案抱不平.txt	99	99	本书在相关章节使用或引录“避重就轻”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-037	keep-proofread	中文成语	不了了之	传统成语	003.为翁媳命案抱不平.txt	99	99	本书在相关章节使用或引录“不了了之”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-038	keep-proofread	中文成语	众说纷纷	传统成语	003.为翁媳命案抱不平.txt	175	175	本书在相关章节使用或引录“众说纷纷”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-039	keep-proofread	中文成语	牵强附会	传统成语	003.为翁媳命案抱不平.txt	205	205	本书在相关章节使用或引录“牵强附会”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-040	keep-proofread	中文成语	倒果为因	传统成语	003.为翁媳命案抱不平.txt	207	207	本书在相关章节使用或引录“倒果为因”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-041	keep-proofread	中文成语	同流合污	传统成语	004.从华定国冤狱到吕德冤狱.txt	7	7	本书在相关章节使用或引录“同流合污”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-042	keep-proofread	中文俗语	天外有天	中文熟语	004.从华定国冤狱到吕德冤狱.txt	11	11	本书在相关章节使用或引录“天外有天”，保留其可独立检索的中文俗语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-043	keep-proofread	中文成语	灰头土脸	传统成语	004.从华定国冤狱到吕德冤狱.txt	31	31	本书在相关章节使用或引录“灰头土脸”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-044	keep-proofread	中文成语	面目全非	传统成语	004.从华定国冤狱到吕德冤狱.txt	31	31	本书在相关章节使用或引录“面目全非”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-045	keep-proofread	中文熟语	生不如死	中文熟语	004.从华定国冤狱到吕德冤狱.txt	81	81	本书在相关章节使用或引录“生不如死”，保留其可独立检索的中文熟语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-046	keep-proofread	中文俗语	老天爹（爷）不负苦心人	中文俗谚	004.从华定国冤狱到吕德冤狱.txt	91	91	本书在相关章节使用或引录“老天爹（爷）不负苦心人”，保留其可独立检索的中文俗语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-047	keep-proofread	中文成语	铁面无私	传统成语	004.从华定国冤狱到吕德冤狱.txt	99	99	本书在相关章节使用或引录“铁面无私”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-048	keep-proofread	中文成语	故态复萌	传统成语	005.人间何处有青天.txt	21	21	本书在相关章节使用或引录“故态复萌”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-049	keep-proofread	中文成语	画蛇添足	传统成语	005.人间何处有青天.txt	25	25	本书在相关章节使用或引录“画蛇添足”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-050	keep-proofread	中文成语	满城风雨	传统成语	005.人间何处有青天.txt	31	31	本书在相关章节使用或引录“满城风雨”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-051	keep-proofread	中文成语	天方夜谭	传统成语	005.人间何处有青天.txt	33	33	本书在相关章节使用或引录“天方夜谭”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-052	keep-proofread	中文成语	若合符节	传统成语	005.人间何处有青天.txt	49	49	本书在相关章节使用或引录“若合符节”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-053	keep-proofread	中文成语	信口开河	传统成语	005.人间何处有青天.txt	63	63	本书在相关章节使用或引录“信口开河”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-054	keep-proofread	古典成句	用之则行，舍之则藏	《论语》成句	005.人间何处有青天.txt	69	69	本书在相关章节使用或引录“用之则行，舍之则藏”，保留其可独立检索的古典成句性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-055	keep-proofread	古典成句	苛政猛于虎	《礼记》相关成句	005.人间何处有青天.txt	71	71	本书在相关章节使用或引录“苛政猛于虎”，保留其可独立检索的古典成句性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-056	keep-proofread	中文成语	忍气吞声	传统成语	005.人间何处有青天.txt	75	75	本书在相关章节使用或引录“忍气吞声”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-057	keep-proofread	中文俗语	无风不起浪	中文俗谚	005.人间何处有青天.txt	143	143	本书在相关章节使用或引录“无风不起浪”，保留其可独立检索的中文俗语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-058	keep-proofread	中文俗语	真的假不了，假的真不了	中文俗谚	005.人间何处有青天.txt	143	143	本书在相关章节使用或引录“真的假不了，假的真不了”，保留其可独立检索的中文俗语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-059	keep-proofread	中文成语	周而复始	传统成语	005.人间何处有青天.txt	143	143	本书在相关章节使用或引录“周而复始”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-060	keep-proofread	中文成语	蛛丝马迹	传统成语	005.人间何处有青天.txt	143	143	本书在相关章节使用或引录“蛛丝马迹”，保留其可独立检索的中文成语性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-061	keep-proofread	古典诗句	春潮带雨晚来急	韦应物《滁州西涧》	005.人间何处有青天.txt	213	213	本书在相关章节使用或引录“春潮带雨晚来急”，保留其可独立检索的古典诗句性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
LASFH-062	keep-proofread	古典诗句	隔叶黄鹂空好音	杜甫《蜀相》	005.人间何处有青天.txt	213	213	本书在相关章节使用或引录“隔叶黄鹂空好音”，保留其可独立检索的古典诗句性质。	校对轮保守收录：《你不知道的司法黑暗》为司法个案、法院攻防和党政人物语境密集文本；现代政治口号、司法诉求、法条判例解释、人物攻防、机关结论和意识形态判断不收；仅保留句子本身可独立检索的成语、俗语、古典成句、诗文句、文学典故和少量短法律格言。
