file	line	score	tags	quotes	text
086.老树开菜花.txt	35	14	poem|proverb|quote|literary_people		现在我讲第二个题目叫做老树开菜花。老树开花是昨天台北市文化局局长龙应台所讲的话，我今天给她改写这句话，叫做老树开菜花。这个菜字用的太好了！什么原因？第一菜，我们台语口语这个人很菜，表示这个人不及格、这个人很烂，可是菜花也是一种性病，男人身上长的这种性病也是一种菜花。什么叫老树开菜花？昨天龙应台联合了林语堂的两个女儿，等于在林语堂纪念馆重新开幕的时候发表谈话，龙应台说我们现在是老树开花。因为阳明山仰德大道林语堂的故居，现在我们重新开放，大家要追念林语堂，林语堂是大师，大概的意思就这样子。所以我们可以看到报上说：林语堂故居开放，风采重现。看到没有？然后我们看到这个门打开了，小马哥在这里，龙应台在这里，这是林语堂的大女儿林太乙。我们觉得这样的纪念林语堂好不好？我们看到画面，在最前面的就是龙应台，打扮得漂漂亮亮，后面就是马英九，看到林语堂这图书馆，大家注意这个打字机，等一下我们再看画面。我们到台北市故宫的时候，我们看到很多故宫古代的这些文物有很多英文的说明。大家注意那些英文的说明，绝大多数都是林语堂的女儿翻译出来的。为什么她翻译以后自杀了？广告过后，告诉大家。
004.批评陈水扁.txt	79	13	classical|proverb|literary_people|quoted	一根鸡巴往里戳	李敖：我懂你意思，张先生。没有一个称呼是我自己捏造的，好比说我谈到鸡巴，对不起，你查查《红楼梦》。《红楼梦》是中国有名的小说，里面就有一句话“一根鸡巴往里戳”，就是鸡巴啊！《红楼梦》就有“肏”字啊，对不对？我举个例子，这种这种语言不是我捏造的，中文的汉字有这种字，中文的文学名著有这种话。是因为有些人不读书，所以才少见多怪。所以我希望你和你的朋友们，张先生你们能够了解语言是进步的，如果语言不进步，有很多语言我们把它埋没掉了，或把它改写了，那个语言不是真实的语言。所以当年文学革命，胡适先生讲八步，八个条件来改革文学，其中有一条就是对俗字和俗语，民间的语言我们要用。请问你当个阿兵哥的时候，你是不是要听到很多粗话啊？如果很多老粗不讲粗话，也不像阿兵哥了。可是那个俗话不是我捏造的，当我报导这个事实，我用了他的语言没有错。可是那话，请注意，不是我捏造的。希望你和你的朋友们能够从这个角度来了解。永和的张小姐。
009.台独是孬种.txt	53	13	poem|classical|proverb|quote|political_context		李敖大哥大，今天讲的第三个题目叫做——有种就台独呀！为什么呢？看到没有？昨天民进党开会了，把一个叫做《台湾前途决议文》提升它的位阶。什么叫位阶？刚才我谈过，法律有位阶。按照现在的所谓《中央法规标准法》，就是宪法最高，其次是法律，其他杂七杂八的那些规定、规则、办法、条文、命令，这些规则杂七杂八的跟法律抵触，无效，法律有效！法律跟宪法抵触，法律无效！叫位阶。我比你高一层，老子说了算，宪法说了算。台湾民进党里面有一个叫做台独党纲，台独党纲里说的很清楚，它说：建立主权独立的台湾共和国及制定新宪法。看到没有？说的很清楚。好了，现在提升了《台湾前途决议文》的位阶，说是台湾依宪法称为中华民国，但与中华人民共和国互不隶属，任何有关独立现状的更动，必须交由台湾全体住民公投决定。看到没有？前面说的清清楚楚，按照党纲是要搞台湾共和国的。为什么你把你的决议文位阶比党纲低好几层的，提升跟党纲一边高？然后说后面的法律优于前面的法律。就是说我决议文比党纲还重要，这是谢长廷公开讲的。
012.李敖论今古政坛迹象.txt	17	13	poem|classical|proverb		我告诉各位，当时司马迁因为找不到有钱的人替他出钱，所以只好就割了卵叫。古代的刑法很多，好比说今天国使馆里面，大家踊跃参加，注意踊跃，踊跃什么意思？踊什么意思？我告诉你踊这个意思，就是古代的一个刑法，把你脚趾头砍掉，把你脚剁掉。这一个刑法除了割卵叫以外，还有剁掉脚的。剁了脚以后，脚要穿一个特殊的鞋，套上去以后才能走路。这个特殊的鞋就叫做踊，就是踊跃的踊字。他剁了以后，他不太会走路，要跳着走叫踊跃，懂我意思吗？所以踊跃参加的意思就是大家都参加了，可是每个人脚都没有了，被剁掉，表示这一个古代的一个动词被我们现代人来使用。
024.买个太阳不下山.txt	35	13	poem|classical|proverb|quote|political_context		李敖大哥大。现在我讲第二个题目，买个太阳不下山。黄安的歌我有一次听到了，他送我一张他的CD。听到有一个歌叫做《买个太阳不下山》，老子有钱，希望能够买个太阳不下山，隐含了希望好景常在，希望青春永驻。可是事实上是事与愿违，做不到的，为什么做不到？太阳会被你收买吗？为什么我用这个题目做我这一段节目的标题？请大家看看，那个长得很讨厌的、笨笨的、话也讲不清楚的、民进党政府的外交部部长田弘茂。他在立法院里面向立法院曾经做过承诺，就是当护照上面加注什么这些字眼的时候，我会跟你们一起取得了共识以后，才能这样做，外交部不会随便这样做。言犹在耳，信誓旦旦，忽然间阿扁就立刻出来说：护照今年11月就要改了。并且把台湾字眼加进去了。
038.你不知道的二二八第一集.txt	17	13	classical|proverb|quote|literary_people		我李敖的写《北京法源寺》这本小说，就谈到谭嗣同头被砍下来的时候，戊戌政变六君子，头最后就把他接回去，为什么呢？大家希望死的时候，头跟身体不要分开！可是中国历史上有一个人头和身体是有明显的分开的，就是关公！关公在湖北的当阳县被杀掉了。杀掉以后，要把这个头送去给河南洛阳的曹操看，所以关公的头就砍下来送到洛阳，然后就地埋在洛阳。所以关公的人头是埋在河南洛阳，身体埋在湖北的当阳，真的身首异处，并且隔得很远！《三国演义》的故事里面，就是关公向普净和尚要说：还吾头来！把头还给我！普净和尚就抬着头对关公讲了一句话，他说：你的头，应该还给你！可是我们请问你关公杀了多少人？斩颜良、诛文丑，过五关、斩六将，你杀了多少人，那些人的头哪里去了？就反问了关公一句，关公被普净和尚问了一句以后，恍然大悟！就想起来我被人家杀的，没有错！可是我也杀过别人。
079.缩头其实也挨一刀.txt	21	13	poem|classical|proverb		现在讲第二个题目叫做从白马非马到女人非女人。什么叫做白马非马？中国古代一个有名的思想家叫做公孙龙子，我们有孔子、墨子、孟子什么这些，还有一个公孙龙子，公孙龙子到现在我们叫做名家，事实上他是谈逻辑的。他的逻辑里面很有趣，他会用一个逻辑的公式来给你套套套，到最后你发现白颜色的马不是马，他可以搞出这种花样出来。这有什么结论呢？结论就是大家对公孙龙子的印象，就是能胜人之口，不能服人之心。在嘴巴上我跟你辩论，我辩不过你，你能胜我，能胜人之口，可是不能服人之心。为什么？因为事实上我心里不服，可是嘴巴上辩不过你，这就是公孙龙子的本领。
103.陈小妹的最后一夜.txt	35	13	poem|classical|proverb|quote|political_context		李敖大哥大。我继续讲陈小妹的最后一夜。我跟大家讲一个知识分子的标准是什么？大家都搞错了，我们看到的知识分子大部分都是假的，我讲过第一个标准就是他有专业的本领，可是知道他专业的限度跟这个能反省他专业这部分的错误。第二个他不能为了生活来靠他的专业，这人饭都没得吃，苦哈哈的、穷嗖嗖的，这个不是好的知识分子，这是个穷光蛋，没有力量。第三个，他有眼光，眼光过人。第四条勇气，勇气过人。第五，孟子所说的富贵不能淫，贫贱不能移，威武不能屈，还要加一条叫做时髦不能动，他并不赶时髦。好比说现在台湾流行本土化，他就会说本土化是骗自己的，是使台湾变的锁国、台湾变得闭塞、台湾跟不上这个世界，你们这样乱搞，组织什么南社、北社、中社，你们都胡闹的一群头脑不清的人。有人有勇气讲这个话，也有这个眼光讲出来，也不赶时髦，这是一个特色，时髦不能动。在这五个条件以外，还有一个条件就是永远是反政府的，永远是个异议者。我一再讲过，像苏联的这个文学家索尔仁尼琴讲过一句话，他说伟大的文人是第二个政府。换句话说，政府以外还有一个政府，那就是伟大的文人。什么原因？他跟你这个政府绝对是不合作的，如果说一群知识分子出来跟政府搅在一起，或者一个人办报办了五十三四年，所有的政府从国民党政府到民进党政府，都是跟他关系好得很，像余纪忠这样子，绝对不是好的知识分子。为什么？跟政府的关系太好了。
004.批评陈水扁.txt	59	12	poem|proverb|literary_people		好，今天讲最后一个题目叫做——雨中最高层。雨里面的最高层。我先请大家跟我学一首诗，这是宋朝王安石的一首诗，它叫做飞来峰。飞来山上千寻塔，闻说鸡鸣见日升。不畏浮云遮望眼，自缘身在最高层。我劝大家把这个诗背下来，因为非常好的一首诗。我念给大家听，在飞来山上面有一个很高的塔，听说在鸡叫的时候，清早的时候，我们可以在塔上面看到太阳升起来。可是那天有阴云把我挡住了，把我挡出来以后，遮望眼，把我的视野给挡住了。不畏，可是我不怕一个黑云把我的视野给挡住了，为什么呢？自缘身在最高层，我知道我自己我有这个信心，我是在最高的层次。虽然云挡住了我，可是我还是最高层面的。代表人生的一个境界。
004.批评陈水扁.txt	87	12	poem|classical|literary_people		李敖：我的意思，我并不劝人读很多古书，因为你直接读的话，你发现好东西其实很少。你真正看看李太白的文集，好的文章、好的诗，只有几篇，大部分不好。你看看苏东坡的全集，很多文章今天是祭城隍；明天下雨了要谢雨；后天旱灾了，然后求雨，荒谬的、头脑不清的部分很多。所以我认为不需要读那么多的古书。如果你们在一些好的选本里边能够看到一些古书，其实就很好了。所以能够看到我所编的这些东西，我觉得就很好了。一般我们看看目前这些古书，好比说《四书》《唐诗三百首》《古文观止》。看看这些书我觉得也就蛮够了。至于说像《红楼梦》、《水浒传》、《西游记》，可以常读，因为这些书使我们比较灵活，思路比较灵活。我觉得是最好的应该是《西游记》。苗栗的廖先生。
017.国安局私吞30亿.txt	57	12	poem|proverb|western		我们再看法国的画家的布菲，他在71岁的时候也自杀了，这个时间是1999年。我们再看我们现在看到丈夫死了，太太殉情，这是一个自愿的，可有一种情况不是自愿的，是强迫的，当然这里面可能也有自愿成分，就是印度。在古代印度的时候，丈夫死了以后，太太要殉情。殉情的方法，什么方法？就是印度的火葬是公开烧的，在露天烧的。不是像我们现在有火葬场，推进去烧。公开烧的，这火烧起来的时候，太太要跳到丈夫的火葬堆里面去，自己也跟着烧死。这种太太在英文里面叫SUTTEE。这个字你们可能不知道，我再念一遍，SUTTEEE这个意思就是寡妇殉夫，跳下去。请看这个画面，这就是，看到没有，当公开的火葬在烧的时候，寡妇要跳下来，这个就是SUTTEE。这是我们看到古代印度的这种不合理的现象。中国也有，中国古代的皇帝死的时候也有殉情，甚至到了明朝还有这种现象。后来清朝以后当然就没有了。然后我们再看一种殉情，这种我们叫做少年维特之烦恼似的，这就歌德笔下的小说，少年维特爱上了他好朋友的太太，爱上了朋友太太，感情上无法自拔，后来就自杀了。这也是一种殉情，当然男的死了，女的没有死！
029.怀念胡适.txt	39	12	poem|proverb|quote|literary_people|political_context		可是今天我们看到的是什么？虽然有个人出现了，可是大部分他们是做企业的人，像张忠谋这一类人或者王永庆这类的人。他们谈不到思想，他们只会赚钱。另外一批人就是知识分子，可是我必须告诉你，知识分子没落了。今天为什么我要说40年了怀念他？因为胡适是我们眼里面，等于是末代的知识分子。那么你李敖是什么？我李敖是知识分子加英雄加战士。胡适他们在这方面不能跟我比的。什么原因不能跟我比？我告诉你们为什么。胡适的一个好朋友叫做蒋廷黻，过去在台湾给台湾做过所谓中华民国的驻美国大使，也做过驻联合国的代表。蒋廷黻他讲了一段话，他说他们那一代是知识分子影响政治的最后一代。什么意思？就是他们那一代走了以后，知识分子不能影响政治了，对政治影响力没有那么大了！什么原因呢？今天我们看到了，台湾知识分子值不值钱？通通不值钱！什么原因呢？人家看不起你！像柴松林也搞中国人权协会的，讲了一句没出息的话，他说我们十个大学教授也赶不上一个立法委员。为什么讲这种没出息话？其实他讲了真话，因为大学教授你们不争气！你们不能够代表知识分子的尊严和勇气，所以你们不值钱了。
029.怀念胡适.txt	73	12	poem|proverb|quote|literary_people|political_context		李敖大哥大。我现在讲第二个题目叫做——可恶的外省人。台湾人看好，不要以为我整天只骂台湾人，外省人照骂不误，各省人我都会骂的。今天谈谈可恶的外省人，我讲过，我希望我的观众明天或者后天能够到台北去参加书展，去买这本李敖32年前编的《胡适语粹》，同时有很多我李敖的书在现场。我希望大家到成阳出版社的摊位，B区的摊位去买这些书。成阳出版社是由我的好朋友张坤山他的少爷张书铭他们主持的，我等于向他们靠行，所以希望大家买来这些书。干什么？去看好书啊！为什么要看好书？你们去书展去干什么？陈水扁主持的书展，有什么好书展你告诉我？这些人都不读书的。
031.李敖对祖国发音第一集.txt	15	12	poem|quote|literary_people|quoted	为伊	胡适在1952年，也就是40年前，他用他清秀的毛笔字写下了一段话，请大家看他说：衣带渐宽终不悔，为伊消得人憔悴。然后胡适说他是用柳永、宋朝的柳三变写的词里面的词句。干什么呢？来叙述他作为游子怀念祖国的情绪。衣带渐宽终不悔，意思就是说我的裤腰带越来越宽了，什么原因？因为我人瘦了，所以我的裤腰带变宽了。为什么宽了？因为我“为伊”，那个女人，现在胡适特指是我的国家，为我的国家变得，我不但瘦了，并且变得很憔悴。所以胡适说：用柳永词句述游子怀念祖国的情绪。然后写胡适，注意41年，1952年12月7号。
