id	file	line_start	line_end	chapter	category	quote_text	source_or_origin	summary
LACMHN-039	002.惨刑与迫害.txt	137	137	惨刑与迫害	清代谕文	补数千年之阙略，成一代之鸿书，非偶然也。	清廷谕汤若望	谕文称汤若望修历补前代阙略。
LACMHN-040	002.惨刑与迫害.txt	157	157	惨刑与迫害	历法史轶语	我等不知推算。	杨光先等语	旧历派在测验前承认不懂推算。
LACMHN-041	002.惨刑与迫害.txt	157	157	惨刑与迫害	历法史轶语	先问尔等，既称能测日影，今怎说不知？	康熙帝语	康熙帝反诘杨光先等人的历法能力。
LACMHN-042	002.惨刑与迫害.txt	157	157	惨刑与迫害	历法史文句	臣监之历法，乃尧舜相传之法也；皇上所正之位，乃尧舜相传之位也；皇上所承之统，乃尧舜相传之统；皇上颁行之历，应用尧舜之历。	杨光先语	杨光先以尧舜相传维护旧历。
LACMHN-043	002.惨刑与迫害.txt	157	157	惨刑与迫害	历法史文句	南怀仁欲毁尧舜相传之仪器，以改西洋之仪器，使尧舜之仪器可毁，则尧舜以来之诗、书、礼乐、文章、制度皆可毁矣！	杨光先语	旧历派把历法之争扩大到文化制度。
LACMHN-044	002.惨刑与迫害.txt	163	163	惨刑与迫害	历法史格言	宁可使中国无好历法，不可使中国有西洋人。	杨光先语	杨光先反西历的极端表述。
LACMHN-045	002.惨刑与迫害.txt	163	163	惨刑与迫害	史料比喻	如抱火于积薪，而祸至之无日也。	杨光先语	杨光先以积薪抱火比喻外来传教风险。
LACMHN-046	003.西化史的一章.txt	9	9	西化史的一章	音乐史文句	夫他曲，旅人罔知，唯习道语数曲，今译其大意，以大朝文字，敬陈于左。第译其意，而不能随其本韵者，方音异也。	利玛窦奏对	利玛窦说明西洋乐曲译意不随韵。
LACMHN-047	003.西化史的一章.txt	13	13	西化史的一章	音乐史文句	所为琴，纵三尺，横五尺，藏椟中，弦七十二，以金银或炼铁为之弦，各有柱，端通于外，鼓其端而自应。	明代记载	明人描写利玛窦所献西洋琴。
LACMHN-048	003.西化史的一章.txt	17	17	西化史的一章	音乐史文句	不用指弹，只以小板案，其声更清越。	明人记番琴	明人描述西洋键盘乐器的演奏方式。
LACMHN-049	003.西化史的一章.txt	21	21	西化史的一章	音乐史文句	男女日夕赴寺礼拜，听僧演说。寺有风乐，藏革柜中，不可见，内排牙管百余，外按以囊，嘘吸微风，入之，有声呜呜自柜出，音繁节促，若八音然。	西洋风乐记载	明人记录教堂风琴形制与声音。
LACMHN-050	003.西化史的一章.txt	25	25	西化史的一章	音乐史评语	一人鼓琴，而众管齐鸣，百乐无不备，真奇巧！	西洋风琴记载	明人惊叹风琴一人奏而众管齐鸣。
LACMHN-051	003.西化史的一章.txt	25	25	西化史的一章	音乐史评语	乐钟，并不烦人挑拨而按时自鸣；亦备诸乐之声，尤为巧绝。	西洋乐钟记载	明人称赞乐钟按时自鸣。
LACMHN-052	003.西化史的一章.txt	29	29	西化史的一章	清人诗句	方疑宫悬备，定有乐工百，岂知登楼观，一老坐搊擘。一音一铅管，藏机捩关膈，一管一铜丝，引线通骨骼；其下鞴风橐，呼吸类潮汐；丝从橐罅绾，风向孔道迫，众窍乃发响，力透腠理砉，清浊列若眉，大小鸣以臆；韵仍判宫商，器弗假匏革，虽难继韶頀，亦颇谐皦绎。奇哉创物智，乃出自蛮貊！	赵翼诗	赵翼描写西洋风琴机械与声响。
LACMHN-053	003.西化史的一章.txt	41	41	西化史的一章	音乐理论文句	从此法入门，实为简径。	《律吕正义》论徐日昇	清代音乐文献称徐日昇所传西方法入门简捷。
LACMHN-054	003.西化史的一章.txt	53	53	西化史的一章	绘画史文句	利码窦携来西域天主像，乃女人抱一婴儿，眉目衣纹，如明镜涵影，踽踽欲动。其端严娟秀，中国画工，无由措手。	明人记天主像	明人惊叹西洋圣母像逼真。
LACMHN-055	003.西化史的一章.txt	57	57	西化史的一章	绘画理论文句	中国画但画阳不画阴	利玛窦答语	利玛窦以阴阳解释中西画法差别。
LACMHN-056	003.西化史的一章.txt	57	57	西化史的一章	绘画理论文句	吾国画兼阴与阳写之	利玛窦答语	利玛窦说明西洋画兼写明暗。
LACMHN-057	003.西化史的一章.txt	57	57	西化史的一章	绘画理论文句	故能使画像与生人亡异也。	利玛窦答语	利玛窦说明明暗法造成逼真效果。
LACMHN-058	003.西化史的一章.txt	71	71	西化史的一章	绘画史文句	望之如塑，貌三十许人。左手把浑天图，右叉指，若方论说状，指所说者。	康熙间画作记载	记录西洋画人物如塑、若论说的效果。
LACMHN-059	003.西化史的一章.txt	75	75	西化史的一章	绘画评语	千态万状，奕奕如生	郎世宁凯旋图评语	称郎世宁凯旋图人物形态生动。
LACMHN-060	003.西化史的一章.txt	81	81	西化史的一章	艺术史论断	中西画学融合之机，从此发动了。	李敖史论	概括中西画学融合的开端。
LACMHN-061	003.西化史的一章.txt	83	83	西化史的一章	绘画评语	写照如镜取影，妙得神情	曾鲸评语	称曾鲸肖像画得神。
LACMHN-062	003.西化史的一章.txt	87	87	西化史的一章	绘画批评	非雅赏，好古者所不取	张庚评洋画法	张庚批评参用洋画法之作。
LACMHN-063	003.西化史的一章.txt	87	87	西化史的一章	绘画批评	笔墨全无，虽工亦匠，故不入画品	邹一桂评洋画	邹一桂以笔墨标准批评西洋画。
LACMHN-064	003.西化史的一章.txt	91	91	西化史的一章	绘画批评	虽工亦匠，不入画品	邹一桂《小山画谱》	邹一桂对西洋画的成语式评语。
LACMHN-065	003.西化史的一章.txt	91	91	西化史的一章	绘画批评	好古者所不取	张庚《画征录》	张庚对西法画作的评语。
LACMHN-066	003.西化史的一章.txt	95	95	西化史的一章	风俗评语	中国廉耻之风，堪为欧士镜鉴	传教士语	传教士赞中国衣着风俗。
LACMHN-067	003.西化史的一章.txt	103	103	西化史的一章	建筑史文句	多楼居，楼三层，依山高下，方者、圆者、三角者、六角者、八角者、肖诸花果状者；其覆俱为螺旋形，以巧丽相尚	西洋建筑记载	明清资料描写西洋楼居形制。
LACMHN-068	003.西化史的一章.txt	107	107	西化史的一章	清代匾额	通玄佳境	顺治帝题天主堂匾额	顺治帝为北京宣武门内天主堂所题匾额。
LACMHN-069	003.西化史的一章.txt	113	113	西化史的一章	建筑史文句	其式准西洋为之	张景运《秋坪新语》	张景运记宣武门内天主堂依西洋样式建造。
LACMHN-070	003.西化史的一章.txt	141	141	西化史的一章	传统成句	过路问禁，入境问俗	古训	李敖用古训说明传教士必须学习汉语。
LACMHN-071	003.西化史的一章.txt	155	155	西化史的一章	语言学史文句	最先编辑中国字书而附以欧洲语言之解释者，似为玛窦。	Abel Remusat语	雷慕沙判断利玛窦可能最早编中西文字书。
LACMHN-072	003.西化史的一章.txt	159	159	西化史的一章	语言学史文句	凡三册，使汉字与吾邦之元音辅音接近，俾中国人得于三日内通晓西洋文字之系统。	传教士记载	传教士记录汉文文典式工作的目标。
LACMHN-073	003.西化史的一章.txt	165	165	西化史的一章	语言学史文句	蜡谛诺者，即今中国所传西洋字也	清代史料	清代资料解释拉丁文字。
LACMHN-074	003.西化史的一章.txt	169	169	西化史的一章	语言学史文句	蜡谛诺者，西洋诸国之官话也。	清代史料	清代资料解释拉丁语通行性。
LACMHN-075	004.祖法和历法.txt	11	11	祖法和历法	明代奏疏文句	一道同风，正人心而维国脉之本计也	礼部奏疏	礼部以一道同风维护祖法。
LACMHN-076	004.祖法和历法.txt	11	11	祖法和历法	明代奏疏文句	严邪正之禁	礼部奏疏	奏疏强调礼部职掌在禁邪正。
LACMHN-077	004.祖法和历法.txt	11	11	祖法和历法	明代奏疏文句	抑邪崇正，昭然定于一尊	礼部奏疏	奏疏以抑邪崇正论排斥外来宗教。
LACMHN-078	004.祖法和历法.txt	11	11	祖法和历法	明代奏疏文句	其为万世治安计，至深远也。	礼部奏疏	奏疏自称禁绝异端为长治久安之策。
LACMHN-079	004.祖法和历法.txt	17	17	祖法和历法	历法史文句	此为奉若天道乎？抑亦妄干天道乎？	旧历维护者语	旧历派以天道名义质疑西法。
LACMHN-080	004.祖法和历法.txt	17	17	祖法和历法	历法史文句	此为归顺王化乎？抑亦暗伤王化乎？	旧历维护者语	旧历派把历法之争归入王化问题。
LACMHN-081	004.祖法和历法.txt	21	21	祖法和历法	经学文句	王者唯岁，庶民唯星	旧历维护者所引圣经	旧历派引经反对西方天文学。
LACMHN-082	004.祖法和历法.txt	21	21	祖法和历法	历法史文句	小日是小王也；多天，是多帝也。	旧历维护者语	旧历派以王帝比附天文体系。
LACMHN-083	004.祖法和历法.txt	25	25	祖法和历法	历法史文句	臣伏维钦天监之历法，乃尧舜相传之法；皇上所正之位，乃尧舜相传之位；而皇上所承之统，即尧舜相传之统；则皇上颁行之历，当用尧舜之历。	旧历维护者奏词	旧历派用尧舜相传维护钦天监旧法。
LACMHN-084	004.祖法和历法.txt	27	27	祖法和历法	历法史格言	宁可使中国无好历法，不可使中国有西洋人！	杨光先语	李敖以此概括祖宗战式反西化心态。
LACMHN-085	005.中国式谈判.txt	17	17	中国式谈判	古典成语	单刀赴会	三国故事成语	李敖用以形容中国式谈判代表愈少愈好。
LACMHN-086	005.中国式谈判.txt	17	17	中国式谈判	古训	两国交兵，不斩来使	传统外交古训	李敖提及交战不斩使者的古训。
LACMHN-087	006.一页与老毛子的外交史.txt	97	97	一页与老毛子的外交史	史论比喻	会场形式岂不有点三国志演义的风味？	李敖评语	李敖用《三国志演义》比喻谈判会场。
LACMHN-088	007.被拆穿的纸龙.txt	13	13	被拆穿的纸龙	外交史轶语	看亦可，不看亦可。这火器操法，谅来没有什么稀罕！	福大人语	清官对英使观操邀请的轻忽答语。
LACMHN-089	007.被拆穿的纸龙.txt	17	17	被拆穿的纸龙	外交史轶语	一老太监语我此钟系中国人自造，子不屑与辩，付之一笑	英使随员记录	英使随员记录老太监误称西洋钟为中国自造。
LACMHN-090	007.被拆穿的纸龙.txt	35	35	被拆穿的纸龙	清人诗句	一到殿廷齐膝地，天威能使万心降	管侍御韫山堂诗	清人以诗句描写英使觐见下跪。
LACMHN-091	008.此非彼辈所能知也！.txt	3	3	此非彼辈所能知也！	近代史料文句	令岳韩束手，奈何！奈何！	林则徐信中语	林则徐私下承认西方炮火足令岳韩束手。
LACMHN-092	008.此非彼辈所能知也！.txt	5	5	此非彼辈所能知也！	近代史料文句	鼓轮西上，迅如奔马，疾如飘风	薛福成记胡林翼	胡林翼目睹洋船迅疾的记录。
LACMHN-093	008.此非彼辈所能知也！.txt	9	9	此非彼辈所能知也！	文化论战文句	中学包罗西学，不可以西学凌驾中学。	孙家鼐语	孙家鼐点出中体西用论的核心。
LACMHN-094	008.此非彼辈所能知也！.txt	23	23	此非彼辈所能知也！	近代史料文句	此处俯视安庆，如在釜底，贼虽强，不足平也。	薛福成记胡林翼	胡林翼登龙山后判断安庆形势。
LACMHN-095	008.此非彼辈所能知也！.txt	23	23	此非彼辈所能知也！	近代史料文句	此非吾辈所能知也！	胡林翼语	胡林翼面对洋务时的退避之语。
LACMHN-096	009.《末代皇帝研究》前言.txt	5	5	《末代皇帝研究》前言	人物评语	虽拥皇帝虚名，实等终身圈禁。	溥仪祖母语	溥仪祖母对幼帝入宫命运的哀叹。
LACMHN-097	009.《末代皇帝研究》前言.txt	7	7	《末代皇帝研究》前言	史论成句	古之所无、今之绝有	李敖评溥仪	李敖概括溥仪象征意义的罕见性。
LACMHN-098	009.《末代皇帝研究》前言.txt	9	9	《末代皇帝研究》前言	史书文句	遂开千古未有之奇	《清史稿·宣统皇帝本纪》	《清史稿》称溥仪和平交出政权为奇。
LACMHN-099	009.《末代皇帝研究》前言.txt	11	11	《末代皇帝研究》前言	序跋文句	以存信史、以昭来兹	李敖编书语	李敖说明编《末代皇帝研究》的目的。
LACMHN-100	012.《武昌革命真史》书后.txt	3	9	《武昌革命真史》书后	近代诗句	长城但自坏，千古痛稠结，肉食无远谋，野史有直笔。	安如山《曹将军》	李敖以安如山诗开篇评《武昌革命真史》。
LACMHN-101	012.《武昌革命真史》书后.txt	21	21	《武昌革命真史》书后	自叙文句	意不诚，心不正，不足以言修齐治平也。	曹亚伯自叙	曹亚伯晚年自述以修身批评早年急进。
LACMHN-102	012.《武昌革命真史》书后.txt	21	21	《武昌革命真史》书后	自叙文句	利他以自利，庶几有利而无弊矣。	曹亚伯自叙	曹亚伯晚年转向佛教后的修身语。
LACMHN-103	012.《武昌革命真史》书后.txt	25	25	《武昌革命真史》书后	史学评语	以史料视此书，则价值颇高；以著作体裁论，则大可商榷。	左舜生评《武昌革命真史》	左舜生区分史料价值与著作体裁。
LACMHN-104	012.《武昌革命真史》书后.txt	25	25	《武昌革命真史》书后	史学格言	书名可以变更，史料乃断不容湮灭	左舜生评《武昌革命真史》	左舜生主张史料不可湮灭。
LACMHN-105	012.《武昌革命真史》书后.txt	29	31	《武昌革命真史》书后	近代诗句	人间成败论英雄，野史荒唐恐未公。	丘逢甲诗	丘逢甲诗句质疑以成败论英雄。
LACMHN-106	012.《武昌革命真史》书后.txt	33	33	《武昌革命真史》书后	近代诗句	其然，岂其然耶？	丘逢甲诗	丘逢甲诗末的反诘。
LACMHN-107	013.乱世陈家泪.txt	25	25	乱世陈家泪	人物评语	此老父女之厚德可风。	《国民日日报》相关评语	称陈范父女扶助报业之厚德。
LACMHN-108	014.黄门鼓吹.txt	41	41	黄门鼓吹	唐诗名句	山回路转不见君，雪上空留马行处	岑参诗	李敖借岑参诗写胡适黄兴往事余韵。
LACMHN-109	014.黄门鼓吹.txt	47	47	黄门鼓吹	古典成语	灭此朝食	《左传》成句	黄一欧回忆父亲图章上所用成语。
LACMHN-110	015.砸掉那铜像！.txt	67	69	砸掉那铜像！	近代诗句	赫赫谭君故，湖湘士气衰。惟冀后来者，继起志勿灰。	章太炎诗	章太炎悼谭嗣同诗句。
LACMHN-111	015.砸掉那铜像！.txt	81	81	砸掉那铜像！	人物语录	吾死以后，中国文化亦亡矣！	章太炎语	章太炎自述其身后文化命运。
LACMHN-112	015.砸掉那铜像！.txt	83	83	砸掉那铜像！	人物评语	清代学术史的压阵大将	胡适评章太炎	胡适评价章太炎在清代学术史中的地位。
LACMHN-113	015.砸掉那铜像！.txt	83	83	砸掉那铜像！	人物评语	恰好有一个章炳麟，真可算是古文学很光荣的结局了！	胡适评章太炎	胡适称章太炎为古文学光荣结局。
LACMHN-114	015.砸掉那铜像！.txt	91	91	砸掉那铜像！	近代诗句	四帝缔盟怜最小，难忘当日九华楼	张继诗	张继回忆章太炎、章士钊、邹容等拜把。
LACMHN-115	015.砸掉那铜像！.txt	213	213	砸掉那铜像！	书信格言	是非曲直，公道在人。	章太炎书信	章太炎论吴稚晖案的是非公道。
LACMHN-116	015.砸掉那铜像！.txt	213	213	砸掉那铜像！	书信格言	无则言无，有则言有。	章太炎书信	章太炎强调有无据实。
LACMHN-117	015.砸掉那铜像！.txt	213	213	砸掉那铜像！	书信格言	主义之是非与心术之是非，二者不可同论。	章太炎书信	章太炎区分主义与心术。
LACMHN-118	015.砸掉那铜像！.txt	213	213	砸掉那铜像！	书信格言	败群之羊，不可不摈。	章太炎书信	章太炎以败群之羊称必须摈斥者。
LACMHN-119	015.砸掉那铜像！.txt	217	217	砸掉那铜像！	书信格言	奈前言不可食何！	章太炎书信	章太炎反驳吴稚晖自掩前言。
LACMHN-120	015.砸掉那铜像！.txt	231	231	砸掉那铜像！	史典文句	昔吕安、嵇康辞相引证，谓但知汉士先贤有此成例而已，安知所谓落水求伴者哉。	张篁溪《篁溪杂志》引章太炎答称	章太炎以吕安嵇康旧例回应拉人下水之说。
LACMHN-121	016.谁忠谁奸.txt	7	7	谁忠谁奸	史论格言	忠未易明，奸未易察	李敖评忠奸问题	李敖概括忠奸判断不易。
LACMHN-122	016.谁忠谁奸.txt	11	11	谁忠谁奸	辩诬文句	独以先臣受暧昧不根之谤，于今几七十载，虽忠义之心昭昭乎天下，而山林之史疑以传疑。	宋代奏疏	后人替蒙冤先臣辩诬。
LACMHN-123	016.谁忠谁奸.txt	15	15	谁忠谁奸	辩诬格言	天下之不可泯没者，唯其理之正也！	宋代奏疏	奏疏说明正理不可泯没。
LACMHN-124	016.谁忠谁奸.txt	15	15	谁忠谁奸	辩诬格言	伸屈有时而不同，荣辱既久而自判。	宋代奏疏	奏疏说明伸屈荣辱终会自判。
LACMHN-125	016.谁忠谁奸.txt	15	15	谁忠谁奸	辩诬格言	昔日之辱，未必不为今日之荣；今日之屈，未必不基后日之伸也。	宋代奏疏	奏疏以时间翻转荣辱伸屈。
LACMHN-126	016.谁忠谁奸.txt	21	21	谁忠谁奸	史论格言	有冤屈的人，必须有赖于“时间的因素”来辩冤白谤	李敖评辩冤	李敖以时间因素说明冤屈终待辨白。
LACMHN-127	016.谁忠谁奸.txt	33	33	谁忠谁奸	回忆录文句	清夜扪心，俯仰无愧	近代人物自述	自述者回顾外交争议时自称无愧。
LACMHN-128	016.谁忠谁奸.txt	33	33	谁忠谁奸	回忆录警句	三人成虎，世不加察，以致恶性宣传，俨如铁案，甚矣积非成是之可惧也。	近代人物自述	自述者用三人成虎说明舆论积非成是。
LACMHN-129	016.谁忠谁奸.txt	35	35	谁忠谁奸	回忆录文句	满腔块垒，亦将涣然冰释矣。	近代人物自述	自述者以涣然冰释写晚年心境。
LACMHN-130	016.谁忠谁奸.txt	45	45	谁忠谁奸	古典成语	明日黄花	苏轼诗文成句	自述者以明日黄花称往事已成陈迹。
LACMHN-131	016.谁忠谁奸.txt	45	45	谁忠谁奸	成语	挂漏难免	传统成语	自述者说明记忆记录难免遗漏。
LACMHN-132	016.谁忠谁奸.txt	49	49	谁忠谁奸	写作自谦语	信笔拈来，难免错误	近代人物自述	自述者说明非亲历之事或有错误。
LACMHN-133	016.谁忠谁奸.txt	49	49	谁忠谁奸	自谦文句	不足为外人道也。	近代人物自述	自述者说明家常怀旧文字不拟外传。
LACMHN-134	016.谁忠谁奸.txt	83	83	谁忠谁奸	法制史格言	法律成而无讲求法律之人，施行必多阻阂	伍廷芳语	伍廷芳说明法制必须有人才配合。
LACMHN-135	016.谁忠谁奸.txt	97	97	谁忠谁奸	古典成语	甚嚣尘上	《左传》成句	李敖借成语形容新旧法争论激烈。
LACMHN-136	017.《全盘西化的理由》前记.txt	9	9	《全盘西化的理由》前记	文化论战格言	折中的办法既是办不到，复古的途径也走不通。	陈序经《中国文化的出路》	陈序经批评折中与复古两路不通。
LACMHN-137	017.《全盘西化的理由》前记.txt	9	9	《全盘西化的理由》前记	文化论战文句	昧于文化的一致与和谐的真义	陈序经《中国文化的出路》	陈序经批评折中派对文化整体的误解。
LACMHN-138	017.《全盘西化的理由》前记.txt	9	9	《全盘西化的理由》前记	文化论战文句	昧于文化发展变换的道理	陈序经《中国文化的出路》	陈序经批评复古派不懂文化变动。
LACMHN-139	017.《全盘西化的理由》前记.txt	9	9	《全盘西化的理由》前记	文化论战格言	圣人之所以为圣人，都不过是这种时代和环境的出产品！	陈序经《中国文化的出路》	陈序经把圣人置于时代环境中解释。
LACMHN-140	017.《全盘西化的理由》前记.txt	31	31	《全盘西化的理由》前记	近代史料文句	此处俯视安庆如在釜底，贼虽强不足平也。	薛福成记胡林翼	胡林翼登龙山判断安庆形势。
LACMHN-141	017.《全盘西化的理由》前记.txt	31	31	《全盘西化的理由》前记	近代史料文句	鼓轮西上，迅如奔马，疾如飘风	薛福成记胡林翼	胡林翼目睹洋船迅疾。
LACMHN-142	017.《全盘西化的理由》前记.txt	31	31	《全盘西化的理由》前记	近代史料文句	此非吾辈所能知也	胡林翼语	胡林翼面对洋务时的退避之语。
LACMHN-143	017.《全盘西化的理由》前记.txt	39	39	《全盘西化的理由》前记	文化论战文句	兵者末也。各种创制，皆立国之本也。	郭嵩焘寄李鸿章书	郭嵩焘主张制度创制比兵器更根本。
