《李敖书序集》第一轮提取报告
生成日期：2026-06-21
源目录：C:\Users\zzy87\Desktop\project\leeao-poem\《大李敖全集6.0》分章节\007.采访序跋类\002.李敖书序集
输出 CSV：C:\Users\zzy87\Desktop\project\leeao-poem\exports\李敖书序集_诗文格言歌谣引用.csv
输出 TXT：C:\Users\zzy87\Desktop\project\leeao-poem\exports\李敖书序集_诗文格言歌谣引用.txt
收录条数：76

候选概况：
- sourceFiles=20
- quoteCandidates=252
- attributedLines=149
- reviewCandidates=217

分类统计：
- 楚辞成句: 1
- 传统成语: 9
- 道家格言: 1
- 读书格言: 3
- 杜甫诗句: 2
- 杜甫诗句变体: 1
- 佛家俗语: 1
- 古代谏诤语: 1
- 古典词句: 1
- 古典诗句: 1
- 古文名句: 1
- 古训格言: 1
- 近代伦理格言: 2
- 老子式成句变体: 1
- 论语成句: 5
- 孟子成句: 3
- 孟子典故变体: 1
- 人物格言: 1
- 人物评语: 1
- 诗经成语: 1
- 史传成句: 1
- 史传典故: 1
- 史记成句: 1
- 史记人物评语: 1
- 史记文学观念: 1
- 世说典故: 1
- 世说典故成语: 1
- 宋词名句: 1
- 苏轼典故: 1
- 苏轼典故变体: 1
- 俗语变体: 1
- 外国格言: 5
- 外国文学评论: 2
- 王安石人物评语: 2
- 现代诗: 1
- 现代文学评论: 1
- 现代学术格言: 1
- 现代学术评语: 3
- 小说序文: 3
- 序文摘句: 3
- 学术评语: 1
- 易传成句: 1
- 友人题诗: 2
- 资治通鉴格言: 1
- 作家自述: 1

本轮排除：
- 002《汪政权的开场与收场》相关表白：属于现代政权史材料，未收。
- 012《政海秘辛》开头毛泽东《蝶恋花》：革命悼亡词，未收。
- 014《国共斗争的见闻》主要人物自白和园林叙述：现代党派史语境过重，未收。
- 020《历年办理匪案汇编》序：军法、案件、社论材料集中，整篇未收。
- 普通对话、校勘问答、书目说明、李敖自作判断句，除明确外部诗文格言外均未收。

明细：
id	source_file	line_start	line_end	category	source_or_origin	quote_text	summary	notes
LASHXJ-011	004.介绍《紫禁城的黄昏》.txt	39	39	序文摘句	溥仪为庄士敦《紫禁城的黄昏》所作序	庄士敦雄文高行，为中国儒者所不及	称赞庄士敦文章与品行兼具。	
LASHXJ-012	004.介绍《紫禁城的黄昏》.txt	45	45	人物格言	庄士敦书中梁鼎芬故事	我的责任要紧，我的责任要紧。	以重复短句凸显尽责与守职。	
LASHXJ-013	005.推荐《海国男儿》.txt	3	3	外国文学评论	英国《泰晤士报》评赫克脱·马洛语	赫克脱·马洛是一个例外，他在英国比在本国获得更多的桂冠。	指出马洛在异国获得的文学声誉更高。	
LASHXJ-014	005.推荐《海国男儿》.txt	5	5	外国文学评论	I. H. B. S.为《苦儿努力记》所作序	Nowhere else are more clearly shown the directness of narrative，the simplicity of style, the clearness of sight of a writer who is rather an observer than a poet, and whose pictures “ are rather photographs than paintings”.	称许马洛叙事直接、文风简洁、观察清明。	
LASHXJ-015	005.推荐《海国男儿》.txt	7	7	作家自述	赫克脱·马洛自述《海国男儿》写作抱负	为了使我留下永远恶感的一个过去的回忆，我努力的要使跟我同样烦恼的人得到欢乐；我要使他们发生读书的兴趣，要使他们的兴趣不受到挫折而受到磨炼。我要刺激他们的兴趣，诉诸他们的心情，引动他们、把握他们，要他们到书本中去找求喜悦、找求安慰。	说明文学应引人读书，并在书中寻找喜悦与安慰。	
LASHXJ-016	005.推荐《海国男儿》.txt	11	11	杜甫诗句变体	杜甫《咏怀古迹》“漂泊西南天地间”化用	漂泊东南天际间	借漂泊天涯意象写异地重逢旧书的身世感。	
LASHXJ-017	006.介绍《满宫残照记》.txt	39	39	传统成语	传统成语，见《汉书》等典籍用法	太阿倒持	比喻权柄倒置，反受其害。	
LASHXJ-018	006.介绍《满宫残照记》.txt	47	47	序文摘句	秦翰才说明《满宫残照记》书名由来	我五游满宫，都在下午三时左右。其地在市廛之外，积雪笼罩了一切，车马之迹几绝、鸡犬之声无闻，固已寂寥如墟墓。其时又值冬天晷短，西边黯淡的斜日，格外映出一片凄凉景色。这些都正是象征了满洲国的末日，所以这书也就叫做《满宫残照记》了。	以积雪、斜日和残照写故宫末景。	
LASHXJ-019	006.介绍《满宫残照记》.txt	49	49	古文名句	杨衒之《洛阳伽蓝记》	城廓崩毁，宫室倾覆……墙被蒿艾，巷罗荆棘。野兽穴于荒阶，山鸟巢于庭树	写城阙倾毁、荒草禽兽占据故地的兴亡之感。	
LASHXJ-020	007.《调查局研究》序.txt	57	57	孟子典故变体	《孟子》赵孟贵贱典故化用	得赵孟所贵于先，又遭赵孟所贱于后	以先贵后贱的转折写人生际遇翻覆。	
LASHXJ-021	007.《调查局研究》序.txt	57	57	史传典故	司马迁《报任安书》相关典故	就极刑而无愠色	写司马迁受刑后仍忍辱完成著述。	
LASHXJ-022	007.《调查局研究》序.txt	57	57	史传成句	司马迁《报任安书》成句	藏之名山	用以指著作完成后留存后世。	
LASHXJ-023	008.推荐《李宗仁回忆录》.txt	5	5	杜甫诗句	杜甫《春望》	国破山河在	以山河犹在写离乱余景。	
LASHXJ-024	008.推荐《李宗仁回忆录》.txt	5	5	杜甫诗句	杜甫《春望》	恨别鸟惊心	以惊心之鸟写别离之恨。	
LASHXJ-025	008.推荐《李宗仁回忆录》.txt	29	29	宋词名句	柳永《蝶恋花》	衣带渐宽终不悔	用以表示虽受困扰仍不后悔的坚持。	
LASHXJ-026	008.推荐《李宗仁回忆录》.txt	75	75	资治通鉴格言	司马光《资治通鉴·周纪一》	德胜才，谓之君子；才胜德，谓之小人。	以德才关系区分君子与小人。	
LASHXJ-027	008.推荐《李宗仁回忆录》.txt	95	95	史记人物评语	司马迁《史记·平津侯主父列传》评公孙弘语	为人意忌，外宽内深	以外表宽厚而内心深隐概括人物性格。	
LASHXJ-028	008.推荐《李宗仁回忆录》.txt	97	97	人物评语	胡汉民《自传》评黎元洪语	浑浑而有机心	以浑厚外貌与机心并存描写人物。	
LASHXJ-029	010.新版《军统内幕》缘起.txt	3	3	佛家俗语	佛家劝善俗语	苦海无边，回头是岸	以苦海与彼岸比喻悔悟归正。	只收原俗语，不收文中随后出现的地名化变体。
LASHXJ-030	010.新版《军统内幕》缘起.txt	5	5	孟子成句	《孟子》成句	一与之齐，终身不改	写一旦同化便终身不再改变。	
LASHXJ-031	010.新版《军统内幕》缘起.txt	5	5	古典诗句	古典诗句，文中借以写老年不返之誓	此度见花枝，白头誓不归	以白头与花枝对照，写去志已决。	
LASHXJ-032	010.新版《军统内幕》缘起.txt	5	5	古训格言	《战国策·赵策一》相关成句	前事不忘，后事之师	以往事作为后来人的鉴戒。	
LASHXJ-033	010.新版《军统内幕》缘起.txt	5	5	近代伦理格言	近代伦理格言，文中并置引用	三纲实系命	以三纲系命概括旧伦理的约束力。	
LASHXJ-034	010.新版《军统内幕》缘起.txt	5	5	近代伦理格言	近代伦理格言，文中并置引用	道义为之根	以道义为根概括新伦理的根基。	
LASHXJ-035	010.新版《军统内幕》缘起.txt	5	5	论语成句	《论语·卫灵公》成句	当仁不让	表示面对仁义之事应主动承担。	
LASHXJ-036	010.新版《军统内幕》缘起.txt	5	5	论语成句	《论语·颜渊》成句	内省不疚	指自我反省而无愧怍。	
LASHXJ-037	010.新版《军统内幕》缘起.txt	5	5	论语成句	《论语·述而》成句	闻义不能徙，不善不能改	以闻义不行、见过不改为圣人所忧。	
LASHXJ-038	010.新版《军统内幕》缘起.txt	7	7	友人题诗	沈醉题赠李敖诗句	天生此怪杰，可惜在台湾	以怪杰称许李敖，带有隔海相惜之意。	
LASHXJ-039	011.新印《厚黑教主传》述源.txt	3	3	读书格言	俞大维转述夏曾佑语	我只能看中国书，但可惜都看完了，现已无书可看了。	以夸张口吻说传统书籍核心有限。	
LASHXJ-040	011.新印《厚黑教主传》述源.txt	3	3	读书格言	俞大维转述陈寅恪语	中国书虽多，不过基本几十种而已，其他不过翻来覆去，东抄西抄。	指出群书浩繁而核心见解常相互转抄。	
LASHXJ-041	011.新印《厚黑教主传》述源.txt	7	7	老子式成句变体	疑由《老子》“正言若反”化出	其正若反	以反面笔锋表达正面意思。	
LASHXJ-042	011.新印《厚黑教主传》述源.txt	7	7	古代谏诤语	古代谏诤语，文中称孔丘语	谏有五，吾从其讽。	强调讽谏在多种谏法中的可取。	
LASHXJ-043	013.《新官场现形记》序.txt	3	3	现代文学评论	鲁迅《中国小说史略》论晚清谴责小说	谴责小说之出特盛……揭发伏藏，显其弊恶，而于时政，严加纠弹。或更扩充，并及风俗。	概括谴责小说兴盛及揭发弊恶的范围。	只收文学史判断，不收同段具体现实指涉。
LASHXJ-044	013.《新官场现形记》序.txt	5	5	小说序文	李伯元《官场现形记》序	又熟知夫官之龌龊卑鄙之要凡、昏愦糊涂之大旨	说明作者熟悉官场龌龊与昏愦大旨。	
LASHXJ-045	013.《新官场现形记》序.txt	5	5	小说序文	李伯元《官场现形记》序	以含蓄蕴酿，存其忠厚；以酣畅淋漓，阐其隐微	概括以含蓄与酣畅并用的写作方法。	
LASHXJ-046	016.《侍卫长谈毛泽东》题记.txt	3	3	世说典故	许劭品评曹操典故	子治世之能臣，乱世之奸雄。	以治世与乱世两面概括人物才性。	只收许劭评语本体，不收李敖随后对现代人物的评断。
LASHXJ-047	016.《侍卫长谈毛泽东》题记.txt	5	5	外国格言	科尔诺夫人语	侍从眼中无英雄（No man is a hero to his valet.）	以近身侍从视角消解英雄光环。	
LASHXJ-048	016.《侍卫长谈毛泽东》题记.txt	5	5	外国格言	爱默生语	每个英雄终成厌物（Every hero becomes a bore at last.）	指出英雄形象久而久之也会令人厌倦。	
LASHXJ-049	017.《侍卫官谈蒋介石》题记.txt	5	5	外国格言	蒙田随笔相关语，文中作中文译语	人为其仆从所敬者，鲜矣。	说明朝夕近观之下，主人难长期被仆从敬仰。	
LASHXJ-050	017.《侍卫官谈蒋介石》题记.txt	5	5	外国格言	蒙田法文原句	Peu d'hommes ont este admirez parleurs domestiques.	表达少有人能被家中仆从敬仰。	
LASHXJ-051	017.《侍卫官谈蒋介石》题记.txt	5	5	外国格言	蒙田语英译	Few men have been admired by their servants.	表达少有人能被身边仆从敬仰。	
LASHXJ-052	019.汪荣祖《章太炎研究》序.txt	7	7	现代学术评语	胡适论章太炎	这五十年是中国古文学的结束时期。做这个大结束的人物，很不容易得。恰好有一个章炳麟，真可算是古文学很光荣的结局了。	称章太炎为中国古文学结束时期的光荣结局。	
LASHXJ-053	019.汪荣祖《章太炎研究》序.txt	9	9	现代学术评语	胡适论章太炎	章炳麟是清代学术史的压阵大将	以压阵大将称章太炎的学术地位。	
LASHXJ-054	019.汪荣祖《章太炎研究》序.txt	9	9	现代学术评语	胡适论章太炎著作	这两千年中只有七八部精心结构，可以称做“著作”的书	强调真正精心结构的著作极少。	
LASHXJ-055	019.汪荣祖《章太炎研究》序.txt	11	11	孟子成句	《孟子·公孙丑上》成句	虽千万人，吾往矣	以独往无畏表现道义勇气。	
LASHXJ-056	019.汪荣祖《章太炎研究》序.txt	17	17	苏轼典故	苏轼相关典故	一肚皮不合时宜	用以形容知识分子与世俗潮流不合。	
LASHXJ-057	001.写在居浩然《十论》的前面.txt	7	7	传统成语	《史记·项羽本纪》相关成语	破釜沉舟	比喻下定决心，不留退路。	
LASHXJ-058	001.写在居浩然《十论》的前面.txt	27	27	传统成语	传统伦理成语	克己为人	以克制私欲、成全他人概括德行。	
LASHXJ-059	001.写在居浩然《十论》的前面.txt	45	45	传统成语	传统成语	创业维艰	指出开创事业尤其艰难。	
LASHXJ-060	001.写在居浩然《十论》的前面.txt	65	65	传统成语	由“生花妙笔”等语变出	生花妙舌	形容口才灵动而有感染力。	
LASHXJ-061	001.写在居浩然《十论》的前面.txt	73	73	诗经成语	《诗经》相关成句	夙夜匪懈	形容早晚勤勉，不敢懈怠。	
LASHXJ-062	004.介绍《紫禁城的黄昏》.txt	5	5	传统成语	传统成语	好学不倦	形容勤于学习而不知疲倦。	
LASHXJ-063	004.介绍《紫禁城的黄昏》.txt	45	45	传统成语	传统成语	置死生于度外	表示把生死置于考虑之外，专注尽责。	
LASHXJ-064	008.推荐《李宗仁回忆录》.txt	27	27	苏轼典故变体	苏轼“雪泥鸿爪”典故化用	聊备鸿爪	以鸿爪比喻生命或写作过程中留下的片段痕迹。	
LASHXJ-065	008.推荐《李宗仁回忆录》.txt	27	27	史记文学观念	司马迁发愤著书传统	发愤之作	指因困厄激发而完成的著作。	
LASHXJ-066	008.推荐《李宗仁回忆录》.txt	51	51	传统成语	传统成语	言人人殊	形容各人说法彼此不同。	
LASHXJ-067	008.推荐《李宗仁回忆录》.txt	67	67	世说典故成语	《世说新语》相关典故	覆巢之下，终无完卵	以鸟巢倾覆比喻整体覆亡下个体难以幸免。	
LASHXJ-068	008.推荐《李宗仁回忆录》.txt	87	87	孟子成句	《孟子·告子下》成句	天降大任	用以指重大使命降临于人。	
LASHXJ-069	009.我看《汪精卫传》.txt	9	9	现代学术格言	丁守和序言语	义愤毕竟不能推进科学。	提醒研究不能只凭愤激情绪。	
LASHXJ-070	009.我看《汪精卫传》.txt	11	11	王安石人物评语	王安石答唐质肃语	伊尹五就汤、五就桀，正在安人而已。	借伊尹事迹说明屈身出处以安人为本。	
LASHXJ-071	009.我看《汪精卫传》.txt	11	11	王安石人物评语	王安石答唐质肃语	其能屈身以安人，如诸佛菩萨之行。	以菩萨行比喻屈身安人的胸怀。	
LASHXJ-072	011.新印《厚黑教主传》述源.txt	3	3	读书格言	俞大维讲读书经验语	年轻时看书看不懂，我认为脑筋有毛病。现在看书看不懂，我认为书有毛病。	以年龄变化反转读书责任归因，带出读书眼光的成熟。	
LASHXJ-073	011.新印《厚黑教主传》述源.txt	7	7	学术评语	李敖评李宗吾语	发中国人所未发	称其议论能提出前人未曾道出的见解。	
LASHXJ-074	013.《新官场现形记》序.txt	5	5	小说序文	李伯元《官场现形记》序	有东方朔的谐谑、有淳于髡的滑稽	以东方朔、淳于髡概括谐谑滑稽的笔法。	
LASHXJ-075	019.汪荣祖《章太炎研究》序.txt	9	9	史记成句	司马迁《报任安书》相关成句	成一家言	指著述能自成体系和见解。	
LASHXJ-076	019.汪荣祖《章太炎研究》序.txt	17	17	传统成语	传统成语	众口铄金	比喻众人之言足以混淆视听、积毁成真。	
