source_file	line	risk	text
002.讨老婆的一个新害处.txt	69		一、殷师于9月16日下午5时40分去世，这时叶新云、林正弘、王小明与我四人守护在旁，临终前甚为平静。我见殷师眼睛突然放大，舌头略有声，即趋向床头，恐有遗言，然旋即不见那持续的微弱喘息，一抹鼻息已停，再俯听心脏亦止，即唤医生注射强心针亦无任何反应。
002.讨老婆的一个新害处.txt	91		(1)关于《殷海光全集》出版之事，她反对出版，决定不授权任何人出版，因为她与殷先生结婚以来，一直受怕受骇，并言：“殷先生死了，我不要再受他的阴影笼罩，我不要再使他的幽灵来麻烦我。他死了，我要得到解脱。”我再晓以大义，她说：“你们不要逼我，再逼我，我就不承认是殷海光的太太，我只是夏君璐！”
002.讨老婆的一个新害处.txt	105		(2)游说殷师母授权，并暗示她，否则捐款收不到。
002.讨老婆的一个新害处.txt	121	risk	我很坦白的告诉你，我之所以邀李敖出来主持其事，实是大部分在台的殷门弟子之请，如胡基峻、叶新云、林正弘、王中一、黄三（胜常）、王小明，甚至于韦政通，及张灝的太太廖融融。说实话，你与□□绝不是担此重任的适合人选。兄能以大义抑私怨，实令弟佩服之至，然□□却以私怨以害大义；并且在《政治评论》为文，以私情害大义，大捧曾经是共产党的任卓宣；并且为求一职而到复兴岗上痛苦流涕，出卖师门正道，以私利而害大义。这位曾被逐出师门的“师兄”，因临终捏脚，摇身一变为我们的“掌门大师兄”，以这点而论实难服我殷门弟子之心。
002.讨老婆的一个新害处.txt	123		我说□□是“一混球”，实是保留之言；我只有以他的笨来原谅他的小心眼。“旁观者清”，韦先生说得好：“□□只是争宠争名而已。”你们尽管去争“掌门人”之位，我这个“小师弟”不敢窥此高位，只是我要求做到殷门的清白，以免坏我师一世英名。
002.讨老婆的一个新害处.txt	139		昨天尚德的态度，也使我感到意外。说真的，当时如果不是我起来压一压，可能就要闹起来。
002.讨老婆的一个新害处.txt	141		你很热心，但热心得不是时候。要出版全集，也得等殷师善后再谈。殷师还躺在病床上，你就拉了李敖插进来，并使我和李敖形成尖锐的对立，而后把事情搞得混乱而复杂化了。其实，我自始至终都没有想到要担负出版殷师全集的“重任”（我脑子里根本没有一丝一毫这种念头），这是我必须要说明的。殷师生前曾经三次向我提到他的书信集，他要我和张灝联络，汇集之后影印出版，殷师还有委托字给我，但我也从没有在殷师未过身之前向师母提过，她那时精神上的负担已经够大了，何必再拿别的事烦她（出集子的事当然很重要，但是该等事后来谈）。我从来没有和师母谈到稿件的事，我曾经反对李敖独断地不许任何人过问（这话是你说的，你说是李敖开出的条件）的处理殷师的遗稿，而主张请张灏整理（现在知道已经没有遗稿了），事情的经过不过如此。
002.讨老婆的一个新害处.txt	143		你说：“我很坦白的告诉你，我之所以邀李敖出来主持其事，实是大部分在台的殷门弟子之请，如胡基峻、叶新云、林正弘、王中一、黄三、王小明，甚至于韦政通，及张灝的太太廖融融。”你这话恐怕不符事实吧！你邀李敖出来，是受韦政通之请吗？是受叶新云之请吗？是受林正弘之请吗？如果我一一的去对质，恐怕你要吃不消。老弟，我实在是很爱护你的，那天我之激动骂你，完全出于真意，希望你全力地用心做学问，殷师生前讲过一句话：“伟大的人只有一个主调……如何重建自己，开拓思想的园地，其他的都只是陪衬而已”，希望我们牢记这话，共同勉励。
002.讨老婆的一个新害处.txt	145		最后再向你说明：我不再过问稿件的事。
002.讨老婆的一个新害处.txt	155		大札敬悉，兹书面作答数点，以免口说无凭。
002.讨老婆的一个新害处.txt	159		二、大胡（基峻）曾到玉成街（我上月住处）找过我，要李敖出面来处理殷师遗物后事，欢迎你对质。我在与叶新云、林正弘、韦政通谈到殷师遗稿，应由李敖或□□处理时，他们一再坚决地表示不可落□□之手，应由李敖处理。李敖闹意气不肯管，他们还劝我要李敖勿与师母对立。如追思礼拜之事，望李敖让步。另外，廖融融还在近日连续打电话找李敖，可能他们明天（22日）有约会，廖融融可能会劝李敖让步，并商量一些事情。其他如王小明、黄三、王中一，望你一一对质，我愿出面当面对质。如果我赌气说一句话的话，我愿打赌对质的胜负，由负方出款五千元来作殷师纪念之用。问问他们看，是赞成李敖或□□。
002.讨老婆的一个新害处.txt	165	risk	五、鼓应兄，你与李敖之间的成见实在太深了，也实在太无聊了。你觉得凡说李敖一句好话的人，就是阴险分子，没有学问真诚的人。李敖认为凡说你一句好话的人，就是乡愿，就是“伪自由主义者”。你们的冲突这么厉害，实在何苦来哉！你记得殷师的一句话吗？“让我们携手共进”，我们要团结起来，为中国的自由民主而奋斗。难道你认为与李敖的私怨比中国的自由民主更重要吗？这实是令我这个“老弟”不解之处。
002.讨老婆的一个新害处.txt	239	risk	在那封信中我又忧虑海光先生死后恐被利用，结果都不出我所料。海光先生死后，“党化”者有之，（如去年9月17号国民党的The China News说他“He wrote editorials for the Central Daily News for a while in Nanking”，但却只字不提他在《自由中国》的壮烈举动！）“国化”者有之，（如把他描写成固有文化的回头浪子！）“神化”者亦有之，（如把他收归上帝名下，做信教者的死证！）其他歪曲他、窄化他的，更属不少。海光先生一生，困学知变，认识他，理当从他健康时期的理智表现着眼，这一时期的高潮，当然是《自由中国》时代。这一时代过后，海光先生日渐孤立，健康情形日坏，尤其死前一大段日子，接近他的人，谁都可以摆出一堆笔录语录之类，俨然得海光先生真传，其实在我看来，这些非造谣即乱命。胡乱传布一个思想家心神衰退时的呓语，是一种不道德的行为，我为海光先生悲哀！
002.讨老婆的一个新害处.txt	241		去年9月15号晚上，您向我说：“李敖你是斗士，可是殷老师不是了，他已属于上帝。”如今一年过去了，感情的因素应该平静些了，殷师母，我向您说，您错了。海光先生仍然是斗士，只可惜能够陪他一起斗的人太少了，能够认识他这一斗士性格的人也太少了。所以当同他一起斗争的朋友坐了牢，包围他的，都是比他软弱的人，或是对他这一斗士性格缺少帮助和鼓动的人。大家不阻挠他，即倚靠他，以致海光先生精神负荷日益加重，同时他又是不善于调节精神与身体均衡的人（两次被我强制送进医院，即为一例），又最容易被小人利用，以致好恶无定，愁绪难排，最后终告不起。
002.讨老婆的一个新害处.txt	243		我常常想，海光先生当年若陪雷震先生一起坐牢，也许他还不会死。这次接雷先生出狱，看到他气概非凡，器宇轩昂，更印证了我这一假设。海光先生和雷震先生一样，他们都是斗士型的伟大人物，斗士的生涯就是斗，不停的斗，劝他不要斗的人，动机尽管好，可惜是妇人之仁，爱之适足以害之。海光先生英灵不泯，在斗士的行列里，他是先烈，他将永生！我们没死的人，虽然遗憾要分别采取不同的方式来纪念他，但对死后的海光先生说来，却并没有被“分裂”——海光先生仍是完整的海光先生，有人以为抓到了他的什么，其实只是利用死尸而已。真正海光先生的灵魂，不是二流以下人儿所能了解的！
002.讨老婆的一个新害处.txt	249		虚一兄，看了上面这十一封信，我想你对殷海光生前死后的一些现象必然了然于心。设想殷海光一死，殷太太若能照我的“乾纲独断”方式纪念殷海光，殷海光又何至于被窄化、神化、小化得一至于此？看了这些文件，我想你必然同意我所说的：“思想家千万不能讨老婆。”不但不能讨老婆，并且一定得把一些可能把他春蚕化的学生们严加防范，免得死后吐血又吐丝。殷海光的生前死后，使我的确见识了不少人间嘴脸与假面，我一生痛恨愚昧和伪善，并对愚昧和伪善六亲不认的加以攻击，殷海光的事也是其一。如今心血来潮，拉杂提出给老兄看，不知老兄怪我意气太盛否？
003.茅坑里的石头与厕所里的花瓶.txt	11	risk	党外诸巨公岂可对这些瓶派人物如此缺乏了解？瓶派人物跟国民党的尾巴关系、附庸关系，早已是定说，党外人士如果非入厕不可，也该是茅坑里的石头（又臭又硬），岂可与花瓶为伍？怎可自贬身价如此？结果竟还为瓶派人物所赚——被他们拒绝起来了。我真不明白费希平、康宁祥诸公为何如此无见识、无手段。政治如此搞得不上段，真要被国民党笑死了。
003.茅坑里的石头与厕所里的花瓶.txt	13		今天《台湾时报》上说：
003.茅坑里的石头与厕所里的花瓶.txt	27		张茂森为首的青年党革新派中央在该项声明中说，“如中园派继续无理取闹，决心公布其历年来不法瓜分‘反共宣传费’内幕，同时依法提出诉究”。
003.茅坑里的石头与厕所里的花瓶.txt	39		《台湾日报》上说，李璜写了告同志万言书：
003.茅坑里的石头与厕所里的花瓶.txt	45		第三部分是谈党员修养之道。李幼椿说：他所领导的青年党中央执行委员会是要培养人才，做国家的领导人，为着要有能力领导国家，所以要一个青年党人必须注重“四立”——立身、立志、立识、立业。
003.茅坑里的石头与厕所里的花瓶.txt	47		李幼老说：他因为近年来青年党内部闹分裂，情况严重，他感到很痛心，而某些人假借青年党名义开设游览车公司、开地下舞厅，尤令他感愧交集。
003.茅坑里的石头与厕所里的花瓶.txt	49	risk	其实李璜何必如此？他为什么不想想他们当年的烂污历史？他们大谈“四立”，但是，1942年时候，曾琦在汉奸统治下的上海，刊行《青年党十九周年纪念册》，竟说：“青年党是经汪、蒋二先生批准的，无论在和平区抗战区都可取得合法地位。”所以赵毓松可以做南京政权的农矿部长、陈启天可以做重庆政权的经济部长，他们是这样两头做花瓶的，这是哪一门子的“四立”？他们又大谈别闹分裂，但是，几十年来，他们的派系之争，早就源远流长了的：1928年，陈启天在武昌中华大学讲演，被曾琦派动用石头和桌椅板凳，几乎把这老滑头打死；1935年以后，李璜以老大哥派打击少壮派谢澄平派；1940年以后，李璜又以四川派打击外省派（下江派）……内斗内行，拉拉扯扯，直把笑话闹到台湾来。如今开开地下舞厅、把国民党给他们的钱分赃不匀，又算得了什么呢？李璜又何必假惺惺呢？翻翻他们老一派的糗史——所谓“艰苦其奋斗的史实”，今天却来厚颜教训人，好不好意思呢？
003.茅坑里的石头与厕所里的花瓶.txt	57	risk	在我这种警告后四个月，党外人士果然老化到要握“你那好冷的老手”，结果手没握到，反倒碰了一鼻子灰，想来又好气又好笑。廖权兄，你说我说的对不对？
004.假戏真做与假戏假做.txt	7		〔美联社纽约19日电〕索菲亚罗兰说，她在牢房里的寂寞、钥匙在锁上的声响，以及其他同伴的叫喊声，使她今春的十七天牢狱生活仿佛一场噩梦，“我希望忘掉它。”
004.假戏真做与假戏假做.txt	9		她说：“这种生活比想象中糟得多，糟得很多。”这位47岁的奥斯卡影后在接受美国国家广播公司电视网的访问时说：“没有自由，整天待在一间房里，你无法跟任何人说话，简直是太可怕了，这是不可能的！”索菲亚罗兰说：“我绝不会再回牢里，不、不，即使我杀了人，我也绝不回去。”
004.假戏真做与假戏假做.txt	13		索菲亚罗兰说：“当你晚上听到他们把你锁起来，那种扣上锁的金属声响，而钥匙并不在你的手上时，我想我快疯了！尤其是你并没有犯罪时。”
004.假戏真做与假戏假做.txt	17		索菲亚罗兰这些谈话，使我有个感想。
004.假戏真做与假戏假做.txt	19		在我们这种历劫万重的人看来，索菲亚罗兰坐这种牢，从刑期上看，是不足道的；从待遇上看，是上上待遇的。但她们这种娇生惯养的明星人物，却完全不能适应。明星人物只是“人生如戏”，她们只能做戏、演假戏，假戏真做，演得神龙活现；但是，一旦她们面对了真实的人生，她们本人，却变得一片脆弱与虚假，她们平日被社会的奉承与捧场，已经使她们退化了面对真实人生的能力，而变得骄纵、变得不知人间甘苦、变得不知人我之间的基本道德关系与对等关系。结果呢，她们最后变得已不是一个真的人，只是一个会演真的人的画皮而已。
004.假戏真做与假戏假做.txt	21		一般小百姓不知道这一重要的分际，而误以为她们是表里一致的，所以她们或者表演“大义灭亲”、或者表演“文化美容”，其实做的，全是连她们自己也不相信的胡言梦语而已。她们太脆弱了、太虚假了，虚假得一旦碰到一点点真实的人生，她们就索菲亚罗兰式的“牢”骚满腹了。
005.我们要有批评党外的自由.txt	5		你的信转到了。你说：“既然曾经是好朋友，隐居后又何必‘绝交’？”其实我只是隐居，并没同好朋友绝交，只是换个交朋友的方式而已。这方式就是我所说的纯写信：
005.我们要有批评党外的自由.txt	11	risk	你在《深耕》，待得还快活吗？你和林世煜是台湾最有名的杂志界扫把星或白虎星，你们创造了杂志被查禁的最高纪录！（国民党不准我登记杂志，所以我只是出书界的扫把星或白虎星，我创造了书被查禁的最高纪录！）幸亏许荣淑给你们撑腰，否则被罚停刊一年，早已有N次之多，你们如此老是破自己纪录，实在该罚。我提议林世煜向他新娘子“我给你跪”，你去找个市议员“我给你跪”，（你们社务委员，有八大市议员，这次警察下跪，也不找八大山人跪，真没面子！）你们说好不好？
005.我们要有批评党外的自由.txt	15	risk	我坚决相信，我不但要有批评国民党的自由，也要有批评党外（自我批评）的自由，党外若不许人批评，则其心态又与国民党何殊？其度量与手法，又与国民党有什么不同？党外必须全面开放，让李敖像骂国民党一样的骂个痛快，才能证明党外的伟大，证明党外有前途。反过来说，凡是不能让李敖骂个痛快的党外，就是笨党外。你们《深耕》的小鬼，都是笨党外。“你们会认识李敖，李敖会使你们得到自由。”去翻翻新版《圣经-约翰福音》第8章第32节，好好想想我的话。现在你们编辑部从地下室升到十一楼，离天国总算近了一点，但是天打雷劈也方便了一点，先别高兴，好自为之吧！
005.我们要有批评党外的自由.txt	19		附诗请转世煜、慧玲。
005.我们要有批评党外的自由.txt	29		我是大公鸡，整天斗斗斗，想到□□党，就说臭臭臭！
005.我们要有批评党外的自由.txt	31		李敖 1982年12月11日夜，写山居杂诗四绝
006.论“影子政权”.txt	5		新娘子生千金，应该致贺。你们要我起名字，我建议起名“魏红”。魏红是牡丹的一种，中国有“堂下朱栏小魏红”的诗。红字的读音也很好，意思尤多，且为正色，不知你们可赞成？或者问问廷朝看，廷朝在狱里最有存在感，他起的名字一定很好（《深耕》这期刊出廷朝照片，下写“我关，故我在”，颇动人）。
006.论“影子政权”.txt	7		千金出生即表示一种事实上的存在，但是观念上的存在，就变成大学问。拉丁文Cogito，ergo sum，是笛卡儿（代嘉德Ren6 Descartes）“我思，故我在”（I think,therefore I am）的流变，这是17世纪1637年的观念。到了20世纪的1903年，萧伯纳（George Bernard Shaw）在《人与超人》（Man and Superman）就认为是“我在，故我思”了（原句是：I said, with the foolish philosopher, “I think； therefore I am.”It was Woman who taught me to say “I am; therefore I think. ”）。
007.学者名流与公帑.txt	7	risk	1975年，我在军法处看守所看到国民党《中央日报》出的一本书，书名是《领袖精神万古常新》，收有钱穆的一篇《屡蒙总统召见之回忆》，最后说：
007.学者名流与公帑.txt	17	risk	昨天报上说，阳明山的林语堂住宅，现有房屋101坪，土地333坪，都是台北市政府所有。据我所知，林语堂也是“在民国五十六年决心回国长住”的。其风光程度，当时羊汝德《林语堂北山乐隐图》一文中，曾有这样的描写：
007.学者名流与公帑.txt	19		去年，林语堂将《乐隐词》八首翻译成英文，把中国田园诗人的思想和人生观，介绍给外国人士，也隐隐然流露出这位在海外寄居了三十多年的老人的急于“归隐林下”的心愿。
007.学者名流与公帑.txt	21		今年春节后，林语堂度过了他七十岁生辰，终于自纽约束装归国，在香港停留了一段日子，而于上月间偕同夫人来台，并且定居下来。在阳明山麓一幢颇有林园之胜的白屋里，这对老夫妇现正过着安详优游的生活。虽然这里距离台北不远，他们也有一辆轿车代步，但林老已经很少进城。清晨和黄昏，他总是在院内绿绿的草坪上散步，或静静的坐在阶前的藤椅上，看墙边盛开的紫藤花，和远处的青山翠谷，还有那在山谷间浮动的白云。
007.学者名流与公帑.txt	29		钱穆和林语堂都是所谓读书人，整天仁义道德，但是做起事情来，却如此公私不分，这可未免太恶心人了吧？我真不知道这是哪一国的“归去来兮”？陶渊明死而有知，真要为这种公费的“归去来兮”一气而入桃花源了。不，不对，现代的桃花源，在台湾也不会有了。试看这一阵子的“锡安山事件”，就思过半矣！
008.给黄少谷先生的又一公开信.txt	13		可见，这真应了中国那句古话：“徒法不足以自行”！
008.给黄少谷先生的又一公开信.txt	25		也许，少谷先生，你会说：“你李先生的长信虽然言之不无道理，可是说高院三法官错了，毕竟是你李先生的一面之词，你李先生又是当事人，难免会有不够客观之处。李先生可愿从这一角度想想吗？”
008.给黄少谷先生的又一公开信.txt	29		这里所说推翻林晃、黄剑青、顾锦才的另一种判决书，原委是这样的：
008.给黄少谷先生的又一公开信.txt	35		这段判决最引起注意的，不在魏锦水的未涂销的问题，也不在胡茵梦“脱轨的伪证”(11)的问题，而在林晃、黄剑青、顾锦才对银行作业的理解。判决书说：“李敖既受托处理该事，本应依约俟出卖人魏锦水涂销抵押权登记后再行付款，且抵押权尚未到清偿期，无受拍卖之虞，原不发生移转所有权以保产权之问题。”这一段话，可真大大的有疑问了！
008.给黄少谷先生的又一公开信.txt	39	risk	台北地方法院原审判李敖无罪，已说得明白：“被告嗣接魏锦水致王剑芬之存证信函，限五日内将尾款直接偿还银行，领取权状办理移转手续，否则该屋如经银行申请拍卖，其一切损失概不负责。处此情境，被告为保全王剑芬之权益，乃于六十八年（1979）12月28日先行垫付五十五万元。”足见这种先行垫付，是为萧孟能权益着想。不料萧孟能告李敖，反而说：“天母静庐房屋倘遭银行拍卖，一切损失应由魏锦水负责，而非王剑芬。”这话说得太有问题！试问如果拍卖了，魏锦水若无其他财产可执行，则所负的责，也是空头的责，真正吃实亏的，又是谁呢？设想当时李敖若任其拍卖，则无刑责可言，怎么垫了反倒垫出祸来？天下宁有是理？林晃、黄剑青、顾锦才判李敖不该代垫，试问若不代垫，被那位自称把李敖“当做至亲手足”的告起来，恐怕林晃、黄剑青、顾锦才又要判背信罪了！垫了是“侵占”，不垫是“背信”，如此夹杀，作为“至亲手足”的，可真心寒之至了！
008.给黄少谷先生的又一公开信.txt	41		萧孟能拒还李敖代垫五十五万，被李敖告诉，地院六十九年（1980）度诉字第13956号判决应还李敖五十五万及利息。判决书说：
008.给黄少谷先生的又一公开信.txt	45		可见真相所在。魏锦水存证信最后明示“本件副本送达贷款银行”，魏锦水欠银行债务，并非五十五万，而是八十万，若如林晃、黄剑青、顾锦才所说“无受拍卖之虞”，或如萧孟能所说“倘遭银行拍卖，一切损失应由魏锦水负责”，是不了解实际情况与善良管理人之注意的。以上证据，林晃、黄剑青、顾锦才都 “漏未审酌”，这叫公正吗？
008.给黄少谷先生的又一公开信.txt	49		少谷先生，以上所举“天母一路房屋”部分的种种奇判，是林晃、黄剑青、顾锦才“漏未审酌”魏锦水存证信中的“就要拍卖说”，而顺着萧孟能的“听任拍卖说”（“倘遭银行拍卖，一切损失应由魏锦水负责”），衍生出一种“不会拍卖说”（“抵押权尚未到清偿期，无受拍卖之虞”），这真是石破天惊的高论！
008.给黄少谷先生的又一公开信.txt	51		查银行作业，设定的清偿期都不妨长，华南银行与魏锦水就长达三十年，但这绝非说三十年内，因“尚未到清偿期”，就“无受拍卖之虞”！那样的话，银行岂不赔光？所以，银行作业，一定在设定时间内，另订单项清偿日期，叫借方开立票据或借据，以票据或借据上日期为清偿日期，届时追回或转期。华南银行与魏锦水的作业，也不例外。设定虽为三十年，魏锦水的另立借据上清偿日却是“六十八年（1979）6月16日”！魏锦水是在这一到期日之后二十八天（7月14日）卖房子给王剑芬的，他的财务状况，已经困难。他拖了四个半月（12月1日），看到王剑芬还不遵守“口头协议”，才忍无可忍，发了存证信，信中谈到银行拍卖的事，最后“副本送达贷款银行”，显然也在向银行证明他努力阻止拍卖的诚意。因为这时候，他在贷款银行的户头——伟吉企业股份有限公司（华银新生甲存2692账号）已经退票了！
008.给黄少谷先生的又一公开信.txt	55		总结所谓“天母一路房屋”侵占案，李敖并不构成“意图为自己或第三人不法之所有，而侵占自己持有他人之物”的要件，李敖要侵占，为什么给王剑芬存证信请她选？地院判决说得好：“自诉人既不表示对其有利之选择，何能责被告违背处理事务之行为。”正是指此。林晃、黄剑青、顾锦才明明看到“天母一路房屋”至今尚在萧孟能王剑芬名下、使用下、占有下、支配下……却反过头来，不顾念李敖为朋友努力保全的苦心，判李敖“吃”人的罪，天下有这种怪判吗？试问如萧孟能所说属实，他既把王剑芬印鉴证明给了李敖，李敖既然“吃”他，为何不用该证明把静庐“土地”部分过户给胡因子呢？既因胡因子名义“吃”了“建物”，为什么保留王剑芬名下的“土地”不“吃”呢？按常识、按法理，这又怎么能通呢？少谷先生，你说我因此坐牢，我能服这口气吗？
008.给黄少谷先生的又一公开信.txt	79		上诉人则以：被上诉人于魏锦水办理抵押权涂销登记以前，即支付尾款55万元，显违委任意旨，且被上诉人于六十八年11月间即表示将系争房屋赠与诉外人胡因子，是其付款与魏锦水，亦非处理委任事务，况此55万元乃伊所有，即不得请求偿还云云资为抗辩。
008.给黄少谷先生的又一公开信.txt	81		原审斟酌调查证据而为辩论之结果，以：被上诉人就其主张之事实，已据提出上诉人与魏锦水签订之买卖契约书、土地所有权移转登记申请书、土地所有权状及上诉人出具授权书影本为证，被上诉人因为避免华南商业银行拍卖抵押物，以上诉人名义代偿魏锦水之抵押借款，另付余款凑足55万元，以偿还魏锦水应收价金尾款等情，亦经银行业务员林铣宗结证属实，复有华南商业银行致魏锦水（原判决误记为上诉人）催告函及收件回执影本可按（原审卷第236、237页），魏锦水与李放（被上诉人胞弟）亦在第一审证明无异。上诉人虽抗辩被上诉人垫款偿还魏锦水55万元系逾越授权范围云云，惟查上诉人既经授权被上诉人出售上开房地，则被上诉人为避免抵押权人华南商业银行拍卖抵押物，于华南商业银行催告偿债以后，垫款代偿魏锦水之抵押债务，进而办理抵押权之涂销登记，并以之充还魏锦水应收价金，自属出售房地应行处理之委任事务范围；至于被上诉人请求魏锦水径将上开房屋所有权径行移转登记予诉外人胡因子名义一节，前经胡因子致函上诉人表明系经被上诉人信托伊之名义而为，嗣后复经胡因子以买卖名义办理所有权移转登记予上诉人，上诉人已无损害，上诉人既不能证明被上诉人代垫之55万元系伊所有，被上诉人求请偿还上开金额并自支付时起加付利息，依民法第546条第一项规定，洵属正当，因而维持第一审所为如被上诉人声明之判决，驳回上诉人之上诉，经核于法尚无不合。上诉论旨，徒就原审取舍证据、认定事实之职权行使指摘原判决不当，求予废弃，非有理由。
008.给黄少谷先生的又一公开信.txt	87		少谷先生，你看了这为李敖冤狱平反的判决书，又作何感想？照西方的谚语说，迟来的正义就不算是正义，但对我这冤狱坐完的人说，我愿意算。虽然它们姗姗来迟！这个案子，从地院的叶百修法官，到高院的钟惠臣、杨荣、陈石狮法官，到“最高”的马元枢、刘焕宇、杨秉钺、孙森焱、陈计男法官，和最早在地院判我侵占罪无罪的陈联欢法官，我都愿意承认他们为了在我这案子上维护正义，而做了公平的判案。在今年9月16日，我写信感谢我的律师龙云翔，有这样几段：
008.给黄少谷先生的又一公开信.txt	93	risk	国民党垄断的报纸，对我去年被判坐牢，大登特登，如今被平反而胜诉，却只字不提。这种作风，十足证明了他们居心斗臭我，这样的政党，实在卑鄙可恶。报上登监察委员张一中骂尤清，说少数人在把持报纸，逼记者写丑化国民党的稿子，你尤清臭国民党，你良心过得去吗？我看了真好笑：国民党垄断报纸，整天臭我、丑化我，他们好像全忘了，最后还抬出良心来，他们原来还是有良心的！
008.给黄少谷先生的又一公开信.txt	105		①高院三推事说：“据周其新于本院供证确是签付自诉人而非借票。”因而判决“应可认定上引字据为虚伪意思表示而亦以委托关系交付”。但所谓“周其新于本院供证”的笔录中，明明是“借票”而非“签付”，周其新供证如此，高院三推事竟说“周其新确是签付自诉人而非借票”，如此窜改笔录，是完全违背刑事基本法则的。
008.给黄少谷先生的又一公开信.txt	107		②李敖“亲笔账目”二十五页中，既有效就全有效，既无效就全无效，绝没有前二十页有效，后五页却无效的道理。高院三推事只字没有说明为什么同一账单，在萧孟能手中的前一半就有效，在李敖手中的有前一半也有后一半的却无效，这样的离奇选择，是违背经验法则和论理法则的。这叫公正吗？单凭账单的前一半，入李敖于罪，就如同银行只列贷款而不列还款，把所有的还款都一笔抹杀，这能通吗？
008.给黄少谷先生的又一公开信.txt	109		③高院三推事说“应有借据证明其有债权”，但是萧孟能既然最后以字画、古玩、书籍抵债，原来的借据，自然就已返还债务人，高院三推事责怪李敖提不出借据，试问李敖若提得出借据，岂不变成一债两还了？难道高院三推事要李敖同意字画等抵债、又要扣留债务凭证吗？
