file	line	quote	context
001.为司法黑暗发榜.txt	47	不得要领	第六组——“七、法官谢俊峰、王德云、张剑男公然破坏假扣押制度！”“八、台湾的法官最怕报阀”是就伪无党无派者吴三连《自立晚报》诽谤李敖案看司法黑暗。先是该报登出“李敖死了”的书刊广告，在诽谤法理上，说人健康出问题或说人精神有缺陷，都构成诽谤罪，因为这样说，会造成一般人逃避他或排斥他的结果。连说人健康出问题或精神有缺陷都如此构成诽谤，说人“死了”，——尤其是恶意的说人“死了”，当然更毁损人的名誉、信用和处境的顺遂了；更造成人的困惑、困扰和不快了；更给人纵然肉体没死也是“行尸走肉”的强烈暗示与恶劣印象了。为了回敬，就在《
001.为司法黑暗发榜.txt	47	行尸走肉	第六组——“七、法官谢俊峰、王德云、张剑男公然破坏假扣押制度！”“八、台湾的法官最怕报阀”是就伪无党无派者吴三连《自立晚报》诽谤李敖案看司法黑暗。先是该报登出“李敖死了”的书刊广告，在诽谤法理上，说人健康出问题或说人精神有缺陷，都构成诽谤罪，因为这样说，会造成一般人逃避他或排斥他的结果。连说人健康出问题或精神有缺陷都如此构成诽谤，说人“死了”，——尤其是恶意的说人“死了”，当然更毁损人的名誉、信用和处境的顺遂了；更造成人的困惑、困扰和不快了；更给人纵然肉体没死也是“行尸走肉”的强烈暗示与恶劣印象了。为了回敬，就在《
001.为司法黑暗发榜.txt	49	逍遥法外	《自立晚报》在民事上如此被法官逍遥法外，刑事上也同样被法官法外逍遥。为了登出“李敖死了”的广告，我控告吴三连、吴丰山、颜文闩于法院，地院法官杨丰卿、高院法官杨力行、许增男、胡森田都判无罪。我乃顺势印了一本书——《蒋经国研究》，那时蒋经国还没死，我在封面上印上四行横批，全文是：
001.为司法黑暗发榜.txt	57	说大人，则藐之	第七组——“九、法官陈贻男的错误判决”是就比《中央日报》还《中央日报》的《自由时报》诽谤李敖案看司法黑暗。先是一九八九年十月二十八日，国民党财阀支持的《自由时报》刊出《李揆“鸭子划水”，高！》一文，造谣说在某婚礼上“李敖突然出现，并和李焕亲切拥抱”新闻，被我认系诽谤，告到法院。理由是三十年来，李敖一直以孤傲高蹈，戏公卿、弄王侯，“说大人，则藐之”为天下显、为天下倡。如今如该报所描写，则给人趋炎附势印象，自然构成严重诽谤。何况天下美女还抱不完呢，谁有工夫去抱李焕？又何况我李敖向不参加婚丧喜庆的场合，又何来在某婚礼上出
001.为司法黑暗发榜.txt	57	戏公卿、弄王侯	第七组——“九、法官陈贻男的错误判决”是就比《中央日报》还《中央日报》的《自由时报》诽谤李敖案看司法黑暗。先是一九八九年十月二十八日，国民党财阀支持的《自由时报》刊出《李揆“鸭子划水”，高！》一文，造谣说在某婚礼上“李敖突然出现，并和李焕亲切拥抱”新闻，被我认系诽谤，告到法院。理由是三十年来，李敖一直以孤傲高蹈，戏公卿、弄王侯，“说大人，则藐之”为天下显、为天下倡。如今如该报所描写，则给人趋炎附势印象，自然构成严重诽谤。何况天下美女还抱不完呢，谁有工夫去抱李焕？又何况我李敖向不参加婚丧喜庆的场合，又何来在某婚礼上出
001.为司法黑暗发榜.txt	57	孤傲高蹈	第七组——“九、法官陈贻男的错误判决”是就比《中央日报》还《中央日报》的《自由时报》诽谤李敖案看司法黑暗。先是一九八九年十月二十八日，国民党财阀支持的《自由时报》刊出《李揆“鸭子划水”，高！》一文，造谣说在某婚礼上“李敖突然出现，并和李焕亲切拥抱”新闻，被我认系诽谤，告到法院。理由是三十年来，李敖一直以孤傲高蹈，戏公卿、弄王侯，“说大人，则藐之”为天下显、为天下倡。如今如该报所描写，则给人趋炎附势印象，自然构成严重诽谤。何况天下美女还抱不完呢，谁有工夫去抱李焕？又何况我李敖向不参加婚丧喜庆的场合，又何来在某婚礼上出
001.为司法黑暗发榜.txt	57	趋炎附势	第七组——“九、法官陈贻男的错误判决”是就比《中央日报》还《中央日报》的《自由时报》诽谤李敖案看司法黑暗。先是一九八九年十月二十八日，国民党财阀支持的《自由时报》刊出《李揆“鸭子划水”，高！》一文，造谣说在某婚礼上“李敖突然出现，并和李焕亲切拥抱”新闻，被我认系诽谤，告到法院。理由是三十年来，李敖一直以孤傲高蹈，戏公卿、弄王侯，“说大人，则藐之”为天下显、为天下倡。如今如该报所描写，则给人趋炎附势印象，自然构成严重诽谤。何况天下美女还抱不完呢，谁有工夫去抱李焕？又何况我李敖向不参加婚丧喜庆的场合，又何来在某婚礼上出
001.为司法黑暗发榜.txt	59	杠上开花	《自由时报》不但犯了诽谤罪，并且还杠上开花，又来了伪造文书罪。原来在我向《自由时报》提出质问后，十一月十五日，颜文闩来信，附以所谓更正二份。但细查其所谓更正，全违出版法第十五条应有之形式与程序，内容与实质亦了无诚意、敷衍搪塞，何况我既寄达辩驳书在先，又何能以此种所谓更正代之？更耐人寻味的是，在我从市面上买到的和订阅的十一月一日《自由时报》中，第二版上，都没有更正的那一小块，反倒是颜文闩附寄来的那天第二版上，抽掉了一则新闻的尾部，登陆了那一小块。所以，我有理由怀疑，我看到的更正，是“特制品”，是一张假报。想当年盛传袁
001.为司法黑暗发榜.txt	59	耐人寻味	《自由时报》不但犯了诽谤罪，并且还杠上开花，又来了伪造文书罪。原来在我向《自由时报》提出质问后，十一月十五日，颜文闩来信，附以所谓更正二份。但细查其所谓更正，全违出版法第十五条应有之形式与程序，内容与实质亦了无诚意、敷衍搪塞，何况我既寄达辩驳书在先，又何能以此种所谓更正代之？更耐人寻味的是，在我从市面上买到的和订阅的十一月一日《自由时报》中，第二版上，都没有更正的那一小块，反倒是颜文闩附寄来的那天第二版上，抽掉了一则新闻的尾部，登陆了那一小块。所以，我有理由怀疑，我看到的更正，是“特制品”，是一张假报。想当年盛传袁
001.为司法黑暗发榜.txt	65	服善之勇	第九组、“一二、驳台中高分院翁其荣、徐元庆、陈成泉三推事”“一三、驳台中高分院法官林松虎”“一四、最高法院的判决笑话”“一五、最高法院竟比警总还警总！”“一六、最高法院法官岂可有最低视野？”“一七、法官陈瑞甫、陈满贤、梁松雄不知维护人民权利”是就国民党政府非法没收禁书案看司法黑暗。此案起于台中市政府非法捜查我的母亲张桂贞老太太的住宅，经我出面控告，台中地院法官黄秀得不畏上级压力，判决台中市政府败诉后，经台中高分院法官翁其荣、徐元庆、陈成泉枉法裁判，复经张桂贞上诉，最高法院法官刘焕宇、孙森焱、曾桂香、林奇福、罗一宇认
001.为司法黑暗发榜.txt	65	耐人寻味	第九组、“一二、驳台中高分院翁其荣、徐元庆、陈成泉三推事”“一三、驳台中高分院法官林松虎”“一四、最高法院的判决笑话”“一五、最高法院竟比警总还警总！”“一六、最高法院法官岂可有最低视野？”“一七、法官陈瑞甫、陈满贤、梁松雄不知维护人民权利”是就国民党政府非法没收禁书案看司法黑暗。此案起于台中市政府非法捜查我的母亲张桂贞老太太的住宅，经我出面控告，台中地院法官黄秀得不畏上级压力，判决台中市政府败诉后，经台中高分院法官翁其荣、徐元庆、陈成泉枉法裁判，复经张桂贞上诉，最高法院法官刘焕宇、孙森焱、曾桂香、林奇福、罗一宇认
001.为司法黑暗发榜.txt	65	锲而不舍	第九组、“一二、驳台中高分院翁其荣、徐元庆、陈成泉三推事”“一三、驳台中高分院法官林松虎”“一四、最高法院的判决笑话”“一五、最高法院竟比警总还警总！”“一六、最高法院法官岂可有最低视野？”“一七、法官陈瑞甫、陈满贤、梁松雄不知维护人民权利”是就国民党政府非法没收禁书案看司法黑暗。此案起于台中市政府非法捜查我的母亲张桂贞老太太的住宅，经我出面控告，台中地院法官黄秀得不畏上级压力，判决台中市政府败诉后，经台中高分院法官翁其荣、徐元庆、陈成泉枉法裁判，复经张桂贞上诉，最高法院法官刘焕宇、孙森焱、曾桂香、林奇福、罗一宇认
001.为司法黑暗发榜.txt	73	杀人如草不闻声	至于法官又应胡秋原之请向台大查询，也是荒唐。台大表面上官样文件所说的“未有‘未续聘’之记载”，并不就是殷海光没有被迫害的证明。这正是附卷中殷海光亲笔《我被迫离开台湾大学的经过》一文中所说的：“这一现象也可以使我们明白，今日台湾真正的内情很不容易从表面看清楚。”——表面是未“未续聘”，实际却早就不能教书了。今日台大只会回信写“未续聘”，却不敢写“未禁教（未禁止教书）”，此中奥妙，耐人寻味。法官陈国梁、刘景星、张连财置衰病侵寻的被迫害当事人这一附卷文证于不问，反倒曲法阿世，回护当年国民党政府的“白色恐怖”，竟说：“台大
001.为司法黑暗发榜.txt	73	耐人寻味	至于法官又应胡秋原之请向台大查询，也是荒唐。台大表面上官样文件所说的“未有‘未续聘’之记载”，并不就是殷海光没有被迫害的证明。这正是附卷中殷海光亲笔《我被迫离开台湾大学的经过》一文中所说的：“这一现象也可以使我们明白，今日台湾真正的内情很不容易从表面看清楚。”——表面是未“未续聘”，实际却早就不能教书了。今日台大只会回信写“未续聘”，却不敢写“未禁教（未禁止教书）”，此中奥妙，耐人寻味。法官陈国梁、刘景星、张连财置衰病侵寻的被迫害当事人这一附卷文证于不问，反倒曲法阿世，回护当年国民党政府的“白色恐怖”，竟说：“台大
001.为司法黑暗发榜.txt	73	曲法阿世	至于法官又应胡秋原之请向台大查询，也是荒唐。台大表面上官样文件所说的“未有‘未续聘’之记载”，并不就是殷海光没有被迫害的证明。这正是附卷中殷海光亲笔《我被迫离开台湾大学的经过》一文中所说的：“这一现象也可以使我们明白，今日台湾真正的内情很不容易从表面看清楚。”——表面是未“未续聘”，实际却早就不能教书了。今日台大只会回信写“未续聘”，却不敢写“未禁教（未禁止教书）”，此中奥妙，耐人寻味。法官陈国梁、刘景星、张连财置衰病侵寻的被迫害当事人这一附卷文证于不问，反倒曲法阿世，回护当年国民党政府的“白色恐怖”，竟说：“台大
001.为司法黑暗发榜.txt	75	遗臭万年	法官陈国梁、刘景星、张连财又说：“至证人胡基峻、林正弘、韦政通、赵天仪等四人，于原审虽分别证称殷海光的课程表有贴出，但不能修其课及门口有人监视云云。核与上述前警总之函内容不符”云云，更是枉法之言。依法，“公文书所载之事实另有来源，而就其来源调查之结果不能认为确实时，亦未便因其为公文书之故，遽谓事实审法院未予采取为违法。”（三二上二七〇）台大与警总官衙回信，正是不可盲目相信的公文书，并且也不足以印证李敖文中所说事项。法官陈国梁、刘景星、张连财故意以不相干、不完整、不确实的公文书以偏概全，殊违判例。刑事诉讼法第一五五条
001.为司法黑暗发榜.txt	79	官官相护	这一冤狱，我曾以再审寻求救济，但是与陈国梁、刘景星、张连财同属高院刑庭的法官李相助、龚永昆、刘鑫桢以裁定驳回了它。官官相护，我一点也不惊异。
001.为司法黑暗发榜.txt	83	欲加之罪，何患无辞	第十三组——“二六、欲减之罪，何患无辞”是就我控告胡秋原的案子被法官大事化小看司法黑暗。先是胡秋原在《中华杂志》写文章，以连载形式，时间前后长达九个月、内容丰富长达十七万字，其中诽谤李敖，被李敖告到法院。结果，胡秋原刑事上被判罪定谳、民事上也初赔了李敖三十五万属实。本来这个案子是非常明显的加重诽谤罪，但胡秋原行文最高检察署，要求提起非常上诉。最高检察署检察总长石明江，知道胡秋原出身国民党立法委员，来头不小，竟违法提起非常上诉，而最高法院法官蒋嵘华、郑汉龙、丁锦清、黄聪明、刘敬一也跟进，竟把加重诽谤改为公然侮辱。——
001.为司法黑暗发榜.txt	83	光明正大	第十三组——“二六、欲减之罪，何患无辞”是就我控告胡秋原的案子被法官大事化小看司法黑暗。先是胡秋原在《中华杂志》写文章，以连载形式，时间前后长达九个月、内容丰富长达十七万字，其中诽谤李敖，被李敖告到法院。结果，胡秋原刑事上被判罪定谳、民事上也初赔了李敖三十五万属实。本来这个案子是非常明显的加重诽谤罪，但胡秋原行文最高检察署，要求提起非常上诉。最高检察署检察总长石明江，知道胡秋原出身国民党立法委员，来头不小，竟违法提起非常上诉，而最高法院法官蒋嵘华、郑汉龙、丁锦清、黄聪明、刘敬一也跟进，竟把加重诽谤改为公然侮辱。——
001.为司法黑暗发榜.txt	83	瞒天过海	第十三组——“二六、欲减之罪，何患无辞”是就我控告胡秋原的案子被法官大事化小看司法黑暗。先是胡秋原在《中华杂志》写文章，以连载形式，时间前后长达九个月、内容丰富长达十七万字，其中诽谤李敖，被李敖告到法院。结果，胡秋原刑事上被判罪定谳、民事上也初赔了李敖三十五万属实。本来这个案子是非常明显的加重诽谤罪，但胡秋原行文最高检察署，要求提起非常上诉。最高检察署检察总长石明江，知道胡秋原出身国民党立法委员，来头不小，竟违法提起非常上诉，而最高法院法官蒋嵘华、郑汉龙、丁锦清、黄聪明、刘敬一也跟进，竟把加重诽谤改为公然侮辱。——
001.为司法黑暗发榜.txt	83	上下其手	第十三组——“二六、欲减之罪，何患无辞”是就我控告胡秋原的案子被法官大事化小看司法黑暗。先是胡秋原在《中华杂志》写文章，以连载形式，时间前后长达九个月、内容丰富长达十七万字，其中诽谤李敖，被李敖告到法院。结果，胡秋原刑事上被判罪定谳、民事上也初赔了李敖三十五万属实。本来这个案子是非常明显的加重诽谤罪，但胡秋原行文最高检察署，要求提起非常上诉。最高检察署检察总长石明江，知道胡秋原出身国民党立法委员，来头不小，竟违法提起非常上诉，而最高法院法官蒋嵘华、郑汉龙、丁锦清、黄聪明、刘敬一也跟进，竟把加重诽谤改为公然侮辱。——
001.为司法黑暗发榜.txt	83	莫须有	第十三组——“二六、欲减之罪，何患无辞”是就我控告胡秋原的案子被法官大事化小看司法黑暗。先是胡秋原在《中华杂志》写文章，以连载形式，时间前后长达九个月、内容丰富长达十七万字，其中诽谤李敖，被李敖告到法院。结果，胡秋原刑事上被判罪定谳、民事上也初赔了李敖三十五万属实。本来这个案子是非常明显的加重诽谤罪，但胡秋原行文最高检察署，要求提起非常上诉。最高检察署检察总长石明江，知道胡秋原出身国民党立法委员，来头不小，竟违法提起非常上诉，而最高法院法官蒋嵘华、郑汉龙、丁锦清、黄聪明、刘敬一也跟进，竟把加重诽谤改为公然侮辱。——
001.为司法黑暗发榜.txt	85	官官相护	第十四组——“二七、法官施俊尧的枉法审理”“二八、法官陈国梁、刘景星、张连财的又一枉法裁判”是就另一场我控告胡秋原公然侮辱的案子看司法黑暗。这一组文字告诉了我们，法官施俊尧、陈国梁、刘景星、张连财如何公然违反证据法则，开脱被告的犯罪事实、抹杀证人的正确回忆。这一案子，我曾以再审状寻求救济，一九九四年四月七日，与陈国梁、刘景星、张连财同属台湾高等法院刑庭的法官王振兴、张剑男、周庆光以裁定驳回了它。官官相护，我一点也不惊异。
001.为司法黑暗发榜.txt	89	孤陋寡闻	法官房阿生、蔡光治、黄赛月最令人不解的，是他们的生活常识，他们认定要“市面出售”的才算，但什么算“市面出售”？卷中有李敖提出买《中央日报》《联合报》合订本的证据，买这些合订本，“市面”是绝对买不到的，而要径向该报社去买，一如要向胡秋原的杂志社去买，这样不“市面”，是否即非商业行为呢？是否即非散布行为呢？这通吗？这种孤陋寡闻，竟出自“中华民国高等法院法官”的笔下，真未免“没见过市面”了吧？何况“市面”上且专有邮购商店、国际上且有邮购百货公司，照法官房阿生、蔡光治、黄赛月的标准，这些商店与公司，当然是绝不存在的哟！
001.为司法黑暗发榜.txt	91	口口声声	法官房阿生、蔡光治、黄赛月口口声声咬定是“捜购”，但不买，又凭何得悉书中有诽谤之言？又从何附证而向法院提出？难道只能去图书馆去读该杂志，不许买，才能成立吗？这不是笑话吗？
001.为司法黑暗发榜.txt	93	黄鱼两吃	第十六组——“三〇、质问施启扬和法官李炫德、黄清江、王锦村、庄秋桃”是就高雄市政府巧取豪夺土地案看司法黑暗。先是高雄市政府在一九八七年实施“九期计划”，重划了汪家的土地，该市政府国民党官吏却动手脚，在法定权限以外，吃掉了汪家六百多坪土地，约合二亿五千多万元。怎么吃掉的呢？用的是“李代桃僵法”。所谓桃僵，是一九七一年高雄市政府有一个“临海计划”，用这个计划要求汪家出具切结书，答应官方条件。但是，“临海计划”根本没有实施，桃早就僵了。依法，既以实施“临海计划”为条件而做了提供重划费用的切结书，既未实施，切结书自应以条件
001.为司法黑暗发榜.txt	93	李代桃僵	第十六组——“三〇、质问施启扬和法官李炫德、黄清江、王锦村、庄秋桃”是就高雄市政府巧取豪夺土地案看司法黑暗。先是高雄市政府在一九八七年实施“九期计划”，重划了汪家的土地，该市政府国民党官吏却动手脚，在法定权限以外，吃掉了汪家六百多坪土地，约合二亿五千多万元。怎么吃掉的呢？用的是“李代桃僵法”。所谓桃僵，是一九七一年高雄市政府有一个“临海计划”，用这个计划要求汪家出具切结书，答应官方条件。但是，“临海计划”根本没有实施，桃早就僵了。依法，既以实施“临海计划”为条件而做了提供重划费用的切结书，既未实施，切结书自应以条件
001.为司法黑暗发榜.txt	95	李代桃僵	“临海计划”桃僵后十六年，官方来了“九期计划”硬说“九期计划”即“临海计划”’以“李代桃僵法”硬说两计划同一。但是桃是桃、李是李，要僵尸复活，得复活出桃僵尸才行，怎么能“指李为桃”呢？固然古代宦官有“指鹿为马”的笑话，不过宦官只是自己出丑，法官并不为宦官背书。但是，在巧宦施启扬带领下的台湾法官，从高雄地院的法官李炫德到高雄高院的法官黄清江、王锦村、庄秋桃，却居然判出了鹿就是马、桃就是李！——受害人汪家在土地被巧取豪夺，辛苦张罗七百万的裁判费送请法院做正义裁判，换来的判决竟粗糙如此！这是哪一国的裁判品质呢？
001.为司法黑暗发榜.txt	95	指鹿为马	“临海计划”桃僵后十六年，官方来了“九期计划”硬说“九期计划”即“临海计划”’以“李代桃僵法”硬说两计划同一。但是桃是桃、李是李，要僵尸复活，得复活出桃僵尸才行，怎么能“指李为桃”呢？固然古代宦官有“指鹿为马”的笑话，不过宦官只是自己出丑，法官并不为宦官背书。但是，在巧宦施启扬带领下的台湾法官，从高雄地院的法官李炫德到高雄高院的法官黄清江、王锦村、庄秋桃，却居然判出了鹿就是马、桃就是李！——受害人汪家在土地被巧取豪夺，辛苦张罗七百万的裁判费送请法院做正义裁判，换来的判决竟粗糙如此！这是哪一国的裁判品质呢？
001.为司法黑暗发榜.txt	103	明镜高悬	三十多年来，我过眼过手的法官虽然多达数百、虽然黑暗重重，但有两点好话，我也该一说：第一，法官并非每件案子都黑暗，偶有明镜高悬之例，也不可抹杀，一如大宦官刘瑾虽坏，《法门寺》中还是做了一件好事。这种人做了好事，该肯定的也要肯定；第二我敢说
001.为司法黑暗发榜.txt	144	无所遁形	以上人数，以案件计算，不问重复，共四百五十人，还都是“从严录取”的，若放宽尺度，“黑暗”以外，“灰暗”也算，则可非议的法官，人数将近五百了。这是我李敖三十多年来与国民党法院周旋的大成绩，我坚决相信：只有“点名批判”、“公布姓名”的办法，才能使法官知所警惕、无所遁形，进而形成外压力，促成司法的改革。否则法官失职，人不知鬼不觉，判决下来，只知道是“地院判决”、“高院判决”、“最高判决”，人们只能归罪法院，而不能揪出法官，这样认庙不认和尚，绝非良策。须知法院是空的、法官是实的。只有紧迫盯人，才能找出病原所在。——坏事毕竟
002.钟曜唐——这样的法官配做院长吗？.txt	3	十年前，	我在《千秋·冤狱·党》（《李敖千秋评论丛书》第一期）里，收有一篇《一个联合造成的冤狱》，公布十年前，我第一次遭到国民党以冤狱方法整我的内幕。其中提到一个叫钟曜唐的法官，“态度粗暴”，程序违法。但是，这样对当事人“态度粗暴”的法官，对他的上司，却一定另有一副面孔，不然的话，他不会官运亨通，摇身一变，变成了台北地方法院板桥分院的院长。
002.钟曜唐——这样的法官配做院长吗？.txt	3	摇身一变	我在《千秋·冤狱·党》（《李敖千秋评论丛书》第一期）里，收有一篇《一个联合造成的冤狱》，公布十年前，我第一次遭到国民党以冤狱方法整我的内幕。其中提到一个叫钟曜唐的法官，“态度粗暴”，程序违法。但是，这样对当事人“态度粗暴”的法官，对他的上司，却一定另有一副面孔，不然的话，他不会官运亨通，摇身一变，变成了台北地方法院板桥分院的院长。
002.钟曜唐——这样的法官配做院长吗？.txt	15	案重初供	吕安仁、林金生、杨国镇、黄灵书四个人被捕后，林金生㈠在派出所供称：“我就拔起扁钻手中握住，先往梁某脸部揍一拳，反过揍林某，连续再用扁钻往梁某身上刺杀一刀。”“是从梁某右腰部位杀了一刀。”“其他三位同伴都没出手。”⑥㈡对检察官供称：“我生气就打他们，并用扁钻撞他们一刀。”“当时动手的只有我一人。”⑦㈢在中山分局复讯，也如此说。㈣在台北宪兵队询问中，也如此说。㈤在军事检察官第一次侦讯中，也如此说。直到最后，在军事检察官第二次侦讯中，才为了减刑，推翻上述㈠㈡㈢㈣㈤前后五次初供。因为军法判决程序与细密不如司法，所以从速在“
003.为翁媳命案抱不平.txt	15	换汤不换药	八年来，他的案子表面上打得劳师动众，骨子里却无动于“中”，因为他人微望轻，“一朝入公门，九牛拉不出”。过手的法官虽多达八十五人，但大都是虚应故事，这种结论，从前后二十三份判决书中，不难比对出来。结果不外是抄来猜去，不是换汤不换药，就是连汤都不换，对张国杰的案情，并无实质上的深入审酌和根本改变。例如高院更一以前都判有共犯，判一个死刑；更二判没有共犯，也是一个死刑；更三判一个无期，一个死刑；更四以后都判两个死刑。这对张国杰而言，除了使他益形痛苦外，毫无新的光明。
003.为翁媳命案抱不平.txt	27	案重初供	一、警局讯问，并不是六月二十四日这一次，而是前后有十次之多，但是其他九次（六月十三、六月十四，六月十七、六月二十一、六月二十八、七月十二、八月十六、十月十七），张国杰都没承认杀人。试问“六月二十四日”那一次前有五次否认，后有四次否认，为什么这九次否认时候讯问人不“晓以大义”呢？九次否认都不采，独采一次承认的，这不是“罪疑唯轻”的法曹心怀吧？也不是“案重初供”的经验法则吧？
003.为翁媳命案抱不平.txt	37	和盘托出	其含混承认后，就犯罪之动机及所用凶器为何，即不继续和盘托出，亦即付之阙如。
003.为翁媳命案抱不平.txt	41	和盘托出	一、不是刚刚说：“在讯问人刘友桂晓以大义之后”，张国杰“已供认于六十二年一月十日上午至被害人家，杀死被害人”了吗？按照经验法则与论理法则，在“大义”下供认杀人后却不继续在“大义”下“和盘托出”动机和凶器，有此必要吗？怎么一分钟前还“大义”，一分钟以后就不“大义”了呢？
003.为翁媳命案抱不平.txt	43	和盘托出	二、如果张国杰在“大义”以后后了悔，不再继续“和盘托出”，那么他在侦讯笔录上就不会签名了，因为最后签名前，他有的时间不止一分钟，不“和盘托出”的后悔，当然在最后签名以前，他既后悔于先，自然就不会签名于后。这是常识。
