source_file	line	risk	text	context
002.《古今图书集成》研究.txt	31	false	宋朝的：《太平御览》一千卷，五十五部（李昉）、《册府元龟》一千卷，三十一部（王钦若）、《锦绣万花谷》一百二十卷，三百二十六类（佚）、《山堂考索》二百一十二卷（章俊卿）、《古今合璧事类备要》二百零六卷（谢维新）、《玉海》二百卷（王应麟）	宋朝的：《太平御览》一千卷，五十五部（李昉）、《册府元龟》一千卷，三十一部（王钦若）、《锦绣万花谷》一百二十卷，三百二十六类（佚）、《山堂考索》二百一十二卷（章俊卿）、《古今合璧事类备要》二百零六卷（谢维新）、《玉海》二百卷（王应麟）
002.《古今图书集成》研究.txt	33	false	明朝的：《天中记》六十卷（陈耀文）、《唐类函》二百卷（俞安期）	明朝的：《天中记》六十卷（陈耀文）、《唐类函》二百卷（俞安期）
002.《古今图书集成》研究.txt	35	false	但是这些百科全书，没有一部能赶得上《古今图书集成》十分之一的！《古今图书集成》的成为庞然大物，由此可见。	但是这些百科全书，没有一部能赶得上《古今图书集成》十分之一的！《古今图书集成》的成为庞然大物，由此可见。
002.《古今图书集成》研究.txt	37	true	《古今图书集成》包罗万象，举凡天文、历法、地理、政治、经济、交通、人事、艺术、博物、文学、理学以及礼、乐、兵、刑、工、语文、思想、医药、农业等等，在六千一百一十七部中，一检即得。	《古今图书集成》包罗万象，举凡天文、历法、地理、政治、经济、交通、人事、艺术、博物、文学、理学以及礼、乐、兵、刑、工、语文、思想、医药、农业等等，在六千一百一十七部中，一检即得。
002.《古今图书集成》研究.txt	123	false	清朝的盛世在康熙、雍正、乾隆三朝，这是清朝的黄金时代，横贯了17世纪的后半叶和18世纪的全部（1662-1795）。在这一百三十三年中，清朝的许多开国规模，都慢慢树立起来。诸如封爵制度、密建制度、设军机处、设方略馆、限制宦官干政、限制汉人入蒙、废除贱民、治理水患等等，不一而足。其中，在文教方面，最有名的举动是大规模的刊定古书、编定古书，所谓“钦定”是也。清礼亲王昭琏《啸亭续录》卷一《本朝钦定诸书》里，有这样的记述：	清朝的盛世在康熙、雍正、乾隆三朝，这是清朝的黄金时代，横贯了17世纪的后半叶和18世纪的全部（1662-1795）。在这一百三十三年中，清朝的许多开国规模，都慢慢树立起来。诸如封爵制度、密建制度、设军机处、设方略馆、限制宦官干政、限制汉人入蒙、废除贱民、治理水患等等，不一而足。其中，在文教方面，最有名的举动是大规模的刊定古书、编定古书，所谓“钦定”是也。清礼亲王昭琏《啸亭续录》卷一《本朝钦定诸书》里，有这样的记述：
002.《古今图书集成》研究.txt	129	false	《御定古今图书集成》五千二百卷	《御定古今图书集成》五千二百卷
002.《古今图书集成》研究.txt	131	false	《钦定渊鉴类函》四百五十卷	《钦定渊鉴类函》四百五十卷
002.《古今图书集成》研究.txt	133	false	《御定骈字类篇》二百四十卷	《御定骈字类篇》二百四十卷
002.《古今图书集成》研究.txt	135	false	《御定分类字锦》六十四卷	《御定分类字锦》六十四卷
002.《古今图书集成》研究.txt	137	false	《御定子史精华》一百六十卷	《御定子史精华》一百六十卷
002.《古今图书集成》研究.txt	139	false	《御定佩文韵府》四百四十二卷	《御定佩文韵府》四百四十二卷
002.《古今图书集成》研究.txt	141	false	《御定韵府拾遗》一百一十二卷	《御定韵府拾遗》一百一十二卷
002.《古今图书集成》研究.txt	143	false	在这些所有的钦定诸书里面，卷头最大的，就是《古今图书集成》。	在这些所有的钦定诸书里面，卷头最大的，就是《古今图书集成》。
002.《古今图书集成》研究.txt	145	false	叶德辉在《书林清话》卷九《内府刊钦定诸书》里，曾就前引《啸亭续录》中记录《御定古今图书集成》的话下了一段注解，他说：	叶德辉在《书林清话》卷九《内府刊钦定诸书》里，曾就前引《啸亭续录》中记录《御定古今图书集成》的话下了一段注解，他说：
002.《古今图书集成》研究.txt	147	false	谨按：此书四库未著录，据阮元编天一阁书目云：乾隆三十九年，御赐古今图书集成一万卷，圣祖仁皇帝御撰。雍正四年，世宗宪皇帝御制序，略言：皇考命儒臣广罗群籍，分门别类，统为一书。经历岁时，久而未就。特命尚书蒋廷锡等重加编校，凡厘定三千余卷，增删数十万言，图绘精审，考定详悉，列为六编，析为三十二典，其部六千余，其卷一万云。盖是书经两朝始成。余见原书，板本阔大，图绘极工。光绪初元上海书坊有石印、铅字排印两种。末年，慈圣取原书付上海石印三百部，时以颁赐内直诸臣。	谨按：此书四库未著录，据阮元编天一阁书目云：乾隆三十九年，御赐古今图书集成一万卷，圣祖仁皇帝御撰。雍正四年，世宗宪皇帝御制序，略言：皇考命儒臣广罗群籍，分门别类，统为一书。经历岁时，久而未就。特命尚书蒋廷锡等重加编校，凡厘定三千余卷，增删数十万言，图绘精审，考定详悉，列为六编，析为三十二典，其部六千余，其卷一万云。盖是书经两朝始成。余见原书，板本阔大，图绘极工。光绪初元上海书坊有石印、铅字排印两种。末年，慈圣取原书付上海石印三百部，时以颁赐内直诸臣。
002.《古今图书集成》研究.txt	153	false	《古今图书集成》的编者，一般说法是清圣祖（康熙〕敕撰、蒋廷锡等奉世宗（雍正）敕重编的。这是很不正确的说法。这部书的真正编者乃是含冤莫白的陈梦雷。	《古今图书集成》的编者，一般说法是清圣祖（康熙〕敕撰、蒋廷锡等奉世宗（雍正）敕重编的。这是很不正确的说法。这部书的真正编者乃是含冤莫白的陈梦雷。
002.《古今图书集成》研究.txt	157	false	雷赋命浅薄，气质昏愚。读书五十载，而技能无一可称，涉猎万余卷，而记述无一可举，深恐上负慈恩，唯有掇拾简编，以类相从，仰备顾问。而我王爷聪明睿智，于讲论经史之余，赐之教诲，谓三通衍义等书，详于政典，未及虫鱼草木之微；类函御览诸家，但资词藻，未及天德王道之大。必大小一贯，上下古今，类列部分，有纲有纪，勒成一书，庶足以大光圣朝文治。雷闻命踊跃，喜惧交并，自揣五十年来，无他嗜好，唯有日抱遗编，今何幸大慰所怀，不揣蚊力负山，遂以一人独肩斯任。谨于康熙四十年十月为始，领银雇人缮写，蒙我王爷殿下，颁发协一堂所藏鸿编，合之雷家经史子集约计一万五千余卷。至此四十五年四月内，书得告成，分为汇编者六，为志三十有二，为部六千有零，凡在六合之内，巨细毕举，其在十三经、二十一史者，只字不遗；其在稗史子集者，亦只删一二，以百篇为一卷，可得三千六百余卷，若以古人卷帙较之，可得万余卷。雷三载之内，目营手检，无间晨夕，幸而纲举目张，差有条理，谨先誊目录凡例为一册上呈。	雷赋命浅薄，气质昏愚。读书五十载，而技能无一可称，涉猎万余卷，而记述无一可举，深恐上负慈恩，唯有掇拾简编，以类相从，仰备顾问。而我王爷聪明睿智，于讲论经史之余，赐之教诲，谓三通衍义等书，详于政典，未及虫鱼草木之微；类函御览诸家，但资词藻，未及天德王道之大。必大小一贯，上下古今，类列部分，有纲有纪，勒成一书，庶足以大光圣朝文治。雷闻命踊跃，喜惧交并，自揣五十年来，无他嗜好，唯有日抱遗编，今何幸大慰所怀，不揣蚊力负山，遂以一人独肩斯任。谨于康熙四十年十月为始，领银雇人缮写，蒙我王爷殿下，颁发协一堂所藏鸿编，合之雷家经史子集约计一万五千余卷。至此四十五年四月内，书得告成，分为汇编者六，为志三十有二，为部六千有零，凡在六合之内，巨细毕举，其在十三经、二十一史者，只字不遗；其在稗史子集者，亦只删一二，以百篇为一卷，可得三千六百余卷，若以古人卷帙较之，可得万余卷。雷三载之内，目营手检，无间晨夕，幸而纲举目张，差有条理，谨先誊目录凡例为一册上呈。
002.《古今图书集成》研究.txt	159	false	根据这段自述，我们很清楚的知道这部书是于18世纪的第一年——康熙四十年（1701)十月开始缮写的，至四十五年（1706）四月完工，一共花了四年半的时间，当然陈梦雷在这四年半以外，还有“读书五十载”做底子的。	根据这段自述，我们很清楚的知道这部书是于18世纪的第一年——康熙四十年（1701)十月开始缮写的，至四十五年（1706）四月完工，一共花了四年半的时间，当然陈梦雷在这四年半以外，还有“读书五十载”做底子的。
002.《古今图书集成》研究.txt	167	false	康熙皇帝死后，苦命的陈梦雷又开始苦命了。他所依靠的皇三子诚亲王失势，继位的是康熙皇帝的第四子——雍正皇帝，自然对哥哥的亲信们大加整肃，陈梦雷则首当其冲。康熙六十一年（1722）十二月（康熙死后一个月），雍正就开刀了。据《东华录》雍正朝卷一：	康熙皇帝死后，苦命的陈梦雷又开始苦命了。他所依靠的皇三子诚亲王失势，继位的是康熙皇帝的第四子——雍正皇帝，自然对哥哥的亲信们大加整肃，陈梦雷则首当其冲。康熙六十一年（1722）十二月（康熙死后一个月），雍正就开刀了。据《东华录》雍正朝卷一：
002.《古今图书集成》研究.txt	173	false	第一，它表示《古今图书集成》一书的真正编者不是陈梦雷，而是下这道诏谕者的“皇考”——康熙皇帝——“指示训诲，钦定条例，费数十年圣心”的。	第一，它表示《古今图书集成》一书的真正编者不是陈梦雷，而是下这道诏谕者的“皇考”——康熙皇帝——“指示训诲，钦定条例，费数十年圣心”的。
002.《古今图书集成》研究.txt	175	false	第二，它表示“此书工犹未竣”。	第二，它表示“此书工犹未竣”。
002.《古今图书集成》研究.txt	177	false	第三，它表示“原稿内有讹错未当者”，需要“一二学问渊通之人”来“润色增刪”。	第三，它表示“原稿内有讹错未当者”，需要“一二学问渊通之人”来“润色增刪”。
002.《古今图书集成》研究.txt	179	false	这三点伏笔，在四年以后，完完全全暴露了真面目。四年以后是雍正四年（1726），这个善用特务的阴险皇帝，在这年九月二十七日，写了一篇《御制古今图书集成序》，在这序里，他把陈梦雷三个字一脚踢开了，只字不提了，他写道：	这三点伏笔，在四年以后，完完全全暴露了真面目。四年以后是雍正四年（1726），这个善用特务的阴险皇帝，在这年九月二十七日，写了一篇《御制古今图书集成序》，在这序里，他把陈梦雷三个字一脚踢开了，只字不提了，他写道：
002.《古今图书集成》研究.txt	185	false	第一，原书的编者是不行的。——“任事之臣，弗克祗承，既多讹谬，每有阙遗。”	第一，原书的编者是不行的。——“任事之臣，弗克祗承，既多讹谬，每有阙遗。”
002.《古今图书集成》研究.txt	187	false	第二，它又表示了这书是没编完的。——“经历岁时，久而未就。”	第二，它又表示了这书是没编完的。——“经历岁时，久而未就。”
002.《古今图书集成》研究.txt	189	false	第三，它表示这书现在由当朝的皇帝命“蒋廷锡”来一个“重加编校”。编校的情形是“穷朝夕之力，阅三载之勤，凡厘定三千余卷，增删数十万言。图绘精审，考定详悉。”	第三，它表示这书现在由当朝的皇帝命“蒋廷锡”来一个“重加编校”。编校的情形是“穷朝夕之力，阅三载之勤，凡厘定三千余卷，增删数十万言。图绘精审，考定详悉。”
002.《古今图书集成》研究.txt	191	false	雍正序里提到的蒋廷锡是江苏常熟人，是雍正贴身的人，这次被叫来“重加编校”，自然是一种“奉命掠美”的行为。雍正三年（1725）十二月二十七日，蒋廷锡等上表文，说“奉敕恭校圣祖仁皇帝钦定古今图书集成告竣”，也坦白承认是“校”，不是辑或编。蒋廷锡等在表文中又记述“校”的情形说：	雍正序里提到的蒋廷锡是江苏常熟人，是雍正贴身的人，这次被叫来“重加编校”，自然是一种“奉命掠美”的行为。雍正三年（1725）十二月二十七日，蒋廷锡等上表文，说“奉敕恭校圣祖仁皇帝钦定古今图书集成告竣”，也坦白承认是“校”，不是辑或编。蒋廷锡等在表文中又记述“校”的情形说：
002.《古今图书集成》研究.txt	195	false	在这些冗赘的废话里，蒋廷锡等所说的唯一一件重要的事，就是他们花了三年的时间去“补完残阙”“删定譌讹”。这三年的成绩，雍正皇帝的序里已说得很明白了，那是——“厘定三千余卷，增删数十万言。”	在这些冗赘的废话里，蒋廷锡等所说的唯一一件重要的事，就是他们花了三年的时间去“补完残阙”“删定譌讹”。这三年的成绩，雍正皇帝的序里已说得很明白了，那是——“厘定三千余卷，增删数十万言。”
002.《古今图书集成》研究.txt	197	false	但是，就算这些“厘定”与“增删”是确实的，雍正皇帝跟蒋廷锡等这些掠美者也不配拥纂修之名。因为《古今图书集成》原书有一万卷，掠美者充其量不过“厘定三千余卷”：原书有一亿四千四百万字，掠美者充其量不过“增删数十万言”。两者比起来，掠美者之“功”，实在有限。	但是，就算这些“厘定”与“增删”是确实的，雍正皇帝跟蒋廷锡等这些掠美者也不配拥纂修之名。因为《古今图书集成》原书有一万卷，掠美者充其量不过“厘定三千余卷”：原书有一亿四千四百万字，掠美者充其量不过“增删数十万言”。两者比起来，掠美者之“功”，实在有限。
002.《古今图书集成》研究.txt	199	false	这种掩饰原编者的手法，有人从纂修署名的体例上，指出它的蹊晓。例如万国鼎在《古今图书集成考略》（《图书馆学季刊》第二卷第四期）里就指出：	这种掩饰原编者的手法，有人从纂修署名的体例上，指出它的蹊晓。例如万国鼎在《古今图书集成考略》（《图书馆学季刊》第二卷第四期）里就指出：
002.《古今图书集成》研究.txt	203	false	万国鼎又根据雍正皇帝的序和蒋廷锡等的表，证明“廷锡系校订之人，绝非原编纂者明矣。”这是很简明的考证。	万国鼎又根据雍正皇帝的序和蒋廷锡等的表，证明“廷锡系校订之人，绝非原编纂者明矣。”这是很简明的考证。
002.《古今图书集成》研究.txt	205	false	梁章钜《归田琐记》卷四“陈省斋”条下，有一段话说：	梁章钜《归田琐记》卷四“陈省斋”条下，有一段话说：
002.《古今图书集成》研究.txt	207	false	吾乡相传国朝图书集成一书，成于陈省斋之手，实未核也。恭读康熙六十一年十一月谕内阁九卿等：“陈梦雷原系叛附耿精忠之人。皇考宽仁，免戮。发往关东。后东巡时，以其平日稍知学问，带回京师，交诚亲王处行走。累年以来，招摇无忌，不法甚多。京师断不可留，着将陈梦雷父子，发遣边外。或有陈梦雷之门生，平日在外生事者，亦即指名陈奏。杨文言乃耿逆伪相，一时漏网，公然潜匿京师，著书立说。今虽已服冥刑，如有子弟在京者，亦即奏明驱遣，尔等毋得徇私隐蔽。陈梦雷处所存古今图书集成一书，皆皇考指示训诲，钦定条例，费数十年圣心，故能贯穿今古，汇合经史，天文地理，皆有图记，下至山川草木，百工制造，海西秘法，靡不备具。洵为典籍之大观。此书工犹未竣，着九卿公举一二学问渊通之人，令其编辑竣事。原稿内有讹错未当者，即加润色增删。仰副皇考稽古博览至意。”据此，则图书集成之成帙，非省斋所能专其功。而省斋之负才跅弛。读此，亦可见其概矣。	吾乡相传国朝图书集成一书，成于陈省斋之手，实未核也。恭读康熙六十一年十一月谕内阁九卿等：“陈梦雷原系叛附耿精忠之人。皇考宽仁，免戮。发往关东。后东巡时，以其平日稍知学问，带回京师，交诚亲王处行走。累年以来，招摇无忌，不法甚多。京师断不可留，着将陈梦雷父子，发遣边外。或有陈梦雷之门生，平日在外生事者，亦即指名陈奏。杨文言乃耿逆伪相，一时漏网，公然潜匿京师，著书立说。今虽已服冥刑，如有子弟在京者，亦即奏明驱遣，尔等毋得徇私隐蔽。陈梦雷处所存古今图书集成一书，皆皇考指示训诲，钦定条例，费数十年圣心，故能贯穿今古，汇合经史，天文地理，皆有图记，下至山川草木，百工制造，海西秘法，靡不备具。洵为典籍之大观。此书工犹未竣，着九卿公举一二学问渊通之人，令其编辑竣事。原稿内有讹错未当者，即加润色增删。仰副皇考稽古博览至意。”据此，则图书集成之成帙，非省斋所能专其功。而省斋之负才跅弛。读此，亦可见其概矣。
002.《古今图书集成》研究.txt	209	false	这是很迴护雍正皇帝等人的话。梁章钜根据雍正的诏谕来推论“图书集成之成帙，非省斋所能专其功”，这是很不公平的话。	这是很迴护雍正皇帝等人的话。梁章钜根据雍正的诏谕来推论“图书集成之成帙，非省斋所能专其功”，这是很不公平的话。
002.《古今图书集成》研究.txt	211	false	英国名汉学家H. A. 翟理思（Herbert Allen Giles）的儿子L·翟理思（Lionel Giles），曾应大英博物馆之托，在1911年，出版了他的《钦定古今图书集成索引》（An Alphabetical Index to the Chinese Encyclopaedia Ch'in Ting Ku Chin Tu Shu Chi Ch'eng）。在序里，他就梁章钜这段《归田琐记》中的话而加以论述道：	英国名汉学家H. A. 翟理思（Herbert Allen Giles）的儿子L·翟理思（Lionel Giles），曾应大英博物馆之托，在1911年，出版了他的《钦定古今图书集成索引》（An Alphabetical Index to the Chinese Encyclopaedia Ch'in Ting Ku Chin Tu Shu Chi Ch'eng）。在序里，他就梁章钜这段《归田琐记》中的话而加以论述道：
002.《古今图书集成》研究.txt	213	true	关于梁章钜这段文字的措辞，显然的，他不敢违忤清朝政府。在他们眼中，陈梦雷当然是一个蒙羞而死的叛徒。但是凡读过雍正上谕的人，都会明白的看出，这部书在康熙去世之前就已经完成，不仅原稿已经完成待印，就是字模也做好了。然而我们无法确知印书的工作是否已经开始。但我们很容易了解，雍正皇帝之所以及早除去陈梦雷，其目的在使他的仇敌的姓名不得流传后世，同时跟康熙时代最有价值的巨著所关联。他的目的在当时虽然达到了，但值得注意的是，迟至1845年，关于这部书的编者实际上是陈梦雷的传说依然存在。现在需要几个替身去正式宣布这件工作的完成了，于是蒋廷锡便被任命为新的编辑。蒋廷锡是一个在学术和政治方面颇有声名的人物，年轻时以长于作诗和善画花卉闻名。上谕中所称的“润色”（polish）工作就由他去执行。然而对于这部书内容方面的润色是很有限的，因为书中的章句全都本是逐字在原著中抄录。所以我们可以假定，他的主要职责是蒙蔽人们的视线，并且将时间一直延迟到1726年，那时已经拖延了相当长的一段时间，人们思想上的“错误”也已经被改正了，这部书才终于获准问世。	关于梁章钜这段文字的措辞，显然的，他不敢违忤清朝政府。在他们眼中，陈梦雷当然是一个蒙羞而死的叛徒。但是凡读过雍正上谕的人，都会明白的看出，这部书在康熙去世之前就已经完成，不仅原稿已经完成待印，就是字模也做好了。然而我们无法确知印书的工作是否已经开始。但我们很容易了解，雍正皇帝之所以及早除去陈梦雷，其目的在使他的仇敌的姓名不得流传后世，同时跟康熙时代最有价值的巨著所关联。他的目的在当时虽然达到了，但值得注意的是，迟至1845年，关于这部书的编者实际上是陈梦雷的传说依然存在。现在需要几个替身去正式宣布这件工作的完成了，于是蒋廷锡便被任命为新的编辑。蒋廷锡是一个在学术和政治方面颇有声名的人物，年轻时以长于作诗和善画花卉闻名。上谕中所称的“润色”（polish）工作就由他去执行。然而对于这部书内容方面的润色是很有限的，因为书中的章句全都本是逐字在原著中抄录。所以我们可以假定，他的主要职责是蒙蔽人们的视线，并且将时间一直延迟到1726年，那时已经拖延了相当长的一段时间，人们思想上的“错误”也已经被改正了，这部书才终于获准问世。
002.《古今图书集成》研究.txt	215	false	L·翟理思这段话中，最可注意的是，他指出：“《古今图书集成》这部书在康熙去世之前就已经完成，不仅原稿已经完成待印，就是字模也做好了 ”。	L·翟理思这段话中，最可注意的是，他指出：“《古今图书集成》这部书在康熙去世之前就已经完成，不仅原稿已经完成待印，就是字模也做好了 ”。
002.《古今图书集成》研究.txt	217	false	对这段话，我们可以从乾隆皇帝的《御制题武英殿聚珍版十韵有序》里得到不少印证。这首《御制题武英殿聚珍版十韵有序》，叶德辉在《书林清话》卷八《宋以来活字版》一则中引录并有注解：	对这段话，我们可以从乾隆皇帝的《御制题武英殿聚珍版十韵有序》里得到不少印证。这首《御制题武英殿聚珍版十韵有序》，叶德辉在《书林清话》卷八《宋以来活字版》一则中引录并有注解：
002.《古今图书集成》研究.txt	221	false	这里括号中所说“康熙年间编纂古今图书集成，刻铜字为活版，排印蕆功，贮之武英殿”的话，就是L·翟理思所谓的“完成待印，就是字模也做好的”的同义语。	这里括号中所说“康熙年间编纂古今图书集成，刻铜字为活版，排印蕆功，贮之武英殿”的话，就是L·翟理思所谓的“完成待印，就是字模也做好的”的同义语。
002.《古今图书集成》研究.txt	225	false	另一条值得注意的证据是吴长元的《宸垣识略》。在这本书的卷三《皇城》里，有这样的描述：	另一条值得注意的证据是吴长元的《宸垣识略》。在这本书的卷三《皇城》里，有这样的描述：
002.《古今图书集成》研究.txt	229	false	在这段清朝人的记载里，我们也可以看到：准备印《古今图书集成》的铜活字版是康熙时代的成绩，不是雍正所能掠美的。	在这段清朝人的记载里，我们也可以看到：准备印《古今图书集成》的铜活字版是康熙时代的成绩，不是雍正所能掠美的。
002.《古今图书集成》研究.txt	231	false	刘锦藻《清朝续文献通考》卷二百七十《经籍考十四》子部杂家类里，有一段按语：	刘锦藻《清朝续文献通考》卷二百七十《经籍考十四》子部杂家类里，有一段按语：
002.《古今图书集成》研究.txt	237	false	钱基博在《版本通义》内“历史第二”中也提到：	钱基博在《版本通义》内“历史第二”中也提到：
002.《古今图书集成》研究.txt	241	false	这里也明显的提到“刻铜字，印图书集成”是康熙朝的事，写到这里，我们再转过来看乾隆皇帝的《御题武英殿聚珍版十韵有序》中的话，便更明白了：	这里也明显的提到“刻铜字，印图书集成”是康熙朝的事，写到这里，我们再转过来看乾隆皇帝的《御题武英殿聚珍版十韵有序》中的话，便更明白了：
002.《古今图书集成》研究.txt	245	false	关于铜活字，阮葵生《茶余客话》卷十六《毕昇活字版》一则中，曾就《梦溪笔谈》作者的话，说它“工费而不便久藏”：	关于铜活字，阮葵生《茶余客话》卷十六《毕昇活字版》一则中，曾就《梦溪笔谈》作者的话，说它“工费而不便久藏”：
002.《古今图书集成》研究.txt	249	false	所以，康熙年间的铜活字古今图书集成，可说是中国铜刻活字印刷史上空前绝后的大事业，与后来的木刻活字聚珍版丛书，同是中国活字印刷史上的双璧。正如《中华文化集成》首辑第五册《版刻》所说的：	所以，康熙年间的铜活字古今图书集成，可说是中国铜刻活字印刷史上空前绝后的大事业，与后来的木刻活字聚珍版丛书，同是中国活字印刷史上的双璧。正如《中华文化集成》首辑第五册《版刻》所说的：
002.《古今图书集成》研究.txt	253	false	关于这段历史，赵万里在《中国印本书籍发展简史》中有概要的记述：	关于这段历史，赵万里在《中国印本书籍发展简史》中有概要的记述：
002.《古今图书集成》研究.txt	257	false	赵万里所谓“1726年（雍正四年）陈梦雷用新制的铜活字”以及“这批活字也被没收到了皇宫中去”等话，与陈梦雷“蒙恩召还，校正铜版”的说法（见清高宗敕撰《清朝文献通考》卷二百十一“经籍一”），很值得我们推敲。	赵万里所谓“1726年（雍正四年）陈梦雷用新制的铜活字”以及“这批活字也被没收到了皇宫中去”等话，与陈梦雷“蒙恩召还，校正铜版”的说法（见清高宗敕撰《清朝文献通考》卷二百十一“经籍一”），很值得我们推敲。
002.《古今图书集成》研究.txt	259	false	李之鼎在《丛书举要》里，也谈到这部铜活字版《古今图书集成》的成书年代等情況：	李之鼎在《丛书举要》里，也谈到这部铜活字版《古今图书集成》的成书年代等情況：
002.《古今图书集成》研究.txt	275	false	这是前面一再提到的版本，也是最早的版本。这书的正式出版年代，根据清朝官方记录是雍正六年（1728）。这个版本传说印了一百部，实际上只是六十四部。《史料旬刊》第十四期《内务府奏清查武英殿修书处余书请将监造司库等官员议处折》中，有详细的关于这个版本的文字：	这是前面一再提到的版本，也是最早的版本。这书的正式出版年代，根据清朝官方记录是雍正六年（1728）。这个版本传说印了一百部，实际上只是六十四部。《史料旬刊》第十四期《内务府奏清查武英殿修书处余书请将监造司库等官员议处折》中，有详细的关于这个版本的文字：
002.《古今图书集成》研究.txt	279	false	从这件最早的原始文件，我们不难知道这部大书的最早印刷情况。印了六十四部是无疑的，“官役人等，就版私行刷印”的情形也是可能的，不过数目一定有限。据蒋复璁《古今图书集成的前因后果》中的回忆：	从这件最早的原始文件，我们不难知道这部大书的最早印刷情况。印了六十四部是无疑的，“官役人等，就版私行刷印”的情形也是可能的，不过数目一定有限。据蒋复璁《古今图书集成的前因后果》中的回忆：
002.《古今图书集成》研究.txt	283	false	关于黄白纸的问题，L·翟理思在《钦定古今图书集成索引》序中说：	关于黄白纸的问题，L·翟理思在《钦定古今图书集成索引》序中说：
002.《古今图书集成》研究.txt	285	false	根据麦尔的说法，在他那个时候，相传北京一共印了一百部，这个数目似乎较为正确。印刷时一共用了两种字体：较大的——用于正文部分——字体比一方公分稍大；较小的——用于注释等用途——字体五方公厘。两卷合成一本，每本的尺寸大约是27.5×17.5cm；全书共五百二十三函，每函八本至十本。最后，用麦尔先生的话：“有几部是用高级白纸印成的，是作为赏赐王侯及高级官吏而用的；用普通纸张所印的本子较多。”	根据麦尔的说法，在他那个时候，相传北京一共印了一百部，这个数目似乎较为正确。印刷时一共用了两种字体：较大的——用于正文部分——字体比一方公分稍大；较小的——用于注释等用途——字体五方公厘。两卷合成一本，每本的尺寸大约是27.5×17.5cm；全书共五百二十三函，每函八本至十本。最后，用麦尔先生的话：“有几部是用高级白纸印成的，是作为赏赐王侯及高级官吏而用的；用普通纸张所印的本子较多。”
