file	line	context
004.始知真放在精微.txt	7	先说胡秋原，胡秋原早年参加共产党CY，又参加闽变叛国，抗战时加入国民党做中央委员并办党报，大陆丢掉时“打算做共党百姓”，不肯出来，后来才到台湾。有一次被派出去，竟“在英国与共党有过接触”而遭国民党党纪处分。他是一个反复多变的人，由于反复多变，政治上，自然也就不能被一再信任。因而在心理上，他有了一种幻想的被迫害症，他的自高自大自我膨胀，过份重视自己，使他老觉得有人想打击他，他完全不能了解何物胡秋原？胡秋原何物？谁要打击这样一个宦海失意和学界走板的人呢？在心病之下，他刻意寻找“幻想的迫害者”（imaginary persecutor），最后找到殷海光。殷海光从《自由中国》停刊后，已失掉地盘，全靠我以文星来支持，胡秋原恨我揭发他的真面目，因此迁怒到殷海光。当然啦，打击殷海光是合乎官方希望的，胡秋原属于何种色彩，也就一看即知。再说徐高阮，徐高阮也是出身左派的健将，当年参加一二九运动，被捕后，投降国民党，在中央研究院做副研究员，可是写不出学术论文。李济等学阀大概知道他有背景，不敢惹他，让他管图书室。他有突发性狂怒症，发病时甚至将书架推倒，根本不是正常的人。徐高阮与殷海光在西南联大同学，殷海光主持《自由中国》时代，徐高阮又巴结又嫉妬，《...
004.始知真放在精微.txt	11	绍鹏先生在台中一中教高二戊班英文，为人高傲严峻，自己英文虽然呱呱，教起别人却欠循循，大家都不喜欢他。他在课堂上骂熊廷武、程国强同学的神情，我至今记忆犹新。后来他生了重病，我和张光锦、黄显昌等同学发动全校同学，为他捐款，他出院后，对我心存感激。自此我成了他家常客，两人甚谈得来。我送有关英国诗人的传记，劝他译作后寄给《文星》（那时我和《文星》尚无关系），他接受我的意见，从此转成作家。后来我进《文星》，为他出版《诗的欣赏》，达成教授资格的铨叙。又选出It All Stared With Eve和The Decline and Fall of Practically Everybody请他翻译，并代他定名为《都是夏娃惹的祸》和《可以说是人人的盛衰史》付印，由于原作精彩、译笔传神，都很受欢迎。
004.始知真放在精微.txt	13	绍鹏先生离台中一中后，先后在凤山陆军官校、台北师范大学执教多年，那时他应我之请，写了《穆勒自由论是怎样翻译的？》一文，揪出胡秋原的“学术诈欺”；又写《评徐高阮的翻译错误》一文，揪出徐高阮的“学术诈欺”。现在我把这两篇文字从《万岁评论》第二十四期起发表，也算为故人殷海光老师出口鸟气。
004.始知真放在精微.txt	17	绍鹏先生一九一四年生，大我二十一岁，浙江吴兴人，毕业北京师范大学，没出过国，却讲了一口又纯又好的英文，常被老外误以为他在外国住过多年。他现居美国，可算有用武之地了。他为人至性、好学而名士派，曾用毛笔写了一首诗送我，内容是：
005.这叫什么公开审判？（李敖·史通）.txt	7	刘宜良（江南）命案日前在台北地方法院开庭大审，根据第二天新闻报导，非国民党人士（包括外国人）对审讯过程尚感满意，仅对前任情报局局长汪希苓等人证未能到庭应讯或对质，感到遗憾。但国民党的所谓专家学者则认为，汪希苓等曾负责情报工作，性质特殊，其职务若牵渉到军事国防上的机密，依法（《刑事诉讼法》第一百七十九条）应有拒绝到庭作证的理由，至于涉嫌与陈启礼共同犯罪部分，已由军事法庭侦办中，普通法院只能就陈启礼被控杀人部分进行调查，对于汪希苓等涉嫌杀人部分实无过问的余地。换句话说，汪希苓等是现役军人，应由军事法庭审判；陈启礼并非现役军人，应由普通法院审判。
005.这叫什么公开审判？（李敖·史通）.txt	55	也视同陆海空军军人。又所谓“在乡军人”是指“在现役以外之兵役者及退役之准尉以上之官长。”（参见同法第七条）；所谓“陆海空军军属”是指“现服勤务之陆海空军文官。”（参见同法第八条）：所谓“部队”是指“陆海空军军队、官署、学校及一切特设机关。”（参见同法第十一条）。由此可见，编制在国防部属下的情报局，不论是“官署”也好，“特设机关”也罢，应属“部队”无疑。情报局吸收陈启礼为情报员，谏启礼是“非依召集而在部队服军人动务……之在乡军人”，也是“现服勤务之陆海空军文官”（即军属），其为军人身分，已堪认定。再依《军事审判法》第二条规定：
006.正义就为你发亮.txt	3	五月十五日，筱峰在《民主天地周刊》论李敖，全文如下：“基本上，李敖是一个‘顺我者昌，逆我者亡’的人。他是个个人英雄主义者，把自我排在第一顺位。逆他的人即使是个正义的人，他也加以否定。我是从小读他的书长大的。他的才气，他对抗强权恶霸的勇气，我都很钦佩，但只因为我对他某方面有意见，他就否定我。至于林青霞超带外币又漏税，这本来就是她做错事，她违法，李敖只因为林青霞曾经和他彻夜长谈，就写文章替她喊冤申辩。”四月十八日，筱峰寄祝寿卡，全文如下：“进不得相合；退不能相忘。恭贺敖之先生五十大寿，并贺辞却《发扬》杂志总监。晚李筱峰谨上。一九八五、四、十八先生华诞一周前”我感而有诗如下：
007.坐五十·望一百.txt	5	——诗致各位老友①
007.坐五十·望一百.txt	31	——诗致自己
007.坐五十·望一百.txt	51	③天主教徒、北京大学校长马良字相伯，江苏丹阳人，寄籍丹徒。他是近代中国的人杰，也是大寿星。他生在一八四〇年（清朝道光二十年），是《文献通考》的作者马端临的二十代孙子，他的弟弟是马建忠（字眉叔，留学法国，曾合著有最有名的中国文法学的开山专书——《马氏文通》）。他出生之年正是鸦片战争开始的时候，躬逢乱世，展开了他那不平凡而又漫长的一生。他死在一九三九年（民国二十八年）照中国算法，活了足足一世纪。他曾有一段沉痛的话，说：“我是一只狗，只是叫，叫了一百年，还没把中国叫醒。”他是于右任的老师，于右任曾称他是“百岁青年”。这一位“百岁青年”，在六十四岁创办震旦学院，六十六岁创办复旦公学，精通拉丁文英文法文，并且能说善道。“爱国不忘读书，读书不忘爱国”的话，就是他喊出来的。他曾说：“说起中国现在的情形，真是叫人伤心万分。中国本来不是一个国家，从前我们汉族，向来视天下为一家的，其他国家则视为蛮夷藩属之邦。如今完全不同了，外国人反不当我们视作一个独立的大的大国家了，你们看，丢脸不丢脸？我可以说句笑话，中国不是国家，好比是一只海蜇，要吃海蜇的时候，把它从海里捉起来，割下一块，再放下海去，它一死，仍会生长起来。等到再要吃的时候，重新捉来宰割一下。...
008.“文化种猪”接种记.txt	3	三月六日报上说：孔子第七十八代嫡系孔维益，于二月二十六日因心脏病发去世，终年四十九岁。孔维益是现任考试院长、大成至圣先师奉祀官孔德成的长子，亦为大成至圣先师奉祀官的预定继承人；政大中文系毕业，去世前任教于国立艺专，教授国文。孔德成一共育有两子、两女，除长子维益外；次子维宁，辅仁大学毕业，现于黎明公专任教。孔维益遗有一子一女，分别是垂长、垂梅，未来奉祀官之预定继承人，可望由孔垂长或孔维益的兄弟孔维宁世袭。
008.“文化种猪”接种记.txt	7	孔德成的二姐孔德懋，老去写过一部书——《孔府内宅轶事》，说他们孔家是“‘天下第一家’，比皇帝的家还要尊贵。皇帝只是一朝一代的大贵族，而孔府是两千多年来世世代代的大贵族”。这话一点都不假。自从汉武帝确定儒家为正统之后，历代帝王不断以封赐加诸孔夫子，而从宋仁宗开始封孔夫子四十六代孙孔宗愿为“衍圣公”起，直到七十六代孔令贻，世世代代袭此封号，一连八九百年。到了国民党革命得到天下，虽云革命，其实封建得一塌糊涂。一九三五年春天，国民党废除旧有的“衍圣公”封爵名号，新订“至圣先师孔子奉祀官”，同特任官待遇。七月八日，孔德成在南京国民政府正式就任这一新职，他这时只十五岁，是“中华民国”历史上最年轻的特任官。这特任官一做就五十年，真是漪欤盛哉了！孔德成是国民党的“文化种猪”，如今做了五十年的奉祀官，还官瘾未足，在台大教授、师大教授、国大代表、总统府资政、故宫中央博物院联合管理处主任委员这些荣于华衮的职务之外，又干上考试院长，这一荒唐，可就汉唐以来所未有了！并且构成中国考试制度以来的最大讽刺！因为国民党口口声声考试考试，但这位考试院长，一辈子却没考过一天的试，他一切靠特权起家、做官做大官，这不是对考试制度最大的讽刺吗？
008.“文化种猪”接种记.txt	9	孔德成自己不考试还不稀奇，他的死鬼儿子孔维益当年进政大，就是考试不取联考而走后门塞进去的，所据的理由是当年他们本家孔祥熙做行政院长时，曾发下保证书，保证“孔门子孙将由国民政府培养到完成大学教育”！事实上，培养乃指经济上的支持，哪里是程度不够、保送入学呢？可是，在孔德成皮厚、国民党心黑的厚黑下，孔维益堂堂进入政大，纵功课根本跟不上班，也照毕业无误！不久以后，孔家老二孔维宁又联考落第，孔德成和国民党如法炮制，又把老二直往台大塞，因为老二并非嫡长，并且塞的又是台大，于是群情哗然，不得已乃改入辅大。当时孔德成老脸皮厚的说，他自己是兼祧“孔门四配”中子思的后裔。所以老二保送，占的是子思的缺，不是孔子的缺。天乎，还有这种妙论也！
009.不回来与回不来.txt	27	我总觉得，郭雨新的怀抱，应该用更合适的表达法来表达。十九世纪的法国文豪雨果（Victor Marie Hugo），因反对拿破仑第三（Naplleon III）而流亡在外，当他被邀请回去的时候，他说下千古名言：——“当‘自由’回来的时候，我会回来。”伟大的心灵有时相信“危邦不入”、相信“乱邦不居”、相信一个地方没有“自由”，回去也大可不必。这并不是说在不自由地方奋斗，没有意义；也不是说一定远走高飞，在自由地方奋斗，才有意义。而是说，各有各的意义。一个人只要肯奋斗，不愁没有战场来表现他的意义。郭雨新实在该用法国文豪的苍茫心境来为自由请命，而非只为一部分人请命，他如果能这样，他就更悲天悯人了！
009.不回来与回不来.txt	65	答：我不能接受这种指控，在香港大学的演说中（编按：讲题《知识分子对现实之回应——从台湾经验谈起》），我曾指出台湾岛内的民主运动和海外的“台独”运动，性质不同，我所引用的资料，都是从台湾报刊杂志中搜集来的，这有什么问题呢？我在朝日新闻的访问中，也对叶剑英的九点和平建议有所批评，国内杂志也有中文翻译（编按：指《中华杂志》七十一年三月号），怎么会认同中共呢？国内读者应可作证。
009.不回来与回不来.txt	73	陈鼓应的长处很多，但他的大病在见识不足、不够坚定、喜欢政治投机，结果总是被人利用、跟着人跑而不自知。《文星》时代他跟着包奕明跑、《中国一周》时代跟着张其昀跑、《美丽岛》时代跟着群雄跑，为余登发桥头示威那一次，他竟跑到凤桥宫上香，这对陈鼓应说来，就是曲学阿世。——做高等知识分子的人，要给群众带路才对，怎可走迷信路线来讨好群众？高等知识分子要绝对为信仰献身，不打折扣，陈鼓应这样子飘来飘去，岂不给高等知识分子丢人？如今陈鼓应口口声声说受许信良他们攻击，但他为什么不想想，他们为什么攻击你？政见有大出入吗？在台湾双方曾经打得火热，政见不是最基本的。最基本的，是你的政治投机性格使人看不起，是你的见识不足、不够坚定，老想在刀口上把自己洗得清洁溜溜。如今陈鼓应又在大洗特洗了，又何必呢？陈鼓应应该使党外了解他，不该盼国民党了解他。美国布瑞格（Edward S. Bragg）将军支持克利夫兰（Grover Cleveland），在演说中指出：“人们为他有正直、卓见、和刚毅而爱他；为他有那样的敌人而爱他爱得要命。”（They love him……for his integrity and judgment and iron will; but t...
010.政治挂帅不够帅.txt	17	一九七九年台湾的“国建会”上，有所谓学人提议说，现在“国难当头”，应该选举中国小姐，因为“大家谈到中共目前的统战伎俩，与会人士大多认为，我们应该争取每一个在国际上自我表现的机会。因此中国小姐选拔虽然是个轻松的活动，却有严肃的意义。”这就是说，选举中国小姐，是有政治目的的，中国小姐“在国际上自我表现”，可以反击“中共目前统战伎俩”。为什么？为了中共那种社会，出不了中国小姐这种人。“停止选拔中国小姐是一种因噎废食的措施，因为中国小姐选美可以从选拔出来的中国小姐身上，看见我国的进步。”……
010.政治挂帅不够帅.txt	19	做这种提议的人，显然是错了。他们错不在选美，错在他们根据的理由。亚里士多德说美是上帝的礼物，人类发明选美，不过摆出礼物而已，赏心悦目，快然自足，没有别的，也无须有别的。美本身就有“原始的完整性”（primitive integrity），选美本身就有它自己的意义，不必被也不该被“政治挂帅”。想用中国小姐搞“统战”，表示“进步”的学人，应该问问自己：这种动不动就“一切为政治”、“政治领导一切”的毛病，是不知不觉跟谁学的？罗素从苏联回来，说他吃不消共产主义的一点是：共产主义事事都要为政治服务，学人们怎么这点分寸还弄不明白？想用中国小姐搞“统战”，表示“进步”，可曾想到未在枝节上得好处，已先在根本上——“政治挂帅”上——开了倒车？他们的书，真不知念到哪儿去了？
010.政治挂帅不够帅.txt	23	为什么要反对“政治挂帅”？这问题可从两方面回答。反对“政治挂帅”的第一个理由是“为了自由和尊严”。古代思想家老早就提出“人是政治的动物”的结论；近代思想家研究人格形态，政治型也被重视，结论出所谓“政治人”（political man）。政治人发展的结果，人类的种种自由和尊严，不论大小、不分远近，都将被政治辐射到、搅和到、乃至污染到，这是很要命的、讨厌的，使人觉得人间没有一块干净土。政治人追求虐待狂式的权力，追求到后来，肉麻当有趣，什么都要插上一脚，他们到处要文告、演说、剪彩、致训、颁奖、评审、座谈、题字、参观、巡视、去飞机场。……一次画展，他们是贵宾；一次音乐会，他们坐第一排；一幕婚礼，他们是证婚人；一幕追悼会，他们是治丧主委。……他们整天以此为乐，闹得别人也跟着一起做奴性配角。阿德勒在《了解人性》（Understanding Human Nature）里，把人分成神气型和恭顺型，政治人追求虐待狂式的权力，是属于神气型的；跟着一起做奴性配角的，是属于恭顺型的。看到大官人参观画展，所谓艺术家随侍在侧的报导，一方深为嘉许，一方引为殊荣，你就知道“政治挂帅”是多么伤害自由和尊严了！
010.政治挂帅不够帅.txt	27	反对“政治挂帅”的第二个理由是“为了智慧和真理”。“政治挂帅”是权力挂帅，但是权力是冲昏大脑的，是使人腐化的。“政治挂帅”的流弊是在它经常制造“举国若狂”的状态，制造“集体兴奋”（collective excitement），制造“万众一心”，制造“誓为政府后盾”，使人民总是随着政治转、随着政治走，这是很危险的。因为迷信“政治挂帅”的人，他们并不是离智慧和真理很近的人，他们的不学有术或不学无术，经常是祸国祸民的。西方思想家柏拉图有鉴于此，他提倡“哲人王（哲学家皇帝）”（philosopher-king），希望智慧、道德、权力的结合，这种结合事实上虽困难，但思想线和政治线，在西方混淆的程度，并不像中国这样严重。中国一开始就走上“作之君、作之师”的路子，思想家孔夫子就被提倡成“素王（有德无位的皇帝）”。“素王”不是“哲人王”，“素王”的底子是“如有用我者”的，是“学而优则仕”的，是“食贫自以官为业”的，是“修其天爵以要人爵”的。换句话说，中国在思想线上的人，一开始就是官迷，就是思想为政治服务的死路，从汉朝的博士产品，到清朝的翰林产品，到今天的政治大学产品，所谓思想线上的人，其实只是政治线上的人的附庸，真正的思想并没当家，真正的局...
010.政治挂帅不够帅.txt	31	我举一个悲剧的例子。当国民党“联俄容共”的时候，南方的报刊纷纷宣传苏联可以合作、可以信任，北方的思想家梁启超却提出疑虑，梁启超说：
010.政治挂帅不够帅.txt	33	“问苏俄是不是帝国主义者？我毫不沉吟的答道：他是帝国主义的结晶，他是帝国主义的大魔王……俗语说得好：‘江山易改，本性难移’，一国的国民性，可是换一面招牌就改得转来吗？俄国人玩的政治，对内只是专制，对外只是侵略，他们非如此不能过瘾。不管苏不苏，赤不赤，玩来玩去总是这一套。马克斯便是化身的希腊正教上帝，列宁便是转轮再生的大彼得，全俄人民从前是‘沙’的脚下草，现在便照例承袭充当执行委员的脚底泥；中国从前是‘沙’的梦想汤沐邑；现在便是红旗底下得意的抛球场。苏俄啊！你要辩明你不是帝国主义吗？你哪一天把在中国的活动停息，我们那一天立刻就相信你。但是能吗？”（《覆刘勉己书论对俄问题》）
010.政治挂帅不够帅.txt	85	孙中山先生在他的《三民主义》演讲里，用阿斗和诸葛亮的关系，说明民主国家人民与政府的相对地位。这个比喻对人民很不恭敬，但是非常中肯。
010.政治挂帅不够帅.txt	117	主人要怎样表现不偏信，怎样不受能干的仆人控制，那就是对力量比较小的、胆子比较小的仆人多一点鼓励——转换成选举，那就是投票给势力弱小的反对党；各个政党势均力敌，人民的权力和利益才能获得保障。千万不要自作聪明，自以为有能力“选贤与能”。中国历史上，笨的阿斗很多，可靠的诸葛亮只有一个，我们能不谨慎吗？
011.在废墟中营建.txt	31	这一条中“定期停止发行”、“撤销登记”，是钳制“新闻纸类”的致命法宝，但对非“新闻纸类”的“书籍类”，却没有什么作用，因为“书籍类”既非“按期发行”，自然所谓“行政处分”，也就至多不过即时查禁了事。而“新闻纸类”却可来个查禁一年，或撤销登记。换句话说：对“书籍类”，处分只能及身而绝，不能延伸。对“新闻纸类”，处分却能断子绝孙，可以延伸。因此，理论上，一个作者，如果能定期（“按期发行”）出书，则在某种形式上，几与杂志无异；虽然在事实上，全世界几乎没有这样多产的作者，能够维持——经年累月的维持——这种写作量。所以，此时此岛，争取言论自由的志士仁人们，一旦遭到国民党在“新闻纸类”上的封杀，便显得一筹莫展了。
011.在废墟中营建.txt	73	首先，我们必须很泄气的承认，像样一点的杂志，在“文化沙漠”上，很不容易生存。有人寄望大家做沙漠中的仙人掌，其实即使成个仙人掌，除了“独留绿点向黄沙”的作用外，实在没有什么积极的意义。目前的一些所谓新作家们和新青年们，他们似乎以吟咏仙人之掌为已足，沙漠之神似乎也容忍他们如此发展，甚至把他们请到中央来定方向，拉进宣言来充指针。仙人掌是清白的，清白得正好可供沙漠之神来点缀。虽然仙人掌自己，还陶然自得的以为他们正在表现自我呢！
011.在废墟中营建.txt	87	《文星》被封杀以后，我陷入十四年的大霉运，欲卖牛肉面而不可得，这是又一段一个人跟环境斗、跟环境苦斗的历程。这段历程，包括了做苦工与坐牢狱，凄楚而惨烈。结论是：我还是我，李敖没有变。1979年我复出后，有两次跟一大堆大学生谈话，有些不知天高地厚的小毛头，当场指摘我，我笑着说：“我从大学毕业到今天，正好二十年，不论环境怎么打击我，我顽强得很、坚定得很，我没有变。我一个人，在跟团体斗，二十年下来，我还在斗。你们呢？毕业后能继续斗五年，不改本色，还要斗下去，还能斗下去，我就服你们！”
011.在废墟中营建.txt	117	更明确的说，从很早以前，我们崇拜李敖，曾以李敖的追随者自许。纵然这几年来，李敖的表现令人失望、令人痛心，我们仍然舍不得对他有所微词。
011.在废墟中营建.txt	137	该一批评的结论是：“敢请李敖”把目前尚属子虚乌有的“李敖评论”“改名为‘千秋评论’或‘肝胆评论’或‘事实评论’”、“或其他任何客观化的名称”。这一段话专在名称上作文章，俨然有中国名家“循名责实”之风，或西洋唯名论者（nominalist）以名驭实之概，但名实问题岂是如此简单？杂志有一个“客观化的名称”，便不会发生批评者所忧虑的“搞个人权威，把杂志存在的基本意义抹杀，把杂志的反应功能极端化、一己化”的现象么？而批评者所提的几个名称，确是“客观化的名称”么？批评者心目中所谓的“客观化”是否过于天真（naive）？他对60年代之后西方学界对“价值中立说 ”（neutrality of value）、“客观性神话”（myth of objectivity）理论上所提的激烈抵制与纠正，是否具备应有的常识？至少，对杂志名称过分天真的推论，会使人联想到不久前有人指责：“《黄河》杂志从未报导有关黄河流域的事情”之类的笑话。
011.在废墟中营建.txt	139	石敢言的过虑，秦怀冰的辨证，使我想起《展望》（The Outlook）总编辑艾博特（Lyman Abbott）自传中记他父亲的谈话：“自古以来，凡在哲学上和神学上之争论，十分之九都是名词之争。”艾博特接着说：“我父亲的话是对的。但我年纪愈大，愈感到他老人家的算术还有点儿小错——剩下的那十分之一，其实也还是名词之争。”
011.在废墟中营建.txt	141	为什么我要同石敢言“名词之争”呢？为什么我不感谢他的好意，把“李敖评论”，就照他的提议，“改名为‘千秋评论’”呢？为什么我不来一次“民主表演”呢？
011.在废墟中营建.txt	153	《千秋评论》杂志出丧后，我决定出版《李敖千秋评论》系列丛书，在《出版法》第16条至22条轨迹间，做黄怡所谓的“脱轨的老大”。于是，在我第二次政治犯入狱的前夜，汝清陪我预先编好了六册的《李敖千秋评论丛书》，在1981年8月10日入狱当天的清早，全部交给了林秉钦，转给叶圣康的四季出版公司出版。
011.在废墟中营建.txt	155	我第二次政治犯入狱的刑期是六个月，我编好这六册书，活像诸葛亮“预伏锦囊计”似的，只要林秉钦每月“拆开锦囊视之”，付印即可成书。于是，《李敖千秋评论丛书》，便从1981年9月1日起，在我人在牢中的时候，“越狱”而出了！
011.在废墟中营建.txt	157	我在编六册书的时候，原是以狱中新作无法外传的准备下编成的。我入狱后，林秉钦为了配合时文，曾在第三期《奇情·上吊·血》里编入王小痴的《“哀”我的朋友李敖》和林清玄的《我所认识的李敖》。后来我终于建立了秘密运出稿件的管道，于是，从第四期《自由·党外·蚕》起，每期都代换进我的狱中新作。像第四期的《题泰国漫画》《中国式好人》《我最难忘的一个流氓》《党外是谁喊出来的？》《给党外人士上一课》《文化美容、财政美容、司法美容》《只许我中央，不许你中央》；第五期《霸王·骆马·人》的《梦做路马的自由》《李诗四首》《论褫夺狂——兼论政治犯是终身职》《我的殷海光》；第六期《神仙·老虎·狗》的《“显性伪君子”和“隐性伪君子”》《“三毛式伪善”和“金庸式伪善”》《从大规迹评论人》《这样的法官配做院长吗？》《方神父的惊人秘密》《喜欢的与该做的》，总计一下，一共十七篇，这十七篇从秘密管道流出来的文字，是《李敖千秋评论丛书》前六期中后三期的最大特色。到了第七期《勇气·脚镣·针》以后，其中虽有许多也是狱中偷运出来的，但那时我已出狱了，发表时候，“传奇”上和“趣味”上，是不能同我在牢里相比的。
012.跋“侯德健给李敖的信”.txt	5	在共产党的欢欣鼓舞里、在国民党的窘态百出里、在台湾人民的议论纷纷里、在民歌歌手的泪眼婆娑里，我想我该发表一封信、发表一些感想。
012.跋“侯德健给李敖的信”.txt	17	一、已出版唱片歌曲四首：
012.跋“侯德健给李敖的信”.txt	27	即将发行唱片歌曲三首：
012.跋“侯德健给李敖的信”.txt	31	2.《老歌手》，新格发行，李建复唱。四月中上市。
012.跋“侯德健给李敖的信”.txt	35	已决定出版歌曲四首：
012.跋“侯德健给李敖的信”.txt	45	二、晚进自负文艺术养不差，感觉尤其敏锐，只恨不能自吹自擂一番，敖老前辈不妨向晚进的老师如：戴洪轩、李弦、姚厚笙，或“民歌”老板娘陶晓青等侧面打探，准比我自夸的好。
012.跋“侯德健给李敖的信”.txt	91	最大的志趣是——把《红楼》拍比《罗、欧》，把《西游》改编歌剧，比美《梦幻骑士》。
012.跋“侯德健给李敖的信”.txt	133	2.《害羞的太阳》词曲稿费：5000（九月份）35000
012.跋“侯德健给李敖的信”.txt	137	4.《山地之歌》电影主题曲：20000（年底）60000
012.跋“侯德健给李敖的信”.txt	145	但是，侯德健对我的深知，只知其一，不知其二。他只知道我会“义助”许多人，但他不知道我“义助”的条件和能力。了解李敖，从李敖文章上去了解，会得其真；但从报章传说上去了解，就真伪参半。多少年来，关于李敖的谣言太多了，其中一个，是说李敖是“财神爷”，因为李敖在入狱前炒过地皮，坐牢五六年后回来，地皮涨价，赚了大钱云云，说的神龙活现。诸如此类谣言，此起彼落。朋友问我何不试做更正，我说国民党中央党部总干事级的公然说李敖的财产有一亿，当人说你的财产有一亿的时候，你怎么更正，都没用的，还是免费做“财神爷”吧！做“财神爷”有什么不好，至少可以使银行有错觉，愿意贷款给你，这年头“充阔”比“装穷”好混得多了！以我坐的汽车而论，我的汽车，是三手货的一九七六年凯迪拉克（Cadillac），价值在出租车之下，但我一坐上去，外面就谣传我坐的是四五百万元的全新凯迪拉克，硬把车价给我涨了十倍！我除了愧而受之以外，没有什么可说的。
012.跋“侯德健给李敖的信”.txt	149	一座财神庙的对联说：
012.跋“侯德健给李敖的信”.txt	159	虽然真相如此，虽然我的困境如此，我对侯德健对我的开口二十万，总遗憾没能帮他。对这位“自谓极堪造就”、要靠我的援助“再突破”的小朋友，我总不无歉然。他是那样的看重我，对我寄了那样大的希望，但他不知道我实在无此能力。不但对他，对这些年来，许多希望我在金钱上援之以手的人们，我都有不无歉然之感。他们和我，都是谣言下的受害者，不同的是：我知道我没钱，可是他们不知道，我也无法使他们满意的知道。在这些人中，侯德健是最令我痛苦的一位，因为他借钱的目的不是救急抵债，而是力求上进。看他的上进计划，一笔笔写得那样用心、那样周到，我真愧对他的一番期望，我真觉得他对我的一番心血，都白费了。我想到当年的美国文豪马克·吐温，当他自己负债累累，无法再帮助肯上进的青年人的时候，那种怅惘与失落，只有当事人才能明白。
012.跋“侯德健给李敖的信”.txt	161	幸好马克·吐温终于看到没有他的帮助，肯上进的年轻人还是站起来了；侯德健的站起来，也使我暗中为他欣慰。新闻局长宋楚瑜窜改了《龙的传人》，我很为侯德健不平，我要新格唱片公司向宋楚瑜抗议，可是他们不敢。《龙的传人》被国民党不当利用，变成“龙的并发症”（林清玄的名句），我想侯德健必然心有隐恸。杨祖珺在《巨龙！巨龙！你瞎了眼！》中说：
012.跋“侯德健给李敖的信”.txt	163	根据我的了解，侯德健的所作所为，勿宁是一般爱好艺术者的动机。为了《龙的传人》一首歌，侯德健跨出了他人生意义上的一大步，他要突破、他要反省。已经被从政者“利用”了的《龙的传人》，势必再度为那边的从政者“利用”，侯德健只是一个政治夹缝中，寻找“中国人”三个字所代表的真正意义。他表面上是历史的牺牲者，事实上，只是一个深具反省能力的人道艺术工作者。
012.跋“侯德健给李敖的信”.txt	165	在这种“艺术挂帅”的追求下，侯德健面对“政治挂帅”，简直全无还手之力，在他的追求过程中，他人被警总约谈、歌被官方查禁、窜改①、离奇的张冠李戴②。甚至国民党只请他吃一顿早餐，就要他为“三民主义统一中国”作出曲来。……这些“小霸王招亲”式的焚琴煮鹤，对敏感的、脆弱的“艺术挂帅”者说来，都是太残忍的了。
