id	book	source_file	line_start	line_end	quote_text	category	source_or_origin	found_in_source	political_hits	notes
LADZ-011	李敖颠倒众生	009.20000522追杀李登辉.txt	9	9	天行健，君子以自强不息	古典名句	《周易·乾卦》	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-012	李敖颠倒众生	014.20000530怎样面对红墨水？.txt	21	21	王侯第宅皆新主，文武衣冠异昔时	诗句	杜甫诗句	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-013	李敖颠倒众生	020.20000607闯空门的前总统.txt	11	11	义结金兰	成语	中国成语	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-014	李敖颠倒众生	020.20000607闯空门的前总统.txt	11	11	不能同年同月同日生，但愿同年同月同日死	小说俗语	桃园三结义俗传	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-015	李敖颠倒众生	021.20000608分身的限度.txt	11	11	奈何生我家？	史传名句	明思宗语	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-016	李敖颠倒众生	021.20000608分身的限度.txt	11	11	奈何生帝王家	古典慨叹	亡国帝王家俗语	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-017	李敖颠倒众生	021.20000608分身的限度.txt	35	35	觚不觚，觚哉！觚哉！	古典名句	《论语·雍也》	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-018	李敖颠倒众生	033.20000626吕后不自由.txt	7	7	岂不爱自由，此意无人晓	诗句	胡适诗句	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-019	李敖颠倒众生	033.20000626吕后不自由.txt	33	33	做好官就不能做好人，做好人就不能做好官	古代官箴	张居正语	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-020	李敖颠倒众生	033.20000626吕后不自由.txt	41	41	独与天地精神往来	古典名句	庄子语意	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-021	李敖颠倒众生	036.20000629“决战境外”个屁！.txt	7	7	不战而屈人之兵	兵法名句	《孙子兵法》	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-022	李敖颠倒众生	038.20000703郭鹤年的示范.txt	9	9	重为惠，若重为暴	古文名句	《淮南子》	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-023	李敖颠倒众生	045.20000712羊头与狗肉.txt	5	5	挂羊头卖狗肉	俗语	中国俗语	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-024	李敖颠倒众生	046.20000713比李还李.txt	9	9	八仙过海，各显神通	俗语	中国俗语	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-025	李敖颠倒众生	048.20000717活水变死水.txt	3	3	其人存则政举，其人亡则政息	古典名句	《中庸》语	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-026	李敖颠倒众生	048.20000717活水变死水.txt	19	19	天无三日晴，地无三里平，人无三两银	俗谚	贵州俗谚	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-027	李敖颠倒众生	049.20000718厨子、阿扁合论.txt	13	13	汤武革命，顺天应人	古典名句	《周易·革卦》语意	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-028	李敖颠倒众生	047.20000714包容有限.txt	17	17	举证责任分给谁，谁就败诉	法律谚语	罗马法谚语	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-029	李敖颠倒众生	047.20000714包容有限.txt	27	27	一朝天子一朝臣	俗语	中国俗语	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-030	李敖颠倒众生	052.20000721海峡两岸.txt	23	23	情欲信而词欲巧	文论名句	传统文论语	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-031	李敖颠倒众生	052.20000721海峡两岸.txt	25	25	见人说人话，见鬼说鬼话	俗语	中国俗语	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-032	李敖颠倒众生	052.20000721海峡两岸.txt	25	25	谏有五，吾从其讽	古典名句	孔子相关古语	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-033	李敖颠倒众生	053.20000724密使解读.txt	23	23	九三君子终日乾乾，夕惕若，厉无咎	易经文句	《周易·乾卦》	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-034	李敖颠倒众生	053.20000724密使解读.txt	23	23	君子终日乾乾，终夕惕惕	古文校勘句	俞樾《古书疑义举例》语意	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-035	李敖颠倒众生	057.20000728一点、三点与自由.txt	7	7	一刀初刺虎犹纵，三刀四刀虎不动。带血抽刀啼向天，可惜大才还小用	诗句	袁枚《费宫人刺虎歌》	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-036	李敖颠倒众生	058.20000807尹案大追击.txt	7	7	山重水复疑无路，柳暗花明又一村	诗句	陆游《游山西村》	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-037	李敖颠倒众生	044.20000711谁骗了两万个台湾人？.txt	19	19	陛下宽心，贫僧举一神，可擒这侯	小说文句	《西游记》	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-038	李敖颠倒众生	044.20000711谁骗了两万个台湾人？.txt	21	21	不必列公相助，我自有兄弟扶持，若赢了他，不必列公绑负，我有兄弟动手	小说文句	《西游记》	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
LADZ-039	李敖颠倒众生	044.20000711谁骗了两万个台湾人？.txt	21	21	这个亡人！你不去妨家长，却来咬老孙！急翻身爬不起来，被七圣一拥按住，即将绳索捆绑，使勾刀穿了琵琶骨，再不能变化。	小说文句	《西游记》	yes		首轮保守收入：节目文字稿政论密度高，仅取可独立成立的诗文、佛经、古文名句、成语俗谚和少量非政治格言。
