file	line	covered_ids	context
015.《虚拟的十七岁》.txt	5		……没错，小说是有缺点，缺点就在它“滔滔不绝”（remorse eloquence），删掉十分之一后还是滔滔不绝。滔滔不绝有错吗？萧伯纳也一样滔滔不绝，萧翁笔下每个角色都彷如萧翁化身，争相为之立言，《虚拟的十七岁》亦复如此，这一回李敖创造了两个知识暴露狂，比八年前的《上山·上山·爱》多了一张说个不停的嘴，一个博学多闻深不可测的大师“我”，一个头脑被植入晶片的超神童，十七岁高中女生朱仑（怎么可能不漂亮？漂亮到任何形容词都被摧毁了），这一老一少因为一段奇缘而相识相遇，在一幢天母豪宅中展开一段，应该说是五百七十页的声色纠...
016.我写《虚拟的十七岁》.txt	5	LAFLZ-007|LAFLZ-008	莎士比亚的《威尼斯商人》第四幕第一景里，有Bellario（贝拉利欧）那封介绍信的话。信中说，介绍来的人儿是so young a body with so old a head（身体，年轻的；头脑，年深的）。《威尼斯商人》写成在16世纪，到了17世纪，英国Strafford（斯垂弗德），就是后来被国会砍了头的大臣Thomas Wentworth（温特沃斯），向英国国王Charles I（查理一世）推荐Earlof Ormond（阿蒙伯爵）时，说：“He is young, but take it from me,a...
017.愿——我愿我是驯兽师.txt	3	LAFLZ-009	所有的职业中，我最欣赏驯兽师？驯兽师这一行，它建筑在一个奇怪的敌我关系上、建筑在“因为你又不怕我又怕我”的大前提上。驯兽师驯公狮子，公狮子只要一冲过来，驯兽师就完了，可是驯兽师拿个长鞭子，吆喝着逼公狮子就范，蹲上圆凳上。公狮子并不服气，它一再拒绝、相持一阵，还是心不甘情不愿的上了，上了又伸出狮掌抗议，朝驯兽师一吼再吼。驯兽师面对的，是时时刻刻的不可测，驯兽师不像斗牛士，斗牛士面对的庞然大物是可测的。反正它就是敌人，它就是看你不顺眼，要快步冲过来，你有技巧可以闪开。空间很大，牛转个弯回头，你已经重作准备了。但驯兽师就...
019.狮妈妈外出时.txt	3		狮妈妈出去觅食了。三头小狮溜出洞口，正在高兴互咬。突然间，老鹰凌云而降，抓去一头，对饥饿中的老鹰说来，是自然法则。对惊恐中的、顿失玩伴的两头倖存者，也是自然法则。动物眼里，没有悲悯；动物心里，没有感叹。悲悯和感叹都是我们加上的。有时候，我们明知这是自然法则，可以解释，可是难以释怀。我们总该调整一下自己，放开自己的视野，动物化再人道化。动物化，是某一程度的欣赏动物的“忘情”；人道化，是注目在有关人道的大题目上，不能“忘情”。某种程度的回归原始，动物化的原始、也不失为高明。
021.残棋.txt	3		当刘会云去了美国，我写了一首《残棋》：
022.柴玲的电话.txt	3		1991年，潘君密（大风）写《美丑与得失》，就有这样两段：“昨（4月17日）晚看了美国国家电视台（ABC）采访新近自大陆逃出的暴乱分子柴玲女士的节目后，使我立即想到……李敖先生的名言：‘我的一切努力，都随着台湾的微不足道而小化了！’同样道理，柴玲之所以受到美国传播媒体的重视与利用，正说明了中国在国际上的分量；套句李敖的话，那就是：‘柴玲的一切，都因为中国的强大而大化了！’李敖反国民党，著作等身，英勇盖世，积三十年之努力，竟不如柴玲小姐拿着小扩音器面对洋记者一夜之间的哭哭叫叫。其间道理是很明显的：那就是李先生选错了对...
028.波波颂.txt	3		“安”喜欢猫，我送了她一头波斯猫。第一次看到它还小，再见到的时候，已被“安”养成了一只大猫——漂亮无比的大猫，干净雪白，气宇轩昂。一九八四年春节，“安”回宜兰，托我照顾。“安”说此猫有怪癖，你会发现的。初来之日，它尚怕我。不料不到二十四小时，它就完全不怕我了。不久，它的怪癖就显现出来了，原来它哪里都不爱，就是爱书桌，一天到晚，要赖在书桌上，非上桌不乐。在桌上，轻则昏睡，重则你写字，它咬笔；你翻书，它不起。耐心捣蛋，永远没完。我每天要伏案十多小时，但是除非人猫大战，这小家伙总要霸占书桌少说也有八小时以上，并且霸占时，...
030.我才根正苗红.txt	9	LAFLZ-011	大陆本来是一片鲁迅“我以我血荐轩辕”天下的，视野狭小，令人生厌。“桥山龙驭”的黄帝陵也是假坟。忽然台湾传来荐轩辕死对头的妙诗，自然足为少数民族及被压迫民族张目。反正李敖是反派人物，他既然硬说自己根正苗红，就苗族吧。我笑称李敖要被双重保护：一、李敖是“国宝”；二、李敖是少数民族。
031.“乌撒者，蛮名也”.txt	3	LAFLZ-012	我小时候，在北京，每逢过年，家中即捧出《李氏宗谱》上供桌，一起列在香案上，焚香膜拜。这部宗谱后来带到台湾。根据宗谱，我的远籍实际是云南乌撒。据《元史·地理志》：“乌撒者，蛮名也。”元朝时包括现在云南镇雄县和贵州威宁县；到了明朝，改为乌撒卫，就是现在的威宁县。宗谱上说是明太祖洪武年间自乌撒迁到山东潍县（潍坊）的。洪武十四年（1381）秋天，明太祖曾派傅友德为征南将军，带兵三十万征云南，那次人民的北移，是强迫性的。我的祖先，应是苗族。照人类学家的研究，苗族的支流，渡海来台湾，成为高山族的一部分，所以，我是台湾高山族的族...
032.老祖宗，小百姓.txt	3		我在云南乌撒的祖先迁到山东潍县后，累世做小百姓，虽在潍县五百年，但是乏善可陈、无恶可作，绝无“名流”出现。但是有些丑类却以没“名流”祖先为憾，为了体面，硬替自己换了假祖宗，例如窃国大盗蒋介石，高攀自己是周公之后，但其手下何应钦却技高一筹，高攀自己是周武王之后，而周武王是周公的哥哥，是老大、是嫡系，光宗耀祖起来，显然我比你大。其实周武王、周公绝不会跟国民党这两个瘪三沾亲带故，只是这些“名流”死后倒楣，被瘪三抓住不放而已。
033.郑板桥是我县太爷.txt	3	LAFLZ-013|LAFLZ-014|LAFLZ-015	山东潍县有过一位好县官，就是大名鼎鼎的郑板桥。郑燮（1691-1764），号板桥，江苏兴化人。他十七岁中秀才，三十岁前落拓扬州，卖画度日，“日卖百钱，以代耕稼，实救困贫，托名风雅。”四十岁中举人，四十四岁中进士。中进士后，做了潍县的“七品官耳”，为了救济难民，得罪了上司，丢了差使。他在潍县作《逃荒行》、《还家行》、《思归行》等诗，表达民间疾苦，都很动人。潍县人感念他，为他立了祠堂。丢官以后，郑燮住在扬州，继续卖画，“一缣一楮，海内争藏之。”他自订润例，说：“大幅四两，小幅二两，书条对联一两，扇子斗方五钱。凡送礼物食...
036.我的皇上是溥仪.txt	3		如果我生时不奉中华民国的正朔，那么开句玩笑，我的皇上是溥仪！古今中外亡国之君很多，但是亡国以后几十年间，饱更忧患，忽而御苑称孤、忽而出宫道寡、忽而以王被尊、忽而因夷就攘，最后满洲为帝、赤塔成囚、东京受审、抚顺观天，垂老又以一介平民，重回故宫，重游他当年做皇帝的所在，为难友做义务导游……这几十年的荣枯对比与浮沉奇遇，不但是古今中外帝王所绝无，也是人类有史以来平民所仅有。溥仪这一生，太动人了。他是一个死掉的皇帝，却是一部活的现代史。追随溥仪的郑孝胥是书法家，笔力饱满雄浑。在古董市场上，赵中令老先生对我说：“凭什么说郑孝...
037.一九三五生人.txt	3		一九三五年四月前后，世界上也生了不少“名流”：世界三大男高音老大帕瓦罗蒂（L. Pavarotti）、歌星“猫王”普雷斯利（E. A. Presley）、导演伍迪艾伦（Woody Allen）、没脱光的影星阿兰德隆（Alain Delon）和脱光照裸照的影星毕雷诺斯（Burt Reynolds）等皆属之；中国的女明星尤敏、妖僧达赖喇嘛、蒋介石的长孙蒋孝文，也都生在1935。当然，同是1935年生的人也有贤有不肖，神棍达赖与纨绔蒋孝文，自属不肖之例。国民党在台湾的当权派，1935年生的也正当行，自国民党伪政府司法院院...
039.李鼎彝.txt	3		爸爸名叫李鼎彝，字玑衡，生在1899年（民国前十三年），1899年是己亥年，就是戊戌政变后一年。1920年（民国九年）进入北大国文学系。那时正是五四运动后第一年，正是北大的黄金时代。蔡元培是他的校长，陈独秀、胡适、周树人（鲁迅）、周作人、钱玄同、沈尹默等等是他的老师。爸爸本人书念得并不出色。他在1926年（民国十五年）毕业，吉林省政府想公费送他留学，他那时已经28岁了，急于回家乡养家，所以就拒绝了。因为是“京师大学堂”毕业的，回到家乡，非常拉风，不但做了东北大学讲师，并且立刻被聘为哈尔滨吉林六中校长，当时的待遇极好...
040.蔡校长.txt	3		爸爸在北京大学亲见蔡元培做北京大学校长的故事。一天，在北大图书馆里，一个湖北籍的学生，伏在阅报架上看报，看得正起劲时候，来了一个湖南籍的，也凑过来看。这湖北人喜欢独占，不喜欢与人分享，湖南人的头伸到左边来的时候，湖北人就朝左挤；伸到右边来的时候，湖北人就朝右挤，这样忽左忽右一阵，湖南人发觉了，火了，不管三七二十一，就给湖北人一个耳光，于是起了纠纷。两个人，加上看热闹的，浩浩荡荡，找到正在一个人吃便当的校长。湖北人陈述完毕，湖南人也陈述完毕，看热闹的围成一圈，看这革命党出身的老校长怎么处理。老校长既不和稀泥，也不动用...
041.张学良背黑锅.txt	3		一九三一年九月十八日，发生了九一八事变，当时国民党的政策是不抵抗，但把这一政策叫张学良执行，并要他代背黑锅。这一内幕，我和一般人一样，都被国民党宣传骗了多年，直到我的三姐夫石锦教授告诉我蛛丝马迹，才引起我为张学良平反的兴趣。石锦的爸爸是石九龄。张学良和国民党合作，石九龄出任吉林省党部常务委员。九一八事变后第二年，国民党将辽宁、吉林、黑龙江、哈尔滨四省市党部合组为东北办事处，石九龄仍任常务委员。直到一九三九年。前后十年，领导东北党务，所知内情独多。据石九龄向石锦透露，所谓张学良不抵抗，事实上是党中央给张学良命令不抵抗...
043.我见到马占山将军.txt	3		马占山将军领导了中国人对日本侵略的第一次公然反抗，也是对国民党不抵抗的第一次公然藐视。他告诉中国人，我们肯打、能打、打不过也要打，而打游击是对付日本人的最好战术。他孤军抗日后，在关内，各地青年在国民党“骂了不还口，打了不还手”（一九三七年八月八日国民党文告中自承）的政策中，纷纷请缨北上，要加入义勇军，甚至一二八抗日的非国民党嫡系部队十九路军，也自动要求北上；在关外，各地义勇军风起云涌，与日本鬼子苦战不懈。据日本鬼子统计，从九一八事变后，到一九四五年日本投降，十四年间，光在前十年就出动“讨伐队”达一万三千六百八十九次...
044.吴焕章.txt	3	LAFLZ-016	马占山将军是武人，他有一位替他拿主意的军师，就是吴焕章。吴焕章是大赉县人，是爸爸最好的朋友，他管爸爸叫二哥。为人风趣、热情而细心。爸爸死在台中后，他和张松涵（也是叫爸爸二哥的）合写挽联，内容是：“去国八千里，谊兼师友，晨夕过从，方冀联骠归故里；订交三十年，情比弟昆，金兰契合，何期驾鹤脱凡尘。”他们的交情，由此可见。吴焕章1935年起做立法委员、1944年做三民主义青年团黑龙江省支团代表、1945年做国大代表、兴安省主席，到台湾后，做光复大陆设计研究委员会台中研究区主任。他在国立北京法政大学俄文法政学系毕业、俄国海参...
045.我被日本宪兵抓.txt	3		老牌汉奸王克敏因为老资格，也有个性，对日本鬼子并不唯命是从，惹起日本军方的嫉恨，掀起“太原禁烟局贪污案”，给王克敏好看。另一方面，日本怀疑鸦片买卖有蹊跷，可能资助到抗日人马，要查清楚，于是兴起大案。于是首当其冲的被害人，就是爸爸。一天晚上，爸爸、妈妈、二姐、我、大妹，搭上自太原回北京的火车，车开到榆次，上来几个日本兵和翻译，同爸爸说了几句，就由两个日本宪兵把我们带下车了。走在又黑又泥泞的路上，日本宪兵轮流抱着我，很久以后，到了日本宪兵队，我不久就睡了。第二天醒来，看到的是一间旧式的平房，中间院子不大。到了下午，妈妈...
050.鸦片上操场.txt	3		吴焕章在致郭紫峻原件中提到：“李同志初在伪组织内充任法部科员，后以平津工作被敌人严密监视，而后方之经济上补给又时感不足，李同志遂转任太原禁烟分局长，局面即较扩大，抗敌工作自易进行，被掩护之同志亦较多。”爸爸升到华北禁烟总局下太原禁烟局的局长后，他真的，“参加敌伪组织”了。所谓禁烟，禁的就是鸦片烟。华北的鸦片烟，山西省是大宗，山西省会太原，自然是最重要的管辖地。华北禁烟总局局长是北大教授出身的北洋要人万兆芝，首屈一指的太原禁烟局交给无名小辈当家，这是北洋耆旧们用人唯才的一种度量，这种度量在国民党当道后，已经越来越远了...
059.张桂贞.txt	3		妈妈名叫张桂贞，吉林永吉人（原籍河北），吉林女子师范毕业。她在辈分上是爸爸的学生，爸爸在吉林女子师范教高班的，妈妈却在低班，没教到。教到的高班学生里面有申若侠，后来嫁给故宫博物院副院长庄严。那时候，流行高班学生同低班学生交朋友、合照相，申若侠和张桂贞就合照过。妈妈在学校是锋头人物，是篮球健将，那个时代女子到新学堂念书的不多，所以女学生很拉风。爸爸在吉林六中有一个学生，名叫程烈，后来变成国民党政府中的名立法委员。据说当年因追求妈妈，被校长我爸爸开除。师生关系中断几十年后，在台湾恢复，他的儿子程国强在台中一中也做了爸爸...
062.老太趣闻.txt	9		四、三姐夫石锦教授开玩笑：“我们家啊，有两个人最像共产党：李老太和李敖。”李老太就是我母亲。她生了二男六女，可是只愿跟我住。有一天，她愁眉不展，我劝她出去走走啊上个教堂啊打个小牌啊，她说：“为了你的名誉，我不能出门啊！”问为什么？她说：“我一出门，就要说你坏话！”共产党哟！
062.老太趣闻.txt	11		五、同栋大楼中，我住楼上，老太回国后，为她买了楼下。二〇〇〇年，老太死的当天晚上，菲佣Rose要求上楼来睡，因为“怕老太太的魂回来”。小屯说：“中国人死了七天后，魂才回来，你今晚就怕吗？”Rose说：“菲律宾人死了三天，魂就回来了，所以怕得要早一点。”小屯笑起来，立刻同意了。
063.张人权.txt	3		外祖父（我们叫姥爷）名叫张人权，这个名字倒满有时代意义。他长得身材高大，相貌堂堂，威严无比。他有一张大照片，一直挂在家里，照片中的眼睛不论你从哪个角度望去，好像都一直盯着你，叫人为之生畏。姥爷是哈尔滨警察局下一个分局的局长，他为人耿直，不喜欢拍马屁。他的上司在台上，他不理、不买账；他的上司垮了台，他却跑去“烧冷灶”。外祖母（我们叫姥姥）是一位胖太太，胖得自然不会背挺得直，姥爷是衣着笔挺背也笔挺的威严人物，经常对姥姥说：“老太太，把背挺起来、挺起来！”姥姥却不太理会他。姥姥唯一理会的是姥爷有爱讨姨太太的毛病。姥爷喜欢...
064.心在胳肢窝里.txt	3		在内务部街，正房一直有位老太太跟我们住，就是外祖母。我们叫姥姥。家里女孩子太多了，姥姥比较偏心大姐三姐。其实老太太们的偏心性格是很普遍的。我看到外祖母一边做活儿（用针线“纳”鞋底做布鞋）一边听收音机，收音机中说相声的挖苦老太太，说：“老太太动胸腔手术，可是开刀后找不到心，找了半天，原来心在胳肢窝（腋下）里！”其心之偏也可想。外祖母一边听收音机一边笑，但是笑归笑，偏习难改也。一定要附加一句：我还记得那座老收音机是真空管的，我可听过真空管的收音机呢。
065.沈二爷.txt	3		爸爸死后，有一位老先生特别奔走，料理后事，他就是人称“沈二爷”的沈铭三老先生。沈二爷因为辈份是外祖父级的，我们称他“二太老爷”。他是典型的中国正派仕绅，爱护朋友，对朋友的忠心可靠，给我极深刻的印象。他跟爸爸的交情极深，他生在1887年，民国前二十四年，我则是民国二十四年，正好前后各二十四年，比爸爸年纪大，他对国民党来了以前的政治社会，有着微妙的眷恋。他不相信国民党，认为国民党自私、没原则、不可靠。当跟他同岁的国民党蒋介石弄出了签订《中苏友好条约》、让外蒙古独立的消息传来时候，他气愤地对爸爸说：“玑衡，你看，国民党在...
066.我吹牛，因为你沉默.txt	3	LAFLZ-018|LAFLZ-019	我承认有些人了不起，但他们活在我活的时空里，不会凌我而上。王阳明说他做圣人，他做不到；但圣人做他，也不会超过他。真相在此。我一生的“苦心焦思”、一生的“困学纪闻”、一生的“没个商量处”、一生的“虽千万人，吾往矣”，都是我“综合爆发力”的张本。因此在八十前夜，我写下这本书“自大其身”。清朝学者李塨说：“交友以自大其身，求士以求此身之不朽。”我一生朋友不多，也不花时间招朋引类，所以“自大其身”，全靠自己吹捧自己。吃不消我自吹自擂的人应该惭愧，你们本该替我吹的，但你们闪躲，我就只好自己来了。我吹牛，因为你沉默。
067.吹乎哉？不吹也！.txt	3	LAFLZ-020	改写《论语》一句：“吹乎哉？不吹也！”我生也野狐，死也野狼。“自大其身”的不朽，全靠自己野牛的牛屄。不过牛屄只是我闹剧式的宣传，实际上，我是货真价实的。我有真功夫、有硬里子，我的程度，迥非世俗所能测其浅深。我留下这本书，正说明了这一点。我不全是写给世俗看的，我是写给自己看的，所以“秘密”，不无自藏自珍之意。宋人的诗说“半是浓妆半淡妆”，是浓是淡，随我高兴，不画妆素面朝天朝镜子，也是自得其乐。虽然事实上，我很少照镜子，因为我怕看到镜中人，他是文化恐怖分子。
068.综合一下我的“伟大”.txt	3		我以自得其乐的心境写这本书。我笑对李戡说：“妈妈认识我三十年，她的最大本领就是知道我伟大，但不知道我多伟大。”如今，我要综合一下我的伟大，八十年了，我要用这本书，综合一下我的伟大。无惧于读者又喊饶命了。有个陈文茜，她看来是最能欣赏李敖自吹自擂而不以为苦的人。文茜说能欣赏李敖的自我吹嘘而不以为他在吹牛的，是具有智慧的读者。陈文茜自结识连战、郭台铭，说了很多错话，但这次说对了。
069.五六百字的神通.txt	3	LAFLZ-021	别人老了会啰唆，我老了却怕别人啰唆。我的书，除小说外，一律长话短说了。任何大道理，都限定在两页红稿纸上说清楚。两页是六百字，标题不算，大概用五六百字畅所欲言。五六百字一定足够了，我是大手笔呀！一个主题，用五六百字还说不清楚的，要打倒它。一九四四年，诺曼底登陆后三天，二十四岁的英国诗人凯斯道格拉斯（Keith Douglas）阵亡了。他在死前三年有诗预告：Remember me when I am dead/And simplify me when I'm dead. Simplify（简化）的第一篇乃从形式开始。用...
073.陈云裳与“那破碎的战场”.txt	1		陈云裳与“那破碎的战场”
073.陈云裳与“那破碎的战场”.txt	3		我生那年，一个十六岁的漂亮女孩，从广州发迹，在上海、在香港主演《木兰从军》、《月儿弯弯照九州》等几十部电影，从一九三九到一九四一，做了三届中国电影皇后。她叫陈云裳，我记得她演花木兰的电影，月亮《照着那破碎的战场》主题曲，我至今还能哼上几句。陈云裳生在一九一九，是我小时候喜欢的明星。写这段文字时，她应该九十五岁了。她还在世吗？我不知道。她白发了昨日，但花木兰却红颜了今天。
075.“孤笑”.txt	3		轻狂溯源，跟我的玩世不恭有关。玩世不恭在我生命里霸占一方。我一生快行己意快意恩仇，却不呕气负气、也不郁郁不得志，不得胃癌，反倒“孤笑”不已，都跟我玩世不恭有关。那年王大智请我在他课上演讲，很受学生欢迎。大智要送我车马费，我拒绝了，但我开口向他要个图章。我说：“你老太爷是金石家，一定刻了不少闲章。挑一个送我吧。”大智果然不辱命，从他妈妈那边取得闲章一方，上刻“孤笑”二字，是从朱子书里找出的，我好喜欢。我是常常“孤笑”的。闽南话“偷笑”、古文字“窃笑”，种种用法各有趣味，但是“孤笑”最有道学气。如果我正经一点“偷笑”“...
078.“李敖”.txt	3	LAFLZ-024|LAFLZ-025	我名叫“李敖”。这名字前人也有过。在我家家谱《李氏宗谱》中，居然有一代祖宗名字也叫“李敖”！《湖南省博物馆藏古玺印集》有汉朝“李敖”铜印、魏晋南北朝史也有“李敖”之名，可见古人先得嘉名，李敖两字并非首见。只是在发音上，我倒由第四声的“傲”音，慢慢倾向喜欢第二声的“熬”音，一来忧患使然，二来第二声听来响亮一点。有人甚至纯用第一声为名呢！孔丘、曹操是也。我对中国文字的运用，非常考究音域。我家客厅中挂了一副小联。张伯英写的：上联“何必瑶池崑崙閬风玄圃方是神仙”，下联是“不须终南太华天台赤城亦云山水”。我在挂出时，故意上下...
080.张伯英的小联.txt	3		小时候我在北京，每见商家匾额，有“张伯英书”，看到他那雄浑开展、风格劲媚的大字，就非常喜欢。到台湾后，在流落岛上的大陆文物中，我收到他家藏得王文治中堂、铁保中堂，卷轴背上题有“王梦楼书 云龙山民题签”、“铁梅菴书 勺圃张伯英题”字样，楷体小字，笔法灵巧劲挺，虽寥寥二十个字，却有如见故人之感。后来王文治、铁保的中堂都失窃了，但是窃贼只割走卷轴正面大字，对背上的小楷，却留下给我了，我手持两条“张伯英”，忧喜参半。后来路过文物之肆，得见张伯英写的小对联，店主人不大识货，又震于我在此道的威名，乃廉价脱手于我，我的“张伯英”...
081.左倾的笔盘.txt	5		我没有洁癖，但我有秩序癖，秩序得颇有英国海军的味道，一切井井有条。严侨说他祖父严复，连回家脱下靴子都摆正在一边。我的笔盘走向正确，所有的笔尖都左倾。坐在桌前开工时候，左气盎然，不是昂然。我的左倾没有幼稚病，比较平和而不躁进。列宁（V. I. Lenin）遗憾萧伯纳（G. B. S.）太费边社了，其实正因为萧伯纳费边，英国才能在敌友之间屹立。而俄共七十四年辛苦，最后分崩。这还不是欲速则不达的问题，这是欲左则不达。总觉得普京（V. Putin）不错，受命于分崩之际，自己快速从鼠辈中窜起。铁杆鼠辈乃打着共产党旗号的在新国...
082.江述凡.txt	3	LAFLZ-026	我认识江述凡很晚，在文星被蒋介石封门后，我以兜售旧电器维生，跟一些演艺圈中的俗汉鬼混，大家赌梭哈。李翰祥也、刘维斌也、骆明道也、宋项如也、贡敏也、刘家昌也。赌桌中有个冬天穿长袍的老北京，我们叫他Peter，就是江述凡。述凡生在一九二七年，老北京也。跟我侃北京大山，极为有趣。他送了一幅林森的字给我，后来病不见人，死在新店。他出《东南西北任鸟飞》时，要我写序，一九九七年十月八日，我写《序江述凡新作》如下：我生平四面树敌八面威风，且以威风树敌为乐，但有一面也为朋友网开，至于谁能入此面而不被化友为敌，则有赖段数与造化。三十...
084.三不朽中的我.txt	3		古人讲三不朽，有三方面：立德、立功、立言。先说立功，台湾太小了，无功可立。再说立言，在立言上，我一直被奉为大写手，不分敌友，对我的健笔如飞，皆无间言。在写的字数上，从梁启超到胡适鲁迅，都不能跟我相比。我的《李敖大全集》，早在一九九九年就出到四十钜册，早都压倒群雄。一九九九年后十六年来写的还没计入。虽然在立言数量我如此拉风，但奇怪的，我每自吹自擂、排起顺序来，却总把“立德”排在“立言”前面。换句话说，我一生自憙我人格的伟大，乃在文章的伟大之前。
084.三不朽中的我.txt	5		一些浅人（包括所谓正人君子）听了，有的会奇怪、会发笑，为什么你李敖不以文章盖世，却以人格号召？答案是，眼观天下，我在人格上，的确雄踞第一，因为我有“大人格”。
085.“大人格”.txt	3	LAFLZ-027|LAFLZ-028	早在一九八一年，我就提出“人格的两层面”说法。什么是“人格的两层面”？第一层面是“管仲的层面”；第二层面是“匹夫匹妇的层面”。“匹夫匹妇的层面”是小市民的层面、是随波逐流的层面、是依附权势的层面、是“庸德之行，庸言之谨”的层面。“管仲的层面”是大人物的层面、是特立独行的层面、是大无畏的层面、是“虽千万人，吾往矣！”的层面。这种层面所表现的人格，叫“大人格”；“匹夫匹妇”所表现的，叫“小人格”。胸怀“大人格”标准的英雄豪杰，都会长期遭到舆论、谣言、群众、世俗的打击。所以，“父子责善”的贤人匡章，全国说他不孝；“弟死不...
