file	line	kind	text	context
001.《李敖全集》自序.txt	43	keyword_line		可是李敖没有第二，就好像没有第二个英雄——一边“难以见容与政府”，一边“他的看法仍然和我们有出入”——一样。做为一个来自白山黑水的人、做为一个五叶神驰于人类忧患的人、做为一个思想才情独迈千古的人，我实在“生不逢时”。严格的说，我根本不属于这个时代，就好像耶稣不属于那个时代一样。我本该是五十年后才降世的人，因为我的境界，在这个岛上，至少超出五十年。我同许多敌友，不是“相见恨晚”，而是“相见恨早”。今天的窘局，只是他们妈妈小产和我妈妈早生的误差。这一误差，凑合了许多根本不该碰面的人碰在一起。也许，只有从这个谑画的角度来...
001.《李敖全集》自序.txt	45	keyword_line		罗素在回忆中，特别提到萧伯纳《易卜生主义精华》The Guintessence of Ibsenism给他的印象。萧伯纳这本书，出版在1891年，是论易卜生最精彩的一本。书中论易卜生《人民公敌》一节，尤其引人。易卜生《人民公敌》剧本，写于1882，写斯铎曼为了宣传真理，遭遇到愚昧势力对他的全面迫害——从报纸拒登到印刷厂拒印，到演讲会上被赶下台、被撕破衣服、被丢石块，写尽了一个特立独行先知的孤立与悲哀。
001.《李敖全集》自序.txt	59	keyword_line		海外的杂志说我是“先知”，我认为这是我真正的评价。对世界、对中国的指向，将是我下半生生命的主力。《李敖全集》的出版，可算是四十五岁前的李敖的一次总结，不是祝寿，而是志哀，——哀悼四十五年的生命离我而去，而我的大成绩，却那么小！
002.从有感于斯文到有感于斯文扫地.txt	3	keyword_line		——谈经营出版业的几点困难
002.从有感于斯文到有感于斯文扫地.txt	5	keyword_line		在台湾地区经营出版业，不论在理论上和事实上，都有许多意想不到的困难。困难的来临，在许多时候，都无常轨可循，所以也就没有常轨可以避免，有时候，简直你得凭运气来面对挡在眼前的种种横逆，日子久了，你午夜自嘲，你不会再自诩为什么出版家，你真该是“哲学家”。
002.从有感于斯文到有感于斯文扫地.txt	7	keyword_line		我想我可以随手举一些例子。比如说，当你从事一种宣扬开明进步思想的工作，你本来以为“真理愈辩愈明”是正确的，同时你也深信许多硕学鸿儒也必会遵守这一原则。但在事实上，居然有人会因辩论真理而翻了脸，自失立场地抛弃了他们多年宣扬的自由民主容忍等原则，然后一连五年地，不断地给你戴各种号码的帽子，大有不借统治势力迫害你成功，永不罢休之慨！同时，由于统治势力对你的嫉忌，你不得不感到在朝野之间，多少有一种“合流”的气压在扑你而来，于是，一些你辛苦经营的事业，在遭受损失了；一些你努力刊印的出版品，被禁止流通了。日子久了，你不会再徒劳...
002.从有感于斯文到有感于斯文扫地.txt	9	keyword_line		还有一类奇怪的遭遇，你必须“认命”，你必须要有“含冤莫白”的忍耐工夫，去面对你并没做错而被一再“斗争”的事件。例如你从事出版事业你会以市面上缺乏现代思想家的著作为憾。于是你会敦请专家，在不违反一切出版法、著作权法和死者遗嘱等条件下，出版一些选集。但是，你绝难想到，麻烦居然也会来，并且居然来自与现代思想家有亲友关系那一方！他们居然自己不做，也不许你做；他们同时很会布局，使你处于一个很难说话的地位，譬如说：他们会煽动一位健康欠佳的老太太来打头阵，并由老人家宣布你有一些可笑的罪名（如说你侵犯了死者的“人格权”或“著作的完...
002.从有感于斯文到有感于斯文扫地.txt	11	keyword_line		另一个你该因行为合法而受灾忍谤的事，是关于影印外文书。国际著作权保护协约，中国并没有加入，不加入的原因，是因为政府鉴于无条件的加入国际性的版权同盟，会影响国内知识流传的普遍。所以影印外文书的问题，在中国不但不该发生是非，并且还是完全“符合国策”的。但是事有可怪者，也就发生在这儿。决定不加入国际版权同盟的政府中的一些大员，居然接受外国商人的请托，竟以“非法”的手段来冠别人以“非法”；在另一方面， 以廉价买到影印书的知识分子们，竟也在手持一卷之余，“清高的”惺惺大骂别人是“盗印商”!这种现象，我真不知道不媚外的将何以自...
002.从有感于斯文到有感于斯文扫地.txt	13	keyword_line		按照宪法，对教育文化事业有贡献者，本该予以帮助、奖励。在这方面，出版界的工作者的实际遭遇，竟又是可怜的。放宽国外书刊结汇，直到民国五十一年才象征性的做到一点点，而出口书刊的屡被刁难，更是层出不穷的怪事。我们真不明白，为什么一本书，在台湾本岛卖，可以，运到海外去卖，便要被困扰扰乱？文化交流的方法，就是这个样子吗？民国五十四年文星书店参加香港书展，在台湾的总展出量中，独占了百分之八十九点五四！对荣誉的增进，不可谓不稍尽棉薄。可是事实上的帮助、奖励，一点都没得到，得到的只是在书刊出口上，遭遇了不少“脸色”！在台湾搞出版事...
003.发网恢恢·法网恢恢.txt	3	keyword_line		十一日报上，登出中学女生致教育部大官人的信，请求规定不可烫头发就够了，不可披肩就够了，何必一定要规定中学生剪短头发，剪成“西瓜皮”呢？
003.发网恢恢·法网恢恢.txt	5	keyword_line		第二天，教育部大官人谈话：女学生头发可以蓄留至耳根下一公分与衣领平齐，男学生可以蓄留三公分的规定，和以前的规定相比，已经放宽许多，没有必要再做更张，“一封投书并不能代表其他中学生意见”。
003.发网恢恢·法网恢恢.txt	7	keyword_line		诚然，一封投书并不能代表其他中学生意见，但是一次谈话就能代表其他主持树人大计者的意见吗？我看也不见得。
003.发网恢恢·法网恢恢.txt	9	keyword_line		我们清楚的知道，过去在大陆的时候，没有任何教育部大官人敢发表“令人发指”的发型谈话，也没人能“心细如发”的发表这种谈话，他们都识大体的知道，这根本不是问题。民国六年昭华女校的女学生留辫子，和民国三十六年贝满女中的女学生留垂肩，小丫头们爱怎么留，就怎么留，有什么好规定的呢？没人这样无聊！
003.发网恢恢·法网恢恢.txt	13	keyword_line		中国女人画眉毛，方法是剃掉眉毛，用黛（绿色）画成又细又长的假眉毛，因此女人都没眉毛，有眉毛反变成男人的特征，女人跟男人比，就叫“粉黛不让须眉”。这种风气，在汉朝最流行，后来过气了。如果有教育部大官人出来，说女学生一律复兴固有文化，今后眼上三公分要画绿眉毛，试问是否可笑？如果认为可笑，同理可证，规定耳根下一公分留头发，在模式上，实在毫无不同，同样可笑，同样莫名其妙，同样嘴上无毛。
003.发网恢恢·法网恢恢.txt	15	keyword_line		不但过去在大陆时候，没有任何教育部大官人敢在或能在小姐头上动发，就便到了台湾，一开始还是遗风犹在的。所以，当地方性的教育厅，胡里胡涂受了日本鬼子影响，走“西瓜皮”发型政策的时候，就收到当时教育部的纠正。四十四年教三字第〇九九五五号公文里，就有这样的自打嘴巴：
003.发网恢恢·法网恢恢.txt	17	keyword_line		“一、关于中等学校学生头发长度及理发方式一案，兹经呈奉教育部本年二月七日台（四四）普字第〇二二六六号令核示：中等学校学生头发之长度及理发之方式，毋须加以硬性之规定；惟女生应禁止烫发，男生理发亦应禁止各种奇异之式样等因。
003.发网恢恢·法网恢恢.txt	19	keyword_line		二、本厅前经令饬各校有关学生理发之规定，应予废止。”
003.发网恢恢·法网恢恢.txt	21	keyword_line		看吧！二十四年前的一页文献，证明了当时教育部大官人的头脑，的确高过教育厅大官人的头脑，当时的教育部大官人，看到下边胡来，是不肯答应的。谁能想到，物换星移几度秋，身为教育部的却带头做起拦路谈话了，他们上下合作无间，“间不容发”，剪得中学小毛头鸡飞狗跳，怨气冲天，真是何苦来！
003.发网恢恢·法网恢恢.txt	23	keyword_line		陆游的诗说：“本来无事只畏扰，扰者才吏非庸人”。我不敢说今天这些“西瓜皮”大厂家是“庸人”，我相信他们是“才吏”，因为是才吏，我请求他们重新翻查一下教育部（四四）普字第〇二二六六号令，和教育厅（四四）教三字第〇九九五五号令，请他们追究一下，到底是谁弄法弄手脚，大量生产“西瓜皮”？到底是谁这么缺德，违反了中国文化、违反了西方文化而超越前进出这种“西瓜皮文化”？
003.发网恢恢·法网恢恢.txt	33	keyword_line		我鼓起了最大的勇气，才毅然写下请求书，我心中有一个疑问：为什么规定中学生要剪头发，我连想十几天，仍得不到一个所以然来，才敢烦请朱部长替我解说。
003.发网恢恢·法网恢恢.txt	35	keyword_line		对于中学生剪头发，实在无此需要，剪那种既丑又短的“西瓜皮”，真是奇丑无比，学生本应活活泼泼的，却打扮成那么死板，“西瓜皮”、“白衣”、“黑裙”，加上肩上一个大书包，手上一个大袋子，把学生应有的那份天真、活泼，完全给遮盖了，看起来倒像一个“小”大人，我想教育部规定中学生要剪头发，是怕她们把头发烫成奇形怪状，妨害风化，我建议可以把头发留至肩上（娃娃头），但不可披在肩上，如过肩便可自行扎成小辫子，不是挺可爱的吗？当然，也可规定不可烫发，一定得直发，这样也就不会有什么后顾之忧，让外国人知道中国小孩再也不是以前那么害羞、胆小...
003.发网恢恢·法网恢恢.txt	37	keyword_line		这是我的小小建议，请朱部长加以思虑，早一点让学生们活泼一点吧！
003.发网恢恢·法网恢恢.txt	45	keyword_line		中学生蓄发规定·不考虑再予放宽
003.发网恢恢·法网恢恢.txt	47	keyword_line		教育部次长李模昨天表示，教育部在半年多前，对初中学生头发蓄留长度曾有规定，实施以来并无任何不良反应，教育部目前也没有再予放宽的考虑。
003.发网恢恢·法网恢恢.txt	49	keyword_line		李次长说，女学生头发可以蓄留至耳根下一公分与衣领平齐，男学生可以蓄留三公分的规定，和以前的规定相比，已经放宽许多，没有必要再作更张。
003.发网恢恢·法网恢恢.txt	51	keyword_line		台北市一位国中女学生“珊珊”，前天投书本报，希望教育部长朱汇森放宽蓄发的规定，使中学生能“表现得更加天真活泼”。
003.发网恢恢·法网恢恢.txt	55	keyword_line		但李次长在谈话中说他“还没有”看到这篇读者投书，经记者转述内容后，他说：“一封投书并不能代表其他中学生的意见。”
003.发网恢恢·法网恢恢.txt	57	keyword_line		他说，教育部半年多前对中学生蓄发的规定实施后，截至目前为止，各学校行政人员或学生，并没有向教育部反映过需要改进的意见，由此可见，这项规定并无重作变更的必要。
003.发网恢恢·法网恢恢.txt	59	keyword_line		记者又以教育部虽有规定，但有些学校并未照章行事，仍然保留以前不合理规定的问题询问李次长，李次长答称，教育部既有规定，而学校不按规定行事，乃是执行上的问题，这个问题自有教育局或教育厅可加以纠正处理。
003.发网恢恢·法网恢恢.txt	67	keyword_line		爱美是人的天性，国中生除了应培养其德智体群四育外，最近专家学者又极力倡导“美”育，因此引起了学生对头发的重视，以致有“护发”的举措，已为大多数的男女学校校长所理解，均认为“西瓜皮”早已不合时宜了。
003.发网恢恢·法网恢恢.txt	69	keyword_line		北一女校长邓玉祥说，一女中早就不检查学生头发了，完全采用自治方式，只要符合教育部的规定，自动自发去定时修剪头发，保持有精神的样子就可以了。
003.发网恢恢·法网恢恢.txt	71	keyword_line		她说，学校教官们只是提醒学生头发过长时要修剪，而不做定期的检查，只要学生不学坏，过份管理头发的长短是毫无道理的。
003.发网恢恢·法网恢恢.txt	73	keyword_line		邓校长认为“西瓜皮”太难看了，但头发太长也显得没精神，该校采取自动自发的方式，就是一种充份信任学生的教育方式，至今效果十分良好。
003.发网恢恢·法网恢恢.txt	77	keyword_line		他说，只要学生本质不坏，护发只是为了爱美，并无不可，因为求“美”，而有美的自觉，这正是美育的一项根本要素。
003.发网恢恢·法网恢恢.txt	81	keyword_line		郑校长同时指出，仍有不少学校的教员（高中），管理组长（国中）不懂学生心理，一味用军事化的命令方式处理头发问题，就产生很多令人意想不到的问题。因此，他认为训导人员不论教官、管理组长，应多吸收些辅导学生的专业知识与技巧，对青少年心理要下功夫去了解，否则学生表面上服从，背地里咒骂，岂是教育的最终目标。
003.发网恢恢·法网恢恢.txt	83	keyword_line		男校的万华国中校长刘玉春也说，头发长短不要要求太认真，应做适度有弹性的调整，爱美并非坏事，何况现在正在提倡“美育”，只要不蓬头垢面，不脏乱即可，培养学生态度举止安祥端庄，有朝气有活力，才是最重要的。
003.发网恢恢·法网恢恢.txt	85	keyword_line		刘校长说，曾有学生上大学后回学校看他时，还提到在高中时代为了头发受教官责骂，至今仍然十分反感且十分怀恨，这就是教育的失败。
003.发网恢恢·法网恢恢.txt	87	keyword_line		同时他也遇到过一个个案，即一个学生为了头发长了一点被教官指责，但是，他心中愤愤不平的是别的同学有的比他头发还长，反而没有处分，原因是教官疏忽了，因此在日记上写下感触，充满灰色、失意、消沉，由此可见学生们对头发的重视与爱护。
003.发网恢恢·法网恢恢.txt	89	keyword_line		也曾有一所女子国中，发生过女学生头发长了一点，训导人员即用剪刀将她头发剪得乱七八糟，像狗啃似的，想因此逼女学生回去后不得不剪短，却没想到这名女学生因此而自杀，认为见不得人。
003.发网恢恢·法网恢恢.txt	91	keyword_line		由此可见，学校管理方法及辅导方式是应做适度的调整，否则只知用刺激性的言语或行为责骂学生，造成管理与被管理者间的裂痕，实在是一件很“不美”的事情。
003.发网恢恢·法网恢恢.txt	97	keyword_line		多年前，郭美贞率领华美乐团访问美国之先，她就注意到团员的头发问题。因为该团全由青年学生组成。为了使团员更显得活泼、亲切、美丽，而更易于与外国青年接近，郭美贞在出国前就极力为团员争取“发权”，因此这支音乐队伍在踏上征途时，每人都有一头好看的头发。结果那是一次成功的旅行演奏。
003.发网恢恢·法网恢恢.txt	99	keyword_line		郭美贞近一年来与国内年轻的音乐学生接触时，发现她们的心智较那张稚气的“清汤挂面”成熟太多，并且予人木讷、拘谨的印象，虽然郭美贞觉得发型尚不足以决定一人的成败，但是她说：“中学女生的头发可以再长一点。”
003.发网恢恢·法网恢恢.txt	101	keyword_line		站在中国古典艺术的观点，徐露对于中学女生“露青皮”的短发颇不以为然，她说：从整洁、易理来看，女学生短发固然应该，但是更要顾全美观。
003.发网恢恢·法网恢恢.txt	103	keyword_line		培养中学生的审美观是必要的，徐露以“过来人”的经验表示，“青皮”短发对一个亭亭玉立的少女实在有伤自尊。她建议各学校，不妨将头发长度放宽些，使我们的中学女生不再是“最丑的一群”。
003.发网恢恢·法网恢恢.txt	105	keyword_line		她也认为，我们这种学习日本严格限制中学生发型的管理方式，实属不必要，中学教育应该改管理为鼓励与辅导。
003.发网恢恢·法网恢恢.txt	109	keyword_line		她解释：中学生有好动的本性，首先不适合太长的头发，最好长度是不要过肩，但是绝不是严格的短。在型式上马它主张崇尚自然。分边、长短依个人脸型变化；她不赞成梳刘海或烫发，马它说，十多岁的年龄，刘海正足以刺激面部分泌，往往额头会长出很多面疱来；至于烫发，不仅不经济，对成长中的女生来讲，会严重伤害她们的发质。
003.发网恢恢·法网恢恢.txt	111	keyword_line		马它又补充说，女学生可以用小的发饰来美化自己简单的发型，中学女生头发长短的问题，近十年来已是老话，但是随着社会型态的变迁，我们的小女生们对“美”的要求似乎更迫切，“爱美是人的天性”，我们希望有关单位能针对此点，为小女生们设计出更可爱的发型。
004.跋《十三年和十三月》.txt	3	keyword_line		这篇文章原登《文星》六十三号（五十二年一月一日台北出版）。是我收到读者来信最多的一篇文章。从读者的信中，我知道了：一位初中二年级的小朋友，穷得站在书摊旁边看完它；一位高一肄业的少年人，在金门战地里看完它；一位匿名的中学生，“激动得连午饭都吃不下，“含着泪水，又看了一遍”；一位台大医学院四年级的学生，看过后“整夜不能安眠”；一位师大体育系二年级的读者，盼我会“勇敢地喝下‘这杯毒酒’”，“不向‘恶势力低头’”；一位六十一岁的老先生和他的太太，在“一月一日晨十句钟”时读完后，竟认为这篇文章是“新年的‘祥瑞’”。……这一切...
005.棒喝之余.txt	3	keyword_line		《老年人和棒子》原登在《文星》第四十九号（五十年十一月一日台北出版），是我写给《文星》的第一篇稿子。我现在抄两段当时的日记：
005.棒喝之余.txt	9	keyword_line		这两段日记，如今回看起来，多少使自己有点沧桑之感。因为自从这篇文章发表后，接二连三的有了许多“文字缘”和“文祸”。在《文星》、《文坛》、《新闻天地》、《自由青年》、《民主评论》、《自立晚报》上面，都有文字讨论到和这篇《老年人和棒子》有关的问题。今年三月间，政治大学的学生，为了《政大侨生》革新号二期的《青年人与棒子》的征文，甚至还和训导处闹出不愉快，这真是一场“棒子战”了！
005.棒喝之余.txt	11	keyword_line		文中翻译的几段梭罗《华尔登》里的文字，陈森在《爱情与金钱》的《译后记》（《文坛》十九期，五十一年元月一日台北出版）里，特别称道我的译文，他说：
005.棒喝之余.txt	13	keyword_line		“最近在《文星杂志》（九卷一期）上读到李敖先生所写的《老年人和棒子》，文中曾译了几段梭罗的《华尔登》，译文非常信达且雅，但他犹说是‘它们的神韵与气势是会被翻译毁坏的’，这是何等慎重而又虚怀若谷！”
005.棒喝之余.txt	17	keyword_line		第十八年第十二号的《新闻天地》（五十一年三月廿四日香港出版）上，有一篇署名“梁洛西”的《台湾“挤”“挤”“挤”“挤”》，其中在《浦薛凤吴相湘李敖》一节下，在挖苦吴相湘以后，笔头一转，直奔李敖而来：
005.棒喝之余.txt	19	keyword_line		“吴相湘近来有了一点小名气，而这一点小名气也是由挤而得。他初来台湾，挤不进台大，甚至也挤不进师院，可是他却挤进了军事学校，当总统训令大学要开“俄帝侵华史”时，他挤进了这一新天地，也由某一关系，挤进了正中书局，挤进了《新时代》。可是他挤不进国史馆，挤不进党史会，挤不上系主任，挤不进中研院，这未免使他抱恨，一气之下，骂了罗家伦，骂了郭廷以，骂了李宗侗。奇怪的，台湾老一辈的人就是怕骂，于是他越骂越神气，只差没有骂最提拔他的姚从吾。看样子，迟早会骂出一些苗头来。这也是台湾最盛行的安抚政策。”
005.棒喝之余.txt	25	keyword_line		“在台湾出版界，近来突然挤进了一个销路并不太大的文星杂志，李敖便在第九卷第一期（五十年十一月）发表了《老年人和棒子》，这篇文章，结结实实的在许多老年人头上打了一棒，最爱护他的姚从吾（从文章上看出来他和姚先生似乎是同在一个研究室工作）和《为青少年陈情》的曾约农，都逃不掉他那无情之棒，他最尊敬的胡适之和梁实秋，也受他一点揶揄。九卷三期（今年一月）他又推出了一篇《播种者胡适》；接着九卷四期（今年二月）《给谈中西文化的人看看病》也出现了，可是他招惹了叶青在政治评论七卷十期写了一篇《谁是新文化的播种者》，郑学稼写了一篇《小心...
005.棒喝之余.txt	29	keyword_line		文中提到《如何使青年接上这一棒》的作者，后来政大的一位学生写信来，责备我知人不明，指出这个作者说的是一套，做的是另一套。后来此公做了所谓“文化局长”，我真后悔我把他期许得太高了！
005.棒喝之余.txt	37	keyword_line		今日之未成年青青学子，即来日之国家民族也。“大人者，不失其赤子之心者也。”故青年纯洁，自古已然。历朝有太学生伏阙上书之事，近如民初亦有五四运动。虽间有为人所利用，致影响所及，利弊杂呈，而青年爱国，则有口皆碑也。世固有“老奸巨滑”，未尝闻稚幼而奸滑者也。而今日光复大陆之前夕，青年男女，徒以未免少数害群之马，遂致不以纯洁爱国等品性见称，为社会所寄望，而以“不良”“问题”等头衔见辱，为父母师保所痛心！吾安得不为青年伤？
005.棒喝之余.txt	41	keyword_line		青年之烦闷，亦夥矣：求学有心，录取无望，其烦闷一也。志在甲校，取在乙方，其烦闷二也。课目繁重，或劳而无功，或大而无当，其烦闷三也。抹煞个性，不因材施教；课程划一，教材划一，进度划一，削足适履，其不任削者，断其足，其烦闷四也。颇有学校，课内作业，课外补习，几无不以考试升学为目标，不重义利之取舍，不贵人伦之实践，偶有过失，或不察事情，或不予补救，一味刑齐，其烦闷五也。学校训导不无失之过严或过宽之事。过严则小事重罚，伤青年自尊之心，甚至绝其自新之路。过宽则放任不理，于是无心之失，因积习而成性，故犯之罪，更相习而成风。黠强...
005.棒喝之余.txt	45	keyword_line		夫“忧劳兴国，逸豫亡身”，自然之理也。台省自光复以后，民殷物阜，奢侈之风大炽。除前方军民外，报纸所揭载，市井所叙谈，乃至耳目所直接闻见者，何处无逸豫亡身之教哉？至于诲盗诲淫，电影也，舞场也，社会新闻也，茶楼酒肆也，足以陷害青年者多未严格取缔。加以欧风东渐，竞尚唯物。对于社会罪恶，莫不巧为辞说；不曰此由农村经济过渡都市经济必然之现象；即曰此压抑青年所必得之反动：未能许其纵欲恣志，发展个性之所致也。君不见美利坚乎？美国不可谓不文明矣，然而其青年问题，不在吾华以下。然则独于中国青年何尤？是诸说也，似是而非也，同是美国，同...
005.棒喝之余.txt	55	keyword_line		四曰改良环境：目前在台各界，一般家庭收入有限，多乏余资足供子弟之康乐。且居处狭隘，亦足以限制其自修及娱乐等活动。倘多有正当组织，如青年俱乐部等，以辅助家庭温暖之不及。俾家庭环境较次之青年，在适当导师指挥之下，能安心自修，正当娱乐。对每一青年之个性，作深切之了解，用其能而矫其弊，使其对德智体群四育平均发展，则人格之养成，身体之锻炼，受益于环境而不觉矣。然此项事业，非钱莫举，非人莫办，如何推进，端赖政府之提倡与社会热心人士之支持也。
005.棒喝之余.txt	57	keyword_line		五曰青年立法：现行立法，对青年过分注重触法之惩处，为消极之治标。是以罚者自罚，犯者自犯，不足以遏止乱萌。正本清源，似应有积极之青年法令，一方面防止社会上滋生足以腐化及利用青年之恶势力，另一方面足以训化有问题之青年。在前者，应订定严法取缔娼寮酒家等等，不得允许青年入内。取缔诲盗诲淫之电影小说绘画戏剧等等，不令败人心术，隳人行检。在后者应依法理心理及教育原理，除杀人者依一般法律处刑外，其他犯者依青年法，予以具有“人格再教育”之严格管训与惩处，庶儆一戒百，力挽狂澜。良以拯救青年之噩运，固非双管齐下不为功也。
009.从此黑白不分明！.txt	13	keyword_line		大概发现硬说黑人是兽类不是办法，到了十九世纪，教会中的新狂人乔治·阿姆斯特朗 （George D. Armstrong）出来，索性写了一本《基督徒的奴隶说》（Christian Doctrine of Slavery），鼓吹上帝罚黑人做牛马的理论。同时美国最高法院的大法官也下了判词，认为白人无须尊重黑人的任何权利，美国的公民身分中，也根本没有什么尼格罗！
009.从此黑白不分明！.txt	15	keyword_line		黑人受歧视的由来，要远溯到十七世纪的一六一八年。这年的八月十七号，第一批黑人在美洲登了岸，他们是从非洲被逮来做工的，并且成为白人的私产。既是私产，自然也就买卖由之。就这样买来卖去一百八十八年，美国国会才通过法律，禁止再有黑奴进口，但并没禁止在美国本土上的黑奴制度。于是此制相沿不废，又是五十多年。到了十九世纪的一八六〇年，林肯当了总统，后来打起了南北战争。结果北方是完全胜利了，黑人却没完全胜利。黑人只是在战后五年间，获得了三项宪法修正案的形式保障。直到又过了一世纪，进一步的民权法案通过，黑人才有了像样一点的地位。一九...
009.从此黑白不分明！.txt	17	keyword_line		这一百年的岁月，累积了一连串黑人“力争上游”（“Up from Slavery”）的纪录与血泪。 一百年来，黑人由百分之九十七的文盲比率，降低到只有百分之十。除了法律上的完全平等外，其他在教育上、在公职上、在选举上、在社会地位上、在生活习惯上、在血缘混同上、在争取权利的态度上，都有了显著的提升和改善，黑人成功者也人才辈出，震撼世界。像人权运动家金恩（Martin Luther King）、联合国副秘书长彭区（Ralph J. Bunche）、房屋与市区发展部部长魏佛（Robert C. Weaver）、检察长马歇尔...
009.从此黑白不分明！.txt	21	keyword_line		黑人问题发生在美国，当然是美国的羞耻，这一点没有人会否认。但这个问题发生在三百五十年前，黑人又占了美国人口的十分之一。这样复杂而困难的包袱，要把它脱下来，不可不考究技巧与态度。三百五十年来，美国大体在遵循正义、法律与秩序的原则、处理黑人问题，这就是我所说的“令人称赞”。正义、法律与秩序，是美国处理这个问题的主流，我们不可因为少数的纠纷而忽略了这一主流。试看一九六四年美国二十万人的华府大游行，其中三万白人参加，代表着的是“正义”；二十万人秋毫不犯，象征着的是“法律与秩序”。这种“非暴力运动”的技巧，这种缓进而理性的态...
010.台湾大学的新“十诫”.txt	1	keyword_line		台湾大学的新“十诫”
010.台湾大学的新“十诫”.txt	9	keyword_line		胡适之太太的干女儿的丈夫钱思亮所主持的堂堂国立台湾大学，十四年三个月来，已经闹出数不尽的黑暗事件。从贪污横行到舞弊四起，从校长的伪证信到文学院院长沈刚伯的意淫狂到理学院院长阮维周的毁损罪到法学院教务主任戴炎辉的职务图利罪到农学院教授陈华洲的杀人罪，……已经百孔千疮，说也说不完。至于最重要的学术研究的成绩一方面，十四年三个月来，更是可叹又可怜！——就一个大学的使命来说，这尤其是所有黑暗事件中最不可原谅的一项罪状！
