action	target	source_file	line_range	quote_or_candidate	reason
keep	LASHXJ-015	005.推荐《海国男儿》.txt	7-7	为了使我留下永远恶感的一个过去的回忆，我努力的要使跟我同样烦恼的人得到欢乐；我要使他们发生读书的兴趣，要使他们的兴趣不受到挫折而受到磨炼。我要刺激他们的兴趣，诉诸他们的心情，引动他们、把握他们，要他们到书本中去找求喜悦、找求安慰。	说明文学应引人读书，并在书中寻找喜悦与安慰。
keep	LASHXJ-016	005.推荐《海国男儿》.txt	11-11	漂泊东南天际间	借漂泊天涯意象写异地重逢旧书的身世感。
keep	LASHXJ-017	006.介绍《满宫残照记》.txt	39-39	太阿倒持	比喻权柄倒置，反受其害。
keep	LASHXJ-018	006.介绍《满宫残照记》.txt	47-47	我五游满宫，都在下午三时左右。其地在市廛之外，积雪笼罩了一切，车马之迹几绝、鸡犬之声无闻，固已寂寥如墟墓。其时又值冬天晷短，西边黯淡的斜日，格外映出一片凄凉景色。这些都正是象征了满洲国的末日，所以这书也就叫做《满宫残照记》了。	以积雪、斜日和残照写故宫末景。
keep	LASHXJ-019	006.介绍《满宫残照记》.txt	49-49	城廓崩毁，宫室倾覆……墙被蒿艾，巷罗荆棘。野兽穴于荒阶，山鸟巢于庭树	写城阙倾毁、荒草禽兽占据故地的兴亡之感。
keep	LASHXJ-020	007.《调查局研究》序.txt	57-57	得赵孟所贵于先，又遭赵孟所贱于后	以先贵后贱的转折写人生际遇翻覆。
keep	LASHXJ-021	007.《调查局研究》序.txt	57-57	就极刑而无愠色	写司马迁受刑后仍忍辱完成著述。
keep	LASHXJ-022	007.《调查局研究》序.txt	57-57	藏之名山	用以指著作完成后留存后世。
keep	LASHXJ-023	008.推荐《李宗仁回忆录》.txt	5-5	国破山河在	以山河犹在写离乱余景。
keep	LASHXJ-024	008.推荐《李宗仁回忆录》.txt	5-5	恨别鸟惊心	以惊心之鸟写别离之恨。
keep	LASHXJ-025	008.推荐《李宗仁回忆录》.txt	29-29	衣带渐宽终不悔	用以表示虽受困扰仍不后悔的坚持。
keep	LASHXJ-026	008.推荐《李宗仁回忆录》.txt	75-75	德胜才，谓之君子；才胜德，谓之小人。	以德才关系区分君子与小人。
keep	LASHXJ-027	008.推荐《李宗仁回忆录》.txt	95-95	为人意忌，外宽内深	以外表宽厚而内心深隐概括人物性格。
keep	LASHXJ-028	008.推荐《李宗仁回忆录》.txt	97-97	浑浑而有机心	以浑厚外貌与机心并存描写人物。
keep	LASHXJ-029	010.新版《军统内幕》缘起.txt	3-3	苦海无边，回头是岸	以苦海与彼岸比喻悔悟归正。
keep	LASHXJ-030	010.新版《军统内幕》缘起.txt	5-5	一与之齐，终身不改	写一旦同化便终身不再改变。
keep	LASHXJ-031	010.新版《军统内幕》缘起.txt	5-5	此度见花枝，白头誓不归	以白头与花枝对照，写去志已决。
keep	LASHXJ-032	010.新版《军统内幕》缘起.txt	5-5	前事不忘，后事之师	以往事作为后来人的鉴戒。
keep	LASHXJ-033	010.新版《军统内幕》缘起.txt	5-5	三纲实系命	以三纲系命概括旧伦理的约束力。
keep	LASHXJ-034	010.新版《军统内幕》缘起.txt	5-5	道义为之根	以道义为根概括新伦理的根基。
keep	LASHXJ-035	010.新版《军统内幕》缘起.txt	5-5	当仁不让	表示面对仁义之事应主动承担。
keep	LASHXJ-036	010.新版《军统内幕》缘起.txt	5-5	内省不疚	指自我反省而无愧怍。
keep	LASHXJ-037	010.新版《军统内幕》缘起.txt	5-5	闻义不能徙，不善不能改	以闻义不行、见过不改为圣人所忧。
keep	LASHXJ-038	010.新版《军统内幕》缘起.txt	7-7	天生此怪杰，可惜在台湾	以怪杰称许李敖，带有隔海相惜之意。
keep	LASHXJ-039	011.新印《厚黑教主传》述源.txt	3-3	我只能看中国书，但可惜都看完了，现已无书可看了。	以夸张口吻说传统书籍核心有限。
keep	LASHXJ-040	011.新印《厚黑教主传》述源.txt	3-3	中国书虽多，不过基本几十种而已，其他不过翻来覆去，东抄西抄。	指出群书浩繁而核心见解常相互转抄。
keep	LASHXJ-041	011.新印《厚黑教主传》述源.txt	7-7	其正若反	以反面笔锋表达正面意思。
keep	LASHXJ-042	011.新印《厚黑教主传》述源.txt	7-7	谏有五，吾从其讽。	强调讽谏在多种谏法中的可取。
keep	LASHXJ-043	013.《新官场现形记》序.txt	3-3	谴责小说之出特盛……揭发伏藏，显其弊恶，而于时政，严加纠弹。或更扩充，并及风俗。	概括谴责小说兴盛及揭发弊恶的范围。
keep	LASHXJ-044	013.《新官场现形记》序.txt	5-5	又熟知夫官之龌龊卑鄙之要凡、昏愦糊涂之大旨	说明作者熟悉官场龌龊与昏愦大旨。
keep	LASHXJ-045	013.《新官场现形记》序.txt	5-5	以含蓄蕴酿，存其忠厚；以酣畅淋漓，阐其隐微	概括以含蓄与酣畅并用的写作方法。
keep	LASHXJ-046	016.《侍卫长谈毛泽东》题记.txt	3-3	子治世之能臣，乱世之奸雄。	以治世与乱世两面概括人物才性。
keep	LASHXJ-047	016.《侍卫长谈毛泽东》题记.txt	5-5	侍从眼中无英雄（No man is a hero to his valet.）	以近身侍从视角消解英雄光环。
keep	LASHXJ-048	016.《侍卫长谈毛泽东》题记.txt	5-5	每个英雄终成厌物（Every hero becomes a bore at last.）	指出英雄形象久而久之也会令人厌倦。
keep	LASHXJ-049	017.《侍卫官谈蒋介石》题记.txt	5-5	人为其仆从所敬者，鲜矣。	说明朝夕近观之下，主人难长期被仆从敬仰。
keep	LASHXJ-050	017.《侍卫官谈蒋介石》题记.txt	5-5	Peu d'hommes ont este admirez parleurs domestiques.	表达少有人能被家中仆从敬仰。
keep	LASHXJ-051	017.《侍卫官谈蒋介石》题记.txt	5-5	Few men have been admired by their servants.	表达少有人能被身边仆从敬仰。
keep	LASHXJ-052	019.汪荣祖《章太炎研究》序.txt	7-7	这五十年是中国古文学的结束时期。做这个大结束的人物，很不容易得。恰好有一个章炳麟，真可算是古文学很光荣的结局了。	称章太炎为中国古文学结束时期的光荣结局。
keep	LASHXJ-053	019.汪荣祖《章太炎研究》序.txt	9-9	章炳麟是清代学术史的压阵大将	以压阵大将称章太炎的学术地位。
keep	LASHXJ-054	019.汪荣祖《章太炎研究》序.txt	9-9	这两千年中只有七八部精心结构，可以称做“著作”的书	强调真正精心结构的著作极少。
keep	LASHXJ-055	019.汪荣祖《章太炎研究》序.txt	11-11	虽千万人，吾往矣	以独往无畏表现道义勇气。
keep	LASHXJ-056	019.汪荣祖《章太炎研究》序.txt	17-17	一肚皮不合时宜	用以形容知识分子与世俗潮流不合。
keep	LASHXJ-057	001.写在居浩然《十论》的前面.txt	7-7	破釜沉舟	比喻下定决心，不留退路。
keep	LASHXJ-058	001.写在居浩然《十论》的前面.txt	27-27	克己为人	以克制私欲、成全他人概括德行。
keep	LASHXJ-059	001.写在居浩然《十论》的前面.txt	45-45	创业维艰	指出开创事业尤其艰难。
keep	LASHXJ-060	001.写在居浩然《十论》的前面.txt	65-65	生花妙舌	形容口才灵动而有感染力。
keep	LASHXJ-061	001.写在居浩然《十论》的前面.txt	73-73	夙夜匪懈	形容早晚勤勉，不敢懈怠。
keep	LASHXJ-062	004.介绍《紫禁城的黄昏》.txt	5-5	好学不倦	形容勤于学习而不知疲倦。
keep	LASHXJ-063	004.介绍《紫禁城的黄昏》.txt	45-45	置死生于度外	表示把生死置于考虑之外，专注尽责。
keep	LASHXJ-064	008.推荐《李宗仁回忆录》.txt	27-27	聊备鸿爪	以鸿爪比喻生命或写作过程中留下的片段痕迹。
keep	LASHXJ-065	008.推荐《李宗仁回忆录》.txt	27-27	发愤之作	指因困厄激发而完成的著作。
keep	LASHXJ-066	008.推荐《李宗仁回忆录》.txt	51-51	言人人殊	形容各人说法彼此不同。
keep	LASHXJ-067	008.推荐《李宗仁回忆录》.txt	67-67	覆巢之下，终无完卵	以鸟巢倾覆比喻整体覆亡下个体难以幸免。
keep	LASHXJ-068	008.推荐《李宗仁回忆录》.txt	87-87	天降大任	用以指重大使命降临于人。
keep	LASHXJ-069	009.我看《汪精卫传》.txt	9-9	义愤毕竟不能推进科学。	提醒研究不能只凭愤激情绪。
keep	LASHXJ-070	009.我看《汪精卫传》.txt	11-11	伊尹五就汤、五就桀，正在安人而已。	借伊尹事迹说明屈身出处以安人为本。
keep	LASHXJ-071	009.我看《汪精卫传》.txt	11-11	其能屈身以安人，如诸佛菩萨之行。	以菩萨行比喻屈身安人的胸怀。
keep	LASHXJ-072	011.新印《厚黑教主传》述源.txt	3-3	年轻时看书看不懂，我认为脑筋有毛病。现在看书看不懂，我认为书有毛病。	以年龄变化反转读书责任归因，带出读书眼光的成熟。
keep	LASHXJ-073	011.新印《厚黑教主传》述源.txt	7-7	发中国人所未发	称其议论能提出前人未曾道出的见解。
keep	LASHXJ-074	013.《新官场现形记》序.txt	5-5	有东方朔的谐谑、有淳于髡的滑稽	以东方朔、淳于髡概括谐谑滑稽的笔法。
keep	LASHXJ-075	019.汪荣祖《章太炎研究》序.txt	9-9	成一家言	指著述能自成体系和见解。
keep	LASHXJ-076	019.汪荣祖《章太炎研究》序.txt	17-17	众口铄金	比喻众人之言足以混淆视听、积毁成真。
exclude	modern-political-material	002.介绍《汪政权的开场与收场》.txt	3-13	汪政权相关原文与表白	现代政权史材料，不收政治语录
exclude	modern-political-poem	012.新版《政海秘辛》缘起.txt	3-3	毛泽东《蝶恋花》全文	革命悼亡词，不收政治语录
exclude	modern-case-material	020.安全局机密文件——《历年办理匪案汇编》序.txt	3-117	军法案件与社论材料	现代政治法律材料，整篇排除
