id	file	line_start	line_end	chapter	category	quote_text	source_or_origin	summary	notes	modern_political_flags
LACANS-033	001.中国艺术史一个断层的重建.txt	305	305	中国艺术史一个断层的重建	书家轶事	太宗朝，有王著学右军书，深得其法，侍书翰林。帝听政之余，留心笔札，数遣内侍持书示著，著每以为未善，太宗益刻意临学。又以问著，对如初。或询其意，著曰：‘书固佳矣，若遽称善，恐帝不复用意。’其后，帝笔法精绝，超越前古，世以为由著之规益也。	王辟之《渑水燕谈录》	王著以不遽称善促宋太宗继续临学的书法轶事。		
LACANS-034	002.《周越墨迹研究》序.txt	41	41	《周越墨迹研究》序	古文名句	山水有灵，亦当惊知己于千古！	郦道元《水经注》自叹	李敖借郦道元名句说明文物遇知己。		
LACANS-035	002.《周越墨迹研究》序.txt	41	41	《周越墨迹研究》序	鉴藏成句	文物有灵	古董逸闻	李敖借古董逸闻说周越墨迹有灵。		
LACANS-036	002.《周越墨迹研究》序.txt	273	273	《周越墨迹研究》序	书评	主客（周）越尤端严劲正，迹如星凤，仅此一观耳！	吴升《大观录》	吴升评周越跋端严劲正、迹如星凤。		
LACANS-037	002.《周越墨迹研究》序.txt	277	277	《周越墨迹研究》序	鉴定原则	有多少证据，说多少话，始为客观态度。	台北故宫说法	本书转引鉴定争论中的方法原则，校对后压缩为可独立引用的短句。		
LACANS-038	002.《周越墨迹研究》序.txt	405	405	《周越墨迹研究》序	书法鉴定文句	此外，此跋书法风格最大的特色，便在于其一波三折的波撇，此一特殊笔势最常见于黄庭坚之大行书，故周越此跋对于研究山谷书法者，已成为重要的范本。	王裕民《周越“王著千文跋”的重要性》	王裕民概括周越跋的波撇特征。		
LACANS-039	002.《周越墨迹研究》序.txt	421	421	《周越墨迹研究》序	鉴藏文句	这方“上阁图书”印乃是目前所见北宋最早的皇室收藏印，远早于徽宗宣和诸印。	王裕民《周越“王著千文跋”的重要性》	王裕民论“上阁图书”印的收藏史价值。		
LACANS-040	002.《周越墨迹研究》序.txt	429	429	《周越墨迹研究》序	鉴藏文句	周越此跋上所钤的“中书省印”，不但是世界仅存的北宋三省官印，更是宋朝存世最早的三省官印，此印珍贵处，自不待多言。	王裕民《周越“王著千文跋”的重要性》	王裕民论“中书省印”的独特价值。		
LACANS-041	002.《周越墨迹研究》序.txt	439	439	《周越墨迹研究》序	鉴藏文句	存世唯一周越真迹，今日所见最早的蜀素作品，保存了最早的宋代皇室收藏印和宋朝三省官印，从这几个“唯一”及“最早”的纪录，便可以使人充分感受到周越此跋的珍贵。	王裕民《周越“王著千文跋”的重要性》	王裕民总结周越跋在书法、材质、钤印上的价值。		
LACANS-042	002.《周越墨迹研究》序.txt	463	463	《周越墨迹研究》序	碑跋文句	忠州之功、巨之文、季展之书，皆当永其传，不独其书为可宝也。	尹洙《书禹庙碑阴》	尹洙记左瑾重刻禹庙碑时的保存理念。		
LACANS-043	002.《周越墨迹研究》序.txt	477	477	《周越墨迹研究》序	题跋	斯书冠世入妙，千古亡对，所谓尽善尽美邪？	周越跋《种放会真诗》	周越题跋中赞书法冠世入妙。		
LACANS-044	002.《周越墨迹研究》序.txt	485	485	《周越墨迹研究》序	鉴藏文句	我太宗秘阁图书之印，不满二寸，圈文皆细，上阁图书字印亦然。仁宗后，印经院赐经，用上阁图书，字大印粗文，若施于书画，占纸素字画，多有损于书帖。近三馆秘阁之印，文虽细，圈乃粗如半指，亦印损书画也。	米芾《书史》	米芾记秘阁、上阁图书印形制，并批评粗印损伤书画。		
LACANS-045	002.《周越墨迹研究》序.txt	599	599	《周越墨迹研究》序	书家自述	余拙于书，病余愈拙，近日求余文者多求余书，不得已力书以塞其请，然实非余之素志也。	欧阳玄自言	欧阳玄自谦其书并说明因文名而被求书。		
LACANS-046	002.《周越墨迹研究》序.txt	601	601	《周越墨迹研究》序	书评	玄行草略似苏文忠，而刚劲流畅，风度不凡，未易以专门之学一律议之。	《书史会要》	书史会要评价欧阳玄行草刚劲流畅。		
LACANS-047	002.《周越墨迹研究》序.txt	607	607	《周越墨迹研究》序	鉴藏批评	每得名迹，以印钤之，累累满幅，亦是书画一厄。譬如石卫尉以明珠精镠聘得丽人，而虞其他适，则黥面记之，抑且遍黥其体，使无完肤，较蒙不洁之西子，更为酷烈矣。	姜绍书评项元汴	姜绍书批评项元汴钤印太多，成为书画之厄。		
LACANS-048	002.《周越墨迹研究》序.txt	611	611	《周越墨迹研究》序	鉴藏批评	此与贾竖甲乙账簿何异？	姜绍书评项元汴	姜绍书讥项元汴在收藏品卷尾标价。		
LACANS-049	005.《冒巢民董小宛夫妇合璧卷真迹神品》说明.txt	7	7	《冒巢民董小宛夫妇合璧卷真迹神品》说明	人物书评	书法绝妙，喜作擘窠大字，人皆藏弆珍之。	《清史稿·冒襄传》	清史稿评冒襄书法。		
LACANS-050	005.《冒巢民董小宛夫妇合璧卷真迹神品》说明.txt	17	17	《冒巢民董小宛夫妇合璧卷真迹神品》说明	传记评语	巢民先生生多奇遇，而中年后屡悲死别，殆禅家所谓修福修慧，而未了愁缘者。顾色能伐性、忧能伤人，而先生独享大年。其以色寿者欤？抑以忧延龄者欤？	张明弼《董小宛传》跋	张明弼以两难式评冒襄的多情与长寿。		
LACANS-051	005.《冒巢民董小宛夫妇合璧卷真迹神品》说明.txt	33	33	《冒巢民董小宛夫妇合璧卷真迹神品》说明	诗	乱梳云髻下妆楼，尽室仓皇过渡头，钿盒金钗浑抛却，高家兵马在扬州。	吴梅村《题董白小像诗》	吴梅村题董小宛小像诗之一。		
LACANS-052	005.《冒巢民董小宛夫妇合璧卷真迹神品》说明.txt	33	33	《冒巢民董小宛夫妇合璧卷真迹神品》说明	诗	江城细雨碧桃村，寒食东风杜宇魂，欲吊薛涛怜梦断，墓门深更阻侯门。	吴梅村《题董白小像诗》	吴梅村题董小宛小像诗之一。		
LACANS-053	005.《冒巢民董小宛夫妇合璧卷真迹神品》说明.txt	45	45	《冒巢民董小宛夫妇合璧卷真迹神品》说明	骈语	薄如蝉纱、洁比云艳	冒襄《影梅庵忆语》	冒襄追忆为董小宛制轻衫时的形容。		
LACANS-054	005.《冒巢民董小宛夫妇合璧卷真迹神品》说明.txt	49	49	《冒巢民董小宛夫妇合璧卷真迹神品》说明	才艺评语	尝佐辟疆选《唐诗全集》，又另录事涉闺阁者续成一书，名为《奁艳》，又有手书《唐人绝句》一卷，落笔生姿	阮元《广陵纪事》	阮元记董小宛选诗、录书与书法才艺。		
LACANS-055	005.《冒巢民董小宛夫妇合璧卷真迹神品》说明.txt	51	51	《冒巢民董小宛夫妇合璧卷真迹神品》说明	诗	修竹青青乱草枯，留连西日影相扶，短墙微雾高城色，远树疏烟入画图。	董小宛《秋闺词》	李敖说明合璧卷时引用董小宛诗句。		
LACANS-056	006.李敖所藏中国美术精品图说.txt	3	3	李敖所藏中国美术精品图说	史传文句	四方乞诗文书画者，接踵于道，而富贵人不易得片楮。……外国使者道吴门，望里肃拜，以不获见为恨。文笔遍天下，门下士赝作者颇多，徵明亦不禁。	《明史》评文徵明	明史记文徵明诗文书画名满天下。		
LACANS-057	006.李敖所藏中国美术精品图说.txt	5	5	李敖所藏中国美术精品图说	诗	怪石足当老米拜，修竹定是王猷栽。磊落琼瑰雨洗出，团栾清影月移来。	吕潜自作绝句	李敖藏吕潜行书所写自作绝句。		
LACANS-058	006.李敖所藏中国美术精品图说.txt	7	7	李敖所藏中国美术精品图说	书家轶事	就坐取笔搦管，作御敌之状。半日一画，每成一字，必气喘数刻。	郑簠书法轶事	形容郑簠写字如作战的辛苦姿态。		
LACANS-059	006.李敖所藏中国美术精品图说.txt	7	7	李敖所藏中国美术精品图说	书家轶事	正襟危坐，肃然以恭。执笔在手，不敢轻下。下必迟迟，敬慎为之。	郑簠书法轶事	形容郑簠临池之敬慎。		
LACANS-060	006.李敖所藏中国美术精品图说.txt	7	7	李敖所藏中国美术精品图说	书评短句	谷口八分古今第一	朱彝尊评郑簠	朱彝尊称郑簠隶书为古今第一。		
LACANS-061	006.李敖所藏中国美术精品图说.txt	9	9	李敖所藏中国美术精品图说	治学格言	务为远大之业，则为益于天下后世甚大，补亡订误，识其小者，虽不无小补于世，其为益亦仅矣	李绂致全祖望	李绂劝全祖望治学当务远大。		
LACANS-062	006.李敖所藏中国美术精品图说.txt	9	9	李敖所藏中国美术精品图说	人物评语	渊博无涯涘，于书无不贯串。	评全祖望	概括全祖望学问渊博贯串。		
LACANS-063	006.李敖所藏中国美术精品图说.txt	11	11	李敖所藏中国美术精品图说	书论问句	问汝师哪一笔是古人？	翁方纲问戈仙舟	翁方纲质问刘墉书法继承古人之处。		
LACANS-064	006.李敖所藏中国美术精品图说.txt	11	11	李敖所藏中国美术精品图说	书论答语	我自成我书耳，问汝岳翁哪一笔是自己？	刘墉语	刘墉反问翁方纲，强调自成我书。		
LACANS-065	006.李敖所藏中国美术精品图说.txt	11	11	李敖所藏中国美术精品图说	书论	气骨膏润，纵横出入，非吾所难，难在有我则无古人，有古人则无我。奈何奈何？	刘墉致伊秉绶	刘墉论学古与有我之间的难处。		
LACANS-066	006.李敖所藏中国美术精品图说.txt	13	13	李敖所藏中国美术精品图说	书论	帖教人看，不教人摹，今人只是刻舟求剑，将古人书一一摹画如小儿写仿本，就便形似，岂复有我？	梁同书语	梁同书反对机械摹古。		
LACANS-067	006.李敖所藏中国美术精品图说.txt	13	13	李敖所藏中国美术精品图说	书论名句	学我者死，似我者俗。	李邕语	梁同书引用李北海语说明不可拘泥摹似。		
LACANS-068	006.李敖所藏中国美术精品图说.txt	13	13	李敖所藏中国美术精品图说	书家自述	尝言古书家皆有代者，我独无。盖不欲以伪欺人。	梁同书语	梁同书说明不愿由代笔欺人。		
LACANS-069	006.李敖所藏中国美术精品图说.txt	17	17	李敖所藏中国美术精品图说	书评	完白即出之后，三尺竖童仅解操笔，皆能为篆。	康有为《广艺舟双楫》	康有为论邓石如出后篆书风气大开。		
LACANS-070	006.李敖所藏中国美术精品图说.txt	17	17	李敖所藏中国美术精品图说	书评比喻	篆法之有邓石如，犹儒家之有孟子。	康有为《广艺舟双楫》	康有为以孟子比邓石如在篆法中的地位。		
LACANS-071	006.李敖所藏中国美术精品图说.txt	17	17	李敖所藏中国美术精品图说	联语	当局能肩天下事，读书深得古人心。	邓石如隶书联	邓石如书联中的抱负与读书境界。		
LACANS-072	006.李敖所藏中国美术精品图说.txt	19	19	李敖所藏中国美术精品图说	人物答语	老师只一愎字，何尝有刚？门生为师弟之谊，妄加一刚字耳！	洪亮吉语	洪亮吉答老师质问的机锋。		
LACANS-073	006.李敖所藏中国美术精品图说.txt	19	19	李敖所藏中国美术精品图说	诗句	平生豪气震寰区，事不惊人不丈夫	洪亮吉诗句	李敖引作洪亮吉真性情与豪气的写照。		
LACANS-074	006.李敖所藏中国美术精品图说.txt	23	23	李敖所藏中国美术精品图说	书评	朕兄成亲王，自幼精专书法，深得古人用笔之意，博涉诸家，兼工各体，数十年临池无间，近日朝臣文字之工书者，罕出其右。	清仁宗评成亲王	嘉庆皇帝评成亲王书法。		
LACANS-075	006.李敖所藏中国美术精品图说.txt	23	23	李敖所藏中国美术精品图说	书评	王得窥内府所藏，而自藏又甚富，故书法大备如是。大抵皆从帖中问津，未深究古碑耳。	杨翰《息柯杂著》	杨翰评成亲王帖学渊源与局限。		
LACANS-076	006.李敖所藏中国美术精品图说.txt	25	25	李敖所藏中国美术精品图说	书评短句	临池之工，天下莫及。	评铁保	李敖引用评铁保临池功力之语。		
LACANS-077	006.李敖所藏中国美术精品图说.txt	27	27	李敖所藏中国美术精品图说	人物赠语	所以老而不死者，以未读君诗耳！	袁枚评张问陶	袁枚初见张问陶时的推重语。		
LACANS-078	006.李敖所藏中国美术精品图说.txt	27	27	李敖所藏中国美术精品图说	书画评语	才情横轶，世但称其诗，而不知书画俱胜，书法放逸，近米海岳（米芾）	蒋宝龄《墨林今话》	蒋宝龄评张问陶诗书画兼胜。		
LACANS-079	006.李敖所藏中国美术精品图说.txt	27	27	李敖所藏中国美术精品图说	书画评语	书法险劲，画近徐青藤（徐文长），不经意处，皆有天趣	李元度《国朝先正事略》	李元度评张问陶书画有天趣。		
LACANS-080	006.李敖所藏中国美术精品图说.txt	29	29	李敖所藏中国美术精品图说	书论	作字之道，刚健、婀娜二者，阙一不可。	曾国藩日记	曾国藩论作字须兼刚健与婀娜。		
LACANS-081	006.李敖所藏中国美术精品图说.txt	31	31	李敖所藏中国美术精品图说	画评短句	用笔绵邈、骨秀神清	画史评张之万	画史评张之万山水用笔与风神。		
LACANS-082	006.李敖所藏中国美术精品图说.txt	35	35	李敖所藏中国美术精品图说	孟子成句	说大人，则藐之。	《孟子》	杨岘解释藐翁之号时引用。		
LACANS-083	006.李敖所藏中国美术精品图说.txt	35	35	李敖所藏中国美术精品图说	书评	晚年流于颓唐，款题行书尤为俗格	杨守敬评杨岘	杨守敬评杨岘晚年行书。		
LACANS-084	006.李敖所藏中国美术精品图说.txt	37	37	李敖所藏中国美术精品图说	书评短句	七分魏（碑）三分颜（鲁公）	评赵之谦书法	概括赵之谦书法取径。		
LACANS-085	006.李敖所藏中国美术精品图说.txt	37	37	李敖所藏中国美术精品图说	书评	气体靡弱。今天下多言北碑，而尽为靡靡之音，则撝叔之罪也	康有为评赵之谦	康有为批评赵之谦影响下北碑风气。		
LACANS-086	006.李敖所藏中国美术精品图说.txt	37	37	李敖所藏中国美术精品图说	书评短句	书家之乡愿	马宗霍评赵之谦	马宗霍批赵之谦书法的短语。		
LACANS-087	006.李敖所藏中国美术精品图说.txt	37	37	李敖所藏中国美术精品图说	书评比喻	一笑横陈，援之不能起，而亦自足动人	马宗霍评赵之谦	马宗霍以横陈难起比喻赵之谦书法。		
LACANS-088	006.李敖所藏中国美术精品图说.txt	39	39	李敖所藏中国美术精品图说	书评	归田以后，纵意所适，不受羁缚，亦时采北碑之华，遂自成家	马宗霍评翁同龢	马宗霍评翁同龢归田后书法自由自成家。		
LACANS-089	006.李敖所藏中国美术精品图说.txt	39	39	李敖所藏中国美术精品图说	书评	叔平相国书法不拘一格，为乾、嘉以后一人	徐珂评翁同龢	徐珂称翁同龢书法为乾嘉后一人。		
LACANS-090	006.李敖所藏中国美术精品图说.txt	39	39	李敖所藏中国美术精品图说	书评	松禅学颜平原，老苍之至，无一稚笔，同治、光绪间，推为天下第一	杨守敬评翁同龢	杨守敬评翁同龢书法老苍。		
LACANS-091	006.李敖所藏中国美术精品图说.txt	41	41	李敖所藏中国美术精品图说	人物评语	其学通博。……能书，摹钟鼎至精。工俪体，为箴铭之属，古奥耸拔，文如其人。	《清史稿》评杨守敬	清史稿评杨守敬学问与书法。		
LACANS-092	006.李敖所藏中国美术精品图说.txt	43	43	李敖所藏中国美术精品图说	书论短句	临气不临形	吴昌硕自言	吴昌硕论临石鼓文重在气而不拘形。		
LACANS-093	006.李敖所藏中国美术精品图说.txt	45	45	李敖所藏中国美术精品图说	诗句	委蜕大难求净土，伤心最是近高楼	陈宝琛《落花诗》	李敖引陈宝琛诗句表现遗老伤心。		
LACANS-094	006.李敖所藏中国美术精品图说.txt	47	47	李敖所藏中国美术精品图说	金石评语	文字奇古，尚在希腊以前四千年。	叶昌炽《缘督庐日记》	叶昌炽记张祖翼所得埃及残石文字。		
LACANS-095	006.李敖所藏中国美术精品图说.txt	69	69	李敖所藏中国美术精品图说	书评	所写章草，运笔雍容纯厚，骨肉停匀，不取一些奇险姿态。他虽是科举时期的一甲出身，但他的字，没有馆阁体的意味，而且写字全用好墨，更加衬托了字书的精神饱满润泽。	兰翁《近代的章草书家》	兰翁评郑沅章草雍容纯厚。		
LACANS-096	006.李敖所藏中国美术精品图说.txt	89	89	李敖所藏中国美术精品图说	画评	氏尝出入北海南宫，劲枝挺秀，画竹直追夏仲昭、吴仲圭、柯九思，上窥文湖州、赵吴兴。……非时彦之可望其项背者。	张大千评陈方画竹	张大千称赞陈方画竹的传承与高度。		
LACANS-097	006.李敖所藏中国美术精品图说.txt	101	101	李敖所藏中国美术精品图说	古文文句	宋人有为其君以象为楮叶者，三年而成，丰杀茎柯，毫芒繁泽，乱之楮叶之中，而不可别也。	《韩非子·喻老》	李敖借韩非子楮叶故事说明毫芒艺术。		
LACANS-098	006.李敖所藏中国美术精品图说.txt	103	103	李敖所藏中国美术精品图说	联语	尘书邀我共高阁；浊酒劝人归醉乡。	周懋泰隶书联	李敖藏周懋泰隶书对联。		
LACANS-099	006.李敖所藏中国美术精品图说.txt	105	105	李敖所藏中国美术精品图说	铭文	汉将军飞率精卒万人，大破贼首张郃于八濛，立马勒铭。	张飞《八濛山铭》	张飞《破张郃铭》铭文。		
LACANS-100	006.李敖所藏中国美术精品图说.txt	105	105	李敖所藏中国美术精品图说	金石评语	飞善画，工八分。此虽片羽一鳞，百世而下，犹得想见其擐甲倚马虎气腾上时也。	叶奕苞《金石录补》	叶奕苞评张飞铭及张飞书画。		
LACANS-101	006.李敖所藏中国美术精品图说.txt	115	115	李敖所藏中国美术精品图说	书画论	书画无款非病也。宋人无款而无印者甚多，凡院本而应制者皆无印无款。如马、夏诸公，或于下角偶于树石之无皴处，以小楷书名。	陆时化《书画说铃》	陆时化论书画无款并非缺陷。		
LACANS-102	006.李敖所藏中国美术精品图说.txt	115	115	李敖所藏中国美术精品图说	书画论	宋人书名不用印，用印不书名。见之黄山谷暨先渭南公。	陆时化《书画说铃》	陆时化论宋人书名与用印习惯。		
LACANS-103	007.许地山论书法.txt	5	5	许地山论书法	书论	许多人宣说书法是中国艺术的特别部门。其实真正的书家在历史上是可以屈指数出来的。	许地山《中国文字的将来》	许地山对书法艺术地位的怀疑。		
LACANS-104	007.许地山论书法.txt	5	5	许地山论书法	书论	文字的根本作用是表达意思，形相上的布置不过是书写材料、为纸帛、刀笔、墨汁等等关系，只要技术纯熟，写出来，教人认得它是什么，它的目的就是达到了。	许地山《中国文字的将来》	许地山从文字功能出发批评过度艺术化。		
LACANS-105	007.许地山论书法.txt	5	5	许地山论书法	艺术论	凡是艺术，必至有创作性，文字自古有定形，原不能说是创作。	许地山《中国文字的将来》	许地山以创作性为标准质疑书法艺术性。		
LACANS-106	007.许地山论书法.txt	7	7	许地山论书法	书论	一般求人‘墨宝’的多是与写字的人讲交情，并不是因为他们，对于文字有特别的鉴赏心。	许地山《中国文字的将来》	许地山批评求墨宝背后的社交心理。		
LACANS-107	007.许地山论书法.txt	7	7	许地山论书法	书论	许多人只喜欢名人字，和贵人字，尤是上款有自己的名号的。字既名贵，拥有的也跟着‘名贵’起来了。	许地山《中国文字的将来》	许地山讽刺名人字、贵人字的附庸心理。		
