source_file	line	text
001.没有窗，哪有“窗外”？.txt	526	我的答案是：如果“这一代青年的梦和希望”竟是花呀、草呀、月亮呀、“淡淡的哀愁”呀、妈妈的话呀、罪恶感呀、传统的性观念呀、皱眉呀、无助呀、吟诗呀、苍白呀……这一套的话，那么这本《窗外》的作者，显然是这些“梦和希望”的代言人。岂止是代言人，她还是他们的偶像，她的书是他们的经典。她在传统的集中营里面，为软弱的一代编织了新的文网，使他们更僵化了思想，走向了做顺民之路。这些“罪状”，又岂是善良的琼瑶想象得到的吗？
001.没有窗，哪有“窗外”？.txt	534	用“媚世”的写作来取得读者的“共鸣”，这是我们不敢领教的做法。据我所知，一个拿笔杆的人的责任，并不一定在投群众之所好。有时候，我们甚至该抨击群众，向他们棒喝，给他们指点，我们有时候要不相信什么“是非自有公论”等屁话，我们要自信，“公论”是老子们造出来的。老子们引导群众，影响他们，使他们追随我们去“人同此论”，去追求至善，这才是拿笔杆的人应有的抱负。有这种抱负的人，他不相信“人民的眼睛是雪亮的”等鬼话，因为这本是斯大林的鬼话。人民许多时候是愚蠢的、软弱的、盲目的，我们拿笔杆的人，对民众不能牺牲我们的信仰，降格取媚。相反的，我们反倒要诱导他们，使他们逐渐放弃愚蠢软弱与盲目，一同走向现代化的中国。
001.没有窗，哪有“窗外”？.txt	536	用这种尺度来测量今日的台湾文坛，我们不难看出到处都是向群众取媚的作品，这真是我们的大悲哀。琼瑶在这些人里面，是“取媚”得最成功的一位，所谓“那就是青年人的生活、青年人的感情、青年人的幻想，大家可以彼此有灵犀一点通，引起共鸣”。这是十足取媚的嘴脸，是我们实在无法忍受的怪论。
001.没有窗，哪有“窗外”？.txt	542	作为一个作品有“市场价格”的“作家”，琼瑶应该走出她的小世界，洗心革面，重新努力去做一个小世界外的写作者。她应该知道，这个世界，除了花草月亮和胆怯的爱情以外，还有煤矿中的苦工、有冤狱中的死囚、有整年没有床睡的三轮车夫，和整年睡在床上的要动手术才能接客的小雏妓……她该知道，这些大众的生活与题材，是今日从事文学写作者所应发展的新方向。从事这种题材的写作，它的意义，比一部个人的爱情小故事要大得多。一部斯托夫人的《黑奴吁天录》，可以引起一个南北战争；一部屠格涅夫的《猎人日记》，可以诱发一次农奴解放。真正伟大的文学作品，一定在动脉深处，流动着群众的血液。在思想上，它不代表改革，也会代表反叛。但在琼瑶的作品里，我们完全看不到这些。我们看到的只是私人小世界里的软弱，不但作品本身软弱，它还拐带着人们跟它一起软弱。恰像那英国诗人布雷克所写的：
001.没有窗，哪有“窗外”？.txt	552	够了，够了。我们不再需要软弱与苦恼的痕迹，不再需要软弱与苦恼的文学。时代已经苦够了我们，我们需要的，是阳刚、笑脸与活力。在三百四十三页的《窗外》中，江雁容平均每十页哭一次，再加上她妈妈的眼泪和康南的眼泪，已经“泪如雨下”了。我们怎么还吃得消？琼瑶如果非朝言情小说的路上走不可，那我也劝她多走走萨冈式的路线，而不要只走前期奥斯汀的路线。萨冈笔下的女娃儿，不像江雁容那样的诗词歌赋，甚至不读《罗亭》，也不读《忧愁夫人》，但是她们是活生生的现代女性，有热情、有勇气、有曲线、有伟大的灵魂，也有肉。我盼望在琼瑶的笔下，能够迟早涌出这种新时代的女性，不再“泪眼向花”，而去“笑脸上床”。如果这样，我们的时代，也就愈来愈光明了！
001.没有窗，哪有“窗外”？.txt	580	至于蒋芸和喻丽清呢？被“巍巍中华”“堂堂大国”的中华民国文坛捧为最有前途的散文家。然而，她们的作品给了群众些什么呢？除了给贾宝玉型的男人增添了一些美丽的“葬花词”以外；给林黛玉型的女人绣了几个“绣花包”以外！在战争边缘的台湾，实在挤不出“头一胎”又浓又醇的奶水，连又清又淡喂“满仔”的奶水都挤不出来。
001.没有窗，哪有“窗外”？.txt	586	在整个的文艺批评领域中，李敖的牛刀小试未必很正确，但他至少是试了一下，大胆地对闺秀派“将”了一“军”，这种大胆是值得赞扬的。这种大胆使闺秀派的预备队在惊慌中伸手“上相”，在惊慌中提笔写下：“何等的无知！何等的疯狂！何等的愚昧！”但有一点是清楚不过的，那就是闺秀派和泛道德主义的大小姐和二小姐，早已在瑞滨海水游泳场要男孩子大胆地教她们游泳了！这种欲脱怕光的水上嬉戏，要比唐玄宗和杨贵妃进步一百倍，不是李白那句“春风拂槛露华浓”所可形容的，不是泛道德主义者的笔所能“断流”的！
001.没有窗，哪有“窗外”？.txt	590	这段话用不着推敲、用不着思考、用不着放在照妖镜下面去照，明眼人一看就看出来所谓“错误”“痛苦”“代价”背后所隐藏着的传统思想的余渣，以及林黛玉型的落在金盘里都不发出声音的眼泪。作为一个时代儿女，一个在青春的激流里寻找生命真谛的人，如果不跳出痛苦的圈子，不付出一点聪敏人认为傻瓜的代价，在人生的途程上将永远夺不到锦标！永远拿不到金牌！
001.没有窗，哪有“窗外”？.txt	618	对于十几年来台湾文坛的作品，我只在一干“卫道者”的“义务宣传”之下，看过小半本郭良蕙女士所写的《心锁》。郭女士为了这部书，丟了写作协会的会籍，“正人君子”群起而攻之，骂她“下流”“无耻”。我不信邪，偏要看看它“败坏名教”到什么程度。于是，忍痛花了八元新台币在台中的旧书摊上买到一本。原来论露骨它不及《查泰莱夫人的情人》，论含蓄不及陈定山先生的《五十年代》（我是在《中央日报》的连载栏里，游目所及，正好看到华子鱼和还珠灯花一熄，便已玉种蓝田的那一段）。格调低下，文字粗俗，以言文艺，少说点，起码还差孙猴子一个筋斗云那样远的距离。我看未及半（另外一大半实在没有兴趣再看下去了，只好自认倒霉，把它填了字纸篓），似乎已能意会出郭女士写这书的心理，即一方面她想迎合一般读者的“低级趣味”，以她的“大牌”来写一本这样的书，必能刺激读者的胃口，造成畅销，狠狠地捞上一票；另一方面，她又没有力量真正冲破“礼教”的堤防，不敢“离谱”得太远，怕遭受传统的鞭挞而致无所容身。像这样粗制滥造、藏头露尾的玩意儿，原不值得多加理睬，让它自生自灭好了。偏有一些“完人”“圣（读如剩）人”，和“贤（读如嫌）人”硬要去揭发它、贬斥它，以致像我这样本来不想看的人，也正在好奇心的冲动下，给抓了一次大头，真是冤哉！枉也！闲话表过，言归正传。
001.没有窗，哪有“窗外”？.txt	630	话说回来，江雁容的妈妈，既然充当了传统的“刽子手”，活生生地腰斩了三个人的幸福，像这样罪大恶极的愚行，还有什么可以原谅的。然而，蒋芸先生却写道：“父母基于爱而加以管束，因而引发的行为，无论如何是无可厚非的。”又说：“没有一个父母不喜欢自己的儿女过得很好。”蒋先生这个论点，太泛了，显然还是中了“天下无不是的父母”这一谬误前提的毒。我且提出四点来向蒋先生请教。
001.没有窗，哪有“窗外”？.txt	632	一、所谓“管束”，是对不正当的行为而言。像江雁容那样一个十八九岁的大闺女，各方面都已达于成熟，已经具备了被人爱和爱人的充足条件，她精神上需要异性的爱情，乃是天经地义的事。而她之爱上康南，只要别人不把她当“摇钱树”，去钓“金王八”，她便绝未妨害任何人的利益，也不侵犯任何人的权利，用得着什么管束？
001.没有窗，哪有“窗外”？.txt	640	儒家学说，过分夸大了父母给予子女的恩义，浸假形成一种“泛孝主义”的文化。在这一文化笼罩之下，子女都成了父母的债务人，而且永远偿还不清。在这一文化笼罩之下，“埋儿奉母”列入了《二十四孝图》（现在本省民间还看得到这张图）之一。现在李敖先生拾古人（王充、孔融等）牙慧，站出来主张“父母于子无恩论”，蒋芸先生不赞成。
001.没有窗，哪有“窗外”？.txt	646	“这个轨，一方面统治者用它来控制人心，镇压社会，从而巩固他们既得的利益；另一方面，孔、孟之徒则用它来排斥‘邪魔外道’，建立学术、思想上‘唯我独尊’的偶像。”就这样，大家都做了“君要臣死，不得不死；父要子亡，不得不亡”的“忠臣”“孝子”。就这样，我们这个社会，是循着这一条环形的轨道，在那里兜了二千多年的圈子，而永远走不出迷宫的。有些西方学者说：“东方文化，是一静止的文化。”孔、孟之徒对此不能也不敢置一词。为什么？一、事实俱在，不容否认。二、他们对内虽然顽强，对外却太脆弱。他们是外强中干。
001.没有窗，哪有“窗外”？.txt	666	实在说李敖是没有资格来鉴赏、批判自由中国作家们的作品的。凭他这个台大历史系科班出身的考证脑筋，压根就看不懂也写不出像於梨华的《扬子江头几多愁》、琼瑶的《菟丝花》和你的《两片云》般脱尘绝俗、虚无缥缈的作品。如果他要写，充其量也只能写些《扬子江头几多人淹死？》《菟丝有花没有？》（据我的生物学常识，菟丝是无花植物。）《两种文化的取舍？》等“酸臭文章”。花呀！云呀！愁呀！等远离现实人生的美丽意境，在这个被哲学、语意学、逻辑学折磨坏了的李敖是感受不到的。偏偏他在搅他的“文化太保”勾当搅得昏头涨脑、魂不守舍之余，又要以“行家”姿态出现来指点你们这些大作家走出“窗外”，真可说是“狗拿耗子，多管闲事”。孔老夫子说“不在其位，不谋其政”，李敖在与老年人争“棒子”未得逞时又来和你们作家作对，激怒了这么多人，看样子他是难逃过“自作孽，不可活”的命运了。
001.没有窗，哪有“窗外”？.txt	668	李敖除了本身不具有灵性、不懂得欣赏、也写不出像你们“砌满辞藻”内容“丰富曲折”的作品外，他自己的文字也堪称拙劣，拙劣到和民初鲁迅一样粗俗、尖刻。但是，奇怪的是他居然能以他“卑劣的”“嘻笑怒骂”的文字而“暴得大名”，并且“拥有了许多的读者”，又赢得了“那些人的拍掌叫好声”。而这些“拍掌叫好声”，显然又比你们这些名作家们得到的要多而响亮，真是气人不过。据我读遍李敖著作，分析这恶人所以得势的原因，综合几点提供你作为下一次攻击他时的参考。“知己知彼，百战百胜”，这对你一定会有许多帮助：
001.没有窗，哪有“窗外”？.txt	686	许多问题要深切的反省才能觉悟，如果我们承认今日的文坛是一座象牙塔、是一间暗室，我们便该有勇气走出来。象牙塔外是什么？象牙塔外是一片光辉灿烂的世界。象牙塔外的道路该怎么走？我们应该开拓我们写作的领域、增加我们写作的题材，把我们的笔投向社会的每一阶层、每一角落，写出“除花草月亮和胆怯的爱情外”，更多人生真实生活的一面。这些人生活中并没有那么多属于爱情的烦恼，但他们却生活在最真实的人生中：生育呀！疾病呀！贫穷呀！死亡呀！这便是他们的生活。他们并不生活在夜总会、歌台舞榭里，他们更不会终日冥想什么花、草、月亮，他们没有忧郁，却有烦恼、烦恼今日的米粮。没有梦却有盼望，盼望明日仍有生存的力量。对于这些有血有肉的人——那些妓女、码头苦力、住在违章建筑及低级军眷区中的女人孩子们，有谁去关心过他们如何在生活？他们的灵魂可也曾得过抚慰和滋养？我们应该用文字表现出我们这个社会的阴暗和龌龊；用文字启发隐藏在我们大众生活中许多不为人重视的问题。我们的文字应该写出时代的苦难和光明、刻画群众的悲泣与欢呼。而不必如你所说的“顺着小说的畅销性”，而用欺世的手法写那些剑侠、神怪、侦探的新神话和新童话，以致令沈刚伯、朱汇森、萨孟武、赵兴中、郑振华等童心未泯的学者名流亦爱之不舍（见《中央日报》1965年7月2日第四版《你爱看武侠小说吗？》），更不可用“媚世”的手法写那些远离现实人生的“彷徨的”“强说愁的”“如烟云梦幻般的”的新梦话派爱情小说，而使得广大无知的青年跟着一块做梦。
001.没有窗，哪有“窗外”？.txt	688	爱情故事不是不该写，要写便该放弃那些“老掉大牙”的落伍的“摸摸手便脸红耳赤”“被他看一眼，便可以回家不吃饭不睡觉想上三天三夜”的陈旧观念，而去做“大胆的爱情”的描写，多刻画灵与肉的人性问题。“肉欲的问题”并非如你所说的“放浪形骸”，而该是你所说的“深刻而严肃”的问题；离开了肉，哪有灵？离开了欲，哪有情？不顾肉欲而只追求灵的爱情，在同性恋者尚不易如此“纯洁”，何况是从亚当、夏娃犯“罪”后生下的子女呢？恋爱的本质便是性的吸引，感情和爱欲不但不是“几乎不能分开”，而是根本分不开的；歌德说：“恋爱是将自己的生命与另一个生命融合在一起。”这融合的力量如果不是借着彻底的做爱，又何能达到融合的境地呢？中国人说“一夜夫妻百日恩”。不经过“夫妻”一番，又何来百日之“恩”呢？（在这里，我并非提倡男女的滥交与做爱，只是想针对你对“爱情”的观念，在它的本质上做一番澄清而已。）灵的追求其最后目的必为肉的结合，就像我们囤积食物的目的不外乎吃它而已，没有人会积满了食粮却宁可饿死而不吃它。当然，也没有为了灵的纯洁，宁可自渎而不肯双方“合作”一下的道理。
001.没有窗，哪有“窗外”？.txt	694	理性！理性！我们的社会、我们的父母欠缺的便是它。我们的作家、我们的读者该追求的也就是它。记起法国大革命时代罗兰夫人的那句名言：“自由，自由，多少罪恶假你之名而行。”不由得让我们警惕那些错用和滥用“理性”的人们，将带给我们何样悲惨的命运！一个不能分辨是非、曲直、真伪、善恶的真貌、观念模糊、思路不清的人，是没有资格站在群众中间讲话和写作的。蒋小姐以及更多的作家们，我劝你们都学李敖，先读历史，再读哲学，更学会许多思索和分析问题的能力，澄清你们的观念，拋下你们那支软弱无力的笔，锻炼刚强不屈的臂力。否则，“我虽不杀伯仁，伯仁因我而死”，历史将为你们替盲目大众所造下的恶果，记上一笔永远无法逃避的谴责了。
001.没有窗，哪有“窗外”？.txt	718	不过这种分派者忘记了他自己也是一派。虽然他们只有三两个，是少数，可是他们似乎也有一个立场，就是专门和人家唱反调。你说男女恋爱应走正路，要慎重，他们就主张无条件，无界限的乱爱、“杂交”；你讲“礼”，他们竟高叫“我不知道这个‘礼’是他妈的什么？”你在广阔的人生中自由选择题材，他们却特在强调写黑暗面和特殊生活的重要意义，他们说写“苦工”、“死囚”、“小雏妓”，才是“新方向”……这样总是和人来抬杠、唱反调的人，无以名之，名之曰“反派”。而李某者，反派小生也。
001.没有窗，哪有“窗外”？.txt	720	这一派有一点长处，就是会骂人。他们从“窗外”骂到窗内，从“鸳鸯蝴蝶”骂到“新闺秀”，从“之乎者也”骂到“广播剧”……在他们看来，今日中国文坛，是一间“黑洞洞的暗室”，没有光，没有热，没有一篇文章，一部小说，一个剧，一首诗可看；照他们的说法，他们自己出版的东西也该包括在内。他们骂得很刻毒而下流，什么“狗屁”、“他妈的”这类话，常见其“文章”中。就这点看来，他们这一派，也可称为“王婆派”，王婆骂鸡，出语不凡。
001.没有窗，哪有“窗外”？.txt	764	琼瑶乃名教授陈致平先生之女公子，凤凰其小名也，有夙慧，自幼即善属文。致平先生现与余均任教新加坡南洋大学，夫人与余颇相得。岁初，琼瑶省亲来此邦，余始得遍读其著作，叹为一代奇才。乃忽闻有妄人故加推毁，心甚不平，赋此二诗慰之。
001.没有窗，哪有“窗外”？.txt	766	绝代才华陈凤凰，宝刀出冶已如霜。白诗捜访来胡贾，左赋传钞遍洛阳。自古文章有真价，岂因群吠损毫芒？客窗快读三千牍，贮待新编再举觞。
001.没有窗，哪有“窗外”？.txt	768	喜摩老眼看奇才，海外相逢亦快哉。贤母即今常接席，云鸿他日盼重来。华年卓就人争羡，慧业前生世共猜。寰宇文坛无我份，愿君彩笔一争回！
001.没有窗，哪有“窗外”？.txt	774	（问）李敖怎么在文章中自称老子？
001.没有窗，哪有“窗外”？.txt	776	（答）如果你不愚昧，“老子”与你何干？
001.没有窗，哪有“窗外”？.txt	826	最后谈到小说搬上银幕的问题，琼瑶认为国联的《菟丝花》，要比中影的《婉君表妹》的成绩好，据她解释说：“菟丝花大致还保持着原作的精神，但是婉君表妹被改的可就太多了。”她虽然不愿意对这两部片子的成绩作任何评语，但是她却说比较喜欢《菟丝花》。
001.没有窗，哪有“窗外”？.txt	878	李敖影音E书QQ群578505007：不自由的自由（wjm_tcy）、Jeff Ao、天花乱坠联合制作！
002.开窗以后.txt	9	不过这种分派者忘记了他们自己也是一派。虽然他们只有三两个人，是少数，可是他们似乎也有一个立场，就是专门和人家唱反调。你说男女恋爱应走正路、要慎重，他们就主张无条件、无界限的乱爱、“杂交”；你讲“礼”，他们竟高叫：“我不知道这个‘礼’是他妈的什么？”你在广阔的人生中自由选择题材，他们却特在强调写黑暗面和特殊生活的重要意义，他们说写“苦工”“死囚”“小雏妓”，才是“新方向”……这样总是和人来抬杠、唱反调的人，无以名之，名之曰“反派”。而李某者，反派小生也。
002.开窗以后.txt	13	这一派有一点长处，就是会骂人。他们从《窗外》骂到窗内、从“鸳鸯蝴蝶”骂到“新闺秀”、从“之乎者也”骂到“广播剧”……在他们看来，今日中国文坛，是一间“黑洞洞的暗室”，没有光、没有热，没有一篇文章、一部小说、一个剧、一首诗可看；照他们的说法，他们自己出版的东西也该包括在内。他们骂得很刻毒而下流，什么“狗屁”“他妈的”这类话，常见其“文章”中。就这点看来，他们这一派，也可称为“王婆派”，王婆骂鸡，出语不凡。
002.开窗以后.txt	35	凤兮所谓的“洗心革面”，原来如下——
002.开窗以后.txt	75	琼瑶乃名教授陈致平先生之女公子，凤凰其小名也，有夙慧，自幼即善属文。致平先生现与余均任教新加坡南洋大学，夫人与余颇相得。岁初，琼瑶省亲来此邦，余始得遍读其著作，叹为一代奇才。乃忽闻有妄人故加摧毁，心甚不平，赋此二诗慰之。
002.开窗以后.txt	77	绝代才华陈凤凰，宝刀出冶已如霜。白诗搜访来胡贾，左赋传钞遍洛阳。自古文章有真价，岂因群吠损毫芒？客窗快读三千牍，贮待新编再举觞。
002.开窗以后.txt	79	喜摩老眼看奇才，海外相逢亦快哉。贤母即今常接席，云鸿他日盼重来。华年卓就人争羡，慧业前生世共猜。寰宇文坛无我份，愿君彩笔一争回！
002.开窗以后.txt	83	这种骂狗式的文字，不但在台湾有，在海外也有，海外的报刊我没特权引，只好转引有特权引的如下，据《文星与李敖》一书，有这样的文字——
002.开窗以后.txt	95	《传统下的独白》《历史与人像》《胡适研究》《胡适评传》《为中国思想趋向求答案》《文化论战丹火录》《教育与脸谱》等书，我敢相信是《文星丛刊》中最畅销的几册，有人将李敖戏称为萧孟能手上第一张王牌，事实上不无道理。
002.开窗以后.txt	103	这实在是回可惜的事。从他近四五年来所写的文章中，李敖予我的印象，是个“横眉冷对千夫指”的男子汉，他与人辩论时容或偶会过火些，但却言必有物，逻辑分明，不像若干“愤怒青年”辈，但知愤怒一番，而实际上不知所谓。
002.开窗以后.txt	117	女厕臭了，应该洗刷，这是天公地道的事；但堂堂男子汉，不合一声不响就冲去替它洗个干净。这洗刷的责任，应由其他较合适的人选担起，“洗女厕的男人”这名词，无论如何总是不太好听的。
