id	decision	source_file	line_start	line_end	quote_text	category	reason
LAZWJ-026	keep	015.《政治家》开“李敖答问”专栏缘起.txt	5	5	不言之教	老子名句	李敖承接古语说明沉默之教，保留道家成语。
LAZWJ-027	keep	015.《政治家》开“李敖答问”专栏缘起.txt	19	19	崑山之圃，到处如是璆琳琅玕	章太炎书信名句	李敖说明章太炎学问丰赡时引用，保留典雅比喻。
LAZWJ-028	keep	015.《政治家》开“李敖答问”专栏缘起.txt	15	15	如鲁失宝玉大弓耳！	典故化用	章太炎挖苦胡适时的典故化语，保留。
LAZWJ-029	keep	015.《政治家》开“李敖答问”专栏缘起.txt	23	23	吉光片羽	传统成语	李敖形容胡适谈吐遗存，保留成语。
LAZWJ-030	keep	015.《政治家》开“李敖答问”专栏缘起.txt	35	35	生不逢时	传统成语	李敖自述时代错位时使用，保留成语本身。
LAZWJ-031	keep	015.《政治家》开“李敖答问”专栏缘起.txt	35	35	相见恨晚	传统成语	李敖反转“相见恨早”前先用常语，保留。
LAZWJ-032	keep	015.《政治家》开“李敖答问”专栏缘起.txt	35	35	相见恨早	李敖化用成语	李敖用以写时代错位，保留为化用成语。
LAZWJ-033	keep	015.《政治家》开“李敖答问”专栏缘起.txt	35	35	回向	佛教用语	文中明指《华严经》的回向心境，保留宗教典故词。
LAZWJ-034	keep	015.《政治家》开“李敖答问”专栏缘起.txt	37	37	举世誉之而不加劝，举世非之而不加沮	庄子名句	李敖用以写不随毁誉而动，保留古典名句。
LAZWJ-035	keep	015.《政治家》开“李敖答问”专栏缘起.txt	37	37	虽千万人，吾往矣！	孟子名句	李敖用以写特立独行气概，保留古典名句，周边政党例证不入表。
LAZWJ-036	keep	015.《政治家》开“李敖答问”专栏缘起.txt	37	37	立德、立功、立言	左传名句	李敖引用三不朽成说，保留古典名句。
LAZWJ-037	keep	015.《政治家》开“李敖答问”专栏缘起.txt	41	41	只此两家，别无分号	传统俗语	李敖说明文章刊发去处时借用俗语，保留非政治化表达。
