id	source_file	line_start	line_end	category	quote_text	source_or_origin	summary	notes
LAGMDCS-011	011.教国民党怎样收干儿子.txt	23	23	儒家成句	不孝有三，无后为大	《孟子·离娄上》相关成句	李敖引用传统孝道成句，说明宗族继嗣压力。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-012	011.教国民党怎样收干儿子.txt	29	29	古文成句	神不歆非类，民不祀非族。	陈淳《立异姓论》	李敖引宋人古文，说明继嗣以同族为正的观念。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-013	011.教国民党怎样收干儿子.txt	29	29	古文成句	阳若有继，而阴已绝矣！	陈淳《立异姓论》	李敖引古文，写异姓继嗣表面有继、实则已绝。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-014	011.教国民党怎样收干儿子.txt	35	35	古文引文	称无子而养人子者，自谓同族之亲，岂施于异姓？今世行之甚众，是谓逆人伦昭穆之序，违经典绍继之义也。	杜佑《通典》引范甯与谢安书	李敖引用古文，说明古人反对以异姓为嗣的理由。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-015	011.教国民党怎样收干儿子.txt	65	65	古文释义	以外置而合宜者，故今人谓假父曰义父，假子曰义子、义女。	翟灝《通俗篇》引谢肇淛《文海披沙》	李敖引用古书释义，解释义父、义子、义女等称谓。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-016	011.教国民党怎样收干儿子.txt	65	65	古文释义	自外人而非正者曰义，义父、义儿、义兄、义弟、义服之类是也。	洪迈《容斋随笔》	李敖引用洪迈释义，解释“义”作非正出之称。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-017	011.教国民党怎样收干儿子.txt	71	71	家训	切勿轻纳异姓，更恐将来改移，反成怨衅	徐三重《家则》	李敖引用明人家训，警告不可轻易收养异姓子。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-018	011.教国民党怎样收干儿子.txt	85	85	史评古文	世道衰，人伦坏，而亲疏之理反其常	欧阳修《义儿传》相关评语	李敖摘引欧阳修立传重点，说明亲疏伦理反常。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-019	013.谁炸了《中央日报》？.txt	65	65	寓言名句	所有的礼物我都收下了，但从你的口里，我不敢收任何东西。	伊索寓言	李敖转引伊索寓言句子，写对有毒来源的警惕。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-020	013.谁炸了《中央日报》？.txt	97	97	孟子成句	明足以察秋毫而不见舆薪	《孟子·梁惠王上》相关成句	李敖摘引孟子成句，写能察小而不能见大。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-021	013.谁炸了《中央日报》？.txt	115	115	俗语	种瓜得瓜，种豆得豆	中文俗语	李敖引用因果式俗语，说明种下什么就收获什么。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-022	015.国民党有狷者吗？.txt	13	13	儒家名句	不得中行而与之，必也狂狷乎！狂者进取，狷者有所不为也。	《论语·子路》	李敖引用孔子论狂狷的原句，说明狷者有所不为。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-023	015.国民党有狷者吗？.txt	13	13	史传成句	不能从俗	《后汉书·范冉传》相关成句	李敖摘引史传短语，说明狷者不随俗流。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-024	015.国民党有狷者吗？.txt	13	13	外文经典译文	Since I cannot get men pursuing the due medium, to whom I might communicate my instructions，I must find the ardent and the cautiously-decided. The ardent will advance and lay hold of truth；the cautiously-decided will keep themselves from what is wrong.	James Legge 英译《论语》	李敖转引理雅格英译，解释狂者与狷者的两种人格。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-025	016.别让国民党占了便宜又卖乖.txt	11	11	诗句化用	好将轻侠藏亡命	谭嗣同《狱中题壁》相关诗句	李敖摘引诗句，写轻侠藏匿亡命者的旧诗意象。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。 仅收诗句意象本体，不收同段政治犯、党外人士、暴力案与现代司法攻防叙述。
LAGMDCS-026	016.别让国民党占了便宜又卖乖.txt	11	11	文学典故	望门投止	张俭典故；谭嗣同诗句相关	李敖摘引典故，写危急时投靠他门求庇护。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。 仅收典故本体，不收同段政治犯、党外人士、暴力案与现代司法攻防叙述。
LAGMDCS-027	017.国民党的“空诸所有”与“实诸所无”.txt	3	3	佛教居士格言	但愿空诸所有，慎勿实诸所无。	庞居士临终名言	李敖引用庞居士名言，说明有无之间的立身态度。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-028	024.国民党的报应.txt	7	7	译诗名句	挂帆沧海，风波茫茫，或沦无底，或达仙乡。	严复《天演论》译英国诗句	李敖引用严复译诗，写无底与仙乡之间的命运抉择。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-029	024.国民党的报应.txt	9	9	佛教俗语	放下屠刀，便可立地成佛	中文佛教俗语	李敖摘引佛教俗语，写弃恶从善即可成佛的说法。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-030	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	79	79	古礼注疏	将冠者，采衣，紒（束发、结发也）。	《仪礼注疏》	李敖引用古礼注疏，解释束发、结发。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-031	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	79	79	古礼注疏	锦束发，皆朱锦也。紒即结发。	《仪礼注疏》注	李敖引用注疏文字，说明锦束发与紒的含义。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-032	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	79	79	古礼文句	束发而就大学。	《大戴礼》	李敖引古礼文句，说明束发与成童入学。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-033	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	305	305	外文格言译句	及时的一针可省九针	英语谚语 A stitch in time saves nine	李敖指出这是英语日用格言的译句。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-034	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	305	305	宗教/外文格言译句	唯信仰可以移山	Faith moves mountains；圣经相关成句	李敖指出这是西方普通格言而非个人原创。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-035	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	305	305	外文格言译句	做错事是人之常情	英语格言 To err is human	李敖指出这是英语中流传的普通格言。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
LAGMDCS-036	028.驳国民党检察官林天麟和国民党大员秦孝仪.txt	307	307	成语格言	人同此心，心同此理	中文成语格言	李敖摘出常见成语格言，说明人心与道理相通。	首轮从严收入：《国民党臭史》以现代党史、党国宣传、司法/军政、反共复国、爆炸暗杀、选举外交和人物攻防为主体；现代政党、政权、政府机关、领袖、军政、革命、反共/反攻/复国、统独、民主自由人权、司法整肃、暴力恐怖与宣传攻防语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、成语俗语、家训、宗教/文学典故、外文格言和非政治生活格言。
