id	decision	category	quote_text	source_or_origin	source_file	line_start	line_end	summary	notes
LAHS-011	keep-first-pass	中文成语	大惊小怪	传统成语	001.打倒胡秋原谎话的二十个例子.txt	109	109	本书在相关章节使用或引录“大惊小怪”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-012	keep-first-pass	中文成语	莫名其妙	传统成语	001.打倒胡秋原谎话的二十个例子.txt	113	113	本书在相关章节使用或引录“莫名其妙”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-013	keep-first-pass	中文成语	别有用心	传统成语	001.打倒胡秋原谎话的二十个例子.txt	133	133	本书在相关章节使用或引录“别有用心”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-014	keep-first-pass	中文成语	毫不相干	传统成语	001.打倒胡秋原谎话的二十个例子.txt	133	133	本书在相关章节使用或引录“毫不相干”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-015	keep-first-pass	中文熟语	将无作有	中文熟语	001.打倒胡秋原谎话的二十个例子.txt	133	133	本书在相关章节使用或引录“将无作有”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-016	keep-first-pass	中文熟语	乱扯一通	中文熟语	001.打倒胡秋原谎话的二十个例子.txt	133	133	本书在相关章节使用或引录“乱扯一通”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-017	keep-first-pass	中文熟语	神智不清	中文熟语	001.打倒胡秋原谎话的二十个例子.txt	133	133	本书在相关章节使用或引录“神智不清”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-018	keep-first-pass	中文成语	瞒天过海	传统成语	001.打倒胡秋原谎话的二十个例子.txt	207	207	本书在相关章节使用或引录“瞒天过海”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-019	keep-first-pass	中文成语	一笔抹杀	传统成语	001.打倒胡秋原谎话的二十个例子.txt	229	229	本书在相关章节使用或引录“一笔抹杀”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-020	keep-first-pass	中文成语	鲁莽孤行	传统成语	001.打倒胡秋原谎话的二十个例子.txt	237	237	本书在相关章节使用或引录“鲁莽孤行”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-021	keep-first-pass	中文成语	心劳日绌	传统成语	001.打倒胡秋原谎话的二十个例子.txt	237	237	本书在相关章节使用或引录“心劳日绌”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-022	keep-first-pass	中文成语	白纸黑字	传统成语	001.打倒胡秋原谎话的二十个例子.txt	271	271	本书在相关章节使用或引录“白纸黑字”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-023	keep-first-pass	中文熟语	信笔舞文弄墨	中文熟语	001.打倒胡秋原谎话的二十个例子.txt	271	271	本书在相关章节使用或引录“信笔舞文弄墨”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-024	keep-first-pass	中文成语	张冠李戴	传统成语	001.打倒胡秋原谎话的二十个例子.txt	271	271	本书在相关章节使用或引录“张冠李戴”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-025	keep-first-pass	中文成语	石破天惊	传统成语	001.打倒胡秋原谎话的二十个例子.txt	317	317	本书在相关章节使用或引录“石破天惊”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-026	keep-first-pass	中文成语	断章取义	传统成语	001.打倒胡秋原谎话的二十个例子.txt	337	337	本书在相关章节使用或引录“断章取义”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-027	keep-first-pass	中文熟语	如法泡制	中文熟语	001.打倒胡秋原谎话的二十个例子.txt	353	353	本书在相关章节使用或引录“如法泡制”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-028	keep-first-pass	中文成语	昭然若揭	传统成语	001.打倒胡秋原谎话的二十个例子.txt	375	375	本书在相关章节使用或引录“昭然若揭”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-029	keep-first-pass	中文成语	自欺欺人	传统成语	001.打倒胡秋原谎话的二十个例子.txt	375	375	本书在相关章节使用或引录“自欺欺人”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-030	keep-first-pass	中文成语	信口开河	传统成语	001.打倒胡秋原谎话的二十个例子.txt	387	387	本书在相关章节使用或引录“信口开河”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-031	keep-first-pass	中文成语	大相径庭	传统成语	001.打倒胡秋原谎话的二十个例子.txt	397	397	本书在相关章节使用或引录“大相径庭”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-032	keep-first-pass	中文成语	大言欺人	传统成语	001.打倒胡秋原谎话的二十个例子.txt	397	397	本书在相关章节使用或引录“大言欺人”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-033	keep-first-pass	中文成语	偷天换日	传统成语	001.打倒胡秋原谎话的二十个例子.txt	397	397	本书在相关章节使用或引录“偷天换日”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-034	keep-first-pass	中文熟语	大惑特惑	中文熟语	001.打倒胡秋原谎话的二十个例子.txt	437	437	本书在相关章节使用或引录“大惑特惑”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-035	keep-first-pass	古典成句	顾左右而言他	《孟子》成句	001.打倒胡秋原谎话的二十个例子.txt	465	465	本书在相关章节使用或引录“顾左右而言他”，保留其可独立检索的古典成句性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-036	keep-first-pass	古典诗句	奇文共欣赏，疑义相与析	陶潜《移居》	001.打倒胡秋原谎话的二十个例子.txt	475	475	本书在相关章节使用或引录“奇文共欣赏，疑义相与析”，保留其可独立检索的古典诗句性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-037	keep-first-pass	中文成语	口口声声	传统成语	001.打倒胡秋原谎话的二十个例子.txt	485	485	本书在相关章节使用或引录“口口声声”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-038	keep-first-pass	中文成语	含沙射影	传统成语	001.打倒胡秋原谎话的二十个例子.txt	491	491	本书在相关章节使用或引录“含沙射影”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-039	keep-first-pass	中文成语	移花接木	传统成语	001.打倒胡秋原谎话的二十个例子.txt	497	497	本书在相关章节使用或引录“移花接木”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-040	keep-first-pass	中文成语	翻云覆雨	传统成语	001.打倒胡秋原谎话的二十个例子.txt	501	501	本书在相关章节使用或引录“翻云覆雨”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-041	keep-first-pass	中文成语	仁义道德	传统成语	001.打倒胡秋原谎话的二十个例子.txt	521	521	本书在相关章节使用或引录“仁义道德”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-042	keep-first-pass	中文成语	同舟共济	传统成语	001.打倒胡秋原谎话的二十个例子.txt	521	521	本书在相关章节使用或引录“同舟共济”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-043	keep-first-pass	中文成语	同归于尽	传统成语	001.打倒胡秋原谎话的二十个例子.txt	523	523	本书在相关章节使用或引录“同归于尽”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-044	keep-first-pass	李敖式仿成语	许冠李戴	仿“张冠李戴”	002.五点感慨.txt	5	5	本书在相关章节使用或引录“许冠李戴”，保留其可独立检索的李敖式仿成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-045	keep-first-pass	中文成语	只字不提	传统成语	002.五点感慨.txt	5	5	本书在相关章节使用或引录“只字不提”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-046	keep-first-pass	中文成语	今古奇观	传统成语	002.五点感慨.txt	21	21	本书在相关章节使用或引录“今古奇观”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-047	keep-first-pass	中文成语	啼笑皆非	传统成语	002.五点感慨.txt	21	21	本书在相关章节使用或引录“啼笑皆非”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-048	keep-first-pass	中文熟语	不值一驳	中文熟语	003.控告胡秋原、石永贵诽谤.txt	3	3	本书在相关章节使用或引录“不值一驳”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-049	keep-first-pass	中文成语	此起彼落	传统成语	003.控告胡秋原、石永贵诽谤.txt	3	3	本书在相关章节使用或引录“此起彼落”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-050	keep-first-pass	中文成语	空前绝后	传统成语	003.控告胡秋原、石永贵诽谤.txt	3	3	本书在相关章节使用或引录“空前绝后”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-051	keep-first-pass	中文成语	提要钩玄	传统成语	003.控告胡秋原、石永贵诽谤.txt	3	3	本书在相关章节使用或引录“提要钩玄”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-052	keep-first-pass	中文熟语	无法胜数	中文熟语	003.控告胡秋原、石永贵诽谤.txt	3	3	本书在相关章节使用或引录“无法胜数”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-053	keep-first-pass	中文熟语	一翻两瞪眼	中文熟语	003.控告胡秋原、石永贵诽谤.txt	3	3	本书在相关章节使用或引录“一翻两瞪眼”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-054	keep-first-pass	中文成语	不知所云	传统成语	004.驳胡秋原的一个状子.txt	29	29	本书在相关章节使用或引录“不知所云”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-055	keep-first-pass	中文熟语	不值一辩	中文熟语	004.驳胡秋原的一个状子.txt	29	29	本书在相关章节使用或引录“不值一辩”，保留其可独立检索的中文熟语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-056	keep-first-pass	中文成语	胡搅蛮缠	传统成语	004.驳胡秋原的一个状子.txt	29	29	本书在相关章节使用或引录“胡搅蛮缠”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-057	keep-first-pass	中文成语	纲举目张	传统成语	005.控告胡秋原、梁肃戎诽谤.txt	65	65	本书在相关章节使用或引录“纲举目张”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-058	keep-first-pass	古典成句	侜张为幻	传统成语	005.控告胡秋原、梁肃戎诽谤.txt	65	65	本书在相关章节使用或引录“侜张为幻”，保留其可独立检索的古典成句性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
LAHS-059	keep-first-pass	中文成语	有识之士	传统成语	007.驳法官蔡尊五、廖宏明、郑淑贞.txt	97	97	本书在相关章节使用或引录“有识之士”，保留其可独立检索的中文成语性质。	首轮保守收录：《李敖好讼集》为胡秋原、《中央日报》、法院与媒体纠纷密集文本；现代党政口号、政治史判断、司法诉求、机关法条、判例定义、人物攻防和意识形态语录不收；仅保留句子本身可独立检索的成语、俗语、古典成句、文学引文、称谓典故和少量文法格言。
