id	source_file	line_start	line_end	present	political_hits	quote_text
LAGMDYJ-022	009.国民党与国泰诈财.txt	27	27	yes		孝亲、养亲、显亲
LAGMDYJ-023	011.国民党细姨史.txt	91	91	yes		十步芳草，洵可嘉许
LAGMDYJ-024	011.国民党细姨史.txt	103	103	yes		一朝权在手，便把令来行
LAGMDYJ-025	011.国民党细姨史.txt	143	143	yes		鸿案相庄
LAGMDYJ-026	011.国民党细姨史.txt	143	143	yes		坤德济以贞恒
LAGMDYJ-027	013.国民党怎样杀人老婆？.txt	65	65	yes		千算万算，不如天算
LAGMDYJ-028	014.国民党与营妓.txt	519	519	yes		我只有‘爱钱’，没有爱人。
LAGMDYJ-029	014.国民党与营妓.txt	525	525	yes		有钱的王八大三辈！
LAGMDYJ-030	014.国民党与营妓.txt	527	527	yes		当兵三年，老母猪看做貂蝉
LAGMDYJ-031	014.国民党与营妓.txt	541	541	yes		火烧眉毛，只顾眼下
LAGMDYJ-032	014.国民党与营妓.txt	545	545	yes		泛爱众而肏人
LAGMDYJ-033	014.国民党与营妓.txt	551	551	yes		怜惜枕边红粉 记取故国佳人
LAGMDYJ-034	014.国民党与营妓.txt	553	553	yes		把握欢乐高潮 莫惹终身遗憾
LAGMDYJ-035	014.国民党与营妓.txt	585	585	yes		暮春三月，江南草长，莺花乱飞
LAGMDYJ-036	014.国民党与营妓.txt	587	587	yes		只此一家，别无分号
LAGMDYJ-037	014.国民党与营妓.txt	595	595	yes		有钱八字开，无钱莫进来
LAGMDYJ-038	014.国民党与营妓.txt	597	597	yes		蝗虫过境
LAGMDYJ-039	014.国民党与营妓.txt	607	607	yes		戏子无义，婊子无情
LAGMDYJ-040	014.国民党与营妓.txt	607	607	yes		一妻当关，万夫莫敌
LAGMDYJ-041	014.国民党与营妓.txt	623	623	yes		满纸荒唐言，心中泪一把
LAGMDYJ-042	014.国民党与营妓.txt	639	639	yes		唯本色英雄，方能至此；是可怜儿女，何必苛求。
LAGMDYJ-043	015.国民党与“私窑子”.txt	7	7	yes		好像圆锹，人可休息，工作器具不能休息。
LAGMDYJ-044	016.国民党“军中乐园”及其他.txt	21	21	yes		孔雀东南飞
LAGMDYJ-045	016.国民党“军中乐园”及其他.txt	21	21	yes		孔雀为何东南飞，而不西北飞
LAGMDYJ-046	016.国民党“军中乐园”及其他.txt	21	21	yes		亮躬耕陇亩，好为《梁父吟》。身长八尺，每自比于管仲、乐毅，时人莫之许也。
LAGMDYJ-047	016.国民党“军中乐园”及其他.txt	21	21	yes		西北有高楼
LAGMDYJ-048	016.国民党“军中乐园”及其他.txt	21	21	yes		诸葛亮乃音乐家
LAGMDYJ-049	017.国民党与老兵之一.txt	121	121	yes		老兵永远不死，他们只是凋谢。（Old soldiers never die；they just fade away.）
LAGMDYJ-050	020.国民党与老兵之四.txt	29	29	yes		暮投石壕村，有吏夜捉人
LAGMDYJ-051	020.国民党与老兵之四.txt	51	51	yes		子弹没眼，上天有眼
LAGMDYJ-052	020.国民党与老兵之四.txt	99	99	yes		哀矜勿喜
LAGMDYJ-053	020.国民党与老兵之四.txt	101	101	yes		此水本自清，是谁搅令浊？
LAGMDYJ-054	020.国民党与老兵之四.txt	127	127	yes		不畏死，奈何以死惧之？
LAGMDYJ-055	022.国民党的酷吏.txt	3	3	yes		扰者酷吏非庸人
LAGMDYJ-056	022.国民党的酷吏.txt	5	5	yes		天下之刖者多矣！
LAGMDYJ-057	022.国民党的酷吏.txt	5	5	yes		踊贵而履贱
LAGMDYJ-058	022.国民党的酷吏.txt	5	5	yes		刖其右足
LAGMDYJ-059	022.国民党的酷吏.txt	5	5	yes		刖其左足
LAGMDYJ-060	022.国民党的酷吏.txt	7	7	yes		赭衣半道
LAGMDYJ-061	022.国民党的酷吏.txt	7	7	yes		赭衣满道
LAGMDYJ-062	022.国民党的酷吏.txt	7	7	yes		赭衣塞路
LAGMDYJ-063	022.国民党的酷吏.txt	11	11	yes		父老苦秦苛法久矣！
LAGMDYJ-064	022.国民党的酷吏.txt	11	11	yes		律令凡三百五十九章，大辟四百九条，千八百八十二事，死罪决事比万三千四百七十二事。文书盈于几阁，典者不能遍睹。
LAGMDYJ-065	022.国民党的酷吏.txt	11	11	yes		三章之法不足以御奸
LAGMDYJ-066	022.国民党的酷吏.txt	11	11	yes		与父老约，法，三章耳
LAGMDYJ-067	022.国民党的酷吏.txt	13	13	yes		极知禹无害，然文深，不可以居大府。
LAGMDYJ-068	022.国民党的酷吏.txt	19	19	yes		今之狱吏（司法官）上下相驱，以刻为明，深者获功名，平者多后患。
LAGMDYJ-069	022.国民党的酷吏.txt	21	21	yes		本来无事只畏扰，扰者才吏非庸人。
LAGMDYJ-070	022.国民党的酷吏.txt	21	21	yes		刀笔吏不可做公卿
LAGMDYJ-071	022.国民党的酷吏.txt	25	25	yes		古之知法者能省刑，本也；今之知法者不失有罪，末矣！
LAGMDYJ-072	022.国民党的酷吏.txt	25	25	yes		今之听狱者，求所以杀之；古之听狱者，求所以生之。
LAGMDYJ-073	022.国民党的酷吏.txt	25	25	yes		囹圄成市
LAGMDYJ-074	023.国民党对付异己的法子.txt	5	5	yes		最后一根草，压垮骆驼背（The last straw breaks the camel’s back.语出 John Ray 的 English Proverbs）。
LAGMDYJ-075	025.国民党与印.txt	19	19	yes		怖其河汉无极
LAGMDYJ-076	025.国民党与印.txt	19	19	yes		两军相接战甫交，纷纷鸟兽空营逃。弃官脱剑无人惜，只幸腰间印未失。
LAGMDYJ-077	025.国民党与印.txt	19	19	yes		其人书痴，非吾意中人
LAGMDYJ-078	025.国民党与印.txt	19	19	yes		清客材也……浮躁嗜进
LAGMDYJ-079	025.国民党与印.txt	19	19	yes		有将军慷慨来渡辽，飞鞭跃马夸人豪。平时搜集得汉印，今作将印悬在腰。
LAGMDYJ-080	027.国民党李登辉当选的第三种谎话.txt	7	7	yes		谎话、可恶的谎话和统计学（There are three kinds of lies；lies, damned lies, and statistics）。
LAGMDYJ-081	028.国民党与走狗.txt	17	17	yes		老师既然斋蚊，因何又打他？
LAGMDYJ-082	028.国民党与走狗.txt	17	17	yes		他吃过又来吃，我所以打他。
LAGMDYJ-083	028.国民党与走狗.txt	23	23	yes		我欲九原为走狗
LAGMDYJ-084	028.国民党与走狗.txt	23	23	yes		徐青藤门下走狗郑燮
LAGMDYJ-085	029.国民党与种猪.txt	9	9	yes		场上歌舞，局外指点，知三百年之基业，隳于何人？败于何事？消于何年？歇于何地？
LAGMDYJ-086	029.国民党与种猪.txt	9	9	yes		私君、私臣、私恩、私仇，南朝无一不私，焉得不亡？
LAGMDYJ-087	029.国民党与种猪.txt	15	15	yes		男盗女娼
LAGMDYJ-088	029.国民党与种猪.txt	15	15	yes		仁义道德
LAGMDYJ-089	030.别把国民党的无知，当成国民党的宽大.txt	23	23	yes		苟存性命于乱世，又能闻达于诸侯
