decision	id	source_file	line_range	category	risk_in_quote	quote_text	reason
keep	LAGMG-018	012.十字街头筑隐居.txt	17-17	西方诗句	no	I strove with none, for none was worth my strife.	信中引用 Landor 诗句表达不与人争。
keep	LAGMG-019	012.十字街头筑隐居.txt	27-29	李敖自作诗	no	燕雀安能识鸿鹄？与虎谋皮终子虚！\n人莫我知归去耳，十字街头筑隐居。	十字街头筑隐居的自作诗之一。
keep	LAGMG-020	012.十字街头筑隐居.txt	33-35	李敖自作诗	no	大风起兮眉飞扬，老子本是狂中狂，\n单将白眼睥奴子，独留傲骨坦东床。	十字街头筑隐居的自作诗之二。
keep	LAGMG-021	012.十字街头筑隐居.txt	39-45	签诗	no	英雄一旦困当阳\n保主奋威出战场\n履险如夷真虎将\n单枪匹马保无伤	信中转录抽得的签诗。
keep	LAGMG-022	012.十字街头筑隐居.txt	61-67	佛教偈句	no	有情来下种，\n因地果还生，\n无情亦无种，\n无性亦无生。	信中引用因地果还生的佛书偈句。
keep	LAGMG-023	013.所谓“黄色”.txt	11-11	李敖处世格言	no	不该以成败及效果衡量哪件事该做哪件事不该做。	反对只用成败效果衡量行为。
keep	LAGMG-024	014.明归何处.txt	13-15	英文电影台词	no	Here today.\nWhere tomorrow？	信中引用电影台词写及时行乐感。
keep	LAGMG-025	014.明归何处.txt	23-23	李敖人生格言	no	不论在任何情形下，我永远赞成幽默和穷开心，莞尔一笑，庸何伤乎？	赞成幽默与穷开心的生活态度。
keep	LAGMG-026	015.小舟之逝，从此始矣！.txt	21-23	诗句	no	知音苟不存，\n已矣何所悲。	信中引用知音不存何所悲的诗句。
keep	LAGMG-027	015.小舟之逝，从此始矣！.txt	31-33	传统联语	no	唯大英雄能本色，\n是真名士自风流。	信中引用英雄本色、名士风流的联语。
keep	LAGMG-028	015.小舟之逝，从此始矣！.txt	37-37	李敖处世格言	no	合则留，不合则去，光明磊落，难进而易退，绝不为女人而折腰	以不折腰概括取舍态度。
keep	LAGMG-029	017.过渡时期的爱情观.txt	17-17	李敖爱情格言	no	睁开眼睛去看女人于恋爱之前，也睁开眼睛于恋爱之时，更睁开眼睛于恋爱（垮台）之后。	强调恋爱前中后都要保持清醒。
keep	LAGMG-030	017.过渡时期的爱情观.txt	31-31	李敖情感格言	no	“恨”是力量，有时比“爱”还大	以恨的力量对照爱的力量。
keep	LAGMG-031	018.譬如赤子.txt	11-11	孟子成句	no	不失其赤子之心	信中借孟子语谈成人仍保赤子之心。
keep	LAGMG-032	020.真正的自由恋爱者.txt	11-11	古典典故	no	三号而出	信中以秦失三号而出说明超世俗反应。
keep	LAGMG-033	020.真正的自由恋爱者.txt	11-11	庄子典故	no	鼓盆而歌	信中以庄周鼓盆而歌说明超世俗反应。
keep	LAGMG-034	020.真正的自由恋爱者.txt	11-11	传统成语	no	太上忘情	信中用来形容达观的爱情境界。
keep	LAGMG-035	020.真正的自由恋爱者.txt	19-19	李敖思想格言	no	不能实行的理论是站不住的	反对不能实行的空理论。
keep	LAGMG-036	020.真正的自由恋爱者.txt	21-21	古典成句	no	刚亦不吐，柔亦不茹	信中用来形容不欺弱不畏强的英雄气。
keep	LAGMG-037	021.只消捡起一块石头.txt	5-5	李敖人生格言	no	何物传统，胆敢阻老子一意孤行!	以戏谑句表达对传统拘束的反抗。
keep	LAGMG-038	021.只消捡起一块石头.txt	9-9	李敖处世格言	no	与不能“交通”者，夫复何言哉！	把不可沟通者不必多言推成文言句。
keep	LAGMG-039	021.只消捡起一块石头.txt	11-11	李敖处世格言	no	视其人如不见，听其言如不闻	以无言方式应对凡俗攻击。
keep	LAGMG-040	021.只消捡起一块石头.txt	15-15	古典诗句	no	群籁虽参差 适我无非新	信中引用王羲之诗句。
keep	LAGMG-041	021.只消捡起一块石头.txt	35-35	思想超人化，行为俗人化	no	我现在大力行“思想超人化，行为俗人化。”或说：	李敖致马戈信
keep	LAGMG-042	021.只消捡起一块石头.txt	45-45	英文格言	no	Be ready to die tomorrow, but live as if you live forever!	信中宣传及时生活的英文格言。
keep	LAGMG-043	022.桃花路上.txt	5-7	电影台词译句	no	桃花路上没好处，\n只有坟来只有墓。	信中引用电影中的桃花路句。
keep	LAGMG-044	022.桃花路上.txt	13-13	电影台词译句	no	人生可纪念之日愈多愈好	信中转述电影中的人生纪念日句。
keep	LAGMG-045	022.桃花路上.txt	17-17	李敖思想格言	no	一码事是一码事，不可代换也不可转移	反对把不同情绪与观念相互代换。
keep	LAGMG-046	023.寡情如此.txt	7-13	李敖打油诗	no	一、不能“交通”者，\n与之尚何言？\n当记马戈语，\n闭口可“免谈”。	写不能交通者不必多言的打油诗之一。
keep	LAGMG-047	023.寡情如此.txt	15-21	李敖打油诗	no	二、谈将污吾口\n休作狮子吼。（吾人思路高卓，人又热烈，佛言作狮子吼，吾人当之无愧。）\n许由是吾师，\n掩耳快步走。	写不与俗人多言的打油诗之二。
keep	LAGMG-048	023.寡情如此.txt	25-25	佛教典故	no	如优昙钵华，时一现耳	信中借佛言写昙花一现。
keep	LAGMG-049	023.寡情如此.txt	25-25	成语典故	no	昙花一现	由佛经优昙钵华引出的成语。
keep	LAGMG-050	023.寡情如此.txt	27-29	宋词句	no	孤光自照，\n肝胆皆冰雪！	信中引用张孝祥词句写肝胆冰雪。
keep	LAGMG-051	023.寡情如此.txt	31-31	古典诗句	no	用心霜雪间，不必条蔓绿	信中引用或化用霜雪间句写硬汉气。
keep	LAGMG-052	023.寡情如此.txt	35-35	李敖人生短语	no	昙花哲学	以昙花只开一次概括一种人生姿态。
keep	LAGMG-053	023.寡情如此.txt	39-39	儒家成句	no	礼失求诸野	信中借孔子语说明旧友保存往事。
keep	LAGMG-054	023.寡情如此.txt	39-39	李敖套语	no	己失求诸故	由礼失求诸野套出的自嘲句。
keep	LAGMG-055	023.寡情如此.txt	39-39	古文名句	no	后之视今，犹今之视昔	信中以《兰亭集序》句说明后来人看今日。
keep	LAGMG-056	025.笑尽世间可笑人.txt	3-9	李敖自作诗	no	老马寄来一近照，\n胖胖脸蛋咪咪笑，\n笑尽世间可笑人，\n最后笑向我李敖。	教师节醒后写给马戈的小诗。
keep	LAGMG-057	027.为前信进一解.txt	15-15	老子名句	no	不见可欲，其心不乱	信中借老子句说明减少刺激。
keep	LAGMG-058	027.为前信进一解.txt	15-15	传统兵法格言	no	善战者不战	信中用来说明最坚强者不轻用坚强。
keep	LAGMG-059	028.“捐书谢俗议”.txt	5-7	古典诗句	no	蛟龙随波游，耻与鱼鳖计。\n击剑歌商声，捐书谢俗议。	信中引用刘敞诗中四句的后半。
keep	LAGMG-060	028.“捐书谢俗议”.txt	9-9	处世格言	no	非常之谤，不动于心，过人之侮，不形于色	以不理俗议说明傲岸自洁。
keep	LAGMG-061	030.口占打油诗.txt	3-9	李敖打油诗	no	昔日宏祥今马戈\n丘八大爷不好惹\n满面红光扬长去\n汉子三条送行者	送行朋友归去时口占的打油诗。
keep	LAGMG-062	033.多变反复.txt	7-9	李敖改写诗	no	台北高雄长千里，\n不及三君送我情。	信中改写马戈寄来的李白诗意。
keep	LAGMG-063	035.女人如牙刷.txt	15-21	李敖自作诗	no	冲决人间烦恼网，\n如今我是乐天派，\n人不我知我不愁，\n你说奇怪不奇怪？	写冲决烦恼网后的乐天派。
keep	LAGMG-064	036.“成佛安可不读经？”.txt	5-5	李敖自作诗	no	“任侠可致血滴子，使酒方成丹邱生，汉子成圣在修炼，成佛安可不读经？”	逻辑课上写给马戈的三诗之一。
keep	LAGMG-065	036.“成佛安可不读经？”.txt	9-9	李敖自作诗	no	“千层浪里出好汉，酒色财气造英雄，百尺楼头劈小阁，伸出脑袋治新经。”	逻辑课上写给马戈的三诗之二。
keep	LAGMG-066	036.“成佛安可不读经？”.txt	13-13	李敖自作诗	no	“众生失足在沟壑，我辈岂可泣路穷？寄语南北二老友：‘出山要比在山清’！”	逻辑课上写给马戈的三诗之三。
keep	LAGMG-067	042.成诗数首.txt	5-19	李敖自作诗	no	当年初至看瀑布，\n水复山重迷失路。\n前度老子今再来，\n世变浮云已非故。\n流水呜咽若为情，\n万语千言空自诉。\n白练如雪下丛山，\n一泻往史无归处。	成诗数首之一。
keep	LAGMG-068	042.成诗数首.txt	23-25	李敖自作诗	no	千山飞急瀑，相看气何如？\n泉水清可饮，不必“大茶壶”。	成诗数首之二。
keep	LAGMG-069	042.成诗数首.txt	35-41	李敖自作诗	no	芝麻大小事，一笑可了之，\n吾本忘情者，向不费心机，\n老眼空四海，哈哈又嘻嘻，\n无人能愁我，包括赵依依。	成诗数首之四。
keep	LAGMG-070	042.成诗数首.txt	45-51	李敖自作诗	no	相望默无语，\n去去复何言？\n劳燕从此逝，\n漂泊转冥頑。	成诗数首之五。
keep	LAGMG-071	042.成诗数首.txt	55-61	李敖自作诗	no	上帝所造皆鼠子，\n抬头我欲笑天公，\n冷眼白尽世间相，\n漠然无语傲群生。	成诗数首之六。
keep	LAGMG-072	043.非“痴”.txt	7-11	马戈诗句	no	“只要前面有——\n娉婷的身影，和\n一掠飘逸的秀发。”	信中评论马戈来诗的几句。
keep	LAGMG-073	043.非“痴”.txt	21-21	古典人物语	no	智伯以国士待我，故以国士报之！	信中借豫让说明知己相待。
keep	LAGMG-074	043.非“痴”.txt	21-21	古典成句	no	士为知己者死	信中由豫让故事引出知己者死。
keep	LAGMG-075	043.非“痴”.txt	25-31	诗经句	no	投我以木桃，\n报之以琼瑶。\n匪报也，\n永以为好也。	信中引用投我以木桃、报之以琼瑶三章。
keep	LAGMG-076	043.非“痴”.txt	37-37	儒家成句	no	以德报怨	信中提到孔子反对以德报怨。
keep	LAGMG-077	043.非“痴”.txt	37-37	儒家成句	no	报以“直”	信中提到孔子主张以直报怨。
keep	LAGMG-078	043.非“痴”.txt	45-45	电影台词译句	no	你对我的念头只不过是狂想，是你发明的！	信中引用电影台词批评爱情狂想。
keep	LAGMG-079	045.非“痴”又一章.txt	19-19	现代人物妙语	no	与其长期闹头痛，还不如干脆昏倒一次。	信中引用林语堂在南洋大学的妙语。
keep	LAGMG-080	045.非“痴”又一章.txt	21-21	马戈默思录语	no	能够认识一切价值都是肯定了假定之后，你才能透视许多问题，达到高度的客观。	信中引用马戈默思录中的价值判断句。
keep	LAGMG-081	045.非“痴”又一章.txt	45-45	人生快乐的条件之一在“时时有个自己感兴趣的问题想研究”。	no	请你速烦宏武为我将此题译成德文寄来，越快越好。此题吾颇饶兴趣，连日搜求材料，动手动脚，身心颇有安顿处。人生快乐的条件之一在“时时有个自己感兴趣的问题想研究”。你说：“……旧的幻影不消，也不是件好事，也许应该忙些。……”此论甚是。	李敖致马戈信
keep	LAGMG-082	046.蛋炒饭.txt	41-41	南亩耕，东山卧，世态人情经历多，闲将往事思量过，贤的是他，愚的是我，争甚么？	no	南亩耕，东山卧，世态人情经历多，闲将往事思量过，贤的是他，愚的是我，争甚么？	关汉卿《四块玉》
keep	LAGMG-083	047.又是诗.txt	5-11	李敖自作诗	no	来信勿提“侠”，\n提“侠”太肉麻，\n人家天上飞，（——远渡重洋）\n你却地上爬。（——匍伏前进）	《又是诗》中李敖所作。
keep	LAGMG-084	048.女孩子哪里有这么大的抗酵素？.txt	19-21	李敖词	no	哈哈笑声里，六十八岁来到，看你白头少年，一点都不老。\n寿星说话不妨多，喝酒可要少，不然太太晓得，那可不得了！	写给胡适六十八岁生日的词。
keep	LAGMG-085	050.一封没写完的信.txt	7-7	儒家成句	no	行有余力则以学文	信中引《论语》句谈学文与谋生。
keep	LAGMG-086	050.一封没写完的信.txt	7-7	李敖文化短语	no	文化商人	以文化商人概括经营与文化事业结合。
keep	LAGMG-087	050.一封没写完的信.txt	17-17	传统成句	no	取之不伤廉	信中用于说明赚钱行业须不伤廉。
keep	LAGMG-088	051.跋《给马戈的五十封信》.txt	3-5	近代诗句	no	十年以后当思我，\n举国若狂欲语谁？	跋文开头所引梁启超诗。
keep	LAGMG-089	051.跋《给马戈的五十封信》.txt	17-17	李敖友情语录	no	十年的友情像一颗逐渐暗淡的小星，我们只有靠可怜的“心灵感应”，去维持它的余光了。	跋文中写与马戈友情渐淡的比喻句。
