action	target	source_file	line_range	quote_or_candidate	reason
keep	LAFT9018-045	012.20000111《中国青年报》专访李敖.txt	25-25	他年轻时不敢做一个激进派，（因为）怕年老时变成一个保守派。	以年轻与年老的立场变化作反讽。
keep	LAFT9018-046	012.20000111《中国青年报》专访李敖.txt	49-49	精神是万古长青的	以精神长青区别一时观念。
keep	LAFT9018-047	012.20000111《中国青年报》专访李敖.txt	123-123	重温旧梦其实是一个错误。过去的就把它存在心里算了。	以旧梦存心中说明不必重温。
keep	LAFT9018-048	012.20000111《中国青年报》专访李敖.txt	147-147	世事多因忙里错，好人半是苦中来。	以忙中错和苦中来勉人。
keep	LAFT9018-049	012.20000111《中国青年报》专访李敖.txt	147-147	哭哭啼啼没出息，你生气呕气也没出息。	提醒受委屈时不要沉溺哭闹怨气。
keep	LAFT9018-050	012.20000111《中国青年报》专访李敖.txt	147-147	真正的强者需要埋头苦干。	以埋头苦干定义强者。
keep	LAFT9018-051	012.20000111《中国青年报》专访李敖.txt	147-147	机会是留给那些苦干的人	以苦干等待机会勉人。
keep	LAFT9018-052	013.20000218《上海青年报》专访李敖.txt	25-25	舍离一切，而无染着	以舍离无染回应财产与信仰问题。
keep	LAFT9018-053	015.20000413《北京青年报》专访李敖.txt	53-53	小说就是要表达思想，体现文字的力量。	以思想和文字力量说明小说功能。
keep	LAFT9018-054	015.20000413《北京青年报》专访李敖.txt	53-53	己所不欲，勿施于人	以孔子恕道说明文字表达的不可替代。
keep	LAFT9018-055	015.20000413《北京青年报》专访李敖.txt	61-61	表现出来的是金刚怒目，骨子里是菩萨低眉	以外厉内慈形容文字风格。
keep	LAFT9018-056	015.20000413《北京青年报》专访李敖.txt	63-63	挑出“辣椒”之后，剩下的是“肉”	以辣椒与肉比喻情绪语言之外仍有内容。
keep	LAFT9018-057	015.20000413《北京青年报》专访李敖.txt	67-67	批评家不被立铜像，批评家永远只是二流的人，创作才是一流的	以批评与创作区分文学位置。
keep	LAFT9018-058	015.20000413《北京青年报》专访李敖.txt	71-71	争不到一时，也争不到千秋	以一时与千秋说明表达效果。
keep	LAFT9018-059	015.20000413《北京青年报》专访李敖.txt	71-71	情欲信，词欲巧	以情与词说明骂人也讲技巧。
keep	LAFT9018-060	020.2000-2001《上海青年报》专访李敖.txt	33-33	我自感身处乱世，却一生倨傲不逊、卓而不群、六亲不认、豪放不羁、当仁不让、守正不阿、和而不同、抗志不屈、不折不挠、勇者不惧、玩世不恭、说一不二、无人不骂、无书不读、金刚不坏、精神不死，其立言立德，足以风世而为百世师。	以连续四字语概括自我人格与写作姿态。
keep	LAFT9018-061	020.2000-2001《上海青年报》专访李敖.txt	35-35	我虽然老了，可是我的敌人却多半死了。	以玩笑口吻回应年龄与对手。
keep	LAFT9018-062	020.2000-2001《上海青年报》专访李敖.txt	47-47	我没空害怕，不然一天都活不下去了。	以无暇恐惧说明面对威胁的态度。
keep	LAFT9018-063	020.2000-2001《上海青年报》专访李敖.txt	95-95	逃学的课	以逃学反答最喜欢上的课。
keep	LAFT9018-064	022.20010604《新华网》专访李敖.txt	51-51	温而厉	以温和而严厉说明人格统一。
keep	LAFT9018-065	022.20010604《新华网》专访李敖.txt	51-51	望之俨然，即之以温	以远看庄重近处温和说明待人气象。
keep	LAFT9018-066	022.20010604《新华网》专访李敖.txt	107-107	我在家，一个人自得其乐，高兴得要死。	以独处自乐说明定力。
keep	LAFT9018-067	022.20010604《新华网》专访李敖.txt	107-107	在知识方面可以得到一种定力	把知识积累视为独处的定力来源。
keep	LAFT9018-068	037.20050202、200505中旬《南方人物周刊》专访李敖.txt	41-41	骄傲自负都在心里，待人接物上，却是一片冲和	以心中自负与外在冲和形成对照。
keep	LAFT9018-069	037.20050202、200505中旬《南方人物周刊》专访李敖.txt	43-43	明白而立即	形容李敖机智表达的速度与清楚。
keep	LAFT9018-070	037.20050202、200505中旬《南方人物周刊》专访李敖.txt	49-49	笑傲江湖	以笑傲江湖形容面对新场合的游戏姿态。
keep	LAFT9018-071	037.20050202、200505中旬《南方人物周刊》专访李敖.txt	373-373	我觉得我应该是思想家，再加上文学家比较好一点。	以思想家和文学家概括自我定位。
keep	LAFT9018-072	043.20050929《南方周末》专访李敖.txt	71-71	不为刀笔吏，愿为守藏吏	以刀笔吏与守藏吏对比读书人志趣。
keep	LAFT9018-073	047.20090803《南方人物周刊》专访李敖.txt	151-151	所有哲学家都是怕牙疼的	以牙疼说明哲学家也受肉身痛苦限制。
keep	LAFT9018-074	047.20090803《南方人物周刊》专访李敖.txt	439-439	不看你的眼，不看你的眉，看的时候心里跳，看过以后眼泪垂。	以歌词写回望与离别情绪。
keep	LAFT9018-075	051.20110402《南方日报》李敖专题.txt	5-5	我这辈子最大的功德就是拆穿了很多谎言。	以拆穿谎言概括自认功德。
keep	LAFT9018-076	051.20110402《南方日报》李敖专题.txt	7-7	经过那么多人帮我折腾，还能存活到现在，我的名誉很坚强。	以名誉坚强形容经受攻击后的存活。
keep	LAFT9018-077	051.20110402《南方日报》李敖专题.txt	9-9	因为别人不捧我，我只好自己捧自己。	以自捧回应外界评价。
keep	LAFT9018-078	051.20110402《南方日报》李敖专题.txt	11-11	笔不动，纸张动，像缝纫机一样，三个月就可以写一本	以缝纫机比喻手写书稿速度。
keep	LAFT9018-079	052.20110404《厦门商报》李敖专题.txt	41-41	我生平不太交朋友，对人生关系感觉到很悲观	概括其对人际关系的悲观看法。
keep	LAFT9018-080	052.20110404《厦门商报》李敖专题.txt	43-43	我是一台电风扇。	以电风扇比喻演讲时左右环视。
keep	LAFT9018-081	054.20110821《晶报·深港书评》专访李敖.txt	7-7	我三十五岁就坐牢了，真是误我青春！	以误我青春感叹早年遭际。
keep	LAFT9018-082	054.20110821《晶报·深港书评》专访李敖.txt	7-7	来日无多，不知道什么时候就不能写了	以时间有限表达晚年写作紧迫感。
keep	LAFT9018-083	054.20110821《晶报·深港书评》专访李敖.txt	27-27	我的文风是我从多年读书、写作中获得的训练	把文风归于长期读写训练。
keep	LAFT9018-084	054.20110821《晶报·深港书评》专访李敖.txt	31-31	显摆也是需要技巧的！	以显摆也需技巧说明知识展示的难度。
keep	LAFT9018-085	054.20110821《晶报·深港书评》专访李敖.txt	31-31	即物穷理	以格物穷理说明深入掌握知识。
keep	LAFT9018-086	054.20110821《晶报·深港书评》专访李敖.txt	67-67	世之有感于父女之情、忧患之书者，必将啼笑以视斯文。	以啼笑并视写父女书信的情感。
keep	LAFT9018-087	054.20110821《晶报·深港书评》专访李敖.txt	97-97	我是每分钟都不会浪费的人	以不浪费每分钟说明时间观。
keep	LAFT9018-088	059.20111123《华西都市报》专访李敖.txt	29-29	我一生争的是道理与是非，不是世俗的权与利。	以道理是非区别世俗权利。
keep	LAFT9018-089	059.20111123《华西都市报》专访李敖.txt	53-53	亲情变成牵挂，我觉得对年轻人也不好，容易变成他们的负担。	以牵挂可能成负担说明亲情分寸。
keep	LAFT9018-090	059.20111123《华西都市报》专访李敖.txt	67-67	茁壮、短暂、必须分开的失落	以小狮子成长比喻亲子分离感。
keep	LAFT9018-091	061.20120523《外滩画报》专访李敖.txt	17-17	千刀万剐，死无全尸！	以夸张语写身后捐赠身体的态度。
keep	LAFT9018-092	061.20120523《外滩画报》专访李敖.txt	19-19	我年轻的时候喜欢别人的老婆，中年的时候喜欢别人的女儿，老了喜欢别人的猫。	以年龄递变戏写情趣变化。
keep	LAFT9018-093	061.20120523《外滩画报》专访李敖.txt	251-251	我李敖就要留给人类看，一个字也不能改，书名也不能改，就把它写完，痛快地留下来。	以完整留下全集说明晚年写作志向。
keep	LAFT9018-094	062.20121010《成都商报》专访李敖.txt	11-11	醍醐灌顶	以醍醐灌顶概括文章给人的醒悟效果。
keep	LAFT9018-095	062.20121010《成都商报》专访李敖.txt	45-45	如何能在很短的字数内把一件事讲清楚，很考验人。	以短字数说明文字功夫的考验。
keep	LAFT9018-096	070.20140728《澎湃新闻网》李敖、李戡专题.txt	85-85	当今有志者真不妨做文化商人，以利思想的传布。	以文化商人说明思想传播路径。
keep	LAFT9018-097	071.20140828《南方周末》专访李敖.txt	7-7	天知地知你知我知	以天知地知说明心照不宣。
keep	LAFT9018-098	071.20140828《南方周末》专访李敖.txt	13-13	第一要用功，但用功还不算，你头脑要好，头脑不好变成书呆子，那不行。	以用功与头脑并重说明读书方法。
keep	LAFT9018-099	071.20140828《南方周末》专访李敖.txt	13-13	肉食者鄙	以肉食者鄙说明专名背后的文化解释。
keep	LAFT9018-100	071.20140828《南方周末》专访李敖.txt	17-17	中文有它的粗糙的一面、凶悍的一面，可是又不失典雅，最主要的它要有趣。	概括中文应兼具力量、典雅与趣味。
keep	LAFT9018-101	071.20140828《南方周末》专访李敖.txt	17-17	中文搞得无趣是绝对不可以的。	强调中文表达必须有趣。
keep	LAFT9018-102	071.20140828《南方周末》专访李敖.txt	73-73	环滁皆山也	以简洁文句说明欧阳修文章取舍。
keep	LAFT9018-103	071.20140828《南方周末》专访李敖.txt	75-75	没有同义字。	强调只有最准确的表达。
keep	LAFT9018-104	071.20140828《南方周末》专访李敖.txt	75-75	只有一个表达是最好的，你把它找出来。	以寻找唯一最佳表达说明修辞功夫。
keep	LAFT9018-105	071.20140828《南方周末》专访李敖.txt	79-79	春风又绿江南岸，明月何时照我还？	以绿字炼字说明中文动词化妙处。
keep	LAFT9018-106	071.20140828《南方周末》专访李敖.txt	79-79	这个字，就是要想的字。	以王安石炼字说明好字需要思考。
keep	LAFT9018-107	074.20170222《亚洲周刊》专访李敖.txt	27-27	不畏浮云遮望眼，自缘身在最高层。	以胡适书幅保存王安石诗句。
keep	LAFT9018-108	074.20170222《亚洲周刊》专访李敖.txt	85-85	轻轻的我走了，正如我轻轻的来	引用徐志摩诗句。
keep	LAFT9018-109	074.20170222《亚洲周刊》专访李敖.txt	85-85	我挥一挥衣袖，不带走一片云彩	引用徐志摩诗句。
keep	LAFT9018-110	074.20170222《亚洲周刊》专访李敖.txt	85-85	因为学问太大了，所以没有重复的话。	以学问大解释说话不重复。
keep	LAFT9018-111	075.20170225《亚洲周刊》专访李敖.txt	15-15	我的功劳是给中文定位，告诉大家什么是好的中文	以给中文定位概括自我贡献。
keep	LAFT9018-112	075.20170225《亚洲周刊》专访李敖.txt	51-51	一般玩古董都是附庸风雅	以附庸风雅批评浅层鉴赏。
keep	LAFT9018-113	075.20170225《亚洲周刊》专访李敖.txt	169-169	他们是唐宋八大家，我是民国一大家	以唐宋八大家戏称自身文章地位。
keep	LAFT9018-114	075.20170225《亚洲周刊》专访李敖.txt	169-169	唐宋八大家里面文章好的只有欧阳修一个	以欧阳修为唯一佳者作文学判断。
keep	LAFT9018-115	077.2018《新民周刊》回顾专访.txt	51-51	“阳痿”是名词，我把它当动词用。	以词类转用说明书名语言效果。
keep	LAFT9018-116	077.2018《新民周刊》回顾专访.txt	69-69	我希望我将来留下来的东西都是文学作品。	说明晚年更看重文学作品。
keep	LAFT9018-117	077.2018《新民周刊》回顾专访.txt	69-69	一时一地的作品，我对它已经兴趣不大	表达对一时性文字兴趣降低。
keep	LAFT9018-118	077.2018《新民周刊》回顾专访.txt	69-69	鲁迅真正留下来的东西就是《阿Q正传》。	以《阿Q正传》代表鲁迅留下的作品。
keep	LAFT9018-119	002.19901120戴小华专访李敖.txt	69-69	两个口袋空的人，他的腰挺不直。	说明经济基础影响人的姿态。
keep	LAFT9018-120	002.19901120戴小华专访李敖.txt	109-109	人一生下来就注定会死，但你还是要活呀！	以必死前提反衬仍须活下去。
keep	LAFT9018-121	002.19901120戴小华专访李敖.txt	109-109	基本上人生就是个失败，努力半天，终归于黄土；可是在你没死之前，终得努力	把人生失败感转成未死前仍须努力的勉励。
keep	LAFT9018-122	002.19901120戴小华专访李敖.txt	113-113	口不言人过	引出中国式不言人过的交往标准，李敖在原文中持保留态度。
keep	LAFT9018-123	002.19901120戴小华专访李敖.txt	113-113	君子绝交不出恶言	引出绝交仍不恶言的交往标准，李敖在原文中持保留态度。
keep	LAFT9018-124	013.20000218《上海青年报》专访李敖.txt	33-33	老当益壮	形容年老仍有雄心与活力。
keep	LAFT9018-125	013.20000218《上海青年报》专访李敖.txt	33-33	越老越激烈，越老越成工作狂。	概括晚年持续高强度写作的状态。
keep	LAFT9018-126	014.20000412《TVBS周刊》李敖对谈.txt	249-249	故事是假的，场景是真的。	概括历史小说中虚构故事与真实场景的关系。
keep	LAFT9018-127	014.20000412《TVBS周刊》李敖对谈.txt	253-253	背景借用古人说我的话	说明借古人背景表达作者思想。
keep	LAFT9018-128	014.20000412《TVBS周刊》李敖对谈.txt	275-275	真就是幻，幻就是真。	以真假幻真互转表达历史与小说的诠释关系。
keep	LAFT9018-129	015.20000413《北京青年报》专访李敖.txt	35-35	真正的佛教不是出世的，而是入世的。	概括佛教入世面向。
keep	LAFT9018-130	015.20000413《北京青年报》专访李敖.txt	35-35	由出世回到入世，为众生舍身。	说明回向后的舍身观念。
keep	LAFT9018-131	015.20000413《北京青年报》专访李敖.txt	75-75	白话文从一开始就提倡口语化，不避俗语俗字。	说明白话文口语化和不避俗语俗字。
keep	LAFT9018-132	015.20000413《北京青年报》专访李敖.txt	85-85	第一是文学家，第二是诗人，第三是历史学家	说明其内心的身份排序。
keep	LAFT9018-133	016.2000《北京青年报》《羊城晚报》《搜狐网》专访李敖.txt	139-139	我不要全尸的观念。	以遗体捐赠反传统全尸观念。
keep	LAFT9018-134	020.2000-2001《上海青年报》专访李敖.txt	373-373	久在樊笼里，复得返自然	用返自然诗句写退隐上山之感。
keep	LAFT9018-135	021.20010423《亚洲周刊》专访李敖.txt	13-13	最美丽与最永恒的爱情只存在于想像中，只存在于短暂与距离之间	概括其对爱情永恒性的悲观看法。
keep	LAFT9018-136	021.20010423《亚洲周刊》专访李敖.txt	39-39	因为这个思想不是你的，古人讲过的，除非你无知，但你可以说是你的，这变成是抄别人的	说明掉书袋与前人思想的关系。
keep	LAFT9018-137	022.20010604《新华网》专访李敖.txt	109-109	下一个层次就是知识上的快乐。	把知识研究列为更持久的快乐。
keep	LAFT9018-138	022.20010604《新华网》专访李敖.txt	209-209	真正的精华部分很有限的，重复的部分太多。	认为古书精华有限而重复较多。
keep	LAFT9018-139	037.20050202、200505中旬《南方人物周刊》专访李敖.txt	169-169	自己言行一致就比较好，不要考虑社会的标准。	强调言行一致胜过迎合社会标准。
keep	LAFT9018-140	040.20050702《美国侨报》专访李敖.txt	23-23	相看两不厌	用相看两不厌为返乡行定位。
keep	LAFT9018-141	040.20050702《美国侨报》专访李敖.txt	23-23	我见青山多妩媚，料青山见我亦如是。	借青山互看表达人与物相得。
keep	LAFT9018-142	042.20050923《北京晚报》专访李敖.txt	61-61	画面不能表达的东西，用文字表达。	说明文字应承担画面无法表达的部分。
keep	LAFT9018-143	042.20050923《北京晚报》专访李敖.txt	61-61	三轮车无法比赛得过汽车的。	以三轮车和汽车比喻文字与影像的分工。
keep	LAFT9018-144	043.20050929《南方周末》专访李敖.txt	79-79	因为它荒谬所以我才相信。	以荒谬反衬自我夸张的修辞效果。
keep	LAFT9018-145	044.20060210《南方周末》专访李敖.txt	157-157	吃到臭鸡蛋的时候，你只要把鸡蛋打开就知道，你非要把臭鸡蛋全部吃掉以后才有资格说它是臭鸡蛋吗？	以臭鸡蛋比喻判断对象不必穷尽体验。
keep	LAFT9018-146	047.20090803《南方人物周刊》专访李敖.txt	171-171	你讲他能听得懂的话，你只能得到他的脑；你讲他能说的话，你才能得到他的心。	区分听得懂的话与能说的话对人心的作用。
keep	LAFT9018-147	055.20110822《现代快报》专访李敖.txt	21-21	对待敌人就要狠一点，对待家人肯定要温情。	区别外部争斗与家人相处的态度。
keep	LAFT9018-148	055.20110822《现代快报》专访李敖.txt	25-25	一个人的成长是很复杂的，而且因人而异，不一定要随大流，看人家去欧美就也去	强调成长因人而异，不必随大流。
keep	LAFT9018-149	056.20110824《京华时报》专访李敖.txt	17-17	在求知过程中，我希望她各方面能均衡地学习。	表达求知中均衡学习的期望。
keep	LAFT9018-150	056.20110824《京华时报》专访李敖.txt	19-19	这是很有趣的语文教学，我做到了。	评价家书兼具趣味和语文教学。
keep	LAFT9018-151	056.20110824《京华时报》专访李敖.txt	21-21	人这一生有些书总是要看的，像《格林童话》《三国志》《红楼梦》。	提出人生应读的基本书目。
keep	LAFT9018-152	057.20110831《辽沈晚报》专访李敖.txt	49-49	亲情、友情、爱情，在我看来这都是人的私情，我看得都比较淡	概括其对亲情友情爱情的距离感。
keep	LAFT9018-153	057.20110831《辽沈晚报》专访李敖.txt	49-49	过分的感情用事不好	反对过分感情用事。
keep	LAFT9018-154	057.20110831《辽沈晚报》专访李敖.txt	53-53	保持距离也很好。	以保持距离概括亲情相处方式。
keep	LAFT9018-155	058.20110907《中国新闻周刊》专访李敖.txt	15-15	我写书就像在运动场上看赛跑，会有好几本同时一齐写、一齐跑	以赛跑比喻多本书同时写作。
keep	LAFT9018-156	062.20121010《成都商报》专访李敖.txt	35-35	拦住她，以苦难；拦住她，以寒冬；拦住她，以孤立；拦住她，以冰峰；拦不住，她变成自己；拦不住，她变成明星中的明星。	以连续排比写苦难无法阻挡其成就。
keep	LAFT9018-157	063.20121010《华西都市报》专访李敖.txt	7-7	这个集子就是我对之前创作的总结，我选出来，替你节省时间，选得我也心疼	说明自选集替读者节省时间也令作者割舍。
keep	LAFT9018-158	063.20121010《华西都市报》专访李敖.txt	7-7	选就是不选啊	以选就是不选概括自选取舍。
keep	LAFT9018-159	063.20121010《华西都市报》专访李敖.txt	75-75	今天是一个雨天，又冷，又没有你的信，我浑身难受，我做梦都梦到你跑了，跑到了太平洋边，扑通一声，丢下一块石头	以雨天与梦境写相思焦灼。
keep	LAFT9018-160	064.20121010《长江日报》专访李敖.txt	47-47	做学问和做人必须较真呀，不较真就是没知识。	强调做人做学问都必须较真。
keep	LAFT9018-161	069.20140616《半岛都市报》李敖专题.txt	27-27	做人、做学问可以春蚕到死丝方尽，男女之间的事情不可以春蚕到死丝方尽	借李商隐诗句区分学问坚持与男女关系。
keep	LAFT9018-162	069.20140616《半岛都市报》李敖专题.txt	27-27	男女之间还能有余情，有余味 ，否则就没有趣味了。	以余情余味说明分手艺术。
keep	LAFT9018-163	069.20140616《半岛都市报》李敖专题.txt	35-35	快乐是非常唯心的东西，换句话说，快乐是可以技术上做到的，不快乐是可以技术上消灭的。	把快乐和不快乐视为可技术处理的心理状态。
keep	LAFT9018-164	069.20140616《半岛都市报》李敖专题.txt	37-37	多愁善感反倒是浪费感情，是真的不了解感情的真谛	认为多愁善感是浪费感情。
keep	LAFT9018-165	071.20140828《南方周末》专访李敖.txt	47-47	文字也是一种声音，无声胜有声。	说明文字虽无声却可有声音感。
keep	LAFT9018-166	071.20140828《南方周末》专访李敖.txt	67-67	逸马毙犬于道	以六字写完整事件，说明文字简练。
keep	LAFT9018-167	071.20140828《南方周末》专访李敖.txt	71-71	中文就是改不胜改。	概括中文遣词反复推敲的空间。
keep	LAFT9018-168	071.20140828《南方周末》专访李敖.txt	73-73	简单不简单视情况而定，而不是原则	说明简略与铺陈须依情况取舍。
keep	LAFT9018-169	071.20140828《南方周末》专访李敖.txt	83-83	诗不押韵是现代诗，胡扯，掩饰自己。	批评现代诗以不押韵为遮掩。
keep	LAFT9018-170	071.20140828《南方周末》专访李敖.txt	101-101	莫等闲，白了少年头，空悲切。	作为形容词动用的例子。
keep	LAFT9018-171	071.20140828《南方周末》专访李敖.txt	101-101	红了樱桃，绿了芭蕉	作为形容词动用的例子。
keep	LAFT9018-172	073.20150730中视专访李敖.txt	7-7	不管你再爱‘吃苹果’，当你再也吃不到的时候，不是去谴责苹果，而是该立刻跑去‘吃香蕉’	以苹果香蕉比喻失恋后应转移执着。
keep	LAFT9018-173	076.20170411《中国报》报导.txt	29-29	想做的很多，能做的时间很少	表达晚年创作愿望和时间紧迫。
keep	LAFT9018-174	076.20170411《中国报》报导.txt	29-29	空间多么小，时间多么长	以牢房经验对比空间和时间感。
keep	LAFT9018-175	077.2018《新民周刊》回顾专访.txt	107-107	一年卖不掉，卖了吃一年	以古董生意经验说明多年不开张开张吃多年。
keep	LAFT9018-176	081.20180829《广州日报》报导.txt	45-45	求是致用	以求是致用概括研究取向。
keep	LAFT9018-177	081.20180829《广州日报》报导.txt	59-59	意外财莫贪	以五字印章劝戒不贪意外之财。
exclude	modern-public-interview	031.2004李敖参选立委对话录.txt	1-45	参选问答与公共职位叙述	现实公共议题语境过重，未收
exclude	modern-public-quote	043.20050929《南方周末》专访李敖.txt	69-73	故宫、文化与公共立场问答	现实公共议题语境过重，仅收守藏吏题词
exclude	modern-public-interview	045.20060426《联合早报》专访李敖.txt	9-55	新加坡公共争议与政治人物问答	现实公共议题语境过重，未收
exclude	modern-public-interview	066.20130730《环球人物杂志》专访李敖.txt	85-133	蒋介石、美国与青年比较问答	现实公共议题语境过重，未收
exclude	modern-public-interview	077.2018《新民周刊》回顾专访.txt	177-181	中国未来、分离者、留美人才等判断	现实公共议题语境过重，未收
