id	decision	category	quote_text	source_or_origin	source_file	line_start	line_end	summary	notes
LANBZD228-012	keep-initial	十七字诗	派克车威风，主管也办公，抽烟看看报，从容。	《新闻报》所载台湾流行十七字诗	003.你不知道的二二八.txt	155	155	李敖引录台湾流行十七字诗，写主管乘车办公的悠闲姿态。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-013	keep-initial	十七字诗	老李眼迷迷，盯着王美丽，科长发脾气，醋意。	《新闻报》所载台湾流行十七字诗	003.你不知道的二二八.txt	157	157	李敖引录台湾流行十七字诗，写办公室里的轻佻与尴尬。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-014	keep-initial	十七字诗	天天都一样，中午汽笛放，打开抽屉来，便当。	《新闻报》所载台湾流行十七字诗	003.你不知道的二二八.txt	159	159	李敖引录台湾流行十七字诗，写日常作息与午饭便当。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-015	keep-initial	十七字诗	庶务最风流，用钱不用愁，电钟五点半，北投。	《新闻报》所载台湾流行十七字诗	003.你不知道的二二八.txt	161	161	李敖引录台湾流行十七字诗，写庶务人员用钱与下班消遣。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-016	keep-initial	十七字诗	一月挨到终，今天领薪俸，扣掉借支钱，空空。	《新闻报》所载台湾流行十七字诗	003.你不知道的二二八.txt	163	163	李敖引录台湾流行十七字诗，写领薪后被借支扣空的窘困。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-017	keep-initial	十七字诗	老婆等薪水，无米又无煤，骂我老不死，受罪。	《新闻报》所载台湾流行十七字诗	003.你不知道的二二八.txt	165	165	李敖引录台湾流行十七字诗，写家庭生活中缺米缺煤的困顿。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-018	keep-initial	十七字诗	这是什么年，倒霉公务员，死活靠调整，可怜。	《新闻报》所载台湾流行十七字诗	003.你不知道的二二八.txt	167	167	李敖引录台湾流行十七字诗，写公务员薪资与生活调整的可怜处境。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-019	keep-initial	民谣	天上来，地下来，老百姓活不来	郑东华《台湾问题——回顾与前瞻》所引民谣	003.你不知道的二二八.txt	199	199	李敖引录民谣，写百姓生活困苦、难以维生。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。 同段“盼中央”句政治口号色彩过重，首轮不收。
LANBZD228-020	keep-initial	中文俗语	黑狗偷食白狗受罪	中文俗语	003.你不知道的二二八.txt	207	207	李敖引录蒋渭川书中明示的俗语，写一方作恶而另一方受罪。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-021	keep-initial	中文成语	五子登科	中文成语	003.你不知道的二二八.txt	319	319	李敖引录吴三连回忆中对金子、银子、车子、房子、女子的讽刺性称呼。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-022	keep-initial	中文成语	以讹传讹	中文成语	003.你不知道的二二八.txt	543	543	李敖引录唐贤龙书中以讹传讹一语，写误称经传播而固定。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-023	keep-initial	中文成语	不分青红皂白	中文成语	003.你不知道的二二八.txt	631	631	李敖引录访问记录中不分青红皂白一语，写不问情由地行动。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-024	keep-initial	中文成语	抱头鼠窜	中文成语	003.你不知道的二二八.txt	771	771	李敖引录访问记录中抱头鼠窜一语，写惊慌逃窜的状态。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-025	keep-initial	三国成语	唱空城计	《三国演义》空城计典故	003.你不知道的二二八.txt	1023	1023	李敖引录访问记录中唱空城计一语，写县府无人、形同空城的情形。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-026	keep-initial	中文俗语	脚底抹油	中文俗语	003.你不知道的二二八.txt	1027	1027	李敖引录访问记录中脚底抹油一语，写临阵逃走。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-027	keep-initial	俗语	枪声一响，黄金万两	中文俗语	003.你不知道的二二八.txt	1527	1527	李敖引录所谓枪声一响、黄金万两的说法，讽刺兵乱中趁机发财。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。 只收俗语本体，不收同段外省人与军队攻防史料。
LANBZD228-028	keep-initial	中文成语	投鼠忌器	《汉书》相关成语	003.你不知道的二二八.txt	1531	1531	李敖引录投鼠忌器成语，说明因顾忌被牵连者而不敢动手。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-029	keep-initial	中文成语	生不如死	中文成语	003.你不知道的二二八.txt	1647	1647	李敖引录访问记录中生不如死一语，写痛苦至极的状态。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。
LANBZD228-030	keep-initial	用人格言	用人勿疑，疑人勿用	中文用人俗谚	003.你不知道的二二八.txt	3675	3675	李敖引录用人勿疑、疑人勿用的格言，说明任人时的信任原则。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。 只收传统用人格言本体，不收同段陈仪人事制度评价。
LANBZD228-031	keep-initial	近现代诗句	治生敢曰太无方，病在偏怜晚节香，廿载服官无息日，一朝罢去便饥荒	陈仪自作诗	003.你不知道的二二八.txt	3795	3795	李敖引录陈仪自作诗，写仕宦多年、离职后生计困窘的自述。	首轮保守收入：《你不知道的二二八》为二二八事件史料问答，现代政论、党派/族群/国族/政府机关/报告书/人物攻防/政治口号不收；只取句子本体可独立检索的古典成句、俗谚、民间诗歌和少量非政治诗文。 诗句本体不作政治主张，首轮保留；不收同段人物政论评价。
