kind	score	file	line	text
high_candidate	7	014.监狱（1971-1976·36到41岁）.txt	11	你们要我说，总得透露一点蛛丝马迹，让我来编。
high_candidate	8	014.监狱（1971-1976·36到41岁）.txt	13	马丁是英国人、英国名人，怎么会是台独分子？
high_candidate	8	014.监狱（1971-1976·36到41岁）.txt	15	编辑委员罗福全、孙明海、王仰止
high_candidate	8	014.监狱（1971-1976·36到41岁）.txt	15	不是彭先生干的，还是谁啊？
high_candidate	7	014.监狱（1971-1976·36到41岁）.txt	39	本条例称匪谍者，指惩治叛乱条例所称之叛徒。
high_candidate	7	014.监狱（1971-1976·36到41岁）.txt	39	本条例称叛徒者，指犯第2条各项罪行之人而言。
high_candidate	7	014.监狱（1971-1976·36到41岁）.txt	49	李敖仅系阅读资料，收集叛乱犯名单，并无意图破坏政府之组织，更不得指为‘预备颠覆政府’
high_candidate	8	014.监狱（1971-1976·36到41岁）.txt	53	怎么办？你赶快给我补开证明吧，现在台独走红了，我可以凭你的证明去做大官呢！
high_candidate	7	014.监狱（1971-1976·36到41岁）.txt	53	你是啊，当时我们的情报你是‘台湾本部’五委员之一啊，你不但是台独分子，并且是大官哩！
high_candidate	8	014.监狱（1971-1976·36到41岁）.txt	57	你们办案这样办，太离谱了吧？连这种案都怀疑到我头上，你们对我太缺乏判断力了吧？
high_candidate	7	015.隐居（1976-1979·41到44岁）.txt	9	我不愿浪费法庭的时间，我承认有罪。
high_candidate	7	015.隐居（1976-1979·41到44岁）.txt	39	好消息告诉你，查清楚了，我们知道冤枉你了。
high_candidate	7	015.隐居（1976-1979·41到44岁）.txt	59	我不愿浪费法庭时间，我承认有罪。
high_candidate	7	015.隐居（1976-1979·41到44岁）.txt	65	我不能坐这种被诬的不名誉的牢，我请求老师代我政治解决。
high_candidate	8	015.隐居（1976-1979·41到44岁）.txt	79	信托公司利用信托资金购买其他公司大部分股权，并从事经营，无异并吞其他企业
high_candidate	8	016.复出（1979-1981·44到46岁）.txt	53	三十一年来，我在立法院，没有说过一句话！
high_candidate	7	016.复出（1979-1981·44到46岁）.txt	89	我是不奉中华民国正朔的，这张你留着，另写一张写公元的吧，我要那一张。
high_candidate	8	016.复出（1979-1981·44到46岁）.txt	123	抵押债权尚未到清偿期，无受拍卖之虞，原不发生移转所有权以保产权之问题
high_candidate	7	016.复出（1979-1981·44到46岁）.txt	123	天母静庐房屋倘遭银行拍卖，一切损失应由魏锦水负责，而非王剑芬。
high_candidate	8	016.复出（1979-1981·44到46岁）.txt	139	萧孟能意图他人受刑事处分，向该管公务员诬告，累犯，处有期徒刑六月
high_candidate	8	016.复出（1979-1981·44到46岁）.txt	139	自承怀疑之错误，并向老友李敖表示道歉
high_candidate	8	017.“二进宫”（1981-1982·46岁）.txt	27	就算你们说得对，可是你们一切割，背面那一块没问题的也给切掉了，那一块我有权利看啊！
high_candidate	8	017.“二进宫”（1981-1982·46岁）.txt	47	告诉他，想见李先生吗？李先生说请你到押房去见他！
high_candidate	7	017.“二进宫”（1981-1982·46岁）.txt	47	施次长在办公厅等你，想见你，请李先生去一趟。
high_candidate	8	017.“二进宫”（1981-1982·46岁）.txt	105	狱中独居，楼上关了独居的死囚，戴着脚镣，彳亍踉跄，清晰可闻
high_candidate	8	018.笔伐（1982-1992·47到57岁）.txt	5	选举快到，快判李敖
high_candidate	8	018.笔伐（1982-1992·47到57岁）.txt	5	送达于当事人、代理人、辩护人及其他受裁判之人
high_candidate	7	018.笔伐（1982-1992·47到57岁）.txt	15	李敖受了六年九个月的枯囚，同一时间许多人的心灵因而枯萎。
high_candidate	8	018.笔伐（1982-1992·47到57岁）.txt	25	逆耳之言，以博老友们的一脸苦笑
high_candidate	8	018.笔伐（1982-1992·47到57岁）.txt	25	我们要牺牲，但是不要为梦幻的理想牺牲
high_candidate	8	018.笔伐（1982-1992·47到57岁）.txt	49	如果你想害一个人，你就劝他办杂志
high_candidate	8	018.笔伐（1982-1992·47到57岁）.txt	67	匹夫而为百世师，一言而为天下法
high_candidate	8	018.笔伐（1982-1992·47到57岁）.txt	135	无人信高洁，谁为表予心？
high_candidate	8	018.笔伐（1982-1992·47到57岁）.txt	135	无人信高洁，他来禁我书！
high_candidate	8	018.笔伐（1982-1992·47到57岁）.txt	207	老爷开饭了，停工吧！
high_candidate	8	018.笔伐（1982-1992·47到57岁）.txt	207	当初说把这猫给她，她不要，现在我们养了，她又抢，这是什么意思？
high_candidate	8	018.笔伐（1982-1992·47到57岁）.txt	207	要不是我把你救出来，你恐怕还在监狱里！
high_candidate	7	019.口诛（1993-·58岁至今）.txt	35	校长，我们找个机会认识认识李先生吧！校长和李先生见面，就是李先生的客人，李先生是绝不会令校长难堪的，校长，我是您的学生，您要信得过我呀！
high_candidate	7	019.口诛（1993-·58岁至今）.txt	67	蒋介石、蒋经国对我的政策是放虎归山，章孝慈则是引狼入室。
high_candidate	8	020.前程（1997-·62岁以后）.txt	25	我是神父，我怎么可以这么做？
high_candidate	7	020.前程（1997-·62岁以后）.txt	27	我不是有过保证给你吗？我保证这件事只有你和我知道，不论出了什么事，我自己一个人挡，绝对与你无关，你还怕什么？
high_candidate	7	020.前程（1997-·62岁以后）.txt	29	不管作者是谁，《文星》没有义务答复你们。
high_candidate	7	020.前程（1997-·62岁以后）.txt	29	当然没说义务不义务，只是来请你们答复。
high_candidate	7	020.前程（1997-·62岁以后）.txt	29	是可以告出来了，不过作者的名字叫李敖。
high_candidate	7	020.前程（1997-·62岁以后）.txt	29	李先生说笑话，这篇文章不是你写的，是方豪写的。
high_candidate	7	020.前程（1997-·62岁以后）.txt	29	是我写的，方豪写不了这么好。
high_candidate	7	020.前程（1997-·62岁以后）.txt	29	只要你们告告看，你们就会惊讶我知道教会的内幕，远超过你们的想像！你可以转告田耕莘，我保证在你们告我的第二天，就公布闹同性恋的神父名单——包括你徐神父在内！
high_candidate	8	020.前程（1997-·62岁以后）.txt	31	我再也不要做奋斗的好人了！我还是做什么也不做的好人吧！跟你一起奋斗，吓死人了！
high_candidate	7	020.前程（1997-·62岁以后）.txt	31	无论如何，你总算做了一次奋斗的好人，而不是什么也不做的好人。
high_candidate	8	020.前程（1997-·62岁以后）.txt	47	你有这么多敌人，并且每天写文章结新怨，每月按几何级数增加敌人，到底有苦恼没有？
high_candidate	7	020.前程（1997-·62岁以后）.txt	51	批评李敖的人，没人比得上李敖的人品。李敖比他们至少高十倍！
high_candidate	7	020.前程（1997-·62岁以后）.txt	139	你那么奸诈，谁骗得了你。
keyword_line		001.如果台湾没有李敖……（何飞鹏）.txt	9	这些远观（无缘认识前）的片断，串成了对李敖的想像——一个当代具有“特异功能”的人：博览群籍，巨笔如椽；指责当道，不惜坐牢；挑战禁忌，不屑媚俗；朋友多，敌人多，女朋友更多。可以肯定的是，这位当代奇人的人生绝对是彩色的，一生中充满曲折变化、高潮起伏、快意恩仇的故事。
keyword_line		001.如果台湾没有李敖……（何飞鹏）.txt	13	而这几年，恰好也是台湾变化最大的阶段：从后蒋经国时代，步入李登辉独揽大权，从国民党一党独大，到三党鼎立，从社会富裕稳定，到变乱、危机四伏，这一阶段的李敖，其实著作已不多（相较其之前的数量），但却用另一种形态冲击台湾社会，对抗当权者。
keyword_line		003.哈尔滨（1935-1937·1到2岁）.txt	7	我出生时候，还流行用阴历计算，所以一直是乙亥年3月23日辰时（上午7至9点），我的小名也叫“安辰”。乙亥年生的属猪，3月23日的生日一直按阴历过，直到我20岁前查出是1935年4月25日，此后我就放弃阴历生日了，阴历太落伍了。不料，我快60岁的时候，二姐从大陆来，她断言我的生日不是阴历3月23日而是3月3日，二姐的记忆力一向过人，所言如不虚，则我的阳历生日是4月5日才对。不管怎么算，我生在1935年4月间，这年四月前后，世界上也生了不少“名流”：世界三大男高音老大帕瓦罗蒂、歌星“猫王”普雷斯利、导演伍迪艾伦、没脱光的影星阿兰德隆和脱光照裸照的影星毕雷诺斯等皆属之；中国的女明星尤敏、妖僧达赖喇嘛、蒋介石的长孙蒋孝文，也都生在1935。当然，同是1935年生的人也有贤有不肖，神棍达赖与纨绔蒋孝文，自属不肖之例。国民党在台湾的当权派，1935年生的也正当行，自“司法院”施启扬以下，全是不肖之徒，不单属猪，根本一窝猪耳！
keyword_line		003.哈尔滨（1935-1937·1到2岁）.txt	9	我虽生在中国东北的哈尔滨，但我的籍贯，却源远流长。我小时候，每见过年，家中即捧出“李氏宗谱”上供桌，一起列在香案上，受焚香膜拜。这部宗谱后来带到台湾，归我保存。根据“李氏宗谱”，我的远籍实际是云南乌撒。据《元史·地理志》：“乌撒者，蛮名也。所辖乌撒、乌蒙等六部。后乌蛮之裔，尽得其地，因取远祖乌撒为部名。至元十一年始附，十三年立乌撒路。”乌撒路包括现在云南镇雄县和贵州威宁县；到了明朝，改为乌撒卫，就是现在的威宁县。“李氏宗谱”上说是明太祖洪武年间自乌撒迁到山东潍县（潍坊）的。洪武十四年（1381）秋天，明太祖曾派傅友德为征南将军，带兵三十万征云南，那次人民的北移，是强迫性的。我的祖先，很可能是苗族。而照人类学家凌纯声等的研究，苗族的支流，渡海来台湾，成为高山族的一部分，所以，我是台湾高山族的族人，而目前自称真正台湾人的福佬与客家，比起高山族来，其实是假台湾人，或是喧宾夺主的台湾人。
keyword_line		003.哈尔滨（1935-1937·1到2岁）.txt	11	我在云南乌撒的祖先迁到山东潍县后，累世做小百姓，虽在潍县五百年，但是乏善可陈、无恶可作，绝无“名流”出现，也一直安土重迁，直到我爷爷（祖父）出来，才有了大变化。
keyword_line		003.哈尔滨（1935-1937·1到2岁）.txt	13	爷爷名叫李凤亭，他不大会写这三个字。他生在潍县，时间约在清朝同治元年（1862）前后，也就是中华民国前五十年前后。他小时候，赶上荒年，跟着母亲去做乞丐。一天碰到狗来咬，他母亲怕他被咬到，就用身体保护他，母亲却被咬致死。他流浪一阵，无以维生，就替“下关东”的人赶马车，也去“下关东”。所谓“下关东”，是专指山东、河北等省的穷人，朝山海关外的东北偷渡。东北是满洲人的老家，满洲人入关建立清朝后，把东北划为禁区，除了发配罪犯，禁止汉人去东北。所以当时中国的东北，就像英国的澳大利亚一样，只是罪犯的大本营。顾贞观《金缕曲》中“季子平安否”所指的吴汉槎，就是最有名的一个囚犯。但是，东北地大物博，它的富庶，对山东、河北等省的穷人，的确构成大诱惑。这种诱惑，使禁区禁令成为废纸，大量的汉人纷纷“下关东”，在白山黑水之间，驰骋犯难，就像美国“去西部”一样。1904年，日本和俄国打仗，千古怪事是，这两个国家打仗，战场却在第三国——中国的东北。东北这时候，已经有四百万人民，这些人口的压阵，使日本、俄国在瓜分东北上，产生了不少阻力。满洲人再也没想到：禁止到他们老家的汉人，却在阴错阳差之中，替他们看住了老家！这些看家的开拓者中，有一个满口山东口音的壮汉，就是我的爷爷李凤亭。
keyword_line		003.哈尔滨（1935-1937·1到2岁）.txt	23	年过了以后，在奶奶去世第一百天那天。爷爷到庙里看给奶奶做佛事，佛事做完了，他向和尚们说：“我不会再来了，再来就是麻烦你们了！”当天晚上，大爷到我家来，陪爷爷过夜。爷爷向大爷和爸爸谈京戏，谈得兴高采烈。谈完了，要睡觉了，爸爸回到房里。不久大爷过来敲门，说爷爷说他不行了，大家赶过去，想找寿衣替爷爷穿（寿衣很多件，穿起来很麻烦。习惯是在人咽气前穿好，一咽气，就不好穿了。但人咽气前经这么一折腾，实在有速死的可能），慌乱之下，寿衣没找到，这时爷爷说寿衣在哪个箱子里，大家找出来，替爷爷穿好，他就死了。他死得如此清醒利落，真是高人的死法。
keyword_line		003.哈尔滨（1935-1937·1到2岁）.txt	33	爸爸名叫李鼎彝，字玑衡，生在1899年（民国前十三年），1899年是己亥年，就是戊戌政变后一年。1920年（民国九年）进入北大国文学系。那时正是五四运动后第一年，正是北大的黄金时代。蔡元培是他的校长，陈独秀、胡适、周树人（鲁迅）、周作人、钱玄同、沈尹默等等是他的老师。他的同班同学，后来较有成绩的，有搞中国文学史的陆侃如、冯沅君，有搞国语运动的魏建功，同届的同学有周德伟、陈雪屏。爸爸本人书念得并不出色。他在1926年（民国十五年）毕业，吉林省政府想公费送他留学，他那时已经28岁了，急于回家乡养家，所以就拒绝了。因为是“京师大学堂”毕业的，回到家乡，非常拉风，不但做了东北大学讲师，并且立刻被聘为哈尔滨吉林六中校长，当时的待遇极好，远非日后的穷教员可比。当时对教育界人士和知识分子的重视与尊敬，也远非日后的风气可比。爸爸说：军阀张作霖，在孔夫子诞辰的时候，脱下军装，换上长袍马褂，跑到各个学校，向老师们打躬作揖，说我们是大老粗，什么都不懂，教育下一代，全亏诸位老师偏劳，特地跑来感谢。军阀们是不敢向教育界人士致训词的；也不敢颁发训词叫教师研读的。比起又致训词又发训词的国民党来，军阀太可爱了。
keyword_line		003.哈尔滨（1935-1937·1到2岁）.txt	35	爸爸除在吉林六中做校长外，也在吉林女子师范、吉林大学兼课。他唯一一部著作——《中国文学史》，也写在这个时期。这部《中国文学史》，后来由我加上长序，由文星书店印出来，当时我的长序惹起大风波，经文星书店撕掉长序，才免于被查禁。
keyword_line		003.哈尔滨（1935-1937·1到2岁）.txt	39	爸爸在吉林六中有一个学生，名叫程烈，后来变成国民党中的名“立法委员”。据说当年因追求我妈，被校长我爸爸开除。师生关系中断几十年后，在台湾恢复，他的儿子程国强在台中一中也做了爸爸的学生，有一次被军训教官陷害，要开除，经爸爸力持交涉，才免于被开除。两代开除恩怨，竟成佳话。前一阵子程国强60大寿，我是不参加婚丧喜庆的，但被骗去，席上邀我讲话，我说：“幸亏当年我爸爸追我妈成功，幸亏程烈失败了，否则这世界没有李敖，而我就是程国强了。”闻者大笑。
keyword_line		003.哈尔滨（1935-1937·1到2岁）.txt	47	外祖母（我们叫姥姥）是一位胖太太，胖得自然不会背挺得直，老爷是衣着笔挺背也笔挺的威严人物，经常对姥姥说：“老太太，把背挺起来、挺起来！”姥姥却不太理会他。姥姥唯一理会的是老爷有爱讨姨太太的毛病。姥爷喜欢讨姨太太，本来是说说的，后来真的讨了一个回来，但是不久姨太太就离去了。姥爷还不死心，还想讨，但是不久他就死了。姥爷死后，姥姥就同我们合住，一直到她死去。
keyword_line		004.北京·太原（1937-1948·2到13岁）.txt	5	这时爸爸在北京法部做科员，因为极有才干，被上司看在眼里，开始大力提拔他。在三四年间，他就升到华北禁烟总局下太原禁烟局的局长。他真的“参加敌伪组织”了。所谓禁烟，禁的就是鸦片烟。华北的鸦片烟，山西省是大宗，山西省会太原，自然是最重要的管辖地。华北禁烟总局局长是北大教授出身的北洋要人万兆芝，首屈一指的太原禁烟局交给无名小辈当家，这是北洋耆旧们用人唯才的一种度量，这种度量在国民党当道后，已经愈来愈远了。
keyword_line		004.北京·太原（1937-1948·2到13岁）.txt	7	爸爸在1941年去太原上任，五六岁的我也去了太原。我清楚记得我坐在火车上，前往太原；清楚记得经过娘子关，自河北进入山西。火车有卧铺，自北京到娘子关的时候，已是晚上。第二天，到了太原以后，就住进禁烟局。禁烟局一进门，就是一块方形的大操场。一进门向左转，是一条走廊，走廊左边，有一间间小房子，新的水泥味道，扑鼻而来。走到尽头，再向右转，也是同样的房子。这些小房子，是给戒鸦片烟的人住的，是勒戒所的规模。进门一直向前看去，是车棚，一辆T型的黑色福特，就是局长的专车。这辆车车门外有很宽的脚踏板，可以站人，尤其可以站保镖。我在北京亲眼见过大人物坐在这种车里，车门两边站着保镖，保镖一只胳臂从窗外勾在窗框上，两眼圆睁，向路人盯着，神气活现，颇有晏子御者的味道。不过这辆局长的车，并没有保镖。进门一直向左前方看，有一道圆门，门后一块小花园，门边一间小房，正面一大排主房，爸爸、妈妈、二姐、我、大妹，就住在这大排主房里。我记得一搬来，就运到一个好大好大的搪瓷浴盆，但是太原没有自来水，要洗澡，由一个挑水夫一次一次挑水来，向盆里倒。挑水夫是一个小伙子，造型很像丰子恺“漫画阿Q正传”中的阿Q。有一天，他向我要我撒的尿喝，他说“童子尿”可以治他的病，不久他就死了。
keyword_line		004.北京·太原（1937-1948·2到13岁）.txt	13	二、爸爸的日文秘书于秘书在局里的一个同事婚礼上，在喜棚中搂住一个“女招待”亲热，那是我第一次看到“女招待”。后来时代变了，“女招待”也变成历史名词了。
keyword_line		004.北京·太原（1937-1948·2到13岁）.txt	49	我住进东华医院，开刀那天，医生把哥罗仿按住我鼻孔，叫我跟他数数字，我跟他数到三十多，才麻醉过去。开刀打开一看，盲肠已烂，割下后为了清脓，插入两条皮管，不能封口，拖了二十多天，才能下床，下床时已经腿软得不能走路了。
keyword_line		004.北京·太原（1937-1948·2到13岁）.txt	59	我是1942年7岁时候进新鲜胡同小学念一年级的，当时我在家娇生惯养，胆子很小，初次上学，颇不习惯，所以由茂林陪我。他站在教室窗外，跟我保持隔窗遥望的照应，我一边听级任老师上课，一面紧张地看着茂林，心有二用，绝不大意。一年级级任是位姓师的女老师，戴着没边的眼镜，和蔼可亲，人也漂亮。那时没有什么幼稚园，一念书就是小学一年级，我记得第一课只有三个字——“天亮了”。其实，我那时已在家里先背过《三字经》，也看过《小熊逃学》、《小狗回家》等儿童书，我的程度，已经不错了。不过那时还有读私塾的情形存在，有的小学生是读过私塾再转入小学的，所以会背《三字经》的，应该不止我一人。茂林陪我窗里窗外式的上课，后来结束了，我也能完全适应了小学生活，并且很快学会了如何“我告老师去”。有一次小便时候，一个顽皮的小男生在我背后一推，我身子站不稳，两手陷到尿池里，我很快地报告了老师，老师问是谁推的，我不知道那小男生名字，只好走过去，到他身边，把他揪出来。有一次，我在校门口向一位男老师敬礼，一边敬礼一边大喊老师早，男老师那天大概有什么毛病，忽然当面斥责了我，我大为伤心，回家大哭。五叔查出那男老师原来是他学生，跑去骂了他一顿。这件事我五十多年后还能记忆，我相信办教育的人对小孩子的态度，真不可不小心。小孩子是最容易受伤害的。
keyword_line		004.北京·太原（1937-1948·2到13岁）.txt	63	新鲜胡同小学因是古宅老屋，颇多鬼怪传说。我只有一次奇遇。二年级一天上课的时候，我坐在教室左后角的最后一个位子上，突然全身似为鬼迷，神智清楚，可是不能动弹，好一阵子才过去，至今记忆犹新。30年后，我睡在警总军法处地板上，半夜忽醒，又有此一现象，我知道这是一种“梦魇”（nightmare）经验而已。我生平不信怪力乱神，但新鲜胡同小学的许多教室，倒颇有一股阴气，有时令人发毛。
keyword_line		004.北京·太原（1937-1948·2到13岁）.txt	77	在冬天唱这首歌，唱得热气在寒冬里直冒烟，非常有劲儿。
keyword_line		004.北京·太原（1937-1948·2到13岁）.txt	79	在唱《好大的西北风》的季节里，教室里冻得要命，只好一个教室一个火炉，但是学校只供应火炉，燃料是供应不起的。燃料由全班同学每人每天带煤来。生火是由全班最早到的同学负责。一般北京人的炉子，有两种，一种是烧煤块的，用于洋炉子，冬天取暖用，上面也可烧开水之类；一种是烧煤球的，用于土炉子，四季皆用，可以做饭、取暖。这种炉子，生火时候，要在院子里，早晨零下几度，在院子里生火，左生不着，右生不着，两手就冻成红萝卜，要跺着脚，放在嘴边用热气呵个不停才成。用这种炉子，在续煤的时候，可不能偷懒，若是续上煤球，偷懒不端到屋外，或还冒着蓝火苗就给请了进来，大家就有煤气中毒的危险，用北京话，这叫“煤薰着了”，被害人轻则到院子里吃西北风透气，灌酸菜汤；重则一命呜呼。这种炉子用的煤球燃料，是煤沫子、碎煤，加上有胶质的黄土摇出来的，就像摇元宵一样。摇煤球的工人，外号“煤黑子”，他们摇煤球的时候，先做好两三坪面积的煤糊，然后再用铁铲子切，横切成一寸多宽的距离，这面切完后，再掉换方向，还是横着切，这样切完，便成了小方格子，然后放在筛子里去摇。摇的时候，先放一个花盆在下面，再把筛子放在花盆上。摇煤的便蹲在地上，用胳臂左右交互摇将起来。筛子下的花盆好像一个轴，一边摇还要一边注意将黏在一起的散开，又得随时洒些煤沫子，摇到后来筛子里的小方块渐渐摇滚成了黑乒乓球，晒干以后，就可用了。煤球普通一大担一百斤，前后各五十斤，小担五十斤，前后各二十五斤，大部分用户都三五百斤的买，或找摇煤球的到自己家里来摇，穷苦的人家也有一次买五十斤的。再穷苦的人家就无所谓买多少斤了，而变成了“捡煤核儿的”。所谓煤核儿，是不论烧煤块或煤球，都会在拢火后留下残渣，残渣丢到垃圾堆里，捡煤核儿的便去废物利用了。他们遇到一块煤，认为中有文章，便用家伙，敲打一阵，把炉灰敲掉，如果中间有点还没烧完的黑心，便放进小竹筐里，这样子积少成多，也够自己家里烧个一天半天的。因为有这点剩余价值，所以在垃圾堆上，常常看到穿着又脏又破小棉袄棉裤的小孩子，缩着脖儿，冻得流出两行清鼻涕，在翻腾垃圾堆。当然这些小孩子，是没钱念书的。
