id	source_file	line_start	line_end	present	political_hits	quote_text
LAJJCS-029	007.蒋经国怎样在赣南开溜？.txt	17	17	yes		一败千里
LAJJCS-030	007.蒋经国怎样在赣南开溜？.txt	17	17	yes		长驱直入
LAJJCS-031	007.蒋经国怎样在赣南开溜？.txt	19	19	yes		热血沸腾
LAJJCS-032	007.蒋经国怎样在赣南开溜？.txt	19	19	yes		忧心忡忡
LAJJCS-033	007.蒋经国怎样在赣南开溜？.txt	23	23	yes		无济于事
LAJJCS-034	007.蒋经国怎样在赣南开溜？.txt	31	31	yes		胸有成竹
LAJJCS-035	007.蒋经国怎样在赣南开溜？.txt	55	55	yes		冠冕堂皇
LAJJCS-036	007.蒋经国怎样在赣南开溜？.txt	55	55	yes		光风霁月
LAJJCS-037	007.蒋经国怎样在赣南开溜？.txt	55	55	yes		预留伏笔
LAJJCS-038	007.蒋经国怎样在赣南开溜？.txt	57	57	yes		言中有言
LAJJCS-039	007.蒋经国怎样在赣南开溜？.txt	65	65	yes		慷慨激昂，声泪俱下
LAJJCS-040	007.蒋经国怎样在赣南开溜？.txt	67	67	yes		兵临城下
LAJJCS-041	007.蒋经国怎样在赣南开溜？.txt	69	69	yes		众口一辞
LAJJCS-042	007.蒋经国怎样在赣南开溜？.txt	77	77	yes		无可奈何
LAJJCS-043	007.蒋经国怎样在赣南开溜？.txt	79	79	yes		停锣住鼓
LAJJCS-044	007.蒋经国怎样在赣南开溜？.txt	83	83	yes		措手不及
LAJJCS-045	007.蒋经国怎样在赣南开溜？.txt	83	83	yes		溜之大吉
LAJJCS-046	007.蒋经国怎样在赣南开溜？.txt	83	83	yes		破釜沉舟
LAJJCS-047	007.蒋经国怎样在赣南开溜？.txt	87	87	yes		鱼贯登机
LAJJCS-048	007.蒋经国怎样在赣南开溜？.txt	89	89	yes		兵不血刃
LAJJCS-049	009.蒋经国章亚若疑案余波.txt	5	5	yes		显妣章太夫人讳亚若之墓
LAJJCS-050	010.驳蒋纬国论戴传贤.txt	3	3	yes		不忍重违母命，以伤骨肉之情，不获已，仍以长子经国嗣之。
LAJJCS-051	010.驳蒋纬国论戴传贤.txt	3	3	yes		世世子孙，读斯文者，知吾母与吾今日哀其子若弟之苦心，庶奉吾弟祭祀，永永弗替。
LAJJCS-052	010.驳蒋纬国论戴传贤.txt	3	3	yes		亡弟瑞青，讳周传，年四岁而夭，母哀之甚，欲勿殇命，以周泰长子经国嗣
LAJJCS-053	010.驳蒋纬国论戴传贤.txt	7	7	yes		油尽灯枯
LAJJCS-054	010.驳蒋纬国论戴传贤.txt	9	9	yes		为贤者讳、为尊者讳、为亲者讳
LAJJCS-055	011.拥戴杂写.txt	3	3	yes		你看像几岁，就几岁。
LAJJCS-056	011.拥戴杂写.txt	3	3	yes		你看像谁儿子，就是谁儿子
LAJJCS-057	011.拥戴杂写.txt	9	9	yes		放荡不羁
LAJJCS-058	011.拥戴杂写.txt	11	11	yes		男女问题，是生死关头！
LAJJCS-059	011.拥戴杂写.txt	11	11	yes		认假作真
LAJJCS-060	013.蒋纬国和谁乱伦？.txt	9	9	yes		初试云雨情
LAJJCS-061	014.蒋纬国是东吴大学物理系毕业的吗？.txt	5	5	yes		唯斯人而有斯疾
LAJJCS-062	014.蒋纬国是东吴大学物理系毕业的吗？.txt	5	5	yes		有其父必有其子
LAJJCS-063	014.蒋纬国是东吴大学物理系毕业的吗？.txt	15	15	yes		皇天不负苦心人
LAJJCS-064	014.蒋纬国是东吴大学物理系毕业的吗？.txt	25	25	yes		神童怕证据
LAJJCS-065	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	1	1	yes		上穷碧落下黄泉
LAJJCS-066	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	3	3	yes		含辛茹苦
LAJJCS-067	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	3	3	yes		青出于蓝
LAJJCS-068	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	27	27	yes		不相知怎相契
LAJJCS-069	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	27	27	yes		人生五味，全都尝过，复有何求？
LAJJCS-070	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	27	27	yes		荣华富贵于我如浮云
LAJJCS-071	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	27	27	yes		阅尽沧桑
LAJJCS-072	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	43	43	yes		受人之托忠人之事
LAJJCS-073	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	45	45	yes		如数家珍
LAJJCS-074	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	55	55	yes		认子归宗
LAJJCS-075	016.陈平景上穷碧落下黄泉，许以祺动手动脚找东西.txt	55	55	yes		有生之年
LAJJCS-076	018.许以祺苏州访施利聆纪实.txt	9	9	yes		今非昔比
LAJJCS-077	018.许以祺苏州访施利聆纪实.txt	9	9	yes		始终如一
LAJJCS-078	018.许以祺苏州访施利聆纪实.txt	9	9	yes		先礼后兵
LAJJCS-079	019.蒋家、孙家，何处是儿家？.txt	3	3	yes		何处是儿家？
LAJJCS-080	019.蒋家、孙家，何处是儿家？.txt	37	37	yes		大道之行也，天下为公，选贤与能，讲信修睦。故人不独亲其亲、不独子其子，使老有所终，壮有所用，幼有所长，矜寡孤独废疾者皆有所养，男有分，女有归。货恶其弃于地也，不必藏于己；力恶其不出于身也，不必为己。是故谋闭而不兴，盗窃乱贼而不作，故外户而不闭，是谓大同。
LAJJCS-081	019.蒋家、孙家，何处是儿家？.txt	47	47	yes		瞒天过海
LAJJCS-082	019.蒋家、孙家，何处是儿家？.txt	49	49	yes		无所遁形
LAJJCS-083	019.蒋家、孙家，何处是儿家？.txt	51	51	yes		乱七八糟
LAJJCS-084	019.蒋家、孙家，何处是儿家？.txt	51	51	yes		认祖归宗
LAJJCS-085	020.论将军“私藏军火”.txt	13	13	yes		居无何，条侯子为父买工官尚方，甲楣五百被可以葬者。取庸苦之，不予钱。庸知其盗买县官器，怒而上变告子，事连汙条侯。书既闻上，上下吏。吏簿责条侯，条侯不对。景帝骂之曰：‘吾不用也！’召诣廷尉。廷尉责曰：‘君侯欲反邪？’亚夫曰：‘臣所买器，乃葬器也，何谓反邪？’吏曰：‘君侯纵不反地上，即欲反地下耳！’吏侵之益急。初，吏捕条侯，条侯欲自杀，夫人止之，以故不得死，遂入廷尉。因不食五日，呕血而死。国除。
LAJJCS-086	020.论将军“私藏军火”.txt	15	15	yes		兔死狗烹
LAJJCS-087	020.论将军“私藏军火”.txt	19	19	yes		有识之士
LAJJCS-088	021.蒋孝文之死的失压意义.txt	3	3	yes		上（汉武帝）尝辇至郎署，见一老，髭须皓白，衣服不完。上曰：‘公何时为郎？何其老矣！’对曰：‘臣姓颜名驷，江都人也，文帝时为郎。’上曰：‘何不遇也？’驷曰：‘文帝好文，臣好武；景帝好老，臣又少；陛下好少，臣又老。是以三世不遇。’上感其言，拜为会稽都尉。
LAJJCS-089	021.蒋孝文之死的失压意义.txt	5	5	yes		三世不遇
LAJJCS-090	021.蒋孝文之死的失压意义.txt	7	7	yes		适逢其会
LAJJCS-091	021.蒋孝文之死的失压意义.txt	7	7	yes		与子偕老
LAJJCS-092	021.蒋孝文之死的失压意义.txt	9	9	yes		差可比拟
LAJJCS-093	021.蒋孝文之死的失压意义.txt	9	9	yes		适可而止
LAJJCS-094	021.蒋孝文之死的失压意义.txt	11	11	yes		此天之亡我，非战之罪也！
LAJJCS-095	021.蒋孝文之死的失压意义.txt	11	11	yes		花花太岁
LAJJCS-096	021.蒋孝文之死的失压意义.txt	11	11	yes		久压公等，但恨不见替人！
LAJJCS-097	021.蒋孝文之死的失压意义.txt	13	13	yes		砥柱中流
LAJJCS-098	022.蒋孝文死后二周年志庆.txt	7	7	yes		灰飞烟灭
LAJJCS-099	022.蒋孝文死后二周年志庆.txt	9	9	yes		去‘泰’，著‘皇’，采上古‘帝’位号，号曰‘皇帝’。他如议。……朕闻太古有号毋谥，中古有号，死而以行为谥。如此，则子议父、臣议君也，甚无谓，朕弗取焉。自今已来，除谥法。朕为始皇帝。后世以计数，二世、三世、至于万世，传之无穷。
LAJJCS-100	022.蒋孝文死后二周年志庆.txt	9	9	yes		昔者五帝地方千里，其外侯服夷服诸侯或朝或否，天子不能制。今陛下兴义兵、诛残贼、平定天下、海内为郡县、法令由一统，自上古以来未尝有、五帝所不及。臣等谨与博士议曰：‘古有天皇、有地皇、有泰皇、泰皇最贵。’臣等昧死上尊号，王为‘泰皇’、命为‘制’、令为‘诏’、天子自称曰‘朕’。
LAJJCS-101	022.蒋孝文死后二周年志庆.txt	11	11	yes		后世以计数，二世、三世、至于万世，传之无穷
LAJJCS-102	022.蒋孝文死后二周年志庆.txt	13	13	yes		史例斑斑
LAJJCS-103	022.蒋孝文死后二周年志庆.txt	13	13	yes		应运而生
LAJJCS-104	022.蒋孝文死后二周年志庆.txt	29	29	yes		后之览者，亦将有感于斯‘文’
LAJJCS-105	022.蒋孝文死后二周年志庆.txt	29	29	yes		九五之位
LAJJCS-106	022.蒋孝文死后二周年志庆.txt	29	29	yes		七上八下
LAJJCS-107	025.蒋孝武之死的失传意义.txt	19	19	yes		司马昭之心，路人皆知
LAJJCS-108	026.蒋孝武死后的妖妄佛事.txt	3	3	yes		不伦不类
LAJJCS-109	026.蒋孝武死后的妖妄佛事.txt	3	3	yes		莫名其妙
LAJJCS-110	026.蒋孝武死后的妖妄佛事.txt	3	3	yes		邪魔歪道
LAJJCS-111	026.蒋孝武死后的妖妄佛事.txt	7	7	yes		大慈大悲
LAJJCS-112	026.蒋孝武死后的妖妄佛事.txt	7	7	yes		法界蒙熏
LAJJCS-113	026.蒋孝武死后的妖妄佛事.txt	9	9	yes		法力无边
LAJJCS-114	026.蒋孝武死后的妖妄佛事.txt	13	13	yes		不成体统
LAJJCS-115	026.蒋孝武死后的妖妄佛事.txt	13	13	yes		妖气横溢
LAJJCS-116	026.蒋孝武死后的妖妄佛事.txt	35	35	yes		三千弱水取一瓢
LAJJCS-117	027.给章孝慈上一课.txt	7	7	yes		层出不穷
LAJJCS-118	027.给章孝慈上一课.txt	7	7	yes		倒扒一灰
LAJJCS-119	027.给章孝慈上一课.txt	7	7	yes		祸国殃民
LAJJCS-120	027.给章孝慈上一课.txt	7	7	yes		井底游魂
LAJJCS-121	027.给章孝慈上一课.txt	7	7	yes		美人如玉剑如虹
LAJJCS-122	027.给章孝慈上一课.txt	7	7	yes		奇货可居
LAJJCS-123	027.给章孝慈上一课.txt	7	7	yes		顺水人情
LAJJCS-124	027.给章孝慈上一课.txt	7	7	yes		送子张仙
LAJJCS-125	027.给章孝慈上一课.txt	7	7	yes		天地一家春
LAJJCS-126	027.给章孝慈上一课.txt	7	7	yes		毋忘在莒
LAJJCS-127	027.给章孝慈上一课.txt	7	7	yes		香妃入关
LAJJCS-128	027.给章孝慈上一课.txt	7	7	yes		荧惑女宠
LAJJCS-129	027.给章孝慈上一课.txt	7	7	yes		昭君出塞
LAJJCS-130	027.给章孝慈上一课.txt	7	7	yes		赵氏孤儿
LAJJCS-131	027.给章孝慈上一课.txt	9	9	yes		脱颖而出
LAJJCS-132	027.给章孝慈上一课.txt	11	11	yes		鼻青眼肿
LAJJCS-133	027.给章孝慈上一课.txt	11	11	yes		光宗耀祖
LAJJCS-134	027.给章孝慈上一课.txt	11	11	yes		身败名裂
LAJJCS-135	027.给章孝慈上一课.txt	11	11	yes		终老学术，才是上智
LAJJCS-136	028.私生子与政治.txt	3	3	yes		捷才健笔
LAJJCS-137	028.私生子与政治.txt	3	3	yes		事属寻常，本不足异
LAJJCS-138	028.私生子与政治.txt	5	5	yes		出人头地
LAJJCS-139	028.私生子与政治.txt	5	5	yes		一视同仁
LAJJCS-140	028.私生子与政治.txt	17	17	yes		盛德之累
LAJJCS-141	028.私生子与政治.txt	19	19	yes		妇人之仁
LAJJCS-142	028.私生子与政治.txt	19	19	yes		君子爱人以德
LAJJCS-143	028.私生子与政治.txt	19	19	yes		所见者小矣
LAJJCS-144	029.蒋家杂碎.txt	5	5	yes		各就各位
LAJJCS-145	029.蒋家杂碎.txt	9	9	yes		知有父而不知有母
LAJJCS-146	029.蒋家杂碎.txt	9	9	yes		知有母而不知有父
LAJJCS-147	029.蒋家杂碎.txt	15	15	yes		睁眼谎话
LAJJCS-148	029.蒋家杂碎.txt	17	17	yes		自欺而欺天下人
