id	source_file	line_start	line_end	present	political_hits	quote_text
LAWXKC-022	010.“吾梦不堪碎”.txt	41	41	yes		我觉得英诗的meter似乎有赖于古诗的平仄来传神，若是只有脚韵，则难免成为一句（包括半句子句及短句）一行的分列式散文了。
LAWXKC-023	010.“吾梦不堪碎”.txt	43	57	yes		如有天孙锦 愿为君铺地 镶金复镶银 明暗日夜继 家贫锦难求 唯有以梦替 践履慎轻置 吾梦不堪碎
LAWXKC-024	011.“或沦无底，或达仙乡”.txt	5	11	yes		挂帆沧海，风波茫茫，或沦无底，或达仙乡。It may be that the gulfs will wash us down; It may be we shall touch the Happy Isles.
LAWXKC-025	011.“或沦无底，或达仙乡”.txt	17	17	yes		迭相食，非相为而生之
LAWXKC-026	011.“或沦无底，或达仙乡”.txt	17	17	yes		名满天下，谤亦随之
LAWXKC-027	011.“或沦无底，或达仙乡”.txt	17	17	yes		匹夫而为百世师，一言而为天下法
LAWXKC-028	017.“中国思想与修辞”（Rhetoric in Chinese Thought）这门课.txt	3	3	yes		“信”“雅”“达”
LAWXKC-029	017.“中国思想与修辞”（Rhetoric in Chinese Thought）这门课.txt	3	3	yes		辞达
LAWXKC-030	017.“中国思想与修辞”（Rhetoric in Chinese Thought）这门课.txt	3	3	yes		知言
LAWXKC-031	017.“中国思想与修辞”（Rhetoric in Chinese Thought）这门课.txt	7	7	yes		Le seul mot juste, the unique right word
LAWXKC-032	018.语出何典，何能不检点.txt	11	11	yes		忧劳所以兴国，逸豫适足亡身
LAWXKC-033	018.语出何典，何能不检点.txt	13	13	yes		鲍叔奉酒而起曰：‘祝吾君无忘其出而在莒也，使管仲无忘其束缚而从鲁也，使宁子无忘其饭牛于车下也。’桓公避席再拜曰：‘寡人与二大夫皆无忘夫子之言，齐之社稷必不废矣！’此言常思困隘之时，必不骄矣！
LAWXKC-034	018.语出何典，何能不检点.txt	13	13	yes		鲍叔牙奉杯而起曰：‘使公毋忘出入莒时也，使管子毋忘束缚在鲁也，使宁戚毋忘饭牛车下也。’桓公避席再拜曰：‘寡人与二大夫能毋忘夫子之言，国之社稷必不危矣！’
LAWXKC-035	020.介绍一套你该一看的奇书.txt	15	15	yes		把难以分类的古书，纳入现代分类，是这套《中国名著精华全集》的一个特色。
LAWXKC-036	020.介绍一套你该一看的奇书.txt	21	21	yes		作为新时代的中国人，我们评判文章，实在该用一种新的标准，我们必须放弃什么山水标准、什么雅俗标准、什么气骨标准、什么文白标准。我们看文章，要问的只是两个问题：一、要表达什么？二、表达得好不好？
LAWXKC-037	020.介绍一套你该一看的奇书.txt	43	43	yes		百余年来之为学者，往往言心言性，而茫然不得其解也。……聚宾客门人数十百人，与之言心、言性，舍‘多学而识’以求‘一贯’之方，置四海困穷不言，而讲危微精一。……我弗敢知也。……愚所谓圣人之道者如之何？曰博学于文、曰行己有耻。自一身以至于天下国家，皆学之事也；自子臣弟友以至出入往来辞受取与之间，皆有耻之事也。士而不先言耻，则为无本之人；非好古多闻，则为空虚之学。以无本之人，而讲空虚之学，吾见其日从事于圣人，去之弥远也。
LAWXKC-038	020.介绍一套你该一看的奇书.txt	47	47	yes		在南宋人著述之中，最切于实用，胜理气心性之空谈。
LAWXKC-039	020.介绍一套你该一看的奇书.txt	95	95	yes		集天下之书为一书
LAWXKC-040	021.不论见望，斜眼必矣！.txt	3	3	yes		陶渊明意不在诗，诗以寄其意耳。采菊东篱下，悠然望南山，则既采菊又望山，意尽于此，无余蕴矣，非渊明意也。采菊东篱下，悠然见南山，则本自采菊，无意望山，适举首而见之，故悠然忘情，趣闲而景远。……
LAWXKC-041	021.不论见望，斜眼必矣！.txt	5	5	yes		无意‘望’山，适举首而‘见’之
