id	source_file	line_start	line_end	present	political_hits	quote_text
LALRW-030	002.五四以后的陈独秀.txt	13	13	yes		看山水又是山水
LALRW-031	002.五四以后的陈独秀.txt	13	13	yes		有始无终
LALRW-032	002.五四以后的陈独秀.txt	13	13	yes		有始有终
LALRW-033	003.我最难忘的五四人物.txt	5	5	yes		车水马龙
LALRW-034	003.我最难忘的五四人物.txt	5	5	yes		交友以自大其身；求士以求此身之不朽
LALRW-035	003.我最难忘的五四人物.txt	5	5	yes		另眼看待
LALRW-036	003.我最难忘的五四人物.txt	7	7	yes		苦口婆心
LALRW-037	003.我最难忘的五四人物.txt	7	7	yes		特立独行
LALRW-038	003.我最难忘的五四人物.txt	7	7	yes		小心翼翼
LALRW-039	003.我最难忘的五四人物.txt	9	9	yes		滥用名词的大笑话
LALRW-040	004.梁实秋逝世周年感忆.txt	3	3	yes		生龙活虎
LALRW-041	004.梁实秋逝世周年感忆.txt	3	3	yes		意气纵横
LALRW-042	004.梁实秋逝世周年感忆.txt	19	19	yes		比邻若天涯
LALRW-043	004.梁实秋逝世周年感忆.txt	19	19	yes		苟且偷安、逃避
LALRW-044	004.梁实秋逝世周年感忆.txt	19	19	yes		天涯若比邻
LALRW-045	005.梁实秋的两篇重要佚文.txt	5	5	yes		切肤之痛
LALRW-046	005.梁实秋的两篇重要佚文.txt	5	5	yes		善意的批评
LALRW-047	005.梁实秋的两篇重要佚文.txt	5	5	yes		上帝都可以批评，为什么不可以批评一个人？
LALRW-048	005.梁实秋的两篇重要佚文.txt	5	5	yes		一朝权在手，便把令来行
LALRW-049	005.梁实秋的两篇重要佚文.txt	11	11	yes		如日中天
LALRW-050	005.梁实秋的两篇重要佚文.txt	11	11	yes		威风八面
LALRW-051	005.梁实秋的两篇重要佚文.txt	11	11	yes		一书贾耳
LALRW-052	005.梁实秋的两篇重要佚文.txt	11	11	yes		正人君子
LALRW-053	005.梁实秋的两篇重要佚文.txt	25	25	yes		光芒万丈
LALRW-054	005.梁实秋的两篇重要佚文.txt	25	25	yes		人心不同，各如其面
LALRW-055	005.梁实秋的两篇重要佚文.txt	25	25	yes		四十年如一日
LALRW-056	005.梁实秋的两篇重要佚文.txt	25	25	yes		天经地义
LALRW-057	005.梁实秋的两篇重要佚文.txt	25	25	yes		无所不用其极
LALRW-058	005.梁实秋的两篇重要佚文.txt	25	25	yes		摇旗呐喊
LALRW-059	005.梁实秋的两篇重要佚文.txt	99	99	yes		一笔不苟
LALRW-060	005.梁实秋的两篇重要佚文.txt	99	99	yes		有心人
LALRW-061	005.梁实秋的两篇重要佚文.txt	99	99	yes		这是我留下的唯一的遗产。
LALRW-062	005.梁实秋的两篇重要佚文.txt	105	105	yes		我曾看见过人领着熊，从没有看见过人被熊领着。
LALRW-063	005.梁实秋的两篇重要佚文.txt	105	105	yes		亦步亦趋
LALRW-064	005.梁实秋的两篇重要佚文.txt	107	107	yes		我是搞历史的人，搞历史的人只晓得追求历史的真相，不计其他。
LALRW-065	005.梁实秋的两篇重要佚文.txt	109	109	yes		传记文学写得好，必须能够没有忌讳；忌讳太多，顾虑太多，就没有法子写可靠的生动的传记了。
LALRW-066	005.梁实秋的两篇重要佚文.txt	111	111	yes		忌讳太多，顾虑太多
LALRW-067	006.方神父的惊人秘密.txt	17	17	yes		义正辞严
LALRW-068	006.方神父的惊人秘密.txt	25	25	yes		不看洋和尚面也看玛利亚面
LALRW-069	006.方神父的惊人秘密.txt	31	31	yes		万里凌云飞飞飞，今日返国归归归
LALRW-070	006.方神父的惊人秘密.txt	57	57	yes		打开天窗说话
LALRW-071	006.方神父的惊人秘密.txt	61	61	yes		从头做起
LALRW-072	006.方神父的惊人秘密.txt	61	61	yes		身败名裂
LALRW-073	006.方神父的惊人秘密.txt	61	61	yes		说话算话
LALRW-074	006.方神父的惊人秘密.txt	61	61	yes		无论如何，你总算做了一次奋斗的好人，而不是什么也不做的好人。
LALRW-075	006.方神父的惊人秘密.txt	61	61	yes		真够朋友
LALRW-076	006.方神父的惊人秘密.txt	63	63	yes		独善其身
LALRW-077	006.方神父的惊人秘密.txt	63	63	yes		好人其实是最胆小的、懦种的、偷懒的、伪君子的、逃避现实的、害怕坏人的、什么也不做的、只会独善其身不会兼善天下的。
LALRW-078	006.方神父的惊人秘密.txt	63	63	yes		好人只会消极做好人，不会积极做好事。
LALRW-079	006.方神父的惊人秘密.txt	63	63	yes		兼善天下
LALRW-080	006.方神父的惊人秘密.txt	63	63	yes		善霸
LALRW-081	007.方神父的另一惊人秘密.txt	3	3	yes		鸿爪遗痕
LALRW-082	007.方神父的另一惊人秘密.txt	5	5	yes		续貂
LALRW-083	007.方神父的另一惊人秘密.txt	7	7	yes		表里不一
LALRW-084	007.方神父的另一惊人秘密.txt	7	7	yes		人性是普遍的
LALRW-085	007.方神父的另一惊人秘密.txt	7	7	yes		人之初，性本善，性相近，习相远。
LALRW-086	007.方神父的另一惊人秘密.txt	7	7	yes		跳不出如来佛的掌心
LALRW-087	008.海隅光销二十年.txt	5	5	yes		有其母必有其女
LALRW-088	008.海隅光销二十年.txt	9	9	yes		你并不孤单，上帝是和你在一起的
LALRW-089	008.海隅光销二十年.txt	13	13	yes		如法炮制
LALRW-090	009.为殷海光先生出书经过.txt	3	3	yes		另一副模样
LALRW-091	009.为殷海光先生出书经过.txt	5	5	yes		一年老一年，一日衰一日
LALRW-092	009.为殷海光先生出书经过.txt	17	17	yes		廿目所视、廿手所指
LALRW-093	009.为殷海光先生出书经过.txt	17	17	yes		杀头生意有人做，赔钱生意没人做
LALRW-094	009.为殷海光先生出书经过.txt	17	17	yes		十目所视，十手所指
LALRW-095	009.为殷海光先生出书经过.txt	17	17	yes		四目所视、四手所指
LALRW-096	009.为殷海光先生出书经过.txt	53	53	yes		好的就吸收，不好的就不要
LALRW-097	009.为殷海光先生出书经过.txt	89	89	yes		罢黜百家，一尊孔孟
LALRW-098	009.为殷海光先生出书经过.txt	123	123	yes		为人应世笨拙不堪
LALRW-099	009.为殷海光先生出书经过.txt	125	125	yes		在共同的工作里交友
LALRW-100	009.为殷海光先生出书经过.txt	127	127	yes		共心通灵
LALRW-101	009.为殷海光先生出书经过.txt	127	127	yes		仅靠言词不足以知人
LALRW-102	011.至今犹忆孙将军.txt	3	3	yes		公道自在人心啊！
LALRW-103	012.《孙立人研究》前言.txt	9	9	yes		戴震主之威，挟不赏之功
LALRW-104	012.《孙立人研究》前言.txt	9	9	yes		时至不行，反受其殃
LALRW-105	012.《孙立人研究》前言.txt	11	11	yes		措置别作擘画
LALRW-106	012.《孙立人研究》前言.txt	11	11	yes		众证结案，而武穆竟无服辞云
LALRW-107	013.《孙案研究》前言.txt	5	5	yes		场面浩大，阵容坚强
LALRW-108	013.《孙案研究》前言.txt	5	5	yes		上穷碧落下黄泉，动手动脚找东西
LALRW-109	014.立法院最后一位强梁.txt	7	7	yes		此非吾君也，何其声之似我也！
LALRW-110	016.杂谈李焕.txt	9	9	yes		谁谓古今殊，异代可同调
LALRW-111	016.杂谈李焕.txt	9	9	yes		室中更无人，唯有乳下孙。有孙母未去，出入无完裙
LALRW-112	016.杂谈李焕.txt	15	15	yes		好色胜过好德
LALRW-113	016.杂谈李焕.txt	15	15	yes		真情毕露
LALRW-114	017.与陈诚一席谈.txt	15	15	yes		出人头地
LALRW-115	017.与陈诚一席谈.txt	15	15	yes		高高在上
LALRW-116	017.与陈诚一席谈.txt	15	15	yes		前途远大
LALRW-117	017.与陈诚一席谈.txt	15	15	yes		三十而立
LALRW-118	017.与陈诚一席谈.txt	15	15	yes		我们像什么？我们像玻璃窗户上的苍蝇。——前途光明，可是没有出路。
LALRW-119	017.与陈诚一席谈.txt	17	17	yes		见仁见智
LALRW-120	018.李翰祥回大陆的真正原因.txt	19	19	yes		屁股后面的债务像是一颗彗星的屁股
LALRW-121	018.李翰祥回大陆的真正原因.txt	35	35	yes		傥来之财，来得容易去得快，不是好来也不是好走。
LALRW-122	018.李翰祥回大陆的真正原因.txt	75	75	yes		我所遭遇的是出于你，我就默然不语。如今我还等什么呢？我所指望，在乎你。
LALRW-123	018.李翰祥回大陆的真正原因.txt	79	79	yes		婊子无情，戏子无义
LALRW-124	018.李翰祥回大陆的真正原因.txt	79	79	yes		大义灭亲
LALRW-125	018.李翰祥回大陆的真正原因.txt	143	143	yes		有才无德
LALRW-126	018.李翰祥回大陆的真正原因.txt	147	147	yes		我本将心托明月，谁知明月照沟渠！
LALRW-127	018.李翰祥回大陆的真正原因.txt	149	149	yes		闻鼓鼙而思良将
LALRW-128	020.哀江南.txt	3	3	yes		鸡嘴变鸭嘴
LALRW-129	020.哀江南.txt	13	13	yes		此度见花枝，白头誓不归
LALRW-130	023.王企祥该打！.txt	3	3	yes		公报私仇
LALRW-131	023.王企祥该打！.txt	5	5	yes		傻科学家
LALRW-132	023.王企祥该打！.txt	7	7	yes		牛鬼蛇神
LALRW-133	023.王企祥该打！.txt	7	7	yes		无论何种学派，苟其言之成理，持之有故，尚不达自然淘汰之运命，即使彼此相反，也听他们自由发展
LALRW-134	023.王企祥该打！.txt	7	7	yes		异端邪说
LALRW-135	023.王企祥该打！.txt	13	13	yes		棒打薄情郎
LALRW-136	023.王企祥该打！.txt	13	13	yes		刀劈三关
LALRW-137	023.王企祥该打！.txt	13	13	yes		水淹七军
LALRW-138	023.王企祥该打！.txt	13	13	yes		胭脂虎
LALRW-139	024.黄三归来.txt	9	9	yes		小庙，容不下你这大和尚
LALRW-140	025.我最难忘的一位“上将”.txt	17	17	yes		不着边际
LALRW-141	025.我最难忘的一位“上将”.txt	17	17	yes		遮遮掩掩
LALRW-142	025.我最难忘的一位“上将”.txt	27	27	yes		何世无奇才，遗之在草泽。
LALRW-143	025.我最难忘的一位“上将”.txt	27	27	yes		老兵永远不死，他只是凋谢。
LALRW-144	026.难友李世杰先生遗著序.txt	13	13	yes		恶紫之夺朱也！
LALRW-145	026.难友李世杰先生遗著序.txt	13	13	yes		深恶痛绝
LALRW-146	026.难友李世杰先生遗著序.txt	13	13	yes		鱼目混珠
LALRW-147	026.难友李世杰先生遗著序.txt	15	15	yes		不期因祸得福
LALRW-148	026.难友李世杰先生遗著序.txt	15	15	yes		藏之名山
LALRW-149	026.难友李世杰先生遗著序.txt	15	15	yes		大快人心
LALRW-150	026.难友李世杰先生遗著序.txt	15	15	yes		奋笔不屈
LALRW-151	026.难友李世杰先生遗著序.txt	15	15	yes		就极刑而无愠色
LALRW-152	026.难友李世杰先生遗著序.txt	15	15	yes		巨细不遗
LALRW-153	026.难友李世杰先生遗著序.txt	15	15	yes		句句真实不虚
LALRW-154	026.难友李世杰先生遗著序.txt	15	15	yes		人生际遇不可逆料
LALRW-155	026.难友李世杰先生遗著序.txt	15	15	yes		生不如死，复死里逃生
LALRW-156	026.难友李世杰先生遗著序.txt	15	15	yes		手不停挥
LALRW-157	026.难友李世杰先生遗著序.txt	15	15	yes		痛快淋漓
LALRW-158	026.难友李世杰先生遗著序.txt	15	15	yes		歪打正着
LALRW-159	026.难友李世杰先生遗著序.txt	15	15	yes		息息相关
LALRW-160	026.难友李世杰先生遗著序.txt	15	15	yes		血肉之作
LALRW-161	026.难友李世杰先生遗著序.txt	21	21	yes		板桥诗文最不喜求人作序：求之王公大人，既以借光为可耻；求之湖海名流，必至含讥带讪、遭其荼毒……
LALRW-162	026.难友李世杰先生遗著序.txt	21	21	yes		快意恩仇
LALRW-163	026.难友李世杰先生遗著序.txt	21	21	yes		千言万语
LALRW-164	026.难友李世杰先生遗著序.txt	21	21	yes		王公大人
LALRW-165	026.难友李世杰先生遗著序.txt	21	21	yes		西方圣人，以一大事因缘，出现于世。
LALRW-166	026.难友李世杰先生遗著序.txt	21	21	yes		一大事因缘
LALRW-167	027.应把郑南榕高明光大.txt	7	7	yes		罗生门
LALRW-168	027.应把郑南榕高明光大.txt	13	13	yes		古今中外志士仁人，往往憔悴忧伤，继之以死。其所伤之事、所死之故，不止局于一时间一地域而已。盖别有超越时间地域之理性存焉。
LALRW-169	027.应把郑南榕高明光大.txt	13	13	yes		先生以一死见其独立自由之意志，非所论于一人之恩怨，一姓之兴亡。
LALRW-170	027.应把郑南榕高明光大.txt	13	13	yes		众说纷纷
LALRW-171	027.应把郑南榕高明光大.txt	15	15	yes		流俗恩怨荣辱委琐龌龊之说
LALRW-172	027.应把郑南榕高明光大.txt	15	15	yes		有所依托，以为具体表现之用
LALRW-173	027.应把郑南榕高明光大.txt	19	19	yes		抽象理想之通性
LALRW-174	027.应把郑南榕高明光大.txt	19	19	yes		五花八门
LALRW-175	027.应把郑南榕高明光大.txt	19	19	yes		一时一地
LALRW-176	027.应把郑南榕高明光大.txt	19	19	yes		云散烟消
LALRW-177	027.应把郑南榕高明光大.txt	21	21	yes		明哲而不保身
LALRW-178	027.应把郑南榕高明光大.txt	21	21	yes		明知山有虎，偏向虎山行
LALRW-179	027.应把郑南榕高明光大.txt	21	21	yes		舍生取义
LALRW-180	027.应把郑南榕高明光大.txt	21	21	yes		所恶有甚于死者，故患有所不辟也
LALRW-181	027.应把郑南榕高明光大.txt	21	21	yes		学习哲学即是学习如何去死。
LALRW-182	027.应把郑南榕高明光大.txt	23	23	yes		为理念去死，无疑是高贵的。但为真实的理念去死，那就更高贵了！
LALRW-183	027.应把郑南榕高明光大.txt	25	25	yes		超人一等总是孤单的，孤单永不停止
LALRW-184	027.应把郑南榕高明光大.txt	25	25	yes		但等他们跟到那一境界的时候，我早就不在那儿了，我又更进一步了。我希望我总是朝前走了。
LALRW-185	027.应把郑南榕高明光大.txt	25	25	yes		心满意足
LALRW-186	028.刘辰旦——患难见真情的朋友.txt	13	13	yes		妙法
LALRW-187	028.刘辰旦——患难见真情的朋友.txt	13	13	yes		片纸不留
LALRW-188	028.刘辰旦——患难见真情的朋友.txt	33	33	yes		牛头不对马嘴
LALRW-189	028.刘辰旦——患难见真情的朋友.txt	33	33	yes		天知道
LALRW-190	028.刘辰旦——患难见真情的朋友.txt	33	33	yes		言之凿凿
LALRW-191	028.刘辰旦——患难见真情的朋友.txt	89	89	yes		白头宫女谈天宝
LALRW-192	028.刘辰旦——患难见真情的朋友.txt	89	89	yes		没干过就没干过
LALRW-193	028.刘辰旦——患难见真情的朋友.txt	89	89	yes		手足之情
LALRW-194	028.刘辰旦——患难见真情的朋友.txt	105	105	yes		池鱼为殃
LALRW-195	028.刘辰旦——患难见真情的朋友.txt	105	105	yes		孤零零
LALRW-196	028.刘辰旦——患难见真情的朋友.txt	105	105	yes		游云惨澹，天地苍茫，默默寒山，独对铁窗。羁危天畔，长日怅惘，身困愁城，神驰万方。过去未来，虚无飘荡，前途事业，尽付东洋。哀哉亲朋，池鱼为殃，滔天罪咎，忧心难忘。悠悠乡思，凄凄牵肠，自由福乐，枉自想望。苦海沉沦，痛深恨长，嘘唏频叹，幽囚神伤。
LALRW-197	028.刘辰旦——患难见真情的朋友.txt	105	105	yes		走投无路
LALRW-198	028.刘辰旦——患难见真情的朋友.txt	105	105	yes		罪孽深重
LALRW-199	029.我看许信良.txt	13	13	yes		盲人骑瞎马，夜半临深池
LALRW-200	029.我看许信良.txt	13	13	yes		面目全非
LALRW-201	029.我看许信良.txt	55	55	yes		差强人意
LALRW-202	029.我看许信良.txt	55	55	yes		吴公差强人意，隐若一敌国矣！
LALRW-203	030.李庆华与生殖器政治.txt	11	11	yes		比比皆是
LALRW-204	030.李庆华与生殖器政治.txt	11	11	yes		不识大体
LALRW-205	030.李庆华与生殖器政治.txt	11	11	yes		内举不避亲，外举不避仇
LALRW-206	030.李庆华与生殖器政治.txt	11	11	yes		人才寥落
LALRW-207	030.李庆华与生殖器政治.txt	11	11	yes		天下为公
LALRW-208	030.李庆华与生殖器政治.txt	13	13	yes		弊绝风清
LALRW-209	030.李庆华与生殖器政治.txt	13	13	yes		采葑采菲，无以下体
LALRW-210	030.李庆华与生殖器政治.txt	13	13	yes		矫枉过正
LALRW-211	033.为李锡锟教授新书写序.txt	9	9	yes		百世师
LALRW-212	033.为李锡锟教授新书写序.txt	9	9	yes		呼风唤雨
LALRW-213	033.为李锡锟教授新书写序.txt	9	9	yes		你去责备温度计，好像不公平
LALRW-214	033.为李锡锟教授新书写序.txt	9	9	yes		天下法
LALRW-215	033.为李锡锟教授新书写序.txt	25	25	yes		腾云驾雾
LALRW-216	033.为李锡锟教授新书写序.txt	29	29	yes		好学深思
LALRW-217	033.为李锡锟教授新书写序.txt	29	29	yes		千山我独行
LALRW-218	033.为李锡锟教授新书写序.txt	29	29	yes		我思，故我在。
