id	decision	category	quote_text	source_or_origin	source_file	line_start	line_end	summary	proofread_reason	notes
LAGWSRNK-013	keep-proofread	古文成句	以无嗣为讳	中文古文成句	008.无耻的蒋彦士为姘头的妈做干儿子.txt	13	13	李敖摘出成句，说明传统社会忌讳明言无子。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-014	keep-proofread	古文引文	称无子而养人子者，自谓同族之亲，岂施于异姓？今世行之甚众，是谓逆人伦昭穆之序，违经典绍继之义也。	杜佑《通典》引范甯与谢安书	008.无耻的蒋彦士为姘头的妈做干儿子.txt	17	17	李敖引用古文，说明古人反对以异姓为嗣的理由。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-015	keep-proofread	古文成句	逆人伦昭穆之序，违经典绍继之义	杜佑《通典》引范甯与谢安书	008.无耻的蒋彦士为姘头的妈做干儿子.txt	19	19	李敖复摘古文要句，概括异姓继嗣违反昭穆与绍继的观念。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-016	keep-proofread	成语	安之若素	中文成语	008.无耻的蒋彦士为姘头的妈做干儿子.txt	21	21	李敖摘用成语，说明在矛盾双轨中仍能泰然处之。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-017	keep-proofread	成语俗语	千古一绝	中文成语	008.无耻的蒋彦士为姘头的妈做干儿子.txt	21	21	李敖摘用成语，形容虚伪与圆通达到罕见程度。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-018	keep-proofread	成语	阳奉阴违	中文成语	008.无耻的蒋彦士为姘头的妈做干儿子.txt	21	21	李敖摘用成语，写表面遵从、实际违背的处世方式。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-019	keep-proofread	成语	长袖善舞	中文成语	016.王又曾涉嫌诈财物案.txt	11	11	李敖借新闻标题中的成语，写善于周旋钻营的形象。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-020	keep-proofread	俗语格言	有钱能使鬼推磨	中文俗语	022.李济、许倬云怎样拿钱不办事.txt	5	5	李敖引用俗语，说明重金足以驱动人事。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-021	keep-proofread	成语俗语	投诉无门	中文成语	022.李济、许倬云怎样拿钱不办事.txt	63	63	李敖摘用成语，写求告不得其门的无奈。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-022	keep-proofread	典故成句	强为我著书	老子《道德经》成书典故	025.吴大猷假公济私的一面.txt	55	55	李敖引老子成书典故，说明贤者出书有时也须他人相强。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-023	keep-proofread	成语	义正词严	中文成语	025.吴大猷假公济私的一面.txt	69	69	李敖摘用成语，形容回信理直而措辞严正。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-024	remove-proofread	现代自述成句	粗枝大叶，不耐细节	吴大猷自述	025.吴大猷假公济私的一面.txt	91	91	李敖复摘短句，突出粗疏而不耐细节的自我形容。	现代人物自述，虽非政治语录，但不属于诗文格言或稳定成句，校对从严删除。	校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-024	keep-proofread	史记名句	公孙子，务正学以言，无曲学以阿世。	《史记·儒林列传》	027.从丘宏达考试作弊看国民党学人品格.txt	37	37	李敖引《史记》辕固语，强调治学应持正言说、不曲学逢迎。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-025	keep-proofread	成语	曲学阿世	《史记·儒林列传》相关成语	027.从丘宏达考试作弊看国民党学人品格.txt	37	37	李敖摘用成语，说明扭曲学问以逢迎世俗或权势。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-026	keep-proofread	俗语成语	不三不四	中文俗语	028.从林毓生捏造文证看国民党学人品格.txt	7	7	李敖摘用成语，指不中不正、不像样的状态。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-027	keep-proofread	文学评语	如醉如梦，疑幻疑真	苏雪林语	029.国民党别乱捧苏雪林啦！.txt	9	9	李敖摘引苏雪林语，呈现迷离恍惚的崇仰用词。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-028	keep-proofread	现代文学评语	诚玷辱士林之衣冠败类，二十四史儒林传所无之奸恶小人	苏雪林评鲁迅语	029.国民党别乱捧苏雪林啦！.txt	11	11	李敖转引苏雪林前后反鲁的文言式批评，呈现文学人物评价中的激烈措辞。	校对补入：同章明引现代文学评语，非政治语录。	校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-029	keep-proofread	成语	夫子自道	中文成语	030.余光中该烧哪只手？.txt	35	35	李敖摘用成语，指出说话者无意中说出自身情形。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-030	keep-proofread	现代文学评语	他右手写诗，左手写散文，忙得像和太阳系的老酋长在赛马。	余光中广告词	030.余光中该烧哪只手？.txt	63	63	李敖转引余光中书籍广告词，呈现诗文兼写的夸饰形象。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-031	keep-proofread	宋人谐语	旧女婿为新女婿，大姨夫做小姨夫。	欧阳修相关轶事	034.怎可告姨妈？.txt	7	7	李敖引宋人玩笑语，写连襟姻亲关系中的谐谑。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-032	keep-proofread	成语典故	虚与委蛇	中文成语	034.怎可告姨妈？.txt	7	7	李敖引委蛇读音笑话，连带摘出成语本体。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-033	keep-proofread	成语	斯文扫地	中文成语	034.怎可告姨妈？.txt	15	15	李敖摘用成语，形容读书人风度与体面尽失。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-034	keep-proofread	回忆录引文	其人思虑周祥，文笔圆到。余任内重要公文皆出其手，时人多称道之，每谓余以出洋学生而公事熟悉如此，诚属难能可贵。实皆毕先生之功也。	施肇基《施植之先生早年回忆录》	036.傅正的正负.txt	47	47	李敖引用施肇基回忆文字，说明大人物不掩小人物之功。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-035	keep-proofread	回忆录引文	余在〔滨江关道〕任二十六个月。……经办事务烦而且重，前任后任无一终局者。余以出洋学生久任此职得无陨越者，得力于毕先生者甚大。	施肇基《施植之先生早年回忆录》	036.傅正的正负.txt	47	47	李敖引用施肇基回忆文字，说明自己久任要职得力于毕光祖。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。
LAGWSRNK-036	keep-proofread	道家名句	胜人者有力，自胜者强。	《老子》	037.我看林正杰还是先打倒自己吧！.txt	13	13	李敖引用老子名句，说明胜过别人只是有力，能克服自己才是真强。		校对后从严保留：《给外省人难看》以现代政党、军政、司法、官学人物与媒体攻防为主体；现代党政口号、军政发言、法律条文、公文新闻、人物辩解、民族/国家/民主自由人权等政治语录不收，只保留可脱离具体政治攻防独立检索的古典诗文、古文成句、成语俗语、文学评语和非政治生活格言。 仅收老子名句本体，不收同段现代政党攻防。
