score	file	line	text	reasons	context
12	002.第一部——1949（黄花岗38年后）.txt	293	那只是名词的大同小异，是革命、是起义、是造反、是犯上，都相通的。	known-pattern,literary-context,punctuated,political-context	“那只是名词的大同小异，是革命、是起义、是造反、是犯上，都相通的。”
12	003.第二部——1961（黄花岗50年后）.txt	255	‘时有落花随我行’、‘时有落花随我行’。	known-pattern,literary-context,punctuated,political-context	“‘时有落花随我行’、‘时有落花随我行’。”老先生兴奋说着，“多么洒脱！多么诗意！这就是你大伯父，他跟我同岁，三二九那年春天，他正生病，就写下这七个字。病还没好，就收到黄克强他们的信，说要在广州起义，他立刻约了林觉民和我等一起赶到香港，我记得很清楚，离日本那天是阳历3月3日，距阴历三月二十九起义，也就是阳历4月27日，相隔四十五天，四十五天中，我们先在香港准备了四十一天，最后四天混进广州。最后起义时候，因为黄克强另调我做第三选锋队长，所以我没参加攻打督署这一队，结果，你大伯父头部中弹，当场死了；林觉民被捕后，砍头了，死伤惨重。记得你大伯父说过，过去革命，前面死的多是乡下人、是‘乡氓’，我们读书人反倒在后面，这回一定要走在前面，要死也死在前面，死给他们看。这回他真做到了，他当场打到广州东辕门，正好碰到李准的先锋队，你大伯父听说先锋队中有同志卧底，倾向革命，就一马当先，向先锋队招手，高喊，我们都是汉人，应该同心协力杀异族，汉人不要自相残杀。话没喊完，脑部就中弹了，黄克强词里说‘血肉纷飞、气直吞狂虏’，看来就是特指你大伯父的。好可惜啊，二十五岁，就那样牺牲了。我后来想，也许当天喊话的不是他而是我，效果可能不一样，因为李准的先锋队是...
12	003.第二部——1961（黄花岗50年后）.txt	763	证据还在那首诗上：‘时有落花随我行’。	known-pattern,literary-context,punctuated	“证据还在那首诗上：‘时有落花随我行’。”
12	003.第二部——1961（黄花岗50年后）.txt	873	弄拧了，可别那么说。革命先烈既有赤血史诗、又有红颜故事，也不错啊。	known-pattern,literary-context,punctuated,political-context	“弄拧了，可别那么说。革命先烈既有赤血史诗、又有红颜故事，也不错啊。”
12	003.第二部——1961（黄花岗50年后）.txt	875	这副对联的书法，比郑孝胥的差远了，讲书法，革命党赶不上保皇党。	known-pattern,literary-context,punctuated,political-context	“这副对联的书法，比郑孝胥的差远了，讲书法，革命党赶不上保皇党。”
12	003.第二部——1961（黄花岗50年后）.txt	881	你老兄真会做索隐。这副对联，就叫黄花索隐联吧。	known-pattern,literary-context,punctuated	“你老兄真会做索隐。这副对联，就叫黄花索隐联吧。”
12	003.第二部——1961（黄花岗50年后）.txt	917	哎呀，快来看，又有一副莫纪彭的对联。	known-pattern,literary-context,punctuated	“哎呀，快来看，又有一副莫纪彭的对联。”
12	004.第三部——1963（黄花岗52年后）.txt	59	妈的，让我这没念过几天学校的王排长看看，你叫好的，是什么鬼诗。	known-pattern,literary-context,punctuated	王排长从床上坐起来。“什么真好假好啊？你这大学生排长。妈的，一有空，你就摇头晃脑用起功来了。倒要看看你念的是什么鬼诗。”说着，就下了自己的上铺，爬上对面的上铺。“妈的，让我这没念过几天学校的王排长看看，你叫好的，是什么鬼诗。”
12	004.第三部——1963（黄花岗52年后）.txt	59	什么真好假好啊？你这大学生排长。妈的，一有空，你就摇头晃脑用起功来了。倒要看看你念的是什么鬼诗。	known-pattern,literary-context,punctuated	王排长从床上坐起来。“什么真好假好啊？你这大学生排长。妈的，一有空，你就摇头晃脑用起功来了。倒要看看你念的是什么鬼诗。”说着，就下了自己的上铺，爬上对面的上铺。“妈的，让我这没念过几天学校的王排长看看，你叫好的，是什么鬼诗。”
12	004.第三部——1963（黄花岗52年后）.txt	61	就是这首鬼诗，你念念看。	known-pattern,literary-context,punctuated	林排长把纸递过去：“就是这首鬼诗，你念念看。”
12	004.第三部——1963（黄花岗52年后）.txt	83	我到部队半年，处处看到老粗，可是你却例外，你这老小子猜对了，这首诗，是从洋诗翻译过来的，并且是现代的洋诗。写这首诗的洋人叫叶慈，1939年才死，那时候，1935年生的我才四岁；那时候，你这老小子才十二岁。这就是说，写这诗的爱尔兰诗人，在我们生了以后才死。	known-pattern,literary-context,punctuated	“我到部队半年，处处看到老粗，可是你却例外，你这老小子猜对了，这首诗，是从洋诗翻译过来的，并且是现代的洋诗。写这首诗的洋人叫叶慈，1939年才死，那时候，1935年生的我才四岁；那时候，你这老小子才十二岁。这就是说，写这诗的爱尔兰诗人，在我们生了以后才死。”
12	004.第三部——1963（黄花岗52年后）.txt	95	我认识一个士官，姓屠，不是老士官而是小士官，他十二岁时候，在家乡没饭吃，就混到军队里做小小兵，因为聪明伶俐，认识了不少字，又混进了国防部总政治部的文职单位，三十出头后，实在忍不住了，想退伍，买通军医想办法，军医暗中帮他动手术，切掉左手两个指头，以车祸伤残报告上去，才得以退伍，多么凄惨啊。我每次看到他那红红的掌上断痕，就很难过。古代的诗人写人民为了逃避兵役，偷偷弄断胳臂自残；现代人进步了，只要切下手指就行了。	known-pattern,literary-context,punctuated,political-context	“我认识一个士官，姓屠，不是老士官而是小士官，他十二岁时候，在家乡没饭吃，就混到军队里做小小兵，因为聪明伶俐，认识了不少字，又混进了国防部总政治部的文职单位，三十出头后，实在忍不住了，想退伍，买通军医想办法，军医暗中帮他动手术，切掉左手两个指头，以车祸伤残报告上去，才得以退伍，多么凄惨啊。我每次看到他那红红的掌上断痕，就很难过。古代的诗人写人民为了逃避兵役，偷偷弄断胳臂自残；现代人进步了，只要切下手指就行了。”
12	004.第三部——1963（黄花岗52年后）.txt	427	那天路过中山室，进去遛遛，干事拿了一本《中华杂志》，摇头晃脑的边看边说：这些立法委员办杂志，就会发明新名词，叫什么‘反反共’。我凑过去看，干事一把把我推开，说你是老粗、是丘八、不认识几个字，你不懂什么叫‘反反共’，你走开。真巧，我走开前就看到那篇文章作者的名字，叫胡什么原，哦，记起来了，叫什么‘胡秋原’。是立法委员呢。干事，立法委员干的什么事？	known-pattern,literary-context,punctuated	“那天路过中山室，进去遛遛，干事拿了一本《中华杂志》，摇头晃脑的边看边说：这些立法委员办杂志，就会发明新名词，叫什么‘反反共’。我凑过去看，干事一把把我推开，说你是老粗、是丘八、不认识几个字，你不懂什么叫‘反反共’，你走开。真巧，我走开前就看到那篇文章作者的名字，叫胡什么原，哦，记起来了，叫什么‘胡秋原’。是立法委员呢。干事，立法委员干的什么事？”
12	004.第三部——1963（黄花岗52年后）.txt	705	第四连的屁股这么多，你筒不完。	known-pattern,literary-context,punctuated,political-context	男色问题也有所闻，“筒屁股”（鸡奸）一词且成日常用语。下山打靶，第六连偷走我们的机枪靶，我越河索回，他们一个排长老羞成怒，破口大骂：“筒你们第四连的屁股！”我的排附是老士官，挺身和他理论，我笑着说：“第四连的屁股这么多，你筒不完。”大家大笑。军中有好男色的军官士官，阿兵哥就大倒其霉。第五连一个军官最好此道：理论是“三扁不如一圆，肏屁股等于过年”。“扁”者指女人生殖器、“圆」”者指男人屁眼也。有一次他向我抱怨：“以前步兵排两个传令兵，现在只有一个了。”我打趣他说：“屁股不够用了。”
12	004.第三部——1963（黄花岗52年后）.txt	705	以前步兵排两个传令兵，现在只有一个了。	known-pattern,literary-context,punctuated,political-context	男色问题也有所闻，“筒屁股”（鸡奸）一词且成日常用语。下山打靶，第六连偷走我们的机枪靶，我越河索回，他们一个排长老羞成怒，破口大骂：“筒你们第四连的屁股！”我的排附是老士官，挺身和他理论，我笑着说：“第四连的屁股这么多，你筒不完。”大家大笑。军中有好男色的军官士官，阿兵哥就大倒其霉。第五连一个军官最好此道：理论是“三扁不如一圆，肏屁股等于过年”。“扁”者指女人生殖器、“圆」”者指男人屁眼也。有一次他向我抱怨：“以前步兵排两个传令兵，现在只有一个了。”我打趣他说：“屁股不够用了。”
12	006.第五部——2002（黄花岗91年后）.txt	21	五年后，闽人当思我。	known-pattern,literary-context,punctuated,political-context	首先给人的印象是，这真是一座神秘的坟！它四边以巨石为垒，中间又以巨石凸堆成半个圆球，砌成主坟，看来结实无比，不像个坟，倒像个碉堡。坟前有一矮碑，上刻“陈公退素之墓”六个大字，书法隶中带颜，亦少俗气。报上说这块墓地风水上属于“蛇穴”，蛇头是当地陈姓家族祖先合葬的地方，陈仪之墓则位于蛇腹的部位。风水师强调，人站立时以双腿最有力，躺下时则是呼吸系统最旺盛，而蛇以腹爬行，虽不若蛇头综观全局，但其气息却是绵延流长、有利子孙。又说墓地刚好占住“财位”，加上刻意避开蛇头肃杀的霸气，应属“调珠宝”的格局，有利子孙“坐拥财富”。这些风水鬼话，林光烈完全不信。林光烈从陈仪墓上，遥望观音山主峰、遥望公墓的天坛顶式纳骨塔，别有所思。陈仪一生清廉，他在台湾做“总督”时，他的日本贵族出身的太太，每天要提菜篮亲去市场买菜。他们膝下无儿女，只过继了哥哥的一个女儿。妻女后来都留在大陆，穷困不堪。他的日本太太甚至要出售陈仪的上将军装，以换温饱，后为中共当局得知，酌予救济。以这样空前绝后的遭遇，还说有利子孙“坐拥财富”，妖妄之言，真是滑稽。在坟旁边，林光烈遥想墓中人当年的叱咤风云、遥想他的正气霸气、遥想他的敢做敢当、遥想他的舍生取义、遥想他的视死如归……觉得他真...
12	006.第五部——2002（黄花岗91年后）.txt	179	他未必能，但又有什么关系呢？李师科不学而能、不虑而知、神通孟子、若合符节，不也很好吗？宋朝儒者倡言‘我虽一字不识，也要堂堂正正做一个人’，赞美的，不正是文化水平不高的人吗？李师科正是这种人啊。	known-pattern,literary-context,punctuated	“他未必能，但又有什么关系呢？李师科不学而能、不虑而知、神通孟子、若合符节，不也很好吗？宋朝儒者倡言‘我虽一字不识，也要堂堂正正做一个人’，赞美的，不正是文化水平不高的人吗？李师科正是这种人啊。”
12	006.第五部——2002（黄花岗91年后）.txt	315	问题在别的朝代，一亡国，就干干脆脆自承亡国了事，只是‘中华民国’这朝代最不要脸。哦，别怪‘中华民国’，这四个字只是一个名词而已，该怪打着招魂幡庆祝什么‘建国百年’的那群王八蛋，不要脸的是他们。凭他们的不要脸，我相信他们九年后一定庆祝什么‘建国百年’。	known-pattern,literary-context,punctuated	“问题在别的朝代，一亡国，就干干脆脆自承亡国了事，只是‘中华民国’这朝代最不要脸。哦，别怪‘中华民国’，这四个字只是一个名词而已，该怪打着招魂幡庆祝什么‘建国百年’的那群王八蛋，不要脸的是他们。凭他们的不要脸，我相信他们九年后一定庆祝什么‘建国百年’。”
12	006.第五部——2002（黄花岗91年后）.txt	323	孤臣是被皇上疏远的臣、孽子是姨太太生的儿子。本来‘孤臣孽子’不是什么好字眼，后来发生词变，变成正经八百的字眼了。其实蒋介石的天下没有‘孤臣孽子’可言，他传下来的都是佞幸。没有资格称为‘孤臣孽子’。	known-pattern,literary-context,punctuated,political-context	“孤臣是被皇上疏远的臣、孽子是姨太太生的儿子。本来‘孤臣孽子’不是什么好字眼，后来发生词变，变成正经八百的字眼了。其实蒋介石的天下没有‘孤臣孽子’可言，他传下来的都是佞幸。没有资格称为‘孤臣孽子’。”
12	007.第六部——2011（黄花岗百年后）.txt	57	牌位，牌位象征的是什么？让我告诉你，牌位就是中国古文字中的‘且’字，就是鸡巴造型。古人生殖器崇拜，就崇拜起鸡巴来了。慎终追远，就崇拜起祖宗的鸡巴来了。并且，为了鸡巴的需要，就出现‘且’字在旁的‘祖’字、祖宗的‘祖’字，就是崇拜老祖宗的鸡巴。所以呀，每个‘且’字，就是每个翘起来的鸡巴，翘起来干什么，射精呀，传宗接代呀！	known-pattern,literary-context,punctuated,political-context	“牌位，牌位象征的是什么？让我告诉你，牌位就是中国古文字中的‘且’字，就是鸡巴造型。古人生殖器崇拜，就崇拜起鸡巴来了。慎终追远，就崇拜起祖宗的鸡巴来了。并且，为了鸡巴的需要，就出现‘且’字在旁的‘祖’字、祖宗的‘祖’字，就是崇拜老祖宗的鸡巴。所以呀，每个‘且’字，就是每个翘起来的鸡巴，翘起来干什么，射精呀，传宗接代呀！”
12	007.第六部——2011（黄花岗百年后）.txt	123	不骗你吗？你禁得住孟子说的，只要骗子行骗得法，连君子人也一样把你骗倒，今天我不来，不站在这个牌位下面，我看你就不知道这个牌位的先烈是假的、并且还活着的，你就照样被骗。	known-pattern,literary-context,punctuated	“不骗你吗？你禁得住孟子说的，只要骗子行骗得法，连君子人也一样把你骗倒，今天我不来，不站在这个牌位下面，我看你就不知道这个牌位的先烈是假的、并且还活着的，你就照样被骗。”
12	007.第六部——2011（黄花岗百年后）.txt	137	越说越像了。但是没有证据，又怎么相信你一面之词呢？除非我也疯了。	known-pattern,literary-context,punctuated	林光烈拍了一下脑袋。“越说越像了。但是没有证据，又怎么相信你一面之词呢？除非我也疯了。”
12	007.第六部——2011（黄花岗百年后）.txt	247	基督教《圣经》记约伯说：‘唯有我一人逃脱，来报信给你。’美国小说《白鲸记》收场白说：‘戏已收场，怎么又冒出人来呢？——因为有一个人倖免于难。’听了你的故事，你像是《圣经》人物、也像是小说人物，不是真实的人物。太可怕了，故事明明是真的，却离奇得不像真的。	known-pattern,literary-context,punctuated	“基督教《圣经》记约伯说：‘唯有我一人逃脱，来报信给你。’美国小说《白鲸记》收场白说：‘戏已收场，怎么又冒出人来呢？——因为有一个人倖免于难。’听了你的故事，你像是《圣经》人物、也像是小说人物，不是真实的人物。太可怕了，故事明明是真的，却离奇得不像真的。”
12	007.第六部——2011（黄花岗百年后）.txt	317	台湾这边吹牛，说他们延续了中国文化。延续的，就是这种村妇的中国文化。老子庄子孔子孟子要气死了。	known-pattern,literary-context,punctuated,political-context	“台湾这边吹牛，说他们延续了中国文化。延续的，就是这种村妇的中国文化。老子庄子孔子孟子要气死了。”
12	007.第六部——2011（黄花岗百年后）.txt	447	记得《李陵答苏武书》吗？李陵就引出古人的话，叫‘虽忠不烈，视死如归’，谁说忠一定要烈呢？今天的你，可以改写这句古话了，改写成‘生不如死，视忠烈祠如归’，哈哈，多切题啊！你寒碜什么啊。	known-pattern,literary-context,punctuated	“记得《李陵答苏武书》吗？李陵就引出古人的话，叫‘虽忠不烈，视死如归’，谁说忠一定要烈呢？今天的你，可以改写这句古话了，改写成‘生不如死，视忠烈祠如归’，哈哈，多切题啊！你寒碜什么啊。”
12	007.第六部——2011（黄花岗百年后）.txt	549	听你的话，有时义正词严，有时也很模棱两可呢。有时候，你会被‘宋宇’的牌位骗了一下，你好像不完全否定这牌位呢。	known-pattern,literary-context,punctuated	林光烈把话转到另一面：“听你的话，有时义正词严，有时也很模棱两可呢。有时候，你会被‘宋宇’的牌位骗了一下，你好像不完全否定这牌位呢。”
11	002.第一部——1949（黄花岗38年后）.txt	47	缔造民国七十二烈士纪功坊	known-pattern,literary-context,chinese-compact,political-context	大官人兴趣来了。那是一行从右到左的十二字小篆，写得回肠荡气、功力超凡。写它的“章炳麟”，不是别人，就是“中华民国”四字招牌的定型者章太炎。章太炎为革命而坐牢、而亡命、而逐出师门，最后，“中华民国”成立了，但是，袁大总统的鹰犬爪牙软禁他、孙大总统的徒子徒孙通缉他，敌友江湖，正反显出的，是一片嘶喊与寥落。1920年，当他写下“缔造民国七十二烈士纪功坊”的时候，他已隐然在目、憬然在心，知道他定型的民国已经命途多舛。革命、革命，革命似乎被巧取了、豪夺了、偷走了。“中华民国”只是一片魂幡。章太炎曾写对联痛斥那偷走革命的国民党和不够资格成为首都的南京，对联是：
11	002.第一部——1949（黄花岗38年后）.txt	47	中华民国	known-pattern,literary-context,chinese-compact,political-context	大官人兴趣来了。那是一行从右到左的十二字小篆，写得回肠荡气、功力超凡。写它的“章炳麟”，不是别人，就是“中华民国”四字招牌的定型者章太炎。章太炎为革命而坐牢、而亡命、而逐出师门，最后，“中华民国”成立了，但是，袁大总统的鹰犬爪牙软禁他、孙大总统的徒子徒孙通缉他，敌友江湖，正反显出的，是一片嘶喊与寥落。1920年，当他写下“缔造民国七十二烈士纪功坊”的时候，他已隐然在目、憬然在心，知道他定型的民国已经命途多舛。革命、革命，革命似乎被巧取了、豪夺了、偷走了。“中华民国”只是一片魂幡。章太炎曾写对联痛斥那偷走革命的国民党和不够资格成为首都的南京，对联是：
11	002.第一部——1949（黄花岗38年后）.txt	47	中华民国	known-pattern,literary-context,chinese-compact,political-context	大官人兴趣来了。那是一行从右到左的十二字小篆，写得回肠荡气、功力超凡。写它的“章炳麟”，不是别人，就是“中华民国”四字招牌的定型者章太炎。章太炎为革命而坐牢、而亡命、而逐出师门，最后，“中华民国”成立了，但是，袁大总统的鹰犬爪牙软禁他、孙大总统的徒子徒孙通缉他，敌友江湖，正反显出的，是一片嘶喊与寥落。1920年，当他写下“缔造民国七十二烈士纪功坊”的时候，他已隐然在目、憬然在心，知道他定型的民国已经命途多舛。革命、革命，革命似乎被巧取了、豪夺了、偷走了。“中华民国”只是一片魂幡。章太炎曾写对联痛斥那偷走革命的国民党和不够资格成为首都的南京，对联是：
11	002.第一部——1949（黄花岗38年后）.txt	47	中华民国	known-pattern,literary-context,chinese-compact,political-context	大官人兴趣来了。那是一行从右到左的十二字小篆，写得回肠荡气、功力超凡。写它的“章炳麟”，不是别人，就是“中华民国”四字招牌的定型者章太炎。章太炎为革命而坐牢、而亡命、而逐出师门，最后，“中华民国”成立了，但是，袁大总统的鹰犬爪牙软禁他、孙大总统的徒子徒孙通缉他，敌友江湖，正反显出的，是一片嘶喊与寥落。1920年，当他写下“缔造民国七十二烈士纪功坊”的时候，他已隐然在目、憬然在心，知道他定型的民国已经命途多舛。革命、革命，革命似乎被巧取了、豪夺了、偷走了。“中华民国”只是一片魂幡。章太炎曾写对联痛斥那偷走革命的国民党和不够资格成为首都的南京，对联是：
11	003.第二部——1961（黄花岗50年后）.txt	893	这副莫纪彭的对联值几文？	known-pattern,literary-context,chinese-compact	“这副莫纪彭的对联值几文？”
11	004.第三部——1963（黄花岗52年后）.txt	705	筒你们第四连的屁股！	known-pattern,literary-context,chinese-compact,political-context	男色问题也有所闻，“筒屁股”（鸡奸）一词且成日常用语。下山打靶，第六连偷走我们的机枪靶，我越河索回，他们一个排长老羞成怒，破口大骂：“筒你们第四连的屁股！”我的排附是老士官，挺身和他理论，我笑着说：“第四连的屁股这么多，你筒不完。”大家大笑。军中有好男色的军官士官，阿兵哥就大倒其霉。第五连一个军官最好此道：理论是“三扁不如一圆，肏屁股等于过年”。“扁”者指女人生殖器、“圆」”者指男人屁眼也。有一次他向我抱怨：“以前步兵排两个传令兵，现在只有一个了。”我打趣他说：“屁股不够用了。”
11	005.第四部——1982（黄花岗71年后）.txt	177	目无法纪	known-pattern,literary-context,chinese-compact	李师科“目无法纪”，但他谈笑自若，干脆而从容，他显然毫不怕死。老子说：“民不畏死，奈何以死惧之？”当人民不怕死的时侯，不论明正典刑多少个，也吓阻不了“歹徒”的效尤！
11	006.第五部——2002（黄花岗91年后）.txt	21	陈公退素之墓	known-pattern,literary-context,chinese-compact,political-context	首先给人的印象是，这真是一座神秘的坟！它四边以巨石为垒，中间又以巨石凸堆成半个圆球，砌成主坟，看来结实无比，不像个坟，倒像个碉堡。坟前有一矮碑，上刻“陈公退素之墓”六个大字，书法隶中带颜，亦少俗气。报上说这块墓地风水上属于“蛇穴”，蛇头是当地陈姓家族祖先合葬的地方，陈仪之墓则位于蛇腹的部位。风水师强调，人站立时以双腿最有力，躺下时则是呼吸系统最旺盛，而蛇以腹爬行，虽不若蛇头综观全局，但其气息却是绵延流长、有利子孙。又说墓地刚好占住“财位”，加上刻意避开蛇头肃杀的霸气，应属“调珠宝”的格局，有利子孙“坐拥财富”。这些风水鬼话，林光烈完全不信。林光烈从陈仪墓上，遥望观音山主峰、遥望公墓的天坛顶式纳骨塔，别有所思。陈仪一生清廉，他在台湾做“总督”时，他的日本贵族出身的太太，每天要提菜篮亲去市场买菜。他们膝下无儿女，只过继了哥哥的一个女儿。妻女后来都留在大陆，穷困不堪。他的日本太太甚至要出售陈仪的上将军装，以换温饱，后为中共当局得知，酌予救济。以这样空前绝后的遭遇，还说有利子孙“坐拥财富”，妖妄之言，真是滑稽。在坟旁边，林光烈遥想墓中人当年的叱咤风云、遥想他的正气霸气、遥想他的敢做敢当、遥想他的舍生取义、遥想他的视死如归……觉得他真...
11	006.第五部——2002（黄花岗91年后）.txt	21	其犹龙乎？	known-pattern,literary-context,chinese-compact,political-context	首先给人的印象是，这真是一座神秘的坟！它四边以巨石为垒，中间又以巨石凸堆成半个圆球，砌成主坟，看来结实无比，不像个坟，倒像个碉堡。坟前有一矮碑，上刻“陈公退素之墓”六个大字，书法隶中带颜，亦少俗气。报上说这块墓地风水上属于“蛇穴”，蛇头是当地陈姓家族祖先合葬的地方，陈仪之墓则位于蛇腹的部位。风水师强调，人站立时以双腿最有力，躺下时则是呼吸系统最旺盛，而蛇以腹爬行，虽不若蛇头综观全局，但其气息却是绵延流长、有利子孙。又说墓地刚好占住“财位”，加上刻意避开蛇头肃杀的霸气，应属“调珠宝”的格局，有利子孙“坐拥财富”。这些风水鬼话，林光烈完全不信。林光烈从陈仪墓上，遥望观音山主峰、遥望公墓的天坛顶式纳骨塔，别有所思。陈仪一生清廉，他在台湾做“总督”时，他的日本贵族出身的太太，每天要提菜篮亲去市场买菜。他们膝下无儿女，只过继了哥哥的一个女儿。妻女后来都留在大陆，穷困不堪。他的日本太太甚至要出售陈仪的上将军装，以换温饱，后为中共当局得知，酌予救济。以这样空前绝后的遭遇，还说有利子孙“坐拥财富”，妖妄之言，真是滑稽。在坟旁边，林光烈遥想墓中人当年的叱咤风云、遥想他的正气霸气、遥想他的敢做敢当、遥想他的舍生取义、遥想他的视死如归……觉得他真...
