file	line	covered_ids	context
003.陆根纪.txt	167		其实只是大人们宝贝敖弟，在我们四个姐姐眼里并没有当他一回事。敖弟除去在长辈那里到处吃香之外，姐妹们面前也捞不到便宜。我们家思想较开放，男尊女卑的观念并不严重，敖弟只是“物以稀为贵”罢了，更何况李敖的四个姐姐哪个是好惹的？众多姐妹兄弟中，我认为有两个是出类拔萃的：一个是了不起的大姐，大姐从小聪明能干，读书成绩又好，在家里的权势地位连妈妈也得让她三分，妈妈管不了弟妹会吓唬说：“我告诉你大姐去！”另一个就是了不起的敖弟了。敖弟从一开始念书成绩就十分优秀，在班里总能数一数二。我从小最恨算术里的四则题，到底是几只鸡几只兔子那...
003.陆根纪.txt	189		二姐又回忆到我的娱乐。她说：“敖弟小时候也不像我们女孩喜欢跳绳、拍皮球、玩ㄔㄨㄚ子儿，而他最爱戏里的刀枪剑戟”，她说我：
003.陆根纪.txt	231		老姨父李子卓解放前曾做过县长，无论时间多短，反正他做过，肃反运动老姨父被划为历史反革命，被剥夺公民权，送往内蒙古劳动改造。老姨则在水电部设计院图书馆当管理员。老姨在哈尔滨读书并住过多年，俄文有些底子，加上聪明能干，工作还是满不错的。老姨父前妻生的儿子李景生从小就不爱读书，刚解放他就参了军，在空军某部队从事军事摄影。老姨一结婚，我们就认识景生二哥，他那个时候还是个毛头小子，十分调皮。忘了哪一年二哥弄来一批子弹，有手枪弹和步枪弹，还送过我几颗。二哥还说：“上面有红点儿的是炸子儿，打进身体会自动爆炸。”有一天，二哥和他的...
003.陆根纪.txt	239		老姨长期患神经衰弱，经常靠安眠药入睡。在绝望中轻生服了大量安眠药。老姨父也因祸从天而降，无路可寻，用头撞在墙上准备一死了事。老姨住的是一个单位职工宿舍，邻居很多，听到闹声，邻居进来干涉。二哥在部队，规定部队不介入文化革命。邻居找到庚辰的工作单位，庚辰是黑五类子女，在单位也正没好日子过。但他的单位还是允许他回家处理父母的问题。庚辰借了辆板车拖着他的父母去医院。当时的医院也不再提“救死扶伤”“人道主义”之类的口号，而是规定：“凡是自杀的人，一律不抢救治疗！”庚辰又求救于单位，由单位出面请医院只看看两个老人会死还是会活？...
003.陆根纪.txt	251	LAKYEC-011	清朝顾贞观写《金缕曲》词给流放东北的吴兆骞，中有名句是：“数天涯，依然骨肉，几家能够？”意思是说，天涯海角之内，骨肉之亲，能够活着的、健在的、在一起的，又有几家呢？人世乱离不可避免，连毛主席都太太、妹妹、弟弟被枪毙，长子毛岸英在韩战时被美军炸死；次子毛岸青也疯了。革命者的革命下场，第一家庭都凄惨如此，“依然骨肉”，都不能够。依此类推，几十年来的中国家庭，能免于毫发无伤者又几希？反革命者如老姨父，自然更在劫难逃，悲惨的是，他沦落到要掐死亲人以救亲人，如此反革命下场，亦属奇闻。比起他们的遭遇来，我们其他家人的苦难，像六...
003.陆根纪.txt	255		我们读高中的时候有过两次学潮。爸爸常对我们说：“当学生的责任就是好好念书，什么党呀团的都是穷学生干的！”不谈爸爸的观点是否正确，我们总是会受到影响，从来不参加游行。“反饥饿，反内战”的游行那天，我就回家了。另一次是清早到学校就听说教语文的田先生和教历史的陈琏先生被捕了，学生组织罢课，我立即参加，因为我喜欢陈琏先生，抓那么好的老师太不公平！……
003.陆根纪.txt	265		不管怎么反讽，还有陈布雷、陈琏永不明白的外一章：陈布雷的孙子、陈琏的侄子陈师孟，几十年后，却在台湾小岛上数典忘祖夜郎自大的做了台独党的台北市副市长！这个投机分子早被我写文章痛斥过、他的祖父与姑姑的故事也早被我写文章评论过，二姐绝没想到我们李家与他们陈家竟有这么多的前缘与后话。这就是二姐回忆的可贵处，她行云流水的写别的，但总被我峰回路转的变成李敖回忆的相关章节。其实，成功的回忆录绝不光写自己，还要能衬出自己所处的旧家与时代，二姐帮我衬出了这些，并且填补了我早年的失忆。如今我敢写这本书，早年部分，正因有二姐为我打底，我...
003.陆根纪.txt	269		我从小爱书，在北京念小学时候，最吸引我的有两个画面，一个是史家胡同一家商店的橱窗，窗内有蒸气火车模型，这是真正用蒸气开动的玩具，我爱死它了。另一个是学校音乐教室后面的一个书橱，橱内是一排排整齐的丛书——商务印书馆出版、王云五主编的《小学生文库》。在日本鬼子统治北京时期，这些书是比照禁书锁起来的，抗战胜利后，不但橱门打开了，我还做了图书馆长。从此“利用职权”，对这套“小学生文库”，更为熟悉。这套书有五百本，约一千万字，插图达七千多张，作者达一百二十人，是我欣赏的第一套丛书。
003.陆根纪.txt	271		由于对这套书的好感，从而对出版它的商务印书馆也心向往之。北京琉璃厂本有商务印书馆的分馆，可是上海的总馆，才是更吸引人的。由于老姨父做过上海附近嘉兴县的县长，对上海熟悉，每在我问到上海的总馆的时候，他就详为解答，并且打趣说：“看你这样问东问西，我看你有一天得做商务印书馆总经理才过瘾呢。”说这话后半个世纪，我没做成它的总经理，但它的总经理郝明义却到我家来拜码头了。不过，台湾的商务印书馆由于名称上面被国民党伪政府硬加上“台湾”两字，倒有点像伪组织，比起真正的商务，可就逊色多了。走进上海商务印书馆，是我生平最欣喜的经验之一...
003.陆根纪.txt	275		我呆了。开明书店呢？开明书店哪里去了？难道连那么一家极不景气的店面，也开不成了么？我不死心，向面包店的柜台小姐打听打听。小姐头都没抬，把手向上一指，又向后一指，声音平直的说：“搬到三楼去了！它没有门，你就从后面上楼梯。”我顿觉起死回生，谢谢她，遵命做了。走到后面，满屋满地都是面包工厂狼藉，满楼梯也是。我左闪右躲、九转十绕，总算上了三楼。迎面的是一间小房，左边有一点铁柜式书架，右边就是四张办公桌。要找的书，寥寥可数，就在书架上。办事的是一位女孩子，她很亲切的帮我包了书。我跟她谈了几句，她对开明书店却很陌生。这时，一位...
004.小寒纪.txt	7		在台中一中同学中，跟我同届的陈正澄是学问最好的，通中、英、德、日四国文字，后来做到台大经济系主任，他去德国留学时要我用毛笔写字送他。我题诗一首：“人生何处不相逢，我来台湾识正澄，同学十载空余恨，抢去我的第一名。”乃写实也。他把字带到德国，一直挂在墙上。陈正澄以外，张育宏也是我最早认识的台湾同学。四十年后，他以新光产物保险总经理的身份，开了两桌酒席，庆祝我来台四十年。他的国语、日语都讲得极好，演讲起来，外省人与日本人都推服无间。赖宪沧也是老同学，我办《求是报》时还大力出资订阅送人，我们一起吃日本料理时，双方都带儿子，...
004.小寒纪.txt	9		高我二班今为世界级学者的李天培，是温柔敦厚的君子，他和弟弟李善培两人，随父亲李子宽老居士到台湾。老居士本是老革命党，做过孙中山秘书，被蒋介石关过后归顺蒋介石，垂老主持中国佛教会，住在善导寺。我到台北念台大，一开始就借住善导寺。善导寺是日本人盖的古庙，地下室内，有个骨灰间，我就住在隔壁，正所谓“与鬼为邻”。管理骨灰间的职员是绝对相信有鬼的，他指着一排排的骨灰缸，告诉我“昨天晚上”哪一个缸中有了哪种动静。这个地下室不算大，鬼口密度远超过人口密度，所以，我无异是同“死人”住在一起。一个19岁的青年人，在那么年轻时候，就感...
004.小寒纪.txt	11	LAKYEC-012	李善培对我讲了一个秘密：他说有一天他和老居士出去办事，路过一家饭馆，两人就去吃，老居士告诉跑堂的，来碗素面，他也跟进。不料两人狼吞虎咽一阵，发现面里有肉——不是素面，他大吃一惊，赶忙指给“父”（他们湖北应城人喊爸爸做“父”）看，殊不知老居士正在衔肉大嚼，向他使个眼色，表示不必声张，又埋头大嚼起来了（中国的佛门人物中，虽然有一派公然喝酒吃肉，像苏轼的朋友佛印和尚，但这些禅派流变，都不是正宗。照一般佛门规矩，做酒肉和尚是绝对不行的。善导寺是守板眼的寺，自然不准济公活佛或花和尚鲁智深那一套）。老居士有一习惯就是早起。起来...
004.小寒纪.txt	13	LAKYEC-013|LAKYEC-014	我在一中有个高我四班的老同学，叫林石，就是后来的妖僧“林云大师”。林云是我爸爸的学生，他在台中一中时功课平平，在知识上，无出人头地希望，就以密宗来弄玄虚，欺骗世人。他的高明处是先把密宗学术化、把自己高僧化，以学术高僧为障眼法，自上而下的雄霸迷信之坛。这种自上而下的搞法，对象不是村夫村妇，而是上层社会的一些无知的教授、无知的新闻工作者、无知的名女人……这些人喜欢附庸风雅，但却无知得竟以全世界最下流的秘密佛教为风雅、无知得竟以追随林云这种货色为风雅，这就益发好笑。密宗这种秘密佛教，本来在佛教真谛上已是妖妄，从佛教经典看...
004.小寒纪.txt	23		我在一中不但有这种缘，还有书缘。法国作家赫克托·马洛（Hector Malot）的名作《苦儿流浪记》（Sans Famille，有章衣萍等译本，儿童版；又有徐蔚南译本，世界版，名《孤零少年》）、《苦女奋斗记》（Adventures of Perine，有赵余勋译本，少年版）、《海国男儿》（Romoin Kolbpis，有适夷译本，建文版）等，都在中国风行。我1947年在北京念小学时，就是这些书的读者，其中最喜欢的，就是《海国男儿》。到一中后，在台中一家租书店再见这本书，后来弄到钱去“买下”，却不知去向；十多年后，1...
004.小寒纪.txt	53		虽然在爱情上“惨绿”，在人生大方向上却“殷红”得很阳刚之气，已开我日后的先河。有诗为证：
004.小寒纪.txt	85		一朝风云起，我非池中物，（《风云》）
004.小寒纪.txt	99		在这些类乎“薛蟠体”的口号里，依稀看到我未来的发展，其实是循线前进的。我的“少有大志”、我的不逃世思想，我的反“党混子”（党棍子）思想、我的反“国贼”思想、我的“有话就真说”思想、我的反“穷酸”思想、我的“耻于苟安作文豪”思想、我的“十年如未死，一飞可冲天”思想……十年后，一一都像预言般的出现了。不但这些，我的“反宗教”思想，也早就伏机在兹。有“反宗教诗”如下：
004.小寒纪.txt	133		这种诗下面带大括号的体裁，也是前无古人、后无来者的。这些“歪诗”，都是我18岁时中学生时代的“残基”，可以看出我困学中的努力向上、困学中的自命不凡、困学中的孤独与孤愤。在这种情境中，我结束了中学时代。基本上，这一段生命是痛苦的，毕竟我那时太年轻，没有多少力量突破环境，但我一直要突破，所以非常辛苦。如今回首前尘，我真庆幸我永远不再是中学生了。
005.大寒纪.txt	19		王作荣对我说：“当年以为人老了那样我一定不那样。结果今天就是那样。”
005.大寒纪.txt	23		石齐平说李敖说坐牢的时间上帝不算。王说：“上帝不算？有这种好事我也去坐牢。”
005.大寒纪.txt	25		很不幸的，后来为了他支持李登辉，写了许多马屁文章，犯了我怒也犯了众怒。最后一次，我们在湖北一家春吃饭，我当面指着他说：“老师啊，请你搞清楚，现在恨你的人比恨我的还多。”此后为了我公然陆续举证指责他不该支持李登辉，两人关系疏远了。不过在他胃癌开刀时，我还是到医院看他，留名片而去。他出院后，对我敬而远之，礼数也不见了、信也不写了、饭也不吃了。师生之谊，竟为一个杂碎李登辉而绝。王作荣老师当年介绍李登辉入国民党，他们关系甚深，他告诉我一个秘密：人家说李登辉曾以《出埃及记》中摩西自比，这不是真的，因为李登辉曾告诉他：摩西其实...
005.大寒纪.txt	29	LAKYEC-015	虽然李登辉与王作荣渊源深厚，但是李敖却以王安石的诗勉励自己的老师：“公自平生怀直气，谁能晚节负初心。”政坛也曾流传一则笑话，保险公司对王作荣有三不保：“天灾不保、人祸不保、晚节不保”。
005.大寒纪.txt	31		为了晚节，李敖说：“起来吧！王作荣，现在的你不是真正的王作荣，王作荣有王作荣的干法。”他以一个历史上的例子说，12世纪时有一位英国主教名叫贝凯特，他与国王年轻时代是酒肉朋友，也曾当过储君的家庭老师，后来国王登基，将贝凯特纳为心腹，并封为坎特伯利大主教，等于是一言九鼎的宗教头子，但是为了维护主教的权力，竟与国王闹翻了，国王干脆派人杀了他，不料却引起公愤，最后只好罚杀贝凯特的武士在他的坟前看坟，以平息众怒。李敖认为，王作荣应该要有贝凯特的骨气，为了国家，请弹劾李登辉下台。……
005.大寒纪.txt	35		王作荣桃李满天下，可是他曾对家人说：“李敖是我眼中惟一的天才。”……
005.大寒纪.txt	41	LAKYEC-016	这是我对身为监察院长的王作荣老师的最后诤言。回想四十四年前的师生因缘，恍然如昨。被改写的亚里士多德（Aristotle）名言有道是：“吾爱柏拉图甚于余物，吾爱真理甚于吾师。”西哲风范与决绝，惟我有焉。
005.大寒纪.txt	45	LAKYEC-017	在法律专修科那年的4月25日，正好是我20岁生日，生日后两天，爸爸死了。我因反对传统“把活人弄成死人，把死人弄成鬼”式的丧礼，力持丧礼改革。台中一中我敬重的国文老师鄢曾荫先生婉为劝我说：“李敖你读书明理，按古礼，不能这样干吧？”我说：“按古礼，按《易经》是‘丧期无数’；按《墨子》是我母亲要殉葬；按《礼记》是我父亲不能火葬……今天我要真行古礼，更不得了了。”他见我学识渊博，我的礼比他还古，为之语塞。爸爸死后，有一位老先生特别奔走，料理后事，他就是人称“沈二爷”的沈铭三先生。沈二爷因为辈份是外祖父级的，我们称他“二太老...
005.大寒纪.txt	47		我是1955年20岁进台大历史系一年级的。头一年误入法律专修科，原因是联考时总成绩被数学拉下来。所以这一年重考，必须加强数学分数。幸亏我台中一中的老同学胡家伦指导有方，他为我恶补一阵，结果数学考了（不如说背出了）59分，不但考上历史系，并且名列前茅。由于对中学教育和法律专修科的不满，考取历史系可谓一偿宿愿。进台大文学院的拱门，呼吸着远比中学自由的空气，我一度感到满足。可是，很快地，大学的生活使我深刻了解所谓高等教育的一面，它令人失望的程度比中等教育犹有过之，尤其是我身历其境的文法学院，其荒谬、迂腐已经到了不成样子的...
005.大寒纪.txt	51		一、我重考改入台大文学院后，因抽签住校未中，又没钱在外租房，只好在温州街73号台大第一宿舍与陆啸钊同挤一张床，虽然有时斗嘴气得不讲话，但在不讲话中，陆啸钊还是送水果给老朋友吃。陆啸钊与我交情长达四十四年，深知我为人。1991年10月2日他对陈良榘说：“李敖为人，绝不先向你开枪。但你先向他开枪，他就用机关枪打死你。打死以后，还要补上一阵枪。”真知我之言也。
005.大寒纪.txt	55		三、台大校本部送报生，原由台静农的儿子担任，后来转给庄因，庄因转给我，我转给陈彦增、孙英善，陈彦增、孙英善转给张丕隆他们。有一天我看到报贩子在送报，乃问张丕隆怎么回事？张丕隆说：“你们真笨，一个个大清早起自己送报！我们却把权利转包给报贩子了，每月抽头，鬼才自己送报呢！我们不做劳工，做资本家啦！”
005.大寒纪.txt	61		六、陈又亮后来在美国得博士、做教授。二十多年后回台湾看我，说：“我一看到过去的老情人，就对她们丈夫感谢万分。——所有老帮子都归他们，所有新枝嫩叶都归我，焉能不感谢、焉能不感谢！”
005.大寒纪.txt	63		七、陈又亮的女朋友，多看来既老且大，像他妈妈。我笑他有“恋母情结”，结果满校园是情人，满校园是妈。二十多年后我再见他，旧话重提，他说：“对，我做爱的时候，一边叫床，一边叫妈。”我哈哈大笑。
005.大寒纪.txt	71		十一、姚从吾老师有满口乱牙，我从没见过一个人有那样乱的牙。他的牙，每颗都很大，并且N多，我始终怀疑他不是“重瞳”而是“重牙”，牙齿比一般人要多。当然我这样说，毫无根据，但从亚里士多德把他老婆的牙齿数目搞错一点上看，这种牙多之感，可见也不唯我独有也！
005.大寒纪.txt	79		十五、方豪老师教我“宋史”，他是神父，我们偷叫他“洋和尚”。他告诉我，他学做神父，可管得严，教会不准他们念英文，他的英文是偷偷在厕所里学的。我说：“你们神父在厕所里学的东西可太多了！”
005.大寒纪.txt	83		十七、外文系洋神父傅良圃（Frederic Joseph Foley S. J.）教授，人呼以Father Foley，大秃头，为人风趣。有一次在台大草坪上聊天，他指着他生殖器做鬼脸，说：“useless”（没用了的）。盖神父理论上不能用于女人，只能用于小便也。
005.大寒纪.txt	89		二十、夏德仪老师教“中国通史”，冬天一袭长袍，但夏天不穿。他看到我夏天还穿，对我说：“你比我还顽固。”此老高寿，移民美国后，还夸李敖文章不绝。
