file	line	quoteText	markers	political	previous	context	next
001.洗你的脑，掐他脖子.txt	17	政治活动		political-context		三、你既以“思想活动”为职志，何必参加所谓总统选举，被人误会成“政治活动”呢？	
001.洗你的脑，掐他脖子.txt	19	超级政治挂帅		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	政治挂帅		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	政治挂帅		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	政治挂帅		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	超级政治挂帅		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	一块荒壤，无用之地		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	海外丸泥，不足为中国加广		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	恭陈台湾弃留疏		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	做官能源		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	不辞小官		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	立法委员康宁祥		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	立法委员张俊雄		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	政治挂帅		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	超级政治挂帅		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	19	思想活动		political-context		这和台湾地区的“超级政治挂帅”情况有关。大陆文化大革命时特别强调“政治挂帅”，一切政治至上，台湾这边，曾加以奚落，其实台湾的“政治挂帅”比大陆还过分得多，不但“政治挂帅”，简直是“超级政治挂帅”，天天大大小小的政治选举，闹得举岛若狂，现在又来个特大号的所谓总统选举，更是变本加厉了。究其原因，和这个岛上几百年来在政治上被打压有关。早在三百年前，清朝政府中人，就曾认为台湾是“一块荒壤，无用之地”、是“海外丸泥，不足为中国加广”。因为台湾只占中国三百一十分之一，又地处边陲，实在不算什么，因此在施琅呈上“恭陈台湾弃留疏”后，清朝政府决定纳台湾入中国版图时，台湾的...	
001.洗你的脑，掐他脖子.txt	21	思想		political-context		“思想”问题，“政治”解决	
001.洗你的脑，掐他脖子.txt	21	政治		political-context		“思想”问题，“政治”解决	
001.洗你的脑，掐他脖子.txt	23	政治活动		political-context		四、你利用“政治活动”想趁机搞“思想活动”，有没有为了目的不择手段的不妥？	
001.洗你的脑，掐他脖子.txt	23	思想活动		political-context		四、你利用“政治活动”想趁机搞“思想活动”，有没有为了目的不择手段的不妥？	
001.洗你的脑，掐他脖子.txt	25	大圣欢喜供养法		political-context		不但没有不妥，并且还有大慈大悲观世音菩萨的气概呢。《大圣欢喜供养法》等佛经中说，大圣自在天和乌摩女为夫妇，生了三千子女，其中一千五百个是做恶事的、一千五百个是做善事的。做善事的是“观音之化身”，跟那一千五百个做恶事的配成兄弟夫妇，以性交方法，来软化恶行。《维摩诘所说经》中又说：“或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。”这一佛门理论，最为有趣。这种理论主张观音化为风情万种的美女，吸引好色之徒，以引你性欲为手段，以导你信佛为目的。——为了使你进入我的信仰，不惜以“美人计”对付你，从“小头”入手，达到“大头”皈依。这一“‘大头’问题，‘小头’解决”的...	
001.洗你的脑，掐他脖子.txt	25	观音之化身		political-context		不但没有不妥，并且还有大慈大悲观世音菩萨的气概呢。《大圣欢喜供养法》等佛经中说，大圣自在天和乌摩女为夫妇，生了三千子女，其中一千五百个是做恶事的、一千五百个是做善事的。做善事的是“观音之化身”，跟那一千五百个做恶事的配成兄弟夫妇，以性交方法，来软化恶行。《维摩诘所说经》中又说：“或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。”这一佛门理论，最为有趣。这种理论主张观音化为风情万种的美女，吸引好色之徒，以引你性欲为手段，以导你信佛为目的。——为了使你进入我的信仰，不惜以“美人计”对付你，从“小头”入手，达到“大头”皈依。这一“‘大头’问题，‘小头’解决”的...	
001.洗你的脑，掐他脖子.txt	25	维摩诘所说经		political-context		不但没有不妥，并且还有大慈大悲观世音菩萨的气概呢。《大圣欢喜供养法》等佛经中说，大圣自在天和乌摩女为夫妇，生了三千子女，其中一千五百个是做恶事的、一千五百个是做善事的。做善事的是“观音之化身”，跟那一千五百个做恶事的配成兄弟夫妇，以性交方法，来软化恶行。《维摩诘所说经》中又说：“或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。”这一佛门理论，最为有趣。这种理论主张观音化为风情万种的美女，吸引好色之徒，以引你性欲为手段，以导你信佛为目的。——为了使你进入我的信仰，不惜以“美人计”对付你，从“小头”入手，达到“大头”皈依。这一“‘大头’问题，‘小头’解决”的...	
001.洗你的脑，掐他脖子.txt	25	或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。		political-context		不但没有不妥，并且还有大慈大悲观世音菩萨的气概呢。《大圣欢喜供养法》等佛经中说，大圣自在天和乌摩女为夫妇，生了三千子女，其中一千五百个是做恶事的、一千五百个是做善事的。做善事的是“观音之化身”，跟那一千五百个做恶事的配成兄弟夫妇，以性交方法，来软化恶行。《维摩诘所说经》中又说：“或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。”这一佛门理论，最为有趣。这种理论主张观音化为风情万种的美女，吸引好色之徒，以引你性欲为手段，以导你信佛为目的。——为了使你进入我的信仰，不惜以“美人计”对付你，从“小头”入手，达到“大头”皈依。这一“‘大头’问题，‘小头’解决”的...	
001.洗你的脑，掐他脖子.txt	25	美人计		political-context		不但没有不妥，并且还有大慈大悲观世音菩萨的气概呢。《大圣欢喜供养法》等佛经中说，大圣自在天和乌摩女为夫妇，生了三千子女，其中一千五百个是做恶事的、一千五百个是做善事的。做善事的是“观音之化身”，跟那一千五百个做恶事的配成兄弟夫妇，以性交方法，来软化恶行。《维摩诘所说经》中又说：“或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。”这一佛门理论，最为有趣。这种理论主张观音化为风情万种的美女，吸引好色之徒，以引你性欲为手段，以导你信佛为目的。——为了使你进入我的信仰，不惜以“美人计”对付你，从“小头”入手，达到“大头”皈依。这一“‘大头’问题，‘小头’解决”的...	
001.洗你的脑，掐他脖子.txt	25	小头		political-context		不但没有不妥，并且还有大慈大悲观世音菩萨的气概呢。《大圣欢喜供养法》等佛经中说，大圣自在天和乌摩女为夫妇，生了三千子女，其中一千五百个是做恶事的、一千五百个是做善事的。做善事的是“观音之化身”，跟那一千五百个做恶事的配成兄弟夫妇，以性交方法，来软化恶行。《维摩诘所说经》中又说：“或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。”这一佛门理论，最为有趣。这种理论主张观音化为风情万种的美女，吸引好色之徒，以引你性欲为手段，以导你信佛为目的。——为了使你进入我的信仰，不惜以“美人计”对付你，从“小头”入手，达到“大头”皈依。这一“‘大头’问题，‘小头’解决”的...	
001.洗你的脑，掐他脖子.txt	25	大头		political-context		不但没有不妥，并且还有大慈大悲观世音菩萨的气概呢。《大圣欢喜供养法》等佛经中说，大圣自在天和乌摩女为夫妇，生了三千子女，其中一千五百个是做恶事的、一千五百个是做善事的。做善事的是“观音之化身”，跟那一千五百个做恶事的配成兄弟夫妇，以性交方法，来软化恶行。《维摩诘所说经》中又说：“或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。”这一佛门理论，最为有趣。这种理论主张观音化为风情万种的美女，吸引好色之徒，以引你性欲为手段，以导你信佛为目的。——为了使你进入我的信仰，不惜以“美人计”对付你，从“小头”入手，达到“大头”皈依。这一“‘大头’问题，‘小头’解决”的...	
001.洗你的脑，掐他脖子.txt	25	‘大头		political-context		不但没有不妥，并且还有大慈大悲观世音菩萨的气概呢。《大圣欢喜供养法》等佛经中说，大圣自在天和乌摩女为夫妇，生了三千子女，其中一千五百个是做恶事的、一千五百个是做善事的。做善事的是“观音之化身”，跟那一千五百个做恶事的配成兄弟夫妇，以性交方法，来软化恶行。《维摩诘所说经》中又说：“或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。”这一佛门理论，最为有趣。这种理论主张观音化为风情万种的美女，吸引好色之徒，以引你性欲为手段，以导你信佛为目的。——为了使你进入我的信仰，不惜以“美人计”对付你，从“小头”入手，达到“大头”皈依。这一“‘大头’问题，‘小头’解决”的...	
001.洗你的脑，掐他脖子.txt	25	小头		political-context		不但没有不妥，并且还有大慈大悲观世音菩萨的气概呢。《大圣欢喜供养法》等佛经中说，大圣自在天和乌摩女为夫妇，生了三千子女，其中一千五百个是做恶事的、一千五百个是做善事的。做善事的是“观音之化身”，跟那一千五百个做恶事的配成兄弟夫妇，以性交方法，来软化恶行。《维摩诘所说经》中又说：“或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。”这一佛门理论，最为有趣。这种理论主张观音化为风情万种的美女，吸引好色之徒，以引你性欲为手段，以导你信佛为目的。——为了使你进入我的信仰，不惜以“美人计”对付你，从“小头”入手，达到“大头”皈依。这一“‘大头’问题，‘小头’解决”的...	
001.洗你的脑，掐他脖子.txt	25	思想		political-context		不但没有不妥，并且还有大慈大悲观世音菩萨的气概呢。《大圣欢喜供养法》等佛经中说，大圣自在天和乌摩女为夫妇，生了三千子女，其中一千五百个是做恶事的、一千五百个是做善事的。做善事的是“观音之化身”，跟那一千五百个做恶事的配成兄弟夫妇，以性交方法，来软化恶行。《维摩诘所说经》中又说：“或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。”这一佛门理论，最为有趣。这种理论主张观音化为风情万种的美女，吸引好色之徒，以引你性欲为手段，以导你信佛为目的。——为了使你进入我的信仰，不惜以“美人计”对付你，从“小头”入手，达到“大头”皈依。这一“‘大头’问题，‘小头’解决”的...	
001.洗你的脑，掐他脖子.txt	25	政治		political-context		不但没有不妥，并且还有大慈大悲观世音菩萨的气概呢。《大圣欢喜供养法》等佛经中说，大圣自在天和乌摩女为夫妇，生了三千子女，其中一千五百个是做恶事的、一千五百个是做善事的。做善事的是“观音之化身”，跟那一千五百个做恶事的配成兄弟夫妇，以性交方法，来软化恶行。《维摩诘所说经》中又说：“或现作淫女，引诸好色者。先以欲钩牵，后令入佛智。”这一佛门理论，最为有趣。这种理论主张观音化为风情万种的美女，吸引好色之徒，以引你性欲为手段，以导你信佛为目的。——为了使你进入我的信仰，不惜以“美人计”对付你，从“小头”入手，达到“大头”皈依。这一“‘大头’问题，‘小头’解决”的...	
001.洗你的脑，掐他脖子.txt	31	无花果		political-context		谁要做什么政治家，我才不要做什么政治家。吴浊流《无花果》里说：“三百年间殖民地的被榨取立场上的结果，患上政治渴望症了。于是把政治家当做非常伟大，并且不管张三李四，都焦急着想当个政治家。”这就是今天台湾岛上的众生相，只是他们至多只做到政客而已，这个岛上并没有像样的政治家。	
001.洗你的脑，掐他脖子.txt	31	三百年间殖民地的被榨取立场上的结果，患上政治渴望症了。于是把政治家当做非常伟大，并且不管张三李四，都焦急着想当个政治家。		political-context		谁要做什么政治家，我才不要做什么政治家。吴浊流《无花果》里说：“三百年间殖民地的被榨取立场上的结果，患上政治渴望症了。于是把政治家当做非常伟大，并且不管张三李四，都焦急着想当个政治家。”这就是今天台湾岛上的众生相，只是他们至多只做到政客而已，这个岛上并没有像样的政治家。	
001.洗你的脑，掐他脖子.txt	33	假民主先生		political-context		李登辉是“假民主先生”	
