id	book	source_file	line_start	line_end	quote_text	category	source_or_origin	found_in_source	political_hits	notes
LASS-048	李敖秘密书房	104.20000320选战兵分路(1).txt	43	43	马上得天下，不能够马上治天下	史传名句	陆贾劝刘邦语意	yes		首轮保守收入：节目文字稿与选战访谈噪声较密，仅取可独立成立的诗文、格言、成语俗语和经典文句。
LASS-049	李敖秘密书房	105.20000321选战兵分路(2).txt	11	11	挂帆沧海，风波茫茫，或沦无底，或达仙乡	西方诗句	丁尼生诗句/严复《天演论》译文	yes		首轮保守收入：节目文字稿与选战访谈噪声较密，仅取可独立成立的诗文、格言、成语俗语和经典文句。
LASS-050	李敖秘密书房	105.20000321选战兵分路(2).txt	153	153	为善若登，为恶若崩	古典成语	中国古话	yes		首轮保守收入：节目文字稿与选战访谈噪声较密，仅取可独立成立的诗文、格言、成语俗语和经典文句。
LASS-051	李敖秘密书房	105.20000321选战兵分路(2).txt	153	153	人上天堂是慢的，下地狱是快的	西方文学格言	弥尔顿《失乐园》语意	yes		首轮保守收入：节目文字稿与选战访谈噪声较密，仅取可独立成立的诗文、格言、成语俗语和经典文句。
LASS-052	李敖秘密书房	109.20000327选战兵分路(6).txt	13	13	以贼捉贼	西方谚语	外国古话	yes		首轮保守收入：节目文字稿与选战访谈噪声较密，仅取可独立成立的诗文、格言、成语俗语和经典文句。
LASS-053	李敖秘密书房	114.20000403《北京法源寺》(8).txt	5	5	靖康耻，犹未雪。臣子恨，何时灭	词句	岳飞《满江红》	yes		首轮保守收入：节目文字稿与选战访谈噪声较密，仅取可独立成立的诗文、格言、成语俗语和经典文句。
LASS-054	李敖秘密书房	117.20000406《北京法源寺》(11).txt	11	11	梦里不知身是客	词句	李煜《浪淘沙令》	yes		首轮保守收入：节目文字稿与选战访谈噪声较密，仅取可独立成立的诗文、格言、成语俗语和经典文句。
LASS-055	李敖秘密书房	117.20000406《北京法源寺》(11).txt	11	11	少小离家老大回，乡音无改鬓毛衰。儿童相见不相识，笑问客从何处来	诗句	贺知章《回乡偶书》	yes		首轮保守收入：节目文字稿与选战访谈噪声较密，仅取可独立成立的诗文、格言、成语俗语和经典文句。
LASS-056	李敖秘密书房	125.20000418万书如海一身藏(5).txt	19	19	杀君马者道旁儿	古典名句	孔子相关古话	yes		首轮保守收入：节目文字稿与选战访谈噪声较密，仅取可独立成立的诗文、格言、成语俗语和经典文句。
LASS-057	李敖秘密书房	132.20000427李敖六五(2).txt	265	265	己所不欲，勿施于人	古典名句	《论语》	yes		首轮保守收入：节目文字稿与选战访谈噪声较密，仅取可独立成立的诗文、格言、成语俗语和经典文句。
