id	source_file	line_start	line_end	quote_text	category	source_or_origin	summary	notes
LAQWQH-018	014.打倒冒牌的民族主义！.txt	23	23	秦起长城，竟海为关，荼毒生灵，万里朱殷	古文名句	李华《吊古战场文》。	李敖引古文描写秦代战祸，保留文学引文。	
LAQWQH-019	014.打倒冒牌的民族主义！.txt	23	23	汉击匈奴，虽得阴山，枕骸遍野，功不补患	古文名句	李华《吊古战场文》。	李敖引古文评价汉代武功代价，保留文学引文。	
LAQWQH-020	014.打倒冒牌的民族主义！.txt	25	25	夜郎自大	传统成语	《史记》夜郎故事衍生。	李敖用作历史文化成语，保留。	
LAQWQH-021	014.打倒冒牌的民族主义！.txt	29	29	夷夏不能防	古典成语	华夷混同相关成语。	李敖借此说明族群混同痕迹，保留成语本身。	
LAQWQH-022	014.打倒冒牌的民族主义！.txt	33	33	不事胡人	古典史传语	明末殉节语境常用语。	李敖讨论明末烈士理由时引此成句，保留。	
LAQWQH-023	014.打倒冒牌的民族主义！.txt	35	35	万世一系	传统成语	血统延续说法。	李敖用于反讽血统纯粹观，保留成语。	
LAQWQH-024	014.打倒冒牌的民族主义！.txt	41	41	我蛮夷也，不与中国之号谥。	史记引文	《史记·楚世家》。	李敖引楚君自称语，保留史传引文。	
LAQWQH-025	014.打倒冒牌的民族主义！.txt	49	49	以人废言	古典成语	传统学术评议成语。	李敖以此提示不可因人废其可取之言，保留。	
LAQWQH-026	015.《鸡骨·泡沫·抢》自序.txt	11	11	羚羊挂角	诗话成语	《埤雅》《传灯录》《沧浪诗话》等所释。	李敖借古书解释“羚羊挂角”，保留核心成语。	
LAQWQH-027	015.《鸡骨·泡沫·抢》自序.txt	11	11	无迹可求	诗话成语	《沧浪诗话》评诗语。	李敖引诗话说明妙处不落痕迹，保留成语。	
LAQWQH-028	015.《鸡骨·泡沫·抢》自序.txt	11	11	空中之音、相中之色、水中之月、镜中之象、言有尽而意无穷	诗话名句	严羽《沧浪诗话》。	李敖引诗话名句说明盛唐诗境，保留文学批评语。	
LAQWQH-029	015.《鸡骨·泡沫·抢》自序.txt	11	11	如镜中花、如水中月、如水中盐味、如羚羊挂角、无迹可求	诗话名句	《师友诗传续录》中王士祯答语。	李敖列举禅理喻诗之语，保留诗论引文。	
LAQWQH-030	016.能臣与饭桶.txt	3	3	相见恨晚	传统成语	通行成语。	李敖谈人际时机时使用，保留成语。	
LAQWQH-031	016.能臣与饭桶.txt	3	3	相见恨早	李敖化用成语	由“相见恨晚”反转。	李敖把常用成语反向化用，表达时机错位。	
LAQWQH-032	016.能臣与饭桶.txt	9	9	既生瑜，何生亮？	三国俗语	《三国演义》周瑜临终语。	李敖用此语概括英雄同世的竞争，保留。	
LAQWQH-033	016.能臣与饭桶.txt	9	9	时无豪杰，遂令竖子成名	史传名句	《晋书》等史传成句。	李敖用以说明时势成名，保留古典名句。	
LAQWQH-034	016.能臣与饭桶.txt	11	11	治世之能臣，乱世之奸雄	史传名句	许劭评曹操语。	李敖引曹操典故，保留史传评价名句。	
LAQWQH-035	016.能臣与饭桶.txt	11	11	治世之能臣，乱世之饭桶	现代化用格言	丁文江化用许劭评曹操语。	李敖引丁文江自嘲语，保留其对古典名句的化用。	
LAQWQH-036	017.一首预言诗.txt	5	5	You shall see the difference now that we are back again!	外国文学引文	纽曼摘抄荷马诗句。	李敖引荷马句说明归来的气魄，保留英文原句。	
LAQWQH-037	017.一首预言诗.txt	5	5	如今我们回来了，你们看便不同了！	外国文学译句	荷马诗句中译。	李敖附中译表达归来后的变化，保留译句。	
LAQWQH-038	017.一首预言诗.txt	11	41	因为我从来是那样，\n所以你以为我永远是那样。\n可是这一回你错了，\n我改变得令你难以想象。\n坏的终能变得好；\n弱的总会变得壮；\n谁能想到丑陋的一个蛹，\n却会变成翩翩的蝴蝶模样？\n像一朵入夜的荷花；\n像一只归巢的宿鸟；\n或像一个隐居的老哲人，\n我消逝了我所有的锋芒与光亮。\n漆黑的隧道终会凿穿；\n千仞的高岗必被爬上。\n当百花凋谢的日子，\n我将归来开放！	李敖诗	李敖《我将归来开放》。	李敖重录自己1957年小诗，保留整首诗。	
LAQWQH-039	018.爸爸·我·文学.txt	25	25	虽千万人，吾往矣！	孟子名句	《孟子·公孙丑上》语意。	文中用以形容特立独行的行动气魄，保留古典名句。	
LAQWQH-040	018.爸爸·我·文学.txt	41	41	气吾老以及人之老	李敖化用古语	化用《孟子》“老吾老以及人之老”。	李敖以谐谑方式反转孟子名句，保留化用句。	
LAQWQH-041	018.爸爸·我·文学.txt	49	49	就中国过去读书人的心理说，作儿子的，刊印他父亲的著作，差不多是一种近乎神圣的义务，同时也是他一生中最大的满足。	现代文人格言	徐道邻《徐树铮先生文集年谱合刊》序。	文中引用徐道邻论刊印父著的说法，保留为文化伦理格言。	
LAQWQH-042	018.爸爸·我·文学.txt	59	59	详人之所略，略人之所详。	清代学术格言	章学诚语。	李敖谈文学史取舍时引章学诚格言，保留。	
LAQWQH-043	018.爸爸·我·文学.txt	61	61	望穿秋水	传统成语	传统文学成语。	来信中以此形容等待刊物，保留成语。	
LAQWQH-044	018.爸爸·我·文学.txt	95	95	不虞之誉和不虞之毁	庄子成语	《庄子》语意。	文中用以概括意外赞誉与毁谤，保留成语。	
LAQWQH-045	018.爸爸·我·文学.txt	127	127	富不如贫，贫不如贱，但未知死何如生耳！	史传名句	汉代高士向长语。	文中引向长语说明避世态度，保留史传名句。	
LAQWQH-046	018.爸爸·我·文学.txt	141	141	爱之适足以害之	传统格言	古典化表达。	文中用以说明过度捧场可能反害其人，保留格言。	
LAQWQH-047	018.爸爸·我·文学.txt	147	147	妻财子禄	传统俗语	传统吉祥语。	文中用以概括世俗圆满条件，保留俗语。	
LAQWQH-048	018.爸爸·我·文学.txt	147	147	人生如此，尚复何求！	传统感叹语	古典化感叹句。	文中表达世俗圆满后的感叹，保留格言式用语。	
LAQWQH-049	018.爸爸·我·文学.txt	179	179	桂伐漆割，害时戕特，尘土物态，亦何伤于子畏？	明人墓志引文	祝允明为唐寅所作墓志铭。	文中引祝允明悼唐寅文字，保留古文名句。	
LAQWQH-050	018.爸爸·我·文学.txt	189	189	“宸濠事败，六如几不免。当事者（按：应指王守仁阳明先生，因他此时为南赣巡抚，提督江西军务，为抚平宸濠逆案之地方行政长官与军事长官。）甚怜之，然不能挽也，及见题壁一诗云：‘碧桃花树下，大脚墨婆娘，未说铜钱起，先铺芦席床；三杯浑白酒，几句话衷肠。何时归故里？和它笑一场。’遂保护其壁，深白：‘伯虎郁郁思归，不与党状。’复奏得释。”	明人题壁诗	《风流逸响》所载唐寅题壁诗。	文中引唐伯虎题壁诗作为脱罪证据，保留整首题壁诗。	
LAQWQH-051	026.坐牢的三十三不亦快哉.txt	7	7	以住修道院心情坐牢，不亦快哉！	李敖仿作格言	仿金圣叹“不亦快哉”体。	李敖仿金圣叹体写狱中快意，选收非政治化条目。	
LAQWQH-052	026.坐牢的三十三不亦快哉.txt	11	11	有意想不到之书来，不亦快哉！	李敖仿作格言	仿金圣叹“不亦快哉”体。	李敖写狱中得书之乐，保留文学化短句。	
LAQWQH-053	026.坐牢的三十三不亦快哉.txt	17	17	拒见人，只看书；不回信，光吃菜，不亦快哉！	李敖仿作格言	仿金圣叹“不亦快哉”体。	李敖写闭门读书之快，保留格言式句子。	
LAQWQH-054	026.坐牢的三十三不亦快哉.txt	21	21	每日有水万事足，不亦快哉！	李敖仿作格言	仿金圣叹“不亦快哉”体。	李敖把日常用水写成狱中快事，保留格言式句子。	
LAQWQH-055	036.我们总能看出些什么.txt	31	31	所恶有甚于死者，故患有所不辟也。	孟子名句	《孟子·告子上》。	文中引孟子句说明为理想避害问题，保留古典名句。	
LAQWQH-056	036.我们总能看出些什么.txt	31	31	宁正言不讳，以危身乎？将从俗富贵，以媮生乎？	楚辞名句	屈原《卜居》。	文中引屈原问句说明正言与苟活的选择，保留。	
LAQWQH-057	049.吕坤名言发微.txt	5	5	从来圣贤，未有不遭谤毁者。	明人格言	吕坤语。	李敖特别指出此句精到，保留为核心格言。	
LAQWQH-058	049.吕坤名言发微.txt	5	5	其不善者恶之，不为不善所恶，不成君子。	明人格言	吕坤语。	李敖据此发挥好人必须被坏人厌恶的标准，保留。	
LAQWQH-059	049.吕坤名言发微.txt	5	5	古今观人，离不了好恶，武叔毁仲尼（指叔孙武叔毁谤孔子），伯寮愬子路（指公伯寮向季孙说子路坏话），臧仓沮孟子（指臧仓阻止鲁平公见孟子），从来圣贤，未有不遭谤毁者。故曰：其不善者恶之，不为不善所恶，不成君子。后世执进退之柄者，只在乡人皆好之上取人。千人之誉，不足以敌一人之毁，更不察这毁言从何处来，更不察这毁人者是小人是君子。是以正士伤心，端人丧气。一入仕途，只在弥缝涂抹上做工夫，更不敢得罪一人。呜呼！端人正士，叛中行而惟乡愿是师，皆由是非失真、进退失当者驱之也。	明人论人名段	吕坤语。	李敖全文引用吕坤论好恶与毁誉的一段，保留完整引文。	
LAQWQH-060	052.亚里士多德书的一个错误.txt	7	7	吾爱吾师，吾尤爱真理。	西方哲学名言	梁启超转引亚里士多德。	李敖校勘亚里士多德名言流传时列出此译，保留。	
LAQWQH-061	052.亚里士多德书的一个错误.txt	7	7	吾爱柏拉图甚于余物，吾爱真理甚于吾师。	西方哲学名言	傅斯年译亚里士多德语。	李敖列举傅斯年译句，保留为名言异译。	
LAQWQH-062	052.亚里士多德书的一个错误.txt	7	7	朋友和真理既然都是我们心爱的东西，我们就不得不爱真理过于爱朋友了。	西方哲学名言	胡适译亚里士多德语。	李敖列举胡适译句，保留为名言异译。	
LAQWQH-063	055.论“快乐律”.txt	5	5	鼓盆而歌	庄子典故	《庄子》庄子鼓盆典故。	李敖列举处理不快乐的高人态度，保留典故。	
LAQWQH-064	055.论“快乐律”.txt	5	5	三号而出	礼记典故	传统丧礼典故。	李敖与“鼓盆而歌”并列，保留典故。	
LAQWQH-065	055.论“快乐律”.txt	5	5	相忘江湖	庄子名句	《庄子》语意。	李敖用以说明达观处境，保留成语。	
LAQWQH-066	055.论“快乐律”.txt	11	11	反求诸己	孟子成语	《孟子》语意。	李敖谈自我平静时引此成语，保留。	
LAQWQH-067	055.论“快乐律”.txt	15	15	苦其心志	孟子名句	《孟子·告子下》。	李敖将其列为快乐律中的意志磨练，保留。	
LAQWQH-068	055.论“快乐律”.txt	15	15	本不植高原，今日复何悔	诗句引文	文中作为浩然胸怀诗句。	李敖用此诗句说明承受磨练的豪迈，保留。	
LAQWQH-069	055.论“快乐律”.txt	17	17	A busy bee has no time for sorrow	英语格言	英语谚语。	李敖引英语格言说明工作转移苦闷，保留原文。	
LAQWQH-070	072.小记罗素四书.txt	5	5	学问成家数	传统俗语	中国俗话。	李敖用俗话评价罗素学问成一家，保留。	
LAQWQH-071	072.小记罗素四书.txt	5	5	为什么不给我和平奖金？	罗素轶事语	文中称罗素反问语。	李敖写罗素不以文学奖为荣时引用，保留。	
LAQWQH-072	072.小记罗素四书.txt	9	9	如果要把哲学变成科学，要使哲学所注向的结果，不倚靠着采用该哲学家之嗜好与性质，我们须得需要另外一些东西。	西方哲学引文	罗素《哲学中的科学方法》序。	李敖引罗素关于哲学科学化的论述，保留。	
LAQWQH-073	072.小记罗素四书.txt	15	15	叫人不快的真理的残忍陈述	罗素评论语	Somewhat brutal statement of unpleasant truths。	李敖借此概括罗素言论的锋利，保留格言式译语。	
LAQWQH-074	078.从“离婚专家”到“离婚大王”.txt	13	13	怪力乱神	论语成语	《论语·述而》。	李敖以此批评迷信，保留成语。	
LAQWQH-075	078.从“离婚专家”到“离婚大王”.txt	13	13	我们因不了解而结婚，因了解而分开。	西方谚语	文中称一句西方谚语。	李敖谈婚姻时引用，保留。	
LAQWQH-076	093.浮生一粲一续.txt	11	11	自悔少作	传统成语	传统文人自省语。	李敖回看早年行迹时使用，保留成语。	
LAQWQH-077	093.浮生一粲一续.txt	13	13	形而上者不能聊，形而下者不能搞	胡秋原妙语	胡秋原评舞女语。	李敖称为妙句，保留幽默格言。	
LAQWQH-078	094.浮生一粲二续.txt	11	11	我不负汝。	史传典故	《续资治通鉴长编》所记党太尉语。	李敖引“腹负将军”典故，保留原句。	
LAQWQH-079	094.浮生一粲二续.txt	11	11	将军不负此腹，此腹负将军。	史传典故	《续资治通鉴长编》。	李敖引作谐喻，保留典故句。	
LAQWQH-080	095.浮生一粲三续.txt	3	3	无心与物竞，鹰隼莫相猜。	唐诗名句	唐诗句。	李敖用唐诗说明无意竞争却遭猜忌，保留。	
LAQWQH-081	095.浮生一粲三续.txt	5	5	假是真来真亦假	红楼梦名句	《红楼梦》太虚幻境联语化用。	李敖用以说明真假颠倒，保留文学名句。	
LAQWQH-082	095.浮生一粲三续.txt	9	9	断章取义	传统成语	古典成语。	李敖用以说明窃听造成的误会，保留。	
LAQWQH-083	100.和胡茵梦有关的笑话.txt	21	21	婚姻如梦，不亦宜乎？	现代谐趣格言	孟绝子谐语。	李敖转述改名谐语，保留幽默格言。	
LAQWQH-084	100.和胡茵梦有关的笑话.txt	21	21	绿草如茵，人生如梦	现代谐趣格言	李敖谐语。	李敖以姓名双关化出格言式句子，保留。	
LAQWQH-085	100.和胡茵梦有关的笑话.txt	21	21	开户视之，云深无处。	古典化谐句	化用“云深不知处”等诗意。	李敖在笑话末尾以古典化语气收束，保留。	
LAQWQH-086	105.“子见南子”捉古.txt	3	3	子见南子，子路不说。夫子矢之曰：‘予所否者，天厌之！天厌之！’	论语引文	《论语·雍也》。	李敖考辨《论语》“子见南子”章，保留原文。	
LAQWQH-087	105.“子见南子”捉古.txt	3	3	俺要是不规矩，天打雷劈！天打雷劈！	李敖白话译句	李敖拟山东口语翻译。	李敖把《论语》誓辞翻成口语，保留其译写。	
LAQWQH-088	105.“子见南子”捉古.txt	9	9	吾乡为弗见，见之礼答焉。	史记引文	《史记·孔子世家》。	李敖引《史记》补证孔子见南子经过，保留。	
LAQWQH-089	105.“子见南子”捉古.txt	9	9	吾未见好德如好色者也！	论语名句	《论语·子罕》。	文中接《史记》叙事引孔子语，保留。	
LAQWQH-090	110.若亡而实在.txt	3	3	景不徙	墨子名句	《墨子·经下》。	李敖讨论影子哲学时引《墨子》语，保留。	
LAQWQH-091	110.若亡而实在.txt	3	3	飞鸟之景，未尝动也	庄子名句	《庄子·天下》。	李敖讨论影子不动之说时引庄子语，保留。	
LAQWQH-092	110.若亡而实在.txt	11	21	飞鸟过江来，投影在江水。\n鸟逝水长流，此影何尝徙？\n风过镜平湖，湖面生轻绉。\n湖更镜平时，毕竟难如旧。\n为他起一念，十年终不改。\n有召即重来，若亡而实在。	胡适诗	胡适就“景不徙”理论所作艳诗三章。	李敖全文引胡适三章哲理之诗，保留。	
LAQWQH-093	110.若亡而实在.txt	23	23	逝者如斯，而未尝往也。	苏轼名句	苏轼《赤壁赋》语意。	李敖以此概括不以亡为亡的达观，保留。	
LAQWQH-094	115.多情却似总少情.txt	3	3	任凭弱水三千，我只取一瓢饮	古典小说成句	《红楼梦》等弱水语汇。	李敖从古典弱水之喻谈专情，保留成句。	
LAQWQH-095	115.多情却似总少情.txt	15	37	不爱那么多，\n只爱一点点。\n别人的爱情像海深，\n我的爱情浅。\n不爱那么多，\n只爱一点点。\n别人的爱情像天长，\n我的爱情短。\n不爱那么多，\n只爱一点点。\n别人眉来又眼去，\n我只偷看你一眼。	李敖诗	李敖《只爱一点点》。	李敖引自己1974年情诗，保留整首。	
LAQWQH-096	115.多情却似总少情.txt	39	39	原来真正的情之至者，就在波澜起落，了无凿痕，含情而来，带笑而去，起固欣然，落亦可喜。	李敖格言	李敖论爱情语。	李敖以格言式语言总结爱情境界，保留。	
LAQWQH-097	124.颜延之之言.txt	5	5	文章之美，冠绝当时	史传评语	颜延之相关史传评语。	李敖介绍颜延之才华时引评语，保留。	
LAQWQH-098	124.颜延之之言.txt	7	7	峻得臣笔；测得臣文；敻得臣义；跃得臣酒。	史传名句	颜延之答宋文帝语。	李敖引颜延之自评诸子所承，保留。	
LAQWQH-099	124.颜延之之言.txt	7	7	谁学到你的狂妄呢？	史传问语	何尚之问颜延之语。	李敖引颜延之轶事中的反问，保留。	
LAQWQH-100	124.颜延之之言.txt	9	9	朽木难雕！	传统成语	传统成语。	李敖引颜延之骂何尚之语，保留。	
LAQWQH-101	124.颜延之之言.txt	11	11	身非三公之公，又非田舍之公，又非君家阿公，何以见呼为公？	史传名句	颜延之讽刺称公语。	李敖引其反俗套之语，保留。	
LAQWQH-102	124.颜延之之言.txt	13	13	天下之务，当与天下共之。	史传格言	颜延之语。	李敖赞其公共事务眼光，保留原句。	
LAQWQH-103	146.我的待客之道.txt	9	9	君子之交淡如水	庄子成语	《庄子·山木》。	李敖谈朋友往来时引用，保留成语。	
LAQWQH-104	146.我的待客之道.txt	13	13	手中批判、口中发落、耳内听词，曲直分明，并无分毫差错。	三国演义引文	《三国演义》第五十七回写庞统理事。	李敖引庞统一身三用的段落，保留。	
LAQWQH-105	146.我的待客之道.txt	13	13	所废之事何在？曹操、孙权，吾视之若掌上观文，量此小县，何足介意！	三国演义引文	《三国演义》第五十七回庞统语。	李敖引庞统答张飞语，保留。	
LAQWQH-106	146.我的待客之道.txt	15	15	耳聆客言、目睹来牍、手书回札、口嘱傒奴，杂沓于前，未尝少错。	明清小品引文	张岱《陶庵梦忆》。	李敖引张岱记黄寓庸一身四用，保留。	
LAQWQH-107	150.宁肯让法律和犯人一起逃掉.txt	17	17	宁肯让犯人逃掉。不然的话，犯人抓到了，可是法律却逃掉了！	法治格言	梁启超谈罗文干案语。	虽在政治事件文章中出现，但本句为程序正义格言，保留。	
LAQWQH-108	152.李敖来台四十年.txt	5	5	富贵不能淫、贫贱不能移、威武不能屈	孟子名句	《孟子·滕文公下》。	李敖自况中引孟子大丈夫三句，保留。	
LAQWQH-109	152.李敖来台四十年.txt	5	5	高处不胜寒	宋词名句	苏轼《水调歌头》。	文中引苏词形容孤高寂寥，保留。	
LAQWQH-110	152.李敖来台四十年.txt	5	5	虽千万人，吾往矣	孟子名句	《孟子·公孙丑上》。	文中用以写不随时髦的行动气魄，保留。	
LAQWQH-111	152.李敖来台四十年.txt	7	7	如果我不是亚历山大，我愿我是狄阿杰尼斯。	西方古典轶语	亚历山大与第欧根尼轶事。	李敖转引古希腊轶事，保留。	
LAQWQH-112	152.李敖来台四十年.txt	7	7	如果我不是李敖，我愿我是李敖第二。	李敖格言	李敖仿亚历山大语。	李敖自我反讽式改写古希腊轶语，保留。	
LAQWQH-113	152.李敖来台四十年.txt	7	7	生不逢时	传统成语	传统成语。	李敖用以自况时代错置，保留。	
LAQWQH-114	152.李敖来台四十年.txt	7	7	相见恨晚	传统成语	传统成语。	李敖用以反衬“相见恨早”，保留。	
LAQWQH-115	152.李敖来台四十年.txt	7	7	相见恨早	李敖化用成语	由“相见恨晚”反转。	李敖用以形容敌友错生同时，保留化用句。	
LAQWQH-116	158.七绝十首.txt	5	7	只知落花不如草，一旦花落应不扫。\n快活一世采花贼，顿觉偶然被花恼。	李敖七绝	李敖《落花诗》。	李敖自作七绝，保留。	
LAQWQH-117	158.七绝十首.txt	11	13	自有文章惊海内，欲凭赤手拯元元。\n锄草浑忘看花好，看花须是在春前。	李敖七绝	李敖《看花诗》。	李敖自作七绝，保留。	
LAQWQH-118	158.七绝十首.txt	17	19	学问南下多可喜，文章北上自争新。\n他佛西来云似盖，大江东去我称尊。	李敖七绝	李敖《四向诗》。	李敖自作七绝，保留。	
LAQWQH-119	158.七绝十首.txt	29	31	成功岭上山吐月，台城柳下水明楼。\n天若有情天亦老，唯我无情总黑头。	李敖七绝	李敖《黑头诗》。	李敖自作七绝，保留。	
LAQWQH-120	158.七绝十首.txt	35	37	何必云游到普陀？近有高峰自嵯峨。\n眼中不觉玉山远，心比玉山远更多。	李敖七绝	李敖《玉山诗》。	李敖自作七绝，保留。	
LAQWQH-121	158.七绝十首.txt	41	43	将往复旋若有情，万里何如万卷灵？\n书中自有大溪地，不作尘沙万里行。	李敖七绝	李敖《禁足诗》。	李敖自作七绝，保留。	
LAQWQH-122	158.七绝十首.txt	47	49	万法皆空色不空，身有灵犀一点通。\n有地自容容真我，每以阳具立阴功。	李敖七绝	李敖《性交诗》。	李敖自作七绝，虽语涉性但属诗体，保留。	
LAQWQH-123	158.七绝十首.txt	53	55	最怜有情芳草绿，最惜无那夕阳红。\n怜惜未尽人渐老，人老犹作百足虫。	李敖七绝	李敖《百足诗》。	李敖自作七绝，保留。	
LAQWQH-124	158.七绝十首.txt	59	61	推动前进开风气，扯住后腿领风骚，\n度尽众生留风范；我自成佛不放刀。	李敖七绝	李敖《成佛诗》。	李敖自作七绝，保留。	
LAQWQH-125	159.夜阑散记.txt	9	9	该要感谢的人太多的时候，就只好感谢神了。结果人被忘恩，神却得虚名。	李敖格言	李敖短札。	李敖以诙谐方式写感谢与忘恩，保留。	
LAQWQH-126	159.夜阑散记.txt	13	13	矮子容易“著作等身”。	李敖格言	李敖短札。	李敖以身高与著作等身作谐语，保留。	
LAQWQH-127	159.夜阑散记.txt	33	33	认真的人是不通融的，他只认得真理，得饶人处不饶人，得饶己处也不饶己。	李敖格言	李敖短札。	李敖论认真者的真理标准，保留。	
LAQWQH-128	159.夜阑散记.txt	49	49	贪财有道、好色有品、博学有识、读书有瘾。——四者俱全，才配做性情中人。	李敖格言	李敖短札。	李敖总结性情中人四条件，保留。	
LAQWQH-129	161.片羽片语.txt	9	9	法律不会说话。如果法律会说话，它第一个要告发的，就是法官。	李敖格言	李敖短札。	李敖以拟人法写法律与法官关系，保留。	
LAQWQH-130	161.片羽片语.txt	17	17	在老鼠眼里，猫就是老虎；在猫眼里，老虎就是大人国的猫。	李敖格言	李敖短札。	李敖用比喻说明视角差异，保留。	
LAQWQH-131	161.片羽片语.txt	25	25	置身在黑暗中看事情，比置身在光明中更清楚。	李敖格言	李敖短札。	李敖用逆向格言写处境与洞察，保留。	
LAQWQH-132	161.片羽片语.txt	29	29	把光明瞻之在前，那黑暗就忽焉在后。	李敖格言	李敖短札。	李敖写光明与黑暗的方向感，保留。	
LAQWQH-133	161.片羽片语.txt	33	33	上帝若呆在天上而不下来，又算什么上帝！	李敖格言	李敖短札。	李敖以宗教反问形成格言，保留。	
LAQWQH-134	161.片羽片语.txt	37	37	天使在天堂里，不值一文；牛头马面在地狱里，却身价倍增。	李敖格言	李敖短札。	李敖以位置反差写价值变化，保留。	
LAQWQH-135	161.片羽片语.txt	41	41	上帝选择好人；坏人选择上帝。	李敖格言	李敖短札。	李敖以对称句写宗教选择，保留。	
LAQWQH-136	161.片羽片语.txt	45	45	不要量力找任务，而要以力量达成任务。	李敖格言	李敖短札。	李敖写任务与能力的关系，保留。	
LAQWQH-137	161.片羽片语.txt	49	49	工作的难有两种，一种是工作本身的难；一种是做它以前你以为的难，后者其实比前者更难，并且徒乱人意。	李敖格言	李敖短札。	李敖分析工作难度与心理预期，保留。	
LAQWQH-138	161.片羽片语.txt	53	53	古时谣言止于智者，现代谣言起于智者。	李敖格言	李敖短札。	李敖反转传统成语，保留。	
LAQWQH-139	161.片羽片语.txt	57	57	聪明人总得做点大笨事来安慰笨蛋；笨蛋总得耍点小聪明来礼尚往还。	李敖格言	李敖短札。	李敖以对偶句写聪明与愚笨的互偿，保留。	
LAQWQH-140	165.求是与佛门（李敖·释昭慧）.txt	33	33	冲决网罗	谭嗣同名句	谭嗣同语。	李敖以谭嗣同语期勉突破身份束缚，保留。	
LAQWQH-141	165.求是与佛门（李敖·释昭慧）.txt	33	33	他生未卜此生休	唐诗名句	李商隐诗句。	李敖以此写此生无缘海盗，保留诗句。	
LAQWQH-142	165.求是与佛门（李敖·释昭慧）.txt	55	55	四面树敌，八面威风	李敖书信成句	释昭慧引李敖致彭明敏书语。	文中作为成句引用，保留其格言式表达。	
LAQWQH-143	165.求是与佛门（李敖·释昭慧）.txt	55	55	言者谆谆，听者藐藐	传统成语	《诗经》语意。	释昭慧用以形容劝说无效，保留成语。	
LAQWQH-144	165.求是与佛门（李敖·释昭慧）.txt	55	55	宁教老僧下地狱，不将佛法做人情。	佛门格言	古德语。	释昭慧引古德语说明护法原则，保留。	
LAQWQH-145	165.求是与佛门（李敖·释昭慧）.txt	55	55	横眉冷对千夫指	鲁迅诗句	鲁迅《自嘲》。	释昭慧引鲁迅诗句写抗争姿态，保留。	
LAQWQH-146	165.求是与佛门（李敖·释昭慧）.txt	57	57	远离颠倒梦想，究竟涅盘	佛典句	《心经》语。	释昭慧引佛典说明出路，保留。	
LAQWQH-147	165.求是与佛门（李敖·释昭慧）.txt	57	57	问渠为何放不下？苍生苦尽哪时休？	现代诗句	释昭慧拟问句。	文中以诗化问句写放不下苍生之苦，保留。	
