kind	score	file	line	id	text	reason	hint	context
possible_missing_candidate	6	006.又一封没寄出的信.txt	11		看呀！师徒二人又表演苦肉计了！	strong-literary-signal	same line has records; review for multi-quote omission	沈先生在吃饭时，独独选中你来做传话人，也真有一手。大概是精读古史，直书赵盾；或熟诵旧诗，擒贼擒王。对这一委托，你居然不自明，也不辱命，倒满有意思。反正我们两人的师生关系，是“一与之齐，终生不改”的！我摆脱不了你，你也摆脱不了我，人家硬要说你在背后使坏，你跳到洞庭湖也洗不清。唯一洗清的办法是让我写文章，公然骂你几句，不过也太晚了，他们会说：“看呀！师徒二人又表...
possible_missing_candidate	6	007.李济：他的贡献和悲剧.txt	35		英国皇家人类学研究所	strong-literary-signal;political-institutional-context	review as possible addition	综合李济“挖”的一生，他的努力是不出其位的，他计划和推动别人去“挖”、去“调查”，也是不遗余力的。除了田野考古以外，李济又投身在教授、讲学和主持研究工作；他从1928年冬天就任中央研究院历史语言研究所专任研究员兼第三组主任开始，曾担任史语所考古讲座、中央博物院筹备主任、故宫博物院理事、台湾大学历史系教授、考古人类学系主任、故宫中央博物院及中央图书馆联合管理处...
possible_missing_candidate	5	007.李济：他的贡献和悲剧.txt	103		如此再过十年，我们的大学也许要关门了	strong-literary-signal;political-institutional-context	review as possible addition	上面这些悲观透顶的预言与感叹，竟出自一位最高教育机构系主任之口，一位最高研究所主持人之口，甚至是一度曾任中央研究院代院长之口，我们怎么能不恐慌，恐慌“如此再过十年，我们的大学也许要关门了”！
possible_missing_candidate	8	008.从李济的悲剧看中央研究院的几个黑暗面.txt	5		在李先生身上，我们看见了希腊精神和儒家修养的结合！	candidate	review as possible addition	今年七月里，李济的亲信到底“蹩”不住了。一位“敝足”者写了一篇《寻真理的李济之先生》，发表在《清华校友通讯》新九期里，全文我们不必用是不是肉麻的标准来衡量了，我们只看看最后一句话就得了。最后一句话是：“在李先生身上，我们看见了希腊精神和儒家修养的结合！”好一个“结合”！
possible_missing_candidate	5	008.从李济的悲剧看中央研究院的几个黑暗面.txt	13		如此再过十年，我们的大学也许要关门了	strong-literary-signal;political-institutional-context	review as possible addition	上面这些悲观透顶的预言与感叹，竟出自一位最高教育机构系主任之口，一位最高研究所主持人之口，甚至是一度曾任中央研究院代院长之口，我们怎么能不恐慌，恐慌“如此再过十年，我们的大学也许要关门了”！
possible_missing_candidate	8	008.从李济的悲剧看中央研究院的几个黑暗面.txt	39		赞成吴大猷先生的话，李济先生太悲观了	political-institutional-context	review as possible addition	李济的悲观论当场就受到吴大猷院士的反驳，然后由胡适院长出面总结，他说他“赞成吴大猷先生的话，李济先生太悲观了”！说了这些话后十几分钟，胡适就死掉了。
possible_missing_candidate	7	008.从李济的悲剧看中央研究院的几个黑暗面.txt	47		恶恶而不能去，爱才而不能用（或不敢用）	candidate	review as possible addition	李济在性格上有他基本的不适合做领导人物的“缺憾”。例如，他没有蔡元培的雍容、没有丁文江的精明、没有胡适之的小事糊涂，也没有傅斯年的硬冲。他的性格属于狷介的一面，严肃而不可亲（甚至有时气量狭窄小气，态度跋扈专横）。这种严肃，表现在学格（scholarship）上面是好的，上过他的课的人，都会在他严格分数下叫苦，但也都敬佩他，像他敬佩他的老师胡藤（Hooton）...
possible_missing_candidate	8	008.从李济的悲剧看中央研究院的几个黑暗面.txt	101		少数人弄不出成绩来，又不容许人家弄出一点成绩，请问这是什么理由？	candidate	review as possible addition	鲁实先在《史语所把持学术资料》一文中质问：“少数人弄不出成绩来，又不容许人家弄出一点成绩，请问这是什么理由？”现在我们可以代答了：所谓今日中国“学者”、“专家”、“权威”之所以成为“学者”、“专家”、“权威”，其基础，即在于封锁资料、把持资料，没有了这种封锁和把持，所谓“学者”、“专家”、“权威”便立刻西洋镜拆穿，不复成为其“学者”、“专家”、“权威”了，这...
possible_missing_candidate	6	008.从李济的悲剧看中央研究院的几个黑暗面.txt	137		很热烈的颂扬西方的近代文明	strong-literary-signal	review as possible addition	以一个曾经“很热烈的颂扬西方的近代文明”的人、一个曾经主张“全盘西化”的人，居然花极大部分的时间与精力在东方“学术”的考证上、辨伪上，而美其名曰“打鬼”、曰“解放人心”、曰“偷关漏税的思想方法训练”，这是不能教人心服的！
possible_missing_candidate	5	008.从李济的悲剧看中央研究院的几个黑暗面.txt	137		偷关漏税的思想方法训练	strong-literary-signal	review as possible addition	以一个曾经“很热烈的颂扬西方的近代文明”的人、一个曾经主张“全盘西化”的人，居然花极大部分的时间与精力在东方“学术”的考证上、辨伪上，而美其名曰“打鬼”、曰“解放人心”、曰“偷关漏税的思想方法训练”，这是不能教人心服的！
possible_missing_candidate	7	008.从李济的悲剧看中央研究院的几个黑暗面.txt	161		那些兄弟所们，在敬、畏、妒，复杂情绪之下，不能不共尊他是老大哥，称之曰‘大所’。	strong-literary-signal;political-institutional-context	review as possible addition	史语所在创办的时候，在中央研究院排行第七位；抗战胜利以后，排行第九位（倒数第五），按说它不算是吃香的一个所，可是因为它的所长傅斯年是一个大手大脚的人，于是它在中央研究院中逐渐膨胀（像傅斯年的肚皮一样），最后正如董作宾在《历史语言研究所在学术上的贡献》一文中所说的：“那些兄弟所们，在敬、畏、妒，复杂情绪之下，不能不共尊他是老大哥，称之曰‘大所’。”
possible_missing_candidate	8	008.从李济的悲剧看中央研究院的几个黑暗面.txt	167		为发达近代科学，非为提倡所谓固有学术	political-institutional-context	review as possible addition	为了史语所的出版品内容，看了学究们研究的方面、方法和趋向，我们不得不说它根本没达到傅斯年一开始所标榜的“科学成就之路”，它根本有违于中央研究院“为发达近代科学，非为提倡所谓固有学术”的宗旨，它根本也没达成在中国建立所谓“科学的东方学正统”这一个目标。
possible_missing_candidate	8	008.从李济的悲剧看中央研究院的几个黑暗面.txt	171		即不应于中央研究院中设置历史语言研究所，使之与天文、地质、物理、化学等同伦	political-institutional-context	review as possible addition	所以，史语所既不能如傅斯年所谓的：“与各自然科学同列之事业”，则自然“即不应于中央研究院中设置历史语言研究所，使之与天文、地质、物理、化学等同伦”。傅斯年当年的话，真可说不幸一语成谶！
possible_missing_candidate	7	008.从李济的悲剧看中央研究院的几个黑暗面.txt	207		我们今天选举院士，是根据他的学术著作，不应该扯到个人恩怨上去。	strong-literary-signal;political-institutional-context	review as possible addition	七、李济这种气焰震主（胡适、王世杰）的行径，还有很多呢！1960年，院士提名会议之前，胡适曾经自己拿钱搜集钱穆的著作，而且提名他竞选院士，可是人文组开审查会议时，李济负责审查，他说钱穆反对胡适，我们不能提名他竞选院士，胡适当时解释说：“我们今天选举院士，是根据他的学术著作，不应该扯到个人恩怨上去。”结果李济又用钱穆没有正式大学毕业的资格提出否决，因此钱穆不得...
possible_missing_candidate	8	008.从李济的悲剧看中央研究院的几个黑暗面.txt	215		延揽人才，并帮助下一代	political-institutional-context	review as possible addition	但是记录这些话的人自己又如何呢？他做到了多少“培植人才及选拔人才”的努力呢？又做了多少“延揽人才，并帮助下一代”的德政呢？对那句话——“若是领导的人不适宜，这机关不但等于没有，并且是一种逆流的影响”，李济的脸会不会红呢？
possible_missing_candidate	8	008.从李济的悲剧看中央研究院的几个黑暗面.txt	215		若是领导的人不适宜，这机关不但等于没有，并且是一种逆流的影响	political-institutional-context	review as possible addition	但是记录这些话的人自己又如何呢？他做到了多少“培植人才及选拔人才”的努力呢？又做了多少“延揽人才，并帮助下一代”的德政呢？对那句话——“若是领导的人不适宜，这机关不但等于没有，并且是一种逆流的影响”，李济的脸会不会红呢？
possible_missing_candidate	8	008.从李济的悲剧看中央研究院的几个黑暗面.txt	233		蒙混舞弊，不尽职守	strong-literary-signal;political-institutional-context	review as possible addition	11年前，因为“蒙混舞弊，不尽职守”而被撤职的王世杰，两年前在宦海失意之时，“屈就”为中央研究院院长，可是他并没有死心塌地地经营这个国家学术研究最高机关，他只是和尚撞钟而已。去年11月10日，《中央日报》发表他的《中央研究院与学术研究》演说词，提到：
possible_missing_candidate	5	010.蒋廷黻和他走的路.txt	9		后悔不后悔做了这么多年的官？如果这么多年不做官，专心做学问，是不是对国家更有益处？	strong-literary-signal;political-institutional-context	review as possible addition	十多年后，徐道邻弃官而去，做了台湾大学法学院的教授，住在台北温州街的小木房里。有一天，两位青年朋友敲他的房门，问他：“后悔不后悔做了这么多年的官？如果这么多年不做官，专心做学问，是不是对国家更有益处？”徐道邻想了一下，终于给这个问题做了正面的答复。
possible_missing_candidate	5	010.蒋廷黻和他走的路.txt	19		仍肯拨款购置已出版的史料	strong-literary-signal;political-institutional-context	review as possible addition	蒋廷黻回国的第一站是天津的南开大学（1923年至1928年）。在那里，他得到张伯苓的赏识与支持，在经费困难中，“仍肯拨款购置已出版的史料”①，使他能够完成一部名著的初步工作，这部名著就是《近代中国外交史资料辑要》的上卷（1931年11月上海商务印书馆出版），这部书的大长处是直接接触原料。换句话说，这是第一部不靠英国蓝皮书等外国文件（单方面文件）来编的外交史资...
possible_missing_candidate	5	010.蒋廷黻和他走的路.txt	59		相差并不如表面上看得那么远	strong-literary-signal;political-institutional-context	review as possible addition	虽然被挡了驾，可是他在另一方面，却一眼看出苏联极权政治的恐怖，他一语道破了德国极右派的国社党和苏联极左派的共产党“相差并不如表面上看得那么远”！（《欧游随笔》九《俄德的异同》）——这是对集体主义、一党专政、特务恐怖、统治经济的政权一针见血的透视！
possible_missing_candidate	6	010.蒋廷黻和他走的路.txt	71		日本政府之友善态度	strong-literary-signal;political-institutional-context	review as possible addition	我国当前最急最要的事业，无疑的，是国家整个的现代化。为完成这事业，无疑的，我们需要“日本政府之友善态度”。为获得这友善态度——万一尚有办法能获得——更无疑的，唯有承认日本在东[三]省的经济利益及中日经济合作这一条路。（《国联调查团所指的路》）
possible_missing_candidate	6	011.工作最多的老头子——胡佛.txt	63		永不忘美国人民的一伟大服务	strong-literary-signal;political-institutional-context	review as possible addition	其实，88年来，胡佛所享有的真正的“勋章”真是太多了！他得过468个勋章。另外还得到85个名誉学位，33个公立学校用他的名字命名。全世界各国，除了南北极外，他几乎全去过，并且大都不止一次。各国人民受惠于他的，也实在不可胜数。即使铁幕中的苏联，也承认他在1921至1924年间，救活了1700万至2000万老毛子。并且由全体高级布尔什维克党人签名，送了他一张大奖...
possible_missing_candidate	7	012.於梨华和她的小说.txt	127		是顺流而下，还是悍然自毁，固执的李敖呵，您该选择。	candidate	same line has records; review for multi-quote omission	④胡适一死，只您配接下他这一棒，我是这般地想，您的才华要用在最有价值的方面去，有些地方该爱惜羽毛，这不是为您个人而是为整个的社会人群，您也许气盛，悲愤人世的不平与愚昧，想一鞭子打尽天下的恶人，一铲子铲除社会的黑暗，一扫帚扫去人间的愚昧，我们不可只重理想而忽视了方法，毛子水於梨华都曾温婉的规劝过，要知道这都是出于爱心，都怕您被反动的力量所摧毁。请将您超人的智慧...
possible_missing_plausible		《教育与脸谱》序幕.txt	5		为什么在台湾的这些大学教授们都显得活力不够？为什么他们不像韩国那些教授们那样生气勃勃、勇气十足？	strong-literary-signal;political-institutional-context	review as possible addition	在窦丁先生所提出的问题里面，有一个很有味儿的题目，他问我：“为什么在台湾的这些大学教授们都显得活力不够？为什么他们不像韩国那些教授们那样生气勃勃、勇气十足？”
possible_missing_plausible		《教育与脸谱》序幕.txt	7		思想改造	strong-literary-signal;political-institutional-context	review as possible addition	我的答复是这样的：中国大学教授们不是没有像韩国那些教授那样生气勃勃、勇气十足的情况，可惜那是四十多年前的事了，那是五四时代教授们的气象。现在不行了，现在他们老的老了，死的死了，堕落的堕落了。沦陷在大陆上的许多第一流的教授都被迫在“思想改造”下苦斗；而到台湾来的一些教授，大都是“二流货”和不入流的，他们在台湾岛上，十足表现出“没办法”和“无能”的丑态，这是不难想象的，他们只是把持住现状而已，根本谈不上什么进步与朝气了。
possible_missing_plausible		《教育与脸谱》序幕.txt	7		二流货	strong-literary-signal;political-institutional-context	review as possible addition	我的答复是这样的：中国大学教授们不是没有像韩国那些教授那样生气勃勃、勇气十足的情况，可惜那是四十多年前的事了，那是五四时代教授们的气象。现在不行了，现在他们老的老了，死的死了，堕落的堕落了。沦陷在大陆上的许多第一流的教授都被迫在“思想改造”下苦斗；而到台湾来的一些教授，大都是“二流货”和不入流的，他们在台湾岛上，十足表现出“没办法”和“无能”的丑态，这是不难想象的，他们只是把持住现状而已，根本谈不上什么进步与朝气了。
possible_missing_plausible		《教育与脸谱》序幕.txt	7		没办法	strong-literary-signal;political-institutional-context	review as possible addition	我的答复是这样的：中国大学教授们不是没有像韩国那些教授那样生气勃勃、勇气十足的情况，可惜那是四十多年前的事了，那是五四时代教授们的气象。现在不行了，现在他们老的老了，死的死了，堕落的堕落了。沦陷在大陆上的许多第一流的教授都被迫在“思想改造”下苦斗；而到台湾来的一些教授，大都是“二流货”和不入流的，他们在台湾岛上，十足表现出“没办法”和“无能”的丑态，这是不难想象的，他们只是把持住现状而已，根本谈不上什么进步与朝气了。
possible_missing_plausible		《教育与脸谱》序幕.txt	7		无能	strong-literary-signal;political-institutional-context	review as possible addition	我的答复是这样的：中国大学教授们不是没有像韩国那些教授那样生气勃勃、勇气十足的情况，可惜那是四十多年前的事了，那是五四时代教授们的气象。现在不行了，现在他们老的老了，死的死了，堕落的堕落了。沦陷在大陆上的许多第一流的教授都被迫在“思想改造”下苦斗；而到台湾来的一些教授，大都是“二流货”和不入流的，他们在台湾岛上，十足表现出“没办法”和“无能”的丑态，这是不难想象的，他们只是把持住现状而已，根本谈不上什么进步与朝气了。
possible_missing_plausible		《教育与脸谱》序幕.txt	13		思想改造	strong-literary-signal;political-institutional-context	review as possible addition	为了说明上面一段话，我且举一个例子。在大陆上被“思想改造”的名教授、前北京大学文学院院长朱光潜，无疑的，他是属于“第一流”的阶层的。当从大陆撤守的时候，台湾大学校长傅斯年有一个抢救这些“第一流”教授的计划，在被抢救的人中，朱光潜名列前茅。可是谁能想到这个计划竟被现在台大文学院院长沈刚伯“扣”住，阴错阳差，终于使朱光潜这类教授不能到台湾。不能在台湾大学发挥他们的智慧与抱负，这是多么教人呕心的事！
possible_missing_plausible		《教育与脸谱》序幕.txt	13		第一流	strong-literary-signal;political-institutional-context	review as possible addition	为了说明上面一段话，我且举一个例子。在大陆上被“思想改造”的名教授、前北京大学文学院院长朱光潜，无疑的，他是属于“第一流”的阶层的。当从大陆撤守的时候，台湾大学校长傅斯年有一个抢救这些“第一流”教授的计划，在被抢救的人中，朱光潜名列前茅。可是谁能想到这个计划竟被现在台大文学院院长沈刚伯“扣”住，阴错阳差，终于使朱光潜这类教授不能到台湾。不能在台湾大学发挥他们的智慧与抱负，这是多么教人呕心的事！
possible_missing_plausible		《教育与脸谱》序幕.txt	35		乳罩	strong-literary-signal;political-institutional-context	review as possible addition	台湾大学和中央研究院是我们自由中国知识界的两个双峰，一个是最高的教育机关，一个是最高的学术机关，我希望这两个双峰高耸、丰满而美丽，我对它们不能不求全责备，我希望它们货真价实，不能戴假的“乳罩”，更不希望它们得“乳癌”。所以我不能不把它们的一个主要部分检验检验，台湾大学的被检验部分是它的文学院；中央研究院则是它的历史语言研究所，这两个部分的主诗人（沈刚伯、李济）是“亲家”，也是气焰震“主”（钱思亮、王世杰）的人物，钱思亮、王世杰已经都被震成小傀儡，都可怜得使我李敖不忍深责，所以我也懒得理他们。我只指出并记录台大文学院和中研院史语所的毛病而已，顺便指摘“沈刚伯型”的可耻和“李济型”的可恶。
possible_missing_plausible		《教育与脸谱》序幕.txt	35		乳癌	strong-literary-signal;political-institutional-context	review as possible addition	台湾大学和中央研究院是我们自由中国知识界的两个双峰，一个是最高的教育机关，一个是最高的学术机关，我希望这两个双峰高耸、丰满而美丽，我对它们不能不求全责备，我希望它们货真价实，不能戴假的“乳罩”，更不希望它们得“乳癌”。所以我不能不把它们的一个主要部分检验检验，台湾大学的被检验部分是它的文学院；中央研究院则是它的历史语言研究所，这两个部分的主诗人（沈刚伯、李济）是“亲家”，也是气焰震“主”（钱思亮、王世杰）的人物，钱思亮、王世杰已经都被震成小傀儡，都可怜得使我李敖不忍深责，所以我也懒得理他们。我只指出并记录台大文学院和中研院史语所的毛病而已，顺便指摘“沈刚伯型”的可耻和“李济型”的可恶。
possible_missing_plausible		《教育与脸谱》序幕.txt	35		亲家	strong-literary-signal;political-institutional-context	review as possible addition	台湾大学和中央研究院是我们自由中国知识界的两个双峰，一个是最高的教育机关，一个是最高的学术机关，我希望这两个双峰高耸、丰满而美丽，我对它们不能不求全责备，我希望它们货真价实，不能戴假的“乳罩”，更不希望它们得“乳癌”。所以我不能不把它们的一个主要部分检验检验，台湾大学的被检验部分是它的文学院；中央研究院则是它的历史语言研究所，这两个部分的主诗人（沈刚伯、李济）是“亲家”，也是气焰震“主”（钱思亮、王世杰）的人物，钱思亮、王世杰已经都被震成小傀儡，都可怜得使我李敖不忍深责，所以我也懒得理他们。我只指出并记录台大文学院和中研院史语所的毛病而已，顺便指摘“沈刚伯型”的可耻和“李济型”的可恶。
possible_missing_plausible		《教育与脸谱》序幕.txt	35		沈刚伯型	strong-literary-signal;political-institutional-context	review as possible addition	台湾大学和中央研究院是我们自由中国知识界的两个双峰，一个是最高的教育机关，一个是最高的学术机关，我希望这两个双峰高耸、丰满而美丽，我对它们不能不求全责备，我希望它们货真价实，不能戴假的“乳罩”，更不希望它们得“乳癌”。所以我不能不把它们的一个主要部分检验检验，台湾大学的被检验部分是它的文学院；中央研究院则是它的历史语言研究所，这两个部分的主诗人（沈刚伯、李济）是“亲家”，也是气焰震“主”（钱思亮、王世杰）的人物，钱思亮、王世杰已经都被震成小傀儡，都可怜得使我李敖不忍深责，所以我也懒得理他们。我只指出并记录台大文学院和中研院史语所的毛病而已，顺便指摘“沈刚伯型”的可耻和“李济型”的可恶。
possible_missing_plausible		《教育与脸谱》序幕.txt	35		李济型	strong-literary-signal;political-institutional-context	review as possible addition	台湾大学和中央研究院是我们自由中国知识界的两个双峰，一个是最高的教育机关，一个是最高的学术机关，我希望这两个双峰高耸、丰满而美丽，我对它们不能不求全责备，我希望它们货真价实，不能戴假的“乳罩”，更不希望它们得“乳癌”。所以我不能不把它们的一个主要部分检验检验，台湾大学的被检验部分是它的文学院；中央研究院则是它的历史语言研究所，这两个部分的主诗人（沈刚伯、李济）是“亲家”，也是气焰震“主”（钱思亮、王世杰）的人物，钱思亮、王世杰已经都被震成小傀儡，都可怜得使我李敖不忍深责，所以我也懒得理他们。我只指出并记录台大文学院和中研院史语所的毛病而已，顺便指摘“沈刚伯型”的可耻和“李济型”的可恶。
possible_missing_plausible		《教育与脸谱》序幕.txt	39		好好干	strong-literary-signal	review as possible addition	这十二篇文字，都是以这十八个字做直径旋转的，都是直接或间接表达这些意念的，所以它很值得老头子们人手一册。老头子们读了它，并不一定就“好好干”或“滚蛋”，极可能照旧不干不滚，照旧吃闲饭黑心饭。他们这样，当然我也没什么办法，我毕竟是靠嘴巴和笔杆战斗的人，时势不允许我成为英雄，只好耍狗熊了！韩孔厂的诗说得可怜——
possible_missing_plausible		《教育与脸谱》序幕.txt	39		滚蛋	strong-literary-signal	review as possible addition	这十二篇文字，都是以这十八个字做直径旋转的，都是直接或间接表达这些意念的，所以它很值得老头子们人手一册。老头子们读了它，并不一定就“好好干”或“滚蛋”，极可能照旧不干不滚，照旧吃闲饭黑心饭。他们这样，当然我也没什么办法，我毕竟是靠嘴巴和笔杆战斗的人，时势不允许我成为英雄，只好耍狗熊了！韩孔厂的诗说得可怜——
possible_missing_plausible		001.高等教育的一面怪现状.txt	7		身历声	strong-literary-signal;political-institutional-context	review as possible addition	为了给王先生这段空谷足音配一套“身历声”，我统计出两个具体的表格来指出今日大学教授的畸形现象。
