id	book	chapter	source_file	line_start	line_end	quote_text	category	source_or_origin	summary	notes	quote_found_at_declared_range	source_excerpt
LAHSPZ-011	胡适评传	可怜的县太爷（1841-1895）	003.可怜的县太爷（1841-1895）.txt	359	359	水必出山无可疑	治学方法格言	胡传诗句/胡适实验主义说明	胡适一再引用父亲诗句说明实验主义中的问题解决方法：循水即可出山。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。 校对补入：胡适多次引用的治学方法句，非政治语录。	yes	　　在我父亲的诗集子里面有一首诗，讲他在东三省吉林的时候，奉命办一件公事，连人带马都在大森林里迷失了路，三天三夜都没有方法走出来。这个问题就是思想，因为当前的行动发生了障碍。我父亲在诗里面就说他怎样想法子找路出去：有人爬到树上去看，只见四周茫茫无边的树木：在地上也找不出路来，也找不出牛马的蹄痕。这两个办法都不行。这时候，我父亲想到古书上讲过：在山林中迷了路时可以找水；跟着水去找，必定可以出山的。大家就四下去听；听到有水流的声音，果然找到了一条水；跟着水走，居然出险。他诗里面有一句“水必出山无可疑”，就是指的这回事。（华国版《胡适言论集》甲编第84页。另参看《胡适文存》卷二《实验主义》六《杜威论思想》及Living Philosophies pp. 235-236）
LAHSPZ-012	胡适评传	可怜的小寡妇（1873-1918）	004.可怜的小寡妇（1873-1918）.txt	117	117	生未能养，病未能侍，毕世劬劳未能丝毫分任，生死永诀乃亦未能一面。平生惨痛，何以如此！	悼母文句	胡适《先母行述》	胡适哀悼母亲时写下的愧痛文字。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　生未能养，病未能侍，毕世劬劳未能丝毫分任，生死永诀乃亦未能一面。平生惨痛，何以如此！
LAHSPZ-013	胡适评传	可怜的小寡妇（1873-1918）	004.可怜的小寡妇（1873-1918）.txt	121	135	往日归来，才望见竹竿尖，才望见吾村，便心头乱跳，遥知前面，老亲望我，含泪相迎。“来了？好呀，——更无别话，说尽心头欢喜悲酸无限情。\n偷回首，揩干泪眼，招呼茶饭，款待归人。\n今朝——\n依旧竹竿尖，依旧溪桥，——\n只少了我的心头狂跳！——\n何消说一世的深恩未报！\n何消说十年来的家庭梦想，都一一云散烟消！——\n只今日到家时，更何处能寻她那一声“好呀，来了！”	悼母诗	胡适《十二月一日奔丧到家》	李敖引用胡适奔丧到家诗，写归家时再也听不到母亲迎声的悲痛。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　往日归来，才望见竹竿尖，才望见吾村，便心头乱跳，遥知前面，老亲望我，含泪相迎。“来了？好呀，——更无别话，说尽心头欢喜悲酸无限情。\n\n　　偷回首，揩干泪眼，招呼茶饭，款待归人。\n\n　　今朝——\n\n　　依旧竹竿尖，依旧溪桥，——\n\n　　只少了我的心头狂跳！——\n\n　　何消说一世的深恩未报！\n\n　　何消说十年来的家庭梦想，都一一云散烟消！——\n\n　　只今日到家时，更何处能寻她那一声“好呀，来了！”
LAHSPZ-014	胡适评传	可怜的小寡妇（1873-1918）	004.可怜的小寡妇（1873-1918）.txt	145	145	先母内持家政，外应门户，凡十余年。以少年做后母，周旋诸子诸妇之间，其困苦艰难有非外人所能喻者。先母一一处之至诚至公，子妇间有过失，皆容忍曲喻之；至不能忍，则闭户饮泣自责；子妇奉茶引过，始已。	母德文句	胡适《先母行述》	胡适记母亲持家待人的公正与容忍。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　先母内持家政，外应门户，凡十余年。以少年做后母，周旋诸子诸妇之间，其困苦艰难有非外人所能喻者。先母一一处之至诚至公，子妇间有过失，皆容忍曲喻之；至不能忍，则闭户饮泣自责；子妇奉茶引过，始已。
LAHSPZ-015	胡适评传	可怜的小寡妇（1873-1918）	004.可怜的小寡妇（1873-1918）.txt	151	151	世间最可厌恶的事莫如一张生气的脸；世间最下流的事莫如把生气的脸摆给旁人看。这比打骂还难受。	处世格言	胡适《九年的家乡教育》	胡适从家庭经验中得出的待人警句，反感把怒气摆给旁人看。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　大嫂是个最无能而又最不懂事的人，二嫂是个很能干而气量很窄小的人。她们常常闹意见，只因为我母亲的和气榜样，她们还不曾有公然相骂相打的事。她们闹气时，只是不说话、不答话，把脸放下来，教人难看；二嫂生气时，脸色变青，更是怕人。她们对我母亲闹气时，也是如此。我起初全不懂得这一套，后来也渐渐懂得看人的脸色了。我渐渐明白，世间最可厌恶的事莫如一张生气的脸；世间最下流的事莫如把生气的脸摆给旁人看。这比打骂还难受。
LAHSPZ-016	胡适评传	可怜的小寡妇（1873-1918）	004.可怜的小寡妇（1873-1918）.txt	161	161	如果我学得了一丝一毫的好脾气，如果我学得了一点点待人接物的和气，如果我能宽恕人、体谅人，——我都得感谢我的慈母。	感恩文句	胡适《九年的家乡教育》	胡适把自己的好脾气、和气与宽恕能力归功于母亲教养。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　我在母亲的教训之下住了九年，受了她的极大极深的影响。我十四岁（其实只有十二岁零两三个月）就离开她了，在这广漠的人海里独自混了二十多年，没有一个人管束过我。如果我学得了一丝一毫的好脾气，如果我学得了一点点待人接物的和气，如果我能宽恕人、体谅人，——我都得感谢我的慈母。
LAHSPZ-017	胡适评传	可怜的小寡妇（1873-1918）	004.可怜的小寡妇（1873-1918）.txt	165	165	先母自奉极菲薄，而待人接物必求丰厚	母德文句	胡适《先母行述》	胡适概括母亲自奉薄而待人厚的品格。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　先母自奉极菲薄，而待人接物必求丰厚；待诸孙皆如所自生，衣履饮食无不一致。是时一家日用皆仰给于汉口上海两处商业，次兄觉往来两地经理之。先母于日用出入，虽一块豆腐之细，皆令适登记，俟诸兄归时，令检阅之。
LAHSPZ-018	胡适评传	可怜的小寡妇（1873-1918）	004.可怜的小寡妇（1873-1918）.txt	171	171	吾病若不起，慎勿告吾儿；当仍请人按月作家书，如吾在时。俟吾儿学成归国，乃以此影与之。吾儿见此影，如见我矣。	亲情遗语	胡适《先母行述》	胡适记母亲病重仍不愿影响儿子学业的嘱咐。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　辛亥之役，汉口被焚，先长兄只身逃归！店业荡然。先母伤感，病乃益剧。然终不欲适辍学，故每寄书，辄言无恙。及民国元二年之间，病几不起。先母招照相者为摄一影，藏之，命家人曰：“吾病若不起，慎勿告吾儿；当仍请人按月作家书，如吾在时。俟吾儿学成归国，乃以此影与之。吾儿见此影，如见我矣。”已而病渐愈，亦终不促适归国。适留美国七年，至第六年后始有书促早归耳。
LAHSPZ-019	胡适评传	半个台湾人（1891-1895）	005.半个台湾人（1891-1895）.txt	249	249	维桑与梓，必恭敬止	古典题字	《诗经·小雅》	胡适回台南访旧时题写《诗经》语，表达桑梓敬意。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　种完树，胡先生的节目是题字。他走到题字地方的帐幕前，看到帐幕上印着“爱鸠会”三个字，就问叶市长那幕上鸠字的意义。经过叶市长的解释，他才知道日本人是把鸽子叫鸠的，这可看出胡先生“每事问”的精神。在永福国校中，他问人的远比人家问他的多。题字算是胡先生访问故居中最重要而严肃的节目了。纸笔墨早已准备好，胡先生走到幕内提起笔来，沾墨略加思索，便在纸上写上“维桑与梓”四个字。笔太粗了，当他沾墨再要写下去时，一点墨滴在“维”字的左上角边了，洇了一块。这时候他叫人拿来小刀，把洇了的那一截亲自割去（一位教师接去那割去的纸要揉时，旁边的几个人马上不约而同地出声禁止，那位教师也才觉得那一片纸的贵重，而收了起来，这真是他意外的收获）。他换了一支较小的笔重新题上“维桑与梓，必恭敬止”八个两寸见方的字，站在他后面的他的一个朋友，看了连声赞美他典故用得确当。……胡先生写字时全收敛起笑容，左手还执着他刚才割纸的小刀，聚精会神地在题字。……他写完“兄”字，不意又重复了一个“兄”字，他的一个朋友叫他换纸，他说不必，略一停顿便把“兄”字改成看不出别扭的“弟”字了。写完了，永福国校的家长会长黄伯禄先生又拿来一张纸请题，这回他毫不思索，大大地题上“游子归来”四个大字。从这两幅字，我们可想象出此时胡先生怀念故居的恭敬。同时也可知道这桑梓旧地一定教他怀念他那为官干练而不贪的父亲，和那发长垂地是他慈母又兼严父的母亲。
LAHSPZ-020	胡适评传	半个台湾人（1891-1895）	005.半个台湾人（1891-1895）.txt	301	303	埋骨何须桑梓地；\n人间无处不青山！	传统诗句	传统诗句	李敖以此句收束胡适与台湾的土地缘分。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　埋骨何须桑梓地；\n\n　　人间无处不青山！
LAHSPZ-021	胡适评传	半个台湾人（1891-1895）	005.半个台湾人（1891-1895）.txt	381	381	一个人的最大责任是把自己这块材料铸造成器	人格格言	胡适题字	胡适在台东为学校题字，强调个人修养成器。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　又胡氏在台东曾参观女中童军观摩会，并应该校长之请，写了一幅字“一个人的最大责任是把自己这块材料铸造成器”。旋往镇郊卑南乡槟榔村阿利族社凭吊传说中的童年故居。
LAHSPZ-022	胡适评传	被拧肉的时代（1895-1904）	006.被拧肉的时代（1895-1904）.txt	19	19	为人之道，在率其性	修身格言	胡传编《学为人诗》	胡适幼年读父亲编抄四言韵文中的做人原则。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　5.《学为人诗》——一部四言韵文，他老子亲自编抄的，内容主张“为人之道，在率其性”，“以学为人，以期作圣”。
LAHSPZ-023	胡适评传	被拧肉的时代（1895-1904）	006.被拧肉的时代（1895-1904）.txt	19	19	以学为人，以期作圣	修身格言	胡传编《学为人诗》	胡适幼年读父亲编抄韵文中的求学做人目标。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　5.《学为人诗》——一部四言韵文，他老子亲自编抄的，内容主张“为人之道，在率其性”，“以学为人，以期作圣”。
LAHSPZ-024	胡适评传	被拧肉的时代（1895-1904）	006.被拧肉的时代（1895-1904）.txt	55	55	天地玄黄，宇宙洪荒	蒙学名句	《千字文》	李敖引胡适回忆旧式教育中儿童死背《千字文》的句子。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　到了六七岁以上，女孩子固然不用进学堂去受教育，男孩子受的教育也只是十分野蛮的教育。女孩在家里裹小脚，男孩在学堂念死书。怎么“念死书”呢？他们的文字都是死人的文字，字字句句都要翻译才能懂，有时候翻译出来还不能懂。例如《三字经》上的“苟不教”，我们小孩子念起来只当是“狗不叫”，先生却说是“倘使不教训”。又如千字文上的“天地玄黄，宇宙洪荒”，我从五岁时读起，现在做了十年大学教授，还不懂得这八个字究竟说的是什么话！所以叫做“念死书”。
LAHSPZ-025	胡适评传	被拧肉的时代（1895-1904）	006.被拧肉的时代（1895-1904）.txt	69	69	揭谛揭谛，波罗揭谛	佛经文句	《般若心经》	胡适用佛经音译句比喻只念古文不讲解的无用。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　有一天，一件小事使我忽然明白我母亲增加学金的大恩惠。一个同学的母亲来请禹臣先生代写家信给她丈夫；信写成了，先生交她的儿子晚上带回家去。一会儿，先生出门去了，这位同学把家信抽出来偷看。他忽然过来问我道：“穈，这信上第一句‘父亲大人膝下’是什么意思？”他比我只小一岁，也念过四书，却不懂“父亲大人膝下”是什么！这时候，我才明白我是一个受特别待遇的人，因为别人每年出两块钱，我去年却送十块钱。我一生最得力的是讲书：父亲母亲为我讲方字，两位先生为我讲书。念古文而不讲解，等于念“揭谛揭谛，波罗揭谛”全无用处④。
LAHSPZ-026	胡适评传	被拧肉的时代（1895-1904）	006.被拧肉的时代（1895-1904）.txt	163	163	形既朽灭，神亦飘散，虽有剉烧舂磨，亦无所施。	宗教哲理	司马光家训/朱子《小学》所引	胡适读到反地狱论后受震动，成为其无鬼神思想的起点。	校对轮保守收入：本书兼具评传、史料脚注和早年诗文，现代党派、革命、选举、国家治理、时事新闻、电讯和现代政治人物评议不收；删除碎片化题字、过度场景化人物评语和政治边缘表达，只取句子本体可独立成立的诗文、治学方法、古典名句、宗教哲理、亲情婚恋诗文和非政治生活格言。	yes	　　我重读了这几句话，忽然高兴的直跳起来。目莲救母、玉历钞传等书里的地狱惨状，都呈现在我眼前，但我觉得都不怕了。放焰口的和尚陈设在祭坛上的十殿阎王的画像，和十八层地狱的种种牛头马面用钢叉把罪人叉上刀山，叉下油锅，抛下奈河桥下去喂饿狗毒蛇，——这种种惨状也都呈现在我眼前，但我现在觉得都不怕了。我再三念这句话：“形既朽灭，神亦飘散，虽有剉烧舂磨，亦无所施。”我心里很高兴，真像地藏王菩萨把锡杖一指，打开地狱门了(15)。
