source_file	line	risky	text
001.19850412《民主天地周刊》专访李敖.txt	101	low	可能我的一个缺点是，我不太讲究感情与私情，我的任何标准都是用是非做标准，是非第一。因为这样，我得罪了很多人。古代人说“大夫无私交”，就是这个标准，彼此之间没有私人感情，一切标准都用大的标准来看。有了私人感情，就有爱恨混在一起，标准就乱掉了。
001.19850412《民主天地周刊》专访李敖.txt	117	risk	■我可以告诉你，我是很会搞政治的人，可是我不想搞政治。所以，我变得很任性、很随便、什么话都敢说。如果我搞政治，我绝不这样搞。我看了很多书，我从书里知道政治要怎么样搞。我写文章指出，林义雄不应该去看李登辉，我举了汉朝一个例子，人家在汉朝时就知道反对者的“政治规格”。林义雄不应该去看李登辉，他去看了，他并不认为做错，可是他错了。他不懂这个规格。周清玉投票给蒋经国，还亮票；她怎么可以做这种事？这不是反对党的作法，我们要的是金大中规格。韩国成立新反对党的气势，我们已经看到了。哪里有这种党外呢？做错了，还不认为不对，这是我感到很悲哀的事。他们要去登记，你不赞成，他们还说你破坏团结，这什么玩意儿，真是混蛋。
001.19850412《民主天地周刊》专访李敖.txt	127	low	第二点，我知道，想要有发言权，就要使别人注意你，就有很多不相干的事必需做。还有，你在走大路，忽然有老虎，你要打老虎，可能浪费时间，不打不行。又来只老鼠，也是不打不行，这是不可避免的。我为了控制我的发言权，为了维持我的“存在”，我必需花掉很多时间，不能做我最想做的事。我出狱三年以来，在这方面花掉太多时间。有件事，我觉得很悲哀。这回入狱，第一次放封的时候，两边楼上的人大家向我招呼，看到我说：“胡茵梦的丈夫”。文人很悲哀，写文章写那么久，却不如一个影视明星出名，文人的传播力实在很有限。他们的工具比你好，他们的是电视、电影。现在我发现，“千秋”、“万岁”斗不过周刊，报纸又比周刊好。传播工具很重要！
001.19850412《民主天地周刊》专访李敖.txt	179	risk	■一个小团体里有不愉快是很正常的事。没有才怪呢，应该有。共产党的陈毅从苏联回到北京，日本记者问他，中国跟苏联的友谊有没有裂缝？他说“我们友谊像鸡蛋一样没有裂缝”——没有裂缝，可是很脆弱。台湾以外的政治家都有他们活生生的语言，只有台湾没有。台湾政客讲的都是没有生命的话。这个政权没有“生命”，这是国民党的悲哀。
002.19901120戴小华专访李敖.txt	3	low	台湾的秋夜，是迷人的。气温不冷不热，偶尔一阵秋风吹起，使人心胸无限惬意。再加上高信疆夫妇的热诚款待及他俩的睿智妙语，使得今晚的气氛更加愉快。席间，我们畅谈台湾的文坛风云人物。高信疆说：“我相信，五十年、百年后，待文坛上所有的恩怨及人事纠纷都消失了，能流传下来的文字，李敖会是其中之一。”
002.19901120戴小华专访李敖.txt	7	low	我就常在文艺界的聚会里，听过许多人破口大骂李敖；但是在台湾文化圈，素为人所敬重，又有“纸上风云第一人”之称的高信疆，却对他如此推许，就使我觉得有必要亲自去认识李敖了。
002.19901120戴小华专访李敖.txt	13	low	高信疆的夫人柯元馨按了门铃。高信疆对我说：“你要有心理准备，如果李敖不开门是很正常，开门就是反常，请人入屋就是奇迹了！”
002.19901120戴小华专访李敖.txt	17	low	约莫过了二分钟的光景，门锁转动了，不一会儿，门开了，奇迹也出现了！只见李敖堆着满脸的笑容，非常客气地说：“请进！请进！”
002.19901120戴小华专访李敖.txt	23	low	他的言谈举止，客气得不得了！“谢谢”两字更是经常挂在口上。这点似乎稍微印证了李敖“心比口好，口比笔好”的说法。他那二千多尺天地里，除了门窗，可以说所有的墙壁都成了书架，他藏书之丰富，居所之整洁，都令我惊叹不已！
002.19901120戴小华专访李敖.txt	33	low	李：我不是不坠，而是一直都躺在地上。和我同岁的猫王，他的苦恼跟我就不一样，他要不断地靠掌声，所以不断地取悦群众。我可能像鲁迅所说的那种“横眉冷对千夫指”，有时我是跟群众敌对的。
002.19901120戴小华专访李敖.txt	41	low	李：不识好歹是吗？因为我说：“你们这群人在台湾受了大学教育，到了美国却不回来，就等于挤掉了本地人进大学的一个名额，也等于失去了一份国力。虽然你们在国外有成就，但是美国承受的好处是直接的，祖国承受的好处却是间接的。”
002.19901120戴小华专访李敖.txt	45	low	李：福兰克林说：“哪里有自由，哪里就是我的祖国。”这句话已成了美国建国的原则。可是，如果我们说：“哪里有祖国，我就要使她变得更自由。”这样不是更伟大吗？
002.19901120戴小华专访李敖.txt	93	low	李：可以这样讲。一位曾被判过死刑的老者对我说：“现在是团体对团体，组织对组织的时代，你只是一个人，在这岛上，谁又能比你做得更好？任何英雄豪杰，如果他只是一个人在那里，谁又能比你做得更多，更兴风作浪？”我敢说：三十多年来，在这岛上，又能发挥打击力，又能独来独往的惟一一个真人，不是别人，就是我。我不会随着别人的毁誉而动摇，这就是我的境界。我李敖是拔尖的，我会流传下来。
002.19901120戴小华专访李敖.txt	97	low	李：都有。我有好几种性格在一起，我是很愤世的、很旧式的，也很玩世的。萧伯纳就这么说过：“当别人捧我的时候，我很不安，因为捧得不够，我要自己捧才过瘾。”他就是以玩世的态度让别人对他没有办法。
002.19901120戴小华专访李敖.txt	99	low	戴：你既然说得“无忌”，我也就敢问得“无忌”，像你这样自我的人，为什么会结婚？
002.19901120戴小华专访李敖.txt	101	low	李：我和胡茵梦都很好胜，结婚只是证明不愿意失败。其实，结婚的时候，我就说过：“这个婚姻不会超过一年。”
002.19901120戴小华专访李敖.txt	111	low	戴：有人说你一直不能谅解胡茵梦对你的“大义灭亲”之举，所以，一有机会就要讽刺她？
002.19901120戴小华专访李敖.txt	113	low	李：中国有一种标准就是：“口不言人过”或是“君子绝交不出恶言”。我不认同这种说法。你的优点我会肯定，你的缺点，我也要批评。在这方面，我的做法和西方人一样，罗杰·华汀写回忆录，他的旧老婆便告他，胡茵梦串同萧孟能整我，我也要告她。中国人便不会这样做，会说“一场夫妻嘛”，在这方面，西方人比我们高明得多了。
002.19901120戴小华专访李敖.txt	121	low	李：因为他恩怨不分明，怨怼不分明，就对恩也不分明。有人说：要以德报怨。孔子说：“以德报怨，何以报德？”所以就说：“报怨以直。”直就是相等待遇。好像我绝不主动对任何人不起，可是当别人对我不起时，我还手很重，都是重拳，这是我的一个缺点——一个认真的缺点。
002.19901120戴小华专访李敖.txt	125	risk	李：孟子说：“予岂好辩哉！予不得已也！”我打官司也是基于此。我打官司败的机会多过胜的机会。就算胜了，也还是赔钱的。像我告高雄市政府，只要求赔一块钱，一块钱连买去高雄市的火车票都不够；但是为了争一口气。当然官司打赢了，有合理的金钱赔偿是应该的，但赔偿的数字都不会很多。（李敖看了一下表）今早十一点我就有一场官司，是告中央研究院院长吴大猷及前中央研究院院长王世杰的儿女诽谤，有兴趣看吗？（我一听被告是台湾学术界赫赫有名的大师级人物，当然有兴趣。便随李敖前往台北地方法庭。）这场官司迟了二十分钟才开始。李敖与王世杰的女儿走到法官面前。李敖说：“希望法官传吴大猷出庭，如拒不出庭，就发出拘票。”法官说：“由于被告缺席，此案择日再审。”整个过程，不到三分钟，实在没什么看头。临出门时，王世杰的女儿狠狠地骂了一声，但也没听清楚骂些什么。十一点四十分我们走进法院附近的一家小吃店，坐定后，点了一些地道的台湾小吃及饮料。
002.19901120戴小华专访李敖.txt	149	low	李：《史记·管晏列传》，司马迁说管仲：善于化祸为福，转失败为成功，这是我最欣赏的一种本领。人要修炼到这一段数，才算炉火纯青。炉火纯青的人，不论在八卦炉里，在八卦炉外，都是一种逍遥。虽然，我是现状下的“失败者”，但，“失败者”有一张王牌，就是“不怕失败”。也许，有一天，今天我所做的努力，会在我们看不到想不到的时候，在我们看不到想不到的地方生根、发叶、开花、结果的。
002.19901120戴小华专访李敖.txt	155	low	她给我的感觉确与前不同，脸上不施脂粉，衣着朴素，已渐转向追求心灵上的宁静与充实。当友人告知，我见过李敖，她略问了下认识的经过，只淡淡地说：“高信疆是个好人，但他不了解李敖。”
003.19960415《远见》专访李敖.txt	9	low	男人寂寞最大的原因是不能一个人独处，爱因斯坦讲过一句话，他觉得最快乐的时候是一种孤独的愉悦。孤独一点也不寂寞，反而很愉悦，把自己带入一种知识的境界。我认为这样的境界，是庄子所说的独与天地精神往来，做为一个好的思想家，就要有独来独往的气魄。有这种境界，就没有寂寞可言。这种境界最安全、稳定、有建设性，一般人学不到这一点，所以一孤独就不能活。我记得我在陆军预备军官排长的时候，我们那个副连长连上大号都要大家一起去，不能够一个人，只要一落单，就不能活了。所以如果人能够过这种孤独的愉悦，就不会有寂寞的感觉。孤独的愉悦不是很兴奋的快乐，是一种很平静的，好像白里透红，蓝中带青的感觉，是平静生活中的愉快。
003.19960415《远见》专访李敖.txt	13	low	像我在高处变得孤立是正常的，环境使我孤立，但我自己并不觉得寂寞啊！我自己还是独与天地精神往来啊！就是王安石的一句诗：不畏浮云遮望眼，自缘身在最高层。很多浮云遮住你，可是我站在最高层，不怕浮云挡住。
003.19960415《远见》专访李敖.txt	21	risk	会觉得寂寞的人是弱者，寂寞的时候靠喝酒、抽烟、喝咖啡，都是弱者的做法。闲着没事干，闲人、弱者、懒汉才会寂寞。有两种人最怕寂寞，一种是政治人物，一种是传播媒体下的宠儿，他们一个人就不能活，每天无头苍蝇那样乱窜，所有俗不可耐的是都是他们做出来的，什么剪采、致词、治丧委员会，整天搞这种事，讨厌死了，他们还以此为乐，可是他不做不能活啊！
003.19960415《远见》专访李敖.txt	31	risk	像我大学一个好朋友，他的父亲以前就做过大官，后来没有官做了，可官癮还没消退，怎么办呢？就是对儿子提出来的要求，他都说要打报告，写签呈，然后他批。好比说儿子要买肥皂，他就批准。很多人都有官气，比如林洋港、郝柏村，不管得志不得志，都有一股官气。第一流政治人物是不需要这种虚幻的东西来支撑自己。
003.19960415《远见》专访李敖.txt	35	low	也有很多人不寂寞啊！信荒谬宗教的人不寂寞啊！信教信迷了，整天鬼混，哪有时间寂寞。感情粗浅的人也不太会寂寞，知识层面比较深的人比较容易寂寞，因为深度到了，但无法解决寂寞，不能把寂寞掐死，所以只好写诗吟风弄月。过去古人不了解可以从技术上解决寂寞，有的人还以此为乐，我叫这种——拜伦式的不快乐，这种人以多愁善感为乐，这是病态的，在我看来是自寻烦恼。
004.1997李敖养生之道——打官司.txt	21	low	另外，东西什么都可以吃，但是要吃得少。正常三餐吃，绝对不要吃宵夜，宵夜是最坏的习惯。人家说，心里没事，肚里没货（食物）才去睡觉。但睡眠是浪费，越少越好。我每天睡不到六个小时，中午有空就睡十分钟，没空就算了。除此，我吃喝嫖赌都不来，不抽烟、不喝酒、不打牌、不喝咖啡、不喝茶，因为我现在是演艺人员要保护喉咙，所以也不喝凉的饮料。你要记住我这句话，凡是我不喜欢的东西都是坏习惯。除了生理方面，在心理层面首先要培养智愚意识。所谓智愚意识就是我智人愚。遗传是最原始的条件，所以我现在对妈妈那么好就是怕她死，她已经九十岁了。几年前我好朋友的妈妈，像施启扬、张光锦、程国强的妈妈相继去世。我问老太太，人家都死了你有什么感想。她说我身体好的很，要跟你一起死。她所以那么健康，有一条我也有的哲学，就是“敌我意识”。敌我意识就是要锁定一个敌人，假想敌也可以，锁定后就打击他，增加你的战斗力与活力。因为我智人愚，所以这个世界需要我，不断捉弄这个笨蛋。因为敌我意识，要打击坏蛋。像英国萧伯纳活到九十六岁，就是有很强智愚意识，所以可以活那么久。
005.1998《新新闻周报》李敖专题.txt	9	risk	事实上，作为一个文人，李敖一生办杂志，搞媒体，也常因言贾“祸”，而时至解严十年后，对李敖来说，由于媒体和财团的新互动，言论自由又面临着新的局面。长期身为一个文化评论者，李敖深刻感受到过去和现在的不同，李敖说：“我觉得目前评论现象里，有两点是我很厌恶的。第一个是过分讨好群众，不敢指责群众错误，我看不起。还有是写一些荒谬、莫名奇妙的文章，以为是故弄玄虚。事实上不值得一看，所以我在节目里骂《圣经密码》、《西藏生死书》，这些根本就是假书、不能成立的。有些东西是科学的，好比IQ是科学的，EQ是假的，没有这个东西。大家都当成科学的去宣传，还卖成畅销书，根本是群众的混淆。”同样的，在言论自由的层面上，也有很大的变化。
005.1998《新新闻周报》李敖专题.txt	11	risk	李敖说：“戒严时期的新闻，你面对的是刀枪监狱，他就是坏政府，用很粗暴方法来干涉你。现在不是，现在财团控制媒体，你得罪了财团就不给你上了。过去我得罪王老板（王惕吾）他就封锁我；骂余老板（余纪忠），余老板就封锁我。那你说可以抵抗啊，我去办报纸，政府就不给我登记，等于说是变相的封锁，用比较柔软的方式来干涉言论自由。”回顾过去，李敖说：“过去三台是被控制的，像赵宁这类节目温温的，尽是些风花雪月的事，不谈政治。忽然第四台开放了，开放后大量的节目出现，过去媒体掌握在演艺人员手里，像张小燕、胡瓜……这批人，这批人没有什么货的，只能逗乐，嘴巴讲不出什么有深度的东西，脑子里也没有货，也不用功。”
005.1998《新新闻周报》李敖专题.txt	13	low	而涉及一些深度的东西，李敖说：“他们跟不上，不能通吃媒体，结果出来比较能引诱人说话的节目。像李涛他做节目只要卡掉电话，限制你时间，然后把你讲的话作个结论，不用做任何准备，早上起来十几个人开会，决定什么新闻跑、电话给谁，所以我骂李涛赚钱赚得太容易。我那个节目讲半小时，那个字幕一集打了六千五百字，我在真相六百集，你想一想要消化多少资料？我没有请助手来帮我，都是我自己来。所以说这碗饭只有我能吃。”
005.1998《新新闻周报》李敖专题.txt	17	risk	而到了现在，李敖说：“现在的话不是用真刀真枪，而大部分用钱的力量来干涉。像我在《商业周刊》调查鸿禧山庄，先在《联合晚报》登了出来，《联合报》记者立刻来采访我，结果隔天一个字登不出来，所以我骂《联合报》，敢骂李登辉而不敢得罪张秀政。因为他们怕以后没有广告，不敢得罪张秀政，他们也受到这种经济压力。”而在当下台湾，经济力雄厚的财团，不管是和信、力霸和邱复生都大举进军电子媒体，经济的压力会更大吗？战场老将李敖又是如何看待这些对手呢？
005.1998《新新闻周报》李敖专题.txt	19	low	对于东森，李敖说：“我认为王家搞媒体干错行，因为媒体涉及言论自由，要尊重经营媒体的总编、记者的权利，老板不能伸手过来，但东森很明显的他们可以越过总经理直接由副总对外发言，在总经理不知情也不同意的状况下。”因为，李敖认为：“他们基本上是机会主义者，任何有发财的机会就卡位，这一部分王家可能是卡错了。因为搞媒体需要特殊智慧，还必须有肚量，否则玩不下去，媒体不是好玩的。”
005.1998《新新闻周报》李敖专题.txt	21	low	不过，李敖对于力霸王家的评价，还是比和信辜家更高，他说：“我觉得老实说辜家还不如王家，虽然我和王家闹得不愉快。辜振甫是捧着卵过河，过河的时候捧着睾丸，怕这睾丸掉到水里去被鱼给吃掉，胆小如鼠，所以你看辜家媒体都引进外国的系统，几乎不敢做任何节目。”
005.1998《新新闻周报》李敖专题.txt	23	risk	而王家，李敖说：“比辜家还有种，只是他们评估错误，找李敖来做节目，打李敖牌；就像美国打中共牌，有后患的，因为打不好会出事。所以辜家经营媒体是有此心，可是无此胆。因此王家搞媒体是比辜家有种的，虽然说种不长就是了。”
005.1998《新新闻周报》李敖专题.txt	27	risk	至于“电波老虎”邱复生，李敖则认为他别有一套，他说：“我承认邱的反应很快，他出身是以前干校乐队打小鼓的混混，可是他在成长的过程中也很痛苦，在跑带子的时候也曾经被流氓打，办公室的桌子被翻；可是他反应很快，能趁着邵氏的势力窜起来。当然是有人指点他，就是周荃，所以真相新闻网是第一个在第四台出现的。可是后来卫星出现了，原本他们都准备跑带子的，忽然卫星出现了，结果周荃找不到财团，邱复生找到邵氏，所以他就窜起了。所以说邱是个特例。过去他很早就和李登辉搭线了，你可以去看李登辉竞选时，在报上拥护李登辉的名字，你们可以去查证一下。现在他则和李分派了，比较偏陈水扁，因为李对他不满，可是在过程中必须承认他很会耍别人的钱，他本身没有钱。”
005.1998《新新闻周报》李敖专题.txt	29	risk	不过，会耍钱是一回事，但是当媒体碰到政治，纷扰也随之而来，李敖说：“政治不是下跪的，看谁狠，是力量的角力，你用息事宁人，不得罪人的方法，没有用。我觉得拥有媒体的人没有用它来好好的撑腰，反而变成负面的作用，我觉得真正会搞政治的人不会这么做。”
005.1998《新新闻周报》李敖专题.txt	31	low	因此李敖说当下媒体的困境就是：“这是他们的苦恼，媒体是讨群众好，因为媒体是群众看的，观众不喜欢的节目，你又爱做公关，讨好大官，或者给大官打歌，这没有用的啦。你看卢秀芳还没结婚前有一次请过老公公徐立德上节目，收视率也没有比较好，这样媒体经营都会不干的。我们节目不好，因为老伸出一只黑手来干涉，任何媒体工作者都会抗议的，因为媒体工作是自主活动，自主活动一不小心就碰到地雷。”
005.1998《新新闻周报》李敖专题.txt	33	risk	相较之下，过去的时代，又是另一风味，李敖说：“那时候根本用不到媒体，我们自己造媒体。那时候《自由时代》，我当发行人，陈水扁当社长，周伯伦、颜锦福也在里面。大家带着小弟到处流窜，被人打压，直到解严，媒体后才注意。最早赵宁做节目请我去，只能谈女人，谈风花雪月，后来我的那段被剪掉，说我不可以打书，我就呕气。所以我现在逐水草而居，跟游牧民族一样，哪个人或是王八蛋我都愿意和他合作，不管是一天、一个星期、三个月都无不可，反正最后都会拆伙的。我的理想就是勇往直前走大路，而在过程中会有朋友，有女人来去，也有敌人骚扰，这不稀奇。”战斗力十足的李敖，依然斗性十足。
005.1998《新新闻周报》李敖专题.txt	37	low	可是，在这斗争之中，李敖会不会担心自己也成了“帮凶”？就如同李敖说的，东视的收视率，是李敖拉起来的，对此，李敖说：“我怎么帮凶呢？我在说我的话，我在利用你的媒体说我的话，当然从另外一个角度，你有负面的收获，可是你也有正面的收获，正面的收获好比说，我们受到李敖的影响，我们开始维护言论自由，我们提倡言论自由了，这是正面收获。你不问收获的话，就得到负面收获，压迫言论自由，让你选择。可是他得到那正面收获，对他有没有害处哪？我愿意他得到正面收获。像《法门寺》戏中有位叫刘瑾的，他是位宦官，一辈子没作过一件好事，结果作一件好事就在《法门寺》那出戏里面，他作了一件好事，那我们要肯定啦！你说坏人作几件好事，我们是按件计酬的。我被他吸收，我改变了，那我是助纣为虐，我本人没改变，而他跟着我作某种程度改变，说改三个月好啦！我觉得这也是一件好事。这也是尔为尔，我为我，我不改变的。所以三个月我没吃亏啊！骂到最后一集我还是骂的，骂那个附马爷，骂那个赖国洲。”
005.1998《新新闻周报》李敖专题.txt	39	low	因此，在当下的媒体生态之中，李敖依然悠游自得，正要和东视进行诉讼的李敖，因此自信十足的说：“我没有办法突破，但你封锁我，你会付代价，我是像飞弹一样保证互相毁灭，像美国和苏俄互战一样。” （文／黄创夏、郭志荣、陈慧文）
006.199810《跨海看台湾》专访李敖.txt	3	low	李敖，台湾著名的作家、史学家。李敖1935年出生于哈尔滨，1949年随父亲到台湾。先后就读于台湾大学法律系和历史系。1961年挑起中西文化的论争，成为文化界的风云人物。
006.199810《跨海看台湾》专访李敖.txt	13	low	所以这个台湾整个文化是暴发户的文化。暴发户文化就是说，最大特征就是附庸风雅。它的文化水平没有到，可是经济水平超过了，你懂我意思吧。就会花了很多冤枉钱，做了很多冤大头的事情。你看他房间里面摆起来，金玉满堂，老子一句话，金玉满堂，莫之能守。搞得这个俗气，都是酒柜。你去看看台湾的客厅，没有一个客厅像我这样子的，都是那种俗不可耐的。现在台湾自己神气，说是我们要搞本土文化，本土文化最丢人的一点就是凡是认为台湾的就好。可是台湾没有东西，你懂我意思吧。包括台湾的歌仔戏可以算是有一点点的，可是这个是跟着大陆的南管北管出来的，它没有本身的文化。所以大家觉得只要台湾的就好，本土化。结果这个好比台湾的画家，本土的，这个画家的画，好比说这幅画值800万，可是一个小时以后呢，8万块钱也不值了。什么意思呢，你把这幅画运到香港，完了，大家不承认。这个价位是你在你自己关着门做皇帝炒作的，实际上是没有这个价码的。
006.199810《跨海看台湾》专访李敖.txt	19	low	像香港这一次，幸亏等于党中央支持，党中央这边正好外汇管制，占了便宜。我这儿不开放，所以你吃不到我。我们过去，大陆的，你们没有见过，过去北方有那种蝗虫，虫灾。蝗虫飞过来，等你麦子收成的时候，它来了。天都是黑的，整个把云都遮住了。那么多降下来，吃了，跑掉了。当然农民也可以抓蝗虫，把它抓来以后，然后放油锅里炸掉，炸蚂蚱。香港上一次就是等于索拉斯来，来蝗虫，你收成好了我来吃你，结果没吃到，把他当蚂蚱炸掉了。
006.199810《跨海看台湾》专访李敖.txt	23	low	李敖有一幅在照镜子时拍的照片，下面有这样一行说明文字：“要找佩服的人，我就照照镜子。”
006.199810《跨海看台湾》专访李敖.txt	31	low	李敖：我的文章是可读的。一般人语文是看的。我的文章是可以念的，因为我们一般人写文章，不太能读的。欧阳修都会，你看《醉翁亭记》，他原文是“临溪而渔，溪深而鱼肥；酿泉为酒，酒洌而泉香。”原来是这个句子。他刻石碑刻好，刻上以后，他觉得这个句子不好。“酒洌而泉香，不如泉香而酒洌”，为什么呢，“洌”字是第二声，“泉香”是第一声，“洌”字好。所以把石碑敲掉重刻。欧阳修是真正能够这样子修辞修到很细腻的程度。可是这是文言文，在语体文里面，我是做到这一点。从表面上看，我也骂人，很粗糙啊，每一句好像自然的语言，事实上就像苏东坡写文章，如行云流水，看起来很自然，我是经过仔细雕饰过的。我们去看一个电影，一个小男生跟一个小女生在一起闲着没事干，两个人就Kiss，接吻。没有接吻过小男生就抱着小女孩子笨手笨脚的，这小女孩子就讲了一句话说Let me show you！我就问他们怎么翻，外文系的，他说翻成“那我吻给你看么，我做给你看”，我说这个不是好的翻译，你说你李敖怎么翻，我说要翻成“看我的！”这才是好的翻译。你懂我意思吧，我的中文就是这样磨练出来的。即使我写一段很撒野的话，都是要想过，并且念起来语调铿锵。要用响的字啊，有的是响的字，有的是不响的字，好比说，什么什么书局，什么什么书店，注意啊，书店就比书局的字响。
006.199810《跨海看台湾》专访李敖.txt	35	low	李敖：这书是小儿科，我本来有三个这样的书房，现在已经被我消灭两个了，已经变小了，减肥了。你看中国古人，王安石他有个儿子叫王雱，它是下雨的雨字下面一个四方的方字，这个字念pang，王雱。王安石就跟刘贡父，他的好朋友说，他说我儿子是神童，王雱是神童，看书看一遍就记住了。这刘贡父就反问王安石说，哪家的儿子是看两遍啊？我儿子也看一遍。那古人都是记忆力好的，不然你根本不能够变成知识分子。为什么呢？书太少了。可是现在不得了，现在书太多了，一个人做不了这一点。看书就得讲方法，一目十行那不是本领，我绝不是一目十行，可是我也决不学速读，那速读是骗人的，我也不学。
