id	book	source_file	line_start	line_end	quote_text	category	source_or_origin	found_in_source	political_hits	notes
LAYHS-015	李敖有话说	020.2004-04-02：“骗子”诗人和他的诗.txt	56	56	夜阑更秉烛，相对如梦寐	唐诗句	杜甫《羌村三首》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-016	李敖有话说	020.2004-04-02：“骗子”诗人和他的诗.txt	58	58	远路不须愁日暮，老年终自望河清	明清之际诗句	顾炎武诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-017	李敖有话说	020.2004-04-02：“骗子”诗人和他的诗.txt	62	65	乾坤多难安云寿，\n日月如流赖有诗，\n我与生民同病者，\n及身定见太平时。	现代诗	于右任生日诗	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-018	李敖有话说	021.2004-04-05：“停电状态”轻松解决台湾问题.txt	3	3	山重水复疑无路，柳暗花明又一村	宋诗名句	陆游诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-019	李敖有话说	021.2004-04-05：“停电状态”轻松解决台湾问题.txt	5	5	万里因循成久客，一年容易又秋风	宋诗集句	陆游诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-020	李敖有话说	021.2004-04-05：“停电状态”轻松解决台湾问题.txt	37	37	斯人也，而有斯疾也	论语成句	《论语·雍也》语意	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-021	李敖有话说	022.2004-04-06：错误人选传递错误讯息.txt	19	19	乃苦身焦思，置胆于坐，坐卧即仰胆，饮食亦尝胆也	史记文句	《史记·越王勾践世家》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-022	李敖有话说	023.2004-04-07：打不赢的官司也要打.txt	11	11	含英咀华扬摧今古，钩玄提要镕铸中西	对联	高式熊题李敖书房联	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-023	李敖有话说	023.2004-04-07：打不赢的官司也要打.txt	17	17	情人太累，女人太贵	现代俗语	大陆流行俗语	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。 校对轮补入：首轮漏收，校对时确认句子本体属于非政治诗文、经史文句、歌词、题句或格言。
LAYHS-024	李敖有话说	029.2004-04-15：以德报怨，何以报德.txt	9	9	岁寒，然后知松柏之后凋也	论语名句	《论语·子罕》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-025	李敖有话说	029.2004-04-15：以德报怨，何以报德.txt	9	9	丘闻之：昔禹致群神于会稽之山，防风氏后至，禹杀而戮之	国语文句	《国语·鲁语》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-026	李敖有话说	029.2004-04-15：以德报怨，何以报德.txt	15	15	十指连心	传统俗语	中国俗语	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-027	李敖有话说	030.2004-04-16：粗话，人民的语言.txt	17	17	始作俑者，其无后乎	孟子名句	《孟子·梁惠王上》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-028	李敖有话说	030.2004-04-16：粗话，人民的语言.txt	17	17	不须放屁，试看天翻地覆	现代词句	毛泽东词句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-029	李敖有话说	030.2004-04-16：粗话，人民的语言.txt	17	17	夕阳芳草见游猪	清诗句	乾隆诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-030	李敖有话说	031.2004-04-19：假设的问题永远没有答案.txt	5	5	横眉冷对千夫指，俯首甘为孺子牛	现代诗句	鲁迅诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-031	李敖有话说	036.2004-04-26：没裤子穿和造原子弹.txt	9	9	暮投石壕村，有吏夜捉人	唐诗句	杜甫《石壕吏》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-032	李敖有话说	038.2004-04-28：阿拉丁神灯和卫生棉.txt	27	27	衣带渐宽终不悔，为伊消得人憔悴	宋词名句	柳永词句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-033	李敖有话说	041.2004-05-03：父亲的文凭和女儿的皮鞋.txt	3	3	世风日下，人心不古	传统套语	中国传统俗语	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-034	李敖有话说	042.2004-05-04：好读书须求甚解.txt	15	15	莫须，有	史传成句	岳飞冤狱“莫须有”语意	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-035	李敖有话说	042.2004-05-04：好读书须求甚解.txt	23	23	唧唧复唧唧，木兰当户织，不闻机杼声，但闻女叹息	乐府诗句	《木兰辞》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-036	李敖有话说	048.2004-05-12：该是谁的就是谁的.txt	13	13	辅车相依，唇亡齿寒	左传成语	《左传》语意	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-037	李敖有话说	054.2004-05-20：骷髅吊起，显示骨气.txt	83	83	别回首旧日的光华，且留恋残梦的未碎	歌词句	现代歌词	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-038	李敖有话说	058.2004-05-26：有话大家写，清算蒋光头.txt	33	33	上穷碧落下黄泉，动手动脚找东西	改作诗句	白居易《长恨歌》语意改句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-039	李敖有话说	059.2004-05-27：蒋介石你骗不了我.txt	5	5	宁繁毋略，宁下毋高，宁近毋远，宁拙毋巧	治学格言	现代治史原则语	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-040	李敖有话说	065.2004-06-04：原来台湾在大陆肚皮上.txt	29	29	西当太白有鸟道，可以横绝峨眉巅	唐诗句	李白《蜀道难》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-041	李敖有话说	065.2004-06-04：原来台湾在大陆肚皮上.txt	35	35	颠之倒之，反在诸公之上	题跋文句	传统题跋语	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-042	李敖有话说	070.2004-06-11：逼着好人上前线.txt	23	23	作之不变，习与体成	古文句	传统修身语	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-043	李敖有话说	071.2004-06-14：一窍不通就为长生不老.txt	3	3	劝君莫惜金缕衣，劝君惜取少年时，花开堪折直须折，莫待无花空折枝。	唐诗名句	杜秋娘《金缕衣》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。 校对轮补入：首轮漏收，校对时确认句子本体属于非政治诗文、经史文句、歌词、题句或格言。
LAYHS-044	李敖有话说	074.2004-06-17：鹰犬将军临终觉悟.txt	15	15	此度见花枝，白头誓不归	古典词句	古人词句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-045	李敖有话说	090.2004-07-09：发挥想象力，卧在家中游.txt	7	7	泉石从所好，文章如有神	题画诗句	传统题画诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-046	李敖有话说	090.2004-07-09：发挥想象力，卧在家中游.txt	7	7	丹青影里放扁舟，山水都从枕上游	题画诗句	传统题画诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-047	李敖有话说	090.2004-07-09：发挥想象力，卧在家中游.txt	7	7	旧梦兵戈无处觅，画图留作卧时游	题画诗句	传统题画诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-048	李敖有话说	094.2004-07-15：伪孝的蒋介石.txt	15	15	孝悌忠信、礼义廉耻	传统伦理成句	中国传统德目	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-049	李敖有话说	097.2004-07-20：为陈炯明喊冤平反.txt	21	21	一经圣人手，议论安敢道？	古典评论语	传统尊圣讽语	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-050	李敖有话说	100.2004-07-23：以国作家，公私不分.txt	21	21	白日升天，鸡鸣天上，犬吠云中，唯以鼠恶，留之。	水经注文句	《水经注》唐公房故事	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。 校对轮补入：首轮漏收，校对时确认句子本体属于非政治诗文、经史文句、歌词、题句或格言。
LAYHS-051	李敖有话说	100.2004-07-23：以国作家，公私不分.txt	23	23	孤独的愉悦	科学家格言	爱因斯坦语意	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。 校对轮补入：首轮漏收，校对时确认句子本体属于非政治诗文、经史文句、歌词、题句或格言。
LAYHS-052	李敖有话说	100.2004-07-23：以国作家，公私不分.txt	23	23	独与天地精神往来	庄子名句	《庄子》语意	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。 校对轮补入：首轮漏收，校对时确认句子本体属于非政治诗文、经史文句、歌词、题句或格言。
LAYHS-053	李敖有话说	108.2004-08-04：从莫须有到将不同.txt	19	19	圣人贵名教，老庄明自然，其旨同异？	世说新语文句	《世说新语》语意	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-054	李敖有话说	108.2004-08-04：从莫须有到将不同.txt	27	27	如此，将无归！	世说新语名句	《世说新语》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-055	李敖有话说	109.2004-08-05：是谁杀了陶成章？.txt	11	11	恶莠不除，则嘉禾不长	古典格言	传统农喻格言	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-056	李敖有话说	111.2004-08-09：广告管制吓一跳.txt	25	25	以学，易可以无大过矣	易经文句	《易经》语意	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-057	李敖有话说	114.2004-08-12：知识老厨现身说法.txt	21	21	知之为知之，不知为不知，是知也	论语名句	《论语·为政》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-058	李敖有话说	114.2004-08-12：知识老厨现身说法.txt	21	21	吾生也有涯，而知也无涯	庄子名句	《庄子·养生主》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-059	李敖有话说	128.2004-09-01：无知不会有真正的信仰.txt	9	9	双眼自将秋水洗，一生不受古人欺。	清诗句	袁枚诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。 校对轮补入：首轮漏收，校对时确认句子本体属于非政治诗文、经史文句、歌词、题句或格言。
LAYHS-060	李敖有话说	154.2004-10-07：缺德煞风景的笑话.txt	17	17	存太原完人，祠坏屋瓦残	对联句	传统祠堂联句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-061	李敖有话说	158.2004-10-13：要选就选狠角色.txt	61	61	匹夫而为百世师，一言而为天下法	宋文名句	苏轼《潮州韩文公庙碑》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-062	李敖有话说	169.2004-10-28：台湾换马甲也没戏.txt	11	11	生意兴隆通四海，财源茂盛达三江	传统店联	中国传统商业对联	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-063	李敖有话说	169.2004-10-28：台湾换马甲也没戏.txt	11	11	文章华国，忠孝传家	传统对联	中国传统门联	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-064	李敖有话说	169.2004-10-28：台湾换马甲也没戏.txt	11	11	黄飞虎还不下马，更待何时！	戏曲/评书文句	传统戏曲评书语	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-065	李敖有话说	245.2005-02-11：滴水之恩的回报.txt	17	17	宁鸣而死，不默而生	宋代名言	范仲淹语意	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-066	李敖有话说	249.2005-02-17：奇怪解读发誓作废.txt	21	21	予所否者，天厌之	论语名句	《论语·雍也》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-067	李敖有话说	290.2005-04-15：皇帝不如三流富翁.txt	53	53	天塌时候，也会捞到天鹅	李敖格言	李敖语	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。 校对轮补入：首轮漏收，校对时确认句子本体属于非政治诗文、经史文句、歌词、题句或格言。
LAYHS-068	李敖有话说	290.2005-04-15：皇帝不如三流富翁.txt	53	53	有失败，有英雄，但没有什么失败的英雄	李敖格言	李敖语	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。 校对轮补入：首轮漏收，校对时确认句子本体属于非政治诗文、经史文句、歌词、题句或格言。
LAYHS-069	李敖有话说	309.2005-05-12：我的另外一个世界.txt	5	5	两亿年在你手里，时间已化螺纹	李敖诗句	李敖小说诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。 校对轮补入：首轮漏收，校对时确认句子本体属于非政治诗文、经史文句、歌词、题句或格言。
LAYHS-070	李敖有话说	309.2005-05-12：我的另外一个世界.txt	7	7	大禹圣者，乃惜寸阴。至于众人，当惜分阴。	晋书名句	《晋书·陶侃传》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。 校对轮补入：首轮漏收，校对时确认句子本体属于非政治诗文、经史文句、歌词、题句或格言。
LAYHS-071	李敖有话说	309.2005-05-12：我的另外一个世界.txt	17	17	当局能肩天下事，读书深得古人心	对联	传统读书联	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-072	李敖有话说	309.2005-05-12：我的另外一个世界.txt	23	23	读书众壑归沧海，落笔微云起泰山	对联	溥心畬对联	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-073	李敖有话说	309.2005-05-12：我的另外一个世界.txt	25	25	藏书楼敞云连栋，戴笠人归雪满衣	对联	传统书斋联句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-074	李敖有话说	311.2005-05-16：照片中灵光一闪的人生.txt	21	21	叠玉无尘雪霜洗，环风过雨烟岚披	题画诗句	传统题画诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-075	李敖有话说	314.2005-05-19：忽然成佛.txt	11	11	最是仓皇辞庙日，教坊犹作别离歌，挥泪对宫娥	南唐词句	李煜《破阵子》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-076	李敖有话说	314.2005-05-19：忽然成佛.txt	11	11	群盗鼠窃狗偷，死者不瞑目；此地龙蟠虎踞，古人之虚言	对联	南京挽联/讽联	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-077	李敖有话说	317.2005-05-24：偷得浮生一日闲.txt	7	7	挂墙多汉刻，插架半唐诗	书斋联句	传统书斋联	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-078	李敖有话说	317.2005-05-24：偷得浮生一日闲.txt	7	7	隔岸丛梅疑是雪，近人孤嶂欲生云	题画诗句	传统题画诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-079	李敖有话说	323.2005-06-01：不平则怨没出息.txt	19	19	不平则鸣有骨气，不平则怨没出息	李敖格言	李敖语	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-080	李敖有话说	324.2005-06-02：更好的，你没见识过.txt	3	3	鸳鸯绣取凭君看，不把金针度与人	宋诗名句	元好问/传统金针句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-081	李敖有话说	325.2005-06-03：名笔抢镜，军购让路.txt	13	13	世事洞明皆学问，人情练达即文章	红楼梦联句	《红楼梦》联句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-082	李敖有话说	328.2005-06-08：乱世人“鬼”情未了.txt	25	25	数天涯依然骨肉，几家能够	清词句	清人词句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。 校对轮补入：首轮漏收，校对时确认句子本体属于非政治诗文、经史文句、歌词、题句或格言。
LAYHS-083	李敖有话说	341.2005-06-27：好记性不如烂笔头.txt	9	9	吾年未四十，而视茫茫，而发苍苍，而齿牙动摇	唐文名句	韩愈《祭十二郎文》	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-084	李敖有话说	372.2005-08-09：随遇而偷.txt	9	9	其为政也，善因祸而为福	史传评论语	《史记》语意	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
LAYHS-085	李敖有话说	377.2005-08-16：毛笔字中品人格.txt	11	11	安能摧眉折腰侍权贵，使我不得开心颜	唐诗名句	李白诗句	yes		首轮保守收入：本书节目政论、新闻标题和选战语境极密集，仅取可独立成立的诗文、经史文句、成语俗谚、对联、文学/歌词句和少量非政治格言。
