id	decision	category	quote_text	source_or_origin	source_file	line_start	line_end	summary	notes
LALYKTW-023	keep-initial	古籍引文	魏黄初中，中国人始依佛戒，剃发为僧。	佛教史料	011.施性忠才是真和尚.txt	25	25	李敖引佛教史料，说明中国人剃发为僧的早期记载。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-024	keep-initial	古籍引文	西域沙门，赍佛经而至者甚众	《隋书》经籍志	011.施性忠才是真和尚.txt	25	25	李敖引史书文字，说明西域僧人携经入华。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-025	keep-initial	古籍引文	耽好酒浆，或畜妻子	《牟子理惑论》相关记载	011.施性忠才是真和尚.txt	27	27	李敖引早期佛教材料，说明来华僧人行为并无固定成规。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-026	keep-initial	佛教俗语化用	放下屠刀，佛都能做	佛教俗语	011.施性忠才是真和尚.txt	27	27	李敖化用放下屠刀成佛的俗语，说明成佛与成和尚不在形式。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-027	keep-initial	佛教成句	造菩萨行	佛教语汇	011.施性忠才是真和尚.txt	27	27	李敖摘用佛教成句，强调做和尚在于明心见性与菩萨行。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-028	keep-initial	古籍引文	陛下起此寺，皆是百姓卖儿贴妇钱，佛若有知，当悲哭哀愍。罪高佛图，有何功德！	《南史》虞愿故事	011.施性忠才是真和尚.txt	33	33	李敖引虞愿直谏，批评奢建寺院违背佛教大悲精神。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-029	keep-initial	古籍引文	屠戮生民，所过郡县，靡有孑遗	张献忠相关史料	011.施性忠才是真和尚.txt	39	39	李敖引史料成句，交代破山和尚请命故事的惨烈背景。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-030	keep-initial	古典成句	儒帽裹僧头	李贽相关评语	011.施性忠才是真和尚.txt	43	43	李敖引李贽形象成句，写儒佛身份交错。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-031	keep-initial	古文评语	虽弃发，盖有为也！	李贽相关评语	011.施性忠才是真和尚.txt	43	43	李敖引评语，说明出家并非消极避世。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-032	keep-initial	古典诗句	自是精灵爱出家，钵头何必向京华	汤显祖诗	011.施性忠才是真和尚.txt	43	43	李敖引汤显祖诗，赞李贽出家有独立精神。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-033	keep-initial	西方谚语	伟人成功的背后，在家有贤内助	西方谚语	012.和尚与手淫.txt	51	51	李敖引西方谚语，赞伴侣对成功的支撑。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-034	keep-initial	李敖格言	性忠在牢外时，姬美是贤内助；性忠在牢内时，姬美是贤外助。	李敖化用贤内助	012.和尚与手淫.txt	51	51	李敖化用谚语成妙语，写伴侣在内外两端的支援。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-035	keep-initial	古代问语	汉孰与我大？	夜郎典故	014.给我的台湾人朋友.txt	3	3	李敖引夜郎国王问语，说明闭塞者不知外界之大。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-036	keep-initial	成语典故	夜郎自大	夜郎典故	014.给我的台湾人朋友.txt	3	3	李敖摘用成语，写褊狭自大的心态。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-037	keep-initial	古典诗句	江山代有才人出	赵翼诗句	016.为苏东启苏洪月娇说公道话.txt	3	3	李敖引诗句，写世代人物流转。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-038	keep-initial	寓言语录	请离我远一点，别挨过来，因为你会把我碰碎，并且我也不想靠近你。	《伊索寓言》两个罐	018.泥罐、铜罐与共识.txt	3	3	李敖引伊索寓言中泥罐的话，说明不等势者相近会受损。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-039	keep-initial	寓言格言	同等的人，才能搅在一起。	《伊索寓言》两个罐	018.泥罐、铜罐与共识.txt	3	3	李敖引伊索寓言结论，说明相处需要相近的条件。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-040	keep-initial	成语典故	与虎谋皮	中文成语	018.泥罐、铜罐与共识.txt	5	5	李敖摘用成语，写向强暴者求合作的荒唐。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-041	keep-initial	宗教引文	你们和不信的原不相配，不要同负一轭。义和不义有什么相交呢？光明和黑暗有什么相通呢？基督和彼列（撒旦）有什么相合呢？信主的和不信主的有什么相干呢？	《新约》哥林多后书	018.泥罐、铜罐与共识.txt	59	59	李敖引《新约》文字，说明价值根本不合者不宜同负一轭。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-042	keep-initial	法律格言	迟来的正义，不算正义。	W. E. Gladstone	021.迟来的朋友，不算朋友.txt	3	3	李敖引格拉德斯通改写句，概括迟到正义的缺陷。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-043	keep-initial	法律格言	正义的迟来就是非正义（Delay of justice is injustice）	W. S. Landor	021.迟来的朋友，不算朋友.txt	3	3	李敖引兰道格言，说明迟到的正义会否定自身。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-044	keep-initial	传统格言	内举不避亲，外举不避仇	中文传统成句	021.迟来的朋友，不算朋友.txt	51	51	李敖引传统成句，说明荐才不应以亲仇为限。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-045	keep-initial	古典格言	尔为尔，我为我，虽袒裼裸裎于我侧，尔焉能浼我哉！	中国古代圣人语	022.找康宁祥算账！.txt	45	45	李敖引古语，说明他人污浊不能玷污自我。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-046	keep-initial	成语	耳食之言	中文成语	022.找康宁祥算账！.txt	45	45	李敖摘用成语，指未经核实的传闻之言。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-047	keep-initial	俗语格言	瑶言止于智者	中文俗语	022.找康宁祥算账！.txt	45	45	李敖引用俗语，说明智者应止住谣传。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。 源文作“瑶言”，疑为“谣言”。
LALYKTW-048	keep-initial	古文例句	剖之以为瓢，则瓠落无所容，非不呺然大也。	《庄子·逍遥游》	027.“不是‘小疯狗’”不是诽谤吗？.txt	13	13	李敖转引高名凯所举古文例，说明“不”的用法。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-049	keep-initial	古文例句	知而使之，是不仁也；不知而使之，是不知也。	《孟子·公孙丑下》	027.“不是‘小疯狗’”不是诽谤吗？.txt	15	15	李敖转引高名凯所举古文例，说明“不”的用法。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-050	keep-initial	古文例句	不识王之不可以为汤武，则是不明也。	《孟子·公孙丑下》	027.“不是‘小疯狗’”不是诽谤吗？.txt	17	17	李敖转引高名凯所举古文例，说明“不”的用法。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-051	keep-initial	古文例句	白旃非不馥，焉能逆风？	《世说新语·文学篇》	027.“不是‘小疯狗’”不是诽谤吗？.txt	19	19	李敖转引高名凯所举古文例，说明“不”的用法。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-052	keep-initial	古文例句	城非不高也、池非不深也、兵革非不坚利也、米粟非不多也，委而去之，是地利不如人和也。	《孟子·公孙丑下》	027.“不是‘小疯狗’”不是诽谤吗？.txt	21	21	李敖转引高名凯所举古文例，说明“不”的用法。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-053	keep-initial	古书词例	不仁、不义、不忠、不信	古书常用反面词	027.“不是‘小疯狗’”不是诽谤吗？.txt	23	23	李敖摘举古书词例，说明“不”字构成反面性格名词。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-054	keep-initial	文学引文	好呀！好呀！我请你来做衣裳，不曾叫你来偷汉子。武大得知，须连累我；不若我先去出首。	《水浒传》第二十三回	027.“不是‘小疯狗’”不是诽谤吗？.txt	47	47	李敖引《水浒传》反语例，说明语气和上下文决定真实意思。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-055	keep-initial	文学引文	你两个做得好事！	《水浒传》第二十三回	027.“不是‘小疯狗’”不是诽谤吗？.txt	47	47	李敖引《水浒传》反语例，说明字面褒辞可作反面意思。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-056	keep-initial	莎剧引文	When that the poor have cried, Caesar hath wept.（穷人笑时，凯撒堕泪。）	莎士比亚《凯撒大帝》	027.“不是‘小疯狗’”不是诽谤吗？.txt	51	51	李敖引莎剧安东尼演说，作为反语铺陈的文学例子。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-057	keep-initial	莎剧引文	Ambition should be made of sterner stuff.（野心应该是更硬一点的东西做成的。）	莎士比亚《凯撒大帝》	027.“不是‘小疯狗’”不是诽谤吗？.txt	53	53	李敖引莎剧安东尼演说，作为反语铺陈的文学例子。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-058	keep-initial	莎剧引文	Yet Brutus says he was ambitious.（但布鲁塔斯说他有野心。）	莎士比亚《凯撒大帝》	027.“不是‘小疯狗’”不是诽谤吗？.txt	55	55	李敖引莎剧安东尼演说，作为反语铺陈的文学例子。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-059	keep-initial	莎剧引文	And Brutus is an honourabte man.（而布鲁塔斯是正人君子。）	莎士比亚《凯撒大帝》	027.“不是‘小疯狗’”不是诽谤吗？.txt	57	57	李敖引莎剧安东尼演说，说明重复称颂也可形成反语。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。 源文英文作 honourabte，按原文保留。
LALYKTW-060	keep-initial	诸子成句	飞鸟之影，未尝动也	庄子语	029.对黄信介、张俊宏、魏廷朝出狱的杂感.txt	59	59	李敖引庄子语，写影子看似流动而本未尝动。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-061	keep-initial	诸子成句	影不徙	墨子语	029.对黄信介、张俊宏、魏廷朝出狱的杂感.txt	59	59	李敖引墨子语，写影子与空间记忆的哲学感受。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-062	keep-initial	宗教引文	耶路撒冷啊！耶路撒冷啊！你常杀害先知，又用石头打死那奉差遣到你这里来的人。	《新约》福音书	030.谁叫出了“先知”？.txt	19	19	李敖引福音书句子，借先知意象说明先恭后倨。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-063	keep-initial	外国诗句	挂帆沧海，风波茫茫，或沦无底，或达仙乡。	丁尼生诗，经严复《天演论》译	031.“青天大番薯：小的有冤上诉！”.txt	59	59	李敖引严复译丁尼生诗，写一念选择可上达或下坠。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-064	keep-initial	俗语格言	一着错，满盘输矣	中文俗语	031.“青天大番薯：小的有冤上诉！”.txt	59	59	李敖摘用俗语，说明关键一步失误会使全局皆输。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
LALYKTW-065	keep-initial	传统成句	名从主人	中文名物规则	033.岂可接受国民党的羞辱！.txt	33	33	李敖摘用成句，说明称名应尊重自定之名。	首轮从严筛选：《冷眼看台湾》为高政治密度书，只保留可脱离具体政党、选举、诉讼攻防而独立检索的诗文、古文、宗教寓言、文学例句和普通格言；现代政治口号、党派攻防、人名攻防、法律文书和意识形态语录不收。
