id	source_file	line_start	line_end	present	political_hits	quote_text
LALRW-062	013.《孙案研究》前言.txt	5	5	yes		上穷碧落下黄泉，动手动脚找东西
LALRW-063	014.立法院最后一位强梁.txt	7	7	yes		此非吾君也，何其声之似我也！
LALRW-064	016.杂谈李焕.txt	9	9	yes		谁谓古今殊，异代可同调
LALRW-065	016.杂谈李焕.txt	9	9	yes		室中更无人，唯有乳下孙。有孙母未去，出入无完裙
LALRW-066	016.杂谈李焕.txt	15	15	yes		好色胜过好德
LALRW-067	017.与陈诚一席谈.txt	15	15	yes		三十而立
LALRW-068	017.与陈诚一席谈.txt	15	15	yes		我们像什么？我们像玻璃窗户上的苍蝇。——前途光明，可是没有出路。
LALRW-069	017.与陈诚一席谈.txt	17	17	yes		见仁见智
LALRW-070	018.李翰祥回大陆的真正原因.txt	35	35	yes		傥来之财，来得容易去得快，不是好来也不是好走。
LALRW-071	018.李翰祥回大陆的真正原因.txt	75	75	yes		我所遭遇的是出于你，我就默然不语。如今我还等什么呢？我所指望，在乎你。
LALRW-072	018.李翰祥回大陆的真正原因.txt	79	79	yes		婊子无情，戏子无义
LALRW-073	018.李翰祥回大陆的真正原因.txt	147	147	yes		我本将心托明月，谁知明月照沟渠！
LALRW-074	018.李翰祥回大陆的真正原因.txt	149	149	yes		闻鼓鼙而思良将
LALRW-075	020.哀江南.txt	3	3	yes		鸡嘴变鸭嘴
LALRW-076	020.哀江南.txt	13	13	yes		此度见花枝，白头誓不归
LALRW-077	023.王企祥该打！.txt	3	3	yes		公报私仇
LALRW-078	023.王企祥该打！.txt	5	5	yes		傻科学家
LALRW-079	023.王企祥该打！.txt	7	7	yes		牛鬼蛇神
LALRW-080	023.王企祥该打！.txt	7	7	yes		无论何种学派，苟其言之成理，持之有故，尚不达自然淘汰之运命，即使彼此相反，也听他们自由发展
LALRW-081	023.王企祥该打！.txt	7	7	yes		异端邪说
LALRW-082	023.王企祥该打！.txt	13	13	yes		棒打薄情郎
LALRW-083	023.王企祥该打！.txt	13	13	yes		刀劈三关
LALRW-084	023.王企祥该打！.txt	13	13	yes		水淹七军
LALRW-085	023.王企祥该打！.txt	13	13	yes		胭脂虎
LALRW-086	024.黄三归来.txt	9	9	yes		我们世新是个小庙，容不下你这大和尚，你还是走吧！
LALRW-087	025.我最难忘的一位“上将”.txt	27	27	yes		何世无奇才，遗之在草泽。
LALRW-088	025.我最难忘的一位“上将”.txt	27	27	yes		老兵永远不死，他只是凋谢。
LALRW-089	026.难友李世杰先生遗著序.txt	13	13	yes		恶紫之夺朱也！
LALRW-090	026.难友李世杰先生遗著序.txt	13	13	yes		鱼目混珠
LALRW-091	026.难友李世杰先生遗著序.txt	15	15	yes		藏之名山
LALRW-092	026.难友李世杰先生遗著序.txt	15	15	yes		就极刑而无愠色
LALRW-093	026.难友李世杰先生遗著序.txt	21	21	yes		板桥诗文最不喜求人作序：求之王公大人，既以借光为可耻；求之湖海名流，必至含讥带讪、遭其荼毒……
LALRW-094	026.难友李世杰先生遗著序.txt	21	21	yes		王公大人
LALRW-095	026.难友李世杰先生遗著序.txt	21	21	yes		西方圣人，以一大事因缘，出现于世。
LALRW-096	026.难友李世杰先生遗著序.txt	21	21	yes		一大事因缘
LALRW-097	027.应把郑南榕高明光大.txt	7	7	yes		罗生门
LALRW-098	027.应把郑南榕高明光大.txt	13	13	yes		古今中外志士仁人，往往憔悴忧伤，继之以死。其所伤之事、所死之故，不止局于一时间一地域而已。盖别有超越时间地域之理性存焉。
LALRW-099	027.应把郑南榕高明光大.txt	13	13	yes		先生以一死见其独立自由之意志，非所论于一人之恩怨，一姓之兴亡。
LALRW-100	027.应把郑南榕高明光大.txt	15	15	yes		流俗恩怨荣辱委琐龌龊之说
LALRW-101	027.应把郑南榕高明光大.txt	15	15	yes		有所依托，以为具体表现之用
LALRW-102	027.应把郑南榕高明光大.txt	19	19	yes		抽象理想之通性
LALRW-103	027.应把郑南榕高明光大.txt	21	21	yes		所恶有甚于死者，故患有所不辟也
LALRW-104	027.应把郑南榕高明光大.txt	21	21	yes		学习哲学即是学习如何去死。
LALRW-105	027.应把郑南榕高明光大.txt	23	23	yes		为理念去死，无疑是高贵的。但为真实的理念去死，那就更高贵了！
LALRW-106	027.应把郑南榕高明光大.txt	25	25	yes		但等他们跟到那一境界的时候，我早就不在那儿了，我又更进一步了。我希望我总是朝前走了。
LALRW-107	028.刘辰旦——患难见真情的朋友.txt	89	89	yes		白头宫女谈天宝
LALRW-108	028.刘辰旦——患难见真情的朋友.txt	105	105	yes		游云惨澹，天地苍茫，默默寒山，独对铁窗。羁危天畔，长日怅惘，身困愁城，神驰万方。过去未来，虚无飘荡，前途事业，尽付东洋。哀哉亲朋，池鱼为殃，滔天罪咎，忧心难忘。悠悠乡思，凄凄牵肠，自由福乐，枉自想望。苦海沉沦，痛深恨长，嘘唏频叹，幽囚神伤。
LALRW-109	029.我看许信良.txt	13	13	yes		盲人骑瞎马，夜半临深池
LALRW-110	029.我看许信良.txt	55	55	yes		吴公差强人意，隐若一敌国矣！
LALRW-111	030.李庆华与生殖器政治.txt	11	11	yes		内举不避亲，外举不避仇
LALRW-112	030.李庆华与生殖器政治.txt	13	13	yes		采葑采菲，无以下体
LALRW-113	033.为李锡锟教授新书写序.txt	9	9	yes		呼风唤雨
LALRW-114	033.为李锡锟教授新书写序.txt	9	9	yes		你去责备温度计，好像不公平
LALRW-115	033.为李锡锟教授新书写序.txt	25	25	yes		腾云驾雾
LALRW-116	033.为李锡锟教授新书写序.txt	29	29	yes		千山我独行
LALRW-117	033.为李锡锟教授新书写序.txt	29	29	yes		我思，故我在。
