score	file	line	text	same_line_export_ids	context
7	012.牛肉面老板的七封信.txt	7	又不知是第几号表妹，爱情信飞来了也！待本诗人躲开漂亮的太太，把这信携往厕所，偷读它一番！		看了这五个字，你一定先惊喜一番，心想：“又不知是第几号表妹，爱情信飞来了也！待本诗人躲开漂亮的太太，把这信携往厕所，偷读它一番！”
7	012.牛肉面老板的七封信.txt	115	邓、“闲		谢谢你邀我到南投喝酒，并谢谢你那些“酒林道友”们。南投我没去过，颇想一游。我在台湾住了一十有七年，去的地方极少，此乃王婆所谓“邓、“闲”两条件不足之故。三十八年（1949）我念初二时，班上郊游，我提议去日月潭，结果通过。不料我回家向老子伸手，老子却凑不出钱来，最后本提议人，只好眼巴巴的看着别人上了游览之车，回想起来，至今犹以为憾（日月潭到现在还没去过）。
6	003.“逸豫适足亡身”吗？.txt	75	加重大学联招国文科作文分数之比例		提高青年国文程度，需要从多方面做起，做长时期努力。首须改进中学和大专的国文教学方式，指导学生读活书、重理解，并鼓励涉猎课外读物，以养成读书兴趣，从而在汲取知识中能热爱民族文化。每一位大中学生，亦应扬弃狭隘的实用主义，多多练习写作，以陶冶性情，增强表达能力。只要阅读愈多，就会积理日富，视野广阔；只要勤于写作，就会熟能生巧，运用自如，言之有物，斐然成章。几位国学...
6	003.“逸豫适足亡身”吗？.txt	163	朱部长指出，这次考试作文题目系出自高中国文课本，魏征的《谏太宗十思疏》。题目中的第一句‘忧劳所以兴国’，正反应出这一年来的国内外局势，考生可就之申论其奋斗、报国的抱负。第二句的‘逸豫适足亡身’，与自己修养有关，刚好可以配合今天开始实施的改革社会风气措施考生可就修养心性方面大大发挥己见。		“朱部长指出，这次考试作文题目系出自高中国文课本，魏征的《谏太宗十思疏》。题目中的第一句‘忧劳所以兴国’，正反应出这一年来的国内外局势，考生可就之申论其奋斗、报国的抱负。第二句的‘逸豫适足亡身’，与自己修养有关，刚好可以配合今天开始实施的改革社会风气措施考生可就修养心性方面大大发挥己见。”
6	005.罗斯福路该改名罗斯祸路.txt	9	老子改你小子名字的学问		最后，聪明人到底想出好方法来了。好方法是：要想确定被骂的人非李敖莫属，非得在“李敖”这个专有名词上打主意不可，要把骂的字眼嵌进这小子的名字里去，才能坚固、才能如君所愿。这种好方法，叫做“改名学”，就是“老子改你小子名字的学问”。
6	009.过早的答案.txt	9	这样一部书，若是如此一册一册出版，而无人提出异议，可以说是士林之耻。我们今日愿以这篇短文，表示异议。		我举一个“玩的漂亮”的例子。在《文星》第八十一期中，我把苏雪林（化名碧屏）的《评<胡适评传>》登出来，让她把我骂得狗血喷头，并且不予即时反驳，以示雅量。苏雪林化名而来，是一把暗刀，这把暗刀，玩的漂亮之至。可是还有更漂亮的，在去年9月6号，在国民党党报《中央日报》上，来了一段名叫《谤书》的短评，利用苏雪林的暗刀，来“杀”李敖，说我的《胡适评传》是“谤书”，说：...
6	011.论没有“流血的自由”.txt	25	一定要把他们当疯狗般杀掉！		斯大林最“精采”的杀人表演，是一九三六年开始的三幕“大公审”活剧。在活剧演出时，被告的态度，使全世界的心理学家和法律专家都感到大惑不解。原来名列被告的被整肃的老革命党们，他们在法庭上，竟纷纷“直认罪状不讳”，他们不但不为自己做无辜的辩护，反倒帮忙检察官找最恶毒、最丢脸的形容词朝自己脸上贴；同时他们的律师，也不替他们做无辜的辩护，也一反律师之道，纷纷帮助检察官...
5	001.“缇萦救父”表示了什么？.txt	11	生也没生个男的，遇到大事小情，连个得力的都没有！		淳于意一门五女，给烦死了，整天在外面跑。他虽是名医，可是不喜欢诊病。有人生病，找不到他，怀恨在心，又嫉妒他的天才，暗中不知得罪了哪方神祇。汉朝文帝四年（公元前176年）他糊里糊涂吃上官司，要给押到京城长安去。五个女儿在旁边哭，淳于意气得大骂，说：“生也没生个男的，遇到大事小情，连个得力的都没有！”他的小女儿就是缇萦，听到父亲骂，很难过，就决定陪父亲一起上长安...
5	001.“缇萦救父”表示了什么？.txt	71	求求你别再宽大了，还是恢复肉刑干脆	LAWC2-031	大慈悲家汉文帝德政的缺德，很快就被他的继承人汉景帝看出来了。景帝一上台，就宣布开幕大优待，笞五百的，六折优待，改为笞三百；笞三百的，六七优待，改为笞二百。于是普天同庆，举国试行，但行了十二年，笞死的还是累累不绝。景帝又下诏说：“看到人被打死了，该打的数目还没打完，还在打，朕甚怜之！”于是再来期中大减价，笞三百改为六七折笞二百，笞二百改为对折笞一百，特别还规定...
5	001.“缇萦救父”表示了什么？.txt	117	别罚他，请罚我		正因为不构成单位，所以，有没有自己，比起有没有“一家之主”来，变得不重要。当牺牲自己，可以“搪塞”或“抵偿”统治者，而换回一家之主的时候，自然就有“别罚他，请罚我”的怪现象出现。缇萦的“愿入身为官婢，以赎父刑罪”，要求的，就是“人权代位”。汉文帝接受了这种“交换”，下至小民，上至国君，都一拍即合，这说明了“人权代位”的观念，早已深入人心。
5	001.“缇萦救父”表示了什么？.txt	169	奴隶兴亡，匹夫有责		皇帝以外，古代豪门中的奴隶，有的多达一两千，闹的太不象话。汉哀帝时候，开始限定人数，诸侯王每家两百，列侯公主每家一百，关内侯等每家三十。可是，没用，后来还是一两千。据顾炎武调查，江浙地区仕宦之家，奴隶就多到一两千，无怪乎顾炎武淹死一个，算不了什么了，这叫“奴隶兴亡，匹夫有责”！
5	003.“逸豫适足亡身”吗？.txt	25	皇宫里只剩这点老本了，你去卖了劳军吧！		唐庄宗的“亡身”，欧阳修认为是“逸豫”惹的祸，按诸历史，这可“不合义理”。唐庄宗身死国灭的原因，可太多了。其中最重要的，我看是因为他怕老婆。他怕的老婆是刘后，刘后本是二姨太，后来夺权成功，当了皇后。刘后是最有名的爱钱大王，她爱财如命，但唯一肯花的钱是送老和尚；为了她深信她能当上皇后，是佛力保佑的结果。刘后的导演，最后惹出了天下大乱，宰相看到事态严重，向她调头...
5	004.中国小姐新论.txt	49	刘秀嫚太浅薄，不值得你去爱		这个问题对我说来，不是新问题，我被读者来信问过许多次，有的劝我“认真的‘进攻’一下”，有的说“刘秀嫚太浅薄，不值得你去爱”，有的索性下结论：“你跟刘秀嫚，已经陷入恋爱了！”
5	004.中国小姐新论.txt	49	你跟刘秀嫚，已经陷入恋爱了！		这个问题对我说来，不是新问题，我被读者来信问过许多次，有的劝我“认真的‘进攻’一下”，有的说“刘秀嫚太浅薄，不值得你去爱”，有的索性下结论：“你跟刘秀嫚，已经陷入恋爱了！”
5	006.重要不重要与不重要重要.txt	3	你捡门牙，是不是要到法院告我？		宋太祖赵匡胤，不会打高尔夫，只会打高飞尔鸟之夫。那时候没有鸟枪，只有弹弓。有一天，他正弹得高兴，下面报告说，有大臣急事求见。宋太祖叫传进来报告，报告了半天，只是普通事情。宋太祖气了，他问：“为什么这样不重要的事，现在来报告？”那大臣说：“我认为这事并非不重要，至少比打鸟还重要！”宋太祖抓起家伙就朝大臣打去，打下两颗门牙，那大臣一言不发，弯下腰来，捡牙装进口袋...
5	006.重要不重要与不重要重要.txt	3	怕历史，怕历史家记他不好		宋太祖赵匡胤，不会打高尔夫，只会打高飞尔鸟之夫。那时候没有鸟枪，只有弹弓。有一天，他正弹得高兴，下面报告说，有大臣急事求见。宋太祖叫传进来报告，报告了半天，只是普通事情。宋太祖气了，他问：“为什么这样不重要的事，现在来报告？”那大臣说：“我认为这事并非不重要，至少比打鸟还重要！”宋太祖抓起家伙就朝大臣打去，打下两颗门牙，那大臣一言不发，弯下腰来，捡牙装进口袋...
5	006.重要不重要与不重要重要.txt	3	为什么这样不重要的事，现在来报告？		宋太祖赵匡胤，不会打高尔夫，只会打高飞尔鸟之夫。那时候没有鸟枪，只有弹弓。有一天，他正弹得高兴，下面报告说，有大臣急事求见。宋太祖叫传进来报告，报告了半天，只是普通事情。宋太祖气了，他问：“为什么这样不重要的事，现在来报告？”那大臣说：“我认为这事并非不重要，至少比打鸟还重要！”宋太祖抓起家伙就朝大臣打去，打下两颗门牙，那大臣一言不发，弯下腰来，捡牙装进口袋...
5	006.重要不重要与不重要重要.txt	3	我认为这事并非不重要，至少比打鸟还重要！		宋太祖赵匡胤，不会打高尔夫，只会打高飞尔鸟之夫。那时候没有鸟枪，只有弹弓。有一天，他正弹得高兴，下面报告说，有大臣急事求见。宋太祖叫传进来报告，报告了半天，只是普通事情。宋太祖气了，他问：“为什么这样不重要的事，现在来报告？”那大臣说：“我认为这事并非不重要，至少比打鸟还重要！”宋太祖抓起家伙就朝大臣打去，打下两颗门牙，那大臣一言不发，弯下腰来，捡牙装进口袋...
5	006.重要不重要与不重要重要.txt	3	我怎么敢告皇上？这件事，自有历史家去写！		宋太祖赵匡胤，不会打高尔夫，只会打高飞尔鸟之夫。那时候没有鸟枪，只有弹弓。有一天，他正弹得高兴，下面报告说，有大臣急事求见。宋太祖叫传进来报告，报告了半天，只是普通事情。宋太祖气了，他问：“为什么这样不重要的事，现在来报告？”那大臣说：“我认为这事并非不重要，至少比打鸟还重要！”宋太祖抓起家伙就朝大臣打去，打下两颗门牙，那大臣一言不发，弯下腰来，捡牙装进口袋...
5	006.重要不重要与不重要重要.txt	5	我的重要，你的不重要		在宋太祖眼中，用弹弓打鸟叫重要；但在下班时间还办公的大臣说来，他手上的公事才叫重要。上面认为重要的，他认为不重要；上面认为不重要的，他认为重要。尤其重要的是：他敢明目张胆表示出“我的重要，你的不重要”。这种明目张胆，倒比什么都重要！
5	008.“舒而脱脱兮！”.txt	17	讽刺性或滑稽性的诗文图画		脱衣舞的正式名称叫“拨来撕克”（burlesque），简称burlesk，它的原始意义是“讽刺性或滑稽性的诗文图画”，引申而为“滑稽表演”。跟这个字演变出来的字如：
5	008.“舒而脱脱兮！”.txt	53	台下这么多人，是从哪儿来的呀？		问：“台下这么多人，是从哪儿来的呀？”
5	008.“舒而脱脱兮！”.txt	59	告诉你老兄！只有那种身份的人，才有办法买到门票！		答：“告诉你老兄！只有那种身份的人，才有办法买到门票！”
5	008.“舒而脱脱兮！”.txt	97	脱衣舞女若做淫荡动作，着罚锾二十五至五十美金，缴款后，即可释回，听令演出！		因为脱衣舞本身是跟警察老爷不断捉迷藏的玩艺，所以它的发展，也就因警察老爷的胃口而不同。例如就一般的明盘而论，美国迈阿密地方，脱衣可脱到三点为止；而在缅因州，标准却是只到浴衣状态；在纽约，也有因夜总会老板背景大小而与脱光多少成正比的。其他成文、不成文的规定或约束，也常常因人而异、因地而异、因警察老爷的胃口松紧而异或眼开眼闭的程度而异。例如美国许多地方，规定脱衣...
5	008.“舒而脱脱兮！”.txt	109	衣服人人会脱，巧妙各有不同		脱衣舞这门行业，由于“衣服人人会脱，巧妙各有不同”，从事此道者，积八十余年之经验，也的确琢磨出不少秘诀。大体上说，脱衣舞虽包括不外“脱”（strip）和“舞”（dance）两部分，但是其中内节，却大有文章。如：“逗”（tease）的动作、“冲顶”（bump）的动作、“颤磨”（grind）的动作，以及其他种种举手投足眉来眼去的动作，都不是外行人一脱一舞所能蹴几...
5	009.过早的答案.txt	5	你这小子，再不老实，早晚给抓起来！		偶尔碰到一两个人，他们居然惊异我还在外面“散淡”，还没送往外岛去“管训”，不免为我称庆。其中之一在称庆之余，指着我预言道：“你这小子，再不老实，早晚给抓起来！”
5	009.过早的答案.txt	45	有才智、有个性、有人品		“卧龙岗散淡的人”，为了从卧龙岗外赎回他的裤子，乃有不得已而卖文之举，因为我“有才智、有个性、有人品”，所以卖文的内容理当有不写八股、不写武侠、不写鸳鸯蝴蝶派、也不写新闺秀派的权利，因此我写的是我在宪法之下、剃刀边缘想要写的真心话，所以我这个“卧龙岗散淡的人”“素有虚名”了，并且“远近所闻”。
5	009.过早的答案.txt	67	生灵涂炭，奸雄窃喜	LAWC2-128,LAWC2-129	知识分子玩政治，跟流氓（行动者）合作打天下，是一个古老的公式，也是一个腐败的公式，它的结局往往是“生灵涂炭，奸雄窃喜”，往往是“一将功成万骨枯”，最受害的，往往是他们用来做“吊民伐罪”口实的小民，用来做拯救对象的小民。结果呢，小民没被他们所“吊”，却被他们所“吊”，人间的奇剧与谑画，没有比这个公式下的产品更逼真的了！
5	009.过早的答案.txt	83	所谈不切实际，等于放屁		做为一个最没有野心而又最热心关心时代前途的人，我的言论已被部分当权者、老者、学者、吃党饭者、曾叛国者、拿武士刀者、拿笔杆者、乃至拿扫把者所不喜，目为激烈异端；在另一方面，我又被一些不了解进化原理的“急色儿”和“道旁儿”所责怪，说我太消极，不够有种，“所谈不切实际，等于放屁”。……遭遇到这种夹攻，我认为是很正常的现象。
5	009.过早的答案.txt	151	愿闻！	LAWC2-134,LAWC2-177,LAWC2-135,LAWC2-136	帝览表，以付曹操。操遂使人召衡至。礼毕，操不命坐。衡仰天叹曰：“天地虽宽，何无一人也。”操曰：“吾手下有数十人，皆当世英雄，何谓无人？”衡曰：“愿闻！”曹操列举了帐下的文武干部，衡笑曰：“荀彧可使吊丧问疾，荀攸可使看坟守墓，程昱可使关门闭户，郭嘉可使白词念赋。张辽可使击鼓鸣金，许褚可使牧牛放马，乐进可使取状读诏，李典可使传书送檄，吕虔可使磨刀铸剑，满宠可使饮...
5	011.论没有“流血的自由”.txt	13	以八月十三日斩于市，春秋三十有三，就义之日，观者万人！	LAWC2-154,LAWC2-155	旧时代的好汉们为理想奋斗，他们深刻了解“千古艰难唯一死”的哲学。奋斗失败了，他们甚至甘愿用“一死”来代替逃亡，代替徐图再起或卷土重来。戊戌政变时候的谭嗣同，就是具有这种信仰的典型。当时日本志士们劝他离开北京，他却不肯，他竟说：“各国变法无不从流血而成，今日中国未闻有因变法而流血者，此国之所以不昌也！有之，请自嗣同始！”——可怜的谭嗣同，他竟认为午门溅血，是变...
5	012.牛肉面老板的七封信.txt	55	无‘言’见江东父老		你“抗议”我“告别文坛”，并说“费解，黑内幕请告一二”。我要套一句老头子的口气，笑你“真是年轻人”！因为你只要稍微“老”一点，你就会“会心”的了解一切，你就不难想象我今日的处境和遭遇，而恍悟李敖为什么要“告别”，要“无‘言’见江东父老”了！
5	012.牛肉面老板的七封信.txt	57	文光射斗，牛气冲天		你提到我们李家四大怪杰——李耳、李卓吾、李宗吾、李敖，并说前三杰没有“大改行”，是不太正确的。老子李耳是留下五千言后骑牛（没卖牛肉面）跑掉的，那五千言的产生，是被“官方”强迫或欢迎写的，也没被查禁；李卓吾是在牢里自杀的，早已被迫改行，改行做囚犯，书被禁毁；李宗吾挨过暴揍，并且书被查禁。他们都不是“自由出书以殁”的，他们的处境和遭遇，都各有不同，但是似乎都没有...
5	013.刻薄的批评与正直的建议.txt	7	改刻薄的批评为正直的建议	LAWC2-187	你劝我“改刻薄的批评为正直的建议”，很谢谢你。我只是告诉你，在我眼中，我分不出这两者有什么分际。你这种劝告，是中了传统中“泛敦厚主义”的毒。所谓“泛敦厚主义”，是一些庸言庸德的人，把一切表达法都虚礼化、平庸化。虚礼与平庸的表达结果，使一切意见都丧失了活力和生机，甚至搅得在是非边缘打转转，使面对他的表达法的人，竟闹不清他在尖锐地反对什么，或是大力地赞成什么，而...
5	014.眼看黑暗到来，又目送黑暗归去.txt	17	眼看黑暗到来，又目送黑暗归去		至于对我，对Pride Lee说来，我的小天地我常常叫它是我的“豪华监狱”。真的，它真是我的“豪华监狱”。它有一切监狱所没有的实际设备，但置身其中，我却觉得我是一名“囚犯”。在自由中国中，似乎没有人在一天二十四小时内，比我更能独处。没有人像我这样每天看到人或动物的时间只不过四五个小时，其他的时间完全“顾影自雄”或“自己跟自己说话”。我常常说我是一个“眼看黑暗...
4	001.“缇萦救父”表示了什么？.txt	3	算了吧，翰祥，她何必演缇萦？她自己就是缇萦。她的父亲，现在正靠她来救。		十一年前，李翰祥坐在我车里，一起接我的小情人鲁肇岚放学，铭传许多女学生走出来，李翰祥眼睛一亮，看到一个，对我说：“李敖，我猜你的小情人就是她。”果然是她。在车里，李翰祥忽发奇想，想约鲁肇岚做他拍《缇萦》的女主角，我笑着说：“算了吧，翰祥，她何必演缇萦？她自己就是缇萦。她的父亲，现在正靠她来救。”
4	001.“缇萦救父”表示了什么？.txt	75	至少我们知道，有一个中国人，从此脱离苦海、体有完肤了，就是缇萦的父亲。		话题转回来，缇萦上书救父，汉文帝除肉刑，历史上把汉文帝和他对后代影响写得天花乱坠，其实满不是那么回事。我前面说：“至少我们知道，有一个中国人，从此脱离苦海、体有完肤了，就是缇萦的父亲。”其实还算客气的说法。因为我们不知道淳于意是被他小女儿全赎出来了呢，还是只赎到免除肉刑却要“有以易之”的程度。一“有以易之”，就未必划得来，因为很可能易到笞五百笞三百而来个竹报...
4	001.“缇萦救父”表示了什么？.txt	83	右手拿个棒子的	LAWC2-033,LAWC2-034,LAWC2-035,LAWC2-036,LAWC2-037	上面垂直的是根棒子，下面画的是右手。所谓“父亲”，就是“右手拿个棒子的”，这足以说明一切。一般说来，父亲有杀人权（所谓“父赐子死，尚安复请？”）、父亲有打人权（所谓“小杖则受”）、父亲有卖人权（所谓“鬻妻子”）、父亲有财产权（所谓“子弟无私财”）、父亲有主婚权（所谓“父母之命”）、父亲有离婚权（所谓“七出”）……这些现象，说明了做了一家之主多神气、多划得来，...
4	001.“缇萦救父”表示了什么？.txt	129	犯罪主体	LAWC2-046,LAWC2-047	按现代刑法观念，谈犯罪，要弄清“犯罪主体”，犯罪主体是立于犯罪地位的人。所谓人，有“自然人”和“法人”的分别，在经济、行政或其他法规中，虽有对“法人”课处罚金及没收的规定，但“法人”无法做“犯罪主体”，因为它不是生物，既不能枪毙，又不能关它。所以，“犯罪主体”，只剩下“自然人”。对“自然人”做“犯罪主体”，现代刑法观念是谁犯罚谁，不能“黄狗偷食，黑狗当灾”的...
4	001.“缇萦救父”表示了什么？.txt	129	人权代位	LAWC2-046,LAWC2-047	按现代刑法观念，谈犯罪，要弄清“犯罪主体”，犯罪主体是立于犯罪地位的人。所谓人，有“自然人”和“法人”的分别，在经济、行政或其他法规中，虽有对“法人”课处罚金及没收的规定，但“法人”无法做“犯罪主体”，因为它不是生物，既不能枪毙，又不能关它。所以，“犯罪主体”，只剩下“自然人”。对“自然人”做“犯罪主体”，现代刑法观念是谁犯罚谁，不能“黄狗偷食，黑狗当灾”的...
4	001.“缇萦救父”表示了什么？.txt	161	手持绳圈套女人	LAWC2-052	最上面是手，中间是绳圈，下面是女人。表示“手持绳圈套女人”。女奴隶叫“奚”，男奴隶叫“隶”，合称“奚隶”。再生出“奚婢”“奚奴”等叫法。奚字除了指女奴隶外。也指有才能的奴隶——“有才能曰奚，无才能曰奴”，混称“奚奴”。
4	001.“缇萦救父”表示了什么？.txt	163	季舒等家属，……妻子及子妇配奚官，小男下蚕室。		因为奴隶太多，政府中特设专管奴隶的官，叫“奚官”。《北史·崔季舒传》：“季舒等家属，……妻子及子妇配奚官，小男下蚕室。”一变成奴隶，就交给“奚官”，再由“奚官”分发。分发出来的，统称“奚官奴”。3世纪，晋朝武帝的时候，有个叫劭广的，窃盗公物，被判死刑。他的两个小儿子，个个都是“男缇萦“，他们“挝登闻鼓乞恩”，请求皇帝开恩，让他们去做“奚官奴”，来换父亲一条命...
4	001.“缇萦救父”表示了什么？.txt	163	男缇萦“，他们“挝登闻鼓乞恩		因为奴隶太多，政府中特设专管奴隶的官，叫“奚官”。《北史·崔季舒传》：“季舒等家属，……妻子及子妇配奚官，小男下蚕室。”一变成奴隶，就交给“奚官”，再由“奚官”分发。分发出来的，统称“奚官奴”。3世纪，晋朝武帝的时候，有个叫劭广的，窃盗公物，被判死刑。他的两个小儿子，个个都是“男缇萦“，他们“挝登闻鼓乞恩”，请求皇帝开恩，让他们去做“奚官奴”，来换父亲一条命...
4	003.“逸豫适足亡身”吗？.txt	31	你小子做了县长，难道不知道皇上喜欢打猎？为什么要纵容老百姓种田纳税？为什么不让你的老百姓没饭吃，空出地方，给皇上打猎？你小子真该死！		还有一次，唐庄宗打猎，踩了老百姓的田。县太爷出面，为民请命，请皇上高抬贵马之脚，别再踩了。皇上大怒，要杀县太爷。敬新磨抓住县太爷，大叫说：“你小子做了县长，难道不知道皇上喜欢打猎？为什么要纵容老百姓种田纳税？为什么不让你的老百姓没饭吃，空出地方，给皇上打猎？你小子真该死！”然后转过头来，请皇上杀县太爷，左右唱戏的也一齐倡和，大叫杀这小子。唐庄宗立刻发觉敬新磨...
4	003.“逸豫适足亡身”吗？.txt	43	逸豫亡身论		又何况，“逸豫”到底何所指，也别有学问。《诗经》里所指的“逸豫”，本来只不过是一种安逸与娱乐，又有何大逆不道，值得大惊小怪？只可恨中国传统中有一类“道德迷”，咬定所有安逸、所有娱乐，都是罪过，坚持一切要正襟危坐，一切都要坐硬邦邦的处处直角九十度的“太师椅”，不是坐“沙发”。中国文化里只见太师椅，不见沙发，这和老夫子的危言耸听“逸豫亡身论”大有关系。
4	003.“逸豫适足亡身”吗？.txt	85	具有时代意义		今年（六十八）大学联考的作文题目是：“忧劳所以兴国，逸豫适足亡身”。据报纸的报导，教育部长朱汇森称赞这个题目出得很恰当，而且具有时代意义。其他一些教育官员，譬如，台大校长阎振兴、政大校长欧阳勋、台北市立第一女子中学校长邓玉祥，也发表过类似的评断。这个题目是不是真的出得“恰当”，而且“具有时代意义”呢？
4	003.“逸豫适足亡身”吗？.txt	113	国学能力		不论是哪一类的作文题目，一个“好的”题目的必要条件之一，是题目的字面意义或语意（meaning）要明白容易懂。考作文的主要目的，不是要考“国学能力”或“词句解释能力”，而是要考“作文能力”，所谓作文能力，是指用文字去表达思想和感情等的能力。这两种能力，并没有必然的关联，一个词句解释能力很好的人，作文能力未必很好。一个因词句解释能力而读不懂古文的人，可能写一手...
4	003.“逸豫适足亡身”吗？.txt	115	人性的光辉		对一个不懂中文或中文能力很差的哈佛大学文学或哲学教授来说，他的中文词句解释能力，不是没有就是很差。现在假定我们出一中文作文题目“人性的光辉”，要考他的作文能力——一般的作文能力（也就是他可以用任何他喜欢的语言来写这个题目）。那么，他不是无从下笔，就是可能错解题意，而写出文不对题的文章（注意，考试的时候，不准问题意）。
4	003.“逸豫适足亡身”吗？.txt	123	身败名裂		首先，这个题目的字面意义，虽然不是非常难读难懂，但是，也绝非易读易懂。“忧劳”的明确意思是什么？“逸豫”的意义又是什么？连我这个在大学教了十几年书，而也写过不少东西的人，都无法一下子明确地了解这两个词语的字面意义，相信一般高中毕业生也不会好得多。这两个词语绝不是常用词语。又这里的“亡身”一词，也令人十分困惑。是当“死亡”讲呢？还是当诸如“身败名裂”讲呢？从字...
4	003.“逸豫适足亡身”吗？.txt	131	勤俭可以使人长进		一个对某一人或某一类人说，是有道理的一般性的主张或命题，对另一个人或另一类人，未必是有道理的。例如，“跑步有益健康”对一般身体正常的人来说，是有道理的；可是，对身患重病的人，却是没道理的。又如，“勤俭可以使人长进”这句话，对一个懒惰、挥霍无度的人，具有鼓励作用，可是，对一个已经非常勤劳节俭、而事业已十分成功的人，是一句多余的话。
