id	source_file	line_start	line_end	present	political_hits	quote_text
LALDJJG-082	036.蒋经国是信什么宗教的（李世杰）.txt	15	15	yes		风调雨顺
LALDJJG-083	036.蒋经国是信什么宗教的（李世杰）.txt	15	15	yes		三年无改于父之道，可谓孝矣！
LALDJJG-084	037.蒋经国“健康情况非常良好”？（李世杰）.txt	15	15	yes		瞒官骗鬼
LALDJJG-085	037.蒋经国“健康情况非常良好”？（李世杰）.txt	25	25	yes		尸居余气
LALDJJG-086	037.蒋经国“健康情况非常良好”？（李世杰）.txt	31	31	yes		撒谎的人，要有好的记忆力。
LALDJJG-087	039.江南《蒋经国传》新版序（李敖）.txt	13	13	yes		此度见花枝，白头誓不归
LALDJJG-088	039.江南《蒋经国传》新版序（李敖）.txt	13	13	yes		苟存性命于乱世
LALDJJG-089	039.江南《蒋经国传》新版序（李敖）.txt	13	13	yes		魂兮魂兮，不必归来
LALDJJG-090	039.江南《蒋经国传》新版序（李敖）.txt	13	13	yes		闻达于诸侯
LALDJJG-091	039.江南《蒋经国传》新版序（李敖）.txt	39	39	yes		一手遮天
LALDJJG-092	039.江南《蒋经国传》新版序（李敖）.txt	39	39	yes		欲盖弥彰
LALDJJG-093	039.江南《蒋经国传》新版序（李敖）.txt	59	59	yes		人生如春蚕，作茧自缠裹。一朝眉羽成，钻破亦在我。
LALDJJG-094	039.江南《蒋经国传》新版序（李敖）.txt	67	67	yes		字字看来皆是血
