id	decision	category	quote_text	source_or_origin	source_file	line_start	line_end	summary	notes
LAGTWRNK-011	keep-initial	外国格言	凯撒之妻当超乎怀疑之上。	布鲁塔克《希腊罗马名人传》相关典故	009.林洋港与莎士比亚.txt	15	15	李敖纠正误托莎士比亚的说法，转述凯撒休妻典故中的格言。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-012	keep-initial	史记名句	长者为行，不使人疑之。	《史记·刺客列传》田光语	009.林洋港与莎士比亚.txt	15	15	李敖以《史记》田光语对照凯撒典故，保存不使人疑的古文成句。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-013	keep-initial	俗语成句	老子当年勇	中文俗语	011.高玉树的真面目.txt	17	17	李敖引用老子当年勇俗语，写人年老后夸说往日英勇。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-014	keep-initial	谚语改写	前人种树，后人夺树而纳凉	中文俗谚“前人种树，后人乘凉”的改写	025.张建邦霸占淡江校产内幕.txt	35	35	李敖转述文证中的谚语改写，用以讽刺夺取前人事业成果。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-015	keep-initial	古人诗句	老圃闲谈未易欺	古人诗句	029.从郭婉容的谎话说起.txt	11	11	李敖引用中国人常说的诗句，说明民间见闻不容易被谎言欺骗。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-016	keep-initial	俗谚诗句	路上行人口似碑	中文俗谚/诗化成句	029.从郭婉容的谎话说起.txt	11	11	李敖引用路上行人口似碑，说明路人口碑足以传扬真相。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-017	keep-initial	孟子引文	夫舜恶得而禁之？夫有所受之也！	《孟子·尽心上》	030.萧天赞错在哪儿？.txt	5	5	李敖引用孟子语，说明舜不能阻止皋陶执法之理由。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-018	keep-initial	孟子名句	舜视弃天下，犹弃敝屣也！窃负而逃，遵海滨而处，终身欣然，乐而忘天下。	《孟子·尽心上》	030.萧天赞错在哪儿？.txt	5	5	李敖引用孟子关于舜弃天下、负父而逃的故事名句。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-019	keep-initial	孟子引文	执之而已矣！	《孟子·尽心上》	030.萧天赞错在哪儿？.txt	5	5	李敖引用孟子答桃应语，保存遇亲犯法时仍应拘执的古文断句。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-020	keep-initial	史记名句	不私其父，非孝子也；不奉主法，非忠臣也。王赦其罪，上惠也；伏诛而死，臣职也。	《史记·循吏列传》石奢语	030.萧天赞错在哪儿？.txt	7	7	李敖引用石奢自陈语，呈现孝与忠、私亲与奉法冲突的古文判断。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-021	keep-initial	史记引文	追而不及，不当伏罪，子其治事矣。	《史记·循吏列传》	030.萧天赞错在哪儿？.txt	7	7	李敖引用楚昭王宽宥石奢之语，保存古代法情冲突故事中的原文。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-022	keep-initial	外国人物格言	当一名绅士的难处之一是，你不被允许粗暴的主张自己的权利。	巴特勒语	034.朱高正组党以后.txt	19	19	李敖转引巴特勒关于绅士风度与权利表达的格言。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-023	keep-initial	论语成句	其争也君子	《论语·八佾》	034.朱高正组党以后.txt	19	19	李敖引用论语成句，说明争论中仍应保持君子风度。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-024	keep-initial	历史轶事语	彼有酒器！	刘备、简雍禁酒轶事	035.斥“色情狂”卢修一！.txt	11	11	李敖转述刘备禁酒轶事中的话，作为以器具推断罪行的荒谬例子。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-025	keep-initial	历史轶事语	彼有淫具！	刘备、简雍禁酒轶事	035.斥“色情狂”卢修一！.txt	11	11	李敖转述简雍反讽刘备的话，借荒诞类比讽刺以物定罪。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-026	keep-initial	俗话格言	淫者见之以为淫	中文俗话	035.斥“色情狂”卢修一！.txt	11	11	李敖引用俗话，说明心中有淫念者看什么都以为淫。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-027	keep-initial	俗语格言	拿人的手短、吃人的嘴软	中文俗语	037.吴勇雄错在哪儿？.txt	5	5	李敖引用俗语，说明受人财物后容易产生人情负担。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
LAGTWRNK-028	keep-initial	宗教经典	他们所种的是风，所收的是暴风（They have sown the wind, and they shall reap the whirlwind.）。	《旧约·何西阿书》	037.吴勇雄错在哪儿？.txt	17	17	李敖引用《何西阿书》成句，说明作恶者终会收获更大的报应。	首轮保守收入：《给台湾人难看》以台湾政党、人物、媒体、司法与选举攻防为主；现代政治宣言、新闻评论、法规条文、党派攻防、人物政论、统独/民主/人权/司法口号不收，只保留句子本体可独立检索的古典成句、诗文、俗谚、宗教与外国格言。
