decision	id	book	chapter	source_file	line_start	line_end	quote_text	category	source_or_origin	summary	notes
keep	LASSA-024	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	921	921	自然憎恶空无	拉丁谚语	Natura vacuum abhorret / Nature abhors a vacuum	同一段比较老子空无观时引用拉丁谚语。	
keep	LASSA-025	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1065	1065	用心如日月	唐诗句	张籍《节妇吟》	解释《节妇吟》情境时引用诗中句。	
keep	LASSA-026	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1065	1065	还君明珠双泪垂，恨不相逢未嫁时。	唐诗名句	张籍《节妇吟》	以有夫之妇退珠的情境讨论爱情难题。	
keep	LASSA-027	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1069	1069	尾生同情人约会，情人没来，洪水来了，他不肯走，抱着柱子淹死了。	庄子典故	《庄子》尾生抱柱故事	用尾生抱柱故事追问殉情困境。	
keep	LASSA-028	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1105	1105	得成比目何辞死？愿作鸳鸯不羡仙。	唐诗名句	卢照邻《长安古意》	听音乐谈殉情时引用卢照邻诗句。	
keep	LASSA-029	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1105	1105	朝闻道，夕死可矣！	论语名句	《论语·里仁》	说明人生超脱点时引用孔子语。	
keep	LASSA-030	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1237	1237	人面兽身	山海经意象	《山海经》神话形象	讨论成圣的二合一形象时引用神话类型。	
keep	LASSA-031	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1237	1237	人面蛇身	山海经意象	《山海经》神话形象	同一段列举《山海经》人面异身形象。	
keep	LASSA-032	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1237	1237	人面鱼身	山海经意象	《山海经》神话形象	同一段列举《山海经》人面异身形象。	
keep	LASSA-033	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1245	1245	鲶鱼上竹	传统成语	传统成语	解释玻璃鲶时引出力排万难的成语。	
keep	LASSA-034	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1305	1305	精神之于形体，就好像刀刃之于刀子，从没听说过刀子没有了还有刀刃的，怎可能形体不见了还有精神呢？	哲学引文	范缜《神灭论》语意	讨论灵肉关系时转述范缜神灭论。	
keep	LASSA-035	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1305	1305	没有肉就没有灵	哲学语录	莱布尼兹《单子论》语意	同一段比较莱布尼兹对灵肉关系的说法。	
keep	LASSA-036	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1317	1317	我们要照着我们的形象，按着我们的样式造人。	圣经引文	《创世记》第一章	谈上帝是否有形时引用《创世记》。	
keep	LASSA-037	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1317	1317	才作仙家守厕人	古诗句	宋郊《元宪集》相关诗句	用仙家厕所的诗句论神仙亦有形体。	
keep	LASSA-038	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1321	1321	现众身	佛教成句	观音显化语	讨论观音无形而借众身显现时引用佛教成句。	
keep	LASSA-039	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1325	1325	‘道’在大小便中	庄子语意	《庄子·知北游》道在屎溺语意	讨论道须借有形展示时化用庄子语。	
keep	LASSA-040	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1367	1367	灵之对肉，并不多于肉之对灵。（Nor soul helps flesh more，non than flesh helps soul．）	外国诗句	勃朗宁诗句	谈灵肉平等时引用勃朗宁诗句及英文本。	
keep	LASSA-041	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1753	1753	放在旱地上的鱼都要死的，同样的，走出了独居小房，到世俗中去的僧侣，就脱离了善境。	宗教譬喻	《泰绮思》相关苦行者语	讨论自制与入世诱惑时引用修道譬喻。	
keep	LASSA-042	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1795	1795	服半剂	道教典籍语	《抱朴子》相关语	讲彭祖、白石先生故事时引用半剂成仙说。	
keep	LASSA-043	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1795	1795	求长生者，正惜今日之所欲耳	道教典籍语	《抱朴子》相关语	说明长生目的在珍惜当下欲求时引用。	
keep	LASSA-044	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1811	1811	一人得道，鸡犬升天	传统俗语	成仙故事俗语	讨论十二生肖与猫时引用民间俗语。	
keep	LASSA-045	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1811	1811	鸡鸣天上，犬吠云中	水经注引文	《水经注》唐公房故事	讲唐公房得道升天时引用鸡犬随升之语。	
keep	LASSA-046	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1811	1811	唯以鼠恶，留之	水经注引文	《水经注》唐公房故事	同一典故中解释鼠被留在人间的原文。	
keep	LASSA-047	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1897	1897	景不徙	墨子命题	《墨子》光学命题	讨论投影不移理论时引用。	
keep	LASSA-048	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1897	1897	景不移	列子命题	《列子》相关命题	同一段引《列子》影不移说。	
keep	LASSA-049	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1897	1897	飞鸟之景，未尝动也	庄子命题	《庄子》相关命题	同一段引《庄子》飞鸟影不动说。	
keep	LASSA-050	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1897	1897	存在即知觉	西方哲学命题	贝克莱哲学命题	比较投影不移与贝克莱唯心论时引用。	
keep	LASSA-051	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1897	1897	物不在心外	心学命题	王阳明心学语	比较贝克莱与王阳明时引用。	
keep	LASSA-052	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1899	1903	飞鸟过江来，投影在江水。鸟逝水长流，此影何尝徙？\n风过镜平湖，湖面生轻绉。湖更镜平时，毕竟难如旧。\n为他起一念，十年终不改。有召即重来，若亡而实在。	胡适诗	胡适就《墨子》投影理论所作三首诗	谈投影不移时背诵胡适三首哲理小诗。	
keep	LASSA-053	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	1905	1905	逝者如斯，而未曾往也	古文成句	苏轼《赤壁赋》语意	解释伤逝与投影存真时化用赤壁赋名句。	
keep	LASSA-054	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2083	2083	out of sight，out of mind	英文成语	英语谚语	讨论视而不见时引用英语成语。	
keep	LASSA-055	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2085	2085	离久情疏	传统成语	传统成语	解释英文成语本意时列出中文对应。	
keep	LASSA-056	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2085	2085	去者日以疏	古诗成句	《古诗十九首》语意	解释 out of sight, out of mind 时列举古诗成句。	
keep	LASSA-057	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2085	2085	眼不见，心不想	俗语	传统俗语	解释英文成语本意时列出俗语。	
keep	LASSA-058	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2091	2091	心不在焉，视而不见	礼记成句	《礼记·大学》语意	论按摩时心眼关系所引的成句。	
keep	LASSA-059	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2091	2091	眼中有色，心中无色	佛理化语	佛门境界语	引宋代理学故事前概括心中无色的境界。	
keep	LASSA-060	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2091	2091	昨日座中有妓，吾心中却无妓；今日斋中无妓，汝心中却有妓。	理学故事语	程颢、程颐故事	用程颢兄弟故事说明心中无色。	
keep	LASSA-061	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2341	2341	行歌不记流年	诗文成句	传统诗文成句	写神仙生活不计时日时引用。	
keep	LASSA-062	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2341	2341	阴阳变化，一上一下，合而成章，浑浑沌沌，离而复合，合则复离。	古书引文	《吕氏春秋》	描写浑沌离合境界时引用古书。	
keep	LASSA-063	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2471	2471	广漠之野	庄子成句	《庄子》语	写寻欢流号时引用庄子地名意象。	
keep	LASSA-064	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2471	2471	无何有之乡	庄子成句	《庄子》语	同一段引用庄子逍遥境界。	
keep	LASSA-065	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2555	2555	为伊消得人憔悴	宋词名句	柳永《蝶恋花》	批评病态情人形象时引用宋词句。	
keep	LASSA-066	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2621	2621	风定花犹落	古诗句	古人诗句	山边看落花时引出静中有动的诗句。	
keep	LASSA-067	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2621	2621	鸟鸣山更幽	王安石对句	王安石对句	与“风定花犹落”相对，说明动中有静。	
keep	LASSA-068	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2627	2627	跳蚤咬了你又咬了我，在它肚子里，我们的血合在一起。	外国诗意	约翰·多恩《跳蚤》语意	以蚊子叮咬联想到多恩《跳蚤》的情爱比喻。	
keep	LASSA-069	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2677	2677	我思想，所以我存在	西方哲学命题	笛卡儿 Cogito, ergo sum	讨论真幻关系时提及笛卡儿命题。	
keep	LASSA-070	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2677	2677	假作真时真亦假，无为有处有还无。	红楼梦联语	《红楼梦》太虚幻境联	讨论真幻互成时引用红楼梦联语。	
keep	LASSA-071	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2683	2683	不立文字	禅宗成句	禅宗语	谈美好经历如何留存时引用禅宗成句。	
keep	LASSA-072	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	2683	2683	欲说还休	宋词成句	辛弃疾《丑奴儿》语意	谈经验难以言说时引用词中成句。	
keep	LASSA-073	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3785	3785	绝学弃智	老子成句	《老子》语意	讨论学问过多与简单生活时引用老子语。	
keep	LASSA-074	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3785	3785	天底下没有未曾被人先说过的话	外国文学格言	德伦西语意	说明掉书袋与古人先得我心时转述罗马喜剧家之语。	
keep	LASSA-075	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3837	3837	死人之精神	哲学引文	王充鬼论语	讨论死后有无鬼魂时引用王充说法。	
keep	LASSA-076	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3837	3837	形体虽朽，精神尚在。	哲学引文	王充鬼论语	同一段引用王充关于鬼的论证。	
keep	LASSA-077	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3837	3837	今见鬼者云着生时衣服，若人死有鬼，衣服有鬼邪？	哲学引文	阮脩论鬼语	用阮脩反问论证衣服不应有鬼。	
keep	LASSA-078	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3841	3841	灵魂就是一套衣服	莎士比亚比喻	莎士比亚《皆大欢喜》语意	讨论鬼与衣服时转述莎士比亚比喻。	
keep	LASSA-079	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3905	3905	人事感天	传统观念	中国传统感应观	讲韩愈祭鳄鱼文背景时引用传统观念。	
keep	LASSA-080	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3905	3905	惊天地，泣鬼神	传统成语	传统感天成语	同一段列举人事感天的表达。	
keep	LASSA-081	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3905	3905	天雨粟，乌白头	感应典故	传统感天异象	同一段列举自然受感而变的典故。	
keep	LASSA-082	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3905	3905	天地含悲，风云动色	传统成语	传统感应语	同一段列举感天动地的表达。	
keep	LASSA-083	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3905	3905	豚鱼吉	易经引文	《易经》中孚卦	说明诚信感及动物时引用易经卦辞。	
keep	LASSA-084	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3905	3905	信及豚鱼	易经成语	《易经》中孚卦语意	从豚鱼吉引出的专门成语。	
keep	LASSA-085	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	3913	3913	采菊东篱下，悠然见南山	陶渊明诗句	陶渊明《饮酒》	讲汉学家误读陶诗时引用原句。	
keep	LASSA-086	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4085	4085	山重水复疑无路，柳暗花明又一村	宋诗名句	陆游《游山西村》	用诗说明看似完了其实未完的境界。	
keep	LASSA-087	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4085	4085	枝条始欲茂，忽值山河改	古诗句	古诗成句	与陆游句相对，说明看似未完却忽然完了。	
keep	LASSA-088	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4085	4085	祸兮福所倚，福兮祸所伏。忧喜同门兮，吉凶同域。	古文引文	贾谊《鵩鸟赋》	阐述祸福相倚时引用贾谊原文。	
keep	LASSA-089	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4085	4085	北方有佳人，绝世而独立，一顾倾人城，再顾倾人国	汉代歌辞	李延年歌	举李夫人为例说明倾国倾城的美。	
keep	LASSA-090	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4085	4085	相见争如不见	词曲成句	传统情爱成句	解释奇情中不见更美的判断时引用。	
keep	LASSA-091	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4085	4085	为而不有	老子成句	《老子》语意	描述奇情的舍字精神时引用道家成句。	
keep	LASSA-092	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4085	4085	功成弗居	老子成句	《老子》语意	同一段描述舍字精神时引用。	
keep	LASSA-093	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4085	4085	吾为卿，不复上凌烟阁矣！	史传名句	唐太宗对侯君集语	举唐太宗奇情时引用的史传名句。	
keep	LASSA-094	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4105	4105	行百里者半九十	古语格言	《战国策》语意	讨论事情做到一半的哲学时引用古语。	
keep	LASSA-095	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4179	4179	看破浮生过半	半半歌句	《解人颐·半半歌》	解释半字哲学时引用《半半歌》。	
keep	LASSA-096	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4179	4179	半中岁月尽幽闲，半里乾坤宽展	半半歌句	《解人颐·半半歌》	同一段礼赞半字境界时引用。	
keep	LASSA-097	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4179	4179	心情半佛半神仙，姓字半藏半显	半半歌句	《解人颐·半半歌》	同一段继续引用《半半歌》。	
keep	LASSA-098	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4179	4179	一半还之天地，让将一半人间。半思后代与沧田，半想阎罗怎见。	半半歌句	《解人颐·半半歌》	同一段引用《半半歌》中一半天地人间之语。	
keep	LASSA-099	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4179	4179	酒饮半酣正好，花开半吐偏妍，帆张半扇免翻颠，马放半缰稳便	半半歌句	《解人颐·半半歌》	同一段引用半酣、半吐、半扇、半缰等句。	
keep	LASSA-100	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4179	4179	半肯半不肯	禅宗语录	洞山和尚语	由半字哲学引出洞山和尚答语。	
keep	LASSA-101	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4179	4179	若全肯，即辜负先师也！	禅宗语录	洞山和尚语	解释学生不必全肯老师时引用禅宗答语。	
keep	LASSA-102	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4227	4227	吾道一以贯之	论语名句	《论语·里仁》	调侃半字哲学时引用孔子名句。	
keep	LASSA-103	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4267	4267	食指大动	左传成语	《左传》相关成语	成语游戏第一题以手指触发食指大动。	
keep	LASSA-104	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4273	4273	敢将十指夸针巧，不把双眉斗画长。苦恨年年压针线，为他人做嫁衣裳。	唐诗	秦韬玉《贫女》	成语背诗游戏中背出秦韬玉诗。	
keep	LASSA-105	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4279	4279	昨夜星辰昨夜风，画梁西畔桂堂东。身无彩凤双飞翼，心有灵犀一点通	唐诗	李商隐《无题》	被点到心时背出李商隐诗句。	
keep	LASSA-106	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4285	4285	神女生涯原是梦，小姑居处本无郎	唐诗	李商隐《无题》	继续讨论李商隐诗中的神女、小姑。	
keep	LASSA-107	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4329	4329	故国神游，多情应笑我，早生华发。	宋词名句	苏轼《念奴娇·赤壁怀古》	被问头发时引用苏轼词句。	
keep	LASSA-108	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4343	4345	荷尽已无擎雨盖，\n菊残犹有傲霜枝。	宋诗	苏轼《赠刘景文》	借苏轼《冬景》末两句调侃清代帽辫。	
keep	LASSA-109	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4355	4355	为天地立心，为生民立命	理学名句	张载横渠四句	谈中国知识分子忽视缠足哭声时引用。	
keep	LASSA-110	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4369	4369	君子远庖厨	孟子成句	《孟子·梁惠王上》	讨论不正视现实时引用孟子成句。	
keep	LASSA-111	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4393	4393	你不会跟别的女孩子做我们之间做的事，或说同样的话吧？	外国小说引文	海明威《战地春梦》结尾语意	小葇想起《战地春梦》女主临终要求时引用。	
keep	LASSA-112	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4415	4415	自经于沟渎而莫之知也	孟子名句	《孟子·公孙丑上》	谈自杀死法时引用孟子语。	
keep	LASSA-113	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4453	4453	大圣自在天，乌摩女为妇。所生有三千子：其左千五百，昆那夜迦王为第一，行诸恶事；右千五百，扇那夜迦持善天下为第一，修一切善利。此扇那夜迦王，则观音之化身也。为调和彼昆那夜迦恶行，同生一类，成兄弟夫妇，示现相抱同体之形，基本因缘，具在《大明咒贼经》。	佛教典籍引文	《大圣欢喜供养法》引文	讲欢喜佛时背诵典籍说明。	
keep	LASSA-114	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4459	4459	不接钱钞	古书引文	《西湖二集》故事	讲唐朝延州妓女故事时引用其不收钱钞。	
keep	LASSA-115	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4459	4459	舍身菩萨化身，以济贫人之欲	古书引文	《西湖二集》故事	解释该妓女为菩萨化身的故事原语。	
keep	LASSA-116	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4483	4483	此观音菩萨，悯汝等以化现耳！	佛教故事语	《观音感应传》故事	讲卖鱼女人化现故事时引用和尚解释。	
keep	LASSA-117	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4487	4487	以欲止欲	佛教成语	《宗镜录》《维摩诘所说经》相关理论	概括佛门用情欲导入信佛的理论。	
keep	LASSA-118	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4499	4499	贪看	戏曲小说引文	《西厢记》写和尚见崔莺莺语	列举中国文学中和尚动欲的文献。	
keep	LASSA-119	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4499	4499	昏迷了佛性禅心	小说引文	《金瓶梅》写和尚见潘金莲语	同一段引用《金瓶梅》语。	
keep	LASSA-120	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4499	4499	七颠八倒，酥成一块	小说引文	《金瓶梅》写和尚见潘金莲语	同一段继续引用《金瓶梅》语。	
keep	LASSA-121	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4499	4499	从前苦行一时休，万个金刚降不住	小说引文	《金瓶梅》写和尚见潘金莲语	同一段引用《金瓶梅》中的诗化句。	
keep	LASSA-122	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4499	4499	将善男瞒了、信女勾来，要她喜舍肉身，慈悲欢畅	小说引文	《水浒传》写花和尚裴如海语	同一段引用《水浒传》相关描写。	
keep	LASSA-123	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4503	4503	尿屎囊袋	佛典譬喻	佛门厌女色譬喻	列举佛典将女色视为污秽的说法。	
keep	LASSA-124	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4503	4503	革囊众秽	佛典譬喻	《四十二章经》相关语	同一段引用佛典譬喻。	
keep	LASSA-125	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4503	4503	革囊盛血	史传佛教语	《后汉书》相关语	同一段引用浮屠视女色语。	
keep	LASSA-126	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4503	4503	两脚水肥车	佛教俗语	佛门贬抑女色俗语	同一段概括佛门对女色的污秽譬喻。	
keep	LASSA-127	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4503	4503	吾未见好德如好色者	论语名句	《论语·子罕》	批评和尚理论行为不一时引用孔子语。	
keep	LASSA-128	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4507	4507	四觉观	佛教修持语	《欲海回狂》所收戒欲法	讨论戒欲古书中四种警觉方法。	
keep	LASSA-129	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4507	4507	睡起生觉	佛教修持语	《欲海回狂》四觉之一	列举四觉观第一觉。	
keep	LASSA-130	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4507	4507	醉后生觉	佛教修持语	《欲海回狂》四觉之一	列举四觉观第二觉。	
keep	LASSA-131	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4507	4507	病时生觉	佛教修持语	《欲海回狂》四觉之一	列举四觉观第三觉。	
keep	LASSA-132	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4511	4511	见厕生觉	佛教修持语	《欲海回狂》四觉之一	列举四觉观第四觉。	
keep	LASSA-133	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4515	4515	枯骨颂	佛教诗文名目	慈爱和尚《枯骨颂》	讲枯骨想时提到相关诗文。	
keep	LASSA-134	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4515	4515	枯骨想	佛教修持语	佛教戒欲观想法	说明由《枯骨颂》引出的观想法。	
