source_file	line	risky	text
001.19850412《民主天地周刊》专访李敖.txt	59	risk	林正杰找了很多鸡毛当令箭。拿了一手假牌，就以为是我的“秘密”。其实我的“秘密”早给国民党造谣造光了，还有什么“秘密”在他手里？什么“李敖与郁慕明”；难道我跟郁慕明同性恋吗？什么秘密都没有！林正杰不了解真相。为了官司的问题，郁慕明和赵宁请我吃饭，我说道：“第一优先的条件就是：你们退出国民党。”你们退出，我就不打官司了，其他条件都没有。我还跟郁慕明讲，你们怕我上诉，我也怕我上诉。我好不容易给党外埋伏了判例：我们告你们，你们无罪。这次蓬莱岛案，陈水扁他们就掌握来用。万一上诉以后，法官判你们有罪，罚两百块，我觉得这对党外反而是伤害，因为判你们有罪，只是判轻重的问题，不是有无的问题。现在是我们有罪，你们无罪。如果变成你们判轻，我们判重，对我们还不好。所以我希望这个判例到此为止。可是你们要我撤回，当然要有条件，第一优先条件是退出国民党。不退出，就买房子，书面道歉。这房子是为“四季”担保被贴了封条的，买了以后，你们终生会记得“四季”吃了李敖，而不是李敖吃了“四季”。不要买房子就赔钱，四百万零一块，就是冯沪祥的要价加一块。林正杰拿到假情报，以为可以打倒我，胡扯。
001.19850412《民主天地周刊》专访李敖.txt	63	low	我写文章“我为什么支持王八蛋”，目的就是要打龟儿子。可是我知道，王八蛋目前的力量打不倒龟儿子，只是尽量维持平衡而已。
001.19850412《民主天地周刊》专访李敖.txt	67	risk	■我也支持过生根，我也支持你们。我跟党外关系都是这样。我知道，这些都有阶段性。我感到不愉快的是，你林正杰怎么这么快就过河拆桥，做得太过份。我发现他不止对我一个人，对耿荣水他们都一样。他不会搞政治，搞政治怎么能这样快使新生代、朋友离开你？“王莽谦恭下士时”，王莽争天下，也是抢到皇帝后才暴露真面目。林正杰两、三年就走样了。老康也是，他不应该使批康发生，他应避免、或淡化，但是他却没做。他们都不会搞政治，他们的政治规格都不对。像费希平根本没有规格，只是像小孩撒娇、闹情绪，“我不来了”。像老蒋与老毛都没有情绪问题，都不会怀忧丧志，这才能搞政治——搞中国政治。
001.19850412《民主天地周刊》专访李敖.txt	71	low	费希平、林正杰说我破坏团结，我只是“破坏团结去投降”，我破坏了团结去投降，我拒绝团体去投降。没有错，他们真胡闹，怎么可以这样搞。
001.19850412《民主天地周刊》专访李敖.txt	83	low	■这是合并的，省籍是原因之一。省籍牵涉到统派、独派。我有没有呢？我也有。我举个例子，有一天晚上，林永丰带我到新店后面的臭水塘去看，我说“这有什么好看？你看了那么多外国的名山大川好湖，为什么还看这臭水塘？”林永丰说“这是我家，在台湾要看，只有这个可看。”可是我在台湾住了三十多年，我都没有这种感觉，我都没有林永丰这种感觉。
001.19850412《民主天地周刊》专访李敖.txt	97	risk	■他们是既成的事实。如果要改变这个事实，需要多少代价？多少千万人头落地？台湾也是，有许多制度都比现状好，但改变现状，我们就要准备付出代价。这必须考虑到。台湾的在野势力很弱，没有吏治的训练，真把天下给他们，他们治不好。我写文章“我为什么支持王八蛋”，目的就是要打龟儿子，国民党就是龟儿子。可是我知道，王八蛋目前的力量打不倒龟儿子，只是尽量维持平衡而已；目前还不够平衡，只是希望有个平衡的起点！
001.19850412《民主天地周刊》专访李敖.txt	99	risk	我们打倒康宁祥，我们不是打康宁祥本人，而是他的类型。康宁祥本人可能还不完全适合这个类型。就好像过去，大家比赛谁最像卓别林，卓别林自己也去比赛，结果他只考第三。林正杰现在也是个类型。他是眷区出身、外省人，他运气好，抓人时他去当兵，一竞选就当上议员。办杂志又很快赚大钱，人家有政治暴发户、有经济暴发户，他却是“政治经济”双料暴发户。这样很容易使器小易盈的人现原形、走样。当然也许有人不会，那是高等人，一般人就会走样。我们批他们，就是要使他们不变，或变少一点、轻一点。正杰的问题是变得太多、太重、太快。老康也是。
001.19850412《民主天地周刊》专访李敖.txt	101	low	可能我的一个缺点是，我不太讲究感情与私情，我的任何标准都是用是非做标准，是非第一。因为这样，我得罪了很多人。古代人说“大夫无私交”，就是这个标准，彼此之间没有私人感情，一切标准都用大的标准来看。有了私人感情，就有爱恨混在一起，标准就乱掉了。
001.19850412《民主天地周刊》专访李敖.txt	109	risk	■我的看法和你相反。我希望个人都能强大起来，一个人强大后，别人会来依附他。王永庆是单打独斗起来的，强大以后别人就来依附他，变成一个强有力的集团。现在党外的问题不是不能合作，而是你没有强大到别人来依附你的山头。现在大家没有政治资源，一开始结合就只能靠友情、共同的观念甚至“牌友”结合在一起。
001.19850412《民主天地周刊》专访李敖.txt	113	risk	■我不想做“组织工作”，因为我的目的不在政治。我已经很强大了，我跟别人在一起，对我是一种浪费。当然，我很愿意帮别人的忙，可是太多的话就痛苦了。我看到晚年的胡适，家里高朋满座，他比每个人都大，可是我觉得每个人都挖走看他一段生命。他精力被消耗，不能写作了。
001.19850412《民主天地周刊》专访李敖.txt	117	risk	■我可以告诉你，我是很会搞政治的人，可是我不想搞政治。所以，我变得很任性、很随便、什么话都敢说。如果我搞政治，我绝不这样搞。我看了很多书，我从书里知道政治要怎么样搞。我写文章指出，林义雄不应该去看李登辉，我举了汉朝一个例子，人家在汉朝时就知道反对者的“政治规格”。林义雄不应该去看李登辉，他去看了，他并不认为做错，可是他错了。他不懂这个规格。周清玉投票给蒋经国，还亮票；她怎么可以做这种事？这不是反对党的作法，我们要的是金大中规格。韩国成立新反对党的气势，我们已经看到了。哪里有这种党外呢？做错了，还不认为不对，这是我感到很悲哀的事。他们要去登记，你不赞成，他们还说你破坏团结，这什么玩意儿，真是混蛋。
001.19850412《民主天地周刊》专访李敖.txt	123	low	□底下这个问题比较严肃：为什么你在五十岁以前没有把“北京法源寺”、“中国思想史”写出来？
001.19850412《民主天地周刊》专访李敖.txt	125	low	■我所以能够混到现在的原因，有很多原因，其中一个原因是我的资料基础很好。资料基础很好，跟我的经济基础好有关系。而经济跟我去做生意有关系。我很早就知道，不能让经济把我搞垮，所以文星垮了以后，我就去做生意，使我能“行有余力，则以‘舞’文”。
001.19850412《民主天地周刊》专访李敖.txt	127	low	第二点，我知道，想要有发言权，就要使别人注意你，就有很多不相干的事必需做。还有，你在走大路，忽然有老虎，你要打老虎，可能浪费时间，不打不行。又来只老鼠，也是不打不行，这是不可避免的。我为了控制我的发言权，为了维持我的“存在”，我必需花掉很多时间，不能做我最想做的事。我出狱三年以来，在这方面花掉太多时间。有件事，我觉得很悲哀。这回入狱，第一次放封的时候，两边楼上的人大家向我招呼，看到我说：“胡茵梦的丈夫”。文人很悲哀，写文章写那么久，却不如一个影视明星出名，文人的传播力实在很有限。他们的工具比你好，他们的是电视、电影。现在我发现，“千秋”、“万岁”斗不过周刊，报纸又比周刊好。传播工具很重要！
001.19850412《民主天地周刊》专访李敖.txt	157	low	■我会变成“黑五类”，我父亲在台湾，我不可能会过得好。我两个姐姐在大陆过得很苦，后来才混得好。能混得好，还是在我三姐从美国回大陆，为我大姐证明，我们来台湾时，她们不知情，才得平反。我大姐是昆明医学院院长，代表医学院到香港开会。在大陆以一个“黑五类”能混到这个地步，是很不容易的。她们在文革的时候都吃了苦，我母亲的妹妹就自杀了。邓小平还挑粪呢，没几个人逃掉，那是全国性的迫害。
001.19850412《民主天地周刊》专访李敖.txt	161	low	■我看我愿意住美国。愿意住哪里并不重要，看你能影响到什么程度。对我而言，都一样。我希望我有影响力。在台湾对“党外”，只是起哄的现象，不是我根本的目标。如果我现在回大陆的话，他们会给我作人民政协委员，他们有两千个政协委员，根本不值钱，马璧还是政协常委呢！
001.19850412《民主天地周刊》专访李敖.txt	167	low	严以勤跟我讲：“被蒋经国认识可倒霉，蒋经国不认识你，你还比较安全，他认识了你，记住你名字，他就特别注意你，你就麻烦了。”我跟党外的关系，大概就是这种关系。
001.19850412《民主天地周刊》专访李敖.txt	171	low	■当然是，我知道我的作风，会把人都得罪光。因为社会上是乡愿多，不讲真理与是非，而是互相掩护。所以我该提议党外来个“扒粪运动”，彻底检讨每个人的成份。我欢迎林正杰先从李敖身上扒起——如果李敖真正有粪可扒的话。我看真正怕扒的，不是我吧？
001.19850412《民主天地周刊》专访李敖.txt	179	risk	■一个小团体里有不愉快是很正常的事。没有才怪呢，应该有。共产党的陈毅从苏联回到北京，日本记者问他，中国跟苏联的友谊有没有裂缝？他说“我们友谊像鸡蛋一样没有裂缝”——没有裂缝，可是很脆弱。台湾以外的政治家都有他们活生生的语言，只有台湾没有。台湾政客讲的都是没有生命的话。这个政权没有“生命”，这是国民党的悲哀。
001.19850412《民主天地周刊》专访李敖.txt	181	low	辞掉总监。是因为根本上这个周刊是你家的，怎么我来做总监呢？所以我就好像是把你“带进场”，只带一段时间，不能带永远的。我挂名是虚的，挂名应该有实权，否则长远看并不妥当。但我从来不要实权，我连“千秋”、“万岁”还忙不过来呢！我要实权，我会自己去办杂志。
001.19850412《民主天地周刊》专访李敖.txt	191	low	以前裕源轮走私案，一个警总的处长被关起来，这人叫严以勤，他跟查绥之作情报。查绥之后来把女儿嫁给他。查绥之是陈大庆的干将，查的女儿正式拜陈大庆为干爹，他成了干女婿，这层关系使他做上处长。案发后被判死刑，在狱中和我一起散步。他散步时，脚镣拖地很难过，他就用绳子提着脚镣。（陈启礼跟我讲，他以前坐牢时候，他的脚镣插着棍子，更难过。睡觉时还得双脚成大八字躺着，好像得了性病似的。）严以勤跟我讲：“被蒋经国认识可倒霉，蒋经国不认识你，你还比较安全，他认识了你，记住你名字，他就特别注意你，你就麻烦了。”我跟党外的关系，大概就是这种关系。
002.19901120戴小华专访李敖.txt	3	low	台湾的秋夜，是迷人的。气温不冷不热，偶尔一阵秋风吹起，使人心胸无限惬意。再加上高信疆夫妇的热诚款待及他俩的睿智妙语，使得今晚的气氛更加愉快。席间，我们畅谈台湾的文坛风云人物。高信疆说：“我相信，五十年、百年后，待文坛上所有的恩怨及人事纠纷都消失了，能流传下来的文字，李敖会是其中之一。”
002.19901120戴小华专访李敖.txt	5	low	李敖，早在我十多岁时就已被他的文章深深吸引了。六十年代初，他以锐利的辞锋，狂飚的热情，悍然无畏地揭开了台湾社会的种种病象，而掀起了一场文化风暴。他那“理来情不存”的批评，使他的文章迅速被热情的知识分子称诵，也引起了意见相左的人接二连三的批判。结果终于惹祸，进了监狱。1979年他重出文坛，才气依然，勇气依然，霸气也依然。这时，他的声名虽比以前更响；但经过与胡茵梦戏剧化的婚姻，萧孟能的官司等等事件，已不再全是好声名。
002.19901120戴小华专访李敖.txt	7	low	我就常在文艺界的聚会里，听过许多人破口大骂李敖；但是在台湾文化圈，素为人所敬重，又有“纸上风云第一人”之称的高信疆，却对他如此推许，就使我觉得有必要亲自去认识李敖了。
002.19901120戴小华专访李敖.txt	11	low	我们来到李敖门前。我注意到他大门的左下角开了一个小洞，应是李敖“闭关”工作时，用来塞报纸、杂志、食物进屋的小洞。
002.19901120戴小华专访李敖.txt	13	low	高信疆的夫人柯元馨按了门铃。高信疆对我说：“你要有心理准备，如果李敖不开门是很正常，开门就是反常，请人入屋就是奇迹了！”
002.19901120戴小华专访李敖.txt	17	low	约莫过了二分钟的光景，门锁转动了，不一会儿，门开了，奇迹也出现了！只见李敖堆着满脸的笑容，非常客气地说：“请进！请进！”
002.19901120戴小华专访李敖.txt	19	low	我知道过去高信疆在主编《中国时报》时，对一些像李敖一样所谓“有问题”的作家，有着过人的道德勇气，敢于率先发表他们的作品。所以，这“奇迹”想必是因高信疆而生。
002.19901120戴小华专访李敖.txt	23	low	他的言谈举止，客气得不得了！“谢谢”两字更是经常挂在口上。这点似乎稍微印证了李敖“心比口好，口比笔好”的说法。他那二千多尺天地里，除了门窗，可以说所有的墙壁都成了书架，他藏书之丰富，居所之整洁，都令我惊叹不已！
002.19901120戴小华专访李敖.txt	37	low	李：我会得罪群众。就在这个月（11月）的24号，由杨振宁主持的“全美华人协会”颁给我一个“最佳成就奖”，我没去，应他们之请做了一个录音谈话，结果把他们骂了一顿。
002.19901120戴小华专访李敖.txt	41	low	李：不识好歹是吗？因为我说：“你们这群人在台湾受了大学教育，到了美国却不回来，就等于挤掉了本地人进大学的一个名额，也等于失去了一份国力。虽然你们在国外有成就，但是美国承受的好处是直接的，祖国承受的好处却是间接的。”
002.19901120戴小华专访李敖.txt	45	low	李：福兰克林说：“哪里有自由，哪里就是我的祖国。”这句话已成了美国建国的原则。可是，如果我们说：“哪里有祖国，我就要使她变得更自由。”这样不是更伟大吗？
002.19901120戴小华专访李敖.txt	59	low	戴：可以上“吉尼斯世界纪录大全”了！
002.19901120戴小华专访李敖.txt	79	low	戴：你的《李敖千秋评论丛书》发行多久了？
002.19901120戴小华专访李敖.txt	83	low	戴：我觉得你和I.F.史东类似，他也是独立作业发行《史东周刊》，来突破一般大众传媒的重重包围，建立起一个独立评论的传播管道，与整个不合理的制度、观念对抗。
002.19901120戴小华专访李敖.txt	93	low	李：可以这样讲。一位曾被判过死刑的老者对我说：“现在是团体对团体，组织对组织的时代，你只是一个人，在这岛上，谁又能比你做得更好？任何英雄豪杰，如果他只是一个人在那里，谁又能比你做得更多，更兴风作浪？”我敢说：三十多年来，在这岛上，又能发挥打击力，又能独来独往的惟一一个真人，不是别人，就是我。我不会随着别人的毁誉而动摇，这就是我的境界。我李敖是拔尖的，我会流传下来。
002.19901120戴小华专访李敖.txt	99	low	戴：你既然说得“无忌”，我也就敢问得“无忌”，像你这样自我的人，为什么会结婚？
002.19901120戴小华专访李敖.txt	101	low	李：我和胡茵梦都很好胜，结婚只是证明不愿意失败。其实，结婚的时候，我就说过：“这个婚姻不会超过一年。”
002.19901120戴小华专访李敖.txt	105	low	李：以我这样聪明的人难道看不出来嘛？你想想看，像胡茵梦这么一个漂亮又被惯坏的人，她对现状一定会很快不满，不满以后就会不断地变，一直变到人老珠黄为止。现在她也学我“闭关”，要闭关一年。哈哈！
002.19901120戴小华专访李敖.txt	111	low	戴：有人说你一直不能谅解胡茵梦对你的“大义灭亲”之举，所以，一有机会就要讽刺她？
002.19901120戴小华专访李敖.txt	145	low	李：我遇到祸事，第一就是告诉我自己：“我决不被它打倒，相反的我要笑着面对它。”这还不够，我要把祸本身给“值回票价”，这才满意。
002.19901120戴小华专访李敖.txt	147	low	戴：如何“值回票价”？
002.19901120戴小华专访李敖.txt	155	low	她给我的感觉确与前不同，脸上不施脂粉，衣着朴素，已渐转向追求心灵上的宁静与充实。当友人告知，我见过李敖，她略问了下认识的经过，只淡淡地说：“高信疆是个好人，但他不了解李敖。”
002.19901120戴小华专访李敖.txt	165	low	1991年2月3日——4日（选自戴小华《闯进灵异世界——戴小华散文选》）
003.19960415《远见》专访李敖.txt	1	low	19960415《远见》专访李敖
003.19960415《远见》专访李敖.txt	11	low	有些人觉得高处不胜寒，我想他是真的没有在高处，这是对人际关系不了解。做为一个先知，别人一定跟不上你嘛！或是别人误会你，不了解你，甚至这么多年来，《远见》杂志都不来访问你，你不会有孤立的感觉。不应该因为这种状况觉得寂寞，这种感觉是错误的。
003.19960415《远见》专访李敖.txt	21	risk	会觉得寂寞的人是弱者，寂寞的时候靠喝酒、抽烟、喝咖啡，都是弱者的做法。闲着没事干，闲人、弱者、懒汉才会寂寞。有两种人最怕寂寞，一种是政治人物，一种是传播媒体下的宠儿，他们一个人就不能活，每天无头苍蝇那样乱窜，所有俗不可耐的是都是他们做出来的，什么剪采、致词、治丧委员会，整天搞这种事，讨厌死了，他们还以此为乐，可是他不做不能活啊！
003.19960415《远见》专访李敖.txt	31	risk	像我大学一个好朋友，他的父亲以前就做过大官，后来没有官做了，可官癮还没消退，怎么办呢？就是对儿子提出来的要求，他都说要打报告，写签呈，然后他批。好比说儿子要买肥皂，他就批准。很多人都有官气，比如林洋港、郝柏村，不管得志不得志，都有一股官气。第一流政治人物是不需要这种虚幻的东西来支撑自己。
004.1997李敖养生之道——打官司.txt	7	low	六十三岁的李敖，有一对五岁及三岁儿女，还有一个小他30岁的太太王小屯。当他全家福照片曝光之际，不知羡煞多少老男人。除了“奋勇杀敌”，李敖如何保持年轻及旺盛战斗力，恐怕不少人相当感兴趣。
005.1998《新新闻周报》李敖专题.txt	1	low	1998《新新闻周报》李敖专题
005.1998《新新闻周报》李敖专题.txt	5	low	“过去的言论自由，我闯了祸，我知道谁杀了我，蒋经国、蒋介石……或是谁。现在不知道了，都乱了，我搞不清楚谁捅了我。”在与东森电视台的节目续约争议之后，一生独树一帜的李敖，又再度成为新闻人物。
005.1998《新新闻周报》李敖专题.txt	9	risk	事实上，作为一个文人，李敖一生办杂志，搞媒体，也常因言贾“祸”，而时至解严十年后，对李敖来说，由于媒体和财团的新互动，言论自由又面临着新的局面。长期身为一个文化评论者，李敖深刻感受到过去和现在的不同，李敖说：“我觉得目前评论现象里，有两点是我很厌恶的。第一个是过分讨好群众，不敢指责群众错误，我看不起。还有是写一些荒谬、莫名奇妙的文章，以为是故弄玄虚。事实上不值得一看，所以我在节目里骂《圣经密码》、《西藏生死书》，这些根本就是假书、不能成立的。有些东西是科学的，好比IQ是科学的，EQ是假的，没有这个东西。大家都当成科学的去宣传，还卖成畅销书，根本是群众的混淆。”同样的，在言论自由的层面上，也有很大的变化。
005.1998《新新闻周报》李敖专题.txt	11	risk	李敖说：“戒严时期的新闻，你面对的是刀枪监狱，他就是坏政府，用很粗暴方法来干涉你。现在不是，现在财团控制媒体，你得罪了财团就不给你上了。过去我得罪王老板（王惕吾）他就封锁我；骂余老板（余纪忠），余老板就封锁我。那你说可以抵抗啊，我去办报纸，政府就不给我登记，等于说是变相的封锁，用比较柔软的方式来干涉言论自由。”回顾过去，李敖说：“过去三台是被控制的，像赵宁这类节目温温的，尽是些风花雪月的事，不谈政治。忽然第四台开放了，开放后大量的节目出现，过去媒体掌握在演艺人员手里，像张小燕、胡瓜……这批人，这批人没有什么货的，只能逗乐，嘴巴讲不出什么有深度的东西，脑子里也没有货，也不用功。”
005.1998《新新闻周报》李敖专题.txt	13	low	而涉及一些深度的东西，李敖说：“他们跟不上，不能通吃媒体，结果出来比较能引诱人说话的节目。像李涛他做节目只要卡掉电话，限制你时间，然后把你讲的话作个结论，不用做任何准备，早上起来十几个人开会，决定什么新闻跑、电话给谁，所以我骂李涛赚钱赚得太容易。我那个节目讲半小时，那个字幕一集打了六千五百字，我在真相六百集，你想一想要消化多少资料？我没有请助手来帮我，都是我自己来。所以说这碗饭只有我能吃。”
005.1998《新新闻周报》李敖专题.txt	17	risk	而到了现在，李敖说：“现在的话不是用真刀真枪，而大部分用钱的力量来干涉。像我在《商业周刊》调查鸿禧山庄，先在《联合晚报》登了出来，《联合报》记者立刻来采访我，结果隔天一个字登不出来，所以我骂《联合报》，敢骂李登辉而不敢得罪张秀政。因为他们怕以后没有广告，不敢得罪张秀政，他们也受到这种经济压力。”而在当下台湾，经济力雄厚的财团，不管是和信、力霸和邱复生都大举进军电子媒体，经济的压力会更大吗？战场老将李敖又是如何看待这些对手呢？
005.1998《新新闻周报》李敖专题.txt	19	low	对于东森，李敖说：“我认为王家搞媒体干错行，因为媒体涉及言论自由，要尊重经营媒体的总编、记者的权利，老板不能伸手过来，但东森很明显的他们可以越过总经理直接由副总对外发言，在总经理不知情也不同意的状况下。”因为，李敖认为：“他们基本上是机会主义者，任何有发财的机会就卡位，这一部分王家可能是卡错了。因为搞媒体需要特殊智慧，还必须有肚量，否则玩不下去，媒体不是好玩的。”
005.1998《新新闻周报》李敖专题.txt	21	low	不过，李敖对于力霸王家的评价，还是比和信辜家更高，他说：“我觉得老实说辜家还不如王家，虽然我和王家闹得不愉快。辜振甫是捧着卵过河，过河的时候捧着睾丸，怕这睾丸掉到水里去被鱼给吃掉，胆小如鼠，所以你看辜家媒体都引进外国的系统，几乎不敢做任何节目。”
005.1998《新新闻周报》李敖专题.txt	23	risk	而王家，李敖说：“比辜家还有种，只是他们评估错误，找李敖来做节目，打李敖牌；就像美国打中共牌，有后患的，因为打不好会出事。所以辜家经营媒体是有此心，可是无此胆。因此王家搞媒体是比辜家有种的，虽然说种不长就是了。”
005.1998《新新闻周报》李敖专题.txt	25	low	“电波老虎”别有一套
005.1998《新新闻周报》李敖专题.txt	27	risk	至于“电波老虎”邱复生，李敖则认为他别有一套，他说：“我承认邱的反应很快，他出身是以前干校乐队打小鼓的混混，可是他在成长的过程中也很痛苦，在跑带子的时候也曾经被流氓打，办公室的桌子被翻；可是他反应很快，能趁着邵氏的势力窜起来。当然是有人指点他，就是周荃，所以真相新闻网是第一个在第四台出现的。可是后来卫星出现了，原本他们都准备跑带子的，忽然卫星出现了，结果周荃找不到财团，邱复生找到邵氏，所以他就窜起了。所以说邱是个特例。过去他很早就和李登辉搭线了，你可以去看李登辉竞选时，在报上拥护李登辉的名字，你们可以去查证一下。现在他则和李分派了，比较偏陈水扁，因为李对他不满，可是在过程中必须承认他很会耍别人的钱，他本身没有钱。”
005.1998《新新闻周报》李敖专题.txt	29	risk	不过，会耍钱是一回事，但是当媒体碰到政治，纷扰也随之而来，李敖说：“政治不是下跪的，看谁狠，是力量的角力，你用息事宁人，不得罪人的方法，没有用。我觉得拥有媒体的人没有用它来好好的撑腰，反而变成负面的作用，我觉得真正会搞政治的人不会这么做。”
005.1998《新新闻周报》李敖专题.txt	31	low	因此李敖说当下媒体的困境就是：“这是他们的苦恼，媒体是讨群众好，因为媒体是群众看的，观众不喜欢的节目，你又爱做公关，讨好大官，或者给大官打歌，这没有用的啦。你看卢秀芳还没结婚前有一次请过老公公徐立德上节目，收视率也没有比较好，这样媒体经营都会不干的。我们节目不好，因为老伸出一只黑手来干涉，任何媒体工作者都会抗议的，因为媒体工作是自主活动，自主活动一不小心就碰到地雷。”
005.1998《新新闻周报》李敖专题.txt	33	risk	相较之下，过去的时代，又是另一风味，李敖说：“那时候根本用不到媒体，我们自己造媒体。那时候《自由时代》，我当发行人，陈水扁当社长，周伯伦、颜锦福也在里面。大家带着小弟到处流窜，被人打压，直到解严，媒体后才注意。最早赵宁做节目请我去，只能谈女人，谈风花雪月，后来我的那段被剪掉，说我不可以打书，我就呕气。所以我现在逐水草而居，跟游牧民族一样，哪个人或是王八蛋我都愿意和他合作，不管是一天、一个星期、三个月都无不可，反正最后都会拆伙的。我的理想就是勇往直前走大路，而在过程中会有朋友，有女人来去，也有敌人骚扰，这不稀奇。”战斗力十足的李敖，依然斗性十足。
005.1998《新新闻周报》李敖专题.txt	35	low	是否成了斗争中的“帮凶”？
005.1998《新新闻周报》李敖专题.txt	37	low	可是，在这斗争之中，李敖会不会担心自己也成了“帮凶”？就如同李敖说的，东视的收视率，是李敖拉起来的，对此，李敖说：“我怎么帮凶呢？我在说我的话，我在利用你的媒体说我的话，当然从另外一个角度，你有负面的收获，可是你也有正面的收获，正面的收获好比说，我们受到李敖的影响，我们开始维护言论自由，我们提倡言论自由了，这是正面收获。你不问收获的话，就得到负面收获，压迫言论自由，让你选择。可是他得到那正面收获，对他有没有害处哪？我愿意他得到正面收获。像《法门寺》戏中有位叫刘瑾的，他是位宦官，一辈子没作过一件好事，结果作一件好事就在《法门寺》那出戏里面，他作了一件好事，那我们要肯定啦！你说坏人作几件好事，我们是按件计酬的。我被他吸收，我改变了，那我是助纣为虐，我本人没改变，而他跟着我作某种程度改变，说改三个月好啦！我觉得这也是一件好事。这也是尔为尔，我为我，我不改变的。所以三个月我没吃亏啊！骂到最后一集我还是骂的，骂那个附马爷，骂那个赖国洲。”
005.1998《新新闻周报》李敖专题.txt	39	low	因此，在当下的媒体生态之中，李敖依然悠游自得，正要和东视进行诉讼的李敖，因此自信十足的说：“我没有办法突破，但你封锁我，你会付代价，我是像飞弹一样保证互相毁灭，像美国和苏俄互战一样。” （文／黄创夏、郭志荣、陈慧文）
006.199810《跨海看台湾》专访李敖.txt	1	low	199810《跨海看台湾》专访李敖
