id	book	source_file	line_start	line_end	quote_text	category	source_or_origin	found_in_source	political_hits	notes
LAFDJ-012	李敖放电集	007.1999年11月8日.txt	77	103	我生命的一部已随你而消亡；\n因为在我心里那人物的林中，\n一棵树飘零于冬日的寒风，\n再不能披上它嫩绿的春装。\n教堂、炉边、郊路和湾港，\n都丧失些许往日的温情；\n另一个，就如我愿意，也无法追寻，\n在一日之内我白发加长\n但是我仍然在记忆里珍藏\n你仁慈的天性，你轻松的童心，\n和你那可爱的，可敬的亲祥；\n这一些曾属于我，便充实了我的生命。\n我不能分辨哪一份较巨\n——是我保留住你的，还是你带走我的。	译诗	余光中译桑塔耶那诗	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-013	李敖放电集	007.1999年11月8日.txt	107	131	冬风扫叶时节，\n一树萧条如洗，\n绿装已卸，卸在我心里。\n我生命的一部份，\n已消亡随着你。\n教堂、炉边、郊路、和港湾，\n情味都今非昔比。\n虽有余情，也难追寻，\n一日之间，我不知老了几许？\n你天性的善良、慈爱和轻快，\n曾属于我，跟我一起。\n我不知道哪一部份多，\n——是你带走的我，还是我留下的你。	李敖译诗	李敖改译桑塔耶那诗	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-014	李敖放电集	012.1999年11月15日.txt	29	29	怅望千秋一洒泪，萧条异代不同时。	唐诗句	杜甫诗句	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-015	李敖放电集	012.1999年11月15日.txt	29	29	怅望千秋一洒泪，萧条异代却同时。	李敖改诗	李敖改杜甫诗句	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-016	李敖放电集	013.1999年11月16日.txt	5	5	世界上最强而有力的人，就是那个最孤立的人	外国戏剧名句	易卜生《国民公敌》	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-017	李敖放电集	013.1999年11月16日.txt	13	13	李敖不是宽容社会下的产物，他是不宽容社会的见证	人物评语	《李敖快意恩仇录》书背介绍	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-018	李敖放电集	013.1999年11月16日.txt	17	17	要找我佩服的人，我就照镜子	李敖自评	李敖语	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-019	李敖放电集	013.1999年11月16日.txt	45	45	李翰祥满脸骄气，李敖一身傲骨。	人物评语	毕丽娜语	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-020	李敖放电集	015.1999年11月18日.txt	25	25	取巧多智的贼，和她们同在一块儿，真理就很难找得着	佛典引文	《巴利典小品》	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-021	李敖放电集	015.1999年11月18日.txt	25	25	如雹，能害善苗	佛典引文	《正法念经》	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-022	李敖放电集	015.1999年11月18日.txt	25	25	着欲故，虽行福，不能得男身	佛典引文	《智度论》	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-023	李敖放电集	015.1999年11月18日.txt	25	25	女人是大毒	佛典引文	《宝积经》	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-024	李敖放电集	015.1999年11月18日.txt	25	25	大魔王，能食一切人	佛典引文	《大般涅盘经》	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-025	李敖放电集	015.1999年11月18日.txt	25	25	佛不出世时，女人入地狱如春雨雹	佛典引文	《增一阿含经》	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-026	李敖放电集	015.1999年11月18日.txt	25	25	若善男子善女人等无有不求男子身者，何以故？一且女人皆是众恶之所住处。……如蚊子尿不能令此大地润洽，其女人者淫欲难满，亦复如是。……若有不能知佛性者，我说是等名为女人；若能自知有佛性者，我说是人为丈夫相；若有女人能知自身定有佛性，尝知是等即为男子。	佛典引文	《大般涅盘经》	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-027	李敖放电集	018.1999年11月23日.txt	11	11	心之忧矣，自诒伊戚	诗经名句	《诗经》	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-028	李敖放电集	019.1999年11月24日.txt	25	25	婚是何物，直教生死相许	李敖化用词句	化用元好问“问世间，情是何物，直教生死相许”	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-029	李敖放电集	019.1999年11月24日.txt	33	33	原之所以自容于明公，公之所以待原者，以能守训典而不易也！若听明公之命，则是凡庸也！明公焉以为哉？	古典史传文句	邴原拒曹操冥婚故事	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-030	李敖放电集	019.1999年11月24日.txt	33	33	禁迁葬者与嫁殇者。	经典文句	《周礼》	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-031	李敖放电集	019.1999年11月24日.txt	33	33	生时非夫妇，死而迁葬之，使相从	古注引文	《周礼》批注	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-032	李敖放电集	020.1999年11月25日.txt	5	5	一定在什么地方弄错了。	漫画文句	《花花公子》漫画台词	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-033	李敖放电集	021.1999年11月26日.txt	5	5	闲静少言，不慕荣利。好读书，不求甚解；每有会意，便欣然忘食	古文名句	陶渊明《五柳先生传》	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-034	李敖放电集	022.1999年11月29日.txt	7	7	止！楚王失弓，楚人得之，又何求之？	古典故事文句	《孔子家语》楚王失弓故事	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
LAFDJ-035	李敖放电集	022.1999年11月29日.txt	7	7	惜乎其不大也！不曰人遗弓，人得之而已，何必楚也？	古典故事文句	《孔子家语》孔子评楚王失弓	yes		首轮保守收入：本书电子报文章现代政论密度极高，现代政党人物语录、选举口号、两岸/外交判断、新闻标题和直接政论断语不收；只取可独立成立的诗文、古典文句、佛典引文、文学格言、幽默文句和李敖非政治诗文。
