id	source_file	line_start	line_end	present	political_hits	quote_text
LACLZG-063	028.叶落枝残诉柏杨（水逆蕃）.txt	13	13	yes		东方的文明的最大特色是知足，西洋的近代文明的最大特色是不知足
LACLZG-064	028.叶落枝残诉柏杨（水逆蕃）.txt	33	33	yes		非独女以色媚，而仕宦亦有之
LACLZG-065	028.叶落枝残诉柏杨（水逆蕃）.txt	33	33	yes		女为容悦也，本义如此
LACLZG-066	029.丑陋的中国人柏杨（大风）.txt	13	13	yes		冤有头，债有主
LACLZG-067	030.《丑陋的中国人》断想（宗鹰）.txt	7	7	yes		其美者自美，吾不知其美也；其恶者自恶，吾不知其恶也
LACLZG-068	031.《评丑陋的中国人》引起的风波（孙国栋）.txt	9	9	yes		行不更名、坐不改姓
LACLZG-069	034.柏杨国文程度不够.txt	7	7	yes		夫人情安则乐生，痛则思死。棰楚之下，何求而不得？故囚人不胜痛，则饰辞以视之；吏治者利其然，则指道以明之；上奏畏却，则锻炼而周内之。盖奏当之成，虽皋陶听之，犹以为死有余辜。何则？成练者众，文致之罪明也。
LACLZG-070	034.柏杨国文程度不够.txt	7	7	yes		画地为狱，议不入；刻木为吏，期不对。
LACLZG-071	035柏杨无知乱译《资治通鉴》.txt	17	17	yes		太岁头上动土
LACLZG-072	035柏杨无知乱译《资治通鉴》.txt	23	23	yes		太岁，所以纪岁也。其名有六：太岁，一也；太阴，二也；岁阴，三也；天一，四也；摄提，五也；青龙，六也（青龙或曰苍龙）。……名异而实同也。
LACLZG-073	036.柏杨的国文历史程度不配翻译《资治通鉴》.txt	5	5	yes		阮咸之子瞻尝见戎，戎问曰：“圣人贵名教，老庄明自然，其旨同异？”瞻曰：“将无同！”戎咨嗟良久，遂辟之。时人谓之“三语掾”。
LACLZG-074	036.柏杨的国文历史程度不配翻译《资治通鉴》.txt	17	17	yes		阮宣子有令闻，太尉王夷甫见而问曰：“老、庄与圣教同异？”对曰：“将无同！”太尉善其言，辟之为掾。世谓“三语掾”。卫玠嘲之曰：“一言可辟，何假于三？”宣子曰：“苟是天下人望，亦可无言而辟，复何假一？”遂相与为友。
LACLZG-075	036.柏杨的国文历史程度不配翻译《资治通鉴》.txt	55	55	yes		谢太傅盘桓东山时，与孙兴公诸人泛海戏。风起浪涌，孙、王诸人色并遽，便唱使还。太傅神情方王，吟啸不言。舟人以公貌闲意说，犹去不止。既风转急，浪猛，诸人皆喧动不坐。公徐云：“如此，将无归！”众人即承响而回。于是审其量，足以镇安朝野。
LACLZG-076	036.柏杨的国文历史程度不配翻译《资治通鉴》.txt	63	63	yes		太保居在正始中，不在能言之流。及与之言，理中清远，将无以德掩其言！
LACLZG-077	038.跋“王金仲达给李敖的信”.txt	67	67	yes		曲突徙薪亡恩泽，焦头烂额者为上客
