id	book	source_file	line_start	line_end	quote_text	category	source_or_origin	found_in_source	political_hits	notes
LADGD-011	李敖大哥大	006.反对党为了反对而反对是对的.txt	55	55	以直报怨	论语名句	《论语·宪问》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-012	李敖大哥大	010.意淫大陆，手淫台湾.txt	11	11	老马之智可用也	成语典故	管仲老马识途典故	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-013	李敖大哥大	013.有种就别学猪叫.txt	13	13	维摩虽病有神通	宋诗句	王安石诗句	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-014	李敖大哥大	022.中学生不可以谈手淫吗？.txt	91	91	五色令人目盲，五音令人耳聋	老子名句	《老子》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-015	李敖大哥大	031.李敖对祖国发音第一集.txt	15	15	衣带渐宽终不悔，为伊消得人憔悴。	宋词名句	柳永词句	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-016	李敖大哥大	032.李敖对祖国发音第二集.txt	67	67	行万里路，读万卷书	古典读书格言	董其昌语	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-017	李敖大哥大	034.李敖对祖国发音第四集.txt	103	103	一刀初刺虎犹纵，三刀四刀虎不动。	清诗句	袁枚《费宫人刺虎歌》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-018	李敖大哥大	035.李敖对佛教徒迎佛骨之批判.txt	43	43	如果没有上帝，我们也会造一个。	西方哲学格言	尼采语意	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-019	李敖大哥大	037.蜂炮打掉的文学.txt	27	27	一缕芳魂上玉楼，万斛明珠何处求。阿弥陀佛西方去，我的肉来我的油。	民间打油诗	民间笑话诗	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-020	李敖大哥大	037.蜂炮打掉的文学.txt	31	31	好读书，不求甚解	古文名句	陶渊明《五柳先生传》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-021	李敖大哥大	038.你不知道的二二八第一集.txt	15	15	身首异处	成语	中国成语	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-022	李敖大哥大	038.你不知道的二二八第一集.txt	15	15	还吾头来！	小说戏曲文句	《三国演义》关公故事	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-023	李敖大哥大	038.你不知道的二二八第一集.txt	17	17	斩颜良、诛文丑，过五关、斩六将	小说成句	《三国演义》关公故事	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-024	李敖大哥大	048.神父的性生活.txt	47	47	你能守寡就守，不能守寡就嫁人，改嫁也好。	民间故事格言	清代贞节牌坊故事	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-025	李敖大哥大	056.国民两党私通内幕.txt	45	45	Et tu, Brute？	戏剧名句	莎士比亚《裘力斯·凯撒》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-026	李敖大哥大	056.国民两党私通内幕.txt	45	45	还有你！布鲁塔斯。	戏剧译句	李敖译莎士比亚语意	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-027	李敖大哥大	059.台大校长不要脸.txt	15	15	光阴如箭，日月如梭	传统套语	中国传统俗语	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-028	李敖大哥大	063.可怜无补费精神.txt	43	43	纷纷易尽百年身，举世何人识道真。力去陈言夸末俗，可怜无补费精神。	宋诗	王安石《韩子》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-029	李敖大哥大	064.新党怎样才有前途？.txt	19	19	唧唧复唧唧，木兰当户织。不闻机杼声，唯闻女叹息。	乐府诗句	《木兰辞》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-030	李敖大哥大	064.新党怎样才有前途？.txt	19	19	我闻琵琶已叹息，又闻此语重唧唧。同是天涯沦落人，相逢何必曾相识。	唐诗名句	白居易《琵琶行》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-031	李敖大哥大	064.新党怎样才有前途？.txt	26	26	历览前贤国与家，成由勤俭败由奢。	唐诗名句	李商隐诗句	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-032	李敖大哥大	064.新党怎样才有前途？.txt	26	26	老子又不是我的老子，他在孔子前在孔子后，对我有什么好处啊？	现代文人俏皮语	胡适语	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-033	李敖大哥大	064.新党怎样才有前途？.txt	38	38	道生一，一生二，二生三，三生万物。万物负阴而抱阳，冲气以为和。	老子名句	《老子》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-034	李敖大哥大	066.让强者比赛获胜.txt	33	33	不看你的眼，不看你的眉。看了心里都是你，忘了我是谁。你的眼是谁的眼？你是谁？我不知道。	歌词	李敖《忘了我是谁》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-035	李敖大哥大	068.宋楚瑜应该进入立法院.txt	15	15	浴乎沂，风乎舞雩，咏而归	论语文句	《论语·先进》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-036	李敖大哥大	068.宋楚瑜应该进入立法院.txt	15	15	吾与点也！	论语名句	《论语·先进》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-037	李敖大哥大	072.最后一刀怎么砍？.txt	35	35	月堕浮云水卷空，天上云骄未肯同。歌舞可怜人暗换，身如泡沫亦如风。	集句诗	李敖集王安石句	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-038	李敖大哥大	074.恭喜陈文茜.txt	53	53	平心而论，这个女孩子损失了什么呢？不过是生理上、肢体上一点点变态罢了！	现代文人评论语	胡适《论女子为强暴所污》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-039	李敖大哥大	079.缩头其实也挨一刀.txt	21	21	白马非马	名家命题	公孙龙子命题	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-040	李敖大哥大	079.缩头其实也挨一刀.txt	21	21	能胜人之口，不能服人之心	古典评论语	传统论公孙龙语	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-041	李敖大哥大	083.假如我是璩美凤.txt	69	69	此亦人子也，可善遇之！	古典书信名句	陶渊明书信语	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-042	李敖大哥大	086.老树开菜花.txt	49	49	虽有镃基，不如待时。	孟子名句	《孟子》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-043	李敖大哥大	089.美国爸爸救命.txt	37	37	太阳底下没有新鲜的事	谚语	传统谚语	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-044	李敖大哥大	089.美国爸爸救命.txt	37	37	东海有圣人出焉，西海有圣人出焉。此心同，此理同。	宋儒语录	宋儒成说	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-045	李敖大哥大	089.美国爸爸救命.txt	37	37	彼窃钩者诛，窃国者为诸侯。	庄子名句	《庄子》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-046	李敖大哥大	090.汤耀明“祈战死”.txt	51	51	读书众壑归沧海，落笔微云起泰山。	对联	溥心畬对联	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-047	李敖大哥大	091.余政宪含沙弄祖.txt	39	39	居天下之广居、立天下之正位、行天下之大道。得志与民由之；不得志独行其道。富贵不能淫、贫贱不能移、威武不能屈，此之谓大丈夫。	孟子名句	《孟子·滕文公下》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-048	李敖大哥大	092.莫文蔚与我.txt	29	29	已矣乎！吾未见好德如好色者也。	论语名句	《论语》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-049	李敖大哥大	095.李敖谈《中国时报》.txt	15	15	上帝临女，无贰尔心。	诗经名句	《诗经》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-050	李敖大哥大	098.二人一谎与一人二谎.txt	41	41	三人行，必有我师。	论语名句	《论语·述而》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-051	李敖大哥大	098.二人一谎与一人二谎.txt	41	41	当仁不让于师。	论语名句	《论语·卫灵公》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-052	李敖大哥大	098.二人一谎与一人二谎.txt	41	41	吾爱吾师，吾尤爱真理。	西方哲学格言	亚里士多德语意	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-053	李敖大哥大	101.从自己不敢叫到不敢叫自己.txt	13	13	手把青秩秧插满田，低头便见水中天。身心清净方为道，退步原来是向前。	禅诗	传统插秧诗	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。 源文首次作“青秩秧”，按底本保留；同段后文改作处作“青秧”。
LADGD-054	李敖大哥大	101.从自己不敢叫到不敢叫自己.txt	13	13	手把青秧插满田，低头便见水中天。其正若反方为道，退步原来是向前。	改作诗句	李敖改传统插秧诗	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-055	李敖大哥大	102.微臣有力可遮天.txt	11	11	宰相有权能割地	近代诗句	丘逢甲诗句	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-056	李敖大哥大	102.微臣有力可遮天.txt	11	11	孤臣无力可回天	近代诗句	丘逢甲诗句	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-057	李敖大哥大	102.微臣有力可遮天.txt	11	11	微管仲，吾其披发左衽矣。	论语名句	《论语·宪问》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-058	李敖大哥大	103.陈小妹的最后一夜.txt	35	35	时髦不能动	李敖拟古格言	李敖拟孟子语	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-059	李敖大哥大	115.小妹搞上面，大哥搞下面.txt	27	27	陆机雄才岂自保？李斯税驾苦不早。华亭鹤唳讵可闻？上蔡苍鹰何足道？君不见吴中张翰称达生，秋风忽忆江东行。且乐生前一杯酒，何须身后千载名？	唐诗	李白诗句	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-060	李敖大哥大	117.你还不配做台湾人！.txt	15	15	五经到今天为止还是只有一半懂得一半不懂的东西。	现代学人格言	胡适语	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-061	李敖大哥大	125.穿红内裤安太岁.txt	25	25	为政以德，譬如北辰。	论语名句	《论语·为政》	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-062	李敖大哥大	125.穿红内裤安太岁.txt	25	25	太岁头上动土	俗语	中国俗语	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-063	李敖大哥大	125.穿红内裤安太岁.txt	43	43	难进而易退	古典格言	古人语	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
LADGD-064	李敖大哥大	125.穿红内裤安太岁.txt	43	43	独与天地精神往来	庄子名句	《庄子》语意	yes		首轮保守收入：本书节目政治评论密度极高，仅取可独立成立的诗文、古文名句、成语俗谚、小说文句和非政治格言；重复片头只收首见。
