id	book	source_file	line_start	line_end	quote_text	category	source_or_origin	found_in_source	political_hits	notes
LACL-011	挑战李敖	013.19991015挑战李敖.txt	17	17	世事洞明皆学问，人情练达即文章	古典名句	《红楼梦》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-012	挑战李敖	013.19991015挑战李敖.txt	19	19	不运动的人别定运动规则	西方幽默格言	Earl Butz语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-013	挑战李敖	013.19991015挑战李敖.txt	23	23	我们能干的人希望在稳定中衰退	现代文人格言	刘绍唐语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-014	挑战李敖	013.19991015挑战李敖.txt	25	25	一年老一年，一日衰一日	诗句	陆游诗句	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-015	挑战李敖	013.19991015挑战李敖.txt	25	25	譬如东周亡，岂复须大疾	诗句	陆游诗句	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-016	挑战李敖	016.19991020挑战李敖.txt	69	69	却恐他乡胜故乡	诗句	中国古诗	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-017	挑战李敖	016.19991020挑战李敖.txt	69	69	此心安处是吾乡	诗句	苏轼词句	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-018	挑战李敖	021.19991027挑战李敖.txt	21	21	松柏后凋于岁寒，鸡鸣不已于风雨	训诂文句	古书词义例句	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-019	挑战李敖	033.19991112挑战李敖.txt	25	25	飞鸟尽，良弓藏；狡兔死，走狗烹	史传名句	《史记·越王勾践世家》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-020	挑战李敖	033.19991112挑战李敖.txt	25	25	狡兔死，走狗烹；高鸟尽，良弓藏	史传名句	《史记·淮阴侯列传》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-021	挑战李敖	038.19991119挑战李敖.txt	89	89	人之患在好为人师	古典名句	《孟子·离娄上》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-022	挑战李敖	038.19991119挑战李敖.txt	89	89	但开风气不为师	诗句	龚自珍语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-023	挑战李敖	040.19991123挑战李敖.txt	41	41	两个口袋空的人，这个腰挺不直	西方格言	富兰克林语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-024	挑战李敖	040.19991123挑战李敖.txt	41	41	一箪食一瓢饮	古典名句	《论语·雍也》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-025	挑战李敖	040.19991123挑战李敖.txt	61	61	春风又绿江南岸，明月何时照我还	诗句	王安石《泊船瓜洲》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-026	挑战李敖	040.19991123挑战李敖.txt	61	61	莫等闲、白了少年头，空悲切	词句	岳飞《满江红》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-027	挑战李敖	040.19991123挑战李敖.txt	61	61	靖康耻，犹未雪	词句	岳飞《满江红》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-028	挑战李敖	040.19991123挑战李敖.txt	61	61	红了樱桃，绿了芭蕉	词句	蒋捷《一剪梅·舟过吴江》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-029	挑战李敖	040.19991123挑战李敖.txt	61	61	临溪而渔，溪深而鱼肥，酿泉为酒，泉香而酒洌	古文名句	欧阳修《醉翁亭记》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-030	挑战李敖	066.19991231挑战李敖.txt	23	23	人饥己饥	成语	后稷典故	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-031	挑战李敖	070.20000106挑战李敖.txt	5	5	他们看不了多远，也看不了多深，可是谁能阻止对沧海凝神	西方诗句	罗伯特·弗罗斯特诗句	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-032	挑战李敖	070.20000106挑战李敖.txt	7	7	不出户，知天下	古典名句	《老子》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-033	挑战李敖	070.20000106挑战李敖.txt	7	7	至小无内	古典名句	庄子哲学语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-034	挑战李敖	070.20000106挑战李敖.txt	7	7	至大无外	古典名句	庄子哲学语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-035	挑战李敖	070.20000106挑战李敖.txt	11	11	增一分太肥，减一分太瘦	文学格言	古典美人描写	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-036	挑战李敖	070.20000106挑战李敖.txt	11	11	对好的文学家而言，没有同义字	文学格言	福楼拜语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-037	挑战李敖	070.20000106挑战李敖.txt	11	11	Et tu Brute？	西方戏剧名句	莎士比亚《凯撒》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-038	挑战李敖	070.20000106挑战李敖.txt	11	11	还有你！布鲁塔斯	翻译文句	莎士比亚《凯撒》译句	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-039	挑战李敖	070.20000106挑战李敖.txt	83	83	所有的先知在他的乡土都不被接受	圣经典故	耶稣语意	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-040	挑战李敖	070.20000106挑战李敖.txt	83	83	能胜人之口，不能服人之心	古典名句	公孙龙子语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-041	挑战李敖	070.20000106挑战李敖.txt	83	83	尊前作剧莫相笑，我死诸君思此狂	诗句	陆游诗句	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-042	挑战李敖	071.20000107挑战李敖.txt	5	5	著作等身	成语	中国成语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-043	挑战李敖	071.20000107挑战李敖.txt	39	39	既然没有办法，让我们接吻来分离	西方诗句	拜伦诗句	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-044	挑战李敖	074.20000112挑战李敖.txt	49	49	一言可以兴邦，一言可以丧邦	古典名句	《论语·子路》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-045	挑战李敖	075.20000113挑战李敖.txt	99	99	情人眼里的女人是最美的	俗语	中国俗语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-046	挑战李敖	076.20000114挑战李敖.txt	7	7	吾爱孟夫子，风流天下闻。红颜弃轩冕，白首卧松云	诗句	李白《赠孟浩然》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-047	挑战李敖	076.20000114挑战李敖.txt	7	7	周郎顾曲	成语典故	周瑜典故	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-048	挑战李敖	084.20000126挑战李敖.txt	53	53	不孝有三，无后为大	古典名句	《孟子》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-049	挑战李敖	084.20000126挑战李敖.txt	53	53	弄瓦	典故	《诗经·小雅·斯干》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-050	挑战李敖	084.20000126挑战李敖.txt	53	53	产男则相贺，产女则杀之	古文名句	《韩非子》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-051	挑战李敖	084.20000126挑战李敖.txt	53	53	盗不过五女之门	古代俗语	汉代俗语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-052	挑战李敖	086.20000128挑战李敖.txt	75	75	拔鹅毛拔得最多，而这个鹅叫的声音最少	财政谚语	西方财政学谚语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-053	挑战李敖	092.20000210挑战李敖.txt	41	41	挽弓当挽强，用箭当用长。射人先射马，擒贼先擒王	诗句	杜甫《前出塞》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-054	挑战李敖	093.20000211挑战李敖.txt	13	13	不信青春唤不回，不容青史尽成灰。低回海上酬功宴，万里江山酒一杯	诗	于右任诗	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-055	挑战李敖	093.20000211挑战李敖.txt	13	13	留取丹心照汗青	诗句	文天祥《过零丁洋》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-056	挑战李敖	094.20000214挑战李敖.txt	97	97	豺狼当道，安问狐狸	古典成语	古代成语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-057	挑战李敖	100.20000223挑战李敖.txt	11	11	舍己为人	成语	中国成语	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-058	挑战李敖	100.20000223挑战李敖.txt	11	11	子帅以正，孰敢不正	古典名句	《论语·颜渊》	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-059	挑战李敖	105.20000301挑战李敖.txt	55	55	生公说法，顽石点头	成语典故	生公说法典故	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
LACL-060	挑战李敖	106.20000302挑战李敖.txt	45	45	阴平穷寇非难御，如此江山坐付人	古诗句	中国古诗	yes		首轮保守收入：节目文字稿噪声较密，仅取可独立成立的诗文、格言、成语俗语和古典文句。
