id	decision	category	quote_text	source_or_origin	source_file	line_start	line_end	summary	notes
LAFYKTW-011	keep-initial	古文寓言	楚有养狙以为生者，楚人谓之狙公。旦日，必部分众狙于庭，使老狙率以之山中，求草木之实，赋什一以自奉。或不给，则加鞭箠焉。群狙皆畏苦之，弗敢远也。一日，有小狙谓众狙曰：“山之果，公所树与？”曰：“否也，天生也。”曰：“非公不得而取与？”曰：“否也，皆得而取也。”曰：“然则吾何假于彼而为之役乎？”言未既，众狙皆寤。其夕，相与伺狙公之寝，破栅毁柙，取其积，相携而入于林中，不复归。狙公卒馁而死。	刘基《郁离子》	007.你们可以不怕他.txt	25	25	李敖完整引刘基狙公故事，保存寓言原文。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-012	keep-initial	成语典故	盗亦有道	《庄子》相关成语	010.所谓“君子协定”.txt	37	37	李敖引成语，说明即使在不正当群体中也有内部规则。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-013	keep-initial	古典诗句	看似寻常最奇崛，成如容易却艰辛。	王安石《题张司业诗》	013.《开枪·斗牛·蛋》自序.txt	9	11	李敖引王安石诗句，说明看似容易与寻常背后有奇崛艰辛。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-014	keep-initial	俗语格言	旁观者清	中文俗语	014.国民党大胜？还是党外大胜？.txt	107	107	李敖引俗语，说明跳出局中污染后反而看得清楚。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-015	keep-initial	古文故事引文	尔之爱我也，不如彼！君子之爱人也，以德；细人之爱人也，以姑息。吾何求哉！吾得正而毙焉，斯已矣！	《礼记》曾子易箦故事	016.“蓬莱岛案”的讨论.txt	145	145	李敖引曾子论爱人以德之句，强调原则高于姑息。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-016	keep-initial	古文故事引文	华而睆！大夫之箦与！	《礼记》曾子易箦故事	016.“蓬莱岛案”的讨论.txt	145	145	李敖引曾子易箦故事中的童子提醒，写临终守礼的触发点。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-017	keep-initial	古文故事引文	然！斯季孙之赐也。我未之能易也。元！起易箦！	《礼记》曾子易箦故事	016.“蓬莱岛案”的讨论.txt	145	145	李敖引曾子临终换席之语，保存守礼不苟的古文原句。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-018	keep-initial	儒家成句	止于至善	《大学》相关成句	017.“蓬莱岛案”的再讨论.txt	37	37	李敖题中引用儒家成句，表示抵达最高善的标准。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-019	keep-initial	古典成语	欲加之罪，何患无辞	《左传》相关成语	020.由“拿破仑同志”想起.txt	19	19	李敖引成语，说明若要罗织罪名，总能找到说辞。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-020	keep-initial	民间行话	揭飞碗	旧式赌博用语	023.“揭飞碗”的报酬.txt	29	29	李敖解释旧式赌博行话，指旁观者突然介入代行庄家职权。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-021	keep-initial	民间行话	我包了！	旧式赌博用语	023.“揭飞碗”的报酬.txt	29	29	李敖引旧式赌博中揭飞碗时的喊法，保存行话原貌。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-022	keep-initial	史传典故	伯仁，以百口累卿！	《晋书·周觊传》王导、周觊故事	024.别忘了自己的立场！.txt	11	11	李敖转述伯仁典故，保存王导向周觊求援之语。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-023	keep-initial	史传典故	我不杀伯仁，伯仁因我而死	《晋书·周觊传》王导、周觊故事	024.别忘了自己的立场！.txt	11	11	李敖引伯仁典故的通行说法，说明不直接动手却有间接责任。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
LAFYKTW-024	keep-initial	史传典故	吾虽不杀伯仁，伯仁由我而死。幽冥之中，负此良友！	《晋书·周觊传》王导、周觊故事	024.别忘了自己的立场！.txt	11	11	李敖转述《晋书》中王导悔恨周觊之语。	第一轮保守筛选：《法眼看台湾》为高政治密度书，只保留可独立检索的古典诗文、成语典故、寓言、谚语、文坛轶事和少量民间行话；现代党派、选举、案件攻防、自由民主理论、国际政治演说和政治寓言语录不收。
